
[00:00:00.000 --> 00:00:05.400]  我們繼續講C篇125篇
[00:00:05.400 --> 00:00:09.400]  我們回到剛才所講的那一節
[00:00:09.400 --> 00:00:16.600]  就是寫125篇的人一定是熟悉耶路撒冷的地理
[00:00:16.600 --> 00:00:20.400]  他才能夠寫出來
[00:00:20.400 --> 00:00:23.200]  這個就是耶路撒冷
[00:00:23.200 --> 00:00:28.000]  回到這裡就是看到石安大衛城的地方
[00:00:28.000 --> 00:00:31.400]  中山怎樣環繞耶路撒冷
[00:00:31.400 --> 00:00:38.000]  東南西北去到抱擁著石安
[00:00:38.000 --> 00:00:41.400]  就引伸出耶路撒冷的保護
[00:00:41.400 --> 00:00:49.400]  依靠耶路撒冷才能像山崗一樣不會動搖
[00:00:49.400 --> 00:00:52.400]  然後他繼續講
[00:00:52.400 --> 00:00:59.800]  惡人的權柄惡人的國度
[00:00:59.800 --> 00:01:02.800]  惡人欺壓義人的國度
[00:01:02.800 --> 00:01:05.800]  必定不會留在義人的土地
[00:01:05.800 --> 00:01:09.800]  以免義人會跟他一起作惡
[00:01:09.800 --> 00:01:14.800]  所以這裡的詩人就說一定要趕絕這些惡勢力
[00:01:14.800 --> 00:01:24.800]  這些反對上帝的國度 勢力 君主等等的權勢
[00:01:24.800 --> 00:01:30.200]  然後耶和華說 耶和華求你善待行善心裡正直的人
[00:01:30.200 --> 00:01:33.200]  因為這些人才能夠永存
[00:01:33.200 --> 00:01:37.200]  因為有耶和華去環繞著他們
[00:01:37.200 --> 00:01:39.800]  以至那偏行彎曲道路的人
[00:01:39.800 --> 00:01:44.200]  耶和華必將他們和作惡的人一同驅逐出去
[00:01:44.200 --> 00:01:46.200]  在耶路撒冷這個地方
[00:01:46.200 --> 00:01:49.200]  在石安這個地方 敬拜神的地方
[00:01:49.200 --> 00:01:52.200]  只有義人才能夠進來
[00:01:52.200 --> 00:01:56.200]  詩篇由第一篇開始到現在都是這樣說
[00:01:56.200 --> 00:01:59.200]  要敬拜耶和華 要親近他
[00:01:59.200 --> 00:02:04.200]  這些人一定要全心全意去依靠耶和華
[00:02:04.200 --> 00:02:07.200]  這些人才能得到平安
[00:02:07.200 --> 00:02:10.200]  得到上帝所賜的福
[00:02:10.200 --> 00:02:14.200]  就是要依靠耶和華的那一群人
[00:02:14.200 --> 00:02:16.200]  我們繼續看下去
[00:02:16.200 --> 00:02:20.200]  我們發現這篇詩篇說到平安
[00:02:20.200 --> 00:02:24.200]  在上行之詩經常提到平安
[00:02:24.200 --> 00:02:26.200]  平安從哪裡來
[00:02:26.200 --> 00:02:29.200]  平安就是在耶和華所住的地方
[00:02:29.200 --> 00:02:33.200]  就是耶路撒冷 大衛城石安山
[00:02:33.200 --> 00:02:35.200]  去敬拜他聖殿的地方
[00:02:35.200 --> 00:02:38.200]  他就會有平安的源頭
[00:02:38.200 --> 00:02:41.200]  真正的平安是在耶路撒冷那裡出來
[00:02:41.200 --> 00:02:43.200]  耶路撒冷是怎樣的
[00:02:43.200 --> 00:02:45.200]  這篇詩篇有提過
[00:02:45.200 --> 00:02:48.200]  當然有很多其他詩篇特別上行之詩都有提過
[00:02:48.200 --> 00:02:52.200]  耶路撒冷的原文是Yerushalayim
[00:02:52.200 --> 00:02:55.200]  很奇怪 希伯來文的運作
[00:02:55.200 --> 00:03:01.200]  字尾im其實是雙數字尾
[00:03:01.200 --> 00:03:03.200]  或者是眾數字尾
[00:03:03.200 --> 00:03:05.200]  譬如水
[00:03:05.200 --> 00:03:08.200]  希伯來文的水是Mayim
[00:03:08.200 --> 00:03:10.200]  又是Yim
[00:03:10.200 --> 00:03:12.200]  是結尾的
[00:03:12.200 --> 00:03:13.200]  又是雙數字尾
[00:03:13.200 --> 00:03:18.200]  當然有時候這些文法純粹是比較生硬的
[00:03:18.200 --> 00:03:20.200]  沒有什麼意義
[00:03:20.200 --> 00:03:23.200]  但在耶路撒冷似乎有這樣的意味
[00:03:23.200 --> 00:03:25.200]  因為說到耶路撒冷
[00:03:25.200 --> 00:03:27.200]  Yerushalayim這個字
[00:03:27.200 --> 00:03:29.200]  這個城的名字
[00:03:29.200 --> 00:03:31.200]  為什麼是雙數
[00:03:31.200 --> 00:03:33.200]  或者眾數
[00:03:33.200 --> 00:03:37.200]  因為耶路撒冷其實是在兩個山上的城市
[00:03:37.200 --> 00:03:39.200]  一個叫東山
[00:03:39.200 --> 00:03:41.200]  一個叫西山
[00:03:41.200 --> 00:03:43.200]  一個叫Eastern Hill
[00:03:43.200 --> 00:03:45.200]  一個叫Western Hill
[00:03:45.200 --> 00:03:47.200]  為什麼呢
[00:03:47.200 --> 00:03:49.200]  因為你看回這個
[00:03:49.200 --> 00:03:53.200]  耶路撒冷的地理
[00:03:53.200 --> 00:03:55.200]  你就會看到
[00:03:55.200 --> 00:03:57.200]  白色這個是什麼 現在的Old City
[00:03:57.200 --> 00:03:59.200]  綠色這個地方
[00:03:59.200 --> 00:04:01.200]  已經有一條線在這裡伸出來
[00:04:01.200 --> 00:04:03.200]  就是叫做Eastern Hill
[00:04:03.200 --> 00:04:05.200]  而這一邊上面
[00:04:05.200 --> 00:04:07.200]  我們剛才在視頻裡說
[00:04:07.200 --> 00:04:09.200]  360度那裡
[00:04:09.200 --> 00:04:11.200]  就是這個Western Hill
[00:04:11.200 --> 00:04:13.200]  比這個大衛城更高
[00:04:13.200 --> 00:04:15.200]  這個叫做西山
[00:04:15.200 --> 00:04:17.200]  耶路撒冷
[00:04:17.200 --> 00:04:19.200]  無論哪個時代
[00:04:19.200 --> 00:04:23.200]  它的大規模
[00:04:23.200 --> 00:04:25.200]  有大有小
[00:04:25.200 --> 00:04:29.200]  但都是坐立在這兩個山上
[00:04:29.200 --> 00:04:31.200]  第一個就是Eastern Hill
[00:04:31.200 --> 00:04:33.200]  東山
[00:04:33.200 --> 00:04:35.200]  東山最高的地方
[00:04:35.200 --> 00:04:39.200]  天然最高的床岩
[00:04:39.200 --> 00:04:41.200]  山崗最高的地方
[00:04:41.200 --> 00:04:43.200]  就是這個金頂清真寺
[00:04:43.200 --> 00:04:47.200]  這個就是東山最高的峰頂
[00:04:47.200 --> 00:04:49.200]  這個金頂清真寺
[00:04:49.200 --> 00:04:51.200]  這個金頂
[00:04:51.200 --> 00:04:53.200]  就是在這個峰頂建的
[00:04:53.200 --> 00:04:55.200]  所以第一聖殿
[00:04:55.200 --> 00:04:57.200]  或者第二聖殿的致勝所
[00:04:57.200 --> 00:05:01.200]  應該是在這個金頂下面
[00:05:01.200 --> 00:05:05.200]  也都按照以前中東
[00:05:05.200 --> 00:05:13.200]  一直以來對聖地的概念
[00:05:13.200 --> 00:05:15.200]  是經常都不改的
[00:05:15.200 --> 00:05:17.200]  一層又接一層
[00:05:17.200 --> 00:05:21.200]  之後建下去的廟或者會堂
[00:05:21.200 --> 00:05:23.200]  或者其他的殿
[00:05:23.200 --> 00:05:29.200]  甚至之後的穆斯林所建的清真寺
[00:05:29.200 --> 00:05:33.200]  都是建在神聖的地點上
[00:05:33.200 --> 00:05:37.200]  那些叫做Continuity of Sacred Space
[00:05:37.200 --> 00:05:39.200]  即是那個地方歷史以來
[00:05:39.200 --> 00:05:41.200]  已經是一個神聖的地方
[00:05:41.200 --> 00:05:43.200]  在歷史的後期
[00:05:43.200 --> 00:05:45.200]  不斷都會在那個地方
[00:05:45.200 --> 00:05:47.200]  是不會改的
[00:05:47.200 --> 00:05:49.200]  有一個保守性
[00:05:49.200 --> 00:05:51.200]  所以我們在地理上
[00:05:51.200 --> 00:05:53.200]  我們知道有很多地方
[00:05:53.200 --> 00:05:55.200]  以前舊約裡面提過
[00:05:55.200 --> 00:05:57.200]  新約裡面也提過
[00:05:57.200 --> 00:05:59.200]  現代的找出來的
[00:05:59.200 --> 00:06:01.200]  都是承接著這個歷史
[00:06:01.200 --> 00:06:03.200]  所以我們那些聖經的地圖
[00:06:03.200 --> 00:06:05.200]  不是靠猜測的
[00:06:05.200 --> 00:06:07.200]  是背後有一個科學
[00:06:07.200 --> 00:06:09.200]  有一個研究
[00:06:09.200 --> 00:06:11.200]  然後我們知道大部分舊約
[00:06:11.200 --> 00:06:13.200]  新約裡面的地點到底在哪裏
[00:06:13.200 --> 00:06:15.200]  這個是後話
[00:06:15.200 --> 00:06:17.200]  但是耶路撒冷
[00:06:17.200 --> 00:06:19.200]  為什麼要用Selium
[00:06:19.200 --> 00:06:21.200]  或者是雙數美
[00:06:21.200 --> 00:06:23.200]  或者是眾數美
[00:06:23.200 --> 00:06:25.200]  因為在兩個山上面
[00:06:25.200 --> 00:06:27.200]  Double Hill
[00:06:27.200 --> 00:06:29.200]  或者City of Two Hills
[00:06:29.200 --> 00:06:31.200]  Eastern Hill和Western Hill
[00:06:31.200 --> 00:06:37.200]  除了這件事
[00:06:37.200 --> 00:06:39.200]  我們也可以看到
[00:06:39.200 --> 00:06:43.200]  在一些聖經的地圖
[00:06:43.200 --> 00:06:45.200]  你也可以看到
[00:06:45.200 --> 00:06:47.200]  很多時候
[00:06:47.200 --> 00:06:49.200]  耶路撒冷的平面圖
[00:06:49.200 --> 00:06:51.200]  是這樣畫的
[00:06:51.200 --> 00:06:53.200]  這個就是耶穌時期的耶路撒冷
[00:06:53.200 --> 00:06:55.200]  為什麼會這樣
[00:06:55.200 --> 00:06:57.200]  大衛城長長的一條
[00:06:57.200 --> 00:07:01.200]  然後上面就是聖殿山
[00:07:01.200 --> 00:07:03.200]  原因就是
[00:07:03.200 --> 00:07:07.200]  好像左邊這個地形圖
[00:07:07.200 --> 00:07:09.200]  你就知道
[00:07:09.200 --> 00:07:11.200]  下面Eastern Hill
[00:07:11.200 --> 00:07:13.200]  你看到其他的線
[00:07:13.200 --> 00:07:15.200]  是比較密的
[00:07:15.200 --> 00:07:17.200]  比較傾斜
[00:07:17.200 --> 00:07:21.200]  所以山頂就是長長的山脊
[00:07:21.200 --> 00:07:23.200]  Eastern Hill最高的地方
[00:07:23.200 --> 00:07:25.200]  就是這裏
[00:07:25.200 --> 00:07:27.200]  就是Mount Moriah這個地方
[00:07:27.200 --> 00:07:29.200]  就是摩利亞山
[00:07:29.200 --> 00:07:31.200]  就是獻以殺的地方
[00:07:31.200 --> 00:07:33.200]  這個名字
[00:07:33.200 --> 00:07:35.200]  摩利亞
[00:07:35.200 --> 00:07:37.200]  這裏也是第一聖殿
[00:07:37.200 --> 00:07:39.200]  第二聖殿
[00:07:39.200 --> 00:07:41.200]  至聖所聖殿的地方
[00:07:41.200 --> 00:07:43.200]  所以在Eastern Hill上面
[00:07:43.200 --> 00:07:45.200]  是比較長的
[00:07:45.200 --> 00:07:47.200]  所以我們有時候看聖經的地圖
[00:07:47.200 --> 00:07:49.200]  雖然是平面的
[00:07:49.200 --> 00:07:51.200]  沒有地勢的圖案
[00:07:51.200 --> 00:07:53.200]  讓我們知道哪裡高哪裡低
[00:07:53.200 --> 00:07:57.200]  但你就知道為什麼大衛城會這樣畫出來
[00:07:57.200 --> 00:07:59.200]  然後到這個上城的地方
[00:07:59.200 --> 00:08:01.200]  就是這個Western Hill的地方
[00:08:01.200 --> 00:08:03.200]  今天叫做Mount Zion
[00:08:03.200 --> 00:08:05.200]  石安山的地方
[00:08:05.200 --> 00:08:07.200]  其實石安山原本就是在這裏
[00:08:07.200 --> 00:08:09.200]  在東山的上面
[00:08:09.200 --> 00:08:11.200]  所以你可以
[00:08:11.200 --> 00:08:13.200]  從這個地形
[00:08:13.200 --> 00:08:15.200]  就可以了解
[00:08:15.200 --> 00:08:17.200]  你本聖經裏面
[00:08:17.200 --> 00:08:19.200]  有的聖經地圖
[00:08:19.200 --> 00:08:21.200]  原來就是
[00:08:21.200 --> 00:08:23.200]  為什麼會這樣畫出來
[00:08:23.200 --> 00:08:25.200]  因為耶路撒冷就是
[00:08:25.200 --> 00:08:27.200]  City of Two Hills
[00:08:27.200 --> 00:08:29.200]  City on Two Hills
[00:08:29.200 --> 00:08:31.200]  或者
[00:08:31.200 --> 00:08:33.200]  耶路撒冷的另一個意思
[00:08:33.200 --> 00:08:35.200]  就是講到它字的名字
[00:08:35.200 --> 00:08:37.200]  剛才我們講到地形
[00:08:37.200 --> 00:08:39.200]  Eusulam
[00:08:39.200 --> 00:08:41.200]  City on Two Hills
[00:08:41.200 --> 00:08:43.200]  它的名字
[00:08:43.200 --> 00:08:45.200]  大家很清楚了
[00:08:45.200 --> 00:08:47.200]  就是City of Peace
[00:08:47.200 --> 00:08:49.200]  City of Shalom
[00:08:49.200 --> 00:08:51.200]  創世紀十四章十八節
[00:08:51.200 --> 00:08:53.200]  這個阿伯蘭
[00:08:53.200 --> 00:08:55.200]  打贏了縱王
[00:08:55.200 --> 00:08:57.200]  救了羅德
[00:08:57.200 --> 00:08:59.200]  記得嗎
[00:08:59.200 --> 00:09:01.200]  回來的時候他就見到墨基西德
[00:09:01.200 --> 00:09:03.200]  當時還是嘉南營的地方
[00:09:03.200 --> 00:09:05.200]  這個墨基西德叫做什麼
[00:09:05.200 --> 00:09:07.200]  Malik Shalem
[00:09:07.200 --> 00:09:09.200]  Malik Shalem
[00:09:09.200 --> 00:09:11.200]  就是King of Peace
[00:09:11.200 --> 00:09:13.200]  撒冷王的意思
[00:09:13.200 --> 00:09:15.200]  撒冷就是Shalem
[00:09:15.200 --> 00:09:17.200]  Shalem
[00:09:17.200 --> 00:09:19.200]  王Malik
[00:09:19.200 --> 00:09:21.200]  就是撒冷王
[00:09:21.200 --> 00:09:23.200]  所以這個地方叫做撒冷
[00:09:23.200 --> 00:09:25.200]  Shalem就是平安的意思
[00:09:25.200 --> 00:09:27.200]  為什麼會是耶路撒冷呢
[00:09:27.200 --> 00:09:29.200]  可能呢
[00:09:29.200 --> 00:09:31.200]  就是來自
[00:09:31.200 --> 00:09:33.200]  一個阿卡德文
[00:09:33.200 --> 00:09:35.200]  叫做Ru
[00:09:35.200 --> 00:09:37.200]  你懂一點點希伯來文的組合
[00:09:37.200 --> 00:09:39.200]  有時候加一個字首
[00:09:39.200 --> 00:09:41.200]  加一個Y或是一個YOR在前面
[00:09:41.200 --> 00:09:43.200]  就是叫做Yerushalem
[00:09:43.200 --> 00:09:45.200]  Yeru
[00:09:45.200 --> 00:09:47.200]  Yerushalem
[00:09:47.200 --> 00:09:49.200]  Ru是什麼意思
[00:09:49.200 --> 00:09:51.200]  在阿卡德文裡面
[00:09:51.200 --> 00:09:53.200]  就是城市的意思
[00:09:53.200 --> 00:09:55.200]  所以Jerusalem
[00:09:55.200 --> 00:09:57.200]  就是Shalom
[00:09:57.200 --> 00:09:59.200]  City的意思
[00:09:59.200 --> 00:10:01.200]  平安的城
[00:10:01.200 --> 00:10:03.200]  所以你看到在詩篇125篇
[00:10:03.200 --> 00:10:05.200]  他就說到
[00:10:05.200 --> 00:10:07.200]  去敬拜耶和華
[00:10:07.200 --> 00:10:09.200]  去到石安山的時候
[00:10:09.200 --> 00:10:11.200]  才會有平安
[00:10:11.200 --> 00:10:13.200]  會有Shalom
[00:10:13.200 --> 00:10:15.200]  Shalom說過很多次了
[00:10:15.200 --> 00:10:19.200]  在希伯來的概念裡面
[00:10:19.200 --> 00:10:21.200]  Shalom
[00:10:21.200 --> 00:10:23.200]  平安
[00:10:23.200 --> 00:10:25.200]  不是無災無劫無戰爭那麼簡單
[00:10:25.200 --> 00:10:27.200]  而是整個生命的慷態
[00:10:27.200 --> 00:10:29.200]  就是耶穌說
[00:10:29.200 --> 00:10:31.200]  我來時叫人得生命
[00:10:31.200 --> 00:10:33.200]  我來時得得更豐盛
[00:10:33.200 --> 00:10:35.200]  那種就是Shalom
[00:10:35.200 --> 00:10:37.200]  不單止是無災無劫
[00:10:37.200 --> 00:10:41.200]  並且有著上帝的祝福
[00:10:41.200 --> 00:10:43.200]  上帝的同在
[00:10:43.200 --> 00:10:45.200]  無論什麼情況都好
[00:10:45.200 --> 00:10:47.200]  有上帝的同在
[00:10:47.200 --> 00:10:49.200]  這就是真正的Shalom
[00:10:49.200 --> 00:10:51.200]  所以一篇上行之詩
[00:10:51.200 --> 00:10:55.200]  說到上去耶和華石安山去敬拜的時候
[00:10:55.200 --> 00:10:57.200]  你會發現原來有很多背景
[00:10:57.200 --> 00:10:59.200]  特別地理
[00:10:59.200 --> 00:11:03.200]  這篇詩篇的信息就會豐富很多

