
[00:00:00.000 --> 00:00:03.320]  面對政局不安兵荒馬亂的時候
[00:00:03.320 --> 00:00:05.320]  不知道你通常會怎樣回應
[00:00:05.320 --> 00:00:08.320]  或者想想上帝想你怎樣回應
[00:00:08.320 --> 00:00:11.520]  我們今天看一段聖經的記載
[00:00:11.520 --> 00:00:14.320]  講到一個君王叫做希西加
[00:00:14.320 --> 00:00:16.320]  在他的事蹟當中
[00:00:16.320 --> 00:00:20.320]  當時是動盪不安甚至兵臨城下
[00:00:20.320 --> 00:00:22.320]  到底他怎樣回應
[00:00:22.320 --> 00:00:24.320]  或者在這段的記述當中
[00:00:24.320 --> 00:00:26.320]  上帝想他怎樣回應
[00:00:26.320 --> 00:00:30.320]  這段記載第十八章第一節
[00:00:30.320 --> 00:00:32.320]  以色列王以拉的兒子
[00:00:32.320 --> 00:00:34.320]  荷西亞第三年
[00:00:34.320 --> 00:00:36.320]  猶大王阿哈斯的兒子希西加登記
[00:00:36.320 --> 00:00:38.320]  他登記的時候年二十五歲
[00:00:38.320 --> 00:00:40.320]  在耶路撒冷作王二十九年
[00:00:40.320 --> 00:00:43.320]  希西加行耶和華眼中看為正的事
[00:00:43.320 --> 00:00:46.320]  效法他祖大位一切所行的
[00:00:46.320 --> 00:00:48.320]  這裡稱讚希西加
[00:00:48.320 --> 00:00:50.320]  和以前的王截然不同
[00:00:50.320 --> 00:00:52.320]  之前的王包括他的父王
[00:00:52.320 --> 00:00:54.320]  阿哈斯是敬拜別神
[00:00:54.320 --> 00:00:56.320]  當希西加登記的時候
[00:00:56.320 --> 00:00:58.320]  他做了什麼呢
[00:00:58.320 --> 00:01:00.320]  就是宗教的改革
[00:01:00.320 --> 00:01:02.320]  第四節這麼說
[00:01:02.320 --> 00:01:04.320]  他廢去休壇毀壞署帳
[00:01:04.320 --> 00:01:08.320]  砍下木偶打碎摩西所造的銅蛇
[00:01:08.320 --> 00:01:10.320]  因為當時以色列人
[00:01:10.320 --> 00:01:12.320]  迎向銅蛇銷香
[00:01:12.320 --> 00:01:14.320]  希西加稱銅蛇為銅塊
[00:01:14.320 --> 00:01:18.320]  希西加倚靠耶和華以色列的神
[00:01:18.320 --> 00:01:20.320]  在他前後猶大的烈王中
[00:01:20.320 --> 00:01:22.320]  沒有一個及他敵
[00:01:22.320 --> 00:01:24.320]  因為他專靠耶和華總不離開
[00:01:24.320 --> 00:01:28.320]  謹守耶和華所吩咐摩西的誡命
[00:01:28.320 --> 00:01:29.320]  在希西加之前
[00:01:29.320 --> 00:01:32.320]  猶大地不同的地方居然有不同的神廟
[00:01:32.320 --> 00:01:36.320]  當時人們將耶和華獨一的信仰
[00:01:36.320 --> 00:01:39.320]  混合了其他宗教的元素
[00:01:39.320 --> 00:01:44.320]  所以不單單在耶路撒冷有聖殿去敬拜神
[00:01:44.320 --> 00:01:47.320]  在其他地方他們敬拜一些別神
[00:01:47.320 --> 00:01:51.320]  並且混合了耶和華的信仰
[00:01:51.320 --> 00:01:55.320]  例如猶大南面一個駐防城阿拉特阿拉
[00:01:55.320 --> 00:01:58.320]  在這裡我們找到一個廟
[00:01:58.320 --> 00:02:00.320]  廟內有一個庭園
[00:02:00.320 --> 00:02:03.320]  庭園有一個大的祭壇
[00:02:03.320 --> 00:02:06.320]  祭壇按照摩西律法的尺寸來造
[00:02:06.320 --> 00:02:11.320]  在祭壇內我們找到一個致勝所
[00:02:11.320 --> 00:02:13.320]  正方的致勝所外面有兩個香壇
[00:02:13.320 --> 00:02:14.320]  一大一小
[00:02:14.320 --> 00:02:19.320]  在這個致勝所內有兩塊直立的石碑
[00:02:19.320 --> 00:02:23.320]  我們相信這兩塊石碑分別代表耶和華
[00:02:23.320 --> 00:02:26.320]  和亞瑟拉女神
[00:02:26.320 --> 00:02:29.320]  大概在希西加的時期
[00:02:29.320 --> 00:02:34.320]  這個聖廟被封閉和荒廢
[00:02:34.320 --> 00:02:38.320]  另外在別士巴南面的駐防城
[00:02:38.320 --> 00:02:42.320]  找到祭壇的壇角石
[00:02:42.320 --> 00:02:44.320]  證明在耶路撒冷以外
[00:02:44.320 --> 00:02:52.320]  人們私自建造祭壇燒香和獻祭
[00:02:52.320 --> 00:02:57.320]  這些都是在希西加的時期停用的
[00:02:57.320 --> 00:02:59.320]  譬如在阿拉特的聖所
[00:02:59.320 --> 00:03:04.320]  這些香壇很小心地被用灰土埋住
[00:03:04.320 --> 00:03:08.320]  所以封閉了這些不同的廟宇
[00:03:08.320 --> 00:03:12.320]  這些都是希西加做的宗教改革的跡象
[00:03:12.320 --> 00:03:17.320]  事實上他們這樣做是希望挽救猶太國
[00:03:17.320 --> 00:03:20.320]  因為隨從別臣的風俗
[00:03:20.320 --> 00:03:25.320]  就是使得上面北國以色列滅亡的原因
[00:03:25.320 --> 00:03:27.320]  十八章第九節
[00:03:27.320 --> 00:03:31.320]  亞述王將以色列人擄去亞述
[00:03:31.320 --> 00:03:33.320]  都因他們不聽從耶和華
[00:03:33.320 --> 00:03:36.320]  他們神的話違背他的約
[00:03:36.320 --> 00:03:40.320]  就是耶和華藉著僕人摩西所吩咐他們
[00:03:40.320 --> 00:03:42.320]  在希西加執政的時候
[00:03:42.320 --> 00:03:46.320]  他就徹底地在全國做了宗教改革
[00:03:46.320 --> 00:03:49.320]  十八章第七節這樣繼續記載
[00:03:49.320 --> 00:03:51.320]  耶和華與希西加同在
[00:03:51.320 --> 00:03:55.320]  他無論往何處都進刀亨通
[00:03:55.320 --> 00:03:59.320]  他也背叛不肯侍奉亞述王
[00:03:59.320 --> 00:04:03.320]  希西加攻擊非利人直到加薩
[00:04:03.320 --> 00:04:06.320]  不單止他實行宗教改革
[00:04:06.320 --> 00:04:11.320]  希西加也在猶太國改變以往一直有的外交政策
[00:04:11.320 --> 00:04:16.320]  就是斷絕與亞述帝國建交
[00:04:16.320 --> 00:04:20.320]  因為以往的朝政都是靠攏亞述帝國
[00:04:20.320 --> 00:04:24.320]  當時亞述帝國是超級大國
[00:04:24.320 --> 00:04:27.320]  正在向西面擴張
[00:04:27.320 --> 00:04:30.320]  所以公元前七二二年的時候
[00:04:30.320 --> 00:04:33.320]  北國以色列亡於亞述
[00:04:33.320 --> 00:04:37.320]  上面十個支派就被流亡
[00:04:37.320 --> 00:04:41.320]  只剩下南面的猶太國
[00:04:41.320 --> 00:04:44.320]  你可以想像一下當以色列亡國的時候
[00:04:44.320 --> 00:04:48.320]  對於南國猶太國希西加來說
[00:04:48.320 --> 00:04:50.320]  壓力是有多大
[00:04:50.320 --> 00:04:53.320]  因為亞述帝國是當時的超級大國
[00:04:53.320 --> 00:04:55.320]  不斷地步步逼近
[00:04:55.320 --> 00:05:00.320]  並且以色列亡國之後的十幾年
[00:05:00.320 --> 00:05:04.320]  對於猶太國也有很大的震撼
[00:05:04.320 --> 00:05:09.320]  第一方面就是難民湧向南面的猶太國
[00:05:09.320 --> 00:05:11.320]  我們知道耶路撒冷本身的面積
[00:05:11.320 --> 00:05:14.320]  只是在狹窄的東山上
[00:05:14.320 --> 00:05:16.320]  在希西加作王的時候
[00:05:16.320 --> 00:05:18.320]  就擴張至西山
[00:05:18.320 --> 00:05:25.320]  估計當時的人口增加到最多二萬人
[00:05:25.320 --> 00:05:31.320]  第二方面希西加也在城的北面加建城牆
[00:05:31.320 --> 00:05:33.320]  在1970年的時候
[00:05:33.320 --> 00:05:37.320]  猶太人在舊城耶路撒冷發現一道寬牆
[00:05:37.320 --> 00:05:39.320]  石牆的位置
[00:05:39.320 --> 00:05:43.320]  這一個寬牆是闊有七米
[00:05:43.320 --> 00:05:45.320]  按照闊度估計
[00:05:45.320 --> 00:05:49.320]  這幅石牆是高達八米
[00:05:49.320 --> 00:05:53.320]  這道寬牆是向著耶路撒冷的北面
[00:05:53.320 --> 00:05:55.320]  最脆弱的地方
[00:05:55.320 --> 00:05:57.320]  防守著外敵的入侵
[00:05:57.320 --> 00:05:59.320]  第三方面
[00:05:59.320 --> 00:06:04.320]  希西加也預計亞述帝國會再來犯境
[00:06:04.320 --> 00:06:07.320]  所以就去建設水道
[00:06:07.320 --> 00:06:10.320]  這條水道是由大衛城的山下
[00:06:10.320 --> 00:06:14.320]  基分泉基漢水道開始
[00:06:14.320 --> 00:06:19.320]  這條水道一直將這些泉水改道穿過石山
[00:06:19.320 --> 00:06:24.320]  流到大衛城的南面西羅亞茨
[00:06:24.320 --> 00:06:27.320]  這條水道可以看到它迂迴曲折
[00:06:27.320 --> 00:06:31.320]  因為兩方面一起加工建造的時候
[00:06:31.320 --> 00:06:34.320]  他們需要靠當時的聲音
[00:06:34.320 --> 00:06:39.320]  來斷定他們要向哪一個方向挖掘
[00:06:39.320 --> 00:06:43.320]  最後能夠在中間相遇
[00:06:43.320 --> 00:06:45.320]  當時是鐵理時代
[00:06:45.320 --> 00:06:49.320]  一個最偉大的人工水道工程
[00:06:49.320 --> 00:06:52.320]  烈旺記下第20章第20節記載
[00:06:52.320 --> 00:06:55.320]  希西加有其他勇力和其餘的事跡
[00:06:55.320 --> 00:06:58.320]  就是他如何挖瓷挖溝和引水入城
[00:06:58.320 --> 00:07:02.320]  記載在猶大的烈旺記上
[00:07:02.320 --> 00:07:05.320]  這條水道有五百多米長
