
[00:00:00.000 --> 00:00:05.760]  我們上幾次有講過聖經考古的背景
[00:00:05.760 --> 00:00:08.840]  或者一些比對研究的歷史
[00:00:08.840 --> 00:00:12.240]  現在我們可以回到聖經
[00:00:12.240 --> 00:00:18.880]  就是第六章羅亞方舟或羅亞洪水的故事
[00:00:18.880 --> 00:00:21.440]  這段聖經是很大的
[00:00:21.440 --> 00:00:24.800]  六章至到第九章才完結
[00:00:24.800 --> 00:00:27.200]  我們經常都會說
[00:00:27.200 --> 00:00:35.400]  創世紀1至11章就是一個可以在內容上分出來的單元
[00:00:35.400 --> 00:00:38.720]  我們叫它做史前史或者起源史
[00:00:38.720 --> 00:00:42.560]  英文叫做Proto History或者Primeval History
[00:00:42.560 --> 00:00:47.160]  等等不同的字眼都是告訴我們這些是很遠古
[00:00:47.160 --> 00:00:51.360]  和起源有關的記載
[00:00:51.360 --> 00:00:59.040]  這些經文所講的東西都是和世界的開始或世界本身的秩序有關
[00:00:59.040 --> 00:01:09.040]  我們也說過不能夠當它是一個現代歷史的寫作
[00:01:09.040 --> 00:01:13.880]  也不能夠說它是一個科學的報告
[00:01:13.880 --> 00:01:18.680]  我們要去到明白這些經文
[00:01:18.680 --> 00:01:21.520]  1至11章特別
[00:01:21.520 --> 00:01:24.160]  這些所謂的Proto History 起源史
[00:01:24.160 --> 00:01:28.400]  是在近東的背景寫出來的
[00:01:28.400 --> 00:01:30.000]  我們已經說了很多次
[00:01:30.000 --> 00:01:35.440]  由第一章開始我們去解讀創世紀六日七日創造的時候
[00:01:35.440 --> 00:01:37.960]  都已經不特別強調這件事
[00:01:37.960 --> 00:01:39.960]  不是一個現代的科學報告
[00:01:39.960 --> 00:01:43.320]  不會解答我們所有現代的問題
[00:01:43.320 --> 00:01:44.080]  記得嗎?
[00:01:44.080 --> 00:01:48.240]  是在一個近東的背景底下寫的
[00:01:48.240 --> 00:01:53.280]  而他們所關心的東西往往不是我們現代人所關心的
[00:01:53.280 --> 00:01:56.200]  所以我們要留意這個角度
[00:01:56.200 --> 00:01:58.960]  所以為什麼我們好像分差了
[00:01:58.960 --> 00:02:01.240]  去到講一些比對研究等等
[00:02:01.240 --> 00:02:05.440]  這些近東背景的資料
[00:02:05.440 --> 00:02:07.200]  為什麼不可以只看聖經呢?
[00:02:07.200 --> 00:02:09.320]  因為聖經不是直接寫給我們
[00:02:09.320 --> 00:02:12.400]  而是為著我們每一代的信徒
[00:02:12.400 --> 00:02:15.640]  包括我們這一代在生的信徒
[00:02:15.640 --> 00:02:18.040]  為我們而寫的
[00:02:18.040 --> 00:02:20.520]  兩個的分野很重要
[00:02:20.520 --> 00:02:23.320]  因為聖經不是直接寫給我們
[00:02:23.320 --> 00:02:25.880]  語言是希伯來文
[00:02:25.880 --> 00:02:30.560]  背景概念都不是我們現代人的背景和概念
[00:02:30.560 --> 00:02:32.480]  宇宙的觀念
[00:02:32.480 --> 00:02:35.440]  就是宇宙的構造等等
[00:02:35.440 --> 00:02:40.640]  都不是今天我們科學人士了解的
[00:02:40.640 --> 00:02:42.720]  而是近東的人所了解的
[00:02:42.720 --> 00:02:45.800]  所以Bible is written to them
[00:02:45.800 --> 00:02:47.800]  not to us
[00:02:47.800 --> 00:02:49.800]  而是written for us
[00:02:49.800 --> 00:02:51.800]  for us的意思是
[00:02:51.800 --> 00:02:53.320]  在近東的背景底下
[00:02:53.320 --> 00:02:57.760]  上帝啟示他的心意和教導
[00:02:57.760 --> 00:03:02.360]  是藉著近東的文化背景去彰顯出來的
[00:03:02.360 --> 00:03:04.360]  所以對第一代的讀者來說
[00:03:04.360 --> 00:03:09.280]  他們有那種普遍的概念
[00:03:09.280 --> 00:03:11.280]  或者那種文化的背景
[00:03:11.280 --> 00:03:13.720]  宇宙觀的背景等等
[00:03:13.720 --> 00:03:16.200]  他們就明白聖經的意思了
[00:03:16.200 --> 00:03:18.200]  他們是初代的讀者
[00:03:18.200 --> 00:03:21.240]  而上帝藉著他們有的
[00:03:21.240 --> 00:03:24.240]  普遍的一些觀念
[00:03:24.240 --> 00:03:25.680]  他們的語言
[00:03:25.680 --> 00:03:28.160]  他們的手法
[00:03:28.160 --> 00:03:30.880]  來啟示出他們自己的真理的時候
[00:03:30.880 --> 00:03:32.880]  那個真理我們要先探索了
[00:03:32.880 --> 00:03:35.680]  然後那個真理才會是
[00:03:35.680 --> 00:03:38.400]  超越所有世代
[00:03:38.400 --> 00:03:40.400]  超越時空超越地理的
[00:03:40.400 --> 00:03:42.400]  正如我們看第一章也是一樣
[00:03:42.400 --> 00:03:45.720]  看第一章我們不要當它是一個科學報告
[00:03:45.720 --> 00:03:47.720]  因為這樣就很倫潤
[00:03:47.720 --> 00:03:50.040]  引發很多不需要有的問題
[00:03:50.040 --> 00:03:52.520]  因為他主要想說的是who
[00:03:52.520 --> 00:03:53.960]  不是how
[00:03:53.960 --> 00:03:55.960]  不是這個宇宙怎樣變成
[00:03:55.960 --> 00:03:57.960]  這些是我們現代人經常會想的問題
[00:03:57.960 --> 00:03:59.960]  經常會問的問題
[00:03:59.960 --> 00:04:00.960]  他是說who
[00:04:00.960 --> 00:04:02.960]  就是說這個宇宙
[00:04:02.960 --> 00:04:04.960]  到底誰創造
[00:04:04.960 --> 00:04:06.960]  誰值得敬拜
[00:04:06.960 --> 00:04:09.440]  所以是一種神學的宣告
[00:04:09.440 --> 00:04:12.440]  這個誰是創造主
[00:04:12.440 --> 00:04:14.440]  誰值得敬拜
[00:04:14.440 --> 00:04:17.440]  who這個就是超越所有的世代
[00:04:17.440 --> 00:04:20.440]  所以我們今天看創世紀第一章的時候
[00:04:20.440 --> 00:04:22.440]  我們也了解
[00:04:22.440 --> 00:04:25.960]  原來創世紀第一章就是介紹創造主
[00:04:25.960 --> 00:04:29.440]  不是說創造界如何形成
[00:04:29.440 --> 00:04:31.440]  有些什麼規律
[00:04:31.440 --> 00:04:33.960]  或者有些什麼物理的原則
[00:04:33.960 --> 00:04:35.960]  能夠去造成它
[00:04:35.960 --> 00:04:37.960]  所以我們要了解這方面
[00:04:37.960 --> 00:04:40.960]  我們看每一章聖經其實都是一樣
[00:04:40.960 --> 00:04:43.960]  今天我們繼續看第六章
[00:04:43.960 --> 00:04:46.960]  第六章我們說到洪水的故事
[00:04:46.960 --> 00:04:47.960]  之前交代過了
[00:04:47.960 --> 00:04:49.960]  神的意志半變
[00:04:49.960 --> 00:04:51.960]  無論你是天使的解說
[00:04:51.960 --> 00:04:55.960]  或者是地上的暴君的解說也好
[00:04:55.960 --> 00:04:58.960]  總之那個的原因
[00:04:58.960 --> 00:05:06.960]  有洪水來毀滅當時已知的世界
[00:05:06.960 --> 00:05:08.960]  當時的No World
[00:05:08.960 --> 00:05:12.960]  已經宣佈了原因
[00:05:12.960 --> 00:05:15.960]  然後就去到講解
[00:05:15.960 --> 00:05:18.960]  或者啟示出一個故事
[00:05:18.960 --> 00:05:20.960]  這個羅亞方舟
[00:05:20.960 --> 00:05:22.960]  羅亞洪水的故事
[00:05:22.960 --> 00:05:24.960]  我們先看經文
[00:05:24.960 --> 00:05:26.960]  六章十四節
[00:05:26.960 --> 00:05:29.960]  耶和華神對羅亞說
[00:05:29.960 --> 00:05:33.960]  你要為自己用戈飛木造一艘方舟
[00:05:33.960 --> 00:05:37.960]  並在方舟裏面建房間
[00:05:37.960 --> 00:05:40.960]  內外要圖上匿稱
[00:05:40.960 --> 00:05:42.960]  方舟的造法是這樣的
[00:05:42.960 --> 00:05:43.960]  長三十爪
[00:05:43.960 --> 00:05:44.960]  闊三十爪
[00:05:44.960 --> 00:05:45.960]  高三十爪
[00:05:45.960 --> 00:05:49.960]  方舟上要造天窗
[00:05:49.960 --> 00:05:51.960]  再上是上一爪
[00:05:51.960 --> 00:05:54.960]  方舟的門是開在旁邊
[00:05:54.960 --> 00:05:58.960]  分上中下三層
[00:05:58.960 --> 00:06:01.960]  有什麼特別
[00:06:01.960 --> 00:06:03.960]  特別的地方是
[00:06:03.960 --> 00:06:05.960]  如果我們用一個現代人的看法
[00:06:05.960 --> 00:06:10.960]  我們很多時候就是去關注一些問題
[00:06:10.960 --> 00:06:12.960]  水力問題
[00:06:12.960 --> 00:06:14.960]  一些物流的問題
[00:06:14.960 --> 00:06:17.960]  有沒有可能全世界的動物都走進去
[00:06:17.960 --> 00:06:20.960]  這個方舟夠不夠大等等
[00:06:20.960 --> 00:06:24.960]  我們就引申了很多物流的問題
[00:06:24.960 --> 00:06:27.960]  到底安排會怎樣
[00:06:27.960 --> 00:06:28.960]  管理會怎樣
[00:06:28.960 --> 00:06:30.960]  有沒有可能等等的事情
[00:06:30.960 --> 00:06:33.960]  其實不需要
[00:06:33.960 --> 00:06:35.960]  因為古代的人
[00:06:35.960 --> 00:06:37.960]  近東的人寫洪水的故事
[00:06:37.960 --> 00:06:39.960]  聖經不是第一個
[00:06:39.960 --> 00:06:41.960]  也不是唯一一個
[00:06:41.960 --> 00:06:43.960]  也有很多近東的故事
[00:06:43.960 --> 00:06:45.960]  都是講到洪水的故事
[00:06:45.960 --> 00:06:46.960]  我們之前已經交代過
[00:06:46.960 --> 00:06:47.960]  其中一個最出名的就是
[00:06:47.960 --> 00:06:50.960]  Gilgamesh Epic Tablet 11
[00:06:50.960 --> 00:06:52.960]  第十一塊的泥板
[00:06:52.960 --> 00:06:54.960]  這個基加美斯
[00:06:54.960 --> 00:07:02.960]  所以我們可以用古代的方法去看
[00:07:02.960 --> 00:07:04.960]  因為他所記載的東西
[00:07:04.960 --> 00:07:06.960]  是有他的意思
[00:07:06.960 --> 00:07:10.960]  或者一些他想表達
[00:07:10.960 --> 00:07:11.960]  想強調的東西
[00:07:11.960 --> 00:07:14.960]  那些往往不是我們有興趣的
[00:07:14.960 --> 00:07:17.960]  但是我們需要給予經文去控制
[00:07:17.960 --> 00:07:21.960]  給予聖經他要講的東西
[00:07:21.960 --> 00:07:24.960]  去控制我們應該看什麼
[00:07:24.960 --> 00:07:26.960]  和應該問什麼問題
[00:07:26.960 --> 00:07:28.960]  不應該問什麼問題
[00:07:28.960 --> 00:07:30.960]  好了,這裡講到方舟
[00:07:30.960 --> 00:07:32.960]  方舟這個字
[00:07:32.960 --> 00:07:35.960]  在希伯來文是Tiva
[00:07:35.960 --> 00:07:39.960]  Tiva是什麼意思呢
[00:07:39.960 --> 00:07:41.960]  什麼叫Tiva呢
[00:07:41.960 --> 00:07:46.960]  其實這個字是一個埃及字
[00:07:46.960 --> 00:07:49.960]  埃及的借用字詞
[00:07:49.960 --> 00:07:51.960]  我不知道有沒有提過
[00:07:51.960 --> 00:07:53.960]  在摩西五經裡面
[00:07:53.960 --> 00:07:57.960]  有很多是埃及的借用詞
[00:07:57.960 --> 00:07:59.960]  特別在五經
[00:07:59.960 --> 00:08:01.960]  後期的希伯來文的經文
[00:08:01.960 --> 00:08:04.960]  就越來越少這些所謂的Egyptian loan words
[00:08:04.960 --> 00:08:07.960]  借用的字眼
[00:08:07.960 --> 00:08:14.960]  Tiva就是其中一個埃及的文字
[00:08:14.960 --> 00:08:18.960]  埃及文字
[00:08:18.960 --> 00:08:19.960]  是借用字詞
[00:08:19.960 --> 00:08:22.960]  什麼叫借用字詞呢
[00:08:22.960 --> 00:08:25.960]  比如說我是廣東人
[00:08:25.960 --> 00:08:29.960]  很清楚以前在香港長大的時候
[00:08:29.960 --> 00:08:31.960]  有士多這個字
[00:08:31.960 --> 00:08:33.960]  store
[00:08:33.960 --> 00:08:35.960]  其實士多是什麼呢
[00:08:35.960 --> 00:08:37.960]  就是雜貨店
[00:08:37.960 --> 00:08:39.960]  其實是借用字詞
[00:08:39.960 --> 00:08:42.960]  士多的中文不會有士多這個字
[00:08:42.960 --> 00:08:45.960]  只不過是英文的store
[00:08:45.960 --> 00:08:47.960]  convenience store
[00:08:47.960 --> 00:08:49.960]  音譯過來
[00:08:49.960 --> 00:08:54.960]  所以士多這個字就是所謂借用的字眼
[00:08:54.960 --> 00:08:56.960]  就是外語借用的字眼
[00:08:56.960 --> 00:09:03.960]  在五經裡面特別多這些埃及近東的借用字眼
[00:09:03.960 --> 00:09:06.960]  正如我所說後期的比較少
[00:09:06.960 --> 00:09:11.960]  如果你有機會看到出埃及記的時候
[00:09:11.960 --> 00:09:15.960]  就有越來越多這些借用的字眼
[00:09:15.960 --> 00:09:21.960]  這個就反映聖經寫作的背後歷史性
[00:09:21.960 --> 00:09:23.960]  他是在那段時間去寫的
[00:09:23.960 --> 00:09:26.960]  所以特別你去比對其他文獻的時候
[00:09:26.960 --> 00:09:31.960]  你就發現有些希伯來文原來本身是埃及文
[00:09:31.960 --> 00:09:33.960]  只不過是音譯過來
[00:09:33.960 --> 00:09:35.960]  正如我說的士多
[00:09:35.960 --> 00:09:41.960]  這個teva這個字在埃及的一些文獻出現
[00:09:41.960 --> 00:09:44.960]  通常是說一個盒子或者棺材
[00:09:44.960 --> 00:09:47.960]  或者一些四四方方的東西
[00:09:47.960 --> 00:09:49.960]  就借用這個字
[00:09:49.960 --> 00:09:53.960]  在舊約裡面出現了28次
[00:09:53.960 --> 00:09:58.960]  有兩次就出現出埃及的二章三或者五節
[00:09:58.960 --> 00:10:01.960]  那裡說到teva是做什麼的
[00:10:01.960 --> 00:10:03.960]  就是摩西在尼羅河
[00:10:03.960 --> 00:10:07.960]  法老要去殺害一些男嬰
[00:10:07.960 --> 00:10:14.960]  然後他的媽媽就將這個嬰孩放在一個teva
[00:10:14.960 --> 00:10:19.960]  一個籃子裡面套上拿清
[00:10:19.960 --> 00:10:22.960]  然後放他到河裡
[00:10:22.960 --> 00:10:27.960]  然後有很多上帝背後幕後做很多事情
[00:10:27.960 --> 00:10:32.960]  然後留下了這個所謂拯救的英雄
[00:10:32.960 --> 00:10:35.960]  這個國家的英雄就是摩西
[00:10:35.960 --> 00:10:38.960]  所以就用了teva這個字
[00:10:38.960 --> 00:10:41.960]  所以這裡說到洪水的故事的時候
[00:10:41.960 --> 00:10:43.960]  有心就用這個字
[00:10:43.960 --> 00:10:49.960]  26次在創世紀的洪水的故事裡面去使用
[00:10:49.960 --> 00:10:52.960]  有兩次總共在舊約裡面28次
[00:10:52.960 --> 00:10:56.960]  創世紀的故事裡面有26次之多
[00:10:56.960 --> 00:10:59.960]  很明顯就是那個作者
[00:10:59.960 --> 00:11:05.960]  他就是想提起這個羅亞方舟的故事
[00:11:05.960 --> 00:11:07.960]  是一個拯救
[00:11:07.960 --> 00:11:09.960]  一個救贖
[00:11:09.960 --> 00:11:12.960]  另外除了看teva這個字之外
[00:11:12.960 --> 00:11:15.960]  我們就看看到底怎樣去做
[00:11:15.960 --> 00:11:17.960]  怎樣做
[00:11:17.960 --> 00:11:20.960]  他說用哥菲木去做
[00:11:20.960 --> 00:11:24.960]  gover
[00:11:24.960 --> 00:11:30.960]  你看看不同的翻譯就知道
[00:11:30.960 --> 00:11:35.960]  我們不是很清楚什麼叫做哥菲
[00:11:35.960 --> 00:11:37.960]  中文譯做哥菲木
[00:11:37.960 --> 00:11:40.960]  什麼叫哥菲木我們根本就不知道
[00:11:40.960 --> 00:11:43.960]  只不過是音譯叫做gover
[00:11:43.960 --> 00:11:45.960]  我們就譯做哥菲木
[00:11:45.960 --> 00:11:46.960]  原因是什麼呢
[00:11:46.960 --> 00:11:49.960]  因為這個gover這個字
[00:11:49.960 --> 00:11:52.960]  在舊約裡面只出現了一次
[00:11:52.960 --> 00:11:53.960]  就是這裡
[00:11:53.960 --> 00:11:55.960]  我們看看英文怎樣翻譯
[00:11:55.960 --> 00:11:57.960]  NIV NLT
[00:11:57.960 --> 00:11:58.960]  New International Version
[00:11:58.960 --> 00:12:00.960]  New Living Translation
[00:12:00.960 --> 00:12:02.960]  就譯做cypress wood
[00:12:02.960 --> 00:12:04.960]  柏木
[00:12:04.960 --> 00:12:08.960]  這個肯定不是柏木
[00:12:08.960 --> 00:12:10.960]  因為柏木有其他字
[00:12:10.960 --> 00:12:12.960]  可以叫做柏木
[00:12:12.960 --> 00:12:14.960]  cypress wood是怎樣譯回來的呢
[00:12:14.960 --> 00:12:16.960]  就是譯者
[00:12:16.960 --> 00:12:18.960]  英文聖經的譯者
[00:12:18.960 --> 00:12:22.960]  他是按照上下文推理出來
[00:12:22.960 --> 00:12:25.960]  他覺得是一個船
[00:12:25.960 --> 00:12:29.960]  應該用一些硬的木
[00:12:29.960 --> 00:12:32.960]  所以就取了cypress wood
[00:12:32.960 --> 00:12:34.960]  其實NIV的note已經說了
[00:12:34.960 --> 00:12:36.960]  meaning uncertain
[00:12:36.960 --> 00:12:39.960]  就是說我們不知道那個意義
[00:12:39.960 --> 00:12:43.960]  最近代的學者甚至說是草
[00:12:43.960 --> 00:12:46.960]  哥菲其實不是哥菲木
[00:12:46.960 --> 00:12:50.960]  是哥菲的植物或者是草
[00:12:50.960 --> 00:12:54.960]  你再看這個新納斯本
[00:12:54.960 --> 00:12:57.960]  他用了一個希臘文
[00:12:57.960 --> 00:12:58.960]  兩個希臘文
[00:12:58.960 --> 00:13:00.960]  就去說哥菲木
[00:13:00.960 --> 00:13:03.960]  就是square timber
[00:13:03.960 --> 00:13:04.960]  正方的木
[00:13:04.960 --> 00:13:06.960]  這個又幫不了我們很多
[00:13:06.960 --> 00:13:08.960]  因為什麼叫正方的木呢
[00:13:08.960 --> 00:13:13.960]  正方的木可能又是按照上下文
[00:13:13.960 --> 00:13:16.960]  好像cypress wood那樣去推理
[00:13:16.960 --> 00:13:20.960]  覺得是用正方的木材
[00:13:20.960 --> 00:13:23.960]  去做這個方舟
