
[00:00:00.000 --> 00:00:02.200]  是,再說一次
[00:00:02.200 --> 00:00:04.700]  平安不是必然的
[00:00:04.700 --> 00:00:07.140]  大約在三個月之前
[00:00:07.140 --> 00:00:11.140]  我年輕的侄子突然不舒服
[00:00:11.140 --> 00:00:14.720]  氣喘、胸悶
[00:00:14.720 --> 00:00:16.740]  結果去了急症室
[00:00:16.740 --> 00:00:20.420]  之後被確診患有
[00:00:20.420 --> 00:00:22.860]  罕有的癌症
[00:00:22.860 --> 00:00:25.080]  而且發現是末期的
[00:00:25.080 --> 00:00:29.160]  他的病情急起急轉直下
[00:00:29.160 --> 00:00:30.800]  七天之後
[00:00:30.800 --> 00:00:33.360]  不治離世
[00:00:33.360 --> 00:00:38.700]  最後要白頭人送黑頭人
[00:00:38.700 --> 00:00:42.720]  有些親友不期然會懷疑
[00:00:42.720 --> 00:00:46.300]  為何這些不幸的苦難
[00:00:46.300 --> 00:00:50.600]  會淋到信主的人家庭當中呢?
[00:00:50.600 --> 00:00:53.920]  主的愛是如何理解
[00:00:53.920 --> 00:00:57.760]  苦難與主的愛又有何關連呢?
[00:00:58.760 --> 00:01:02.460]  今早我願意重溫主的愛
[00:01:02.460 --> 00:01:05.180]  另類的表達方式
[00:01:05.180 --> 00:01:08.220]  對我們有何提醒
[00:01:08.220 --> 00:01:11.560]  我以經文
[00:01:11.560 --> 00:01:15.080]  是《河西亞書》第五章
[00:01:15.080 --> 00:01:19.020]  十五節到六章六節
[00:01:19.020 --> 00:01:21.380]  請打出經文
[00:01:21.380 --> 00:01:25.300]  我稍後會
[00:01:25.580 --> 00:01:27.580]  分段時會多說一些
[00:01:27.580 --> 00:01:28.720]  大家看一看
[00:01:28.720 --> 00:01:30.980]  用一分鐘左右
[00:01:30.980 --> 00:01:41.480]  我先簡介一下《河西亞書》
[00:01:41.480 --> 00:01:45.000]  《河西亞》先知是公元前
[00:01:45.000 --> 00:01:46.680]  七百二十一年
[00:01:46.680 --> 00:01:49.140]  撒瑪利亞陷落之前
[00:01:49.140 --> 00:01:52.220]  那段紛亂時期的先知
[00:01:53.720 --> 00:01:58.000]  他是繼先知阿摩斯之後
[00:01:58.000 --> 00:02:01.400]  在北角以色列傳上帝的信息
[00:02:01.400 --> 00:02:05.560]  他特別關心百姓拜偶像
[00:02:05.560 --> 00:02:08.160]  和不忠於上帝的行為
[00:02:08.160 --> 00:02:11.020]  他大膽地以自己
[00:02:11.020 --> 00:02:14.640]  跟一個不忠貞的婦人結婚
[00:02:14.640 --> 00:02:19.840]  給以色列人那種背信
[00:02:20.460 --> 00:02:23.820]  正如他妻子戈滅對他的不忠貞
[00:02:23.820 --> 00:02:28.360]  上帝的子民同樣不忠
[00:02:28.360 --> 00:02:29.820]  背棄了上帝
[00:02:29.820 --> 00:02:34.820]  因此上帝的懲罰臨到以色列
[00:02:34.820 --> 00:02:37.040]  不過到最後
[00:02:37.040 --> 00:02:39.440]  上帝仍然對他的子民
[00:02:39.440 --> 00:02:42.500]  顯出無比信實的愛
[00:02:42.500 --> 00:02:44.840]  他要贏回以色列
[00:02:44.840 --> 00:02:48.140]  跟自己恢復正常的關係
[00:02:48.780 --> 00:02:52.260]  正如上帝的心意
[00:02:52.260 --> 00:02:53.620]  上帝的愛
[00:02:53.620 --> 00:02:57.260]  在《河西亞書》第十一章第八節
[00:02:57.260 --> 00:02:58.940]  那幾句話
[00:02:58.940 --> 00:03:01.140]  可以反映出來
[00:03:01.140 --> 00:03:06.060]  我用現代中文譯本譯出來的意思就是
[00:03:06.060 --> 00:03:07.780]  以色列人
[00:03:07.780 --> 00:03:10.280]  我怎能拋棄你們呢
[00:03:10.280 --> 00:03:12.460]  我怎能離開你們
[00:03:12.460 --> 00:03:15.380]  我的心不忍這樣做
[00:03:15.380 --> 00:03:18.020]  因為我多麼愛你們
[00:03:19.020 --> 00:03:21.020]  上帝的這種愛
[00:03:21.020 --> 00:03:23.620]  真是那種信實不變的愛
[00:03:23.620 --> 00:03:27.020]  神的愛是愛人到底的愛
[00:03:27.020 --> 00:03:30.260]  剛才你所看到的經文
[00:03:30.260 --> 00:03:34.800]  我們今早會盡心思想一下
[00:03:34.800 --> 00:03:36.020]  一些事情
[00:03:36.020 --> 00:03:37.220]  就是
[00:03:37.220 --> 00:03:38.960]  神的愛是怎樣
[00:03:38.960 --> 00:03:42.500]  人對主的愛又應該怎樣回應呢
[00:03:42.500 --> 00:03:46.360]  用三個方面的問題
[00:03:46.360 --> 00:03:47.820]  大家思想
[00:03:48.420 --> 00:03:50.700]  我們先有個簡單的祈禱
[00:03:50.700 --> 00:03:54.260]  天父有時我們不明白祢的愛
[00:03:54.260 --> 00:03:56.660]  但是祢的愛是信實
[00:03:56.660 --> 00:03:58.660]  是慈愛不變
[00:03:58.660 --> 00:04:01.300]  求祢藉著今早
[00:04:01.300 --> 00:04:02.900]  在《河西亞書》
[00:04:02.900 --> 00:04:05.420]  我們看到祢的心意
[00:04:05.420 --> 00:04:08.020]  也更願意愛祢愛人
[00:04:08.020 --> 00:04:09.660]  祈禱奉主耶穌基督的名
[00:04:09.660 --> 00:04:10.660]  阿們
[00:04:10.660 --> 00:04:14.660]  第一個我們要思想的
[00:04:14.660 --> 00:04:17.060]  就是苦難
[00:04:17.060 --> 00:04:19.060]  痛苦
[00:04:19.060 --> 00:04:22.060]  可以彰顯主的愛嗎?
[00:04:22.060 --> 00:04:25.860]  你看到經文
[00:04:25.860 --> 00:04:27.860]  那裡說
[00:04:27.860 --> 00:04:31.060]  我要回到原處
[00:04:31.060 --> 00:04:34.660]  讓他們自覺有罪
[00:04:34.660 --> 00:04:36.660]  尋求我眠
[00:04:36.660 --> 00:04:38.860]  他們在急懶的時候
[00:04:38.860 --> 00:04:41.660]  必切切尋求我
[00:04:45.060 --> 00:04:49.060]  原處是指天上
[00:04:49.060 --> 00:04:51.660]  整句的意思是表示
[00:04:51.660 --> 00:04:55.060]  父神離開他的百姓而去
[00:04:55.060 --> 00:04:58.460]  其實是屬於暫時的離開
[00:04:58.460 --> 00:05:00.860]  目的是要讓他們
[00:05:00.860 --> 00:05:04.060]  能夠認罪悔改
[00:05:04.060 --> 00:05:07.060]  然後恢復尋求他
[00:05:07.060 --> 00:05:10.860]  其實人往往是自我中心
[00:05:10.860 --> 00:05:12.260]  自以為是
[00:05:12.260 --> 00:05:14.860]  事實上憑自己的能力
[00:05:14.860 --> 00:05:18.660]  用自己的思想辦法去行事為人
[00:05:18.660 --> 00:05:21.860]  很多時候我們會偏行己路
[00:05:21.860 --> 00:05:25.860]  這個其實是人性的真實寫照
[00:05:25.860 --> 00:05:29.860]  但是當急難苦楚不幸的事
[00:05:29.860 --> 00:05:32.260]  相繼臨到的時候
[00:05:32.260 --> 00:05:35.860]  人的驕傲、自意、自信
[00:05:35.860 --> 00:05:38.460]  才迫著要放下
[00:05:38.460 --> 00:05:40.860]  或者慢慢消失
[00:05:40.860 --> 00:05:43.460]  在痛苦、問題、難處當中
[00:05:43.460 --> 00:05:47.060]  原來人才會軟化下來
[00:05:47.060 --> 00:05:48.460]  再想想
[00:05:48.460 --> 00:05:50.660]  思想一下信仰
[00:05:50.660 --> 00:05:53.660]  再歸於神那裡
[00:05:53.660 --> 00:05:56.260]  事實上父神往往是藉著
[00:05:56.260 --> 00:06:01.660]  在你人生當中的逆境、不幸、折磨
[00:06:01.660 --> 00:06:04.860]  或者難處來管教
[00:06:04.860 --> 00:06:07.660]  造就他的子民
[00:06:07.660 --> 00:06:11.260]  所以管教的目的不是破壞
[00:06:11.260 --> 00:06:14.860]  而是更加促使人要親近神更多
[00:06:14.860 --> 00:06:16.460]  更加謙卑下來
[00:06:16.460 --> 00:06:20.060]  回轉歸向父神
[00:06:20.060 --> 00:06:24.060]  因為你肯認罪
[00:06:24.060 --> 00:06:26.860]  因為你肯謙卑在神面前
[00:06:26.860 --> 00:06:30.260]  其實是表明了你是否定自己過往
[00:06:30.260 --> 00:06:34.260]  始憑自己的能力
[00:06:34.260 --> 00:06:38.460]  而進而認識到不能夠再專注自己了
[00:06:38.460 --> 00:06:41.460]  不可以再靠己意了
[00:06:41.460 --> 00:06:43.260]  這些是不對的
[00:06:43.260 --> 00:06:47.060]  然後歸到神那裡
[00:06:47.060 --> 00:06:52.860]  這種整個生活態度和方向的扭轉
[00:06:52.860 --> 00:06:55.060]  正是悔改
[00:06:55.060 --> 00:06:59.460]  真實的悔改是會帶來切切尋求主的心
[00:06:59.460 --> 00:07:02.460]  是以父神作為你的人生主宰
[00:07:02.460 --> 00:07:06.060]  並且以主的旨意作為生活的指引
[00:07:06.060 --> 00:07:08.460]  你的人生觀、價值觀
[00:07:08.460 --> 00:07:13.860]  是扭轉定位在神那裡
[00:07:13.860 --> 00:07:17.860]  記得我在紐約的木會的時候
[00:07:17.860 --> 00:07:21.860]  有人介紹一個住在附近的
[00:07:21.860 --> 00:07:27.460]  一個末期癌症的病人來
[00:07:27.460 --> 00:07:30.860]  差不多有兩三年的時間
[00:07:30.860 --> 00:07:34.860]  我也接載和陪同這個人
[00:07:34.860 --> 00:07:38.260]  去接受電療、化療
[00:07:38.260 --> 00:07:41.460]  這位男士因為這樣的緣故
[00:07:41.460 --> 00:07:44.460]  藉著這段經歷去信了主
[00:07:44.460 --> 00:07:47.460]  他後來去分享見證
[00:07:47.460 --> 00:07:48.660]  自己說
[00:07:48.660 --> 00:07:51.060]  父神原來是藉著這個癌症
[00:07:51.060 --> 00:07:54.860]  這個不治之症的苦難、不幸
[00:07:54.860 --> 00:07:56.860]  使他思想人生
[00:07:56.860 --> 00:08:00.460]  使他思想到信耶穌的問題
[00:08:00.460 --> 00:08:03.860]  父神是透過這個癌症的煎熬
[00:08:03.860 --> 00:08:10.860]  使他折服、降服、歸順了主
[00:08:10.860 --> 00:08:13.860]  並且切切地尋求神
[00:08:13.860 --> 00:08:15.860]  他信主之後
[00:08:15.860 --> 00:08:17.460]  變得有盼望
[00:08:17.460 --> 00:08:22.860]  雖然他知道自己死亡的日子是接近
[00:08:22.860 --> 00:08:25.860]  但是他心中那種牢苦掛慮
[00:08:25.860 --> 00:08:28.660]  都懂得交託給神
[00:08:28.660 --> 00:08:32.460]  他不再像以前那樣消極頹廢
[00:08:32.460 --> 00:08:39.060]  他說這是他未信主之前所沒有的
[00:08:39.060 --> 00:08:42.260]  在我的牧養當中
[00:08:42.260 --> 00:08:45.660]  曾經看到不少的家庭
[00:08:45.660 --> 00:08:49.860]  或者夫妻的關係出現了問題
[00:08:49.860 --> 00:08:53.660]  但是當他們肯讓神介入的時候
[00:08:53.660 --> 00:08:54.860]  神幫助的時候
[00:08:54.860 --> 00:08:57.660]  很多人都有感而發地說
[00:08:57.660 --> 00:09:02.860]  他說要改變這個這麼困難的局面
[00:09:02.860 --> 00:09:06.260]  人真的不能夠做什麼
[00:09:06.260 --> 00:09:10.060]  唯有好好地依靠神
[00:09:10.060 --> 00:09:11.260]  真的
[00:09:11.260 --> 00:09:13.860]  弟兄姊妹
[00:09:13.860 --> 00:09:17.860]  我們可以看到
[00:09:17.860 --> 00:09:21.460]  今天很多的環境
[00:09:21.460 --> 00:09:23.260]  很多的人士
[00:09:23.260 --> 00:09:25.460]  似乎壓迫著我們
[00:09:25.460 --> 00:09:29.460]  尤其是在近三年這個疫情的日子當中
[00:09:29.460 --> 00:09:32.860]  有些人真的忍不住
