
[00:00:00.000 --> 00:00:03.000]  在這個主日開始
[00:00:03.000 --> 00:00:06.000]  我們都要講一講另外一些的主題
[00:00:06.000 --> 00:00:08.400]  我們這些做傳道牧師的
[00:00:08.400 --> 00:00:11.400]  有時候都要按照世界發生什麼事
[00:00:11.400 --> 00:00:14.000]  然後我們要調整一下
[00:00:14.000 --> 00:00:15.200]  我們想講些什麼
[00:00:15.200 --> 00:00:17.900]  因為疫情已經有兩年多了
[00:00:17.900 --> 00:00:19.600]  現在在各地的地方
[00:00:19.600 --> 00:00:21.000]  剛才我們也提過
[00:00:21.000 --> 00:00:23.900]  香港疫情也是非常差
[00:00:23.900 --> 00:00:26.200]  我們這裡稍微放緩一下
[00:00:26.200 --> 00:00:28.600]  但是也有很多的未知之數
[00:00:28.600 --> 00:00:31.400]  上個星期又是戰火連天的時候
[00:00:31.400 --> 00:00:33.800]  俄羅斯入侵烏克蘭
[00:00:33.800 --> 00:00:36.200]  到底在這些不安的時候
[00:00:36.200 --> 00:00:37.800]  我們會想起些什麼呢
[00:00:37.800 --> 00:00:40.800]  很多時候我們會想起聖經裡面的一些說話
[00:00:40.800 --> 00:00:42.600]  民要攻打民
[00:00:42.600 --> 00:00:44.000]  國要攻打國
[00:00:44.000 --> 00:00:48.400]  或者有時候一些經文我們會想起的
[00:00:48.400 --> 00:00:50.200]  可能就是啟示錄
[00:00:50.200 --> 00:00:52.200]  因為在這些兵荒馬亂的時候
[00:00:52.200 --> 00:00:53.200]  我們就想一下
[00:00:53.200 --> 00:00:56.600]  到底耶穌什麼時候回來會收拾殘局呢
[00:00:56.600 --> 00:00:58.800]  希望祂快點回來就好了
[00:00:58.800 --> 00:01:02.800]  所以我們就在這裡加插這個系列
[00:01:02.800 --> 00:01:04.800]  我們想去思考一下
[00:01:04.800 --> 00:01:07.800]  到底啟示錄應該是怎麼講的
[00:01:07.800 --> 00:01:10.600]  特別是在一些不安的時候
[00:01:10.600 --> 00:01:13.000]  讓我們去看看到底怎麼去解釋
[00:01:13.000 --> 00:01:16.400]  特別很多時候我們看到啟示錄的時候
[00:01:16.400 --> 00:01:18.800]  我們環教會有個傳統
[00:01:18.800 --> 00:01:22.600]  就是我們很喜歡亂解釋的
[00:01:22.600 --> 00:01:25.000]  所以我們想思考一下
[00:01:25.000 --> 00:01:27.400]  到底怎麼去理解裡面所講的東西
[00:01:27.400 --> 00:01:31.000]  既然聖經講的東西應該是造就我們
[00:01:31.000 --> 00:01:33.800]  應該是有message for我們的
[00:01:33.800 --> 00:01:37.400]  到底我們應該怎麼去理解裡面的一些經文呢
[00:01:37.400 --> 00:01:39.400]  所以我們從今天開始
[00:01:39.400 --> 00:01:42.400]  我們看看啟示錄裡面的一些經文
[00:01:42.400 --> 00:01:45.000]  今天我會看第六章
[00:01:45.000 --> 00:01:47.400]  第一節到第二節
[00:01:47.400 --> 00:01:49.200]  這裡所謂打開七印的時候
[00:01:49.200 --> 00:01:51.400]  第一印就有一隻白馬出來
[00:01:51.400 --> 00:01:54.600]  到底這些類似的經文應該怎麼去解釋呢
[00:01:54.600 --> 00:01:56.600]  首先第一開始的時候
[00:01:56.600 --> 00:01:58.600]  我們先不看第六章 先看第一章
[00:01:58.600 --> 00:02:01.000]  這裡講到耶穌基督的啟示
[00:02:01.000 --> 00:02:03.000]  就是神賜給他的
[00:02:03.000 --> 00:02:06.200]  就是要把快要發生的事
[00:02:06.200 --> 00:02:08.200]  指示他的眾僕人
[00:02:08.200 --> 00:02:11.400]  耶穌就差派他的天使指示他的僕人約翰
[00:02:11.400 --> 00:02:14.600]  約翰就將上帝的道 耶穌的見證
[00:02:14.600 --> 00:02:18.200]  凡是自己所看見的都見證出來
[00:02:18.200 --> 00:02:22.800]  讀者書上預言的那些聽見者預言
[00:02:22.800 --> 00:02:26.600]  並且遵守書上所記載的
[00:02:26.600 --> 00:02:29.800]  都是有福的 因為事後近了
