
[00:00:00.000 --> 00:00:02.600]  今天是聖地網上的第九集
[00:00:02.600 --> 00:00:04.000]  我們時間上
[00:00:04.000 --> 00:00:08.600]  在說猶太人的御節之前大概一個多星期
[00:00:08.600 --> 00:00:11.600]  御節是一個很重要的節期
[00:00:11.600 --> 00:00:14.600]  散居不同地方的猶太人
[00:00:14.600 --> 00:00:16.400]  都會視這個為大節
[00:00:16.400 --> 00:00:18.400]  因為法書裡面說到
[00:00:18.400 --> 00:00:22.000]  猶太人要回到耶路撒冷的聖殿守節
[00:00:22.000 --> 00:00:24.400]  加里尼的猶太人
[00:00:24.400 --> 00:00:26.600]  他們在猶太人的聖地上
[00:00:26.600 --> 00:00:30.200]  他們會用幾天的時間
[00:00:30.200 --> 00:00:35.200]  由北面下到南面的耶路撒冷
[00:00:35.200 --> 00:00:39.200]  因為猶太人和撒瑪利亞人之間
[00:00:39.200 --> 00:00:41.200]  有很多的隔膜和仇恨
[00:00:41.200 --> 00:00:44.200]  所以大多數的猶太人都會避開
[00:00:44.200 --> 00:00:47.200]  不會經過撒瑪利亞的山地
[00:00:47.200 --> 00:00:49.200]  在一條更近的路下去耶路撒冷
[00:00:49.200 --> 00:00:52.200]  而是沿著約旦河谷
[00:00:52.200 --> 00:00:55.200]  一直南下一直往北
[00:00:55.200 --> 00:00:59.200]  一直南下一直到死海的北岸
[00:00:59.200 --> 00:01:02.200]  那裡就看到耶利哥
[00:01:02.200 --> 00:01:04.200]  然後直著耶利哥上山路
[00:01:04.200 --> 00:01:06.200]  就上到耶路撒冷
[00:01:06.200 --> 00:01:08.200]  你記得在耶利哥附近
[00:01:08.200 --> 00:01:10.200]  曾經發生過什麼事呢
[00:01:10.200 --> 00:01:12.200]  就是撒瑪利亞約翰約翰
[00:01:12.200 --> 00:01:17.200]  他開始幫人撒瑪利亞的工作
[00:01:17.200 --> 00:01:20.200]  和耶穌受洗的地方都在這裡
[00:01:20.200 --> 00:01:23.200]  馬太福音第十九章第一節
[00:01:23.200 --> 00:01:25.200]  耶穌說完了這些話
[00:01:25.200 --> 00:01:27.200]  就離開加利利
[00:01:27.200 --> 00:01:32.200]  來到猶太的境界約旦河外
[00:01:32.200 --> 00:01:34.200]  有許多人跟著他
[00:01:34.200 --> 00:01:36.200]  他就在那裡
[00:01:36.200 --> 00:01:39.200]  給他們的病人治好了
[00:01:39.200 --> 00:01:43.200]  這裡講到耶穌最後的一段路程
[00:01:43.200 --> 00:01:45.200]  上耶路撒冷
[00:01:45.200 --> 00:01:47.200]  在約旦河谷一直南下
[00:01:47.200 --> 00:01:51.200]  兩旁可以看到很多的高山峭壁
[00:01:51.200 --> 00:01:56.200]  過往幾十年甚至百多年
[00:01:56.200 --> 00:02:01.200]  大希律王或者之前的瑪加比王朝
[00:02:01.200 --> 00:02:06.200]  就在這些山崖上興建了不同的碉堡
[00:02:06.200 --> 00:02:08.200]  Palace Fortress
[00:02:08.200 --> 00:02:12.200]  作用當然是守住東方線
[00:02:12.200 --> 00:02:16.200]  Palace Fortress的另一個用途
[00:02:16.200 --> 00:02:20.200]  就是給貴族和王室的人來享用
[00:02:20.200 --> 00:02:26.200]  因為約旦河峽谷是地球最低的峽谷
[00:02:26.200 --> 00:02:28.200]  所以在冬天的時候
[00:02:28.200 --> 00:02:30.200]  這裡的氣候就會比較溫和
[00:02:30.200 --> 00:02:33.200]  對於這麼多代的貴族
[00:02:33.200 --> 00:02:36.200]  猶太人的以前的王
[00:02:36.200 --> 00:02:38.200]  這些權貴人士
[00:02:38.200 --> 00:02:41.200]  他們通常會在冬天的時候
[00:02:41.200 --> 00:02:44.200]  暫時離開高山上的耶路撒冷
[00:02:44.200 --> 00:02:47.200]  來到這裡避寒
[00:02:47.200 --> 00:02:50.200]  所以這裡這麼多的碉堡
[00:02:50.200 --> 00:02:53.200]  都是一些冬宮
[00:02:53.200 --> 00:02:55.200]  是給人避寒的
[00:02:55.200 --> 00:02:57.200]  在耶穌的時代也是一樣
[00:02:57.200 --> 00:03:00.200]  猶太的貴族仍然在使用這些碉堡
[00:03:00.200 --> 00:03:02.200]  從北至南可以發現
[00:03:02.200 --> 00:03:06.200]  有很多不同的Palace Fortress
[00:03:06.200 --> 00:03:09.200]  這些堡壘和皇宮的碉堡
[00:03:09.200 --> 00:03:12.200]  我們可以看到有亞歷山大堡
[00:03:12.200 --> 00:03:13.200]  Alexandria
[00:03:13.200 --> 00:03:17.200]  在約旦河東岸的馬基路
[00:03:17.200 --> 00:03:18.200]  Makaris
[00:03:18.200 --> 00:03:20.200]  這裡就是施洗日漢被斬的地方
[00:03:20.200 --> 00:03:22.200]  下面就有耶利哥
[00:03:22.200 --> 00:03:27.200]  雖然耶利哥是地上的一個城鎮
[00:03:27.200 --> 00:03:29.200]  這個新約的耶利哥
[00:03:29.200 --> 00:03:31.200]  也有大希律
[00:03:31.200 --> 00:03:36.200]  甚至之前馬加比時代建的皇宮堡壘
[00:03:36.200 --> 00:03:39.200]  再下面就是塞浦斯
[00:03:39.200 --> 00:03:40.200]  Cyprus
[00:03:40.200 --> 00:03:45.200]  可以守護整個耶利哥的平原
[00:03:45.200 --> 00:03:47.200]  再下面就是一個堡壘
[00:03:47.200 --> 00:03:48.200]  叫做赫加利亞
[00:03:48.200 --> 00:03:49.200]  Hycania
[00:03:49.200 --> 00:03:52.200]  再下面就是一個很有名的堡壘
[00:03:52.200 --> 00:03:54.200]  叫做馬薩達
[00:03:54.200 --> 00:03:56.200]  這些都是比較大的堡壘
[00:03:56.200 --> 00:03:58.200]  我們也沒有提到
[00:03:58.200 --> 00:04:01.200]  耶路撒冷也是一個堡壘
[00:04:01.200 --> 00:04:03.200]  防守非常嚴密
[00:04:03.200 --> 00:04:06.200]  另外我們曾經提過的
[00:04:06.200 --> 00:04:07.200]  Herodium
[00:04:07.200 --> 00:04:08.200]  希律堡
[00:04:08.200 --> 00:04:10.200]  這些都是大希律
[00:04:10.200 --> 00:04:12.200]  或者之前馬加比王朝
[00:04:12.200 --> 00:04:14.200]  來鎮守東方線
[00:04:14.200 --> 00:04:20.200]  或者是給自己貴族享用的城堡
[00:04:20.200 --> 00:04:22.200]  適逢預節的時候
[00:04:22.200 --> 00:04:24.200]  民族情緒很高漲的時候
[00:04:24.200 --> 00:04:26.200]  猶太人在路上
[00:04:26.200 --> 00:04:28.200]  去耶路撒冷首節的時候
[00:04:28.200 --> 00:04:31.200]  他們一定會傾談
[00:04:31.200 --> 00:04:32.200]  講論
[00:04:32.200 --> 00:04:36.200]  溢述猶太人王國的政治問題
[00:04:36.200 --> 00:04:40.200]  也很可能會聽到路上的人來探論
[00:04:40.200 --> 00:04:44.200]  以前馬加比王朝的時候多厲害
[00:04:44.200 --> 00:04:47.200]  我們擊潰了希臘的軍隊
[00:04:47.200 --> 00:04:50.200]  然後自立成為一個國家
[00:04:50.200 --> 00:04:52.200]  雖然只有100年左右的時間
[00:04:52.200 --> 00:04:55.200]  你會聽到別人說
[00:04:55.200 --> 00:04:57.200]  以前大希律的家族
[00:04:57.200 --> 00:04:59.200]  甚至現在他的兒子
[00:04:59.200 --> 00:05:02.200]  來接管他的國土的時候
[00:05:02.200 --> 00:05:06.200]  他們也有半個猶太人的國土
[00:05:06.200 --> 00:05:09.200]  得到的國土幾乎像
[00:05:09.200 --> 00:05:12.200]  以前所羅門王的版圖一樣
[00:05:12.200 --> 00:05:13.200]  這些政治故事
[00:05:13.200 --> 00:05:16.200]  一定是猶太人很熟悉的
[00:05:16.200 --> 00:05:19.200]  也是門徒很熟悉的
[00:05:19.200 --> 00:05:22.200]  怪不得耶穌說上耶路撒冷的時候
[00:05:22.200 --> 00:05:23.200]  每個人都想著
[00:05:23.200 --> 00:05:25.200]  這個王者來到了
[00:05:25.200 --> 00:05:28.200]  到他建立這個國土的時候
[00:05:28.200 --> 00:05:29.200]  到底誰坐第一位
[00:05:29.200 --> 00:05:31.200]  誰坐第二位呢
[00:05:31.200 --> 00:05:33.200]  所以上耶路撒冷的那幾天
[00:05:33.200 --> 00:05:36.200]  門徒都在爭誰坐第一位
[00:05:36.200 --> 00:05:37.200]  誰坐第二位
[00:05:37.200 --> 00:05:40.200]  耶穌用很多的方法去教導他們
[00:05:40.200 --> 00:05:42.200]  天國不是這樣的
[00:05:42.200 --> 00:05:43.200]  是要去服事
[00:05:43.200 --> 00:05:46.200]  並且耶穌三次來預言
[00:05:46.200 --> 00:05:48.200]  自己上耶路撒冷
[00:05:48.200 --> 00:05:50.200]  並且死在十字架上
[00:05:50.200 --> 00:05:51.200]  要先受苦
[00:05:51.200 --> 00:05:52.200]  然後才得到榮耀
[00:05:52.200 --> 00:05:54.200]  死在裡面服務
[00:06:00.200 --> 00:06:02.200]  我們繼續南下的時候
[00:06:02.200 --> 00:06:04.200]  就經過耶利哥
[00:06:04.200 --> 00:06:05.200]  剛才說過
[00:06:05.200 --> 00:06:09.200]  耶利哥是大希律所建的皇宮寶殿
[00:06:09.200 --> 00:06:14.200]  這裡也是大希律最愛的東宮
[00:06:14.200 --> 00:06:15.200]  沿著耶利哥
[00:06:15.200 --> 00:06:18.200]  一直要上山上耶路撒冷
[00:06:18.200 --> 00:06:20.200]  路程大概有20公里
[00:06:20.200 --> 00:06:22.200]  或者15英里的路程
[00:06:22.200 --> 00:06:26.200]  要經過猶太曠野的山
[00:06:26.200 --> 00:06:29.200]  攀登的海拔大概需要900米
[00:06:29.200 --> 00:06:31.200]  或者3000尺左右
[00:06:31.200 --> 00:06:33.200]  要的時間大概6-8個小時
[00:06:33.200 --> 00:06:36.200]  所以應該一早上他們就出發
[00:06:36.200 --> 00:06:38.200]  然後花一整天的時間
[00:06:38.200 --> 00:06:40.200]  一直上山
[00:06:40.200 --> 00:06:42.200]  因為到了晚上
[00:06:42.200 --> 00:06:44.200]  要經過這條路的話
[00:06:44.200 --> 00:06:46.200]  就會有危險
[00:06:46.200 --> 00:06:50.200]  你記得耶利哥和耶路撒冷之間
[00:06:50.200 --> 00:06:52.200]  這一段山路
[00:06:52.200 --> 00:06:54.200]  經常有強盜出現
[00:06:54.200 --> 00:06:56.200]  好撒瑪利亞人的比喻
[00:06:56.200 --> 00:06:59.200]  就是用一個這樣的寫實情景
[00:06:59.200 --> 00:07:01.200]  來講述出來
[00:07:01.200 --> 00:07:02.200]  在這一段路
[00:07:02.200 --> 00:07:04.200]  我們一直上耶路撒冷的時候
[00:07:04.200 --> 00:07:07.200]  我們就看到一間博物館
[00:07:07.200 --> 00:07:10.200]  叫做好撒瑪利亞人博物館
[00:07:10.200 --> 00:07:14.200]  這裡當然不是真的故事發生在這裡
[00:07:14.200 --> 00:07:16.200]  而是四世紀開始
[00:07:16.200 --> 00:07:18.200]  有一些拜占庭的基督徒
[00:07:18.200 --> 00:07:21.200]  來這裡建了一間教堂
[00:07:21.200 --> 00:07:23.200]  現在這個博物館
[00:07:23.200 --> 00:07:26.200]  收藏了很多在聖地裡找到的馬賽克地板
[00:07:26.200 --> 00:07:28.200]  上耶路撒冷首節的時候
[00:07:28.200 --> 00:07:31.200]  猶太人會唱什麼詩歌呢?
[00:07:31.200 --> 00:07:33.200]  你記得有上行之詩
[00:07:33.200 --> 00:07:37.200]  詩篇120至134篇
[00:07:37.200 --> 00:07:39.200]  這15篇的詩篇
[00:07:39.200 --> 00:07:40.200]  就是時常提到
[00:07:40.200 --> 00:07:44.200]  石安、撒安、耶路撒冷
[00:07:44.200 --> 00:07:46.200]  上行的朝聖者
[00:07:46.200 --> 00:07:48.200]  一路途上會經歷不同的困難
[00:07:48.200 --> 00:07:51.200]  威脅或者危險
[00:07:51.200 --> 00:07:55.200]  這些上行之詩就鼓勵他們
[00:07:55.200 --> 00:07:58.200]  要去倚靠做天地的主
[00:07:58.200 --> 00:07:59.200]  但你要留意
[00:07:59.200 --> 00:08:01.200]  耶穌上耶路撒冷的時候
[00:08:01.200 --> 00:08:03.200]  祂不是去一個中性的地方
