
[00:00:00.000 --> 00:00:04.840]  我們繼續看這個系列是講到崇拜的
[00:00:04.840 --> 00:00:07.480]  正如我所說 我們來到教會
[00:00:07.480 --> 00:00:10.000]  我們作為一個教會 作為一個基督徒
[00:00:10.000 --> 00:00:12.880]  久了之後我們要了解崇拜這件事
[00:00:12.880 --> 00:00:18.520]  主日崇拜是一個不能夠取代的環節
[00:00:18.520 --> 00:00:21.600]  在我們生命裏面 在我們基督徒的生活裏面
[00:00:21.600 --> 00:00:26.680]  這是一個最重要的日子 或者最重要的時間
[00:00:26.680 --> 00:00:31.360]  所以我們需要花多點時間去了解到底崇拜是一回事
[00:00:31.360 --> 00:00:35.520]  所以今天我們是第六講
[00:00:35.520 --> 00:00:42.040]  下一個星期我們第七講就會完結崇拜這方面
[00:00:42.040 --> 00:00:44.640]  我們始終都是回到這個問題
[00:00:44.640 --> 00:00:51.440]  就是我怎樣能夠成為一個更合上帝心意的敬拜者
[00:00:51.440 --> 00:00:53.040]  我們每一個都是敬拜者
[00:00:53.040 --> 00:00:58.200]  不只是台上帶領的人才能去敬拜
[00:00:58.200 --> 00:01:02.560]  他只是帶領我們以至整個會眾能夠去敬拜主
[00:01:02.560 --> 00:01:05.040]  聖經裏面由頭到尾都是告訴我們
[00:01:05.040 --> 00:01:10.160]  上帝所關注的東西就是在他的子民當中
[00:01:10.160 --> 00:01:11.840]  你都要跟他們同住
[00:01:11.840 --> 00:01:14.080]  Walking in the midst of them
[00:01:14.080 --> 00:01:16.040]  Walking among them
[00:01:16.040 --> 00:01:17.440]  Living among them
[00:01:17.440 --> 00:01:21.120]  這是上帝由頭到尾有的心意
[00:01:21.120 --> 00:01:23.400]  所以敬拜其實就是在上帝的Presence
[00:01:23.400 --> 00:01:25.840]  上帝的存在 上帝的同在底下
[00:01:25.840 --> 00:01:28.040]  我們去敬拜上帝
[00:01:28.040 --> 00:01:29.360]  跟他建立這個關係
[00:01:29.360 --> 00:01:31.840]  所以主要是敬拜是非常非常重要
[00:01:31.840 --> 00:01:33.600]  最重要最重要的那件事
[00:01:33.600 --> 00:01:39.360]  等於你每一天三餐哪一餐最重要
[00:01:39.360 --> 00:01:41.080]  哪一餐最重要
[00:01:41.080 --> 00:01:43.360]  應該是早餐吧 有沒有吃早餐
[00:01:43.360 --> 00:01:46.720]  有些人是晚餐最重要的
[00:01:46.720 --> 00:01:49.800]  我知道有些朋友會去多倫多
[00:01:49.800 --> 00:01:51.600]  我不知道他哪一餐最重要
[00:01:51.600 --> 00:01:53.880]  一天吃七餐
[00:01:53.880 --> 00:01:54.840]  哪一餐最重要
[00:01:54.840 --> 00:01:56.920]  在我們基督徒的生活裏面
[00:01:56.920 --> 00:01:59.920]  最重要的一餐就是主日
[00:01:59.920 --> 00:02:01.480]  就是這個時候
[00:02:01.480 --> 00:02:04.120]  因為上帝讓他的子民
[00:02:04.120 --> 00:02:07.480]  能夠在他的同在裏面去敬拜
[00:02:07.480 --> 00:02:10.040]  去到聚會的時候
[00:02:10.040 --> 00:02:13.080]  上帝的心才會喜悅的
[00:02:13.080 --> 00:02:17.920]  上帝希望能夠住在敬拜的子民的群體裏面
[00:02:17.920 --> 00:02:20.480]  所以今天我們在最後這兩個星期
[00:02:20.480 --> 00:02:24.040]  我們嘗試去做一些整合的事
[00:02:24.040 --> 00:02:25.720]  就是整合一些事
[00:02:25.720 --> 00:02:28.560]  就是整本聖經裏面怎樣講敬拜
[00:02:28.560 --> 00:02:32.240]  或者敬拜裏面有些什麼元素等等
[00:02:32.240 --> 00:02:34.320]  所以我們在這裏
[00:02:34.320 --> 00:02:38.480]  大概去將它總結起來
[00:02:38.480 --> 00:02:40.480]  整本聖經裏面由頭到尾
[00:02:40.480 --> 00:02:42.840]  特別是新約裏面怎樣說
[00:02:42.840 --> 00:02:45.280]  教會的敬拜應該有些什麼元素
[00:02:45.280 --> 00:02:47.440]  我知道這些東西
[00:02:47.440 --> 00:02:53.320]  很多時候是一些敬拜事工的工作坊
[00:02:53.320 --> 00:02:55.720]  一些workshop我們才會講的
[00:02:55.720 --> 00:02:57.520]  但我自己想
[00:02:57.520 --> 00:02:58.920]  當然這個是需要的
[00:02:58.920 --> 00:03:01.280]  因為帶領敬拜的人需要明白這些東西
[00:03:01.280 --> 00:03:02.560]  但是正如我所講
[00:03:02.560 --> 00:03:05.120]  我們每一個都是敬拜者
[00:03:05.120 --> 00:03:07.640]  不只是那班台上的人
[00:03:07.640 --> 00:03:10.080]  或者主領的人才帶領我們
[00:03:10.080 --> 00:03:11.520]  他們才會敬拜的
[00:03:11.520 --> 00:03:13.640]  我們整個上帝的子民
[00:03:13.640 --> 00:03:17.360]  整個教會都需要了解什麼叫做敬拜
[00:03:17.360 --> 00:03:20.720]  所以如果你說要做一個合上帝心意
[00:03:20.720 --> 00:03:22.120]  完了之後
[00:03:22.120 --> 00:03:24.080]  希望最主要的是
[00:03:24.080 --> 00:03:27.800]  上帝覺得我今天所獻上的
[00:03:27.800 --> 00:03:28.840]  我今天的心靈
[00:03:28.840 --> 00:03:30.400]  我整個的心靈
[00:03:30.400 --> 00:03:33.080]  是上帝會喜悅的
[00:03:33.080 --> 00:03:34.880]  我都需要了解一下
[00:03:34.880 --> 00:03:37.280]  整個聖經裏面怎樣講敬拜
[00:03:37.280 --> 00:03:41.080]  這裏我大概去到將它總結了
[00:03:41.080 --> 00:03:43.400]  大概有六七樣
[00:03:43.400 --> 00:03:45.240]  有多少樣
[00:03:45.240 --> 00:03:46.480]  八樣左右
[00:03:46.480 --> 00:03:47.400]  八樣
[00:03:47.400 --> 00:03:49.680]  或多或少
[00:03:49.680 --> 00:03:52.600]  聖經裏面描述敬拜
[00:03:52.600 --> 00:03:54.600]  或者要求的敬拜會是怎樣
[00:03:54.600 --> 00:03:55.360]  正如我所講
[00:03:55.360 --> 00:03:59.720]  聖經裏面有一些很general的principles
[00:03:59.720 --> 00:04:03.520]  一些很一般的整體的原則
[00:04:03.520 --> 00:04:04.480]  但是很多時候
[00:04:04.480 --> 00:04:05.880]  那些細節
[00:04:05.880 --> 00:04:08.800]  就在不同世代裏面的基督徒
[00:04:08.800 --> 00:04:10.200]  不同的教會裏面
[00:04:10.200 --> 00:04:12.200]  他們自己嘗試去figure out
[00:04:12.200 --> 00:04:13.840]  不同的時代
[00:04:13.840 --> 00:04:14.800]  不同的背景
[00:04:14.800 --> 00:04:15.840]  不同的文化
[00:04:15.840 --> 00:04:18.000]  都會有它不同的表達
[00:04:18.000 --> 00:04:19.520]  但是最主要來說
[00:04:19.520 --> 00:04:21.280]  都是有這幾方面
[00:04:21.280 --> 00:04:23.560]  或者有些這樣的elements
[00:04:23.560 --> 00:04:24.960]  aspects
[00:04:24.960 --> 00:04:26.760]  是講到敬拜的
[00:04:26.760 --> 00:04:27.920]  準備好了嗎
[00:04:27.920 --> 00:04:30.520]  第一方面當然一定是有詩歌
[00:04:30.520 --> 00:04:32.520]  一定有詩歌
[00:04:32.520 --> 00:04:35.800]  詩歌是敬拜裏面其中一個最重要的東西
[00:04:35.800 --> 00:04:38.200]  但是聖經裏面有沒有講
[00:04:38.200 --> 00:04:38.960]  細節
[00:04:38.960 --> 00:04:41.760]  說一定要用甚麼詩歌
[00:04:41.760 --> 00:04:43.400]  有沒有 你覺得
[00:04:43.400 --> 00:04:44.840]  聖經裏面告訴我們
[00:04:44.840 --> 00:04:47.000]  必須要唱哪一首
[00:04:47.000 --> 00:04:48.760]  不能夠唱哪一首
[00:04:48.760 --> 00:04:50.880]  有沒有
[00:04:50.880 --> 00:04:51.480]  沒有吧
[00:04:51.480 --> 00:04:53.240]  聖經沒有講
[00:04:53.240 --> 00:04:56.640]  當然大部分的敬拜的詩歌
[00:04:56.640 --> 00:04:59.760]  都是所謂向上的詩歌
[00:04:59.760 --> 00:05:01.240]  我們唱那首詩歌
[00:05:01.240 --> 00:05:04.600]  是直接唱給上帝聽的
[00:05:04.600 --> 00:05:05.840]  所以那些歌詞
[00:05:05.840 --> 00:05:06.920]  或者那些poem
[00:05:06.920 --> 00:05:07.560]  詩句
[00:05:07.560 --> 00:05:09.120]  都是比較vertical
[00:05:09.120 --> 00:05:11.800]  比較是中面的
[00:05:11.800 --> 00:05:13.400]  直接向上帝唱歌
[00:05:13.400 --> 00:05:15.720]  好像我們剛才唱的那些詩歌
[00:05:15.720 --> 00:05:19.640]  是直接向上主表達的
[00:05:19.640 --> 00:05:20.800]  這些詩歌
[00:05:20.800 --> 00:05:24.080]  通常在敬拜裏面使用
[00:05:24.080 --> 00:05:26.520]  直接唱給上帝
[00:05:26.520 --> 00:05:27.920]  但是也有些教會
[00:05:27.920 --> 00:05:29.200]  有些傳統
[00:05:29.200 --> 00:05:31.640]  我不知道你有沒有去過這樣的教會
[00:05:31.640 --> 00:05:33.320]  以前我去神學院的時候
[00:05:33.320 --> 00:05:36.280]  我去一間改革中神學院
[00:05:36.280 --> 00:05:37.960]  我們有組會的
[00:05:37.960 --> 00:05:39.800]  每個禮拜兩次
[00:05:39.800 --> 00:05:41.920]  我沒有記錯吧
[00:05:41.920 --> 00:05:44.120]  因為有時候我會不去
[00:05:44.120 --> 00:05:45.640]  所以
[00:05:45.640 --> 00:05:47.520]  去兩次組會
[00:05:47.520 --> 00:05:50.120]  組會就是會有一起敬拜的時候
[00:05:50.120 --> 00:05:53.640]  那間的群體
[00:05:53.640 --> 00:05:55.160]  他們的詩歌
[00:05:55.160 --> 00:05:57.360]  只有150首
[00:05:57.360 --> 00:05:58.920]  只有150首
[00:05:58.920 --> 00:06:00.960]  就是詩篇
[00:06:00.960 --> 00:06:02.280]  詩篇有多少首
[00:06:02.280 --> 00:06:03.840]  150首嘛
[00:06:03.840 --> 00:06:05.600]  所以他們坐下來
[00:06:05.600 --> 00:06:06.680]  我們去敬拜的時候
[00:06:06.680 --> 00:06:08.120]  我們就拿起那本詩本
[00:06:08.120 --> 00:06:09.960]  全部都是
[00:06:09.960 --> 00:06:11.160]  詩篇裏面的
[00:06:11.160 --> 00:06:14.080]  逐字逐句地寫下來
[00:06:14.080 --> 00:06:15.200]  有沒有看過詩篇
[00:06:15.200 --> 00:06:15.840]  如果看過詩篇
[00:06:15.840 --> 00:06:18.080]  你唱不唱得出來
[00:06:18.080 --> 00:06:19.680]  你唱不到吧
[00:06:19.680 --> 00:06:22.920]  他就是用那150首的詩歌的歌詞
[00:06:22.920 --> 00:06:25.440]  配上音樂
[00:06:25.440 --> 00:06:26.760]  所以他由頭到尾
[00:06:26.760 --> 00:06:29.120]  一年到晚
[00:06:29.120 --> 00:06:30.960]  52個禮拜
[00:06:30.960 --> 00:06:32.440]  都是唱過150首
[00:06:32.440 --> 00:06:33.360]  因為他們認為
[00:06:33.360 --> 00:06:35.360]  聖經裏面只是告訴我們
[00:06:35.360 --> 00:06:37.560]  唱過150首
[00:06:37.560 --> 00:06:39.920]  所以你去到那個敬拜的時候
[00:06:39.920 --> 00:06:43.640]  其實你學的歌只有150首
[00:06:43.640 --> 00:06:45.520]  是不是很好
[00:06:45.520 --> 00:06:46.840]  學少很多東西
[00:06:46.840 --> 00:06:47.840]  是不是
[00:06:47.840 --> 00:06:48.720]  你一坐下來
[00:06:48.720 --> 00:06:49.400]  詩篇第一篇
[00:06:49.400 --> 00:06:50.760]  原來是這樣唱的
[00:06:50.760 --> 00:06:53.240]  那你就這樣唱
[00:06:53.240 --> 00:06:53.840]  是不是好呢
[00:06:53.840 --> 00:06:55.040]  I don't know
[00:06:55.040 --> 00:06:56.960]  我想聖經裏面沒有這樣detail
[00:06:56.960 --> 00:06:59.160]  或者去到決定
[00:06:59.160 --> 00:07:01.360]  我們一定要唱過150首
[00:07:01.360 --> 00:07:04.160]  150首以外的就不能夠唱
[00:07:04.160 --> 00:07:07.080]  因為詩篇裏面有講很多很多次
[00:07:07.080 --> 00:07:07.720]  什麼
[00:07:07.720 --> 00:07:10.720]  耶和華要向耶和華唱新歌
[00:07:10.720 --> 00:07:12.640]  每逢上帝有新的工作的時候
[00:07:12.640 --> 00:07:14.480]  就會有新的詩歌出現
[00:07:14.480 --> 00:07:15.640]  是不是
[00:07:15.640 --> 00:07:17.760]  如果你再這樣想
[00:07:17.760 --> 00:07:19.360]  聖經裏面敬拜的詩歌
[00:07:19.360 --> 00:07:21.200]  都不是只是150首
[00:07:21.200 --> 00:07:22.400]  是不是
[00:07:22.400 --> 00:07:24.160]  出埃及之後
[00:07:24.160 --> 00:07:26.880]  以色列人向上帝敬拜
[00:07:26.880 --> 00:07:30.040]  有摩西紅海之歌
[00:07:30.040 --> 00:07:33.880]  哈拿等等不同的大衛
[00:07:33.880 --> 00:07:35.560]  他們有很多不同的詩歌
[00:07:35.560 --> 00:07:37.240]  他們會唱的
[00:07:37.240 --> 00:07:42.720]  所以不只是限制於150首
[00:07:42.720 --> 00:07:44.560]  正如我們新的時代
[00:07:44.560 --> 00:07:46.960]  我們唱詩歌的方法
[00:07:46.960 --> 00:07:49.680]  也可能會有不同
[00:07:49.680 --> 00:07:51.600]  我想考考你
[00:07:51.600 --> 00:07:54.040]  教會裏面傳統的家詩
[00:07:54.040 --> 00:07:56.720]  看看你知不知道是什麼
[00:07:56.720 --> 00:08:00.760]  你知不知道這個是什麼
[00:08:00.760 --> 00:08:02.760]  是什麼
[00:08:02.760 --> 00:08:04.360]  那個架
[00:08:04.360 --> 00:08:06.000]  放什麼的
[00:08:06.000 --> 00:08:08.200]  放聖詩的
[00:08:08.200 --> 00:08:11.320]  那些新的弟兄姊妹
[00:08:11.320 --> 00:08:12.760]  初初接觸信仰
[00:08:12.760 --> 00:08:14.200]  你就是來UV的
[00:08:14.200 --> 00:08:15.400]  來我們教會的
[00:08:15.400 --> 00:08:17.640]  你就發現這些東西是什麼
[00:08:17.640 --> 00:08:19.640]  因為我們沒有這些東西
[00:08:19.640 --> 00:08:23.040]  這些是傳統的教會後面
[00:08:23.040 --> 00:08:26.320]  很大張很長的牆椅
[00:08:26.320 --> 00:08:27.960]  木的牆椅
[00:08:27.960 --> 00:08:30.200]  後面一個架
[00:08:30.200 --> 00:08:33.320]  那個架是放聖詩的
[00:08:33.320 --> 00:08:34.640]  他們就是用那本聖詩
[00:08:34.640 --> 00:08:37.640]  無論是頌主新歌
[00:08:37.640 --> 00:08:41.960]  或者我們比較老派的信徒
[00:08:41.960 --> 00:08:45.120]  你記不記得什麼叫做青年聖歌
[00:08:45.120 --> 00:08:46.800]  有三種顏色的
[00:08:46.800 --> 00:08:48.640]  記不記得
[00:08:48.640 --> 00:08:53.480]  唱青年聖歌的很多都已經去天家了
[00:08:53.480 --> 00:08:56.240]  真的
[00:08:56.240 --> 00:08:58.760]  以前我也唱青年聖歌
[00:08:58.760 --> 00:09:02.040]  頌主新歌
[00:09:02.040 --> 00:09:04.760]  唱頌主新歌的都已經唱到很久了
[00:09:04.760 --> 00:09:07.720]  已經不再是新歌了
[00:09:07.720 --> 00:09:11.440]  當然這些傳統詩歌都有它的價值
[00:09:11.440 --> 00:09:14.280]  我偶爾會聽這些傳統詩歌
[00:09:14.280 --> 00:09:16.720]  或者去一些不同的教會聚會的時候
[00:09:16.720 --> 00:09:18.280]  我會聽見這些詩歌
[00:09:18.280 --> 00:09:19.880]  我都朗朗上口
[00:09:19.880 --> 00:09:22.800]  我都發現原來我都不是老人之外
[00:09:22.800 --> 00:09:24.440]  我記得以前的東西
[00:09:24.440 --> 00:09:25.320]  新的東西不記得
[00:09:25.320 --> 00:09:26.960]  以前的東西記得很清楚
[00:09:26.960 --> 00:09:28.080]  照樣繼續唱
[00:09:28.080 --> 00:09:31.640]  因為以前我在加州的浸會
[00:09:31.640 --> 00:09:35.720]  每個星期三晚我們有祈禱會
[00:09:35.720 --> 00:09:37.160]  祈禱會我們就唱很多詩歌
[00:09:37.160 --> 00:09:41.520]  那些詩歌全部都是在詩本的謙語那裡拿出來的
[00:09:41.520 --> 00:09:43.400]  所以一講那個號碼
[00:09:43.400 --> 00:09:47.000]  我就知道第43首就是那一首了
[00:09:47.000 --> 00:09:49.800]  這些是舊有的傳統
[00:09:49.800 --> 00:09:51.920]  正如我所說
[00:09:51.920 --> 00:09:53.840]  教會的任務
[00:09:53.840 --> 00:09:56.360]  教會在地上的使命
[00:09:56.360 --> 00:09:59.160]  並非要保留傳統的
[00:09:59.160 --> 00:10:00.560]  贊成嗎
[00:10:00.560 --> 00:10:06.000]  我們要去到履行上帝給我們福音的大使命
[00:10:06.000 --> 00:10:08.760]  這個才是教會有的任務
[00:10:08.760 --> 00:10:12.000]  教會有的任務不是保住以前有的東西
[00:10:12.000 --> 00:10:12.920]  對不對
[00:10:12.920 --> 00:10:15.840]  但最重要的就是我們要用詩歌來敬拜
[00:10:15.840 --> 00:10:17.160]  下一次我們會講多一點
[00:10:17.160 --> 00:10:18.360]  worship這件事
[00:10:18.360 --> 00:10:20.120]  或者worship這個語言
[00:10:20.120 --> 00:10:20.720]  但怎樣都好
[00:10:20.720 --> 00:10:22.920]  第一個元素就是詩歌
[00:10:22.920 --> 00:10:24.400]  第二個元素當然不需要多講
[00:10:24.400 --> 00:10:25.840]  就是祈禱
[00:10:25.840 --> 00:10:28.200]  譬如我們有時候會用木土圍著教會去禱告
[00:10:28.200 --> 00:10:32.320]  有不同各種各樣的祈禱
[00:10:32.320 --> 00:10:33.920]  有讚美的祈禱
[00:10:33.920 --> 00:10:34.920]  有代求的祈禱
[00:10:34.920 --> 00:10:36.720]  有哀歌
[00:10:36.720 --> 00:10:39.840]  有認罪悔改的祈禱
[00:10:39.840 --> 00:10:40.560]  是不是
[00:10:40.560 --> 00:10:41.800]  有迴轉的祈禱
[00:10:41.800 --> 00:10:43.960]  有感恩的祈禱等等
[00:10:43.960 --> 00:10:45.360]  這些不只是詩篇裡面
[00:10:45.360 --> 00:10:46.400]  詩歌裡面找到
[00:10:46.400 --> 00:10:49.880]  在聖經裡面舊約新約都會找到的
[00:10:49.880 --> 00:10:51.200]  來到教會
[00:10:51.200 --> 00:10:52.720]  來到崇拜的時候
[00:10:52.720 --> 00:10:55.400]  我們就自然會獻上我們的禱告
[00:10:55.400 --> 00:10:58.080]  所以你是一個敬拜者
