
[00:00:00.000 --> 00:00:01.400]   email, so yeah.
[00:00:01.400 --> 00:00:05.560]   So today we have Pastor Mark to give us a message today.
[00:00:05.560 --> 00:00:08.400]   - Hey guys, we are starting a new series,
[00:00:08.400 --> 00:00:13.320]   and this series I want to connect the Bible and the land.
[00:00:13.320 --> 00:00:15.360]   Now you have heard me saying the Bible
[00:00:15.360 --> 00:00:18.040]   is not written to us, right?
[00:00:18.040 --> 00:00:20.020]   It's written for us, alright?
[00:00:20.020 --> 00:00:21.160]   Now why do I say that?
[00:00:21.160 --> 00:00:22.000]   Why do I say that?
[00:00:22.000 --> 00:00:25.120]   Because indeed the Bible was an ancient document,
[00:00:25.120 --> 00:00:27.120]   and it's not directly written to us,
[00:00:27.120 --> 00:00:28.500]   but it's written for us.
[00:00:28.500 --> 00:00:30.400]   That's why we need to understand the Bible
[00:00:30.400 --> 00:00:32.040]   in its own context.
[00:00:32.040 --> 00:00:35.240]   So I want to connect the Bible and the land.
[00:00:35.240 --> 00:00:38.160]   Sometimes we read the Bible, we read scripture,
[00:00:38.160 --> 00:00:41.760]   without the context, without the background.
[00:00:41.760 --> 00:00:46.300]   And that's why we miss so much of the nuance
[00:00:46.300 --> 00:00:48.840]   of what the word of God will say.
[00:00:48.840 --> 00:00:51.240]   So I would like to explore the whole land with you,
[00:00:51.240 --> 00:00:55.080]   at least virtually, virtually we can do that,
[00:00:55.080 --> 00:00:59.840]   and think about some of the Bible passages,
[00:00:59.840 --> 00:01:02.180]   some of the words of God.
[00:01:02.180 --> 00:01:06.360]   And today we are going to a place called Hezekiah Tunnel.
[00:01:06.360 --> 00:01:08.900]   Hezekiah Tunnel.
[00:01:08.900 --> 00:01:12.500]   And one of those passages that mention this tunnel
[00:01:12.500 --> 00:01:17.020]   is found in the book of 2 Kings, chapter 20, verse 20.
[00:01:17.020 --> 00:01:18.420]   Let me read that first.
[00:01:18.420 --> 00:01:23.420]   The rest of the events, the account in Hezekiah's reign,
[00:01:23.800 --> 00:01:27.840]   including the extent of his power and how he built a pool
[00:01:27.840 --> 00:01:30.980]   and dug a tunnel to bring water into the city
[00:01:30.980 --> 00:01:33.660]   are recorded in the book of the history
[00:01:33.660 --> 00:01:35.340]   of the Kings of Judah.
[00:01:35.340 --> 00:01:40.340]   Hezekiah died and his son Manasseh became the next king.
[00:01:40.340 --> 00:01:45.500]   That is toward the end of the kingly account
[00:01:45.500 --> 00:01:49.460]   or royal record of King Hezekiah.
[00:01:49.460 --> 00:01:52.420]   Now he's a good guy, and that's why we want to spend
[00:01:52.420 --> 00:01:57.420]   some time with what he did and what it means to us today.
[00:01:57.420 --> 00:02:00.560]   There are three points I want to go through.
[00:02:00.560 --> 00:02:04.620]   The first one is to understand who Hezekiah is
[00:02:04.620 --> 00:02:07.840]   and the record of his reign.
[00:02:07.840 --> 00:02:09.120]   That's the first part.
[00:02:09.120 --> 00:02:11.800]   The second part is the importance of faith
[00:02:11.800 --> 00:02:14.080]   from a biblical perspective.
[00:02:14.080 --> 00:02:19.480]   And third point is the call for stewardship,
[00:02:19.480 --> 00:02:20.600]   biblical stewardship.
[00:02:21.480 --> 00:02:25.320]   Now first one is the record of Hezekiah.
[00:02:25.320 --> 00:02:30.320]   Now if you read 1 and 2 Kings, it's original one book,
[00:02:30.320 --> 00:02:34.400]   it records king after king what they did
[00:02:34.400 --> 00:02:38.440]   and sort of a political history, sort of a political book,
[00:02:38.440 --> 00:02:41.300]   talking about the kingdoms, right?
[00:02:41.300 --> 00:02:43.880]   Remember David, well Saul was the first king,
[00:02:43.880 --> 00:02:46.060]   and then David and then Solomon,
[00:02:46.060 --> 00:02:51.060]   and then the United Kingdom under these three kings
[00:02:51.180 --> 00:02:53.600]   crumble after Solomon.
[00:02:53.600 --> 00:02:56.660]   And then it was split into North and South, right?
[00:02:56.660 --> 00:02:59.800]   The Northern Kingdom is called Israel.
[00:02:59.800 --> 00:03:02.560]   The Southern Kingdom is called Judah.
[00:03:02.560 --> 00:03:05.080]   So then they parallel and develop,
[00:03:05.080 --> 00:03:06.920]   and there are so many different kings
[00:03:06.920 --> 00:03:09.960]   in the Northern Kingdom and the Southern Kingdom.
[00:03:09.960 --> 00:03:14.200]   And 1 and 2 Kings are tracing the political history
[00:03:14.200 --> 00:03:17.440]   of what happened to the people of God in those days.
[00:03:17.440 --> 00:03:21.700]   So there were about 19 kings in the Northern nation
[00:03:21.700 --> 00:03:25.420]   of Israel, 19 kings, and all of them,
[00:03:25.420 --> 00:03:27.340]   all 19 of them are bad guys.
[00:03:27.340 --> 00:03:33.400]   And then the Southern Kingdom had about 20 kings,
[00:03:33.400 --> 00:03:35.480]   only eight of them are good guys,
[00:03:35.480 --> 00:03:38.300]   and all the rest of them are bad guys.
[00:03:38.300 --> 00:03:42.660]   Now this scripture, this passage that I just read
[00:03:42.660 --> 00:03:45.520]   is the conclusion of Hezekiah's reign.
[00:03:46.360 --> 00:03:48.980]   Now the Bible in 1 and 2 Kings
[00:03:48.980 --> 00:03:52.820]   spend about three chapters, long chapters,
[00:03:52.820 --> 00:03:56.980]   to record what is important in the political history
[00:03:56.980 --> 00:03:58.880]   of King Hezekiah.
[00:03:58.880 --> 00:04:01.660]   And this is toward the very, very end,
[00:04:01.660 --> 00:04:04.420]   the last couple of verses.
[00:04:04.420 --> 00:04:05.480]   He said what?
[00:04:05.480 --> 00:04:08.860]   "The rest of the event in the reign of Hezekiah,
[00:04:08.860 --> 00:04:10.880]   "including the extent of his power,
[00:04:10.880 --> 00:04:14.460]   "and how he built a water pool
[00:04:14.460 --> 00:04:18.380]   "and dug a water tunnel to bring water into the city,
[00:04:18.380 --> 00:04:20.080]   "are recorded in the book of the history
[00:04:20.080 --> 00:04:21.980]   "of the kings of Judah.
[00:04:21.980 --> 00:04:26.440]   "And then he died, and his son became the next king."
[00:04:26.440 --> 00:04:30.720]   Now what happened in the reign of Hezekiah
[00:04:30.720 --> 00:04:32.880]   was that he had a big problem,
[00:04:32.880 --> 00:04:36.180]   and the problem is called Assyrian problem.
[00:04:36.180 --> 00:04:38.880]   Now if you know, imagine a big map,
[00:04:38.880 --> 00:04:42.960]   the Middle East, the Near East.
[00:04:42.960 --> 00:04:46.120]   Right at your upper right-hand corner
[00:04:46.120 --> 00:04:49.980]   is the big guy, the Assyrian Empire,
[00:04:49.980 --> 00:04:53.620]   with mighty military power.
[00:04:53.620 --> 00:04:56.080]   And they're expanding to the west.
[00:04:56.080 --> 00:04:57.600]   Expanding to the west,
[00:04:57.600 --> 00:05:00.660]   and the ultimate goal is to conquer Egypt.
[00:05:00.660 --> 00:05:03.800]   In order for Assyrian Empire to conquer Egypt,
[00:05:03.800 --> 00:05:07.700]   he has to pass through one land bridge,
[00:05:07.700 --> 00:05:10.480]   the only land bridge of the world.
[00:05:10.480 --> 00:05:12.140]   It's the land of King.
[00:05:12.140 --> 00:05:15.440]   That's where Hezekiah was, Jerusalem was there.
[00:05:15.440 --> 00:05:16.740]   Israel, Palestine.
[00:05:16.740 --> 00:05:21.020]   It's the land bridge for all three big continents, right?
[00:05:21.020 --> 00:05:25.200]   Europe, Asia Minor, and then Africa, and then Asia.
[00:05:25.200 --> 00:05:29.240]   Now he had to pass through the land of Kingdom
[00:05:29.240 --> 00:05:32.440]   in order to go to his ultimate destination,
[00:05:32.440 --> 00:05:34.840]   which is Egypt, right?
[00:05:34.840 --> 00:05:36.180]   So he had to pass through that land,
[00:05:36.180 --> 00:05:39.600]   but if the local kings in the Middle East
[00:05:39.620 --> 00:05:43.020]   if the local kings in the land bridge
[00:05:43.020 --> 00:05:48.980]   obey him and follow the empire of Assyria,
[00:05:48.980 --> 00:05:50.440]   then you're okay, right?
[00:05:50.440 --> 00:05:52.540]   You just pay more taxes, right?
[00:05:52.540 --> 00:05:55.980]   If you rebel against the Assyrian Empire,
[00:05:55.980 --> 00:05:59.300]   the Assyrian Kingdom, the military might
[00:05:59.300 --> 00:06:03.340]   will come down upon you and will crush you.
[00:06:03.340 --> 00:06:08.140]   Now in those days, the military strategy
[00:06:08.140 --> 00:06:13.140]   for conquering a city is to lay siege around the city.
[00:06:13.140 --> 00:06:16.000]   You know what lay siege around the city is?
[00:06:16.000 --> 00:06:19.320]   They surround the whole city,
[00:06:19.320 --> 00:06:23.980]   and then they trap you inside the city wall, right?
[00:06:23.980 --> 00:06:28.220]   And then until you, staff you to death
[00:06:28.220 --> 00:06:30.080]   or thirst you to death, right?
[00:06:30.080 --> 00:06:32.940]   You can't come out, you can't go in, right?
[00:06:32.940 --> 00:06:37.940]   And that's what Assyrian military is trying to do.
[00:06:38.620 --> 00:06:40.780]   To Hezekiah in Jerusalem.
[00:06:40.780 --> 00:06:44.540]   So what Hezekiah did was he tried to block
[00:06:44.540 --> 00:06:49.540]   all this small water sources,
[00:06:49.540 --> 00:06:53.680]   all of this mountain spring, small springs,
[00:06:53.680 --> 00:06:56.620]   around the city of Jerusalem in the hill country.
[00:06:56.620 --> 00:07:00.680]   And then he shut himself into his own city.
[00:07:00.680 --> 00:07:05.680]   And Hezekiah's strategy is so that the city
[00:07:06.860 --> 00:07:11.100]   is prepared for the siege with enough food and enough water
[00:07:11.100 --> 00:07:16.100]   so that the Assyrian soldiers surrounding Jerusalem,
[00:07:16.100 --> 00:07:19.500]   hopefully they will get tired
[00:07:19.500 --> 00:07:22.140]   and then they will go back home, right?
[00:07:22.140 --> 00:07:26.060]   So as long as you make sure you are sustainable,
[00:07:26.060 --> 00:07:29.340]   the city is sustainable, then you're okay.
[00:07:29.340 --> 00:07:32.040]   And that is the strategy of Hezekiah.
[00:07:32.040 --> 00:07:34.100]   I think that's the only way, right?
[00:07:34.100 --> 00:07:37.200]   'Cause you cannot stand against a monster, right?
[00:07:37.200 --> 00:07:38.920]   You gotta prepare yourself.
[00:07:38.920 --> 00:07:40.340]   So that's what Hezekiah did.
[00:07:40.340 --> 00:07:45.340]   He built a new water tunnel to bring water into the city.
[00:07:45.340 --> 00:07:48.660]   Now back in those days, usually when you need to get water,
[00:07:48.660 --> 00:07:53.420]   you had to go outside of the city wall to the valley.
[00:07:53.420 --> 00:07:55.780]   'Cause usually the spring is in the valley, right?
[00:07:55.780 --> 00:07:58.220]   It's outside the city wall and then you come back, right?
[00:07:58.220 --> 00:08:00.820]   In time of peace, you're okay, right?
[00:08:00.820 --> 00:08:03.500]   You pass through city gate two times a day,
[00:08:03.500 --> 00:08:04.740]   go out and go in.
[00:08:04.740 --> 00:08:07.220]   You get enough water, you come back.
[00:08:07.220 --> 00:08:10.860]   But in times of war, you cannot do that.
[00:08:10.860 --> 00:08:12.680]   That's what Hezekiah did.
[00:08:12.680 --> 00:08:16.740]   He tried to block all this little water springs
[00:08:16.740 --> 00:08:21.740]   in Jerusalem area and then shut himself into his own capital
[00:08:21.740 --> 00:08:27.740]   and built a new plumbing to bring water into the city
[00:08:27.740 --> 00:08:32.180]   so that they can sustain the Assyrian siege.
[00:08:32.180 --> 00:08:33.540]   Now I have three minute video.
[00:08:33.540 --> 00:08:36.260]   I wanna show you what this tunnel is like.
[00:08:36.260 --> 00:08:41.260]   Now as I said, the background of the Bible,
[00:08:41.260 --> 00:08:46.000]   the context of Bible is very concrete.
[00:08:46.000 --> 00:08:48.060]   You can actually walk it.
[00:08:48.060 --> 00:08:50.580]   You can actually see it and touch it.
[00:08:50.580 --> 00:08:52.620]   So Hezekiah tunnel is one of them.
[00:08:52.620 --> 00:08:54.860]   Let me try to show you the three minute video.
[00:08:54.860 --> 00:08:57.860]   (crowd chattering)
[00:09:00.340 --> 00:09:02.760]   - My right is Gihon Springs.
[00:09:02.760 --> 00:09:07.060]   Gihon Springs right here.
[00:09:07.060 --> 00:09:10.980]   (speaking in foreign language)
[00:09:10.980 --> 00:09:23.140]   - Oh, so cold.
[00:09:23.140 --> 00:09:26.060]   (crowd chattering)
[00:09:26.060 --> 00:09:29.980]   (speaking in foreign language)
[00:09:30.580 --> 00:09:34.500]   (speaking in foreign language)
[00:09:34.500 --> 00:09:37.420]   (crowd chattering)
[00:09:37.420 --> 00:09:41.340]   (speaking in foreign language)
[00:09:41.340 --> 00:09:45.260]   (speaking in foreign language)
[00:09:45.260 --> 00:09:48.180]   (crowd chattering)
[00:09:49.020 --> 00:09:52.940]   (speaking in foreign language)
[00:09:52.940 --> 00:09:55.860]   (crowd chattering)
[00:09:55.860 --> 00:09:59.780]   (speaking in foreign language)
[00:09:59.780 --> 00:10:21.180]   - This is the Hezekiah tunnel
[00:10:21.180 --> 00:10:22.500]   and we are walking through it
[00:10:22.500 --> 00:10:26.540]   and we are using a 360 camera
[00:10:26.540 --> 00:10:29.340]   so that you can see the environment.
[00:10:29.340 --> 00:10:33.020]   And this is a man-made tunnel, 2,000 feet long
[00:10:33.020 --> 00:10:35.860]   and done by two different teams.
[00:10:35.860 --> 00:10:39.340]   And one team starting from the spring,
[00:10:39.340 --> 00:10:40.900]   from the origin of the water.
[00:10:40.900 --> 00:10:45.580]   And the other team is coming from the port of Siloam,
[00:10:45.580 --> 00:10:47.700]   south of the city of David.
[00:10:47.700 --> 00:10:50.940]   And two teams listening to one another
[00:10:50.940 --> 00:10:55.620]   and they are built through the mountain.
[00:10:55.620 --> 00:10:59.340]   And as you can see, the size of the tunnel is a body.
[00:10:59.340 --> 00:11:02.660]   And they dig and dig and dig
[00:11:02.660 --> 00:11:06.020]   and they listen to each other and the noise of the digging.
[00:11:06.020 --> 00:11:07.940]   And they try to meet together.
[00:11:07.940 --> 00:11:12.940]   And at the end of the engineering project,
[00:11:12.940 --> 00:11:15.500]   two teams did meet together.
[00:11:15.500 --> 00:11:17.100]   And it was a celebration.
[00:11:17.140 --> 00:11:21.140]   And the water tunnel is through
[00:11:21.140 --> 00:11:23.100]   and the water from the Gihon Strait
[00:11:23.100 --> 00:11:26.380]   can go down to the south of the city of David
[00:11:26.380 --> 00:11:29.380]   so that people can get the water
[00:11:29.380 --> 00:11:32.380]   without going out of the city wall.
[00:11:32.380 --> 00:11:37.700]   (speaking in foreign language)
[00:11:37.700 --> 00:11:40.700]   (people chattering)
[00:11:40.700 --> 00:11:48.100]   - Sorry about that.
[00:11:48.100 --> 00:11:49.500]   This is my bad.
[00:11:49.500 --> 00:11:52.180]   And now, the tunnel is too long.
[00:11:52.180 --> 00:11:56.940]   (speaking in foreign language)
[00:11:56.940 --> 00:11:59.940]   (people chattering)
[00:11:59.940 --> 00:12:02.940]   (people chattering)
[00:12:03.540 --> 00:12:07.460]   (speaking in foreign language)
[00:12:07.460 --> 00:12:16.060]   (speaking in foreign language)
[00:12:16.060 --> 00:12:28.260]   (speaking in foreign language)
[00:12:28.860 --> 00:12:32.780]   (speaking in foreign language)
[00:12:32.780 --> 00:12:57.260]   - Well, it is very interesting, right?
[00:12:57.260 --> 00:12:58.700]   You can actually walk the tunnel
[00:12:58.700 --> 00:13:00.060]   that is recorded in the Bible.
[00:13:00.060 --> 00:13:02.980]   And especially you have a 360 camera.
[00:13:02.980 --> 00:13:05.300]   And thanks to Hale for lending the camera.
[00:13:05.300 --> 00:13:07.820]   I think in the YouTube world,
[00:13:07.820 --> 00:13:12.140]   we are the first one recording the tunnel
[00:13:12.140 --> 00:13:13.860]   using a 360 camera.
[00:13:13.860 --> 00:13:15.260]   Yeah, praise God.
[00:13:15.260 --> 00:13:17.340]   Anyways, makes you wanna go, right?
[00:13:17.340 --> 00:13:18.620]   Makes you wanna go.
[00:13:18.620 --> 00:13:21.340]   It spent about 40 minutes to walk the entire tunnel.
[00:13:21.340 --> 00:13:25.380]   Total pitch darkness.
[00:13:25.380 --> 00:13:30.380]   And it was built in Hezekiah time, 700 BC.
[00:13:30.380 --> 00:13:35.900]   That's when Hezekiah had a crisis.
[00:13:35.900 --> 00:13:39.460]   If you see the diagram here,
[00:13:39.460 --> 00:13:41.780]   you see that the Gihon Spring,
[00:13:41.780 --> 00:13:44.300]   which is now flowing,
[00:13:44.300 --> 00:13:47.260]   even now, there are clean water coming out of the mountain
[00:13:47.260 --> 00:13:48.380]   from Gihon Spring.
[00:13:48.380 --> 00:13:50.660]   Gihon Spring is on the right.
[00:13:50.660 --> 00:13:52.060]   You see that blue line?
[00:13:52.100 --> 00:13:55.780]   That blue line, S-shaped, curved blue line
[00:13:55.780 --> 00:13:58.820]   is the line of Hezekiah Tunnel.
[00:13:58.820 --> 00:14:03.260]   I was kind of walking the first third of the tunnel.
[00:14:03.260 --> 00:14:05.460]   So you start from Gihon Spring on the right.
[00:14:05.460 --> 00:14:10.220]   And then the entire tunnel is about 2,000 feet long.
[00:14:10.220 --> 00:14:13.500]   And you walk the entire thing with a flashlight.
[00:14:13.500 --> 00:14:16.900]   And you went through the tunnel to the end,
[00:14:16.900 --> 00:14:20.220]   and you come out to the open air again,
[00:14:20.220 --> 00:14:21.420]   which is on the left.
[00:14:21.420 --> 00:14:23.300]   The left is Siloam Pool.
[00:14:23.300 --> 00:14:28.300]   Now this is a mighty thing that Hezekiah did in his time.
[00:14:28.300 --> 00:14:31.460]   And let me tell you this.
[00:14:31.460 --> 00:14:34.180]   If you understand a little bit about the background,
