
[00:00:00.000 --> 00:00:11.000]  [音樂]
[00:00:11.000 --> 00:00:16.000]  所以我們來看看有沒有人想要先問一個問題
[00:00:21.000 --> 00:00:28.000]  謝謝Dr. Wright和兩位採訪者
[00:00:28.000 --> 00:00:37.000]  Dr. Wright您提到我們在基督教教會中承受著亞伯拉罕的身份
[00:00:37.000 --> 00:00:42.000]  您還提到我們是一個祝福社區
[00:00:42.000 --> 00:00:46.000]  我們也是伊拉克的社區
[00:00:46.000 --> 00:00:52.000]  這是我認為古代教學研究所一直在爭論的一個重點
[00:00:52.000 --> 00:00:59.000]  選舉和非選舉的差別
[00:00:59.000 --> 00:01:04.000]  尤其是在獲勝的故事中
[00:01:04.000 --> 00:01:13.000]  選擇的亞伯拉罕被命令要除去所有其他種族
[00:01:13.000 --> 00:01:20.000]  所以這種暴力是有合理的理由
[00:01:20.000 --> 00:01:31.000]  但同時我們也選擇了為多國帶來祝福
[00:01:31.000 --> 00:01:36.000]  所以這兩種身份之間的關係
[00:01:36.000 --> 00:01:41.000]  Dr. Wright您能否解釋一下這個問題
[00:01:41.000 --> 00:01:44.000]  謝謝我會嘗試
[00:01:44.000 --> 00:01:45.000]  這是直播嗎?
[00:01:45.000 --> 00:01:46.000]  是的
[00:01:46.000 --> 00:01:48.000]  謝謝
[00:01:48.000 --> 00:01:53.000]  這是一個常見的問題
[00:01:53.000 --> 00:01:56.000]  所以這並不意外
[00:01:56.000 --> 00:01:58.000]  我先把這個拿走
[00:01:58.000 --> 00:02:07.000]  我寫過一本書叫做《我不明白的神》
[00:02:07.000 --> 00:02:11.000]  在這本書中
[00:02:11.000 --> 00:02:15.000]  有幾章叫做《你問的是什麼?》
[00:02:15.000 --> 00:02:18.000]  這就是您所要問的問題
[00:02:18.000 --> 00:02:21.000]  我想這本書有幾個角度可以從中學習
[00:02:21.000 --> 00:02:23.000]  首先我想說的是
[00:02:23.000 --> 00:02:26.000]  選舉和非選舉的差別
[00:02:26.000 --> 00:02:31.000]  是一種很系統的理論
[00:02:31.000 --> 00:02:36.000]  我認為這一點並不在古代教學中
[00:02:36.000 --> 00:02:41.000]  因為他們被叫做「阿伯漢」
[00:02:41.000 --> 00:02:46.000]  但這只是為了其他國家的好處
[00:02:46.000 --> 00:02:48.000]  所以這並不像是說
[00:02:48.000 --> 00:02:51.000]  以色列的選擇是對其他國家的拒絕
[00:02:51.000 --> 00:02:54.000]  而是為了祝福他們
[00:02:54.000 --> 00:02:56.000]  但這仍然是您的問題
[00:02:56.000 --> 00:02:58.000]  這是一個好問題
[00:02:58.000 --> 00:03:01.000]  因此,在長期的目的下
[00:03:01.000 --> 00:03:05.000]  神可以選擇祝福國家
[00:03:05.000 --> 00:03:07.000]  但同時也有權利
[00:03:07.000 --> 00:03:10.000]  在某些國家實行判斷
[00:03:10.000 --> 00:03:12.000]  我們需要了解
[00:03:12.000 --> 00:03:17.000]  這與我們在人類生活中所見的很相似
[00:03:17.000 --> 00:03:19.000]  作為父母
[00:03:19.000 --> 00:03:21.000]  我長期的希望
[00:03:21.000 --> 00:03:23.000]  是讓我的孩子們成為祝福
[00:03:23.000 --> 00:03:24.000]  我想他們成長
[00:03:24.000 --> 00:03:26.000]  我想他們成為其他人的祝福
[00:03:26.000 --> 00:03:28.000]  我想他們成長得健康
[00:03:28.000 --> 00:03:30.000]  我的長期目的是好事
[00:03:30.000 --> 00:03:31.000]  但這並不意味著
[00:03:31.000 --> 00:03:33.000]  我無法判斷他們犯錯
[00:03:33.000 --> 00:03:36.000]  他們不可能想要祝福
[00:03:36.000 --> 00:03:38.000]  而在不遵守規則時
[00:03:38.000 --> 00:03:41.000]  實行判斷和指導
[00:03:41.000 --> 00:03:43.000]  現在,我們需要了解
[00:03:43.000 --> 00:03:46.000]  為何神明明確說
[00:03:46.000 --> 00:03:48.000]  以色列人會把肯尼亞人
