
[00:00:00.000 --> 00:00:06.000]  萬崇仁教木學講座
[00:00:06.000 --> 00:00:10.000]  來到我們四個講座的最後一個環節
[00:00:10.000 --> 00:00:15.000]  我想大部分都是參加了這四次的講座
[00:00:15.000 --> 00:00:18.000]  所以講完的介紹
[00:00:18.000 --> 00:00:21.000]  或者待會的程序流程
[00:00:21.000 --> 00:00:23.000]  我就不多說了
[00:00:23.000 --> 00:00:26.000]  其實我認識蕭牧師
[00:00:26.000 --> 00:00:29.000]  跟今天的講題也有些關
[00:00:29.000 --> 00:00:33.000]  教木侍奉從號進到安息
[00:00:33.000 --> 00:00:36.000]  我在1994年在庫勒讀書的時候
[00:00:36.000 --> 00:00:41.000]  剛好蕭牧師放他第一個安息年假
[00:00:41.000 --> 00:00:45.000]  他1987年北宣按木
[00:00:45.000 --> 00:00:47.000]  還有做堂主任
[00:00:47.000 --> 00:00:51.000]  也有機會跟他一起去旅遊
[00:00:51.000 --> 00:00:54.000]  去拉斯維加斯
[00:00:54.000 --> 00:00:56.000]  Death Valley
[00:00:56.000 --> 00:01:00.000]  我們沒有賭錢
[00:01:00.000 --> 00:01:05.000]  其實認識蕭牧師是一個很謙和
[00:01:05.000 --> 00:01:07.000]  個人很真
[00:01:07.000 --> 00:01:10.000]  其實這幾堂聽他的分享
[00:01:10.000 --> 00:01:15.000]  都感覺到他很有內省的能力
[00:01:15.000 --> 00:01:18.000]  有一個牧者的心腸
[00:01:18.000 --> 00:01:21.000]  我相信他牧者的心腸
[00:01:21.000 --> 00:01:25.000]  是來自他自己本身很能夠貼近上主的心
[00:01:25.000 --> 00:01:27.000]  所以今天很高興
[00:01:27.000 --> 00:01:30.000]  他在最後一個環節
[00:01:30.000 --> 00:01:33.000]  也跟我們分享這個題目
[00:01:33.000 --> 00:01:35.000]  在分享這個題目之前
[00:01:35.000 --> 00:01:37.000]  我也想介紹一下這本書
[00:01:37.000 --> 00:01:39.000]  其實很多人都知道
[00:01:39.000 --> 00:01:41.000]  或者有部分參加者
[00:01:41.000 --> 00:01:43.000]  你沒有來足四堂
[00:01:43.000 --> 00:01:47.000]  其實教木成長四課
[00:01:47.000 --> 00:01:50.000]  是這次教木學的講座
[00:01:50.000 --> 00:01:56.000]  四堂的框架是跟著這本書來跟大家分享
[00:01:56.000 --> 00:01:58.000]  所以如果你錯失了某一堂
[00:01:58.000 --> 00:02:01.000]  你可以看回這本書的內容
[00:02:01.000 --> 00:02:03.000]  其實我自己兩年前
[00:02:03.000 --> 00:02:07.000]  在大二年級的木職實習的同學
[00:02:07.000 --> 00:02:11.000]  我也有用過這本書跟同學閱讀分享
[00:02:11.000 --> 00:02:13.000]  對他們預備出去木會
[00:02:13.000 --> 00:02:15.000]  其實是一個很大的幫助
[00:02:15.000 --> 00:02:19.000]  也很鼓勵大家除了聽這次的講座
[00:02:19.000 --> 00:02:22.000]  和互動交流之外
[00:02:22.000 --> 00:02:26.000]  重新去看這本書其實也很有意思
[00:02:26.000 --> 00:02:29.000]  其實講浩進這個題目
[00:02:29.000 --> 00:02:32.000]  也差不多呼之欲出
[00:02:32.000 --> 00:02:34.000]  為什麼這樣說呢
[00:02:34.000 --> 00:02:40.000]  小牧師說他剛剛從外地回來領完會
[00:02:40.000 --> 00:02:43.000]  也有一點燒熱
[00:02:43.000 --> 00:02:46.000]  還有剛才吃飯的期間
[00:02:46.000 --> 00:02:50.000]  也知道他昨天講完講座之後
[00:02:50.000 --> 00:02:54.000]  原來在教會也有聚會 也要見人
[00:02:54.000 --> 00:02:58.000]  也是一個很忙碌的木職生涯
[00:02:58.000 --> 00:03:03.000]  怎樣可以不燒熱呢
[00:03:03.000 --> 00:03:06.000]  燒熱的話我們說可能裡面沒有火
[00:03:06.000 --> 00:03:08.000]  或者死了火
[00:03:08.000 --> 00:03:13.000]  我相信第一天我們也有提到
[00:03:13.000 --> 00:03:16.000]  木職是不是一生一世的呢
[00:03:16.000 --> 00:03:18.000]  小牧師也提到
[00:03:18.000 --> 00:03:21.000]  可能有些人沒有行不全程
[00:03:21.000 --> 00:03:24.000]  其中一個原因就是在木會過程中
[00:03:24.000 --> 00:03:26.000]  也燒熱了
[00:03:26.000 --> 00:03:32.000]  所以這個課題是很值得我們去探索的
[00:03:32.000 --> 00:03:35.000]  色情老師也說我們做木職
[00:03:35.000 --> 00:03:38.000]  其實是一個不可能的職業
[00:03:38.000 --> 00:03:43.000]  是一個不可能的任務
[00:03:43.000 --> 00:03:46.000]  其實燒熱這個課題
[00:03:46.000 --> 00:03:51.000]  在很多助人的行業我們也會涉獵的
[00:03:51.000 --> 00:03:56.000]  無論是護士、社工、老師或者輔導員
[00:03:56.000 --> 00:04:00.000]  在跟別人接觸的過程中
[00:04:00.000 --> 00:04:03.000]  很多時候也要付出、關懷別人
[00:04:03.000 --> 00:04:08.000]  可能情感上是很勞累的
[00:04:08.000 --> 00:04:13.000]  所以怎樣能夠持續有火
[00:04:13.000 --> 00:04:15.000]  侍奉的力量
[00:04:15.000 --> 00:04:18.000]  其實是我們很重要的話題
[00:04:18.000 --> 00:04:23.000]  今天我們有兩位回應的嘉賓
[00:04:23.000 --> 00:04:26.000]  都是忠臣的校友
[00:04:26.000 --> 00:04:28.000]  歐醒華木師
[00:04:28.000 --> 00:04:30.000]  還很有火
[00:04:30.000 --> 00:04:32.000]  還有很多問題
[00:04:32.000 --> 00:04:35.000]  不知道他有沒有耗盡的經驗呢
[00:04:35.000 --> 00:04:38.000]  不知道會不會說一下自己的故事
[00:04:38.000 --> 00:04:41.000]  待會我們還是由蕭木師先說
[00:04:41.000 --> 00:04:42.000]  大概有半個小時
[00:04:42.000 --> 00:04:45.000]  然後個別有15分鐘的回應
[00:04:45.000 --> 00:04:47.000]  然後我們休息
[00:04:47.000 --> 00:04:50.000]  下半場我們會有些交流
[00:04:50.000 --> 00:04:53.000]  將時間交給蕭木師
[00:04:53.000 --> 00:05:00.000]  (掌聲)
[00:05:00.000 --> 00:05:02.000]  來到最後一節
[00:05:02.000 --> 00:05:03.000]  我也要在這個時刻
[00:05:03.000 --> 00:05:06.000]  我要特別多謝忠臣、多謝院長
[00:05:06.000 --> 00:05:08.000]  邀請我這次來到這裡
[00:05:08.000 --> 00:05:10.000]  這幾次的分享
[00:05:10.000 --> 00:05:12.000]  我感覺在過程當中
[00:05:12.000 --> 00:05:15.000]  自己再反思有關的題目
[00:05:15.000 --> 00:05:19.000]  也有機會聽到一些回應的同工的分享
[00:05:19.000 --> 00:05:23.000]  的確是幫助我再盡心去認識
[00:05:23.000 --> 00:05:26.000]  是一個真實的經歷
[00:05:26.000 --> 00:05:28.000]  所以我心裏來到這個時刻
[00:05:28.000 --> 00:05:30.000]  也可能快要完結了
[00:05:30.000 --> 00:05:33.000]  所以心裏面也有很大的感恩
[00:05:33.000 --> 00:05:35.000]  感謝神給我力量
[00:05:35.000 --> 00:05:38.000]  給我機會在這次和大家一起學習
