
[00:00:00.000 --> 00:00:06.600]  【音樂】
[00:00:06.600 --> 00:00:07.600]  各位來賓
[00:00:07.600 --> 00:00:12.000]  我是中國神學研究院的神學科的宋軍
[00:00:12.000 --> 00:00:14.800]  在這裡衷心的歡迎今天晚上
[00:00:14.800 --> 00:00:16.400]  一步來中神
[00:00:16.400 --> 00:00:20.800]  參加由中國神學院研究院主辦
[00:00:20.800 --> 00:00:26.000]  基督教宣道會恩喬堂和香港神聖教會協辦
[00:00:26.000 --> 00:00:28.800]  題為《獨在異鄉為港漂
[00:00:28.800 --> 00:00:31.000]  孤獨中重建生命》
[00:00:31.000 --> 00:00:33.800]  這個普通話的公開講座
[00:00:33.800 --> 00:00:40.000]  我們是第一次針對著香港的普通話群體
[00:00:40.000 --> 00:00:42.000]  辦這樣的公開講座
[00:00:42.000 --> 00:00:44.600]  相信各位之所以光臨
[00:00:44.600 --> 00:00:49.400]  是因為大家關心或者對這個主題感興趣
[00:00:49.400 --> 00:00:51.800]  或者您本身就是港漂
[00:00:51.800 --> 00:00:56.200]  或者是關心港漂群體的香港本地人
[00:00:56.200 --> 00:00:58.000]  在這裡感激之余
[00:00:58.000 --> 00:01:02.400]  我想對港漂一詞的起源做一番考證
[00:01:02.400 --> 00:01:06.000]  大家誰知道港漂這個詞是從什麼時候
[00:01:06.000 --> 00:01:08.000]  在哪裡開始的
[00:01:08.000 --> 00:01:13.000]  因為什麼開始呢
[00:01:13.000 --> 00:01:17.600]  有人知道嗎
[00:01:17.600 --> 00:01:20.400]  是這本書
[00:01:20.400 --> 00:01:23.800]  我想作者可能大家都很多人認識
[00:01:23.800 --> 00:01:29.000]  是由2010年突破出版的一本書開始的
[00:01:29.000 --> 00:01:32.000]  書名就是《港漂雙城記》
[00:01:32.000 --> 00:01:36.000]  作者趙晗是一個來自北京的女孩
[00:01:36.000 --> 00:01:39.000]  她18歲考上清華大學
[00:01:39.000 --> 00:01:43.600]  第二年就轉讀香港大學
[00:01:43.600 --> 00:01:47.600]  是一個非常北京的特點的女孩
[00:01:47.600 --> 00:01:53.400]  這本書就記錄了趙晗在香港最初六年的時間
[00:01:53.400 --> 00:01:55.600]  他種種的經歷
[00:01:55.600 --> 00:02:00.200]  受那個時候網絡上一個熱門的詞叫北漂
[00:02:00.200 --> 00:02:01.400]  這個影響呢
[00:02:01.400 --> 00:02:05.200]  它啓發他就使用了港漂這個詞
[00:02:05.200 --> 00:02:07.400]  我問他他回答我的意思說
[00:02:07.400 --> 00:02:11.600]  這個港漂他是指漂泊到香港求學
[00:02:11.600 --> 00:02:14.600]  並且留在香港生活的人
[00:02:14.600 --> 00:02:19.400]  在心態和狀態上還處在尋找和漂泊當中
[00:02:19.400 --> 00:02:24.800]  尚未扎根正經歷身份危機和種種的拉扯
[00:02:24.800 --> 00:02:29.000]  作者從好奇到舉目無親的失落
[00:02:29.000 --> 00:02:31.400]  在經歷人生的漂泊之後
[00:02:31.400 --> 00:02:34.800]  他最終把香港視為第二故鄉
[00:02:34.800 --> 00:02:38.000]  對北京的愛也更為深厚
[00:02:38.000 --> 00:02:42.000]  我想這個書的封面就反映了這樣的一個情節
[00:02:42.000 --> 00:02:45.200]  楊紫金是香港的市花
[00:02:45.200 --> 00:02:47.000]  代表著這個城市
[00:02:47.000 --> 00:02:50.200]  而我想北京人就很知道
[00:02:50.200 --> 00:02:52.800]  北京有銀杏樹
[00:02:52.800 --> 00:02:56.200]  到了秋天銀杏樹就變得金黃
[00:02:56.200 --> 00:02:58.200]  有的時候是可以鋪滿一地
