
[00:00:00.000 --> 00:00:06.720]  (廣東話)
[00:00:06.720 --> 00:00:09.000]  各位弟兄姊妹 主內同道吾安
[00:00:09.000 --> 00:00:15.800]  歡迎大家來到我們今年的萬聳人教務學講座
[00:00:15.800 --> 00:00:17.880]  雖然大家可能來過之前的場次
[00:00:17.880 --> 00:00:22.120]  也用我再一次介紹萬聳人教務學講座
[00:00:22.120 --> 00:00:25.600]  今年這個講座其實也是我們中辰50週年
[00:00:25.600 --> 00:00:26.920]  遠慶的活動之一
[00:00:26.920 --> 00:00:31.360]  也是我們一系列的慶典活動的結束
[00:00:31.360 --> 00:00:33.920]  萬聳人教務學紀念講座
[00:00:33.920 --> 00:00:36.400]  是由萬聳人紀念基金資助的
[00:00:36.400 --> 00:00:39.840]  基金是由1991年成立
[00:00:39.840 --> 00:00:42.280]  以紀念已故的萬聳人牧師
[00:00:42.280 --> 00:00:45.440]  他曾經在1989年至1991年
[00:00:45.440 --> 00:00:49.120]  在中國神學研究院擔任教務學的講師
[00:00:49.120 --> 00:00:51.640]  雖然他在香港的服侍短短兩年
[00:00:51.640 --> 00:00:53.120]  但他的生命見證
[00:00:53.120 --> 00:00:54.880]  對牧籍的維新
[00:00:54.880 --> 00:00:56.920]  堅定的信念和實踐
[00:00:56.920 --> 00:01:00.320]  對童工學生和對所有牧人的群體和教會
[00:01:00.320 --> 00:01:02.040]  帶來深遠的影響
[00:01:02.040 --> 00:01:05.960]  所以本院在1999年設立的萬聳人紀念基金
[00:01:05.960 --> 00:01:10.320]  旨在紀念萬聳人牧師的生命和侍奉
[00:01:10.320 --> 00:01:12.960]  並且推動符合聖經
[00:01:12.960 --> 00:01:17.280]  切合時代和處境的教務學的研究和實踐
[00:01:17.280 --> 00:01:18.680]  由2000年開始
[00:01:18.680 --> 00:01:20.200]  我們本院每兩年
[00:01:20.200 --> 00:01:22.920]  就會舉辦萬聳人教務學講座
[00:01:22.920 --> 00:01:24.320]  透過不同的講員
[00:01:24.320 --> 00:01:26.440]  也透過不同主題的分享
[00:01:26.440 --> 00:01:28.880]  帶領我們在不同的時代處境
[00:01:28.880 --> 00:01:31.320]  反思我們當下的牧籍
[00:01:31.320 --> 00:01:33.640]  或者教務的侍奉
[00:01:33.640 --> 00:01:36.880]  今年的講座的主題是「道在古今」
[00:01:36.880 --> 00:01:38.400]  來到我們今天第四講
[00:01:38.400 --> 00:01:40.640]  亦是我們今年講座的最後一講
