
[00:00:00.000 --> 00:00:10.000]  周院長、余院長、李院長、秋牧師
[00:00:10.000 --> 00:00:13.600]  各位院董老師、同工同學、校友來賓
[00:00:13.600 --> 00:00:16.600]  及網上參與的弟兄姊妹
[00:00:16.600 --> 00:00:20.000]  今日我要承擔忠臣余院長的崗位
[00:00:20.000 --> 00:00:25.600]  深刻感受到是上帝出人意料的安排
[00:00:25.600 --> 00:00:29.600]  我能夠這樣侍奉是上帝很重的恩典
[00:00:29.600 --> 00:00:33.000]  不過同時感受到這個恩典的重量
[00:00:33.000 --> 00:00:37.600]  當我看到忠臣歷任院長的榜樣和見書
[00:00:37.600 --> 00:00:40.000]  反調出自己的不足
[00:00:40.000 --> 00:00:44.600]  以前幾位院長有些像摩西一樣的謙和神人目者
[00:00:44.600 --> 00:00:48.400]  好像以利亞一樣大發熱心的先知
[00:00:48.400 --> 00:00:52.600]  好像以色列一樣鑽研和教導聖經的文士
[00:00:52.600 --> 00:00:57.800]  亦有像保羅一樣為福音獻上一生的神國僕人
[00:00:57.800 --> 00:01:00.800]  我覺得自己很不配承接他們的工作
[00:01:00.800 --> 00:01:04.200]  唯有戰戰兢兢信服上帝的呼召
[00:01:04.200 --> 00:01:06.800]  仰望神的大靈
[00:01:06.800 --> 00:01:10.800]  剛才為案案首三位榮休院長都曾教過我
[00:01:10.800 --> 00:01:13.800]  我讀過周永傑院長的《原文釋經》
[00:01:13.800 --> 00:01:16.600]  余達新院長的《教義神學》
[00:01:16.600 --> 00:01:20.200]  李思敬院長的《舊約神學》和詩篇
[00:01:20.200 --> 00:01:24.200]  不過已故的第一任院長藤近輝牧師
[00:01:24.200 --> 00:01:26.600]  雖然我沒有上過他的課
[00:01:26.600 --> 00:01:29.400]  不過我都是北角宣道會的會友
[00:01:29.400 --> 00:01:32.400]  有一段時間都聽他講道
[00:01:32.400 --> 00:01:35.400]  被他的訊息去到目揚
[00:01:35.400 --> 00:01:38.400]  我是忠實第一個校友成為院長
[00:01:38.400 --> 00:01:41.200]  在這個群體裏授教成長
[00:01:41.200 --> 00:01:43.000]  我05年畢業
[00:01:43.000 --> 00:01:45.800]  是第28屆的畢業生
[00:01:45.800 --> 00:01:49.800]  所以我沒有參加過忠臣起初的建校
[00:01:49.800 --> 00:01:52.800]  是要承傳忠臣的傳統
[00:01:52.800 --> 00:01:55.600]  當我今天要承擔這個任務
[00:01:55.600 --> 00:01:59.000]  當然一定要知道什麼是忠臣的傳統
[00:01:59.000 --> 00:02:03.200]  我憑著自己在這裏讀書、教學的經驗
[00:02:03.200 --> 00:02:05.600]  還翻查了忠臣的歷史
[00:02:05.600 --> 00:02:08.000]  嘗試去回答這個問題
[00:02:08.000 --> 00:02:11.000]  忠臣的意象起源於上世紀60年代
[00:02:11.000 --> 00:02:15.600]  上帝那時感動了美國威斯敏斯特神學院
[00:02:15.600 --> 00:02:17.200]  Westminster Theological Seminary
[00:02:17.200 --> 00:02:19.000]  四位中國留學生
[00:02:19.000 --> 00:02:22.400]  趙天恩、陳濟文、高澤樂、周永健
[00:02:22.400 --> 00:02:23.600]  給他們一個意象
[00:02:23.600 --> 00:02:26.400]  就是要推動中國的福音工作
[00:02:26.400 --> 00:02:29.400]  讓中國人的思想基督教化
[00:02:29.400 --> 00:02:31.000]  而實踐這個意象的方法
[00:02:31.000 --> 00:02:32.600]  就是在中國的土地上
[00:02:32.600 --> 00:02:36.000]  建立高等教育程度的神學院
[00:02:36.000 --> 00:02:38.200]  中國神學研究院的名字
[00:02:38.200 --> 00:02:40.200]  就包含這些意思
[00:02:40.200 --> 00:02:42.000]  他們的意象慢慢被人認同
[00:02:42.000 --> 00:02:43.400]  有其他同道加入
[00:02:43.400 --> 00:02:46.800]  又得到弟兄姊妹禱告經濟上的支持
[00:02:46.800 --> 00:02:51.000]  後來選擇了在貼近中國大陸的香港去建校
[00:02:51.000 --> 00:02:53.800]  首先舉辦了一些先修完身課程
[00:02:53.800 --> 00:02:57.000]  在1975年就開辦研究院課程
[00:02:57.000 --> 00:03:00.600]  過去46年忠臣發展了不同的士工課程
[00:03:00.600 --> 00:03:04.400]  例如研究中心、學術講座、肌膚賦神、輔導課程
[00:03:04.400 --> 00:03:07.600]  神學碩士、博士、生命之道
[00:03:07.600 --> 00:03:12.800]  到今年我們剛剛開辦教務學、博士等等的課程
[00:03:12.800 --> 00:03:17.200]  其實都是由原初意象結出來的果子
[00:03:17.200 --> 00:03:21.000]  忠臣不單只是幾個研究院的神學課程
[00:03:21.000 --> 00:03:23.800]  更加是一個由中國信徒發起
[00:03:23.800 --> 00:03:27.000]  服侍中國人的神學教育運動
[00:03:27.000 --> 00:03:28.200]  我們看回忠臣的歷史
[00:03:28.200 --> 00:03:30.800]  我們可以看到忠臣有三個特色
[00:03:30.800 --> 00:03:34.600]  中國、學術和跨宗派
[00:03:34.600 --> 00:03:39.400]  不過其實這三個特色都反映了一些更加核心的傳統
[00:03:39.400 --> 00:03:41.400]  我想解釋一下
[00:03:41.400 --> 00:03:43.800]  忠臣第一個特色是中國
[00:03:43.800 --> 00:03:47.400]  這兩個字更加是學院名稱的開始
[00:03:47.400 --> 00:03:51.800]  中國代表了我們要肩負起中國的福音使命
[00:03:51.800 --> 00:03:53.800]  向中國人傳福音
[00:03:53.800 --> 00:03:56.800]  讓中華文化基督教化
[00:03:56.800 --> 00:03:58.200]  在上個世紀七十年代
[00:03:58.200 --> 00:04:01.000]  忠臣選擇在香港建校
[00:04:01.000 --> 00:04:05.800]  一來這個城市有適合做高等教育和學術研究的環境
[00:04:05.800 --> 00:04:07.800]  二來香港是華人社會
[00:04:07.800 --> 00:04:10.000]  承傳了中國文化
[00:04:10.000 --> 00:04:13.200]  三來在地理上也貼近中國大陸
[00:04:13.200 --> 00:04:16.200]  香港就成為最適合的地點
[00:04:16.200 --> 00:04:18.400]  不過從另一個角度去看
[00:04:18.400 --> 00:04:24.400]  中國其實代表了華人信徒對上帝呼召的回應
[00:04:24.400 --> 00:04:29.600]  是炎黃子孫和上帝兒女這兩個身份的結合
[00:04:29.600 --> 00:04:33.400]  呼召必須是獨特和實在
[00:04:33.400 --> 00:04:37.000]  當臣呼召一班中國的神學生
[00:04:37.000 --> 00:04:39.400]  他們就立志服侍中國
[00:04:39.400 --> 00:04:42.600]  當臣帶領忠臣在香港建校
[00:04:42.600 --> 00:04:45.600]  我們都成為了這個城市的神學院
[00:04:45.600 --> 00:04:48.400]  並以這個地方成為基地
[00:04:48.400 --> 00:04:51.400]  去服侍廣大的華人教會
[00:04:51.400 --> 00:04:53.600]  我們的使命宣言裏面有一句
[00:04:53.600 --> 00:04:56.600]  「直跟香港,毀身中國」
[00:04:56.600 --> 00:05:00.000]  一方面我們承認我們坐落在香港這個地方
[00:05:00.000 --> 00:05:02.800]  必須要服侍香港這個城市
[00:05:02.800 --> 00:05:04.400]  另一方面也提醒我們
[00:05:04.400 --> 00:05:06.800]  中國以至普世的華人教會
[00:05:06.800 --> 00:05:09.000]  都是我們服侍的對象
[00:05:09.000 --> 00:05:11.200]  所以忠臣培育的神學生
[00:05:11.200 --> 00:05:14.200]  雖然都是以香港的信徒為主
[00:05:14.200 --> 00:05:18.800]  但我們不忘服侍內地和海外的華人群體
[00:05:18.800 --> 00:05:22.800]  而且我們學院越來越多母語是普通話的老師
[00:05:22.800 --> 00:05:27.200]  都表達著我們服侍普世華人的決心
[00:05:27.200 --> 00:05:30.800]  在今日急劇轉變的世代
[00:05:30.800 --> 00:05:33.000]  人口流動頻繁
[00:05:33.000 --> 00:05:35.800]  世界迅速全球化
[00:05:35.800 --> 00:05:39.600]  一方面地緣的分野越來越將人分割
[00:05:39.600 --> 00:05:41.800]  不過另一方面網絡的發展
[00:05:41.800 --> 00:05:44.600]  正在突破地域的限制
[00:05:44.600 --> 00:05:48.600]  忠臣既然要承擔服侍全球華人的照命
[00:05:48.600 --> 00:05:51.400]  我們需要認真思想方向
[00:05:51.400 --> 00:05:54.000]  探索前路
[00:05:54.000 --> 00:05:56.800]  第二個忠臣的特色是學術
[00:05:56.800 --> 00:05:58.800]  研究院都反映了這個特色
[00:05:58.800 --> 00:06:00.400]  在上世紀六七十年代
[00:06:00.400 --> 00:06:03.000]  華人目者和信徒的色經神學水平
[00:06:03.000 --> 00:06:05.600]  其實相對不是太高
[00:06:05.600 --> 00:06:09.000]  不過普羅大眾的教育程度不斷提升
[00:06:09.000 --> 00:06:12.800]  以往的神學訓練慢慢顯得不足夠
[00:06:12.800 --> 00:06:16.600]  另外福音如果要直根中華文化
[00:06:16.600 --> 00:06:18.800]  亦都需要學術的研究
[00:06:18.800 --> 00:06:21.400]  忠臣提供了高等教育
