
[00:00:00.000 --> 00:00:08.000]  首先歡迎大家參加今晚中國神學研究院為大家準備的講座
[00:00:08.000 --> 00:00:16.000]  我先介紹我自己,我是學院教育策劃主任黎高穎儀
[00:00:16.000 --> 00:00:23.000]  我是今晚的節目主持人,重點是接下來介紹的三位講員
[00:00:23.000 --> 00:00:34.000]  除了歡迎已來到我們中神禮堂的頂尖會外,也歡迎在家中收看直播的其他參加者
[00:00:34.000 --> 00:00:43.000]  因應今晚有特別交通安排,我們會盡量在9點鐘準時完結,讓大家可以順利回家
[00:00:43.000 --> 00:00:55.000]  先介紹一下今晚的題目,再師教會處理家庭危機,從神學、教務和輔導的角度看來的協作
[00:00:55.000 --> 00:01:01.000]  今晚有三位講員,其中有歐長江博士
[00:01:01.000 --> 00:01:13.000]  歐博士是輔導科莫國志鄭慧貞教席教授,他是一位資深輔導者、輔導老師,而且是多產作家,相信大家都認識他
[00:01:13.000 --> 00:01:18.000]  第二位是朱光華博士,是我們實踐科的助理教授
[00:01:18.000 --> 00:01:27.000]  朱博士曾經是中學老師,學生科學工作,但更長時間是木會主任,他有豐富的木養經驗
[00:01:27.000 --> 00:01:33.000]  第三位是王國維博士,他是神學科助理教授、副教務長
[00:01:33.000 --> 00:01:38.000]  文化老師對於基督教倫理,特別是家庭關係,是很有研究的
[00:01:38.000 --> 00:01:44.000]  今晚三位講員發言的次序可以分開兩部分
[00:01:44.000 --> 00:01:50.000]  一部分是從處境分析去看今晚的主題
[00:01:50.000 --> 00:01:53.000]  同時亦以實踐的角度去回應
[00:01:53.000 --> 00:01:57.000]  大家可以看到有一個線形結構
[00:01:57.000 --> 00:02:03.000]  他們會按照這個次序自動上台,所以我不會在中間再加插介紹
[00:02:03.000 --> 00:02:12.000]  不過我在此可以預告一下,除了他們的主講之外,我們待會要放一個陣,會有答問的時間
[00:02:12.000 --> 00:02:20.000]  因為時間緊迫的緣故,我希望大家在聽的時候,或者你袋裏有問題,可以簡單寫下
[00:02:20.000 --> 00:02:27.000]  待會我們除了現場的參加者可以直接發問之外
[00:02:27.000 --> 00:02:34.000]  如果是在家中收看直播的朋友,你待會可以用WhatsApp將你的問題傳給我們
[00:02:34.000 --> 00:02:37.000]  我們都希望盡快處理得到
[00:02:37.000 --> 00:02:41.000]  不阻大家時間了,我先請第一位歐長江博士
[00:02:49.000 --> 00:02:53.000]  我們今天的組合是很特別的
[00:02:53.000 --> 00:02:59.000]  通常一些牧羊、輔導的講座,很少有神學家在場
[00:02:59.000 --> 00:03:04.000]  其實三者一起拼合起來是很有意思的
[00:03:04.000 --> 00:03:14.000]  因為我們去做神的工作的時候,我們在聖經、神學方面有一個基礎是相當重要的
[00:03:14.000 --> 00:03:19.000]  所以我想先從一個很微觀的角度和大家分享一下
[00:03:19.000 --> 00:03:24.000]  其實現在的家庭出現什麼問題呢?
[00:03:24.000 --> 00:03:35.000]  其實我會用輔導室,因為我教學之餘,我還是有一些私人執業的安排
[00:03:35.000 --> 00:03:41.000]  其實你可以看到,在輔導室我們說一花一世界
[00:03:41.000 --> 00:03:48.000]  雖然接觸很少人,但接觸的人的深度和複雜度是多的
[00:03:48.000 --> 00:03:59.000]  所以接觸了受助者本身,對我去掌握這段時間香港家庭的問題是怎麼樣呢?
[00:03:59.000 --> 00:04:09.000]  我過往自己做個案的經驗裡,我做得比較多是婚外情
[00:04:09.000 --> 00:04:15.000]  婚外情的個案在婚姻個案裡是很嚴重的
[00:04:15.000 --> 00:04:24.000]  如果放在教會的設定來說,其實基督徒是沒有免疫的
[00:04:24.000 --> 00:04:32.000]  這麼特別的?不用這麼黑吧?
[00:04:32.000 --> 00:04:42.000]  基督徒是沒有免疫的,而且在我遇到的個案裡,其實也有新的趨勢
[00:04:42.000 --> 00:04:52.000]  女性有婚外情的也多了,近來多數男人有婚外情
[00:04:52.000 --> 00:05:00.000]  婚外情有時候是子女可以箍住婚外情去處理
[00:05:00.000 --> 00:05:10.000]  現在是沒有了這個包袱的,可能對他們來說更加輕鬆愉快
[00:05:10.000 --> 00:05:18.000]  在我自己做的個案裡,我發覺變數也很多
[00:05:18.000 --> 00:05:27.000]  有些是教會裡發現了,然後有紀律的向導
[00:05:27.000 --> 00:05:36.000]  紀律包括了需要見輔導,一來見我,已經有教務和輔導員的協助
[00:05:36.000 --> 00:05:45.000]  他們也知道我會和目者有交代,拿了他們的意見他們就知道了
[00:05:45.000 --> 00:05:52.000]  但也有不少是自己出了問題,故意不想給教務知道
[00:05:52.000 --> 00:05:58.000]  因為一旦被教會知道,就會很羞恥,很沒面子
[00:05:58.000 --> 00:06:06.000]  那些可能隨時是一些執事,所以他們很想有一個私人的空間
[00:06:06.000 --> 00:06:12.000]  教會不知道,這也是多的情況
[00:06:12.000 --> 00:06:20.000]  所以我想婚外情也反映現在的婚姻關係也很脆弱
[00:06:20.000 --> 00:06:28.000]  有些人說人到中年有婚外情,40,50歲那些會
[00:06:28.000 --> 00:06:32.000]  但現在其實婚一兩年已經有了
[00:06:32.000 --> 00:06:37.000]  婚姻的脆弱度比以前嚴重了很多
[00:06:37.000 --> 00:06:41.000]  我想畫一幅圖畫給大家知道
[00:06:41.000 --> 00:06:52.000]  第二,我也開始見得多的是,原來夫婦新婚也是順利過渡
[00:06:52.000 --> 00:07:01.000]  但一有小孩,一入幼稚園或上小學,家務就多了很多
[00:07:01.000 --> 00:07:09.000]  然後管教子女上的鬆緊,大家的要求其實也多了,差異
[00:07:09.000 --> 00:07:20.000]  近年有一個比較經典的組合,就是虎媽對貓爸
[00:07:20.000 --> 00:07:27.000]  虎媽,即是媽媽很著緊學業,功課,逼爸的小孩很厲害
[00:07:27.000 --> 00:07:31.000]  老爸相對是鬆的
[00:07:31.000 --> 00:07:40.000]  但貓和虎之間的不協調,也帶來家裡很多
[00:07:40.000 --> 00:07:48.000]  子女也會走精面,玩遊戲的時候問老爸
[00:07:48.000 --> 00:07:55.000]  然後告訴媽媽老爸說可以的,所以就製造了一些張力
[00:07:55.000 --> 00:08:05.000]  另外一個現象,在教會性的問題也比較少觸及
[00:08:05.000 --> 00:08:10.000]  好像是一個禁忌
[00:08:10.000 --> 00:08:18.000]  在我做輔導的過程中,跟性有關的問題也很多
[00:08:18.000 --> 00:08:24.000]  有些是結婚一段長時間也沒有性生活,也無法協調
[00:08:24.000 --> 00:08:27.000]  有些是男士有性沉溺
[00:08:27.000 --> 00:08:36.000]  但這個性的問題在教會比較難找到人去處理
[00:08:36.000 --> 00:08:43.000]  所以基督徒的輔導員在外面有一個輔導的空間
[00:08:43.000 --> 00:08:50.000]  其實也補足了一些在教會禁忌的地方
[00:08:50.000 --> 00:08:59.000]  例如信徒不敢找目者去談,那裡也有些補充
[00:08:59.000 --> 00:09:06.000]  但我覺得兩者要有配合,對那個人的成長
[00:09:06.000 --> 00:09:11.000]  幫他正視問題是會更加好的
[00:09:11.000 --> 00:09:21.000]  另外,除了在輔導室微觀看,我也會在外面做一些時工顧問或諮詢
[00:09:21.000 --> 00:09:26.000]  近年我發現有兩個機構也有幫忙
[00:09:26.000 --> 00:09:29.000]  一個是好爸爸中心
[00:09:29.000 --> 00:09:36.000]  原來也有一大批的爸爸,初為人父
[00:09:36.000 --> 00:09:42.000]  他們做爸爸的角色也有很大的挑戰
[00:09:42.000 --> 00:09:45.000]  所以也覺得很缺乏
[00:09:45.000 --> 00:09:49.000]  我本身也做很多男人事工
[00:09:49.000 --> 00:09:59.000]  我發現男人事工也未必能滿足初職爸爸的需要
[00:09:59.000 --> 00:10:02.000]  大家知不知道為什麼呢?
[00:10:02.000 --> 00:10:09.000]  很多男人事工其實是中年男人事工
[00:10:09.000 --> 00:10:11.000]  明白我的意思嗎?
[00:10:11.000 --> 00:10:15.000]  其實現在很多男人事工在教會能做到的
[00:10:15.000 --> 00:10:21.000]  很少是比較年青的,即是剛結婚的,其實很忙的
[00:10:21.000 --> 00:10:26.000]  他們沒有空間去參與男人事工
[00:10:26.000 --> 00:10:36.000]  所以很多新手爸爸找不到年長的弟兄做他們的導師
[00:10:36.000 --> 00:10:42.000]  所以在外面機構有空間辦這些課程
[00:10:42.000 --> 00:10:46.000]  其實也能滿足新手爸爸的需要
[00:10:46.000 --> 00:10:50.000]  另外一個問題是單親
[00:10:50.000 --> 00:10:57.000]  風雨同路人其實是一個單親的事工組織
[00:10:57.000 --> 00:11:00.000]  有時也很尷尬的
[00:11:00.000 --> 00:11:04.000]  如果教會單親事工做得很好
[00:11:04.000 --> 00:11:07.000]  你也不知道是開心還是不開心
[00:11:07.000 --> 00:11:14.000]  單親年代很可能會有離婚的情況
[00:11:14.000 --> 00:11:26.000]  雖然我們知道他們受了創傷,但對他們的離婚
[00:11:26.000 --> 00:11:31.000]  其實風雨同路人單親事工的過程
[00:11:31.000 --> 00:11:35.000]  也有部分會進入再婚的情況
[00:11:35.000 --> 00:11:39.000]  所以也有神學倫理的問題
[00:11:39.000 --> 00:11:42.000]  以致在教會去牧養他們的時候
[00:11:42.000 --> 00:11:46.000]  有時也會比較低調地去做
[00:11:46.000 --> 00:11:51.000]  很難說很高調,我們教會單親事工很興旺,很多人
[00:11:51.000 --> 00:11:56.000]  好像不是一件很光彩的事
[00:11:56.000 --> 00:12:01.000]  所以這是教會會出現的現象
[00:12:01.000 --> 00:12:07.000]  其實無論是輔導員或教會群體
[00:12:07.000 --> 00:12:12.000]  有時也會有家庭危機很大需要的
[00:12:12.000 --> 00:12:16.000]  我們也未必能夠接觸到
[00:12:16.000 --> 00:12:19.000]  這件事我們也可以去想想
[00:12:19.000 --> 00:12:22.000]  會不會教會有些時候
[00:12:22.000 --> 00:12:29.000]  因為間接認識一些未信主或家庭有家暴
[00:12:29.000 --> 00:12:33.000]  例如這宗新聞大家都很熟悉
[00:12:33.000 --> 00:12:37.000]  林林被虐待致死的個案
[00:12:37.000 --> 00:12:43.000]  即是有些人很隱蔽,爆了大鑊我們才知道
[00:12:43.000 --> 00:12:49.000]  所以在實際上家庭的危機是兵山一角
[00:12:49.000 --> 00:12:55.000]  我們能夠在輔導室在教會接觸到只不過是一部分
[00:12:55.000 --> 00:13:00.000]  如果加上這段時間政治上的震盪
[00:13:00.000 --> 00:13:04.000]  其實家庭的撕裂都很嚴重
[00:13:04.000 --> 00:13:07.000]  我都聽到一些很真實的個案
[00:13:07.000 --> 00:13:11.000]  一個三十多歲的姐妹
[00:13:11.000 --> 00:13:14.000]  因為和母親政見不同
[00:13:14.000 --> 00:13:17.000]  搬出家住
[00:13:17.000 --> 00:13:21.000]  而母親其實很需要女兒照顧
[00:13:21.000 --> 00:13:27.000]  但原來意見的差異都帶來這麼多張力
[00:13:27.000 --> 00:13:32.000]  你不要說再年輕一點的
[00:13:32.000 --> 00:13:35.000]  可能還有很多爭拗
[00:13:35.000 --> 00:13:40.000]  形成了家庭其實好像不能說話
[00:13:40.000 --> 00:13:42.000]  大家是很疏離的
[00:13:42.000 --> 00:13:47.000]  這個問題我們看了已經有幾個月
[00:13:47.000 --> 00:13:49.000]  然後再延伸下去
[00:13:49.000 --> 00:13:54.000]  未來的家庭問題會再浮面多一點
[00:13:54.000 --> 00:13:56.000]  其實會更加嚴重
[00:13:56.000 --> 00:13:59.000]  所以很想今天我們是一個平台
[00:13:59.000 --> 00:14:03.000]  大家可以從不同的角度一起討論
[00:14:03.000 --> 00:14:07.000]  時間關係,我講到這裡
[00:14:07.000 --> 00:14:11.000]  十分鐘,交給詹牧師
[00:14:11.000 --> 00:14:16.000]  我真的很佩服祥光老師
[00:14:16.000 --> 00:14:18.000]  他是不用稿的
[00:14:18.000 --> 00:14:20.000]  不過我一定要稿的
[00:14:20.000 --> 00:14:27.000]  我的題目是關於從一個牧養角度的分析
[00:14:27.000 --> 00:14:35.000]  時間不多,我只能夠從兩個角度去理解這個課題
[00:14:35.000 --> 00:14:38.000]  因為我是一個男人
[00:14:38.000 --> 00:14:43.000]  所以我用一個男性的角度去討論
[00:14:43.000 --> 00:14:47.000]  第二,我是一個做了多年的牧師
[00:14:47.000 --> 00:14:52.000]  也嘗試從一個教牧的角度去理解
[00:14:52.000 --> 00:14:57.000]  我剛剛才發現我們三位講者都是男人
[00:14:57.000 --> 00:15:02.000]  所以我們下次再想吧
[00:15:02.000 --> 00:15:04.000]  找一些姐妹
[00:15:04.000 --> 00:15:09.000]  在上世紀有一對孫教士夫婦在非洲
