
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:00:02.580 --> 00:00:16.120]   - Good afternoon.
[00:00:16.120 --> 00:00:21.080]   Honorable guests, speakers,
[00:00:21.080 --> 00:00:24.180]   CGST family, brothers and sisters.
[00:00:24.180 --> 00:00:26.720]   It is my pleasure to welcome everyone
[00:00:26.720 --> 00:00:31.720]   to the CGST Josephine Soh Culture and Ethics Lecture Week.
[00:00:31.720 --> 00:00:36.400]   The CGST Josephine Soh Culture and Ethics Lectures
[00:00:36.400 --> 00:00:39.920]   are sponsored by the Josephine Soh Foundation.
[00:00:39.920 --> 00:00:43.520]   Every two years, we invite overseas scholars
[00:00:43.520 --> 00:00:47.960]   and church leaders to speak on issues regarding Christianity,
[00:00:47.960 --> 00:00:52.760]   culture and ethics that are of concern to Chinese believers.
[00:00:52.760 --> 00:00:55.040]   This year, we have the honor and privilege
[00:00:55.040 --> 00:00:58.480]   in welcoming Dr. Christopher Wright,
[00:00:58.480 --> 00:01:01.960]   Global Ambassador and Ministry Director
[00:01:01.960 --> 00:01:04.600]   of the Land-Game Partnership.
[00:01:04.600 --> 00:01:06.480]   He will be our keynote speaker
[00:01:06.480 --> 00:01:09.040]   for all four sessions of the lectures.
[00:01:09.040 --> 00:01:12.440]   We are grateful that Dr. Wright is present in person
[00:01:12.440 --> 00:01:14.900]   to speak to us, which we know
[00:01:14.900 --> 00:01:17.840]   is no longer given during COVID times.
[00:01:17.840 --> 00:01:22.120]   The theme for his lecture this week is "Written for Us,
[00:01:22.120 --> 00:01:26.120]   "The Old Testament as Christian Scripture."
[00:01:26.120 --> 00:01:28.600]   In this afternoon's first lecture,
[00:01:28.600 --> 00:01:32.280]   Dr. Wright will talk about the Old Testament
[00:01:32.280 --> 00:01:34.360]   and Christian identity.
[00:01:34.360 --> 00:01:36.200]   Who are we?
[00:01:36.200 --> 00:01:40.400]   After his speech, I will introduce our two correspondents
[00:01:40.400 --> 00:01:45.200]   who will give their responses, followed by time for Q&A.
[00:01:45.200 --> 00:01:49.320]   Now, please join us in welcoming Dr. Christopher Wright.
[00:01:49.320 --> 00:01:52.480]   (audience applauding)
[00:01:52.480 --> 00:01:58.640]   - Thank you.
[00:01:58.640 --> 00:02:00.360]   Thank you.
[00:02:00.360 --> 00:02:02.920]   Thank you so much, Professor Lee, for your welcome
[00:02:02.920 --> 00:02:05.680]   and to CGST for having me back.
[00:02:05.680 --> 00:02:07.800]   It's lovely to be here again.
[00:02:07.800 --> 00:02:10.440]   I remember standing at this podium several times
[00:02:10.440 --> 00:02:13.760]   in the past and enjoying both some teaching
[00:02:13.760 --> 00:02:15.640]   and some lecturing over the years.
[00:02:15.640 --> 00:02:18.560]   So it's good to be back and back in Hong Kong
[00:02:18.560 --> 00:02:21.560]   and grateful to God that things have made it possible
[00:02:21.560 --> 00:02:22.800]   these days to do so.
[00:02:22.800 --> 00:02:27.880]   It is, of course, an honor as well to bring you greetings
[00:02:27.880 --> 00:02:31.160]   from my home city of London, where I live.
[00:02:31.160 --> 00:02:34.520]   That's London, England, not Ontario, London, England.
[00:02:34.520 --> 00:02:37.320]   And from my church, All Souls Church, Langham Place,
[00:02:37.320 --> 00:02:40.560]   from which the Langham Foundation here in Hong Kong
[00:02:40.560 --> 00:02:42.120]   gets the name, not from the hotel
[00:02:42.120 --> 00:02:43.840]   or from any shopping center,
[00:02:43.840 --> 00:02:47.360]   but from just the place where John Stott's church
[00:02:47.360 --> 00:02:50.080]   still is, All Souls Church, Langham Place.
[00:02:50.080 --> 00:02:52.320]   And so that's who I also represent
[00:02:52.320 --> 00:02:54.560]   and bring you greetings from them.
[00:02:54.560 --> 00:02:56.880]   And it is, of course, also a great honor
[00:02:56.880 --> 00:02:59.160]   to be invited to give these lectures,
[00:02:59.160 --> 00:03:01.280]   the Josephine Soh Lectures.
[00:03:01.280 --> 00:03:04.320]   And Simon Chung was giving me a little bit of background
[00:03:04.320 --> 00:03:07.680]   as to who she was and how influential she was
[00:03:07.680 --> 00:03:10.160]   and as the founder of the Breakthrough Center as well,
[00:03:10.160 --> 00:03:13.080]   where I've also had the privilege of staying
[00:03:13.080 --> 00:03:15.280]   several times in past years.
[00:03:16.680 --> 00:03:19.160]   So here we are then, as Professor Lee said,
[00:03:19.160 --> 00:03:21.200]   with the title written for us,
[00:03:21.200 --> 00:03:23.320]   The Old Testament as Christian Scripture.
[00:03:23.320 --> 00:03:26.280]   And some of you will know that that's my own field,
[00:03:26.280 --> 00:03:29.120]   is Old Testament studies, and particularly
[00:03:29.120 --> 00:03:32.000]   in their relevance to Christian ethics and mission.
[00:03:32.000 --> 00:03:35.920]   So I'm going to be reading my lecture
[00:03:35.920 --> 00:03:37.320]   because I find that's the best way
[00:03:37.320 --> 00:03:41.440]   that I can make sure I keep on topic and roughly on time,
[00:03:41.440 --> 00:03:45.120]   and also so that my very esteemed responders
[00:03:45.120 --> 00:03:48.200]   won't hear anything different from what they've already read,
[00:03:48.200 --> 00:03:51.160]   which I'm sure is to their relief.
[00:03:51.160 --> 00:03:53.160]   So here is our first title,
[00:03:53.160 --> 00:03:57.400]   The Old Testament and Christian Identity, Who Are We?
[00:03:57.400 --> 00:04:00.920]   You see, the problem is that it's sadly true these days
[00:04:00.920 --> 00:04:02.720]   that many Christian believers wonder
[00:04:02.720 --> 00:04:06.720]   whether the Old Testament is really relevant to themselves.
[00:04:06.720 --> 00:04:10.280]   Or even if they accept that the Old Testament
[00:04:10.280 --> 00:04:13.160]   is part of the Bible and they ought to take it seriously,
[00:04:13.160 --> 00:04:15.640]   they struggle with how it relates
[00:04:15.640 --> 00:04:20.280]   to what they think of as their Christian faith.
[00:04:20.280 --> 00:04:22.520]   Is the Old Testament really compatible
[00:04:22.520 --> 00:04:25.080]   with Christianity, they think?
[00:04:25.080 --> 00:04:27.880]   Which is not only sad, but also deeply ironic,
[00:04:27.880 --> 00:04:29.960]   because putting the question that way round
[00:04:29.960 --> 00:04:32.800]   is the diametric opposite to the problem
[00:04:32.800 --> 00:04:36.560]   that was faced by the earliest followers of Jesus.
[00:04:36.560 --> 00:04:38.240]   You see, their question was not,
[00:04:38.240 --> 00:04:39.720]   as it is for so many today,
[00:04:39.720 --> 00:04:42.840]   is the Old Testament compatible with Christianity,
[00:04:42.840 --> 00:04:45.720]   rather they wrestled with the reverse question
[00:04:45.720 --> 00:04:47.240]   in their faith and their claims,
[00:04:47.240 --> 00:04:50.960]   namely, is the Christian church that we have formed,
[00:04:50.960 --> 00:04:54.080]   is it compatible with the scriptures?
[00:04:54.080 --> 00:04:57.320]   That is to say, they did not judge the scriptures,
[00:04:57.320 --> 00:04:59.920]   the authoritative word of God that they had
[00:04:59.920 --> 00:05:02.080]   in what we now call the Old Testament
[00:05:02.080 --> 00:05:05.000]   in the light of the Christian faith, but the reverse.
[00:05:05.000 --> 00:05:07.720]   They evaluated their Christian claims
