
[00:00:00.000 --> 00:00:02.000]  (MC)
[00:00:02.000 --> 00:00:06.000]  好多謝兩位回應的講員
[00:00:06.000 --> 00:00:08.000]  給他們十分鐘的時間
[00:00:08.000 --> 00:00:10.000]  一個是講了兩個層面
[00:00:10.000 --> 00:00:13.000]  然後另一個是先有五分鐘的導讀
[00:00:13.000 --> 00:00:18.000]  然後再給一些很大的問題給余牧師去回應
[00:00:18.000 --> 00:00:24.000]  多謝雷牧師幫助我們進入到下一個環節
[00:00:24.000 --> 00:00:26.000]  就是這個答問的環節
[00:00:26.000 --> 00:00:28.000]  即是Q&A的時間
[00:00:28.000 --> 00:00:33.000]  我們先請余牧師再一次上台
[00:00:33.000 --> 00:00:36.000]  我們這個答問環節是給機會弟兄姊妹
[00:00:36.000 --> 00:00:38.000]  如果你聽完之後有什麼問題
[00:00:38.000 --> 00:00:43.000]  你是很想和余牧師有些對話或者發問
[00:00:43.000 --> 00:00:45.000]  可以用這個時間
[00:00:45.000 --> 00:00:50.000]  因為我們都希望可以給多些機會弟兄姊妹發問
[00:00:50.000 --> 00:00:53.000]  所以我們有以下的安排
[00:00:53.000 --> 00:00:56.000]  我們會設置咪高峰在這裡
[00:00:56.000 --> 00:01:00.000]  如果在課室E和課室F
[00:01:00.000 --> 00:01:03.000]  在看我們講座的弟兄姊妹
[00:01:03.000 --> 00:01:05.000]  你有問題請你稍而欲步
[00:01:05.000 --> 00:01:09.000]  可以上到禮堂這裡發問
[00:01:09.000 --> 00:01:11.000]  我們希望是這樣
[00:01:11.000 --> 00:01:14.000]  每個人發問的時候盡量精簡
[00:01:14.000 --> 00:01:17.000]  一分鐘內將你的問題發問
[00:01:17.000 --> 00:01:19.000]  每個人都問一個問題
[00:01:19.000 --> 00:01:21.000]  因為我們有時收到問題
[00:01:21.000 --> 00:01:23.000]  一個問題裡面有三條細問題
[00:01:23.000 --> 00:01:25.000]  那就不要這樣了
[00:01:25.000 --> 00:01:27.000]  因為我們時間有限
[00:01:27.000 --> 00:01:32.000]  每位弟兄姊妹發問一條問題
[00:01:32.000 --> 00:01:34.000]  然後一分鐘內發問
[00:01:34.000 --> 00:01:36.000]  如果我們見多人的話
[00:01:36.000 --> 00:01:40.000]  我們會等三位弟兄姊妹一起發問完
[00:01:40.000 --> 00:01:43.000]  然後一次過等余牧師回答
[00:01:43.000 --> 00:01:47.000]  或許我們現在首先給一點時間
[00:01:47.000 --> 00:01:51.000]  余牧師回應剛才兩位的回應
[00:01:51.000 --> 00:01:54.000]  或者先講完他們的一些提問
[00:01:54.000 --> 00:02:11.000]  我或者先回應
[00:02:11.000 --> 00:02:15.000]  我經常都說他是Troublemaker
[00:02:15.000 --> 00:02:19.000]  他經常都給我很多麻煩
[00:02:19.000 --> 00:02:22.000]  這個雷敬業
[00:02:22.000 --> 00:02:24.000]  問這些問題
[00:02:24.000 --> 00:02:26.000]  好像沒得回答的問題
[00:02:26.000 --> 00:02:33.000]  關於Dogmatic和Ethics之間的關係
[00:02:33.000 --> 00:02:35.000]  我非常認同
[00:02:35.000 --> 00:02:41.000]  如果我們能夠將三一的理論
[00:02:41.000 --> 00:02:44.000]  Being with and Being for
[00:02:44.000 --> 00:02:49.000]  裡面有的ethical implication帶出來的話
[00:02:49.000 --> 00:02:51.000]  那裡很厲害
[00:02:51.000 --> 00:02:56.000]  那裡直接講出我們應該怎樣做一個人
[00:02:56.000 --> 00:03:04.000]  我們應該怎樣用一個與他人同在
[00:03:04.000 --> 00:03:11.000]  並為他者同在這樣的生命形態來生活
[00:03:11.000 --> 00:03:14.000]  當然在一個這樣的講座
[00:03:14.000 --> 00:03:15.000]  一小時的講座
[00:03:15.000 --> 00:03:17.000]  我根本沒可能講太多
[00:03:17.000 --> 00:03:19.000]  你期望太高了
[00:03:19.000 --> 00:03:24.000]  不過接下來的問題的確是一個非常有趣
[00:03:24.000 --> 00:03:26.000]  非常尖銳的一個問題
[00:03:26.000 --> 00:03:28.000]  我必須要好好地回答
[00:03:28.000 --> 00:03:38.000]  其實我呼籲我們要彼此給予對方空間
[00:03:38.000 --> 00:03:44.000]  不單止是我們這裡的平民百姓
[00:03:44.000 --> 00:03:50.000]  我也同樣地呼籲北方
[00:03:50.000 --> 00:03:52.000]  要怎樣呢
[00:03:52.000 --> 00:03:56.000]  在三一論裡面學功課
[00:03:56.000 --> 00:04:00.000]  三一的上帝互給空間
[00:04:00.000 --> 00:04:02.000]  他不單止是這樣
[00:04:02.000 --> 00:04:06.000]  他比我們這些本來微不足道
[00:04:06.000 --> 00:04:10.000]  微到好像是無有的人
[00:04:10.000 --> 00:04:12.000]  給我們空間
[00:04:12.000 --> 00:04:15.000]  你說那些絕對的
[00:04:15.000 --> 00:04:17.000]  擁有權力的人
[00:04:17.000 --> 00:04:23.000]  是不是都應該在基督教的信仰那裡
[00:04:23.000 --> 00:04:25.000]  來學功課呢
[00:04:25.000 --> 00:04:27.000]  換句話來說
[00:04:27.000 --> 00:04:31.000]  就是給他者有空間
[00:04:31.000 --> 00:04:34.000]  聆聽他們的聲音
[00:04:34.000 --> 00:04:37.000]  給那些無聲者他們有聲音
[00:04:37.000 --> 00:04:41.000]  我覺得這個是重要的
[00:04:41.000 --> 00:04:46.000]  而我希望那些有權的人
[00:04:46.000 --> 00:04:50.000]  他就好像我們的上帝一樣
[00:04:50.000 --> 00:04:53.000]  他是為他者來開拓空間
[00:04:53.000 --> 00:04:58.000]  但是對於香港我們這些覺得我們沒聲音的人
[00:04:58.000 --> 00:05:00.000]  我們也要反省
[00:05:00.000 --> 00:05:04.000]  有些時候是不是我們
[00:05:04.000 --> 00:05:14.000]  基本上是不給任何跟我們意見相左的人
[00:05:14.000 --> 00:05:17.000]  我們有任何說話的機會呢
[00:05:17.000 --> 00:05:20.000]  我們靠著大聲公
[00:05:20.000 --> 00:05:23.000]  我們靠著人多勢眾
[00:05:23.000 --> 00:05:25.000]  發出來的強烈的響聲
[00:05:25.000 --> 00:05:30.000]  來蓋過一切想跟我們對話的人
[00:05:30.000 --> 00:05:33.000]  香港為什麼會搞成這樣呢
[00:05:33.000 --> 00:05:37.000]  這個就是正正就是我們失去了
[00:05:37.000 --> 00:05:41.000]  過往一直以來彼此的尊重
[00:05:41.000 --> 00:05:43.000]  我們一直以來我們生活了
[00:05:43.000 --> 00:05:44.000]  我坦白說
[00:05:44.000 --> 00:05:46.000]  我覺得我自己活在一個
[00:05:46.000 --> 00:05:49.000]  我根本不認識的一個地方
[00:05:49.000 --> 00:05:52.000]  我成長的地方不是這樣的
[00:05:52.000 --> 00:05:54.000]  為什麼會搞成這樣呢
[00:05:54.000 --> 00:05:58.000]  一定是當然兩方面都有責任的
[00:05:58.000 --> 00:06:03.000]  但是要改變形勢
[00:06:03.000 --> 00:06:06.000]  那些覺得自己受欺壓的人
[00:06:06.000 --> 00:06:10.000]  會不會都覺得自己需要走多一步呢
[00:06:10.000 --> 00:06:13.000]  當我們要求對方走多一步的時候
[00:06:13.000 --> 00:06:16.000]  我們自己都同樣地走多一步呢
[00:06:16.000 --> 00:06:24.000]  這個是我對小蕾的回應
[00:06:24.000 --> 00:06:29.000]  現在是大家可以自由發問的時間
[00:06:29.000 --> 00:06:40.000]  余牧師好
[00:06:40.000 --> 00:06:41.000]  我是台灣人
[00:06:41.000 --> 00:06:43.000]  所以不好意思用國語講
[00:06:43.000 --> 00:06:44.000]  我想要問一下
[00:06:44.000 --> 00:06:47.000]  余牧師剛剛提到比較多
[00:06:47.000 --> 00:06:52.000]  因為人的罪或自由意志造成的苦難
[00:06:52.000 --> 00:06:54.000]  所以人必須要承擔這個後果
[00:06:54.000 --> 00:06:57.000]  但是對於在大自然現象裡面
[00:06:57.000 --> 00:07:00.000]  比如說地震海嘯造成的苦難
[00:07:00.000 --> 00:07:02.000]  大家要怎麼樣來看待
[00:07:02.000 --> 00:07:03.000]  謝謝
[00:07:03.000 --> 00:07:11.000]  我這是從聖經裡面
[00:07:11.000 --> 00:07:14.000]  我們知道
[00:07:14.000 --> 00:07:19.000]  罪從一人進到這個世界
[00:07:19.000 --> 00:07:27.000]  這個世界也因此浮在虛空的細粒的底下
[00:07:27.000 --> 00:07:32.000]  我們的存在不是好像是
[00:07:32.000 --> 00:07:35.000]  現代的個人主義
[00:07:35.000 --> 00:07:39.000]  就是阿當做事叫阿當去擔當
[00:07:39.000 --> 00:07:41.000]  一人做事一人當
[00:07:41.000 --> 00:07:43.000]  就是怎麼樣
[00:07:43.000 --> 00:07:48.000]  這個人也可以說是代表人類的
[00:07:48.000 --> 00:07:52.000]  怎麼樣的一個人他做事
[00:07:52.000 --> 00:07:59.000]  整個受造的這個世界都受到了影響
[00:07:59.000 --> 00:08:02.000]  也就是說整個受造的世界
[00:08:02.000 --> 00:08:06.000]  也在抗拒上帝
[00:08:06.000 --> 00:08:16.000]  活在一個自發自主的狀態當中
[00:08:16.000 --> 00:08:20.000]  我們脫離了上帝的教館
[00:08:20.000 --> 00:08:25.000]  然後我們就走上了屈上虛無之路
[00:08:25.000 --> 00:08:27.000]  如果你聽得懂我的普通話的話
[00:08:27.000 --> 00:08:34.000]  其實他會聽廣東話
[00:08:34.000 --> 00:08:38.000]  那你為什麼要用國語來問我呢
[00:08:38.000 --> 00:08:44.000]  你令到我剛才冒汗了
[00:08:44.000 --> 00:08:52.000]  還有沒有大英姐妹
[00:08:52.000 --> 00:08:57.000]  自由的去到麥前面是發問的
[00:08:57.000 --> 00:08:59.000]  可以
[00:08:59.000 --> 00:09:17.000]  余牧師就像你說的那些東西
[00:09:17.000 --> 00:09:19.000]  我想我們可能要慢慢消化
[00:09:19.000 --> 00:09:21.000]  看了一個premises
[00:09:21.000 --> 00:09:23.000]  然後才明白
[00:09:23.000 --> 00:09:25.000]  我也要慢慢看
[00:09:25.000 --> 00:09:27.000]  我只想問一問
[00:09:27.000 --> 00:09:29.000]  如果在你的體系裡
[00:09:29.000 --> 00:09:31.000]  你對罪的看法
[00:09:31.000 --> 00:09:33.000]  罪的積極意義在哪裡
[00:09:33.000 --> 00:09:41.000]  如果要說罪的積極意義
[00:09:41.000 --> 00:09:43.000]  你就要問到
[00:09:43.000 --> 00:09:46.000]  為什麼罪有可能會發生
[00:09:46.000 --> 00:09:49.000]  如果上帝不要罪出現的話
[00:09:49.000 --> 00:09:52.000]  罪根本沒有可能會發生
[00:09:52.000 --> 00:09:54.000]  罪為什麼會發生呢
[00:09:54.000 --> 00:09:56.000]  罪基本上就是因為
[00:09:56.000 --> 00:10:00.000]  上帝給人有他的自由
[00:10:00.000 --> 00:10:02.000]  有自由就是有自由
[00:10:02.000 --> 00:10:06.000]  有自由就可以運用這個自由
[00:10:06.000 --> 00:10:10.000]  來否定上帝所創造的
[00:10:10.000 --> 00:10:11.000]  否定上帝
[00:10:11.000 --> 00:10:12.000]  否定上帝所創造
[00:10:12.000 --> 00:10:15.000]  甚至否定他自己
[00:10:15.000 --> 00:10:17.000]  我記得年輕的時候
[00:10:17.000 --> 00:10:20.000]  看Dostoevsky的一本小說
[00:10:20.000 --> 00:10:21.000]  The Possessed
[00:10:21.000 --> 00:10:24.000]  其中一個角色Kirillov
[00:10:24.000 --> 00:10:27.000]  他要證明他自己有自由
[00:10:27.000 --> 00:10:29.000]  我怎樣才能夠終極地
[00:10:29.000 --> 00:10:30.000]  最真實地
[00:10:30.000 --> 00:10:32.000]  最確切地
[00:10:32.000 --> 00:10:34.000]  證明我自己有自由
[00:10:34.000 --> 00:10:35.000]  就是用我的自由
[00:10:35.000 --> 00:10:37.000]  去銷毀我的自由
[00:10:37.000 --> 00:10:40.000]  就是將自己自毀
[00:10:40.000 --> 00:10:42.000]  罪的出現
[00:10:42.000 --> 00:10:44.000]  其實是表明
