
[00:00:00.000 --> 00:00:24.000]  謝謝觀看,下次見!
[00:00:24.000 --> 00:00:34.000]  詞曲:黃韻玲
[00:00:34.000 --> 00:00:44.000]  編曲:黃韻玲
[00:00:44.000 --> 00:00:54.000]  演唱:黃韻玲
[00:00:54.000 --> 00:01:04.000]  編曲:黃韻玲
[00:01:04.000 --> 00:01:14.000]  演唱:黃韻玲
[00:01:14.000 --> 00:01:24.000]  編曲:黃韻玲
[00:01:24.000 --> 00:01:34.000]  演唱:黃韻玲
[00:01:34.000 --> 00:01:44.000]  演唱:黃韻玲
[00:01:44.000 --> 00:02:04.000]  編曲:黃韻玲
[00:02:04.000 --> 00:02:14.000]  演唱:黃韻玲
[00:02:14.000 --> 00:02:34.000]  演唱:黃韻玲
[00:02:34.000 --> 00:02:44.000]  編曲:黃韻玲
[00:02:44.000 --> 00:02:54.000]  演唱:黃韻玲
[00:02:54.000 --> 00:03:04.000]  演唱:黃韻玲
[00:03:04.000 --> 00:03:24.000]  演唱:黃韻玲
[00:03:24.000 --> 00:03:34.000]  編曲:黃韻玲
[00:03:34.000 --> 00:03:44.000]  演唱:黃韻玲
[00:03:44.000 --> 00:03:54.000]  演唱:黃韻玲
[00:03:54.000 --> 00:04:14.000]  演唱:黃韻玲
[00:04:14.000 --> 00:04:24.000]  演唱:黃韻玲
[00:04:24.000 --> 00:04:44.000]  演唱:黃韻玲
[00:04:44.000 --> 00:04:54.000]  編曲:黃韻玲
[00:04:54.000 --> 00:05:04.000]  演唱:黃韻玲
[00:05:04.000 --> 00:05:14.000]  演唱:黃韻玲
[00:05:14.000 --> 00:05:34.000]  演唱:黃韻玲
[00:05:34.000 --> 00:05:44.000]  編曲:黃韻玲
[00:05:44.000 --> 00:05:54.000]  演唱:黃韻玲
[00:05:54.000 --> 00:06:04.000]  演唱:黃韻玲
[00:06:04.000 --> 00:06:24.000]  演唱:黃韻玲
[00:06:24.000 --> 00:06:34.000]  演唱:黃韻玲
[00:06:34.000 --> 00:06:54.000]  演唱:黃韻玲
[00:06:54.000 --> 00:07:04.000]  編曲:黃韻玲
[00:07:04.000 --> 00:07:14.000]  演唱:黃韻玲
[00:07:14.000 --> 00:07:24.000]  演唱:黃韻玲
[00:07:24.000 --> 00:07:44.000]  演唱:黃韻玲
[00:07:44.000 --> 00:07:54.000]  演唱:黃韻玲
[00:07:54.000 --> 00:08:14.000]  演唱:黃韻玲
[00:08:14.000 --> 00:08:24.000]  演唱:黃韻玲
[00:08:24.000 --> 00:08:44.000]  演唱:黃韻玲
[00:08:44.000 --> 00:08:54.000]  演唱:黃韻玲
[00:08:54.000 --> 00:09:14.000]  演唱:黃韻玲
[00:09:14.000 --> 00:09:24.000]  演唱:黃韻玲
[00:09:24.000 --> 00:09:34.000]  演唱:黃韻玲
[00:09:34.000 --> 00:09:44.000]  演唱:黃韻玲
[00:09:44.000 --> 00:09:54.000]  演唱:黃韻玲
[00:09:54.000 --> 00:10:04.000]  演唱:黃韻玲
[00:10:04.000 --> 00:10:24.000]  演唱:黃韻玲
[00:10:24.000 --> 00:10:34.000]  演唱:黃韻玲
[00:10:34.000 --> 00:10:44.000]  演唱:黃韻玲
[00:10:44.000 --> 00:10:54.000]  演唱:黃韻玲
[00:10:54.000 --> 00:11:04.000]  演唱:黃韻玲
[00:11:04.000 --> 00:11:14.000]  演唱:黃韻玲
[00:11:14.000 --> 00:11:24.000]  演唱:黃韻玲
[00:11:24.000 --> 00:11:34.000]  演唱:黃韻玲
[00:11:34.000 --> 00:11:44.000]  演唱:黃韻玲
[00:11:44.000 --> 00:11:54.000]  演唱:黃韻玲
[00:11:54.000 --> 00:12:04.000]  演唱:黃韻玲
[00:12:04.000 --> 00:12:14.000]  演唱:黃韻玲
[00:12:14.000 --> 00:12:24.000]  演唱:黃韻玲
