
[00:00:00.000 --> 00:00:10.320]  我們開始了,今天歡迎大家來到中國神學研究院
[00:00:10.320 --> 00:00:19.080]  神學教育導向日,今天我們的課程是網上基督教研究盟朋友的課程
[00:00:19.080 --> 00:00:24.480]  首先歡迎大家,因為我知道除了香港的弟兄姊妹之外
[00:00:24.480 --> 00:00:29.400]  也有不同市區的弟兄姊妹,有美加來自
[00:00:29.400 --> 00:00:35.240]  應該也是屬於晚上的時間,我看到有人報名,英國、歐洲的市區也有
[00:00:35.240 --> 00:00:41.120]  應該是很深夜的時間,也可以在聊天室上打聲招呼
[00:00:41.120 --> 00:00:48.720]  跟大家打個招呼,告訴大家你在哪裡,然後告訴大家現在幾點鐘
[00:00:48.720 --> 00:00:54.320]  我們歡迎大家,我們今天開始介紹自己
[00:00:54.320 --> 00:00:59.640]  我是Alex,楊嘉強,中國神學研究院的數學學習及研究主任
[00:00:59.640 --> 00:01:07.960]  我們今天就用一個小時的時間來講一下課程
[00:01:07.960 --> 00:01:14.520]  我們的流程是這樣的,我們介紹了開始之後
[00:01:14.520 --> 00:01:18.560]  我們首先會進入一個訊息的分享
[00:01:18.560 --> 00:01:24.720]  朱老師、李色青博士會跟我們分享一個訊息,就是進入照明之旅
[00:01:24.720 --> 00:01:30.840]  然後我們會用時間介紹一下課程的內容
[00:01:30.840 --> 00:01:39.280]  E-DeepCS課程的內容、特色、上課是怎樣的
[00:01:39.280 --> 00:01:43.240]  資格和上課的情況是怎樣的
[00:01:43.240 --> 00:01:48.600]  然後我們會剪一段短短的十多分鐘的片段
[00:01:48.600 --> 00:01:54.000]  讓大家體驗一下,究竟在這個課程上課的時候
[00:01:54.000 --> 00:01:55.600]  會是怎樣上課的呢?
[00:01:55.600 --> 00:01:59.640]  我們會拿一段使命與協作的課程
[00:01:59.640 --> 00:02:04.160]  讓大家一起體驗一下這個課程
[00:02:04.160 --> 00:02:07.080]  然後我們會有十多分鐘的時間
[00:02:07.080 --> 00:02:09.960]  聽的時候應該也會有很多問題
[00:02:09.960 --> 00:02:15.480]  我們會用這些時間來做一些諮詢和答問的時間
[00:02:15.480 --> 00:02:22.600]  我可以介紹一下,因為今天除了各位參與之外
[00:02:22.600 --> 00:02:26.080]  也有忠臣的老師、同工在中間
[00:02:26.080 --> 00:02:30.480]  張曉聰博士和李色青博士也在我們中間
[00:02:30.480 --> 00:02:34.080]  並且我們也有一些其他部門的同工在裡面
[00:02:34.080 --> 00:02:39.520]  所以如果大家有任何的問題想去發問
[00:02:39.520 --> 00:02:40.400]  或者跟進的話
[00:02:40.400 --> 00:02:43.480]  首先我已經放了這個網站
[00:02:43.480 --> 00:02:44.840]  onlinequestion.org
[00:02:44.840 --> 00:02:46.400]  你進去的時候
[00:02:46.400 --> 00:02:48.360]  它會問你一個event number
[00:02:48.360 --> 00:02:51.040]  你只要打3161010
[00:02:51.040 --> 00:02:53.200]  約翰福音三章十節
[00:02:53.200 --> 00:02:54.360]  約翰福音十章十節
[00:02:54.360 --> 00:02:57.720]  你就會進到這個問題裡面
[00:02:57.720 --> 00:03:00.120]  來提出你的問題
[00:03:00.120 --> 00:03:03.240]  你也會發現有些問題你可能也想問
[00:03:03.240 --> 00:03:05.640]  但是有些頂節目可能已經問了
[00:03:05.640 --> 00:03:08.920]  你就可以去like它
[00:03:08.920 --> 00:03:11.320]  越多人想問這個問題
[00:03:11.320 --> 00:03:13.200]  我們就會放得越高
[00:03:13.200 --> 00:03:17.120]  所以我們待會就會有這些答問題的時間
[00:03:17.120 --> 00:03:19.440]  事不宜遲
[00:03:19.440 --> 00:03:22.720]  我們馬上進入今天的內容
[00:03:22.720 --> 00:03:27.840]  首先我們會有Gin老師為我們分享一段訊息
[00:03:27.840 --> 00:03:31.120]  題目就是進入趙明之旅
[00:03:31.120 --> 00:03:36.000]  我們可以聽聽老師有什麼跟我們分享
[00:03:36.000 --> 00:03:43.600]  大家好
[00:03:43.600 --> 00:03:45.880]  我記得我年輕的時候
[00:03:45.880 --> 00:03:47.800]  在教會團契裡
[00:03:47.800 --> 00:03:49.800]  經常會唱一首詩歌
[00:03:49.800 --> 00:03:52.760]  那首詩歌是青年聖歌裡的一首歌
[00:03:52.760 --> 00:03:56.000]  叫做《主令我何往必去》
[00:03:56.000 --> 00:03:57.720]  當時我就想
[00:03:57.720 --> 00:04:01.240]  一個認真而且不斷成長的基督徒
[00:04:01.240 --> 00:04:04.360]  其實始終有一天會獻身
[00:04:04.360 --> 00:04:08.200]  我們也會唱《主令我何往必去》
[00:04:08.200 --> 00:04:10.040]  因為我們每一天
[00:04:10.040 --> 00:04:11.880]  每個星期
[00:04:11.880 --> 00:04:14.600]  我們都在唱這些詩歌
[00:04:14.600 --> 00:04:18.120]  如果我們唱的跟我們心裡的一致的話
[00:04:18.120 --> 00:04:21.080]  我們就一定會走到一步
[00:04:21.080 --> 00:04:25.400]  就是將自己全然地放在耶穌基督的手裡
[00:04:25.400 --> 00:04:28.040]  不過當時我有點不明白
[00:04:28.040 --> 00:04:29.760]  也有點害怕
[00:04:29.760 --> 00:04:32.080]  因為傳統上有一個觀念
[00:04:32.080 --> 00:04:34.920]  就是如果我獻身去服侍上帝
[00:04:34.920 --> 00:04:37.360]  祂就一定會帶領我
[00:04:37.360 --> 00:04:39.880]  帶領我去一些我最不想去的地方
[00:04:39.880 --> 00:04:41.880]  一定是非洲的
[00:04:41.880 --> 00:04:43.840]  問題就是
[00:04:43.840 --> 00:04:45.360]  跟我一起的弟兄姊妹
[00:04:45.360 --> 00:04:49.360]  他們當時很多都信了主很多年
[00:04:49.360 --> 00:04:52.640]  為什麼還有這麼多人坐在那裡
[00:04:52.640 --> 00:04:56.880]  不是全部都應該去非洲的呢?
[00:04:56.880 --> 00:04:58.480]  當時我不知道
[00:04:58.480 --> 00:05:01.960]  原來傳言、毀身、被主帶領
[00:05:01.960 --> 00:05:04.920]  是包括一切的可能性的
[00:05:04.920 --> 00:05:07.800]  至於所謂的一切
[00:05:07.800 --> 00:05:09.520]  我們的以為
[00:05:09.520 --> 00:05:13.400]  都要暫時放在一邊
[00:05:13.400 --> 00:05:16.200]  因為傳言放手去跟隨主
[00:05:16.200 --> 00:05:20.040]  就等於像揭開全新的一頁一樣
[00:05:20.040 --> 00:05:22.320]  可以出現任何的可能性
[00:05:22.320 --> 00:05:24.120]  就是上帝在說了算
[00:05:24.120 --> 00:05:25.640]  可以是木曜
[00:05:25.640 --> 00:05:27.680]  可以是做任何的職業
[00:05:27.680 --> 00:05:29.640]  重點就是怎樣去尋求
[00:05:29.640 --> 00:05:32.000]  跟隨上帝的心意
[00:05:32.000 --> 00:05:35.400]  所以究竟「召命」是什麼呢?
[00:05:35.400 --> 00:05:36.960]  我記得我的老師
[00:05:36.960 --> 00:05:38.640]  楊錫昌牧師楊醫
[00:05:38.640 --> 00:05:40.400]  他是這樣說的
[00:05:40.400 --> 00:05:43.000]  他說上帝向人發出呼召
[00:05:43.000 --> 00:05:45.400]  以生命去回應
[00:05:45.400 --> 00:05:47.840]  這個就是召命了
[00:05:47.840 --> 00:05:50.120]  召命有時候我們想得很嚴重
[00:05:50.120 --> 00:05:52.120]  我們以為很大
[00:05:52.120 --> 00:05:53.800]  其實上帝呼召人
[00:05:53.800 --> 00:05:55.320]  沒有什麼神奇的
[00:05:55.320 --> 00:05:57.200]  祂是不斷地
[00:05:57.200 --> 00:06:00.040]  向所有願意回應祂的人
[00:06:00.040 --> 00:06:02.320]  發出這個邀請
[00:06:02.320 --> 00:06:06.200]  呼喚我們進入召命之旅
[00:06:06.200 --> 00:06:07.960]  說到什麼是召命呢?
[00:06:07.960 --> 00:06:12.200]  我發現召命有幾個不同的角度
[00:06:12.200 --> 00:06:14.520]  首先是內在的生命
[00:06:14.520 --> 00:06:15.880]  我們的Being
[00:06:15.880 --> 00:06:17.280]  作主的門徒
[00:06:17.280 --> 00:06:19.280]  信復和毀身
[00:06:19.280 --> 00:06:20.560]  其實每一個基督徒
[00:06:20.560 --> 00:06:23.040]  都有一個基本的呼召
[00:06:23.040 --> 00:06:24.480]  就是回應主耶穌
[00:06:24.480 --> 00:06:27.280]  在十字架上完成的工作
[00:06:27.280 --> 00:06:29.280]  悔改、相信祂
[00:06:29.280 --> 00:06:30.720]  做神的兒女
[00:06:30.720 --> 00:06:33.320]  這是一生之久的
[00:06:33.320 --> 00:06:35.320]  一個生命的呼召
[00:06:35.320 --> 00:06:36.960]  是一個身份的呼召
[00:06:36.960 --> 00:06:40.160]  是要我們回歸上帝的裡面
[00:06:40.160 --> 00:06:41.680]  信復神的帶領
[00:06:41.680 --> 00:06:43.680]  其實都是一生的功課
[00:06:43.680 --> 00:06:45.080]  我們也學不完
[00:06:45.080 --> 00:06:46.400]  但我們知道
[00:06:46.400 --> 00:06:48.640]  主耶穌的呼召是很清楚的
[00:06:48.640 --> 00:06:49.920]  祂叫我們每一個人
[00:06:49.920 --> 00:06:51.680]  都背起我們的十字架
[00:06:51.680 --> 00:06:53.160]  來跟隨祂
[00:06:53.160 --> 00:06:54.560]  這是很激烈
[00:06:54.560 --> 00:06:56.560]  也是最基本的呼召
[00:06:56.560 --> 00:06:58.080]  第二樣東西
[00:06:58.080 --> 00:07:00.080]  就是我們呼召
[00:07:00.080 --> 00:07:02.080]  有外在的行動
[00:07:02.080 --> 00:07:03.280]  即是Doing
[00:07:03.280 --> 00:07:04.680]  一個崗位角色
[00:07:04.680 --> 00:07:06.680]  一個工作職份
[00:07:06.680 --> 00:07:08.960]  我們不單止因為信主
[00:07:08.960 --> 00:07:10.120]  我們的生命改變
[00:07:10.120 --> 00:07:11.880]  而我們的生命改變
[00:07:11.880 --> 00:07:13.880]  更加是牽動
[00:07:13.880 --> 00:07:17.000]  一個行動來回應主
[00:07:17.000 --> 00:07:19.320]  我們就是這樣被主呼召
[00:07:19.320 --> 00:07:22.600]  然後差遣到不同的崗位上
[00:07:22.600 --> 00:07:24.000]  帶著使命
[00:07:24.000 --> 00:07:26.560]  在祂安放我們的位置上
[00:07:26.560 --> 00:07:29.360]  來發揮我們的才幹能力
[00:07:29.360 --> 00:07:31.360]  去實踐我們的使命
[00:07:31.360 --> 00:07:33.600]  我們發揮因此的位置
[00:07:33.600 --> 00:07:34.880]  可以在堂會
[00:07:34.880 --> 00:07:35.880]  可以在社會
[00:07:35.880 --> 00:07:37.320]  可以在我們的職場
[00:07:37.320 --> 00:07:38.720]  可以在我們的家庭
[00:07:38.720 --> 00:07:41.120]  可以在所有生活範疇
[00:07:41.120 --> 00:07:42.440]  不同的位置
