
[00:00:00.000 --> 00:00:02.880]  代表中國神學研究院
[00:00:02.880 --> 00:00:03.880]  問候大家
[00:00:03.880 --> 00:00:07.080]  有人說我們平時生活
[00:00:07.080 --> 00:00:09.840]  大概花5%的時間
[00:00:09.840 --> 00:00:11.280]  就是上教會
[00:00:11.280 --> 00:00:15.280]  有人說我們平常是花了5%的時間
[00:00:15.280 --> 00:00:16.080]  回教會
[00:00:16.080 --> 00:00:18.800]  45%的時間就在家庭
[00:00:18.800 --> 00:00:20.800]  消遣和其他事情上
[00:00:20.800 --> 00:00:25.040]  45%就在家庭或者一些
[00:00:25.040 --> 00:00:26.800]  消遣的事情上
[00:00:26.800 --> 00:00:28.480]  而大部分的時間
[00:00:28.480 --> 00:00:30.080]  起碼一半的時間
[00:00:30.080 --> 00:00:31.680]  其實是花在我們的職場
[00:00:31.680 --> 00:00:32.680]  我們的工作間
[00:00:32.680 --> 00:00:33.800]  或者上學
[00:00:33.800 --> 00:00:35.400]  照顧家庭等等
[00:00:35.400 --> 00:00:38.400]  而有50%或者以上
[00:00:38.400 --> 00:00:40.680]  是花在我們的工作
[00:00:40.680 --> 00:00:41.400]  我們的職場
[00:00:41.400 --> 00:00:43.400]  或者照顧家庭等等
[00:00:43.400 --> 00:00:46.800]  剛才很感謝主席的介紹
[00:00:46.800 --> 00:00:48.800]  謝謝主席的介紹
[00:00:48.800 --> 00:00:50.200]  年輕的時候
[00:00:50.200 --> 00:00:52.200]  我的本科是讀會計的
[00:00:52.200 --> 00:00:54.880]  年輕的時候我的本科是念會計
[00:00:54.880 --> 00:00:56.080]  第一份工作
[00:00:56.080 --> 00:00:57.680]  我就在北美多倫多
[00:00:57.680 --> 00:00:58.680]  Downtown那裡
[00:00:58.680 --> 00:01:01.280]  一間會計師事務所來工作
[00:01:01.280 --> 00:01:04.080]  第一份工作是在多倫多的
[00:01:04.080 --> 00:01:08.880]  Downtown一個會計師的事務所工作
[00:01:08.880 --> 00:01:11.680]  核數的工作是日以繼夜的
[00:01:11.680 --> 00:01:14.080]  核數的工作日以繼夜
[00:01:14.080 --> 00:01:15.880]  我最記得高峰期
[00:01:15.880 --> 00:01:17.080]  就是peak season
[00:01:17.080 --> 00:01:18.680]  我記得高峰期的時候
[00:01:18.680 --> 00:01:20.680]  早上冰天雪地
[00:01:20.680 --> 00:01:24.480]  天未亮就鑽到濕圍上上班
[00:01:24.480 --> 00:01:30.480]  早上冰天雪地就鑽進去地鐵
[00:01:30.480 --> 00:01:33.680]  然後下班天早已經黑了
[00:01:33.680 --> 00:01:35.880]  下班的時候天早已經黑了
[00:01:35.880 --> 00:01:37.880]  每年都有幾個月的日子
[00:01:37.880 --> 00:01:40.280]  是這種不見天日的日子
[00:01:40.280 --> 00:01:44.280]  每年有幾個月都是這種不見天日的生活
[00:01:44.280 --> 00:01:46.080]  不過就在同一個時期
[00:01:46.080 --> 00:01:48.880]  我就開始對信仰很有追求
[00:01:48.880 --> 00:01:50.080]  但是同一個時期
[00:01:50.080 --> 00:01:53.080]  我就對信仰有一個追求
[00:01:53.080 --> 00:01:55.080]  每個星期除了回教會
[00:01:55.080 --> 00:01:58.080]  還約了一班差不多年紀的弟兄姊妹
[00:01:58.080 --> 00:01:59.480]  我們會一起查經
[00:01:59.480 --> 00:02:00.880]  除了回教會以外
[00:02:00.880 --> 00:02:04.480]  我也約了一群弟兄姊妹一起來查經
[00:02:04.480 --> 00:02:06.080]  有些是在教會認識的
[00:02:06.080 --> 00:02:07.880]  但是有些是同事
[00:02:07.880 --> 00:02:09.680]  他們都回其他的教會
[00:02:09.680 --> 00:02:11.280]  有些是教會的弟兄姊妹
[00:02:11.280 --> 00:02:13.480]  有些是同事
[00:02:13.480 --> 00:02:15.480]  他們也回別的教會
[00:02:15.480 --> 00:02:17.680]  我們十個八個一起查經
[00:02:17.680 --> 00:02:20.680]  有時候就會做一些福音聖查經
[00:02:20.680 --> 00:02:23.080]  就帶一些同事去信主
[00:02:23.080 --> 00:02:25.480]  我們就十個八個就一起來查經
[00:02:25.480 --> 00:02:28.280]  有時候是做福音聖查經
[00:02:28.280 --> 00:02:32.080]  就邀請一些同事來帶他們信主
[00:02:32.080 --> 00:02:34.080]  不過那時我就是一個
[00:02:34.080 --> 00:02:37.080]  很多年後才解開的儀團
[00:02:37.080 --> 00:02:39.280]  但是當時我有一個儀團
[00:02:39.280 --> 00:02:41.080]  很多年後才解開
[00:02:41.080 --> 00:02:42.080]  我們每一日
[00:02:42.080 --> 00:02:43.880]  我們工作營營役役
[00:02:43.880 --> 00:02:45.280]  上班下班
[00:02:45.280 --> 00:02:47.080]  我們每天工作
[00:02:47.080 --> 00:02:49.080]  營營役役的
[00:02:49.080 --> 00:02:51.280]  有時候星期一睡醒覺
[00:02:51.280 --> 00:02:53.480]  睜大眼不想上班的感覺
[00:02:53.480 --> 00:02:54.480]  大家都試過了
[00:02:54.480 --> 00:02:55.480]  大家都試過了
[00:02:55.480 --> 00:02:57.480]  就是禮拜一睜開眼睛
[00:02:57.480 --> 00:03:00.080]  不想上班的那種情況
[00:03:00.080 --> 00:03:01.080]  記得我當時
[00:03:01.080 --> 00:03:03.080]  和一群弟兄姊妹查經的時候
[00:03:03.080 --> 00:03:05.880]  聖經裡面有一句話很觸動我們
[00:03:05.880 --> 00:03:07.080]  當時我們查經的時候
[00:03:07.080 --> 00:03:10.680]  跟弟兄姊妹有一句聖經的話
[00:03:10.680 --> 00:03:12.280]  非常的觸動我們
[00:03:12.280 --> 00:03:14.280]  就是約翰福音十章十節
[00:03:14.280 --> 00:03:15.080]  這裡說到
[00:03:15.080 --> 00:03:17.480]  我來了使要叫楊得生命
[00:03:17.480 --> 00:03:19.080]  並且得的更豐盛
[00:03:19.080 --> 00:03:21.080]  究竟什麼叫做豐盛呢?
[00:03:21.080 --> 00:03:23.080]  就是約翰福音十章十節
[00:03:23.080 --> 00:03:24.480]  到底什麼叫豐盛?
[00:03:24.480 --> 00:03:27.080]  通常報道會就會講這段經文
[00:03:27.080 --> 00:03:29.280]  通常報道會都講這段經文
[00:03:29.280 --> 00:03:30.680]  我覺得沒有理由
[00:03:30.680 --> 00:03:33.080]  只是哄人們來信耶穌才講的
[00:03:33.080 --> 00:03:35.080]  我覺得不會就是
[00:03:35.080 --> 00:03:38.680]  帶了人信耶穌才講這句話的
[00:03:38.680 --> 00:03:40.880]  但是牢牢碌碌當中
[00:03:40.880 --> 00:03:42.280]  什麼叫做豐盛呢?
[00:03:42.280 --> 00:03:43.680]  但是我們牢牢碌碌
[00:03:43.680 --> 00:03:45.080]  什麼叫豐盛呢?
[00:03:45.080 --> 00:03:50.480]  如果耶穌是我們教會群體的帶領者、掌權者
[00:03:50.480 --> 00:03:54.280]  如果耶穌是我們教會大群體的大牧者
[00:03:54.280 --> 00:03:56.680]  那麼祂想我們怎樣生活呢?
[00:03:56.680 --> 00:03:58.680]  祂想我們怎樣生活呢?
[00:03:58.680 --> 00:04:00.280]  你每一天的工作
[00:04:00.280 --> 00:04:02.280]  每一天的生活是怎樣的呢?
[00:04:02.280 --> 00:04:03.280]  你每一天的工作
[00:04:03.280 --> 00:04:04.880]  每一天的生活是怎樣的呢?
[00:04:04.880 --> 00:04:08.080]  我想最基本的就是我們回到聖經裡面
[00:04:08.080 --> 00:04:11.080]  究竟耶穌我們效法的對象
[00:04:11.080 --> 00:04:12.680]  祂每一天生活是怎樣的呢?
[00:04:12.680 --> 00:04:14.680]  我們要回到聖經裡面看看
[00:04:14.680 --> 00:04:16.480]  我們效法的對象耶穌
[00:04:16.480 --> 00:04:18.080]  祂到底每天是怎麼過的
[00:04:18.080 --> 00:04:19.880]  所以我選了一段經文
