
[00:00:00.000 --> 00:00:02.420]   (soft music)
[00:00:02.420 --> 00:00:15.900]   - Thank you very much for Dr. Wright's illuminating lecture.
[00:00:15.900 --> 00:00:18.260]   It rightly reminds us that Christian ethics
[00:00:18.260 --> 00:00:19.980]   is more than a set of do's and don'ts.
[00:00:19.980 --> 00:00:24.260]   It is indivisible from our identity and our purpose.
[00:00:24.260 --> 00:00:25.740]   Now it's time for respondents.
[00:00:25.740 --> 00:00:29.620]   Dr. Edwin Moon, lecturer in Old Testament
[00:00:29.620 --> 00:00:31.500]   from Chinese Mission Seminary,
[00:00:31.500 --> 00:00:33.620]   will be the first respondent.
[00:00:33.620 --> 00:00:35.620]   After that, Dr. Chun-Lun Wu,
[00:00:35.620 --> 00:00:39.100]   assistant professor in Biblical Studies from CJSC,
[00:00:39.100 --> 00:00:41.020]   will carry the conversation on.
[00:00:41.020 --> 00:00:42.220]   So Dr. Moon, please.
[00:00:42.220 --> 00:00:49.540]   (audience applauding)
[00:00:49.540 --> 00:00:56.140]   - Thank you, Dr. Wright,
[00:00:56.140 --> 00:00:59.360]   for coming over to Hong Kong to present us.
[00:00:59.360 --> 00:01:04.360]   With a series of stimulating and insightful lectures.
[00:01:04.360 --> 00:01:10.340]   And thank you, President Wong and CJST
[00:01:10.340 --> 00:01:11.660]   for inviting me to respond
[00:01:11.660 --> 00:01:13.940]   to Dr. Wright's lecture this afternoon.
[00:01:13.940 --> 00:01:20.020]   Dr. Wright is one of the pioneers on Christian ethics
[00:01:20.020 --> 00:01:24.940]   and a prolific writer on this subject matter,
[00:01:24.940 --> 00:01:27.360]   especially in the field of the Old Testament.
[00:01:28.660 --> 00:01:30.180]   Many of us are familiar with
[00:01:30.180 --> 00:01:34.020]   Dr. Wright's paradigmatic approach
[00:01:34.020 --> 00:01:38.780]   that links God, humanity, and the earth in a triangle
[00:01:38.780 --> 00:01:44.340]   and integrates Israel in the Old Testament
[00:01:44.340 --> 00:01:48.100]   and the church in the New Testament in a subtriangle,
[00:01:48.100 --> 00:01:52.640]   both typologically and eschatologically.
[00:01:52.640 --> 00:01:56.340]   I would like to acknowledge Dr. Wright's lecture
[00:01:56.340 --> 00:01:58.160]   in the following three aspects.
