
[00:00:00.000 --> 00:00:05.000]  我們同心一起低頭祈禱
[00:00:05.000 --> 00:00:18.000]  親愛的天父,我們眾同工,今朝來到您的面前一同聚集
[00:00:18.000 --> 00:00:24.000]  我們恭敬將我們自己都交在您的恩手當中
[00:00:24.000 --> 00:00:30.000]  我們求聖靈與我們同在,在今日我們的聚會裏面
[00:00:30.000 --> 00:00:34.000]  你親自來引導我們,幫助我們
[00:00:34.000 --> 00:00:40.000]  讓我們仰望你,讓我們在你的話語,在你的亮光當中
[00:00:40.000 --> 00:00:48.000]  我們可以更好地來服侍主,服侍教會,服侍弟兄姊妹
[00:00:48.000 --> 00:00:53.000]  求你閲立我們在你面前獻上的禱告、祈求
[00:00:53.000 --> 00:00:56.000]  奉耶穌基督的聖名,阿們
[00:00:56.000 --> 00:01:11.000]  提到罪惡,這是一個很嚴肅的神學論題
[00:01:11.000 --> 00:01:20.000]  所以教會必須要神思明辨,不可以無伶兩何
[00:01:20.000 --> 00:01:28.000]  討論神學,基督教會自從改教運動以來
[00:01:28.000 --> 00:01:32.000]  我們的權威就是唯獨聖經
[00:01:32.000 --> 00:01:41.000]  這是令我們謙卑聆聽的一個很重要的起點
[00:01:41.000 --> 00:01:49.000]  所以有關新舊約聖經對同性戀的論述
[00:01:49.000 --> 00:01:52.000]  我們會做兩件事
[00:01:52.000 --> 00:02:02.000]  首先我們會從聖經全釋的角度進行認真的探討
[00:02:02.000 --> 00:02:06.000]  但這只是上半部分
[00:02:06.000 --> 00:02:13.000]  我們希望在聖經全釋的基礎之上
[00:02:13.000 --> 00:02:20.000]  再進一步從聖經神學的方法進路
[00:02:20.000 --> 00:02:26.000]  來做出切實的反省
[00:02:26.000 --> 00:02:30.000]  所以大家都很熟悉,既然是同工
[00:02:30.000 --> 00:02:36.000]  我們就不需要再讀一次這些經文
[00:02:36.000 --> 00:02:43.000]  在聖經裡面只有五段的經文
[00:02:43.000 --> 00:02:49.000]  是直接觸及同性戀這個議題
[00:02:49.000 --> 00:02:54.000]  是我們需要謙卑聆聽的
[00:02:54.000 --> 00:02:59.000]  時間有限,容許我不讀出來
[00:02:59.000 --> 00:03:04.000]  利美記十八章二十二節
[00:03:04.000 --> 00:03:09.000]  如果打出powerpoint,你會有印象就夠了
[00:03:09.000 --> 00:03:14.000]  沒有經文,我只提這五段經文
[00:03:14.000 --> 00:03:19.000]  利美記有兩段,一個是十八章二十二節
[00:03:19.000 --> 00:03:22.000]  一個是二十章十三節
[00:03:22.000 --> 00:03:26.000]  然後新約聖經有三段經文
[00:03:26.000 --> 00:03:32.000]  羅馬書第一章二十六二十七節
[00:03:32.000 --> 00:03:37.000]  這裡提到保羅從創造的角度去討論
[00:03:37.000 --> 00:03:44.000]  但是在哥倫多前書六章九到十一節
[00:03:44.000 --> 00:03:48.000]  保羅提到承受神的國
[00:03:48.000 --> 00:03:59.000]  結束的時候,他說我們是已經成聖青衣的基督徒
[00:03:59.000 --> 00:04:05.000]  最後在提摩太前書第一章第八到十一節
[00:04:05.000 --> 00:04:10.000]  又是一個清單在新約聖經裡面出現的時候
[00:04:10.000 --> 00:04:13.000]  不過保羅開頭的第一句話說
[00:04:13.000 --> 00:04:18.000]  「律法原是好的」
[00:04:18.000 --> 00:04:23.000]  今早的時間我們希望可以集中
[00:04:23.000 --> 00:04:27.000]  我們只是討論利美記
[00:04:27.000 --> 00:04:32.000]  原因不是因為我是舊約的老師
[00:04:32.000 --> 00:04:36.000]  所以當然如果說新約的
[00:04:36.000 --> 00:04:41.000]  可能應該請教務長張牧師上來會更加直接
[00:04:41.000 --> 00:04:51.000]  在歷史上,當保羅書信還在成書的階段的時候
[00:04:51.000 --> 00:04:55.000]  初期教會的聖經
[00:04:55.000 --> 00:05:04.000]  利美記就是有關同性戀最直接了當的經文
[00:05:04.000 --> 00:05:12.000]  一個世紀之前文理本翻譯利美記十八章二十二節
[00:05:12.000 --> 00:05:14.000]  只用了八個字
[00:05:14.000 --> 00:05:15.000]  剛才你看過了
[00:05:15.000 --> 00:05:21.000]  「藍色可憎,以物如獵」
[00:05:21.000 --> 00:05:26.000]  一百年之後和合本修訂版
[00:05:26.000 --> 00:05:33.000]  非常忠於希伯來聖經原文
[00:05:33.000 --> 00:05:36.000]  雖然好像沉棄了
[00:05:36.000 --> 00:05:42.000]  但是它很貼近希伯來聖經的說法
[00:05:42.000 --> 00:05:53.000]  「不可跟男人同寢,像跟女人同寢,這是可憎惡的事」
[00:05:53.000 --> 00:05:56.000]  和合本本來說「九合」
[00:05:56.000 --> 00:06:01.000]  其實直接翻譯是「同寢」
[00:06:01.000 --> 00:06:04.000]  出現過兩次,不止一次
[00:06:04.000 --> 00:06:09.000]  而文理本裡面說的「藍色可憎」
[00:06:09.000 --> 00:06:17.000]  其實是很清楚指著跟男人同寢
[00:06:17.000 --> 00:06:23.000]  或者我們今天的說法是一個同性的性行為
[00:06:23.000 --> 00:06:30.000]  利美記十八二十章記載迦南埃及這兩個地方
[00:06:30.000 --> 00:06:33.000]  可憎惡的習俗
[00:06:33.000 --> 00:06:39.000]  其實不是限於跟男人同寢
[00:06:39.000 --> 00:06:44.000]  我相信你有時間讀完這兩章經文
[00:06:44.000 --> 00:06:50.000]  你會發覺裡面有接近二十項的內容
[00:06:50.000 --> 00:06:57.000]  或者我們可以略略將它分開五個不同的部分
[00:06:57.000 --> 00:07:04.000]  第一,與親屬的性行為是屬於可憎惡的習俗
[00:07:04.000 --> 00:07:08.000]  第二,是不正常的性行為
[00:07:08.000 --> 00:07:13.000]  第三,將兒女獻給摩洛
[00:07:13.000 --> 00:07:19.000]  第四,招魂、教鬼和行巫術
[00:07:19.000 --> 00:07:24.000]  最後,咒罵自己的父母
[00:07:24.000 --> 00:07:32.000]  這兩文的篇幅不是平均地分開這五個部分的記載
[00:07:32.000 --> 00:07:36.000]  你有聖經,你可以打開,看一看就明白
[00:07:36.000 --> 00:07:39.000]  咒罵父母只是提過一次
[00:07:39.000 --> 00:07:46.000]  教鬼、行巫術就前後在二十章出現過兩次
[00:07:46.000 --> 00:07:50.000]  這兩件事情沒有出現在十八章
[00:07:50.000 --> 00:07:56.000]  兒女獻給摩洛和不正常的性行為
[00:07:56.000 --> 00:08:02.000]  就分別前後十八二十章有呼應
[00:08:02.000 --> 00:08:07.000]  不正常的性行為在這兩章經文裡面
[00:08:07.000 --> 00:08:13.000]  是分別指著有四種的情況
[00:08:13.000 --> 00:08:17.000]  第一,是淪卸通姦
[00:08:17.000 --> 00:08:23.000]  第二,用和合本的說法,同性的糾合
[00:08:23.000 --> 00:08:27.000]  第三,是人獸的淫合
[00:08:27.000 --> 00:08:32.000]  最後,是經其行房
[00:08:32.000 --> 00:08:41.000]  十八二十章都有提及這四方面可稱呼的
[00:08:41.000 --> 00:08:45.000]  迦南或埃及的習俗
[00:08:45.000 --> 00:08:52.000]  不過,你會留意到這兩章經文最長的篇幅
[00:08:52.000 --> 00:08:57.000]  其實都是用來舉例說明
[00:08:57.000 --> 00:09:03.000]  什麼是露骨肉之親的下體
[00:09:03.000 --> 00:09:11.000]  骨肉是包括十二種的親屬的關係
[00:09:11.000 --> 00:09:16.000]  尼米基是以男性為對象
[00:09:16.000 --> 00:09:21.000]  所以所說的十二種關係的對象都是女性
[00:09:21.000 --> 00:09:24.000]  但你會看到這個範圍
[00:09:24.000 --> 00:09:36.000]  幾乎是將所有親屬的關係都提及過最少一次
[00:09:36.000 --> 00:09:47.000]  聖經學者多數認為這是禁止近親通婚的律例
[00:09:47.000 --> 00:09:56.000]  二十章的確有三次用到「娶妻」這個動詞
[00:09:56.000 --> 00:10:01.000]  分別在十四節、十七節和二十一節
[00:10:01.000 --> 00:10:07.000]  要確認希伯來文聖經,不要靠譯本
[00:10:07.000 --> 00:10:13.000]  但經文提到「與繼母行淫」
[00:10:13.000 --> 00:10:19.000]  或「與兒婦息婦同房」
[00:10:19.000 --> 00:10:22.000]  二十章十一、十二節
[00:10:22.000 --> 00:10:32.000]  大概不可以說是「娶妻」或「近親通婚」
[00:10:32.000 --> 00:10:34.000]  保羅亦曾說過
[00:10:34.000 --> 00:10:38.000]  有人與他的繼母同居
[00:10:38.000 --> 00:10:44.000]  這樣的淫亂是連外邦人當中都沒有的
[00:10:44.000 --> 00:10:48.000]  哥倫多前書第五章第一節
[00:10:48.000 --> 00:10:59.000]  所以學者提出或是侵犯另一個男人的財產
[00:10:59.000 --> 00:11:06.000]  又或是提出在古代原始的社群當中
[00:11:06.000 --> 00:11:10.000]  對性的忌諱
[00:11:10.000 --> 00:11:15.000]  作為理解這兩章的經文
[00:11:15.000 --> 00:11:19.000]  或是我們需要提出第三個可能性
[00:11:19.000 --> 00:11:28.000]  這裏經文會否說的是歷史上經常出現的事實
[00:11:28.000 --> 00:11:40.000]  就是古今中外共通的性放縱的文化處境
[00:11:40.000 --> 00:11:45.000]  骨肉的十二種關係共同的基礎不是亂倫
[00:11:45.000 --> 00:11:48.000]  亦不是近親
[00:11:48.000 --> 00:11:58.000]  而是男人在他家族裏經常往來異性的社交圈子
[00:11:58.000 --> 00:12:07.000]  古代的農耕社會沒有存在學校、公司、酒吧
[00:12:07.000 --> 00:12:15.000]  這些單身男女可以踏散調情的場合
[00:12:15.000 --> 00:12:24.000]  唯一的機會可能就只是在家人、親友的群體中間
[00:12:24.000 --> 00:12:27.000]  開放的文明尺度
[00:12:27.000 --> 00:12:36.000]  時時會將前衛不羈的性觀念奉為理所當然
[00:12:36.000 --> 00:12:39.000]  但聖經卻很清楚提醒
[00:12:39.000 --> 00:12:43.000]  我們與異性談話
[00:12:43.000 --> 00:12:49.000]  無論年紀總要清清潔潔
[00:12:49.000 --> 00:12:52.000]  提摩太前書五章二節
[00:12:52.000 --> 00:13:04.000]  小說電影總是愛將奸淫描繪成為浪漫淒美的婚外情
[00:13:04.000 --> 00:13:06.000]  第二春
[00:13:06.000 --> 00:13:13.000]  利美記毫不客氣重覆了十八次
[00:13:13.000 --> 00:13:18.000]  不可露他的下體
[00:13:18.000 --> 00:13:20.000]  一針見血
[00:13:20.000 --> 00:13:27.000]  揭穿人性的卑賤猥瑣
[00:13:27.000 --> 00:13:33.000]  貫穿與骨肉近親的性行為
[00:13:33.000 --> 00:13:38.000]  與不正常的性行為共通的地方
[00:13:38.000 --> 00:13:45.000]  亦是對自己性慾的放縱這一點
[00:13:45.000 --> 00:13:57.000]  這正是為何在朋友妻和性愛人受教三個例子之後
[00:13:57.000 --> 00:14:01.000]  再加上第四個例子
[00:14:01.000 --> 00:14:04.000]  為求自己的滿足
[00:14:04.000 --> 00:14:10.000]  可以不顧伴侶的死活這一幕
[00:14:10.000 --> 00:14:12.000]  現代的色情工業
[00:14:12.000 --> 00:14:18.000]  宣揚男歡女愛是基本權利
[00:14:18.000 --> 00:14:20.000]  成年人關上門
[00:14:20.000 --> 00:14:22.000]  你情我願
[00:14:22.000 --> 00:14:25.000]  做甚麼都是私隱
[00:14:25.000 --> 00:14:27.000]  都是自由
[00:14:27.000 --> 00:14:30.000]  旁人絕對不得干涉
[00:14:30.000 --> 00:14:34.000]  聖經卻提醒我們
[00:14:34.000 --> 00:14:39.000]  神的旨意是要你們成為聖傑
[00:14:39.000 --> 00:14:42.000]  遠避淫行
