
[00:00:00.000 --> 00:00:03.200]  各位弟兄姊妹、各位朋友,晚安
[00:00:03.200 --> 00:00:09.400]  歡迎大家來到中國神學研究院今晚的公開講座系列
[00:00:09.400 --> 00:00:13.800]  今日的講題是信服等於信文
[00:00:13.800 --> 00:00:16.200]  有一個問號在後面
[00:00:16.200 --> 00:00:20.200]  副題是從新約翰拳並與馴服
[00:00:20.200 --> 00:00:22.200]  我想都要首先介紹我自己
[00:00:22.200 --> 00:00:24.700]  我是忠臣神學科的老師
[00:00:24.700 --> 00:00:25.900]  不過大家可能沒有認識我
[00:00:25.900 --> 00:00:27.600]  因為今天我是第一天上班的
[00:00:27.600 --> 00:00:31.600]  第一天上班就接受了這個任命
[00:00:31.600 --> 00:00:39.600]  我想我都是一個信服的人
[00:00:39.600 --> 00:00:41.100]  不過我是否一個信文呢?
[00:00:41.100 --> 00:00:44.600]  我想要聽聽兩位講完才會多了解
[00:00:44.600 --> 00:00:47.100]  除了今天在禮堂的弟兄姊妹之外
[00:00:47.100 --> 00:00:51.100]  留下的班房的弟兄姊妹都代表忠臣歡迎大家來到
[00:00:51.100 --> 00:00:53.600]  我們首先要有個祈禱開始
[00:00:53.600 --> 00:00:57.100]  天母撒大我們多謝你
[00:00:57.100 --> 00:00:59.100]  因為你揀選我們
[00:00:59.100 --> 00:01:01.600]  你揀選我們成為你的兒女
[00:01:01.600 --> 00:01:04.100]  在地上給我們很尊貴的身份
[00:01:04.100 --> 00:01:05.600]  代表你自己
[00:01:05.600 --> 00:01:09.100]  你叫我們成為光成為炎
[00:01:09.100 --> 00:01:11.600]  讓我們透過我們的見證
[00:01:11.600 --> 00:01:13.600]  透過我們的說話
[00:01:13.600 --> 00:01:16.100]  在世上作你自己的見證
[00:01:16.100 --> 00:01:18.100]  主要我們都知道你揀選我們
[00:01:18.100 --> 00:01:20.600]  叫我們活在今天的香港裏面
[00:01:20.600 --> 00:01:22.100]  在今天的狀況裏面
[00:01:22.100 --> 00:01:24.600]  我們要問一些可能我們以前沒有問
[00:01:24.600 --> 00:01:26.600]  亦都不需要問的問題
[00:01:26.600 --> 00:01:29.100]  有很多問題對我們來說可能很困惑
[00:01:29.100 --> 00:01:30.600]  但主要我們多謝你
[00:01:30.600 --> 00:01:32.600]  因為你賜下你的說話
[00:01:32.600 --> 00:01:36.600]  求你透過聖經今天再向我們說話
[00:01:36.600 --> 00:01:39.600]  但你知道我們是有限的人
[00:01:39.600 --> 00:01:42.600]  所以就求聖靈在我們心裏面去工作
[00:01:42.600 --> 00:01:44.600]  就成為今天
[00:01:44.600 --> 00:01:48.600]  你是一個可以大家一起去追尋真理
[00:01:48.600 --> 00:01:51.100]  大家一起去探討的一個機會
[00:01:51.100 --> 00:01:53.600]  所以就求聖靈去開我們的眼睛
[00:01:53.600 --> 00:01:56.100]  賜我們的智慧好好地探討
[00:01:56.100 --> 00:01:58.100]  今天我們面對的問題
[00:01:58.100 --> 00:02:02.100]  亦都鼓勵我們好好地去作你的見證
[00:02:02.100 --> 00:02:04.600]  好好地回應你的說話
[00:02:04.600 --> 00:02:06.600]  透過捧耶穌的名氣求
[00:02:06.600 --> 00:02:09.600]  簡單介紹今晚的程序
[00:02:09.600 --> 00:02:12.100]  一會兒會有兩位講員
[00:02:12.100 --> 00:02:14.600]  先後去分享今天的講題
[00:02:14.600 --> 00:02:18.100]  第一位是忠臣的聖經科助理教授
[00:02:18.100 --> 00:02:19.600]  申惠蘭博士
[00:02:19.600 --> 00:02:25.600]  而第二位都是忠臣的聖經科教授
[00:02:25.600 --> 00:02:28.600]  張略博士亦都是我們的副院長
[00:02:28.600 --> 00:02:30.600]  當兩位講完
[00:02:30.600 --> 00:02:32.600]  分享完這個講題之後
[00:02:32.600 --> 00:02:36.100]  我們將會有大約半個小時的答問時間
[00:02:36.100 --> 00:02:38.600]  答問時間的程序是怎樣呢?
[00:02:38.600 --> 00:02:40.600]  一會兒當兩位分享完之後
[00:02:40.600 --> 00:02:43.600]  我會再上來解釋一下
[00:02:43.600 --> 00:02:47.600]  一會兒申惠蘭博士去分享的時候
[00:02:47.600 --> 00:02:50.600]  就需要想大家可以看到聖經
[00:02:50.600 --> 00:02:53.600]  我相信大家科技先進的時候
[00:02:53.600 --> 00:02:58.600]  應該在身邊有些聖經可以看到
[00:02:58.600 --> 00:02:59.600]  如果沒有的話
[00:02:59.600 --> 00:03:01.600]  可能你附近的弟兄姊妹可以幫助到
[00:03:01.600 --> 00:03:05.600]  所以大家都可以拿出你的聖經作做預備
[00:03:05.600 --> 00:03:08.600]  我先將時間交給申惠蘭博士
[00:03:08.600 --> 00:03:21.600]  因為我預備的powerpoint
[00:03:21.600 --> 00:03:23.600]  我都有聖經的
[00:03:23.600 --> 00:03:27.600]  不過如果弟兄姊妹想看完整段聖經的來龍去脈
[00:03:27.600 --> 00:03:29.600]  我鼓勵你手上有聖經
[00:03:29.600 --> 00:03:32.600]  正式跟弟兄姊妹講晚安
[00:03:32.600 --> 00:03:36.600]  我們今天這個講座的構思
[00:03:36.600 --> 00:03:39.600]  其實是來自我們見到
[00:03:39.600 --> 00:03:43.600]  在香港的政治爭拗其實亦都蔓延到教會
[00:03:43.600 --> 00:03:46.600]  基督徒是否可以公民抗命
[00:03:46.600 --> 00:03:48.600]  還是怎樣都要信服掌權者
[00:03:48.600 --> 00:03:52.600]  其實都是我們討論的一個焦點
[00:03:52.600 --> 00:03:55.600]  而往往令我們覺得很迷茫的地方
[00:03:55.600 --> 00:03:59.600]  似乎無論我們站在哪一邊都好
[00:03:59.600 --> 00:04:01.600]  都好像能夠在新約聖經那裡
[00:04:01.600 --> 00:04:04.600]  找到一些支持自己的經文
[00:04:04.600 --> 00:04:06.600]  所以在很多討論裏面
[00:04:06.600 --> 00:04:08.600]  往往都成為了
[00:04:08.600 --> 00:04:10.600]  例如是《羅馬書十三章》
[00:04:10.600 --> 00:04:14.600]  和《啟示錄十三章》之間的對決
[00:04:14.600 --> 00:04:18.600]  今晚我們想對一些經常被討論的經文
[00:04:18.600 --> 00:04:20.600]  我們想做一些梳理
[00:04:20.600 --> 00:04:23.600]  我們想嘗試看看
[00:04:23.600 --> 00:04:26.600]  好像看來是多元的聖經立場裏面
[00:04:26.600 --> 00:04:29.600]  我們能夠找到一些共通點
[00:04:29.600 --> 00:04:32.600]  看看除了可以還是不可以
[00:04:32.600 --> 00:04:35.600]  信服還是抗爭之外
[00:04:35.600 --> 00:04:37.600]  其實新約作者
[00:04:37.600 --> 00:04:41.600]  他們對於政權那種採取的策略
[00:04:41.600 --> 00:04:46.600]  其實會不會比我們想像的複雜很多
[00:04:46.600 --> 00:04:48.600]  也都要求我們基督徒
[00:04:48.600 --> 00:04:51.600]  我們其實都要思考多一些
[00:04:51.600 --> 00:04:54.600]  我們要有多一些的洞察
[00:04:54.600 --> 00:05:00.600]  我首先會從聖經本身的文本來入手
[00:05:00.600 --> 00:05:01.600]  去做一些的釋經
[00:05:01.600 --> 00:05:03.600]  我會涵蓋的經文
[00:05:03.600 --> 00:05:06.600]  包括主耶穌對交稅的態度
[00:05:06.600 --> 00:05:12.600]  保羅在《羅馬書》關於信服掌權者的教導和啟示錄
[00:05:12.600 --> 00:05:15.600]  作為對新約聖經的一個粗略的了陷
[00:05:15.600 --> 00:05:20.600]  之後張亮牧師會較為詳細地
[00:05:20.600 --> 00:05:24.600]  跟我們分享彼得前書裏面的教導
[00:05:24.600 --> 00:05:27.600]  在以下的分享裏面
[00:05:27.600 --> 00:05:29.600]  我想指出的是
[00:05:29.600 --> 00:05:31.600]  其實新約聖經
[00:05:31.600 --> 00:05:35.600]  即古代的希羅世界裏面
[00:05:35.600 --> 00:05:38.600]  其實從來都不是政教分離的
[00:05:38.600 --> 00:05:42.600]  當新約的作者他們教導基督徒
[00:05:42.600 --> 00:05:46.600]  要在一個異教盛行的外邦世界裏面
[00:05:46.600 --> 00:05:49.600]  其實堅持單一效忠上主
[00:05:49.600 --> 00:05:51.600]  他們已經無可避免地
[00:05:51.600 --> 00:05:56.600]  要去處理如何去回應帝國那種壓迫
[00:05:56.600 --> 00:05:59.600]  而且他們在他們的眼裏面
[00:05:59.600 --> 00:06:01.600]  其實除了他們看到
[00:06:01.600 --> 00:06:04.600]  在所有的政權都是上主的設立
[00:06:04.600 --> 00:06:07.600]  來維持世界的正常秩序的時候
[00:06:07.600 --> 00:06:10.600]  所以我們都要去信服的時候
[00:06:10.600 --> 00:06:12.600]  他們亦都留意到
[00:06:12.600 --> 00:06:15.600]  其實政權往往亦都可以是邪惡的化身
[00:06:15.600 --> 00:06:19.600]  一樣是可以違背上主原先期望他們
[00:06:19.600 --> 00:06:22.600]  能夠履行的職能的
[00:06:22.600 --> 00:06:26.600]  所以信服其實並不等於信民
[00:06:26.600 --> 00:06:29.600]  亦都不等於要去盲目地去遵從
[00:06:29.600 --> 00:06:31.600]  任何政權的要求
[00:06:32.600 --> 00:06:35.600]  今日我們基督徒要回應政權
[00:06:35.600 --> 00:06:38.600]  其實並不是得不得
[00:06:38.600 --> 00:06:40.600]  可以還是不可以
[00:06:40.600 --> 00:06:46.600]  而是為甚麼和何時需要抵抗的問題
[00:06:46.600 --> 00:06:48.600]  當中其實不單止是牽涉
[00:06:48.600 --> 00:06:52.600]  對政治現實的估量和計算
[00:06:52.600 --> 00:06:57.600]  而是要求我們有信仰反思的能力
[00:06:57.600 --> 00:06:59.600]  因為我們真正要問的問題
[00:06:59.600 --> 00:07:03.600]  其實是在這樣的現實和處境底下
[00:07:03.600 --> 00:07:08.600]  怎樣回應才是真正效忠上帝
[00:07:08.600 --> 00:07:11.600]  屏行上帝對這個社會
[00:07:11.600 --> 00:07:16.600]  他善良完美和可喜悅的指引
[00:07:16.600 --> 00:07:20.600]  所以我想和各位姐妹分享的
[00:07:20.600 --> 00:07:23.600]  是主耶穌對交稅的態度
[00:07:24.600 --> 00:07:29.600]  過往關於主耶穌是否信服了政權的討論
[00:07:29.600 --> 00:07:33.600]  很多都圍繞著他對於納稅給該撒的教導
[00:07:33.600 --> 00:07:35.600]  尤其是他那句
[00:07:35.600 --> 00:07:38.600]  該撒的東西要還給該撒
[00:07:38.600 --> 00:07:42.600]  上帝的東西要還給上帝
[00:07:42.600 --> 00:07:45.600]  經常都被人看成是在說政教分離
[00:07:45.600 --> 00:07:49.600]  以為該撒的國度和上帝的國度
[00:07:49.600 --> 00:07:53.600]  是分開而有同等的效力
[00:07:53.600 --> 00:07:57.600]  事實上在當時的社會裡
[00:07:57.600 --> 00:08:01.600]  交稅是有重要的象徵意義的
[00:08:01.600 --> 00:08:05.600]  是代表著對羅馬政權的臣服和效忠
[00:08:05.600 --> 00:08:10.600]  所以拒絕交稅是會被視為叛變
[00:08:10.600 --> 00:08:14.600]  也可以招致羅馬政權的報復
[00:08:14.600 --> 00:08:17.600]  為了方便討論
[00:08:17.600 --> 00:08:19.600]  今天我想集中在五馬太福音
[00:08:19.600 --> 00:08:22.600]  兩段主耶穌關於交稅的教導
[00:08:22.600 --> 00:08:28.600]  馬太福音第17章第24至27節
[00:08:28.600 --> 00:08:32.600]  以及第22章第15至22節
[00:08:32.600 --> 00:08:36.600]  而我在分析這兩段經文之先
[00:08:36.600 --> 00:08:39.600]  我想先跟弟兄姊妹看一下
[00:08:39.600 --> 00:08:42.600]  在整卷的馬太福音裡
[00:08:42.600 --> 00:08:46.600]  作者是如何看待耶穌基督的身份
