
[00:00:00.000 --> 00:00:05.000]  歡迎大家參與由中國神學研究院主辦
[00:00:05.000 --> 00:00:10.000]  2022年萬崇人教木學講座
[00:00:10.000 --> 00:00:13.000]  今年我們講座的主題是
[00:00:13.000 --> 00:00:17.000]  「輔導與牧羊的反思」
[00:00:17.000 --> 00:00:21.000]  昨天可能大家都已經一起參與過
[00:00:21.000 --> 00:00:25.000]  其中上下午兩次的講座
[00:00:25.000 --> 00:00:30.000]  兩位講者都按照他們對輔導
[00:00:30.000 --> 00:00:32.000]  對他們所關心的課題
[00:00:32.000 --> 00:00:37.000]  為我們講了一個精彩的演講
[00:00:37.000 --> 00:00:42.000]  萬師母一直都很關心教會的牧者
[00:00:42.000 --> 00:00:44.000]  他的整全的健康
[00:00:44.000 --> 00:00:46.000]  他的心理靈性
[00:00:46.000 --> 00:00:48.000]  林天德老師
[00:00:48.000 --> 00:00:51.000]  你覺得教會的牧羊
[00:00:51.000 --> 00:00:55.000]  是否會有所改善?
[00:00:55.000 --> 00:00:57.000]  教會的牧羊
[00:00:57.000 --> 00:01:01.000]  其實是一個很好的教育方式
[00:01:01.000 --> 00:01:05.000]  因為教育方式是一個很好的方式
[00:01:05.000 --> 00:01:08.000]  教育方式是一個很好的方式
[00:01:08.000 --> 00:01:11.000]  教育方式是一個很好的方式
[00:01:11.000 --> 00:01:14.000]  教育方式是一個很好的方式
[00:01:14.000 --> 00:01:17.000]  教育方式是一個很好的方式
[00:01:17.000 --> 00:01:22.000]  他也會和我們分享一個他非常關注的主題
[00:01:22.000 --> 00:01:29.000]  Tracy老師在臨床心理學和心理學的訓練之後
[00:01:29.000 --> 00:01:31.000]  她在中晨
[00:01:31.000 --> 00:01:34.000]  也在香港的中文大學
[00:01:34.000 --> 00:01:38.000]  有份來協助教學
[00:01:38.000 --> 00:01:41.000]  Tracy老師在香港和美國
[00:01:41.000 --> 00:01:45.000]  她也是一個被認證的心理學家
[00:01:45.000 --> 00:01:48.000]  臨床心理學家和一位輔導員
[00:01:48.000 --> 00:01:51.000]  其實由2015年開始
[00:01:51.000 --> 00:01:53.000]  Tracy老師已經很關注
[00:01:53.000 --> 00:01:57.000]  Mindfulness 靜觀的這個課題
[00:01:57.000 --> 00:02:00.000]  也做了很多相關的研究
[00:02:00.000 --> 00:02:06.000]  現在她其實在英國和荷蘭的不同機構裡
[00:02:06.000 --> 00:02:12.000]  她也是認證的一些關於靜觀課程的一個導師
[00:02:12.000 --> 00:02:17.000]  她的靜觀課程不單止做給一般人
[00:02:17.000 --> 00:02:21.000]  甚至發現這件事和兒女的教育
[00:02:21.000 --> 00:02:24.000]  或者對青少年兒童的培育
[00:02:24.000 --> 00:02:27.000]  都有很大的關係
[00:02:27.000 --> 00:02:28.000]  我記得有一次
[00:02:28.000 --> 00:02:32.000]  我在中晨要跟Tracy老師上課
[00:02:32.000 --> 00:02:35.000]  她那次課堂也是講Mindfulness
[00:02:35.000 --> 00:02:40.000]  不過在課堂裡她要實踐Mindfulness的時候
[00:02:40.000 --> 00:02:44.000]  她就和我們一起玩泥沙
[00:02:44.000 --> 00:02:47.000]  我們就透過在玩沙的過程中
[00:02:47.000 --> 00:02:49.000]  學習怎樣靜觀
[00:02:49.000 --> 00:02:53.000]  怎樣去聆聽自己
[00:02:53.000 --> 00:02:59.000]  不過今天Tracy老師以一個絕對不是玩泥沙的角度
[00:02:59.000 --> 00:03:03.000]  要來和我們分享一個很重要的課題
[00:03:03.000 --> 00:03:07.000]  就是靜觀與基督教信仰的整合
[00:03:07.000 --> 00:03:09.000]  把時間交給她之前
[00:03:09.000 --> 00:03:11.000]  我再提醒大家
[00:03:11.000 --> 00:03:13.000]  大家在聽的過程裡
[00:03:13.000 --> 00:03:15.000]  如果你有任何的問題
[00:03:15.000 --> 00:03:21.000]  可以WhatsApp到66022416這個號碼
[00:03:21.000 --> 00:03:24.000]  可以將你的問題提出
[00:03:24.000 --> 00:03:26.000]  我們去到問答的時間
[00:03:26.000 --> 00:03:29.000]  我們將會回應大家的提問
[00:03:29.000 --> 00:03:30.000]  事不宜遲
[00:03:30.000 --> 00:03:32.000]  我們有請Tracy老師
[00:03:33.000 --> 00:03:37.000]  (掌聲)
[00:03:37.000 --> 00:03:51.000]  大家早安
[00:03:51.000 --> 00:03:53.000]  網上的朋友大家好
[00:03:53.000 --> 00:03:57.000]  多謝剛才Simon的介紹
[00:03:57.000 --> 00:03:59.000]  我都想說
[00:03:59.000 --> 00:04:03.000]  我自己的背景
[00:04:03.000 --> 00:04:06.000]  或者我相關的訓練
[00:04:06.000 --> 00:04:11.000]  我相信這些都對我怎樣去看靜觀有影響
[00:04:11.000 --> 00:04:15.000]  所以我們也有Annie師母
[00:04:15.000 --> 00:04:19.000]  幫我們從一個靈修學的角度去作一個回應
[00:04:19.000 --> 00:04:22.000]  希望今天都可以豐富大家
[00:04:22.000 --> 00:04:26.000]  從不同的角度去看靜觀這個題目
[00:04:26.000 --> 00:04:28.000]  (掌聲)
[00:04:28.000 --> 00:04:36.000]  在過去幾十年
[00:04:36.000 --> 00:04:40.000]  越來越多人用靜觀嘗試去減低情緒的困擾
[00:04:40.000 --> 00:04:43.000]  或者促進心理的健康
[00:04:43.000 --> 00:04:47.000]  在心理學界的確有不少的科研
[00:04:47.000 --> 00:04:52.000]  有不少的研究去證實了靜觀的有效性
[00:04:52.000 --> 00:04:56.000]  而坊間也越來越多不同的群體、大學
[00:04:56.000 --> 00:04:59.000]  推出了很多不同形式的靜觀課程
[00:04:59.000 --> 00:05:03.000]  而這些課程真的很廣泛
[00:05:03.000 --> 00:05:05.000]  涵蓋的範疇
[00:05:05.000 --> 00:05:07.000]  例如剛才Simon所提到
[00:05:07.000 --> 00:05:09.000]  學前的兒童
[00:05:09.000 --> 00:05:11.000]  他們情緒的健康
[00:05:11.000 --> 00:05:13.000]  親社會的行為
[00:05:13.000 --> 00:05:16.000]  又或者是家長育兒
[00:05:16.000 --> 00:05:18.000]  家庭教育的層面
[00:05:18.000 --> 00:05:21.000]  提升父母的親職效能
[00:05:21.000 --> 00:05:23.000]  減低親職的壓力
[00:05:23.000 --> 00:05:25.000]  也有相關的靜觀課程
[00:05:25.000 --> 00:05:29.000]  Mindful Parenting去探討這件事
[00:05:29.000 --> 00:05:31.000]  另外在職場
[00:05:31.000 --> 00:05:34.000]  例如一些企業
[00:05:34.000 --> 00:05:36.000]  特別是一些大型的企業
[00:05:36.000 --> 00:05:37.000]  例如Google、蘋果
[00:05:37.000 --> 00:05:41.000]  也有用靜觀去幫一些領導階層
[00:05:41.000 --> 00:05:44.000]  去幫他們提升領導力
[00:05:44.000 --> 00:05:47.000]  改善人際的關係
[00:05:47.000 --> 00:05:49.000]  而在心理學的層面
[00:05:49.000 --> 00:05:53.000]  靜觀的應用也非常廣泛
[00:05:53.000 --> 00:05:55.000]  特別是預防抑鬱症復發
[00:05:55.000 --> 00:05:59.000]  痛症、失眠、焦慮、驚恐症
[00:05:59.000 --> 00:06:02.000]  甚至是創傷後壓力症等等
[00:06:02.000 --> 00:06:06.000]  也有一些靜觀或與靜觀相關的治療
[00:06:06.000 --> 00:06:09.000]  去處理這些問題
[00:06:09.000 --> 00:06:14.000]  所以我們活在一個靜觀的世代
[00:06:14.000 --> 00:06:17.000]  有些人取笑它是一個Mug Mindfulness
[00:06:17.000 --> 00:06:19.000]  就像麥當勞
[00:06:19.000 --> 00:06:21.000]  到處都是這樣的
[00:06:21.000 --> 00:06:24.000]  我不知道大家有沒有經驗過
[00:06:24.000 --> 00:06:26.000]  身邊的弟兄姊妹也有問你
[00:06:26.000 --> 00:06:31.000]  什麼牧師、傳道、導師或輔導員
[00:06:31.000 --> 00:06:33.000]  我是基督徒
[00:06:33.000 --> 00:06:35.000]  可不可以練習靜觀呢?
[00:06:35.000 --> 00:06:37.000]  可不可以去學呢?
[00:06:37.000 --> 00:06:43.000]  或者我的女兒學校現在推行靜觀課程
[00:06:43.000 --> 00:06:45.000]  我們是否應該去上呢?
[00:06:45.000 --> 00:06:47.000]  還是我們不可以去上呢?
[00:06:47.000 --> 00:06:51.000]  又或者你在一些自助
[00:06:51.000 --> 00:06:54.000]  Self-help book 看到一些靜觀的練習
[00:06:54.000 --> 00:06:56.000]  覺得很好
[00:06:56.000 --> 00:06:58.000]  我祈禱會或是我帶retreat的時候
[00:06:58.000 --> 00:07:03.000]  其實我可不可以帶安靜、呼吸那些呢?
[00:07:03.000 --> 00:07:05.000]  會不會過了界
[00:07:05.000 --> 00:07:07.000]  是一些不太恰當的東西呢?
[00:07:07.000 --> 00:07:11.000]  我不知道你們身邊有沒有弟兄姊妹
[00:07:11.000 --> 00:07:13.000]  去問你一些問題
[00:07:13.000 --> 00:07:16.000]  可能我對這個問題有少少研究
[00:07:16.000 --> 00:07:22.000]  我就是恆常地有弟兄姊妹去問一些問題
[00:07:22.000 --> 00:07:26.000]  所以也是因為有一些關注
[00:07:26.000 --> 00:07:28.000]  覺得有需要去回應
[00:07:28.000 --> 00:07:32.000]  我自己接觸靜觀
[00:07:32.000 --> 00:07:34.000]  其實是在2002年開始
[00:07:34.000 --> 00:07:37.000]  我是做mindfulness第一個project
[00:07:37.000 --> 00:07:42.000]  直至差不多回到香港的時候
[00:07:42.000 --> 00:07:44.000]  2015年的時候
[00:07:44.000 --> 00:07:49.000]  開始討論關於靜觀和spirituality
[00:07:49.000 --> 00:07:51.000]  是越來越多的時候
[00:07:51.000 --> 00:07:56.000]  就比較開始去接觸這方面的研究
[00:07:56.000 --> 00:07:59.000]  開始有多少討論和分享
[00:07:59.000 --> 00:08:03.000]  我相信對靜觀這個topic
[00:08:03.000 --> 00:08:07.000]  每個人的關注點可能都有少少不同
[00:08:07.000 --> 00:08:10.000]  所以今天我希望做到的就是
[00:08:10.000 --> 00:08:16.000]  去簡介一些現今西方心理學靜觀的一些看法
[00:08:16.000 --> 00:08:20.000]  或者當中一個演變發展的過程
[00:08:20.000 --> 00:08:23.000]  之後也會探討一下
[00:08:23.000 --> 00:08:28.000]  靜觀對基督教的靈性關顧的一些看法
[00:08:28.000 --> 00:08:36.000]  首先和大家說一下靜觀這個詞彙
[00:08:36.000 --> 00:08:39.000]  靜觀本身是巴黎語Pali
[00:08:39.000 --> 00:08:44.000]  裡面所翻譯成為國策這個字的awareness
[00:08:44.000 --> 00:08:48.000]  但是靜觀一直都用mindfulness這個字
[00:08:48.000 --> 00:08:52.000]  在中文的翻譯其實主要有兩個
[00:08:52.000 --> 00:08:54.000]  一個叫做正念
[00:08:54.000 --> 00:08:56.000]  另外一個就是靜觀
[00:08:56.000 --> 00:09:01.000]  靜觀的翻譯這個意味
[00:09:01.000 --> 00:09:09.000]  反而宗教或者靈修的味道是沒有那麼重的
[00:09:09.000 --> 00:09:14.000]  因為靜觀其實我們中國人也有句說話叫做靜觀其變
[00:09:14.000 --> 00:09:19.000]  都是一個嘗試去留意去國策的翻譯
[00:09:19.000 --> 00:09:22.000]  反而是正念這個字
[00:09:22.000 --> 00:09:26.000]  佛學的意味是比較重的
[00:09:26.000 --> 00:09:29.000]  我跳一跳去下一張slide
[00:09:29.000 --> 00:09:34.000]  純粹是介紹一下從佛學從何而來
[00:09:34.000 --> 00:09:38.000]  如果大家對於跨宗教等等有些認識
[00:09:38.000 --> 00:09:42.000]  佛學裡面有一個叫做白淨道
[00:09:42.000 --> 00:09:44.000]  裡面其實有不同的層面
[00:09:44.000 --> 00:09:49.000]  有智慧的層面、生活規範的層面和修行的層面
[00:09:49.000 --> 00:09:55.000]  正念你會看到是在修行的層面的其中一個
[00:09:55.000 --> 00:10:02.000]  當中其實是不適合一些所謂學佛、禮佛
[00:10:02.000 --> 00:10:05.000]  或者是敬佛的一些層面
[00:10:05.000 --> 00:10:09.000]  而比較著重的反而是當中修練的人
[00:10:09.000 --> 00:10:15.000]  怎樣去調理他的身心、調理他的飲食、睡眠等等
[00:10:15.000 --> 00:10:20.000]  可以說是一個身心靈的操練
[00:10:20.000 --> 00:10:24.000]  這一份的覺察
[00:10:24.000 --> 00:10:32.000]  佛學相信就是嘗試幫人去撇除一些思想上的雜念
[00:10:32.000 --> 00:10:38.000]  例如可能貪婪、憎恨、恐懼、妒忌等等
[00:10:38.000 --> 00:10:43.000]  透過對自己的身體、情緒、想法
[00:10:43.000 --> 00:10:45.000]  又或者是客觀環境的接納
[00:10:45.000 --> 00:10:51.000]  可以幫助修練的人去除一些思想、雜念
[00:10:51.000 --> 00:10:58.000]  去提升他們的心靈境界
[00:10:58.000 --> 00:11:01.000]  這個就是小小背景是說
[00:11:01.000 --> 00:11:07.000]  靜觀和正念的翻譯的分別
[00:11:07.000 --> 00:11:12.000]  之後說一下在西方的Mindfulness
[00:11:12.000 --> 00:11:17.000]  Mindfulness這個風也是在英國、美國吹來香港的
[00:11:17.000 --> 00:11:25.000]  其實所謂的安靜、冥想、靜坐、禪修等等
[00:11:25.000 --> 00:11:29.000]  其實在Mindfulness這個風出現之前
[00:11:29.000 --> 00:11:33.000]  其實在五、六十年代在美國也有進行過一段時間
[00:11:33.000 --> 00:11:39.000]  當初就是人們對於當時的Psychoanalysis
[00:11:39.000 --> 00:11:43.000]  比較有一個Skeptical的想法
[00:11:43.000 --> 00:11:46.000]  就想會不會有其他的方法
[00:11:46.000 --> 00:11:48.000]  可以不需要用這些精神分析
[00:11:48.000 --> 00:11:50.000]  又不需要吃藥
[00:11:50.000 --> 00:11:54.000]  但是也可以幫人去調理他們的身心
[00:11:54.000 --> 00:11:59.000]  所以在Mindfulness之前其實也有不同的東西出現過
[00:11:59.000 --> 00:12:04.000]  但是Focus回到我們今天說的Mindfulness
[00:12:04.000 --> 00:12:08.000]  就是1979年一個叫John Corbob Sim的人
[00:12:08.000 --> 00:12:13.000]  他本身其實是一個分子生物學的博士
[00:12:13.000 --> 00:12:17.000]  他本身也是一個禪修的導師
[00:12:17.000 --> 00:12:20.000]  有一件事他也挺厲害的
[00:12:20.000 --> 00:12:23.000]  他畢業之後就想要做些什麼呢
[00:12:23.000 --> 00:12:27.000]  他當時就接觸了麻省大學的醫學中心
[00:12:27.000 --> 00:12:32.000]  就嘗試用靜觀去幫助病人
[00:12:32.000 --> 00:12:35.000]  他也挺大膽的
[00:12:35.000 --> 00:12:38.000]  他當時就跟那裡的醫生說
[00:12:38.000 --> 00:12:42.000]  找你最難處理的病人就給我吧
[00:12:42.000 --> 00:12:46.000]  通常都是一些患了長期病患
[00:12:46.000 --> 00:12:48.000]  又或者是一些痛症
[00:12:48.000 --> 00:12:51.000]  其實怎麼治都好像很難去治的人
[00:12:51.000 --> 00:12:54.000]  John Corbob Sim就將這一班人
[00:12:54.000 --> 00:13:01.000]  嘗試幫他們用靜觀去改善他們的生活質素
[00:13:01.000 --> 00:13:05.000]  嘗試教他們怎樣用另外一個方式
[00:13:05.000 --> 00:13:14.000]  去跟他們的痛症一些客觀來說是改變不了的事實去相處
[00:13:14.000 --> 00:13:18.000]  以致他們身體的痛楚得以舒緩
[00:13:18.000 --> 00:13:24.000]  他當時就試了很多不同的方法
[00:13:24.000 --> 00:13:27.000]  之後他就成立了一個叫MBSR
[00:13:27.000 --> 00:13:32.000]  Mindfulness, Spacedress, Reduction 或者靜觀減壓的課程
[00:13:32.000 --> 00:13:41.000]  將靜觀應用成為心理治療
[00:13:41.000 --> 00:13:45.000]  其實當時John Corbob Sim就不是唯一一個
[00:13:45.000 --> 00:13:48.000]  在同期七八十年代的時候
[00:13:48.000 --> 00:13:51.000]  同期也有其他研究員或者心理學家
[00:13:51.000 --> 00:13:56.000]  嘗試將不同程度的靜觀放進心理治療裡面
[00:13:56.000 --> 00:14:01.000]  如果大家認識心理學或者知道一些心理學理論的背景的時候
[00:14:01.000 --> 00:14:05.000]  會知道第一波的行為治療
[00:14:05.000 --> 00:14:10.000]  就是比較著重一些行為改變一些conditioning
[00:14:10.000 --> 00:14:15.000]  第二波的時候就比較著重一些認知行為的治療
[00:14:15.000 --> 00:14:18.000]  透過改變一個人的負面思想
[00:14:18.000 --> 00:14:22.000]  就可以改變他的一些心靈的狀態
[00:14:22.000 --> 00:14:27.000]  第三波就是我們剛剛所提到的
[00:14:27.000 --> 00:14:30.000]  將一些靜觀的元素
[00:14:30.000 --> 00:14:35.000]  放進認知行為治療裡面
[00:14:35.000 --> 00:14:42.000]  所以現在提到的所謂認知行為治療的第三波
[00:14:42.000 --> 00:14:46.000]  裡面包括了一些接納和承諾療法
[00:14:46.000 --> 00:14:50.000]  辯證行為治療或者是靜觀認知治療
[00:14:50.000 --> 00:14:55.000]  主要是說心理學裡面有這三種
[00:14:55.000 --> 00:15:00.000]  坊間也有形形式式很多不同的program
[00:15:00.000 --> 00:15:04.000]  去address不同的東西
[00:15:04.000 --> 00:15:08.000]  例如剛才提到的兒童、家長等等
[00:15:08.000 --> 00:15:11.000]  其中一樣很強調的就是
[00:15:11.000 --> 00:15:14.000]  這個第三波的認知行為治療法
[00:15:14.000 --> 00:15:16.000]  其中一樣很強調的就是
[00:15:16.000 --> 00:15:20.000]  不單是著重受助者的行為的改變
[00:15:20.000 --> 00:15:27.000]  同時也著重病人或者受助者的傳言的接納
[00:15:27.000 --> 00:15:34.000]  所以你會留意到第三波的認知行為治療
[00:15:34.000 --> 00:15:39.000]  其實也是在回應之前第一波和第二波的一些失去的東西
[00:15:39.000 --> 00:15:41.000]  第一波和第二波比較強調的就是
[00:15:41.000 --> 00:15:44.000]  改變你的行為、改變你的思想
[00:15:44.000 --> 00:15:46.000]  有什麼不對的就改
[00:15:46.000 --> 00:15:48.000]  但是來到一個位置我相信就是
[00:15:48.000 --> 00:15:50.000]  發覺有些東西其實是改變不了的
[00:15:50.000 --> 00:15:52.000]  我們需要去接納
[00:15:52.000 --> 00:15:59.000]  所以第三波就加插了對病人或者客觀的狀態
[00:15:59.000 --> 00:16:03.000]  不能改變而是有一個接納的成分
[00:16:03.000 --> 00:16:07.000]  所以就是怎樣去強調改變行為
[00:16:07.000 --> 00:16:14.000]  但是也對當事人有一個傳言接納的成分
[00:16:14.000 --> 00:16:18.000]  接著說一說
[00:16:18.000 --> 00:16:22.000]  當你聽到mindfulness這個字的時候
[00:16:22.000 --> 00:16:26.000]  其實我想大家想的東西都可能有些不同
[00:16:26.000 --> 00:16:29.000]  我心目中的mindfulness和你心目中的mindfulness
[00:16:29.000 --> 00:16:33.000]  和你的會友問你牧師我可不可以做mindfulness的時候
[00:16:33.000 --> 00:16:36.000]  可能那個定義也有些不同
[00:16:36.000 --> 00:16:40.000]  這裡提到靜觀的操作定義就是
[00:16:40.000 --> 00:16:43.000]  有意識地留心當下此時此刻
[00:16:43.000 --> 00:16:47.000]  不加批判地以特定的方法去覺察
[00:16:47.000 --> 00:16:51.000]  我們很快看看不同人怎麼說
[00:16:51.000 --> 00:16:56.000]  Eckhart Bobson他其實本身從八幾年到現在
[00:16:56.000 --> 00:16:59.000]  其實他自己的definition of mindfulness
[00:16:59.000 --> 00:17:02.000]  都是一直在演變、一直在expand
[00:17:02.000 --> 00:17:04.000]  所以也不要覺得奇怪
[00:17:04.000 --> 00:17:07.000]  為什麼有些人這樣看有些人又這樣看
