
[00:00:00.000 --> 00:00:05.000]  萬國啊 你們要讚美耶和華
[00:00:05.000 --> 00:00:08.000]  萬民啊 你們要重讚她
[00:00:08.000 --> 00:00:11.000]  她向我們所施的慈愛極大
[00:00:11.000 --> 00:00:14.000]  耶和華的信實永遠長存
[00:00:14.000 --> 00:00:17.000]  你們要讚美耶和華
[00:00:17.000 --> 00:00:18.000]  弟兄姊妹
[00:00:18.000 --> 00:00:20.000]  在我們今天培靈會的開始
[00:00:20.000 --> 00:00:23.000]  讓我們先以詩歌敬拜去到主的面前
[00:00:23.000 --> 00:00:25.000]  我們一同一起立
[00:00:29.000 --> 00:00:36.000]  神永遠是世界眾生
[00:00:36.000 --> 00:00:43.000]  萬國跪拜屬你名下
[00:00:43.000 --> 00:00:47.000]  神隨你而至
[00:00:47.000 --> 00:00:51.000]  復興你工作
[00:00:51.000 --> 00:00:57.000]  我晝夜不知悉禱告
[00:00:57.000 --> 00:01:05.000]  神永遠是世界眾生
[00:01:05.000 --> 00:01:12.000]  萬國跪拜屬你名下
[00:01:12.000 --> 00:01:16.000]  神隨你而至
[00:01:16.000 --> 00:01:19.000]  復興你工作
[00:01:19.000 --> 00:01:25.000]  我晝夜不知悉禱告
[00:01:25.000 --> 00:01:33.000]  舊日倒塌的現在要建立
[00:01:33.000 --> 00:01:39.000]  以讚美作你居所
[00:01:39.000 --> 00:01:44.000]  大衛所見的進步
[00:01:44.000 --> 00:01:47.000]  遍地興起
[00:01:47.000 --> 00:01:49.000]  主配敬畏
[00:01:49.000 --> 00:01:54.000]  我一生敬拜
[00:01:54.000 --> 00:01:57.000]  神我們宣告你是世界的眾生
[00:01:57.000 --> 00:02:00.000]  你永遠是世界的眾生
[00:02:00.000 --> 00:02:02.000]  主你不單單是世界的眾生
[00:02:02.000 --> 00:02:05.000]  你更是我們所有人的眾生
[00:02:05.000 --> 00:02:07.000]  主我們今天站立在你的面前
[00:02:07.000 --> 00:02:09.000]  我們要以你為我們的眾生
[00:02:09.000 --> 00:02:11.000]  我們要將我們的敬拜
[00:02:11.000 --> 00:02:14.000]  將我們的讚美傳言都歸給你
[00:02:14.000 --> 00:02:21.000]  願我們一起宣告上帝是世界的眾生
[00:02:21.000 --> 00:02:29.000]  神永遠是世界眾生
[00:02:29.000 --> 00:02:35.000]  萬國跪拜屬你名下
[00:02:35.000 --> 00:02:39.000]  神隨你而至
[00:02:39.000 --> 00:02:43.000]  復興你工作
[00:02:43.000 --> 00:02:49.000]  我晝夜不知悉禱告
[00:02:49.000 --> 00:02:57.000]  舊日倒塌的現在要建立
[00:02:57.000 --> 00:03:03.000]  以讚美作你居所
[00:03:03.000 --> 00:03:08.000]  大衛所見的進步
[00:03:08.000 --> 00:03:11.000]  遍地興起
[00:03:11.000 --> 00:03:13.000]  主配敬畏
[00:03:13.000 --> 00:03:17.000]  我一生敬拜
[00:03:17.000 --> 00:03:24.000]  舊日倒塌的現在要建立
[00:03:24.000 --> 00:03:30.000]  以讚美作你居所
[00:03:30.000 --> 00:03:35.000]  大衛所見的進步
[00:03:35.000 --> 00:03:38.000]  遍地興起
[00:03:38.000 --> 00:03:40.000]  主配敬畏
[00:03:40.000 --> 00:03:44.000]  我一生敬拜
[00:03:44.000 --> 00:03:51.000]  充滿著你同在
[00:03:51.000 --> 00:03:57.000]  充滿著你榮耀
[00:03:57.000 --> 00:04:04.000]  充滿著你榮耀
[00:04:04.000 --> 00:04:11.000]  充滿著你的愛
[00:04:11.000 --> 00:04:17.000]  充滿著你同在
[00:04:17.000 --> 00:04:24.000]  充滿著你能耐
[00:04:24.000 --> 00:04:30.000]  充滿著你榮耀
[00:04:30.000 --> 00:04:39.000]  充滿著你的愛
[00:04:39.000 --> 00:04:47.000]  舊日倒塌的現在要建立
[00:04:47.000 --> 00:04:53.000]  以讚美作你居所
[00:04:53.000 --> 00:04:58.000]  大衛所見的進步
[00:04:58.000 --> 00:05:01.000]  遍地興起
[00:05:01.000 --> 00:05:03.000]  主配敬畏
[00:05:03.000 --> 00:05:06.000]  我一生敬拜
[00:05:06.000 --> 00:05:14.000]  舊日倒塌的現在要建立
[00:05:14.000 --> 00:05:20.000]  以讚美作你居所
[00:05:20.000 --> 00:05:25.000]  大衛所見的進步
[00:05:25.000 --> 00:05:28.000]  遍地興起
[00:05:28.000 --> 00:05:30.000]  主配敬畏
[00:05:30.000 --> 00:05:34.000]  我一生敬拜
[00:05:34.000 --> 00:05:36.000]  主配敬畏
[00:05:36.000 --> 00:05:41.000]  我一生敬拜
[00:05:41.000 --> 00:05:43.000]  主配敬畏
[00:05:43.000 --> 00:05:48.000]  我一生敬拜
[00:05:48.000 --> 00:05:50.000]  我們給點掌聲我們的上帝
[00:05:50.000 --> 00:05:54.000]  我們的榮耀比我們的上帝還要讚
[00:05:54.000 --> 00:05:58.000]  在一生的主
[00:05:58.000 --> 00:06:00.000]  我們多謝你讚美你
[00:06:00.000 --> 00:06:02.000]  因為你讓我們知道
[00:06:02.000 --> 00:06:04.000]  在今天這個世代
[00:06:04.000 --> 00:06:06.000]  縱使我們有失望
[00:06:06.000 --> 00:06:12.000]  縱使我們見到很多不合你心意的事在這裡發生
[00:06:12.000 --> 00:06:14.000]  大主啊
[00:06:14.000 --> 00:06:16.000]  你告訴我們
[00:06:16.000 --> 00:06:19.000]  你仍然在這個世界上掌權
[00:06:19.000 --> 00:06:23.000]  還要宣告你的工作仍然在這個世界上
[00:06:23.000 --> 00:06:27.000]  主啊所以我們要多謝你讚美你
[00:06:27.000 --> 00:06:30.000]  因為你仍然在掌權的時候
[00:06:30.000 --> 00:06:33.000]  你知道我們的盼望在你裡面
[00:06:33.000 --> 00:06:35.000]  主啊你更加說
[00:06:35.000 --> 00:06:38.000]  你不單單在這個世界裡面工作
[00:06:38.000 --> 00:06:42.000]  你更加在我們這裡每一個人的生命裡面工作
[00:06:42.000 --> 00:06:45.000]  你從來都沒有放開過你的手
[00:06:45.000 --> 00:06:47.000]  主啊所以讚美你
[00:06:47.000 --> 00:06:49.000]  也多謝你
[00:06:49.000 --> 00:06:51.000]  因為你是那個守約
[00:06:51.000 --> 00:06:53.000]  思慈愛的上帝
[00:06:53.000 --> 00:06:56.000]  我們可以全然的信靠你
[00:06:56.000 --> 00:06:59.000]  縱使當我們仍然軟弱
[00:06:59.000 --> 00:07:02.000]  當我們都失去信心
[00:07:02.000 --> 00:07:04.000]  大主我們知道
