
[00:00:00.000 --> 00:00:03.000]  各位同學大家好
[00:00:03.000 --> 00:00:08.000]  承接上個主日講過聖經的第一卷書《創世紀》
[00:00:08.000 --> 00:00:12.000]  今個星期的《易有野學》延伸再線
[00:00:12.000 --> 00:00:16.000]  是輪到講聖經的最後一卷書《啟示錄》
[00:00:16.000 --> 00:00:21.000]  課堂邀請了忠臣聖經科新約的副教授
[00:00:21.000 --> 00:00:23.000]  申惠蘭博士負責
[00:00:23.000 --> 00:00:27.000]  Joyce老師的研究興趣很廣泛
[00:00:27.000 --> 00:00:34.000]  有彼得前書、早期基督教歷史、早期教父著作等等
[00:00:34.000 --> 00:00:38.000]  當然亦包括今日要講的《啟示錄》
[00:00:38.000 --> 00:00:44.000]  接下來她會和我們分享《啟示錄》3.7漢天災
[00:00:44.000 --> 00:00:46.000]  順便賣下廣告
[00:00:46.000 --> 00:00:52.000]  Joyce老師會在七月份的延伸課程會教授提摩太前書
[00:00:52.000 --> 00:00:55.000]  現在已經可以報名
[00:00:55.000 --> 00:01:02.000]  雖然這個星期我們的課堂是關於聖經的最後一卷書
[00:01:02.000 --> 00:01:08.000]  但並不是預告《易有野學》延伸再線會停在這裏
[00:01:08.000 --> 00:01:14.000]  忠臣延伸部六月份已經邀請了四位老師
[00:01:14.000 --> 00:01:16.000]  在主日這個時間裏面
[00:01:16.000 --> 00:01:22.000]  繼續和我們分享他們的教學和研究心得
[00:01:22.000 --> 00:01:32.000]  這幾位老師包括雷敬業博士、潘怡容博士、林添德先生、陳關運兆老師
[00:01:32.000 --> 00:01:38.000]  盼望弟兄姊妹你們都能夠繼續在《易有野學》延伸再線裏面
[00:01:38.000 --> 00:01:44.000]  延伸我們對基督教信仰的各方面認識
[00:01:44.000 --> 00:01:48.000]  沿著今日藉著Joyce老師的教導
[00:01:48.000 --> 00:01:54.000]  讓我們更深去認識上主的管教和啟示
[00:01:54.000 --> 00:01:59.000]  我們的系列叫做《易有野學》
[00:01:59.000 --> 00:02:03.000]  我今日都想和弟兄姊妹思想一下瘟疫
[00:02:03.000 --> 00:02:05.000]  想一下天災
[00:02:05.000 --> 00:02:08.000]  雖然我們面對肺炎疫情已經好幾個月
[00:02:08.000 --> 00:02:11.000]  現在疫情也都已經慢慢減退
[00:02:11.000 --> 00:02:17.000]  再說天災或者我們會覺得好像已經是沒有了一份的迫切性
[00:02:17.000 --> 00:02:22.000]  不過我想當疫情這樣爆發
[00:02:22.000 --> 00:02:26.000]  每天都有新的消息要我們立即去應對
[00:02:26.000 --> 00:02:33.000]  或者當時我們根本就沒有空間去想清楚究竟是發生什麼事
[00:02:33.000 --> 00:02:37.000]  今日當疫情慢慢過去
[00:02:37.000 --> 00:02:40.000]  我想亦都是時候我們真的停下來
[00:02:40.000 --> 00:02:44.000]  好好地在信仰上去反思去領受
[00:02:44.000 --> 00:02:50.000]  究竟我們這位掌管著世間發生的一切事情的上帝
[00:02:50.000 --> 00:02:54.000]  其實在這段時間在疫情裏面
[00:02:54.000 --> 00:02:57.000]  他可能在做些什麼
[00:02:57.000 --> 00:03:01.000]  他亦都想我們信徒去體會些什麼
[00:03:01.000 --> 00:03:04.000]  我今日想和弟兄姊妹一起去讀
[00:03:04.000 --> 00:03:07.000]  約翰啟示錄裏面記載
[00:03:07.000 --> 00:03:10.000]  自己在天上見到的那三個七
[00:03:10.000 --> 00:03:16.000]  即是七印、七號和七碗的異象
[00:03:16.000 --> 00:03:21.000]  或者我們都知道在那裏大部分都是驚天動地
[00:03:21.000 --> 00:03:25.000]  有很多人在裏面苦不堪言的災難
[00:03:25.000 --> 00:03:30.000]  有時我們想看都真的挺難看下去的
[00:03:30.000 --> 00:03:35.000]  不過當約翰他發出這三個七的警告的時候
[00:03:35.000 --> 00:03:38.000]  他並不是像我們過往很多人以為的那樣
[00:03:38.000 --> 00:03:41.000]  只是要記下末日的密碼
[00:03:41.000 --> 00:03:46.000]  來滿足一下我們對將來的好奇心
[00:03:46.000 --> 00:03:51.000]  約翰其實是要鼓勵當時在小亞細亞裏面的信徒
[00:03:51.000 --> 00:03:55.000]  縱然周圍的確充滿著對基督信仰的挑戰
[00:03:55.000 --> 00:03:57.000]  甚至是對自己生命的威脅
[00:03:57.000 --> 00:04:00.000]  他們仍然要持守神的道
[00:04:00.000 --> 00:04:05.000]  仍然要堅持繼續為基督去做見證
[00:04:05.000 --> 00:04:08.000]  所以約翰見到的那三個七的災禍
[00:04:08.000 --> 00:04:12.000]  並不是一些沒有意義的偶發性的事件
[00:04:12.000 --> 00:04:14.000]  也不是一位大能的神
[00:04:14.000 --> 00:04:17.000]  他只是在玩弄人類
[00:04:17.000 --> 00:04:21.000]  這對令人觸目驚心的和環裏面
[00:04:21.000 --> 00:04:27.000]  反而有著安慰、有著警告、有著悔改的呼籲
[00:04:27.000 --> 00:04:33.000]  裏面更加是充滿著對人類的硬心那種無奈
[00:04:33.000 --> 00:04:38.000]  當然我今天並不是要嘗試去解釋
[00:04:38.000 --> 00:04:44.000]  為我們為何會有肺炎疫情來提供一個答案
[00:04:44.000 --> 00:04:50.000]  我想我也沒有資格去揣測究竟神在做些甚麼
[00:04:50.000 --> 00:04:57.000]  不過我很想邀請弟兄姊妹跟我一起去讀約翰這三個七的經文
[00:04:57.000 --> 00:05:03.000]  看看裏面會否對我們各自在面對的處境
[00:05:03.000 --> 00:05:06.000]  對我們也有些啟發
[00:05:06.000 --> 00:05:08.000]  在我進入經文之先
[00:05:08.000 --> 00:05:14.000]  我想首先交代一下約翰寫啟示錄的背景
[00:05:14.000 --> 00:05:17.000]  啟示錄我們比較認識
[00:05:17.000 --> 00:05:19.000]  也可能比較容易明白的部分
[00:05:19.000 --> 00:05:24.000]  相信就是基督要約翰寫給小亞細亞
[00:05:24.000 --> 00:05:30.000]  即是今天在土耳其一帶七間教會的七封信
[00:05:30.000 --> 00:05:35.000]  這七封信也揭示了當時在這個地區生活的信徒
[00:05:35.000 --> 00:05:38.000]  他們正面對周圍的多神文化
[00:05:38.000 --> 00:05:41.000]  正面對著很多的壓力
[00:05:41.000 --> 00:05:46.000]  要他們在信仰以至在生活上去做一些妥協
[00:05:46.000 --> 00:05:50.000]  去融入周圍社會的文化
[00:05:50.000 --> 00:05:52.000]  因為當周圍的異教徒
[00:05:52.000 --> 00:05:55.000]  他們就像我們中國人的傳統文化
[00:05:55.000 --> 00:05:58.000]  可以去滿天神佛去甚麼神都拜
[00:05:58.000 --> 00:06:05.000]  基督徒卻要堅持拒絕去拜其他的神
[00:06:05.000 --> 00:06:07.000]  而在古代的希臘城市
[00:06:07.000 --> 00:06:10.000]  他們每次的宗教節日和活動
[00:06:10.000 --> 00:06:13.000]  都是在一些全城的城市
[00:06:13.000 --> 00:06:16.000]  任何的社交活動、飲宴
[00:06:16.000 --> 00:06:19.000]  也通常包含了一些祭祀
[00:06:19.000 --> 00:06:23.000]  又或者對其他神明的宗教
[00:06:23.000 --> 00:06:26.000]  尊崇其他神明的一些儀式
[00:06:26.000 --> 00:06:30.000]  而作為異教多神文化的一部分
[00:06:30.000 --> 00:06:33.000]  當時在城市裏面的地方官員
[00:06:33.000 --> 00:06:35.000]  和本地的鄉紳貴州
[00:06:35.000 --> 00:06:38.000]  他們為了去討好羅馬帝國的皇帝
[00:06:38.000 --> 00:06:42.000]  希望羅馬的君王能夠給一些好處
[00:06:42.000 --> 00:06:45.000]  又或者一些方便給他們自己的城市
[00:06:45.000 --> 00:06:47.000]  他們還會在城市裏面
[00:06:47.000 --> 00:06:50.000]  很積極地去推動
[00:06:50.000 --> 00:06:54.000]  在城市裏面向帝王的崇拜
[00:06:54.000 --> 00:06:57.000]  如果能夠為皇帝建省級的皇廟
[00:06:57.000 --> 00:07:00.000]  得到看守皇廟的地位
[00:07:00.000 --> 00:07:05.000]  這些都會成為整個城市的榮譽和驕傲
[00:07:05.000 --> 00:07:08.000]  而在約翰社、啟示錄給他們的
[00:07:08.000 --> 00:07:10.000]  七個城市裏面
[00:07:10.000 --> 00:07:15.000]  還是特別出名、特別熱衷帝王崇拜的
[00:07:15.000 --> 00:07:18.000]  在這七個城市裏面生活的信徒
[00:07:18.000 --> 00:07:24.000]  他們在異教文化、政治和宗教的要求挑戰底下
[00:07:24.000 --> 00:07:28.000]  他們為了生存、為了有正常的社交生活
[00:07:28.000 --> 00:07:30.000]  甚至為了商業的利益
[00:07:30.000 --> 00:07:32.000]  他們應該採納
[00:07:32.000 --> 00:07:36.000]  如何去採納周圍哪些異教徒的生活習俗
[00:07:36.000 --> 00:07:39.000]  又或者他們如何堅持
[00:07:39.000 --> 00:07:43.000]  為自己的信仰去做見證
[00:07:43.000 --> 00:07:47.000]  在基督給這七間教會的信裏面
[00:07:47.000 --> 00:07:50.000]  我們固然見到
[00:07:50.000 --> 00:07:53.000]  基督稱讚仕美娜教會
[00:07:53.000 --> 00:07:57.000]  寧願遭受經濟上的杯葛和損失
[00:07:57.000 --> 00:07:59.000]  搞到自己貧窮
[00:07:59.000 --> 00:08:07.000]  他們都仍然堅持拒絕去參與周圍異教的經濟和社交活動
[00:08:07.000 --> 00:08:11.000]  我今天會用的是新譯本的經文
[00:08:11.000 --> 00:08:16.000]  另外,基督也稱讚菲拉鐵非教會
[00:08:16.000 --> 00:08:18.000]  雖然他們只是略有一點的綿力
[00:08:18.000 --> 00:08:21.000]  不過他們都是不問結果地
[00:08:21.000 --> 00:08:25.000]  公開堅持自己基督的信仰
[00:08:25.000 --> 00:08:29.000]  進行基督關於忍耐的教導
[00:08:29.000 --> 00:08:32.000]  不過在其他的教會
[00:08:32.000 --> 00:08:37.000]  出現了一批假仕徒、假教師
[00:08:37.000 --> 00:08:41.000]  包括在以弗所教會裏面的假仕徒
[00:08:41.000 --> 00:08:45.000]  在以弗所和別加摩教會裏面的尼哥拉黨
[00:08:45.000 --> 00:08:48.000]  在別加摩教會裏面的巴蘭
[00:08:48.000 --> 00:08:53.000]  和在推亞推拉教會裏面的耶駒別
[00:08:53.000 --> 00:08:57.000]  他們鼓勵信徒可以自由去參與
[00:08:57.000 --> 00:08:59.000]  去吃那些祭過偶像的食物
[00:08:59.000 --> 00:09:03.000]  讓他們可以再沒有保留地去參與
[00:09:03.000 --> 00:09:08.000]  去融入周圍羅馬帝國的社會系統
[00:09:08.000 --> 00:09:12.000]  基督尤其責備得嚴厲的有撒迪教會
[00:09:12.000 --> 00:09:15.000]  他們外表朝氣勃勃
[00:09:15.000 --> 00:09:19.000]  亦都很積極地去參與周圍城市的生活
[00:09:19.000 --> 00:09:22.000]  去和周圍的社會打交道
[00:09:22.000 --> 00:09:26.000]  於是他們得到一個活的名聲
