
[00:00:00.000 --> 00:00:03.600]  聽完李先生講以撒的上帝
[00:00:03.600 --> 00:00:09.400]  在台下一直回味著他的說話
[00:00:09.400 --> 00:00:11.400]  差點忘記上台
[00:00:11.400 --> 00:00:16.200]  接下來我會跟大家分享的是
[00:00:16.200 --> 00:00:18.400]  以撒的神的另一
[00:00:18.400 --> 00:00:21.400]  你可以說是他的工作的繼續的延續
[00:00:21.400 --> 00:00:23.400]  就是他在這個世界上
[00:00:23.400 --> 00:00:25.400]  他在這個世界上的工作
[00:00:25.400 --> 00:00:27.400]  他在這個世界上的工作
[00:00:27.400 --> 00:00:30.000]  你可以說是他的工作的繼續的延續
[00:00:30.000 --> 00:00:31.800]  他不單是以撒的神
[00:00:31.800 --> 00:00:35.600]  也都是嘉義民的上帝
[00:00:35.600 --> 00:00:39.400]  不過在講嘉義民的事情之前
[00:00:39.400 --> 00:00:43.200]  就想跟大家看看一個金字塔
[00:00:43.200 --> 00:00:44.800]  我的小朋友看到這個金字塔
[00:00:44.800 --> 00:00:48.000]  就會馬上想起食物金字塔
[00:00:48.000 --> 00:00:51.000]  不過如果你留意的話
[00:00:51.000 --> 00:00:52.400]  這個不是食物金字塔
[00:00:52.400 --> 00:00:57.000]  這是一個叫馬斯洛的層級
[00:00:57.000 --> 00:00:59.000]  一個需要的層級
[00:00:59.000 --> 00:01:01.800]  這個層級是一個很出名
[00:01:01.800 --> 00:01:06.600]  或者是一個很流行的標記
[00:01:06.600 --> 00:01:08.800]  是在上個世紀
[00:01:08.800 --> 00:01:10.600]  中葉四十年代的時候
[00:01:10.600 --> 00:01:13.600]  一位美國的心理學家
[00:01:13.600 --> 00:01:15.600]  他叫做Abraham Maslow
[00:01:15.600 --> 00:01:21.400]  他做了一個非常重要的研究
[00:01:21.400 --> 00:01:26.000]  他研究找一群被公認為是很傑出的人
[00:01:26.000 --> 00:01:30.600]  然後去研究一下他們整個行為背後
[00:01:30.600 --> 00:01:34.400]  是用什麼動力去推動他們
[00:01:34.400 --> 00:01:37.400]  想找找當中之間的關係
[00:01:37.400 --> 00:01:42.200]  之後他就提出了一個很流行的人格發展的理論
[00:01:42.200 --> 00:01:46.800]  一個很呃要的圖來表示出來
[00:01:46.800 --> 00:01:51.600]  他認為在人的生命的需要裡面
[00:01:51.600 --> 00:01:54.800]  是可以分成有五個層級的
[00:01:54.800 --> 00:01:56.800]  由最低的那裡
[00:01:56.800 --> 00:01:57.800]  就是你看到的
[00:01:57.800 --> 00:02:00.400]  在最底的那裡就是一些生理的需要
[00:02:00.400 --> 00:02:03.600]  意思就是說是食物、水、空氣這些
[00:02:03.600 --> 00:02:07.600]  你是賴以為生的一些最基本的需要
[00:02:07.600 --> 00:02:09.800]  然後就一路十級而上
[00:02:09.800 --> 00:02:13.400]  第二層就是一些安全感的需要等等
[00:02:13.400 --> 00:02:15.600]  一路一路升上去
[00:02:15.600 --> 00:02:18.400]  Maslow他有一個看法
[00:02:18.400 --> 00:02:21.800]  他認為每一個發展的階段
[00:02:21.800 --> 00:02:27.600]  都會是由某一個層級的需要來支配
[00:02:27.600 --> 00:02:31.600]  和推動人的那種行為
[00:02:31.600 --> 00:02:37.400]  他認為如果當比較低的層次的需要
[00:02:37.400 --> 00:02:40.200]  得到適度的滿足之後
[00:02:40.200 --> 00:02:43.000]  人就可以進一步了
[00:02:43.000 --> 00:02:49.800]  就可以向更高更健全的人格發展
[00:02:49.800 --> 00:02:51.200]  而在整個發展裡面
[00:02:51.200 --> 00:02:53.000]  你會看到最高的部分
[00:02:53.000 --> 00:02:56.000]  就是自我實現
[00:02:56.000 --> 00:02:58.200]  Self-actualization
[00:02:58.200 --> 00:03:00.600]  去到這個位置之後
[00:03:00.600 --> 00:03:02.600]  你可以說一個人
[00:03:02.600 --> 00:03:06.000]  就是發展到他人格最完滿的狀況
[00:03:06.000 --> 00:03:07.200]  那個狀況就是
[00:03:07.200 --> 00:03:09.400]  他所有行為的背後
[00:03:09.400 --> 00:03:11.200]  所有的推動力
[00:03:11.200 --> 00:03:16.800]  基本上都是為了展現他生命裡面的潛質
[00:03:16.800 --> 00:03:18.800]  他內在的潛質
[00:03:18.800 --> 00:03:20.800]  而他現在的行為
[00:03:20.800 --> 00:03:24.800]  也可以說正正就是在
[00:03:24.800 --> 00:03:29.800]  按照或者是邁向實現他這些潛質的進化
[00:03:29.800 --> 00:03:31.600]  就是說到了這個位置
[00:03:31.600 --> 00:03:34.600]  這個人就到了一種表裡一致
[00:03:34.600 --> 00:03:40.400]  整個生命是一種和諧協調的情況
[00:03:40.400 --> 00:03:41.800]  你一看這個圖
[00:03:41.800 --> 00:03:43.400]  你很明顯知道
[00:03:43.400 --> 00:03:46.000]  Marslow 在Marslow的心裡面
[00:03:46.000 --> 00:03:51.200]  這個不是單單是一個純客觀的描述
[00:03:51.200 --> 00:03:55.800]  在裡面是有Marslow他自己一個很明顯的
[00:03:55.800 --> 00:03:58.800]  價值的判斷
[00:03:58.800 --> 00:04:01.400]  意思就是說當一個人
[00:04:01.400 --> 00:04:04.600]  什麼的發展是最可取的呢
[00:04:04.600 --> 00:04:07.400]  又或者一個人怎樣去發展
[00:04:07.400 --> 00:04:09.800]  最終極的願景應該是怎樣呢
[00:04:09.800 --> 00:04:13.200]  就是當一個人能夠將他自己內部的潛質
[00:04:13.200 --> 00:04:15.600]  完全發揮出來
[00:04:15.600 --> 00:04:21.000]  這樣這個就是人最終末的願景
[00:04:21.000 --> 00:04:23.400]  這個理論出了之後
[00:04:23.400 --> 00:04:25.400]  你可以說他最成熟的理論
[00:04:25.400 --> 00:04:27.000]  就是在50年代
[00:04:27.000 --> 00:04:29.000]  在上個世紀50年代出
[00:04:29.000 --> 00:04:31.000]  一直時至今日
[00:04:31.000 --> 00:04:36.200]  你可以說仍然是風靡整個的現代世界
[00:04:36.200 --> 00:04:38.200]  如果你留意一下
[00:04:38.200 --> 00:04:41.800]  在今天很多的商業運作裡面
[00:04:41.800 --> 00:04:44.600]  無論是市場學或者是管理學
[00:04:44.600 --> 00:04:48.200]  都是用很多Marslow這個理論
[00:04:48.200 --> 00:04:52.000]  在他的訓練或者是營銷裡面
[00:04:52.000 --> 00:04:55.000]  來運用在當中
[00:04:55.000 --> 00:04:58.800]  我覺得他最厲害最厲害的地方
[00:04:58.800 --> 00:05:03.800]  都不只是在這些工商管理裡面的運用
[00:05:03.800 --> 00:05:06.800]  而是他更加重要的是
[00:05:06.800 --> 00:05:09.800]  他被包裝成為一種
[00:05:09.800 --> 00:05:12.800]  你可以說是成功的秘技
[00:05:12.800 --> 00:05:16.400]  你只要去一下書局去看一下
[00:05:16.400 --> 00:05:18.800]  我曾經去北美
[00:05:18.800 --> 00:05:22.600]  幫忠臣做一些拓展的時候
[00:05:22.600 --> 00:05:24.600]  你知道我們這種人
[00:05:24.600 --> 00:05:27.600]  看到書局就很難抗拒這個誘惑
[00:05:27.600 --> 00:05:29.200]  會進去走一圈的
[00:05:29.200 --> 00:05:32.400]  進去看到一個很有趣的情景
[00:05:32.400 --> 00:05:34.400]  當然我們去找
[00:05:34.400 --> 00:05:37.200]  宗教那些很難找到
[00:05:37.200 --> 00:05:39.200]  很難才找到一格
[00:05:39.200 --> 00:05:41.200]  然後看到有幾本書
[00:05:41.200 --> 00:05:45.000]  但是他旁邊有好幾個書櫃
[00:05:45.000 --> 00:05:50.800]  就是一些自我增加等等的書
[00:05:50.800 --> 00:05:55.000]  在當中任君選擇
[00:05:55.000 --> 00:05:58.800]  又或者你只要上網去搜尋一下
[00:05:58.800 --> 00:06:00.800]  一些課程
[00:06:00.800 --> 00:06:02.400]  一些自我提升的課程
[00:06:02.400 --> 00:06:05.400]  你會發覺到是數不勝數
[00:06:05.400 --> 00:06:08.200]  你要什麼就有什麼
[00:06:08.200 --> 00:06:10.000]  所以自我實現
[00:06:10.000 --> 00:06:12.000]  Self-actualization
[00:06:12.000 --> 00:06:15.200]  在今天在現代社會裡面
[00:06:15.200 --> 00:06:20.200]  肯定已經不是一個心理學的詞彙
[00:06:20.200 --> 00:06:21.800]  這麼簡單
[00:06:21.800 --> 00:06:23.000]  你可以說
