
[00:00:00.000 --> 00:00:09.600]  各位同學各位來賓午安
[00:00:09.600 --> 00:00:15.000]  2024年萬崇仁教木學講座
[00:00:15.000 --> 00:00:17.640]  很快就來到我們第四講了
[00:00:17.640 --> 00:00:22.360]  今天下午這些講座
[00:00:22.360 --> 00:00:25.360]  其實都需要大家提醒精神
[00:00:25.360 --> 00:00:27.640]  最後一堂了
[00:00:28.200 --> 00:00:32.640]  今天朱牧師提醒我們
[00:00:32.640 --> 00:00:38.400]  我們早幾堂都糾纏在張力那裡
[00:00:38.400 --> 00:00:41.440]  但是今天這些堂其實就應該很不同
[00:00:41.440 --> 00:00:43.360]  大家看這個題目已經知道了
[00:00:43.360 --> 00:00:44.920]  題目是什麼呢?
[00:00:44.920 --> 00:00:49.480]  本地普通話事公的機遇與張力
[00:00:49.480 --> 00:00:54.800]  機遇其實都會牽涉一些處境上的分析
[00:00:54.800 --> 00:00:56.440]  趨勢等等
[00:00:56.880 --> 00:00:59.400]  其實我想香港在這幾年
[00:00:59.400 --> 00:01:04.200]  都有很多人口上的流動
[00:01:04.200 --> 00:01:06.640]  所以香港的移民潮
[00:01:06.640 --> 00:01:09.520]  我們就在講一些流散
[00:01:09.520 --> 00:01:11.840]  有時候我都會覺得
[00:01:11.840 --> 00:01:14.600]  我很喜歡有一個比喻
[00:01:14.600 --> 00:01:15.920]  就是In and Out
[00:01:15.920 --> 00:01:18.720]  就是什麼進什麼出
[00:01:18.720 --> 00:01:21.040]  其實在這幾年裡面
[00:01:21.040 --> 00:01:26.080]  香港的人口上的流轉都是很厲害的
[00:01:26.360 --> 00:01:29.760]  所以就會帶來一些機遇
[00:01:29.760 --> 00:01:35.560]  所以我們要在講本地普通話事公
[00:01:35.560 --> 00:01:37.960]  你看看這幾個字
[00:01:37.960 --> 00:01:40.960]  其實都有一些點題
[00:01:40.960 --> 00:01:42.040]  本地
[00:01:42.040 --> 00:01:44.720]  就是我們不是做內地的事公
[00:01:44.720 --> 00:01:50.120]  普通話相對我們是一個廣東話為主的群體
[00:01:50.120 --> 00:01:55.080]  而今天就不是講那麼多人與人之間
[00:01:55.080 --> 00:01:56.720]  或者那些張力那麼多
[00:01:56.720 --> 00:01:57.800]  而是講事公
[00:01:57.800 --> 00:02:03.400]  所以是一個很貼近模樣的題目
[00:02:03.400 --> 00:02:07.240]  我們很高興有兩位
[00:02:07.240 --> 00:02:09.560]  一位講完一位回應講完
[00:02:09.560 --> 00:02:11.360]  原來他們是相識的
[00:02:11.360 --> 00:02:13.920]  是在北京相識的
[00:02:13.920 --> 00:02:19.920]  兩個都是很熟習內地普通話的受眾
[00:02:19.920 --> 00:02:22.640]  我要介紹今天的講員
[00:02:22.640 --> 00:02:25.040]  張建芳傳道
[00:02:25.200 --> 00:02:30.200]  其實他是中誠校友
[00:02:30.200 --> 00:02:34.120]  2007年THM
[00:02:34.120 --> 00:02:37.120]  在之前有讀MCS的
[00:02:37.120 --> 00:02:39.800]  他在內地服侍了很多年
[00:02:39.800 --> 00:02:46.960]  然後回來就在西區福音堂開展普通話的事公
[00:02:46.960 --> 00:02:51.000]  現在是那一堂的主任傳道
[00:02:52.560 --> 00:02:55.680]  回應講員就是蘇老師
[00:02:55.680 --> 00:02:57.600]  蘇慕如博士
[00:02:57.600 --> 00:03:00.840]  他也是實踐科的老師
[00:03:00.840 --> 00:03:05.200]  以及在內地有很多服侍的經驗
[00:03:05.200 --> 00:03:08.920]  我相信他們兩個都會帶給我們很多
[00:03:08.920 --> 00:03:11.920]  在這方面的知識
[00:03:11.920 --> 00:03:13.120]  經驗
[00:03:13.120 --> 00:03:14.720]  以及模樣的心得
[00:03:14.720 --> 00:03:18.000]  我們也像上幾堂一樣
[00:03:18.000 --> 00:03:22.080]  大家聽完他們的分享之後
[00:03:22.200 --> 00:03:24.640]  我們可以有一個Q&A的時間
[00:03:24.640 --> 00:03:27.200]  你可以手寫題目
[00:03:27.200 --> 00:03:29.400]  或者用中間的麥克風
[00:03:29.400 --> 00:03:31.960]  去即場的提問也可以
[00:03:31.960 --> 00:03:35.400]  我把時間交給張傳道
[00:03:35.400 --> 00:03:37.400]  我們給他掌聲
[00:03:37.400 --> 00:03:51.200]  大家好
[00:03:51.200 --> 00:03:56.200]  除了下午大家要打醒十二番精神
[00:03:56.200 --> 00:03:58.520]  我也要打醒十二番精神
[00:03:58.520 --> 00:04:02.040]  剛才吃了一個很豐富的下午
[00:04:02.040 --> 00:04:07.040]  但喝了也是一杯很濃郁的咖啡
[00:04:07.040 --> 00:04:11.520]  剛才歐長江博士說到
[00:04:11.520 --> 00:04:13.520]  講事公
[00:04:13.520 --> 00:04:17.640]  但事公可能更多張力
[00:04:17.640 --> 00:04:20.640]  所以可能會繼續講張力
[00:04:20.640 --> 00:04:26.160]  如果提起大家在疫情隔離的那段時間
[00:04:26.160 --> 00:04:32.160]  相信很多人都是不好受的經歷
[00:04:32.160 --> 00:04:34.160]  但對我來說
[00:04:34.160 --> 00:04:39.160]  當時隔離的狀況是一個機遇
[00:04:39.160 --> 00:04:41.160]  我經歷了一個機遇
[00:04:41.160 --> 00:04:48.640]  當時疫情已經很嚴峻
[00:04:48.640 --> 00:04:50.640]  學校不能回學校
[00:04:50.640 --> 00:04:54.640]  醫院連探望也沒有
[00:04:54.640 --> 00:04:58.640]  所以病人在當中都很辛苦
[00:04:58.640 --> 00:05:00.640]  家人也不能探望
[00:05:00.640 --> 00:05:03.640]  那段最嚴重的期間
[00:05:03.640 --> 00:05:08.640]  教會當然沒有實體崇拜、聚會
[00:05:08.640 --> 00:05:13.640]  有一位姐妹介紹她的內地朋友
[00:05:13.640 --> 00:05:16.640]  她的內地朋友也不是太熟悉
[00:05:16.640 --> 00:05:21.640]  但她突然有嚴重疾病
[00:05:21.640 --> 00:05:24.640]  進了醫院進行手術
[00:05:24.640 --> 00:05:26.640]  她介紹給我
[00:05:26.640 --> 00:05:28.640]  我都沒有辦法
[00:05:28.640 --> 00:05:30.640]  也不能探望、聯絡
[00:05:30.640 --> 00:05:32.640]  電話也未必能打
[00:05:32.640 --> 00:05:38.640]  可能當時醫院可以用手機
[00:05:38.640 --> 00:05:40.640]  WeChat或WhatsApp
[00:05:40.640 --> 00:05:43.640]  但也不是可以長期
[00:05:43.640 --> 00:05:47.640]  當然不能通電話
[00:05:47.640 --> 00:05:49.640]  她介紹給我
[00:05:49.640 --> 00:05:51.640]  我可以怎樣呢
[00:05:51.640 --> 00:05:53.640]  嘗試和她聯絡
[00:05:53.640 --> 00:05:55.640]  用WeChat
[00:05:55.640 --> 00:05:58.640]  內地朋友是內地專才
[00:05:58.640 --> 00:06:00.640]  在香港讀完Master
[00:06:00.640 --> 00:06:02.640]  留在香港工作
[00:06:02.640 --> 00:06:04.640]  在香港本地的公司
[00:06:04.640 --> 00:06:06.640]  但不幸地進了醫院
[00:06:06.640 --> 00:06:08.640]  儘管試試吧
[00:06:08.640 --> 00:06:11.640]  用WeChat自我介紹
[00:06:11.640 --> 00:06:13.640]  簡單地問她情況
[00:06:13.640 --> 00:06:15.640]  然後就開始認識
[00:06:15.640 --> 00:06:19.640]  然後簡單地問她情況
[00:06:19.640 --> 00:06:21.640]  沒有人知道情況
[00:06:21.640 --> 00:06:23.640]  真的通過WeChat才知道
[00:06:23.640 --> 00:06:25.640]  問了情況之後
[00:06:25.640 --> 00:06:27.640]  她大概說了一些病徵
[00:06:27.640 --> 00:06:29.640]  要做手術
[00:06:29.640 --> 00:06:31.640]  反正都頗嚴重
[00:06:31.640 --> 00:06:35.640]  唯有簡單地安慰她
[00:06:35.640 --> 00:06:38.640]  又不是很長時間可以聯絡
[00:06:38.640 --> 00:06:40.640]  只是斷斷續續
[00:06:40.640 --> 00:06:47.640]  開始了和她隔天或一天之內的聯絡
[00:06:47.640 --> 00:06:49.640]  關心她
[00:06:49.640 --> 00:06:51.640]  問她現在的情況
[00:06:51.640 --> 00:06:53.640]  為她祈禱
[00:06:53.640 --> 00:06:57.640]  到真的要做手術前一天
[00:06:57.640 --> 00:06:59.640]  我怎樣安慰她呢
[00:06:59.640 --> 00:07:01.640]  舊招
[00:07:01.640 --> 00:07:04.640]  扔個C篇23篇給她
[00:07:04.640 --> 00:07:08.640]  很有作用
[00:07:08.640 --> 00:07:13.640]  我叫她唸
[00:07:13.640 --> 00:07:15.640]  可以的話就背了
[00:07:15.640 --> 00:07:20.640]  帶著祈禱的心進入手術
[00:07:20.640 --> 00:07:22.640]  手術完結後
[00:07:22.640 --> 00:07:23.640]  很感恩
[00:07:23.640 --> 00:07:25.640]  是成功、順利的手術
[00:07:25.640 --> 00:07:27.640]  之後她慢慢都好了
[00:07:27.640 --> 00:07:29.640]  在這段時間後
[00:07:29.640 --> 00:07:31.640]  其實我沒有說很多福音
[00:07:31.640 --> 00:07:33.640]  但她都知道我有幾個圖
[00:07:33.640 --> 00:07:35.640]  還有C篇23篇
[00:07:35.640 --> 00:07:38.640]  有少少補充
[00:07:38.640 --> 00:07:40.640]  其實她很簡單
[00:07:40.640 --> 00:07:42.640]  很開放的心
[00:07:42.640 --> 00:07:44.640]  就是這樣信了耶穌
[00:07:44.640 --> 00:07:49.640]  禱告一直都在WeChat進行
[00:07:49.640 --> 00:07:53.640]  從頭到尾都沒有見過她一面
[00:07:53.640 --> 00:07:57.640]  接著我們教會
[00:07:57.640 --> 00:08:01.640]  差不多有授浸班
[00:08:01.640 --> 00:08:03.640]  那怎麼辦呢
[00:08:03.640 --> 00:08:05.640]  我們在線上參加授浸班
[00:08:05.640 --> 00:08:07.640]  她在醫院怎樣參加授浸班
[00:08:07.640 --> 00:08:09.640]  沒有了
[00:08:09.640 --> 00:08:11.640]  那要不要給她授浸班呢
[00:08:11.640 --> 00:08:14.640]  幸好整個疫情到最後
[00:08:14.640 --> 00:08:15.640]  那一刻
[00:08:15.640 --> 00:08:17.640]  我們授浸班最後一課
[00:08:17.640 --> 00:08:22.640]  那課是所有預備授浸的人士必須參加的
[00:08:22.640 --> 00:08:24.640]  她竟然可以出院
[00:08:24.640 --> 00:08:27.640]  和實體來到我們最後一課
[00:08:27.640 --> 00:08:29.640]  那課是講教會的
[00:08:29.640 --> 00:08:32.640]  那時我第一次見到她
[00:08:32.640 --> 00:08:33.640]  很感動
[00:08:33.640 --> 00:08:36.640]  兩星期後我們就授浸班
[00:08:36.640 --> 00:08:38.640]  第二次她又可以出院
[00:08:38.640 --> 00:08:41.640]  在授浸班的過程中
[00:08:41.640 --> 00:08:45.640]  我覺得如果沒有這個機會
[00:08:45.640 --> 00:08:49.640]  我很難去主動
[00:08:49.640 --> 00:08:51.640]  或者碰到
[00:08:51.640 --> 00:08:54.640]  或者見到一個果子
[00:08:54.640 --> 00:08:55.640]  當然不是我一個
[00:08:55.640 --> 00:08:57.640]  原來她身邊都有很多天使
[00:08:57.640 --> 00:09:01.640]  來來回回在幫助她
[00:09:01.640 --> 00:09:05.640]  另外在疫情期間
[00:09:05.640 --> 00:09:09.640]  我們教會這幾年
[00:09:09.640 --> 00:09:12.640]  一直都有和學團合作協作
[00:09:12.640 --> 00:09:16.640]  辦在大專院校裏的廣東話班
[00:09:16.640 --> 00:09:19.640]  特別是給內地的學生
[00:09:19.640 --> 00:09:21.640]  內地生的廣東話班
[00:09:21.640 --> 00:09:25.640]  我們嘗試了幾年
[00:09:25.640 --> 00:09:27.640]  初初都越來越有增長
[00:09:27.640 --> 00:09:30.640]  由幾十人至到一百人
[00:09:30.640 --> 00:09:32.640]  一間院校
[00:09:32.640 --> 00:09:36.640]  辦的都是新生
[00:09:36.640 --> 00:09:38.640]  第一年來的新生
[00:09:38.640 --> 00:09:40.640]  怎料在疫情期間
[00:09:40.640 --> 00:09:42.640]  我們人手都不是很多
[00:09:42.640 --> 00:09:44.640]  五隻手數到
[00:09:44.640 --> 00:09:46.640]  去教廣東話班
[00:09:46.640 --> 00:09:48.640]  和協作教廣東話班
[00:09:48.640 --> 00:09:51.640]  但反而在疫情期間
[00:09:51.640 --> 00:09:55.640]  突然間那一年有三百人
[00:09:55.640 --> 00:09:57.640]  接近三百個學生報名
[00:09:57.640 --> 00:09:58.640]  我們都爭論
[00:09:58.640 --> 00:10:00.640]  由一百已經辦不成
[00:10:00.640 --> 00:10:04.640]  三百更加不能辦到什麼
[00:10:04.640 --> 00:10:06.640]  所以我們都爭論
[00:10:06.640 --> 00:10:08.640]  但無論如何都要去
[00:10:08.640 --> 00:10:12.640]  硬著頭皮去盡量做
[00:10:12.640 --> 00:10:16.640]  當然學團都會盡量介紹
[00:10:16.640 --> 00:10:18.640]  其他教會一起幫助
[00:10:18.640 --> 00:10:21.640]  因為我們和他們合作在先
[00:10:21.640 --> 00:10:23.640]  所以不如我們來介紹
[00:10:23.640 --> 00:10:25.640]  我們認識一些倫理的教會
[00:10:25.640 --> 00:10:26.640]  來一起參加
[00:10:26.640 --> 00:10:30.640]  都有兩三個教會一起幫忙
[00:10:30.640 --> 00:10:32.640]  但其實都不夠人
[00:10:32.640 --> 00:10:35.640]  應該是遠遠不夠
[00:10:35.640 --> 00:10:37.640]  因為我們廣東話班
[00:10:37.640 --> 00:10:39.640]  一班人坐在那裡
[00:10:39.640 --> 00:10:41.640]  有教材
[00:10:41.640 --> 00:10:43.640]  大家一起學完教材
[00:10:43.640 --> 00:10:45.640]  然後就會分組
[00:10:45.640 --> 00:10:47.640]  最精彩應該是分組
[00:10:47.640 --> 00:10:49.640]  分組有不同的助教
[00:10:49.640 --> 00:10:51.640]  在每一個組裡
[00:10:51.640 --> 00:10:52.640]  和他們練習
[00:10:52.640 --> 00:10:53.640]  真正的練習
[00:10:53.640 --> 00:10:55.640]  這樣才可以學到廣東話
[00:10:55.640 --> 00:10:57.640]  否則會很困難
[00:10:57.640 --> 00:10:59.640]  所以我們需要很多人手
[00:10:59.640 --> 00:11:01.640]  如果一百個
[00:11:01.640 --> 00:11:03.640]  起碼都要三十
[00:11:03.640 --> 00:11:05.640]  三百個
[00:11:05.640 --> 00:11:06.640]  起碼都要三十
[00:11:06.640 --> 00:11:08.640]  十個已經很多
[00:11:08.640 --> 00:11:12.640]  那一年我們都不知道會是怎樣
[00:11:12.640 --> 00:11:15.640]  但我們儘管在教會裡招募
