
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹主內平安
[00:00:03.000 --> 00:00:05.000]  真係冇諗過
[00:00:05.000 --> 00:00:09.000]  肺炎疫情喺香港已經出現咗超過兩個月嘅時候
[00:00:09.000 --> 00:00:12.000]  更加估唔到嘅係疫情嘅蔓延
[00:00:12.000 --> 00:00:15.000]  竟然會轉變為大流行
[00:00:15.000 --> 00:00:17.000]  我哋大部分人亦都係因為咁樣
[00:00:17.000 --> 00:00:21.000]  而需要差唔多每一日都留喺屋企嘅裏面
[00:00:21.000 --> 00:00:24.000]  明白喺疫情嘅期間
[00:00:24.000 --> 00:00:28.000]  信徒仍然需要有學習上主說話嘅機會
[00:00:28.000 --> 00:00:32.000]  眾神延伸部嘗試去回應呢一方面嘅需要
[00:00:32.000 --> 00:00:37.000]  之前我哋已經推出咗延伸在線亦有得讀
[00:00:37.000 --> 00:00:40.000]  帝國霸權下嘅一神信仰
[00:00:40.000 --> 00:00:45.000]  二冊書28到39章釋義呢一個免費嘅課程
[00:00:45.000 --> 00:00:51.000]  讓到電影姊妹可以喺4月6號至到5月3號呢段期間
[00:00:51.000 --> 00:00:54.000]  任何嘅時間裏面參與學習
[00:00:54.000 --> 00:00:59.000]  我知道報名嘅情況係相當之踴躍
[00:00:59.000 --> 00:01:05.000]  另一方面呢我哋亦都會提供一個全新製作嘅課程
[00:01:05.000 --> 00:01:11.000]  就係大家依家參與緊嘅亦有嘢學延伸在線
[00:01:11.000 --> 00:01:17.000]  顧名思義呢一個課程就係喺Sunday主日嘅裏面
[00:01:17.000 --> 00:01:21.000]  畀大家藉住網上嘅平台去學習聖經
[00:01:21.000 --> 00:01:26.000]  課程首先就會由李院長披甲打頭陣
[00:01:26.000 --> 00:01:32.000]  為大家去講解呢歷代至上21章課題係逆境中嘅抉擇
[00:01:32.000 --> 00:01:35.000]  之後嘅幾個主日嘅課堂
[00:01:35.000 --> 00:01:41.000]  將會由忠臣新藥科嘅老師助理教授余振寧博士
[00:01:41.000 --> 00:01:47.000]  忠臣嘅副教務長舊藥科嘅老師副教授張志聰博士
[00:01:47.000 --> 00:01:50.000]  同埋小弟輪流負責嘅
[00:01:50.000 --> 00:01:55.000]  盼望我哋嘅服侍能夠讓到弟兄姊妹可以喺主日嘅時間裏面
[00:01:55.000 --> 00:02:00.000]  繼續保持學習上主說話嘅習慣
[00:02:00.000 --> 00:02:05.000]  此外新一季嘅延伸課程亦將會喺五月份開課
[00:02:05.000 --> 00:02:08.000]  鼓勵弟兄姊妹你哋能夠走多一步
[00:02:08.000 --> 00:02:12.000]  走去了解有關嘅課程
[00:02:12.000 --> 00:02:16.000]  課程嘅詳細資料可以瀏覽忠臣嘅網頁
[00:02:16.000 --> 00:02:21.000]  亦都可以留意今日課堂之後嘅宣傳資料
[00:02:21.000 --> 00:02:25.000]  願主喺疫症嘅困難當中
[00:02:25.000 --> 00:02:27.000]  藉住佢自己嘅說話
[00:02:27.000 --> 00:02:30.000]  勉勵同埋安慰大家
[00:02:31.000 --> 00:02:35.000]  主席
[00:02:35.000 --> 00:02:59.000]  主席
[00:02:59.000 --> 00:03:05.000]  主席
[00:03:06.000 --> 00:03:07.000]  主席
[00:03:07.000 --> 00:03:13.000]  主席
[00:03:13.000 --> 00:03:19.000]  主席
[00:03:19.000 --> 00:03:25.000]  主席
[00:03:25.000 --> 00:03:29.000]  停課嚴陣以待
[00:03:29.000 --> 00:03:35.000]  好似事情又開始有少少失控
[00:03:35.000 --> 00:03:39.000]  不過我收到一個年輕嘅醫生
[00:03:39.000 --> 00:03:43.000]  喺月初嘅時候傳畀我呢一幅嘅圖表
[00:03:43.000 --> 00:03:49.000]  就係話畀我聽原來香港嘅流感季節
[00:03:49.000 --> 00:03:55.000]  忽然之間喺2月1號就結束咗
[00:03:55.000 --> 00:03:58.000]  咁呢個點解感恩呢
[00:03:58.000 --> 00:04:03.000]  因為醫院因此可以得到緩衝喘氣
[00:04:03.000 --> 00:04:06.000]  病床冇咁緊張
[00:04:06.000 --> 00:04:11.000]  我有朋友前個星期入咗伊麗莎白醫院
[00:04:11.000 --> 00:04:16.000]  發覺急症室幾乎一個人都冇
[00:04:16.000 --> 00:04:20.000]  上到病房佢話好好招呼
[00:04:20.000 --> 00:04:27.000]  呢個背後其實有上帝嘅保守帶領
[00:04:27.000 --> 00:04:29.000]  另外一個圖表呢
[00:04:29.000 --> 00:04:36.000]  就係Johns Hopkins美國流行病學嘅權威
[00:04:36.000 --> 00:04:41.000]  佢哋早前發表嘅呢一個統計數字
[00:04:41.000 --> 00:04:47.000]  如果你睇斜嗰條虛線
[00:04:47.000 --> 00:04:55.000]  就係如果每日增加三分之一嘅確診病例
[00:04:55.000 --> 00:05:00.000]  你就會睇見西方幾乎所有嘅國家
[00:05:00.000 --> 00:05:05.000]  包括伊朗都喺呢一個平均數之上
[00:05:05.000 --> 00:05:11.000]  一之下就係四個亞洲嘅地區
[00:05:11.000 --> 00:05:15.000]  南韓、日本、新加坡同香港
[00:05:15.000 --> 00:05:18.000]  咁呢個係好感恩嘅
[00:05:18.000 --> 00:05:20.000]  上帝恩代憐憫
[00:05:20.000 --> 00:05:24.000]  以香港一個人口咁密集嘅城市
[00:05:24.000 --> 00:05:30.000]  能夠守住過去呢兩個月嘅時間呢
[00:05:30.000 --> 00:05:34.000]  的確唔係理所當然嘅事
[00:05:34.000 --> 00:05:38.000]  所以呢我睇到呢幅相嘅時候
[00:05:38.000 --> 00:05:42.000]  我好感動醫護人員喺前線
[00:05:42.000 --> 00:05:48.000]  值得我哋表示衷心嘅敬意
[00:05:48.000 --> 00:05:51.000]  但係其實呢一場嘅抗疫
[00:05:51.000 --> 00:05:56.000]  唔係只係佢哋喺度做緊最緊要嘅事情
[00:05:56.000 --> 00:05:58.000]  有時我哋都有咁嘅錯覺
[00:05:58.000 --> 00:06:00.000]  佢哋做曬就得啦唔係嘅
[00:06:00.000 --> 00:06:03.000]  呢個圍堵嘅政策
[00:06:03.000 --> 00:06:07.000]  呢個傳染病學嘅方法
[00:06:07.000 --> 00:06:11.000]  其實係我哋留喺屋企
[00:06:11.000 --> 00:06:15.000]  係一個好關鍵嘅做法
[00:06:15.000 --> 00:06:17.000]  所以唔好氣餒
[00:06:17.000 --> 00:06:22.000]  前面我哋仍然有連場嘅硬仗
[00:06:22.000 --> 00:06:27.000]  需要弟兄姊妹懇切祈禱
[00:06:27.000 --> 00:06:31.000]  亦都要守規矩自律
[00:06:31.000 --> 00:06:38.000]  今日我哋選擇討論嘅一張舊約經文
[00:06:38.000 --> 00:06:42.000]  係歷代至上第21章
[00:06:42.000 --> 00:06:47.000]  選擇呢一張經文嘅原因
[00:06:47.000 --> 00:06:51.000]  當然係因為呢一張嘅聖經提到瘟疫
[00:06:51.000 --> 00:06:57.000]  其實瘟疫呢個詞彙喺聖經當中呢
[00:06:57.000 --> 00:07:00.000]  唔算經常出現
[00:07:00.000 --> 00:07:03.000]  呢個唔係聖經一個焦點
[00:07:03.000 --> 00:07:05.000]  事事講到唔係
[00:07:05.000 --> 00:07:09.000]  嚴格嚟講可能你都會覺得好稀奇
[00:07:09.000 --> 00:07:12.000]  就係新約聖經27卷書裏面
[00:07:12.000 --> 00:07:20.000]  只有路加福音21章11節提過一次瘟疫
[00:07:20.000 --> 00:07:22.000]  再冇第二次
[00:07:22.000 --> 00:07:25.000]  而喺嗰處主耶穌係講到
[00:07:25.000 --> 00:07:27.000]  民攻打民 國攻打國
[00:07:27.000 --> 00:07:32.000]  多處必有地震 饑荒 瘟疫
[00:07:32.000 --> 00:07:35.000]  呢句說話唔係喺符類福音
[00:07:35.000 --> 00:07:37.000]  馬太馬可都出現咩?
[00:07:37.000 --> 00:07:38.000]  冇錯
[00:07:38.000 --> 00:07:40.000]  馬太24章第7節
[00:07:40.000 --> 00:07:43.000]  馬可福音第13章第8節
[00:07:43.000 --> 00:07:50.000]  卻係啱啱正好略去咗瘟疫呢個字
[00:07:50.000 --> 00:07:52.000]  如果你心水再清呢
[00:07:52.000 --> 00:07:57.000]  你話我記得好似喺啟示錄第6章第8節
[00:07:57.000 --> 00:08:00.000]  有提過瘟疫
[00:08:00.000 --> 00:08:04.000]  咁就真係要讀原文
[00:08:04.000 --> 00:08:08.000]  希臘文啟示錄第6章第8節
[00:08:08.000 --> 00:08:11.000]  其實嗰個字係死亡
[00:08:11.000 --> 00:08:14.000]  中文英文嘅聖經翻譯
[00:08:14.000 --> 00:08:18.000]  點解咁大膽譯做瘟疫呢
[00:08:18.000 --> 00:08:29.000]  係因為舊約聖經屢次出現刀劍 饑荒 瘟疫嘅公式
[00:08:29.000 --> 00:08:33.000]  所以去到啟示錄嘅時候
[00:08:33.000 --> 00:08:40.000]  明明係死亡都翻譯或者理解為瘟疫
[00:08:40.000 --> 00:08:47.000]  舊約聖經提到瘟疫62次
[00:08:47.000 --> 00:08:49.000]  咁就好多囉
[00:08:49.000 --> 00:08:52.000]  如果我哋減咗其中28次
[00:08:52.000 --> 00:08:55.000]  差唔多一半係重複
[00:08:55.000 --> 00:09:01.000]  剛才我講呢個刀劍饑荒瘟疫之外呢
[00:09:01.000 --> 00:09:06.000]  其實剩返嘅經文呢真係唔算係好多
[00:09:06.000 --> 00:09:08.000]  我哋選擇歷代至上呢
[00:09:08.000 --> 00:09:13.000]  係因為呢一章嘅經文係舊約聖經記載
[00:09:13.000 --> 00:09:19.000]  三次瘟疫嘅事件嘅最後一次
[00:09:19.000 --> 00:09:22.000]  前兩次都係出現喺文掃記
[00:09:22.000 --> 00:09:28.000]  今次係大衛數點百姓
[00:09:28.000 --> 00:09:30.000]  而呢一章嘅經文呢
[00:09:30.000 --> 00:09:37.000]  又同時喺薩姆爾記下24章重複出現
[00:09:37.000 --> 00:09:44.000]  好似舊約Synoptic負雷福音咁樣平衡嘅記載
[00:09:44.000 --> 00:09:47.000]  出現在舊約嘅歷史書
[00:09:47.000 --> 00:09:56.000]  薩姆爾記下24章係薩姆爾記總結大衛生平嘅結論
[00:09:56.000 --> 00:09:59.000]  佢竟然用咗呢一件事情
[00:09:59.000 --> 00:10:02.000]  嚟到總結大衛嘅一生
[00:10:02.000 --> 00:10:03.000]  歷代至就唔係啦
[00:10:03.000 --> 00:10:11.000]  歷代至上21章係記載大衛嘅立國嘅過程當中
[00:10:11.000 --> 00:10:13.000]  就發生呢一件事
[00:10:13.000 --> 00:10:16.000]  所以如果我哋只係讀薩姆爾記呢
[00:10:16.000 --> 00:10:17.000]  我哋可能有個錯覺
[00:10:17.000 --> 00:10:21.000]  以為大衛係喺佢晚年嘅時候
[00:10:21.000 --> 00:10:23.000]  先至犯咗呢個錯誤
[00:10:23.000 --> 00:10:24.000]  點解呀
[00:10:24.000 --> 00:10:27.000]  因為薩姆爾記將呢件事情擺到最後
[00:10:27.000 --> 00:10:34.000]  擺到最後唔係嗰個時間先後次序嘅取捨
[00:10:34.000 --> 00:10:36.000]  而係作為一個總結
[00:10:36.000 --> 00:10:39.000]  作者喺薩姆爾記嘅作者
[00:10:39.000 --> 00:10:44.000]  將大衛呢一件事同素羅
[00:10:44.000 --> 00:10:47.000]  另外一次又係犯咗錯誤
[00:10:47.000 --> 00:10:53.000]  帶嚟國家三年嘅饑荒相提並論
[00:10:53.000 --> 00:10:55.000]  咁就畀我哋見到
[00:10:55.000 --> 00:10:57.000]  作為一國之君
[00:10:57.000 --> 00:10:59.000]  作為領袖人物
[00:10:59.000 --> 00:11:03.000]  冇個人嘅得失
[00:11:03.000 --> 00:11:06.000]  其實佢嘅選擇呢
[00:11:06.000 --> 00:11:12.000]  係難免影響佢身邊好多嘅人
[00:11:12.000 --> 00:11:16.000]  呢個係薩姆爾記畀我哋見到嘅總結
[00:11:16.000 --> 00:11:22.000]  歷代至上21章又講乜嘢呢
[00:11:22.000 --> 00:11:26.000]  我哋一打開呢一章嘅經文呢
[00:11:26.000 --> 00:11:31.000]  立即就會碰到第一個嘅難題
[00:11:31.000 --> 00:11:34.000]  如果你唔熟識呢一章嘅聖經呢
[00:11:34.000 --> 00:11:39.000]  或者你可以撳停咗呢一個嘅廣播先
[00:11:39.000 --> 00:11:43.000]  拎出聖經讀一次歷代至上21章
[00:11:43.000 --> 00:11:46.000]  我哋就唔會一齊嚟到去讀啦
[00:11:46.000 --> 00:11:51.000]  歷代至上嘅開場白話畀我哋聽
[00:11:51.000 --> 00:11:55.000]  係撒旦起嚟攻擊以色列人
[00:11:55.000 --> 00:12:02.000]  係撒旦激動大衛去掃點百姓
[00:12:02.000 --> 00:12:07.000]  但係比較薩姆爾記下24章嘅開場白呢
[00:12:07.000 --> 00:12:17.000]  卻係好清楚提到係耶和華激動大衛去掃點百姓
[00:12:17.000 --> 00:12:22.000]  難題就係究竟舊約聖經講乜嘢㗎
[00:12:22.000 --> 00:12:25.000]  究竟係耶和華定係撒旦呀
[00:12:25.000 --> 00:12:32.000]  如果我哋停落嚟平心靜氣問一問清楚呢
[00:12:32.000 --> 00:12:39.000]  我哋就發覺咁樣問問題呢就得唔到答案
[00:12:39.000 --> 00:12:43.000]  因為你只能夠選擇係咪
[00:12:43.000 --> 00:12:46.000]  如果係就歷代至嘅記載係正確
[00:12:46.000 --> 00:12:48.000]  係撒旦搞鬼
[00:12:48.000 --> 00:12:53.000]  如果唔係嘅話呢就薩姆爾記嘅記載係正確
[00:12:53.000 --> 00:12:55.000]  唔關撒旦事
