
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹早安
[00:00:05.000 --> 00:00:11.000]  再一次代表中國神學研究院和方正柱協會
[00:00:11.000 --> 00:00:16.000]  歡迎各位弟兄姊妹再一次參與今天的聚會
[00:00:16.000 --> 00:00:21.000]  想問問有沒有昨天參加了公開講座
[00:00:21.000 --> 00:00:23.000]  歡迎你們,好耶好耶
[00:00:23.000 --> 00:00:27.000]  今次有很多弟兄姊妹都是第一次參加我們這個系列的講座
[00:00:27.000 --> 00:00:30.000]  也歡迎大家
[00:00:30.000 --> 00:00:37.000]  我們也很想除了透過說話去表達對大家的問候之外
[00:00:37.000 --> 00:00:40.000]  我今天也學了一個新的手語
[00:00:40.000 --> 00:00:46.000]  跟大家說早晨應該是這樣的和這樣的
[00:00:46.000 --> 00:00:49.000]  多謝多謝多謝,我們再做一次好嗎
[00:00:49.000 --> 00:00:54.000]  早晨,對,早晨
[00:00:54.000 --> 00:00:57.000]  跟你們身邊的弟兄姊妹說一下
[00:00:57.000 --> 00:01:02.000]  早晨,早晨,早晨
[00:01:02.000 --> 00:01:06.000]  你好就是
[00:01:06.000 --> 00:01:11.000]  你好是伸出來的
[00:01:11.000 --> 00:01:13.000]  不是拍胸口的
[00:01:13.000 --> 00:01:17.000]  多謝你們的指導,很開心
[00:01:17.000 --> 00:01:20.000]  我們又試一下,你好
[00:01:20.000 --> 00:01:25.000]  你好,你好,真的很開心
[00:01:25.000 --> 00:01:32.000]  透過不同的方法都可以去表達對我們身邊的弟兄姊妹的關愛
[00:01:32.000 --> 00:01:41.000]  也想跟大家介紹一下我們今天有很多不同的工作坊的嘉賓
[00:01:41.000 --> 00:01:45.000]  第一個工作坊是叫做難不住的路
[00:01:45.000 --> 00:01:52.000]  有吳祝寧傳道,樂思惠女士和石健華女士負責
[00:01:52.000 --> 00:01:56.000]  對不起,多謝多謝
[00:01:56.000 --> 00:01:58.000]  這些經常都是
[00:01:58.000 --> 00:02:00.000]  所以我有殘障的了
[00:02:00.000 --> 00:02:04.000]  這麼近也看不到,看錯字
[00:02:04.000 --> 00:02:06.000]  還有語言也有些殘障
[00:02:06.000 --> 00:02:14.000]  吳傳道是回聲谷雙健康協會和教會的傳道人
[00:02:14.000 --> 00:02:17.000]  樂思惠女士和她已經回天家的丈夫
[00:02:17.000 --> 00:02:21.000]  一同在回聲谷雙健康協會侍奉多年
[00:02:21.000 --> 00:02:26.000]  同心推動雙健共融,擁抱殘疾的使命
[00:02:26.000 --> 00:02:31.000]  余健華女士是西區福音堂同工會副主席
[00:02:31.000 --> 00:02:35.000]  也在教會推展無障礙敬拜
[00:02:35.000 --> 00:02:40.000]  先給她掌聲,多謝她們的分享
[00:02:40.000 --> 00:02:47.000]  第二個工作坊是漢不見的美
[00:02:47.000 --> 00:02:53.000]  有關志偉傳道,黃承軒先生和林君輝先生負責
[00:02:53.000 --> 00:02:57.000]  (掌聲)
[00:02:57.000 --> 00:03:01.000]  關傳道是視像者團契中心侍奉多年
[00:03:01.000 --> 00:03:06.000]  他喜歡閱讀、音樂、電影、交友和旅行
[00:03:06.000 --> 00:03:10.000]  黃承軒先生,Steven,自幼讀心光學校
[00:03:10.000 --> 00:03:14.000]  喜歡彈奏夏威夷小結他和大提琴
[00:03:14.000 --> 00:03:19.000]  也經常游泳、行山、跑步,也會製作甜品
[00:03:19.000 --> 00:03:22.000]  不知道有沒有機會可以試試他的手藝
[00:03:22.000 --> 00:03:27.000]  林君輝先生是一位音樂創作人和老師
[00:03:27.000 --> 00:03:34.000]  在2014年開始,指導一隊以心光學校視像畢業生為骨幹的敬拜隊
[00:03:34.000 --> 00:03:37.000]  開心唔敬拜隊,掌聲歡迎
[00:03:37.000 --> 00:03:43.000]  (掌聲)
[00:03:43.000 --> 00:03:47.000]  第三個工作坊是跨文化友誼
[00:03:47.000 --> 00:03:53.000]  分別由黃海恩傳道、余偉晶女士和吳樂熙女士負責
[00:03:53.000 --> 00:03:59.000]  黃海恩傳道Carol,7年前進入木職,牧養農人,學習同行
[00:03:59.000 --> 00:04:07.000]  余偉晶女士Debrie,農人譯者,近年受教,投身香港手語聖經工作
[00:04:07.000 --> 00:04:12.000]  吳樂熙女士Phoebe,希望用紀錄片,共融舞蹈的方式
[00:04:12.000 --> 00:04:16.000]  探索各種與不同能力,殘疾、社群同行的可能性
[00:04:16.000 --> 00:04:18.000]  先給他們掌聲
[00:04:18.000 --> 00:04:20.000]  (掌聲)
[00:04:20.000 --> 00:04:26.000]  我忘記說,QR Code有詳細介紹
[00:04:26.000 --> 00:04:36.000]  如果你想了解更多工作坊嘉賓的資料,可以掃描QR Code
[00:04:36.000 --> 00:04:43.000]  第四個工作坊嘉賓是軟弱的力量
[00:04:43.000 --> 00:04:50.000]  分別由羅啟康先生、李家緹傳道、范瑞芬女士和陳錦梅女士負責
[00:04:50.000 --> 00:04:57.000]  羅啟康先生是寧實恩光成長中心總監,負責嚴重智障學生40年
[00:04:57.000 --> 00:05:05.000]  李家緹傳道Gloria,目前已有15年,負責無障礙敬拜、病患者關顧
[00:05:05.000 --> 00:05:11.000]  范瑞芬女士和陳錦梅女士是智障人士的家長,是生命勇士的小天使
[00:05:11.000 --> 00:05:13.000]  先給他們掌聲
[00:05:13.000 --> 00:05:17.000]  (掌聲)
[00:05:17.000 --> 00:05:21.000]  最後一個工作坊是無阻隔的愛
[00:05:21.000 --> 00:05:26.000]  分別由陳麗嫻牧師、邱秉華醫生和曾偉賢先生負責
[00:05:26.000 --> 00:05:33.000]  陳麗嫻牧師是基督中心堂荃灣主任牧師,牧養特殊學習需要的兒童十多年
[00:05:33.000 --> 00:05:39.000]  邱秉華醫生和曾偉賢先生Jacob是特殊學習需要兒童的家長
[00:05:39.000 --> 00:05:42.000]  我相信他們更能體驗家長的需要
[00:05:42.000 --> 00:05:48.000]  顧此Jacob在2021年創立了社企OneCent為特殊學習需要的家庭
[00:05:48.000 --> 00:05:52.000]  在身心、社齡上提供不同的支援
[00:05:52.000 --> 00:05:53.000]  先給他們掌聲
[00:05:53.000 --> 00:05:56.000]  (掌聲)
[00:05:56.000 --> 00:06:00.000]  所以今天的工作坊,陣容鼎盛
[00:06:00.000 --> 00:06:07.000]  亦可以讓不同的弟兄姊妹和同工有好的交流
[00:06:07.000 --> 00:06:10.000]  在開始我們今天聚會之前,都有幾個報告
[00:06:10.000 --> 00:06:21.000]  如果有肢體想看手語,亦可以坐前面的座位,可以看得清楚一點
[00:06:21.000 --> 00:06:23.000]  如果有弟兄姊妹需要洗手間的話
[00:06:23.000 --> 00:06:28.000]  我們在多瑟街地下和一樓都有洗手間
[00:06:28.000 --> 00:06:34.000]  而一樓是一個無障礙的洗手間,你可以在外面乘升降機就能到達
[00:06:34.000 --> 00:06:41.000]  有些工作坊會在對面的德雲道校舍進行
[00:06:41.000 --> 00:06:46.000]  那裡也有無障礙的洗手間,到時也可以乘升降機到達
[00:06:46.000 --> 00:06:53.000]  工作坊完成後,希望各位弟兄姊妹可以填寫回應表
[00:06:53.000 --> 00:06:58.000]  回應表有QR Code,可以張貼在不同的工作坊課室
[00:06:58.000 --> 00:07:01.000]  希望弟兄姊妹可以給予我們更多意見
[00:07:01.000 --> 00:07:06.000]  今天繼續有一個書攤,可以發售不同的書籍
[00:07:06.000 --> 00:07:11.000]  特別推薦由關樂兆老師的著作
[00:07:11.000 --> 00:07:15.000]  擁抱沉寂的教會,群體中經歷的意志和模樣
[00:07:15.000 --> 00:07:17.000]  今天購買有特別的折扣
[00:07:17.000 --> 00:07:22.000]  我的報告就這樣,將時間交給Vance老師
[00:07:22.000 --> 00:07:27.000]  希望稍後可以繼續和大家分享很多學習
[00:07:27.000 --> 00:07:28.000]  謝謝
[00:07:28.000 --> 00:07:42.000]  各位早晨,歡迎大家
