
[00:00:00.000 --> 00:00:04.000]  (廣播停止)
[00:00:04.000 --> 00:00:09.000]  接下來我們會有答問的時間
[00:00:09.000 --> 00:00:13.000]  我相信當大家一直聽
[00:00:13.000 --> 00:00:16.000]  無論是詹老師或兩位見證時
[00:00:16.000 --> 00:00:18.000]  都會想到一些問題
[00:00:18.000 --> 00:00:20.000]  很想問你問不問不安心
[00:00:20.000 --> 00:00:24.000]  現在我們首先請幾位講員
[00:00:24.000 --> 00:00:26.000]  一齊上台
[00:00:26.000 --> 00:00:31.000]  我們會有一個答問的時間
[00:00:31.000 --> 00:00:34.000]  你見到台前我們設置了
[00:00:34.000 --> 00:00:36.000]  中間有一支咪
[00:00:36.000 --> 00:00:38.000]  走廊那裡有一支咪
[00:00:38.000 --> 00:00:42.000]  這支咪是用來讓大家問問題
[00:00:42.000 --> 00:00:44.000]  你現在可以出來排隊
[00:00:44.000 --> 00:00:46.000]  預備你的問題
[00:00:46.000 --> 00:00:48.000]  和我們有些對話
[00:00:48.000 --> 00:00:53.000]  我們有少少規矩
[00:00:53.000 --> 00:00:56.000]  我們希望每一個問題
[00:00:56.000 --> 00:00:58.000]  都不要超過一分鐘
[00:00:58.000 --> 00:01:00.000]  可能你有很多問題想發表
[00:01:00.000 --> 00:01:03.000]  我們盡量想用多些時間
[00:01:03.000 --> 00:01:08.000]  讓台上的講員回應你的問題
[00:01:08.000 --> 00:01:12.000]  我們亦都會盡量簡短
[00:01:12.000 --> 00:01:16.000]  將你心裡很想問的一條問題
[00:01:16.000 --> 00:01:19.000]  或者兩條問題問出來就ok
[00:01:19.000 --> 00:01:22.000]  如果你現在心裡已經有問題
[00:01:22.000 --> 00:01:28.000]  我們歡迎你在台外排隊去問
[00:01:28.000 --> 00:01:34.000]  我們會在過程中和幾位分享
[00:01:34.000 --> 00:01:38.000]  我們可以看看大家有沒有什麼
[00:01:38.000 --> 00:01:40.000]  想去問或聊天的問題
[00:01:40.000 --> 00:01:44.000]  可以和幾位分享很多故事
[00:01:44.000 --> 00:01:48.000]  無論是老師講的一些訊息內容
[00:01:48.000 --> 00:01:52.000]  或者是兩個很生動
[00:01:52.000 --> 00:01:57.000]  但背後經歷了很多血淚的見證
[00:01:57.000 --> 00:02:01.000]  不知道大家有沒有什麼想和我們聊天
[00:02:01.000 --> 00:02:03.000]  等大家有什麼想說
[00:02:03.000 --> 00:02:15.000]  或者我想問幾位
[00:02:15.000 --> 00:02:21.000]  剛才老師聽完他們的故事後
[00:02:21.000 --> 00:02:24.000]  有沒有什麼回應給他們
[00:02:24.000 --> 00:02:31.000]  我覺得Samuel和Angela的故事都很精彩
[00:02:31.000 --> 00:02:34.000]  很多時候我和弟兄姊妹聊天的時候
[00:02:34.000 --> 00:02:38.000]  我發現神在我們不同的弟兄姊妹當中的作為
[00:02:38.000 --> 00:02:40.000]  都是很特別的
[00:02:40.000 --> 00:02:45.000]  所以有時候兩位工作間裡
[00:02:45.000 --> 00:02:48.000]  都有弟兄姊妹小組一起祈禱
[00:02:48.000 --> 00:02:51.000]  不過各行各業不同
[00:02:51.000 --> 00:02:55.000]  有些工作間比較難遇到這樣的情況
[00:02:55.000 --> 00:02:58.000]  甚至老闆不容許
[00:02:58.000 --> 00:03:05.000]  但也有其他方式我們都可以做到這樣的聯繫
[00:03:05.000 --> 00:03:07.000]  例如我知道有些弟兄姊妹
[00:03:07.000 --> 00:03:13.000]  雖然公司沒有這樣的設計
[00:03:13.000 --> 00:03:18.000]  但可以維繫那一區或同行業的弟兄姊妹
[00:03:18.000 --> 00:03:20.000]  彼此支援
