
[00:00:00.000 --> 00:00:02.000]  我們剛才讀過的聖經
[00:00:02.000 --> 00:00:05.000]  提及主耶穌曾經對一位病者說
[00:00:05.000 --> 00:00:07.000]  你要痊癒嗎?
[00:00:07.000 --> 00:00:09.000]  我想問大家
[00:00:09.000 --> 00:00:11.000]  如果有人在你身邊突然間問你
[00:00:11.000 --> 00:00:13.000]  你要痊癒嗎?
[00:00:13.000 --> 00:00:16.000]  你會怎樣反應呢?
[00:00:16.000 --> 00:00:19.000]  可能你會說
[00:00:19.000 --> 00:00:21.000]  我有病嗎?
[00:00:21.000 --> 00:00:24.000]  不覺得有病
[00:00:24.000 --> 00:00:26.000]  怎需要痊癒呢?
[00:00:26.000 --> 00:00:28.000]  我有一位很熟悉的
[00:00:28.000 --> 00:00:30.000]  在北美的牧師朋友
[00:00:30.000 --> 00:00:32.000]  有一次跟我分享他的一個故事
[00:00:32.000 --> 00:00:34.000]  他去到當地一間醫院
[00:00:34.000 --> 00:00:36.000]  探望一位弟兄
[00:00:36.000 --> 00:00:38.000]  去到門口的時候
[00:00:38.000 --> 00:00:40.000]  發覺自己暈了
[00:00:40.000 --> 00:00:42.000]  立即要坐下
[00:00:42.000 --> 00:00:44.000]  後來沒什麼事再上去上面
[00:00:44.000 --> 00:00:46.000]  去到上面的時候
[00:00:46.000 --> 00:00:48.000]  直接暈倒了
[00:00:48.000 --> 00:00:50.000]  不知為什麼突然間暈倒了
[00:00:50.000 --> 00:00:52.000]  後來醒了
[00:00:52.000 --> 00:00:54.000]  剛剛他去到一個心臟科的部門附近
[00:00:54.000 --> 00:00:56.000]  當地的醫生很好
[00:00:56.000 --> 00:00:58.000]  看到這樣的情況
[00:00:58.000 --> 00:01:00.000]  說好,幫你立即檢查一下
[00:01:00.000 --> 00:01:02.000]  很快就有結果
[00:01:02.000 --> 00:01:04.000]  醫生就說
[00:01:04.000 --> 00:01:06.000]  你三條心臟血管
[00:01:06.000 --> 00:01:08.000]  塞到九十幾個百分比
[00:01:08.000 --> 00:01:10.000]  為什麼你還可以到處走呢?
[00:01:10.000 --> 00:01:12.000]  他說是嗎?
[00:01:12.000 --> 00:01:14.000]  我只是來探病而已
[00:01:14.000 --> 00:01:16.000]  醫生就說
[00:01:16.000 --> 00:01:18.000]  應該有人去探你
[00:01:18.000 --> 00:01:22.000]  於是很快就幫他安排了一個手術
[00:01:22.000 --> 00:01:24.000]  幫他做一些通波劑的手術
[00:01:24.000 --> 00:01:26.000]  一位牧師告訴我
[00:01:26.000 --> 00:01:30.000]  我真的不知道自己有這麼大的問題
[00:01:30.000 --> 00:01:32.000]  醫生就說
[00:01:32.000 --> 00:01:34.000]  如果你不小心在街上走路
[00:01:34.000 --> 00:01:36.000]  或是開車的時候
[00:01:36.000 --> 00:01:38.000]  突然間暈倒
[00:01:38.000 --> 00:01:40.000]  你就很危險
[00:01:40.000 --> 00:01:42.000]  有些時候我們不知道自己病了
[00:01:42.000 --> 00:01:44.000]  有些潛伏的問題
[00:01:44.000 --> 00:01:46.000]  不察覺自己有健康的問題
[00:01:46.000 --> 00:01:48.000]  但更多時候
[00:01:48.000 --> 00:01:50.000]  我們不知道自己心病了
[00:01:50.000 --> 00:01:52.000]  心有些問題
[00:01:52.000 --> 00:01:54.000]  有些心靈的問題
[00:01:54.000 --> 00:01:56.000]  但自己不察覺
[00:01:56.000 --> 00:01:58.000]  有些時候人家就說
[00:01:58.000 --> 00:02:00.000]  你要不要痊癒?
[00:02:00.000 --> 00:02:02.000]  我沒事
[00:02:02.000 --> 00:02:04.000]  我怎需要痊癒呢?
[00:02:04.000 --> 00:02:06.000]  我們今天讀了聖經
[00:02:06.000 --> 00:02:08.000]  《永恆福音》第五章
[00:02:08.000 --> 00:02:10.000]  就說到一件事情
[00:02:10.000 --> 00:02:12.000]  耶穌向一個朋友說
[00:02:12.000 --> 00:02:14.000]  你要痊癒嗎?
[00:02:14.000 --> 00:02:16.000]  在哪裡說這句話呢?
[00:02:16.000 --> 00:02:18.000]  或者我們打開聖經看看
[00:02:18.000 --> 00:02:20.000]  《永恆福音》第五章
[00:02:20.000 --> 00:02:22.000]  聖經就說到
[00:02:22.000 --> 00:02:24.000]  當時在一個地方叫做陽門
[00:02:24.000 --> 00:02:26.000]  很多人將羊群帶入
[00:02:26.000 --> 00:02:28.000]  聖殿獻祭
[00:02:28.000 --> 00:02:30.000]  都經過這個地方
[00:02:30.000 --> 00:02:32.000]  所以叫做陽門
[00:02:32.000 --> 00:02:34.000]  去到的地方叫做不事大池
[00:02:34.000 --> 00:02:36.000]  這個水池叫做不事大
[00:02:36.000 --> 00:02:38.000]  所以很多人猜測
[00:02:38.000 --> 00:02:40.000]  這個水池一定不是很大的水池
[00:02:40.000 --> 00:02:42.000]  是小的水池
[00:02:42.000 --> 00:02:44.000]  不事大
[00:02:44.000 --> 00:02:46.000]  所以很多人猜測
[00:02:46.000 --> 00:02:48.000]  這個水池一定不是很大的水池
[00:02:48.000 --> 00:02:50.000]  是小的水池
[00:02:50.000 --> 00:02:52.000]  但其實這個水池
[00:02:52.000 --> 00:02:54.000]  相信是一個大的水池
[00:02:54.000 --> 00:02:56.000]  因為有多少個走廊呢?
[00:02:56.000 --> 00:02:58.000]  有五個走廊
[00:02:58.000 --> 00:03:00.000]  很多的考古學研究
[00:03:00.000 --> 00:03:02.000]  相信是有池子的四邊
[00:03:02.000 --> 00:03:04.000]  有四個走廊
[00:03:04.000 --> 00:03:06.000]  這些走廊是有蓋的走廊
[00:03:06.000 --> 00:03:08.000]  而第五個走廊
[00:03:08.000 --> 00:03:10.000]  在正池的正中央
[00:03:10.000 --> 00:03:12.000]  將池子分為兩個
[00:03:12.000 --> 00:03:14.000]  所以你可以想像
[00:03:14.000 --> 00:03:16.000]  這是一個多大的水池
[00:03:16.000 --> 00:03:18.000]  在這個不事大池裏面
[00:03:18.000 --> 00:03:20.000]  有很多特別的人
[00:03:20.000 --> 00:03:22.000]  在走廊下
[00:03:22.000 --> 00:03:24.000]  是甚麼人呢?
[00:03:24.000 --> 00:03:26.000]  你再看
[00:03:26.000 --> 00:03:28.000]  第三節
[00:03:28.000 --> 00:03:30.000]  在那裏躺著
[00:03:30.000 --> 00:03:32.000]  許多病人
[00:03:32.000 --> 00:03:34.000]  有黑眼的、有瘸腿的、和癱瘓的
[00:03:34.000 --> 00:03:36.000]  或者我們今天的說話
[00:03:36.000 --> 00:03:38.000]  有失明的、有弱視的
[00:03:38.000 --> 00:03:40.000]  有瘸腿
[00:03:40.000 --> 00:03:42.000]  或者可以說是痙攣的、老癱的
[00:03:42.000 --> 00:03:44.000]  各式各樣的病人
[00:03:44.000 --> 00:03:46.000]  在那個地方
[00:03:46.000 --> 00:03:48.000]  他們在等候
[00:03:48.000 --> 00:03:50.000]  有一段小文字說
[00:03:50.000 --> 00:03:52.000]  有一個傳說說
[00:03:52.000 --> 00:03:54.000]  如果有一些使者從天上下來
[00:03:54.000 --> 00:03:56.000]  去攪動池水
[00:03:56.000 --> 00:03:58.000]  他們會按時來到
[00:03:58.000 --> 00:04:00.000]  水凍之後,誰先下去
[00:04:00.000 --> 00:04:02.000]  就甚麼病都會得到痊癒
[00:04:02.000 --> 00:04:04.000]  他們有一個盼望
[00:04:04.000 --> 00:04:06.000]  希望有機會
[00:04:06.000 --> 00:04:08.000]  能夠第一個人
[00:04:08.000 --> 00:04:10.000]  到水池
[00:04:10.000 --> 00:04:12.000]  使者剛剛攪動完
[00:04:12.000 --> 00:04:14.000]  他們得到醫治
[00:04:14.000 --> 00:04:16.000]  但我相信大家都會很明白
[00:04:16.000 --> 00:04:18.000]  如果有一位上帝
[00:04:18.000 --> 00:04:20.000]  要人走得快
[00:04:20.000 --> 00:04:22.000]  才醫他
[00:04:22.000 --> 00:04:24.000]  我想問有多少人在病患當中
[00:04:24.000 --> 00:04:26.000]  走得很快呢?
[00:04:26.000 --> 00:04:30.000]  即是說大多數都不可以得到醫治
[00:04:30.000 --> 00:04:32.000]  所以當時的人大多數很失望
[00:04:32.000 --> 00:04:34.000]  正如這個病人
[00:04:34.000 --> 00:04:36.000]  他說我想下去的,沒有人幫我下去
[00:04:36.000 --> 00:04:38.000]  所以永遠都被人
[00:04:38.000 --> 00:04:40.000]  說我們是走先一步
[00:04:40.000 --> 00:04:42.000]  但我想最失望的
[00:04:42.000 --> 00:04:44.000]  會是哪些人呢?
[00:04:44.000 --> 00:04:46.000]  是真的第一個人到水池
[00:04:46.000 --> 00:04:48.000]  以為有使者
[00:04:48.000 --> 00:04:50.000]  攪動水池,第一個人到水池
[00:04:50.000 --> 00:04:52.000]  但發現原來自己
[00:04:52.000 --> 00:04:54.000]  得不到醫治
[00:04:54.000 --> 00:04:56.000]  那個失望是最大
[00:04:56.000 --> 00:04:58.000]  甚至是絕望的感覺
