
[00:00:00.000 --> 00:00:02.000]  神憐憫我們的家庭
[00:00:02.000 --> 00:00:05.000]  縱使家庭當中有不和的事情
[00:00:05.000 --> 00:00:09.360]  又因為對神的不信而產生很多很多的困難
[00:00:09.360 --> 00:00:12.200]  但神仍然憐憫我們
[00:00:12.200 --> 00:00:16.120]  我記得有一次有群弟兄姊妹分享他們信主的經過
[00:00:16.120 --> 00:00:19.680]  其中一對夫婦就講及他們之間的情形
[00:00:19.680 --> 00:00:22.960]  他們告訴我們他們在未信主之前
[00:00:22.960 --> 00:00:25.280]  大家之間的關係很惡劣
[00:00:25.280 --> 00:00:28.640]  因為丈夫將全副精神放在工作上
[00:00:28.640 --> 00:00:30.360]  沒有理會家庭
[00:00:30.360 --> 00:00:34.520]  太太也只能集中精神在自己的子女上
[00:00:34.520 --> 00:00:37.680]  也沒有時間理會丈夫的情況
[00:00:37.680 --> 00:00:40.520]  因此兩人的關係越來越疏遠
[00:00:40.520 --> 00:00:42.080]  而且談不攏
[00:00:42.080 --> 00:00:44.320]  很難溝通
[00:00:44.320 --> 00:00:46.160]  後來他們之間有很多爭執
[00:00:46.160 --> 00:00:48.880]  丈夫就離開了家庭
[00:00:48.880 --> 00:00:50.080]  在那段時間很奇妙
[00:00:50.080 --> 00:00:53.400]  神讓他們分別有基督徒接觸他們
[00:00:53.400 --> 00:00:56.800]  帶他們去兩個不同的教會
[00:00:56.800 --> 00:01:01.800]  後來有一次這位男士來了北角宣道會
[00:01:01.800 --> 00:01:05.880]  他想起或許他可以叫太太一起去教會崇拜
[00:01:05.880 --> 00:01:10.680]  你們回答他可否陪我去教會崇拜
[00:01:10.680 --> 00:01:13.800]  他說你去崇拜嗎?我也有去崇拜
[00:01:13.800 --> 00:01:16.280]  你去哪一間?我去哪一間?
[00:01:16.280 --> 00:01:19.880]  然後他們兩個來了北村崇拜
[00:01:19.880 --> 00:01:23.200]  後來他們定期回來教會崇拜
[00:01:23.200 --> 00:01:26.680]  開始他們發覺之間可以談話
[00:01:26.680 --> 00:01:28.680]  兩人都開始有改變
[00:01:28.680 --> 00:01:31.320]  而且發覺有好的溝通
[00:01:31.320 --> 00:01:33.840]  後來丈夫搬回家住
[00:01:33.840 --> 00:01:35.800]  跟著他們一起參加浸禮班
[00:01:35.800 --> 00:01:39.640]  一起在同一屆的浸禮當中受洗
[00:01:39.640 --> 00:01:41.280]  我聽見他們的見證時
[00:01:41.280 --> 00:01:43.320]  心裡很為他們感謝神
[00:01:43.320 --> 00:01:46.320]  好像在不可能的情況下
[00:01:46.320 --> 00:01:48.720]  他們兩個人改變了
[00:01:48.720 --> 00:01:51.080]  神更新了他們的關係
[00:01:51.080 --> 00:01:55.000]  神介入了他們的婚姻當中
[00:01:55.000 --> 00:01:57.280]  很多這樣的見證讓我們聽見時
[00:01:57.280 --> 00:01:58.680]  我們發覺家庭的問題
[00:01:58.680 --> 00:02:01.520]  不單單是我們自己獨力去面對
[00:02:01.520 --> 00:02:05.800]  而是神樂意去憐憫、去恩待我們
[00:02:05.800 --> 00:02:09.080]  就算是軟弱的人或堅強的人
[00:02:09.080 --> 00:02:11.400]  好像今天我們所要說的阿伯拉罕
[00:02:11.400 --> 00:02:14.440]  一個信心的偉人都有他的軟弱
[00:02:14.440 --> 00:02:16.720]  但神仍然憐憫
[00:02:16.720 --> 00:02:18.720]  介入他們的家庭當中
[00:02:18.720 --> 00:02:20.640]  帶給他們排忙
[00:02:20.640 --> 00:02:22.000]  因此我們一起思想
[00:02:22.000 --> 00:02:24.600]  神如何透過這些人的生命
[00:02:24.600 --> 00:02:26.560]  給我們今天的免禮
[00:02:26.560 --> 00:02:29.200]  我們一起翻到聖經的《創世紀》
[00:02:29.200 --> 00:02:31.520]  剛才讀的第十六章
[00:02:31.520 --> 00:02:40.840]  《創世紀》十六章之前的第十五章
[00:02:40.840 --> 00:02:43.720]  就看到神是允許阿伯拉罕
[00:02:43.720 --> 00:02:46.600]  將極大的祝福賜給他
[00:02:46.600 --> 00:02:49.120]  因為他不顧一切
[00:02:49.120 --> 00:02:52.160]  來救助他的侄兒羅德
[00:02:52.160 --> 00:02:53.640]  因此神就允許他
[00:02:53.640 --> 00:02:56.760]  第十五章第一節
[00:02:56.760 --> 00:02:57.680]  「此事以後
[00:02:57.680 --> 00:02:59.160]  耶和華在異象中
[00:02:59.160 --> 00:03:00.840]  有話對阿伯拉罕說
[00:03:00.840 --> 00:03:02.440]  阿伯拉罕你不要懼怕
[00:03:02.440 --> 00:03:04.480]  我是你的盾牌
[00:03:04.480 --> 00:03:07.440]  必大大地賞賜你」
[00:03:07.440 --> 00:03:10.640]  神允許對他有大的賞賜
[00:03:10.640 --> 00:03:11.960]  但在當時的人來說
[00:03:11.960 --> 00:03:13.520]  如果沒有子沒有孫
[00:03:13.520 --> 00:03:15.040]  沒有後裔
[00:03:15.040 --> 00:03:17.400]  就不算甚麼賞賜
[00:03:17.400 --> 00:03:18.800]  所以當時他對神說
[00:03:18.800 --> 00:03:20.440]  神啊 我都沒有子孫
[00:03:20.440 --> 00:03:23.040]  你為甚麼說賞賜我呢?
[00:03:23.040 --> 00:03:23.640]  不如這樣吧
[00:03:23.640 --> 00:03:25.800]  你就賞賜給我的養子
[00:03:25.800 --> 00:03:27.280]  以利以謝吧
[00:03:27.280 --> 00:03:29.360]  是他的養子
[00:03:29.360 --> 00:03:29.880]  神就說
[00:03:29.880 --> 00:03:30.920]  「不是
[00:03:30.920 --> 00:03:32.320]  從你所生的
[00:03:32.320 --> 00:03:34.040]  先是你真正的孩子」
[00:03:34.040 --> 00:03:35.480]  第四節
[00:03:35.480 --> 00:03:37.400]  「耶和華又有話對他說
[00:03:37.400 --> 00:03:39.960]  此人必不成為你的後裔
[00:03:39.960 --> 00:03:42.600]  你本身所生的
[00:03:42.600 --> 00:03:45.400]  才成為你的後裔」
[00:03:45.400 --> 00:03:48.120]  神就允許他
[00:03:48.120 --> 00:03:49.880]  在這件事發生之後
[00:03:49.880 --> 00:03:51.600]  一段很長的時間
[00:03:51.600 --> 00:03:53.680]  去到十六章第一節
[00:03:53.680 --> 00:03:56.440]  在當時阿伯蘭的妻子撒萊
[00:03:56.440 --> 00:03:59.480]  就建議他們做一件事
[00:03:59.480 --> 00:04:02.880]  大家看第十六章第一節
[00:04:02.880 --> 00:04:04.280]  「阿伯蘭的妻子撒萊
[00:04:04.280 --> 00:04:06.240]  不給他生兒女
[00:04:06.240 --> 00:04:08.160]  撒萊有一個侍女名叫夏
[00:04:08.160 --> 00:04:10.200]  甲是埃及人
[00:04:10.200 --> 00:04:11.320]  撒萊對阿伯蘭說
[00:04:11.320 --> 00:04:13.240]  耶和華使我不能生育
[00:04:13.240 --> 00:04:15.560]  求你和我的侍女同房
[00:04:15.560 --> 00:04:19.160]  或者我可以因她得孩子」
[00:04:19.160 --> 00:04:20.400]  然後大家看第三節
[00:04:20.400 --> 00:04:22.320]  最後一句話
[00:04:22.320 --> 00:04:24.480]  「那時阿伯蘭在迦南
[00:04:24.480 --> 00:04:29.120]  已經住了十年」
[00:04:29.120 --> 00:04:31.840]  從十五章神允許阿伯蘭的
[00:04:31.840 --> 00:04:33.760]  恩賜之後
[00:04:33.760 --> 00:04:36.440]  差不多十年的時間
