
[00:00:00.000 --> 00:00:02.000]  剛才的詩歌是富哥那裡說
[00:00:02.000 --> 00:00:04.000]  我何等愛耶穌
[00:00:04.000 --> 00:00:09.120]  不知道在以色列記十章的時候
[00:00:09.120 --> 00:00:12.200]  那裡的以色列人心裡面
[00:00:12.200 --> 00:00:14.200]  是不是都唱著一首詩歌
[00:00:14.200 --> 00:00:16.200]  我何等愛耶和華
[00:00:16.200 --> 00:00:18.200]  我何等愛耶和華
[00:00:18.200 --> 00:00:20.200]  因耶和華才愛我呢
[00:00:20.200 --> 00:00:22.920]  如果我們要拍一套戲
[00:00:22.920 --> 00:00:24.920]  來到這一集
[00:00:24.920 --> 00:00:26.920]  我們要拍一套戲
[00:00:26.920 --> 00:00:28.920]  我們要拍一套戲
[00:00:28.920 --> 00:00:30.920]  我們會選擇這樣拍的
[00:00:30.920 --> 00:00:34.920]  首先場面一定是拍著滿天大雨
[00:00:34.920 --> 00:00:38.920]  第九節那裡說
[00:00:38.920 --> 00:00:40.920]  一大群人聚集在廣場
[00:00:40.920 --> 00:00:42.920]  下大雨
[00:00:42.920 --> 00:00:44.920]  我們看九月二十日
[00:00:44.920 --> 00:00:46.920]  我們不知道是什麼時候
[00:00:46.920 --> 00:00:48.920]  其實是以色列地比較冷的一個月份
[00:00:48.920 --> 00:00:50.920]  是很寒冷的一個月份
[00:00:50.920 --> 00:00:52.920]  又冷又濕又下大雨的時候
[00:00:52.920 --> 00:00:54.920]  一大群人跪在那裡
[00:00:54.920 --> 00:00:56.920]  坐在那裡
[00:00:56.920 --> 00:01:00.920]  想起整個以色列現在發生的事情
[00:01:00.920 --> 00:01:02.920]  一個很悲慘的局面
[00:01:02.920 --> 00:01:04.920]  心中想起這首詩歌的話
[00:01:04.920 --> 00:01:06.920]  是一個極大的諷刺
[00:01:06.920 --> 00:01:08.920]  以色列記尼希米記
[00:01:08.920 --> 00:01:10.920]  我們一路讀這一季
[00:01:10.920 --> 00:01:12.920]  其實我們知道是上下兩冊
[00:01:12.920 --> 00:01:14.920]  整本書來的一個中心訊息
[00:01:14.920 --> 00:01:16.920]  就是重建
[00:01:16.920 --> 00:01:18.920]  在一至六章
[00:01:18.920 --> 00:01:20.920]  三至六章是重建聖殿
[00:01:20.920 --> 00:01:22.920]  一至二章我們知道是前傳
[00:01:22.920 --> 00:01:24.920]  三至六章就是重建聖殿
[00:01:24.920 --> 00:01:26.920]  在今天這一章後邊
[00:01:26.920 --> 00:01:28.920]  尼希米的一章開始
[00:01:28.920 --> 00:01:30.920]  到第六章
[00:01:30.920 --> 00:01:32.920]  就是重建聖城
[00:01:32.920 --> 00:01:34.920]  兩個重建的中間
[00:01:34.920 --> 00:01:36.920]  就是今天我們看的
[00:01:36.920 --> 00:01:38.920]  這個部分
[00:01:38.920 --> 00:01:40.920]  七至十章
[00:01:40.920 --> 00:01:42.920]  重建聖文
[00:01:42.920 --> 00:01:44.920]  是一個很艱難的
[00:01:44.920 --> 00:01:46.920]  一個位置
[00:01:46.920 --> 00:01:48.920]  很難去重建
[00:01:48.920 --> 00:01:50.920]  這個時候如果是電影的話
[00:01:50.920 --> 00:01:52.920]  如果我是導演
[00:01:52.920 --> 00:01:54.920]  我會說一句
[00:01:54.920 --> 00:01:58.920]  每個人心中有一個死穴
[00:01:58.920 --> 00:02:00.920]  每個人心中有一個死穴
[00:02:00.920 --> 00:02:02.920]  弟兄姊妹你有沒有?
[00:02:02.920 --> 00:02:04.920]  在你心靈當中
[00:02:04.920 --> 00:02:06.920]  在你心底裡
[00:02:06.920 --> 00:02:08.920]  你自己才知道
[00:02:08.920 --> 00:02:10.920]  哪一個是你的死穴
[00:02:10.920 --> 00:02:12.920]  信主之前那個是影響你最深的地方
[00:02:12.920 --> 00:02:14.920]  你患得最厲害的
[00:02:14.920 --> 00:02:16.920]  你受傷害最多的
[00:02:16.920 --> 00:02:18.920]  或者你在那個地方傷害人最多的
[00:02:18.920 --> 00:02:20.920]  那個死穴
[00:02:20.920 --> 00:02:22.920]  是否仍然影響著你呢?
[00:02:22.920 --> 00:02:24.920]  我們再一次祈禱
[00:02:24.920 --> 00:02:26.920]  把這段時間交託給神
[00:02:26.920 --> 00:02:28.920]  求聖靈幫助我們
[00:02:28.920 --> 00:02:30.920]  天上的求你指教我們
[00:02:30.920 --> 00:02:32.920]  求聖靈讓我們去明白
[00:02:32.920 --> 00:02:34.920]  打開我們的耳朵
[00:02:34.920 --> 00:02:36.920]  聽你要對我們每一個人所說的話
[00:02:36.920 --> 00:02:38.920]  祈禱奉主名求
[00:02:38.920 --> 00:02:40.920]  阿們
[00:02:40.920 --> 00:02:42.920]  我請大家幫我讀出第二節
[00:02:42.920 --> 00:02:44.920]  預備起
[00:02:44.920 --> 00:02:46.920]  屬以蘭的子孫
[00:02:46.920 --> 00:02:48.920]  耶傑的兒子
[00:02:48.920 --> 00:02:50.920]  對以斯拉說
[00:02:50.920 --> 00:02:52.920]  我們對神不忠
[00:02:52.920 --> 00:02:54.920]  娶了這地
[00:02:54.920 --> 00:02:56.920]  這外族女子為妻
[00:02:56.920 --> 00:02:58.920]  雖然這樣
[00:02:58.920 --> 00:03:00.920]  以色列現在
[00:03:00.920 --> 00:03:02.920]  還有希望
[00:03:02.920 --> 00:03:04.920]  剛才說過重建三個階段
[00:03:04.920 --> 00:03:06.920]  其實每個階段都有困難
[00:03:06.920 --> 00:03:08.920]  重建聖殿困難在於
[00:03:08.920 --> 00:03:10.920]  敵人不斷去阻撓他們
[00:03:10.920 --> 00:03:12.920]  又告上皇帝那裡
[00:03:12.920 --> 00:03:14.920]  又令他們停工十幾年
[00:03:14.920 --> 00:03:16.920]  重建聖城呢
[00:03:16.920 --> 00:03:18.920]  我們在早前團契查經
[00:03:18.920 --> 00:03:20.920]  開始看了
[00:03:20.920 --> 00:03:22.920]  慢慢發現在於
[00:03:22.920 --> 00:03:24.920]  在他們附近的敵人
[00:03:24.920 --> 00:03:26.920]  對他們的威嚇
[00:03:26.920 --> 00:03:28.920]  無論是用說話
[00:03:28.920 --> 00:03:30.920]  無論是用武力
[00:03:30.920 --> 00:03:32.920]  對他們的恐嚇
[00:03:32.920 --> 00:03:34.920]  重建聖文最大的困難在哪裡
[00:03:34.920 --> 00:03:36.920]  其實就是那個死穴
[00:03:36.920 --> 00:03:38.920]  在那個死穴當中
[00:03:38.920 --> 00:03:40.920]  他們對神不忠
[00:03:40.920 --> 00:03:42.920]  第二節不忠這個字
[00:03:42.920 --> 00:03:44.920]  其實在第九章已經用過
[00:03:44.920 --> 00:03:46.920]  一直到第十章
[00:03:46.920 --> 00:03:48.920]  用過六次
[00:03:48.920 --> 00:03:50.920]  翻譯得很好中文
[00:03:50.920 --> 00:03:52.920]  其實帶出一個委約
[00:03:52.920 --> 00:03:54.920]  背棄盟誓的意思
[00:03:54.920 --> 00:03:56.920]  另一方面也代表
[00:03:56.920 --> 00:03:58.920]  在婚約上背叛配偶
[00:03:58.920 --> 00:04:00.920]  我們讀舊的聖經我們知道
[00:04:00.920 --> 00:04:02.920]  聖經是將神和人
[00:04:02.920 --> 00:04:04.920]  和以色列民的關係
[00:04:04.920 --> 00:04:06.920]  比喻為夫婦的關係
[00:04:06.920 --> 00:04:08.920]  以色列是耶和華
[00:04:08.920 --> 00:04:10.920]  所平的妻
[00:04:10.920 --> 00:04:12.920]  而耶和華是以色列的丈夫
[00:04:12.920 --> 00:04:14.920]  本來只有一個配偶
[00:04:14.920 --> 00:04:16.920]  但竟然在外面有別人不忠
[00:04:16.920 --> 00:04:18.920]  這就是帶出
[00:04:18.920 --> 00:04:20.920]  信仰上不忠的意思
[00:04:20.920 --> 00:04:22.920]  另一方面拜祭耶和華
[00:04:22.920 --> 00:04:24.920]  另一方面竟然
[00:04:24.920 --> 00:04:26.920]  去拜當地各種偶像
[00:04:26.920 --> 00:04:28.920]  根源在哪裡
[00:04:28.920 --> 00:04:30.920]  根源在於
[00:04:30.920 --> 00:04:32.920]  他們和外族女子通婚
[00:04:32.920 --> 00:04:34.920]  在這個位置
[00:04:34.920 --> 00:04:36.920]  我們不再詳細讀了
[00:04:36.920 --> 00:04:38.920]  你知道其實在以色列的歷史裡
[00:04:38.920 --> 00:04:40.920]  一直由迦南地開始
[00:04:40.920 --> 00:04:42.920]  到王國的後期
[00:04:42.920 --> 00:04:44.920]  他們都是飽受
[00:04:44.920 --> 00:04:46.920]  這個問題的影響
[00:04:46.920 --> 00:04:48.920]  這個是以色列人的死穴
[00:04:48.920 --> 00:04:50.920]  和外族人通婚
[00:04:50.920 --> 00:04:52.920]  以致帶來信仰上對神的不忠
[00:04:52.920 --> 00:04:54.920]  又拜耶和華
[00:04:54.920 --> 00:04:56.920]  又侍奉巴力
[00:04:56.920 --> 00:05:00.920]  和其他種種種種的偶像
[00:05:00.920 --> 00:05:02.920]  我們看這段
