
[00:00:00.000 --> 00:00:03.240]  我們看《獵王記》第十七章
[00:00:03.240 --> 00:00:05.680]  剛才記載了兩件事
[00:00:05.680 --> 00:00:06.880]  我不知道你有沒有留意
[00:00:06.880 --> 00:00:08.560]  我們讀聖經的時候
[00:00:08.560 --> 00:00:11.560]  以利亞在寡婦的家裡
[00:00:11.560 --> 00:00:12.640]  兩件事
[00:00:12.640 --> 00:00:14.640]  第一件就是本來沒有油
[00:00:14.640 --> 00:00:18.800]  沒有麵粉的情況下
[00:00:18.800 --> 00:00:22.360]  神賜他們一個神跡
[00:00:22.360 --> 00:00:26.240]  以致這些油和麵粉都沒有缺少
[00:00:26.240 --> 00:00:28.280]  第二,禍不單行
[00:00:28.280 --> 00:00:29.160]  有東西吃而已
[00:00:29.160 --> 00:00:34.800]  但是寡婦最愛的唯一兒子病死了
[00:00:34.800 --> 00:00:37.000]  而以利亞令他復活
[00:00:37.000 --> 00:00:40.480]  我們回顧整件事
[00:00:40.480 --> 00:00:43.840]  以及我們將以利亞這個人一起思想
[00:00:43.840 --> 00:00:47.520]  今天我想跟大家思想一個主線
[00:00:47.520 --> 00:00:50.040]  就是以利亞這個人
[00:00:50.040 --> 00:00:54.800]  我講我自己對以利亞的研究一些看法
[00:00:54.800 --> 00:00:56.880]  你未必一定會完全贊成
[00:00:56.880 --> 00:01:00.160]  但是我覺得應該有一些基本理由
[00:01:00.160 --> 00:01:01.160]  我可以這麼說
[00:01:01.160 --> 00:01:02.520]  坦白說
[00:01:02.520 --> 00:01:05.440]  以利亞也是一個有限制
[00:01:05.440 --> 00:01:11.520]  也不是天生掉下來成為神的大用人
[00:01:11.520 --> 00:01:13.720]  他有一個成長的過程
[00:01:13.720 --> 00:01:14.960]  我這麼說
[00:01:14.960 --> 00:01:16.640]  因為聖經有根據
[00:01:16.640 --> 00:01:19.840]  在新約裡面描述以利亞的經文裡面
[00:01:19.840 --> 00:01:22.560]  《雅各書》有一段話很有意思
[00:01:22.560 --> 00:01:23.360]  你不用揭了
[00:01:23.360 --> 00:01:29.200]  揭來揭去的時候可能會太花你的時間
[00:01:29.200 --> 00:01:30.360]  我讀給大家聽
[00:01:30.360 --> 00:01:32.920]  《雅各書》五章十七節裡面說
[00:01:32.920 --> 00:01:37.400]  以利亞是跟我們性情相同而已
[00:01:37.400 --> 00:01:41.880]  不過他懇求祈禱
[00:01:41.880 --> 00:01:45.080]  天就不下雨
[00:01:45.080 --> 00:01:47.320]  三年零六個月
[00:01:47.320 --> 00:01:49.400]  到他祈禱的時候
[00:01:49.400 --> 00:01:50.680]  天就下雨
[00:01:50.680 --> 00:01:53.440]  地就生長出土產來
[00:01:53.440 --> 00:01:55.080]  大家可能也記得這句話
[00:01:55.080 --> 00:01:58.400]  在新約裡面我想特別留意大家看
[00:01:58.400 --> 00:01:59.520]  就是第一句
[00:01:59.520 --> 00:02:00.760]  以利亞
[00:02:00.760 --> 00:02:04.640]  我們兩個中文譯本都譯不了本來的意思
[00:02:04.640 --> 00:02:10.040]  聖經說以利亞跟我們有同樣的性格
[00:02:10.040 --> 00:02:11.720]  或者性情相同
[00:02:11.720 --> 00:02:15.280]  但是原文希臘文是
[00:02:15.280 --> 00:02:19.040]  homo apatheis
[00:02:19.040 --> 00:02:21.480]  homo apatheis 這個字
[00:02:21.480 --> 00:02:22.960]  其實意思就是
[00:02:22.960 --> 00:02:25.360]  同樣有限制
[00:02:25.360 --> 00:02:26.760]  他也很有限
[00:02:26.760 --> 00:02:28.960]  他不是特別厲害的意思
[00:02:28.960 --> 00:02:31.400]  就是說聖經告訴我們
[00:02:31.400 --> 00:02:33.640]  其實以利亞也不是特別厲害
[00:02:33.640 --> 00:02:35.440]  跟你跟我一樣
[00:02:35.440 --> 00:02:37.200]  他們有很多弱點
[00:02:37.200 --> 00:02:39.120]  我們回看聖經裡面
[00:02:39.120 --> 00:02:41.480]  聶王記上所記載的以利亞
[00:02:41.480 --> 00:02:44.440]  我自己覺得真的有很多弱點
[00:02:44.440 --> 00:02:46.280]  所以我覺得很親切
[00:02:46.280 --> 00:02:48.360]  為什麼呢?
[00:02:48.360 --> 00:02:51.360]  我覺得如果你給我一個評語
[00:02:51.360 --> 00:02:55.800]  以利亞其實是一個挺自大
[00:02:55.800 --> 00:02:57.600]  但是又自卑的人
[00:02:57.600 --> 00:02:59.800]  何以見得呢?
[00:02:59.800 --> 00:03:01.320]  其實不奇怪
[00:03:01.320 --> 00:03:04.240]  因為以利亞來自窮鄉僻壤
[00:03:04.240 --> 00:03:08.240]  而有神就提拔他成為一個以色列民族的英雄
[00:03:08.240 --> 00:03:10.400]  大家還記得在加密山上面
[00:03:10.400 --> 00:03:13.120]  一個人對幾百個巴力先知
[00:03:13.120 --> 00:03:14.520]  亞瑟拉的先知
[00:03:14.520 --> 00:03:16.640]  那種輝煌的戰績
[00:03:16.640 --> 00:03:18.560]  但是大家都知道
[00:03:18.560 --> 00:03:19.680]  其實有時候
[00:03:19.680 --> 00:03:22.520]  人來自一個這樣的背景的時候
[00:03:22.520 --> 00:03:24.320]  其實他是虛怯的
[00:03:24.320 --> 00:03:26.920]  一個人虛怯的時候他是自卑的
[00:03:26.920 --> 00:03:28.160]  不過很奇怪的
[00:03:28.160 --> 00:03:29.040]  人自卑的話
[00:03:29.040 --> 00:03:31.600]  他就努力讓自己有自信
[00:03:31.600 --> 00:03:33.440]  不過一不小心
[00:03:33.440 --> 00:03:35.640]  這個自信就變成了自大
[00:03:35.640 --> 00:03:38.080]  所以有時候自卑和自大
[00:03:38.080 --> 00:03:40.360]  其實在一個人身上是一個銀的兩面
[00:03:40.360 --> 00:03:41.680]  我不知道你有沒有這樣的經驗
[00:03:41.680 --> 00:03:43.480]  你的朋友或者甚至你自己
[00:03:43.480 --> 00:03:44.200]  你想想
[00:03:44.200 --> 00:03:45.200]  其實有時候也是這樣
[00:03:45.200 --> 00:03:46.560]  以利亞也是這樣
[00:03:46.560 --> 00:03:48.000]  其實以利亞你說
[00:03:48.000 --> 00:03:50.160]  哇!這樣批評以利亞是可以的
[00:03:50.160 --> 00:03:50.920]  聖經是這麼說的
[00:03:50.920 --> 00:03:51.800]  我就照樣說的
[00:03:51.800 --> 00:03:53.960]  這是我自己的標準
[00:03:53.960 --> 00:03:54.960]  聖經是這麼說的
[00:03:54.960 --> 00:03:56.280]  以利亞其實你留心
[00:03:56.280 --> 00:03:57.560]  他有時候說的事情
[00:03:57.560 --> 00:03:58.680]  用我們比較俗一點的說法
[00:03:58.680 --> 00:03:59.960]  都挺囂張的
[00:03:59.960 --> 00:04:02.040]  都挺牙刷的
[00:04:02.040 --> 00:04:03.200]  第一
[00:04:03.200 --> 00:04:04.080]  你記得嗎?
[00:04:04.080 --> 00:04:05.600]  以利亞出來的時候
[00:04:05.600 --> 00:04:06.320]  第十七章
[00:04:06.320 --> 00:04:08.320]  以利亞一開始來自窮鄉逼壤
[00:04:08.320 --> 00:04:11.120]  接著他跑去跟皇帝亞哈說什麼呢?
[00:04:11.120 --> 00:04:11.720]  他說
[00:04:11.720 --> 00:04:14.240]  如果沒有我的命令
[00:04:14.240 --> 00:04:15.520]  你記不記得?
[00:04:15.520 --> 00:04:16.560]  留意這句話
[00:04:16.560 --> 00:04:19.160]  如果沒有我的命令
[00:04:19.160 --> 00:04:21.200]  天就不會下雨
[00:04:21.200 --> 00:04:25.480]  其實神叫他說而已
[00:04:25.480 --> 00:04:26.920]  以利亞走出來
[00:04:26.920 --> 00:04:28.320]  我的命令
[00:04:28.320 --> 00:04:31.640]  其實他有一點撐起自己
[00:04:31.640 --> 00:04:32.200]  OK?
[00:04:32.200 --> 00:04:33.000]  這是第一樣
[00:04:33.000 --> 00:04:34.600]  再舉一個例子
[00:04:34.600 --> 00:04:36.960]  後來沒有下雨
[00:04:36.960 --> 00:04:38.120]  聖經說到
[00:04:38.120 --> 00:04:42.240]  第十八章以後我們會再說其他不同的時間
[00:04:42.240 --> 00:04:44.240]  說到沒有東西吃了
[00:04:44.240 --> 00:04:45.360]  沒有水喝了
[00:04:45.360 --> 00:04:48.200]  於是亞哈的一個僕人叫做
[00:04:48.200 --> 00:04:49.400]  俄巴底
[00:04:49.400 --> 00:04:51.400]  其實他是倚靠神的人
[00:04:51.400 --> 00:04:53.320]  有機會就看到以利亞
[00:04:53.320 --> 00:04:54.680]  看到以利亞的時候
[00:04:54.680 --> 00:04:55.880]  以利亞跟他說什麼呢?
[00:04:55.880 --> 00:04:56.800]  他說
[00:04:56.800 --> 00:04:58.400]  你跟我回去
[00:04:58.400 --> 00:05:01.120]  告訴你的皇帝亞哈聽
[00:05:01.120 --> 00:05:02.120]  說
[00:05:02.120 --> 00:05:04.720]  以利亞在這裡
[00:05:04.720 --> 00:05:05.440]  是不是?
[00:05:05.440 --> 00:05:07.240]  多麼的瓦剌
[00:05:07.240 --> 00:05:08.440]  說了兩次
[00:05:08.440 --> 00:05:09.960]  第十八章有空你回去看
[00:05:09.960 --> 00:05:11.680]  第八至十四節說了兩次
[00:05:11.680 --> 00:05:13.360]  他說你回去跟亞哈說
[00:05:13.360 --> 00:05:14.280]  說什麼呢?
[00:05:14.280 --> 00:05:16.040]  以利亞在這裡
[00:05:16.040 --> 00:05:16.960]  因為亞哈就說
[00:05:16.960 --> 00:05:19.480]  誰搞到我們國家沒有雨下
[00:05:19.480 --> 00:05:20.680]  以利亞說
[00:05:20.680 --> 00:05:22.080]  就是我了
[00:05:22.080 --> 00:05:29.160]  這是一個多麼的大膽和瓦剌的表達
[00:05:29.160 --> 00:05:30.760]  大家都知道
[00:05:30.760 --> 00:05:32.560]  當他在加密山
[00:05:32.560 --> 00:05:35.360]  去完成這個挑戰的時候
[00:05:35.360 --> 00:05:37.240]  然後呢
[00:05:37.240 --> 00:05:39.200]  從高峰跌到低谷
[00:05:39.200 --> 00:05:41.320]  他以為勝利了
[00:05:41.320 --> 00:05:42.960]  跑回城市那裡
[00:05:42.960 --> 00:05:45.360]  去看看復興的現象
[00:05:45.360 --> 00:05:48.120]  誰知道耶洗別就是最尊重
[00:05:48.120 --> 00:05:52.320]  引進亞哈能夠拜偶像的
[00:05:52.320 --> 00:05:54.800]  他的太太皇后就說
[00:05:54.800 --> 00:05:56.600]  我不殺你這個吳姓爺
[00:05:56.600 --> 00:05:57.600]  於是呢
[00:05:57.600 --> 00:05:58.960]  就是
[00:05:58.960 --> 00:05:59.640]  怕了
[00:05:59.640 --> 00:06:00.400]  走了
[00:06:00.400 --> 00:06:01.400]  立刻走
[00:06:01.400 --> 00:06:03.400]  由高峰的勇敢
[00:06:03.400 --> 00:06:06.360]  變成了沒有樂方而逃
[00:06:06.360 --> 00:06:09.080]  但是劉以拉又要死又生之類的
[00:06:09.080 --> 00:06:10.040]  大家記得嗎?
[00:06:10.040 --> 00:06:12.200]  到了山洞的時候
[00:06:12.200 --> 00:06:13.760]  神說你為什麼跑來這裡
[00:06:13.760 --> 00:06:15.560]  大家記得他說過幾次這句話
[00:06:15.560 --> 00:06:16.680]  同樣的話
[00:06:16.680 --> 00:06:19.520]  他說以色列所有的人都不跟從你
[00:06:19.520 --> 00:06:21.400]  只剩下我一個
[00:06:21.400 --> 00:06:23.080]  現在那些人還要殺我
[00:06:23.080 --> 00:06:24.560]  你說是不是荒謬?
[00:06:24.560 --> 00:06:25.400]  你記得嗎?
[00:06:25.400 --> 00:06:26.520]  說了兩次
[00:06:26.520 --> 00:06:28.320]  然後其實神跟他說什麼呢?
[00:06:28.320 --> 00:06:29.000]  記得嗎?
[00:06:29.320 --> 00:06:30.520]  神說不是
[00:06:30.520 --> 00:06:33.480]  我還在以色列裡面留下七千個人
[00:06:33.480 --> 00:06:35.080]  還沒向巴尼屈膝的
[00:06:35.080 --> 00:06:36.320]  我相信
[00:06:36.320 --> 00:06:37.920]  以利亞這麼說的時候
[00:06:37.920 --> 00:06:39.680]  不是他不知道的
[00:06:39.680 --> 00:06:41.600]  起碼他見過一個叫做俄巴底
[00:06:41.600 --> 00:06:42.120]  是不是?
[00:06:42.120 --> 00:06:43.080]  那個人
[00:06:43.080 --> 00:06:44.840]  他是敬畏神的
[00:06:44.840 --> 00:06:46.520]  所以他知道其實以色列裡面
[00:06:46.520 --> 00:06:48.320]  不只是他一個敬畏神的
[00:06:48.320 --> 00:06:50.480]  不過以利亞這麼說的時候
[00:06:50.480 --> 00:06:51.960]  他心裡面其實覺得
[00:06:51.960 --> 00:06:53.040]  就是我了
[00:06:53.040 --> 00:06:54.960]  現在我要頂著整個國家
[00:06:54.960 --> 00:06:56.040]  你說多難呢
[00:06:56.040 --> 00:06:57.280]  多偉大呢
[00:06:57.280 --> 00:06:58.760]  誰知道都失敗的時候
[00:06:58.760 --> 00:07:00.200]  神為什麼要這麼對我
[00:07:00.200 --> 00:07:02.640]  一個人其實他自大的時候
[00:07:02.640 --> 00:07:04.800]  他心裡面有很多的掙扎
[00:07:04.800 --> 00:07:07.680]  不過神要用一個人的時候
[00:07:07.680 --> 00:07:09.120]  不可以用一個這樣的人
[00:07:09.120 --> 00:07:11.160]  神只要訓練他
[00:07:11.160 --> 00:07:11.560]  好了
[00:07:11.560 --> 00:07:13.880]  我們看看今天神怎麼用這個經歷
[00:07:13.880 --> 00:07:15.160]  去訓練他
[00:07:15.160 --> 00:07:18.000]  神怎麼可以訓練一個改造一個
[00:07:18.000 --> 00:07:19.840]  這麼普通這麼多弱點的人
[00:07:19.840 --> 00:07:21.240]  成為一個合容的人呢?
[00:07:21.240 --> 00:07:23.240]  我們說第十七章裡面
[00:07:23.240 --> 00:07:25.480]  就有三個經歷
[00:07:25.480 --> 00:07:27.480]  第一個經歷以前已經說過了
[00:07:27.480 --> 00:07:29.120]  兩個禮拜前已經說過了
[00:07:29.120 --> 00:07:32.360]  就是基立溪旁
[00:07:32.360 --> 00:07:34.120]  等水乾
[00:07:34.120 --> 00:07:36.240]  等烏鴉餵他吃東西
[00:07:36.240 --> 00:07:39.840]  我相信加上我們剛才所讀的這三個經歷裡面
[00:07:39.840 --> 00:07:41.160]  都是一個模式
[00:07:41.160 --> 00:07:42.040]  就是說
[00:07:42.040 --> 00:07:45.200]  神怎麼訓練一個這麼自大的人
[00:07:45.200 --> 00:07:47.760]  讓他能夠成為一個有信心
[00:07:47.760 --> 00:07:49.240]  又倚靠神的人呢
[00:07:49.240 --> 00:07:50.600]  被神用得著的人呢
[00:07:50.600 --> 00:07:53.120]  如果我們看三個經歷裡面
[00:07:53.120 --> 00:07:53.840]  我們簡單的
[00:07:53.840 --> 00:07:54.400]  我想跟大家
[00:07:54.400 --> 00:07:55.320]  因為我們時間不多
[00:07:55.320 --> 00:07:59.560]  簡單用一個主題來貫通他
[00:07:59.560 --> 00:08:02.600]  就是神要讓伊利亞
[00:08:02.600 --> 00:08:05.280]  自尊心
[00:08:05.280 --> 00:08:07.840]  踩到他貼地
[00:08:07.840 --> 00:08:09.760]  你有沒有留意?
[00:08:09.760 --> 00:08:12.560]  這麼有自信的人
[00:08:12.560 --> 00:08:14.640]  神就要踩到他落地
[00:08:14.640 --> 00:08:15.400]  為什麼呢?
[00:08:15.400 --> 00:08:16.520]  第一個經歷
[00:08:16.520 --> 00:08:18.760]  我們不再詳細說了
[00:08:18.760 --> 00:08:20.320]  基立溪
[00:08:20.320 --> 00:08:23.560]  一條很小的溪
[00:08:23.800 --> 00:08:26.360]  而且所有的河都還沒乾之前
[00:08:26.360 --> 00:08:27.960]  神就先乾他
[00:08:27.960 --> 00:08:30.040]  不叫他約旦河邊等水喝
[00:08:30.040 --> 00:08:32.480]  這條沒有水的河邊等水喝
[00:08:32.480 --> 00:08:35.360]  又是你親自說我不祈禱天不下雨
[00:08:35.360 --> 00:08:37.160]  天不下雨就水乾了
[00:08:37.160 --> 00:08:38.760]  水乾就先乾基立溪
[00:08:38.760 --> 00:08:39.840]  神真的作弄他
[00:08:39.840 --> 00:08:41.640]  叫他基立溪旁喝水
[00:08:41.640 --> 00:08:43.440]  所以最先沒有水喝的就是他自己
[00:08:43.440 --> 00:08:44.520]  也是他自己說出來的
[00:08:44.520 --> 00:08:45.920]  也是他自己沒有水喝
[00:08:45.920 --> 00:08:48.000]  就等烏鴉餵他吃東西
[00:08:48.000 --> 00:08:48.600]  你知道嗎?
[00:08:48.600 --> 00:08:49.920]  一個這麼自大的人
[00:08:49.920 --> 00:08:51.560]  要他坐在那裡什麼都做不了
[00:08:51.560 --> 00:08:52.200]  就等吃
[00:08:52.200 --> 00:08:53.360]  等水乾
[00:08:53.560 --> 00:08:54.640]  最後水都乾了
