
[00:00:00.000 --> 00:00:04.240]  大家知道我們這段時間一直在思想聖潔心援
[00:00:04.240 --> 00:00:06.440]  我們如何在生活上
[00:00:06.440 --> 00:00:11.000]  我們可以將我們的心思向上集中在神的身上
[00:00:11.000 --> 00:00:15.680]  順一的來跟隨向著這一位的主
[00:00:15.680 --> 00:00:18.140]  因為有太多可能其他的吸引
[00:00:18.140 --> 00:00:21.080]  其他可能的試探會將我們的心
[00:00:21.080 --> 00:00:23.680]  偏移到其他的事情
[00:00:23.680 --> 00:00:25.320]  因此我們今天再思想的
[00:00:25.320 --> 00:00:27.320]  就是《聖經》生命記的經文
[00:00:27.320 --> 00:00:30.400]  大家記得我們以前曾經一段長時間讀《生命記》
[00:00:30.400 --> 00:00:32.960]  但今次我們集中的是第七章
[00:00:32.960 --> 00:00:35.120]  和下星期的第八章
[00:00:35.120 --> 00:00:37.720]  亦想回當時的以色列人
[00:00:37.720 --> 00:00:41.480]  他們領受摩西對他的提醒
[00:00:41.480 --> 00:00:44.760]  而我們今天也領受其中的提醒
[00:00:44.760 --> 00:00:47.400]  大家看《聖經》生命記第七章的時候
[00:00:47.400 --> 00:00:51.680]  你會留意到當時以色列人將快進入加南
[00:00:51.680 --> 00:00:53.560]  去到應許之地
[00:00:53.560 --> 00:00:55.720]  在那個時候摩西祝福他們
[00:00:55.720 --> 00:00:57.480]  去到加南地的時候
[00:00:57.480 --> 00:01:01.480]  要留心去聽從神的話
[00:01:01.480 --> 00:01:06.440]  以至他們可以長久保存在恩典當中
[00:01:06.440 --> 00:01:09.080]  不僅在恩典墜落了
[00:01:09.080 --> 00:01:12.120]  在恩典跌落了出來
[00:01:12.120 --> 00:01:13.640]  因為他們很清楚知道
[00:01:13.640 --> 00:01:15.120]  面對著加南的時候
[00:01:15.120 --> 00:01:17.640]  這個地方有很多原本的民族
[00:01:17.640 --> 00:01:19.480]  他們有各種的風俗
[00:01:19.480 --> 00:01:22.880]  各種的敬拜假神的偶像
[00:01:22.880 --> 00:01:25.480]  在那個時候摩西提醒他們要小心
[00:01:25.480 --> 00:01:27.840]  不要讓他們去同化
[00:01:27.840 --> 00:01:29.840]  讓他們污染
[00:01:29.840 --> 00:01:34.680]  以至他們能夠保存在神的恩典當中
[00:01:34.680 --> 00:01:36.480]  我想回我們今天的弟兄姊妹
[00:01:36.480 --> 00:01:37.880]  我們讀這段《聖經》的時候
[00:01:37.880 --> 00:01:39.680]  不僅是一段歷史
[00:01:39.680 --> 00:01:42.920]  而且也看到其實你和我都已經信了主
[00:01:42.920 --> 00:01:46.720]  我們都進入神給我們的應許之地
[00:01:46.720 --> 00:01:49.160]  《聖經》應許過我們信主的人
[00:01:49.160 --> 00:01:52.400]  臣賜給我們豐盛的生命
[00:01:52.400 --> 00:01:54.760]  在這個豐盛的生命當中
[00:01:54.760 --> 00:01:57.040]  仍然需要警覺著
[00:01:57.040 --> 00:02:00.880]  不會讓旁邊的一些世界的事情
[00:02:00.880 --> 00:02:03.120]  來同化我們
[00:02:03.120 --> 00:02:07.680]  以至我們不能夠停留在神的恩典當中
[00:02:07.680 --> 00:02:09.760]  所以我們今天都帶著這樣的角度
[00:02:09.760 --> 00:02:13.880]  來看回當時摩西對以色列人的勸告
[00:02:13.880 --> 00:02:16.960]  也成為我們今天的一種勉勵
[00:02:16.960 --> 00:02:19.640]  我們嘗試從三方面看看這段經文
[00:02:19.640 --> 00:02:20.760]  大家首先看的
[00:02:20.760 --> 00:02:24.360]  我們讀去第七章的第十七節
[00:02:24.360 --> 00:02:27.120]  第七章第十七節
[00:02:27.120 --> 00:02:29.280]  當時摩西吩咐他們
[00:02:29.280 --> 00:02:32.800]  不要害怕面對很多強敵
[00:02:32.800 --> 00:02:34.680]  特別是很多邪惡的
[00:02:34.680 --> 00:02:36.080]  很多不義的勢力
[00:02:36.080 --> 00:02:38.280]  不要害怕他們
[00:02:38.280 --> 00:02:40.320]  當然今天你和我都面對著
[00:02:40.320 --> 00:02:43.920]  一定的很多惡的勢力
[00:02:43.920 --> 00:02:45.840]  在我們所身處的世界裡面
[00:02:45.840 --> 00:02:47.120]  有很多邪惡的
[00:02:47.120 --> 00:02:48.920]  很多不義的勢力
[00:02:48.920 --> 00:02:52.040]  我們這段時間上看到很多不同的報導
[00:02:52.040 --> 00:02:54.200]  你都一定會體會
[00:02:54.200 --> 00:02:55.520]  不單止是一些惡的勢力
[00:02:55.520 --> 00:02:58.520]  也有很多世俗給我們的試探
[00:02:58.520 --> 00:03:00.120]  情慾的陷阱
[00:03:00.120 --> 00:03:03.120]  有很多物質主義給我們引誘
[00:03:03.120 --> 00:03:07.440]  很多這些強敵都在我們身邊
[00:03:07.440 --> 00:03:10.080]  在當時摩西對他們說什麼話呢?
[00:03:10.080 --> 00:03:13.840]  大家先看七章第十七節
[00:03:13.840 --> 00:03:16.200]  摩西說如果你心裡說
[00:03:16.200 --> 00:03:19.000]  這些國的人比我們多
[00:03:19.000 --> 00:03:22.080]  我怎能把他們趕出去呢?
[00:03:22.080 --> 00:03:24.320]  你不要怕他們
[00:03:24.320 --> 00:03:26.880]  只要牢牢地記住
[00:03:26.880 --> 00:03:29.280]  耶和華你的神向法老
[00:03:29.280 --> 00:03:33.080]  和全埃及所行的事情
[00:03:33.080 --> 00:03:35.200]  面對著這些惡勢力
[00:03:35.200 --> 00:03:38.200]  摩西說你們不要怕他們
[00:03:38.200 --> 00:03:39.960]  不要遷就他們
[00:03:39.960 --> 00:03:42.440]  或者不要跟隨他們
[00:03:42.440 --> 00:03:43.400]  不要怕
[00:03:43.400 --> 00:03:45.720]  但為什麼可以不怕呢?
[00:03:45.720 --> 00:03:46.880]  摩西說
[00:03:46.880 --> 00:03:49.920]  你只要牢牢地記住
[00:03:49.920 --> 00:03:53.560]  神如何將你們從埃及地帶出來
[00:03:53.560 --> 00:03:57.360]  牢牢地記住神曾經有的奇妙的工作
[00:03:57.360 --> 00:03:59.760]  大家一定記得在聖經裡面所提及到
[00:03:59.760 --> 00:04:02.280]  當時的十災的故事
[00:04:02.280 --> 00:04:04.800]  當時他們如何出紅海
[00:04:04.800 --> 00:04:07.640]  前無去路後有追兵
[00:04:07.640 --> 00:04:10.720]  但神很奇妙地讓紅海分開
[00:04:10.720 --> 00:04:14.520]  他們可以走在乾地上
[00:04:14.520 --> 00:04:15.440]  摩西提醒他們
[00:04:15.440 --> 00:04:17.640]  要記得這些一切一切的事情
[00:04:17.640 --> 00:04:19.600]  不要忘記這些事情
[00:04:19.600 --> 00:04:23.480]  今天你們就可以不懼怕這些惡勢力
[00:04:23.480 --> 00:04:26.760]  我想回到我們上次說的大衛
[00:04:26.760 --> 00:04:29.680]  大衛面對哥利亞這個巨人的時候
[00:04:29.680 --> 00:04:33.400]  什麼令他能夠堅定的信心去面對
[00:04:33.400 --> 00:04:35.720]  因為他記憶了
[00:04:35.720 --> 00:04:37.120]  記憶了什麼呢?
[00:04:37.120 --> 00:04:38.840]  他曾經牧羊的時候
[00:04:38.840 --> 00:04:41.600]  有獅子來攻擊他們
[00:04:41.600 --> 00:04:45.520]  他可以靠神打死獅子打死紅人
[00:04:45.520 --> 00:04:46.760]  所以面對哥利亞的時候
[00:04:46.760 --> 00:04:49.880]  他說我記得上帝曾經幫助我
[00:04:49.880 --> 00:04:51.320]  因此我有信心知道
[00:04:51.320 --> 00:04:53.000]  祂也能夠幫助我
[00:04:53.000 --> 00:04:58.320]  來擊退哥利亞給我的攻擊
[00:04:58.320 --> 00:04:59.480]  我自己很有福氣
[00:04:59.480 --> 00:05:01.800]  因為我常常有機會聽到很多新受浸
[00:05:01.800 --> 00:05:05.360]  弟兄姊妹講述他們得救的經歷
[00:05:05.360 --> 00:05:07.920]  有些時候聽到的時候心都很震撼
[00:05:07.920 --> 00:05:10.080]  很多弟兄姊妹在他信主的那一刻
[00:05:10.080 --> 00:05:13.800]  是體會很大的是神自己的工作
[00:05:13.800 --> 00:05:16.880]  剛剛前一陣子一位年長的說
[00:05:16.880 --> 00:05:18.800]  他說我吸了煙
[00:05:18.800 --> 00:05:22.640]  吸了煙四五十年
[00:05:22.640 --> 00:05:24.880]  沒有人相信我能戒掉
[00:05:24.880 --> 00:05:27.440]  我自己也不相信我能戒掉
[00:05:27.440 --> 00:05:29.600]  但就是信了主的時候
[00:05:29.600 --> 00:05:32.800]  很清楚地向神祈禱
[00:05:32.800 --> 00:05:36.080]  神啊祢幫助我
[00:05:36.080 --> 00:05:40.880]  短短的時間他就完全放棄煙人
[00:05:40.880 --> 00:05:42.600]  他也不知道為什麼可以
[00:05:42.600 --> 00:05:48.040]  但他知道神的確在他生命中被他幫助
[00:05:48.040 --> 00:05:49.240]  有弟兄姊妹講述到
[00:05:49.240 --> 00:05:52.880]  他們信主之前那種脾氣的情況
[00:05:52.880 --> 00:05:58.040]  那種很凶惡的脾氣
[00:05:58.040 --> 00:06:00.840]  家人經常很害怕
[00:06:00.840 --> 00:06:03.280]  他一發怒的時候不知怎麼辦
[00:06:03.280 --> 00:06:06.440]  但信主之後家人跟他說
[00:06:06.440 --> 00:06:08.880]  你最近變了
[00:06:08.880 --> 00:06:10.680]  雖然還有時罵我們
[00:06:10.680 --> 00:06:14.400]  但有很大的改變
[00:06:14.400 --> 00:06:16.120]  很多這樣的故事給我也想起
[00:06:16.120 --> 00:06:19.000]  其實我們弟兄姊妹也有很多不同的體會
[00:06:19.000 --> 00:06:21.960]  經歷神在我們生命中奇妙的工作
[00:06:21.960 --> 00:06:24.000]  但不要忘記
[00:06:24.000 --> 00:06:26.200]  常常想起神在你身上的作為
[00:06:26.200 --> 00:06:28.440]  同樣也想起神在歷史當中
[00:06:28.440 --> 00:06:30.080]  在很多其他的教徒
[00:06:30.080 --> 00:06:31.080]  在歷史裡面
[00:06:31.080 --> 00:06:33.400]  在教會不同的年齡
[00:06:33.400 --> 00:06:34.960]  不同的階段裡面
[00:06:34.960 --> 00:06:36.320]  上帝的工作
[00:06:36.320 --> 00:06:39.560]  你去記憶這些事情
[00:06:39.560 --> 00:06:42.440]  為什麼我們要感恩
[00:06:42.440 --> 00:06:44.880]  不單是神應得的
[00:06:44.880 --> 00:06:48.560]  更加是幫助我們去不忘記神的作為
[00:06:48.560 --> 00:06:51.400]  以致我們面對這些強敵的時候
[00:06:51.400 --> 00:06:53.360]  我們心裡面有一份信心
[00:06:53.360 --> 00:06:57.280]  來放膽去面對
[00:06:57.280 --> 00:06:58.320]  因此有些人說
[00:06:58.320 --> 00:07:02.240]  他說教徒去記憶神的作為
[00:07:02.240 --> 00:07:07.120]  是克服恐懼的解藥
[00:07:07.120 --> 00:07:09.640]  當你不忘記神的工作的時候
[00:07:09.640 --> 00:07:11.000]  你可以領受信心
[00:07:11.000 --> 00:07:13.720]  驅除心中的恐懼
[00:07:13.720 --> 00:07:19.160]  而信心往往來自思念神的作為
[00:07:19.160 --> 00:07:20.960]  當聖經提到這件事情的時候
[00:07:20.960 --> 00:07:21.960]  他繼續提及
[00:07:21.960 --> 00:07:24.120]  你們不要驚慌
[00:07:24.120 --> 00:07:27.840]  所以大家再看二十一節
[00:07:27.840 --> 00:07:28.840]  二十一節
[00:07:28.840 --> 00:07:31.120]  你不要因他們驚慌
[00:07:31.120 --> 00:07:32.600]  因為耶和華
[00:07:32.600 --> 00:07:36.920]  你的神在你們中間
[00:07:36.920 --> 00:07:40.720]  祂是大而可畏的上帝
[00:07:40.720 --> 00:07:43.680]  留心祂是大而可畏的上帝
[00:07:43.680 --> 00:07:47.800]  因此面對一些惡勢力的挑戰的時候
[00:07:47.800 --> 00:07:50.720]  可以不懼怕
[00:07:50.720 --> 00:07:55.360]  也因為知道祂是可敬可畏的上帝
[00:07:55.360 --> 00:07:57.080]  去聽從祂
[00:07:57.080 --> 00:08:02.240]  不肯聽從其他惡勢力的說話
[00:08:02.240 --> 00:08:05.520]  我想回到另一個人物
[00:08:05.520 --> 00:08:06.760]  剛才說大衛
[00:08:06.760 --> 00:08:08.680]  我想回到聖經舊約的約瑟
[00:08:08.680 --> 00:08:10.640]  大家一定會有印象
[00:08:10.640 --> 00:08:11.600]  約瑟大家知道
[00:08:11.600 --> 00:08:14.040]  他被賣到埃及的時候
[00:08:14.040 --> 00:08:16.200]  在埃及的地方
[00:08:16.200 --> 00:08:18.360]  他的主人的太太引誘他
[00:08:18.360 --> 00:08:20.520]  大家記得這個故事
[00:08:20.520 --> 00:08:21.600]  引誘他的時候
[00:08:21.600 --> 00:08:23.520]  如果你想像當時的處境
[00:08:23.520 --> 00:08:25.400]  其實任何人都可以體會
[00:08:25.400 --> 00:08:26.920]  一個作為奴僕的
[00:08:26.920 --> 00:08:28.440]  雖然是做了管家
[00:08:28.440 --> 00:08:30.920]  但仍然是一個僕人
[00:08:30.920 --> 00:08:34.720]  一個主母引誘他做一件事情
[00:08:34.720 --> 00:08:37.120]  如果他不聽從祂的話
[00:08:37.120 --> 00:08:40.600]  他可以想像將來日子很難過
[00:08:40.600 --> 00:08:43.480]  這個主母可以對他有很多
[00:08:43.480 --> 00:08:45.040]  為難他的事情
[00:08:45.040 --> 00:08:47.720]  甚至迫害他的事情
[00:08:47.720 --> 00:08:51.680]  但大家知道約瑟最終是拒絕的
[00:08:51.680 --> 00:08:52.560]  但拒絕的時候
[00:08:52.560 --> 00:08:53.640]  他說一句話
[00:08:53.640 --> 00:09:00.880]  我怎能作者大惡得罪耶和華呢
[00:09:00.880 --> 00:09:02.840]  我怎能做一件大惡的事情
[00:09:02.840 --> 00:09:04.640]  得罪神呢
[00:09:04.640 --> 00:09:06.720]  因為他心裡敬畏上帝
[00:09:06.720 --> 00:09:08.800]  所以他寧願得罪人
[00:09:08.800 --> 00:09:12.120]  寧願不聽人對他的要求
[00:09:12.120 --> 00:09:16.600]  寧願冒著將來很多的危險
[00:09:16.600 --> 00:09:19.560]  他拒絕這個要求
[00:09:19.560 --> 00:09:20.440]  今天你發覺
[00:09:20.440 --> 00:09:22.600]  很多的基督徒在這個時代
[00:09:22.600 --> 00:09:27.400]  仍然能夠拒絕一些邪惡的事情
[00:09:27.400 --> 00:09:32.200]  是因為他們心中敬畏上帝
[00:09:32.200 --> 00:09:34.200]  我相信一位傳道人
[00:09:34.200 --> 00:09:36.880]  這位傳道人沒有人認識他的名字
[00:09:36.880 --> 00:09:39.240]  但他的墓碑
[00:09:39.240 --> 00:09:41.440]  立在中國一個地方
[00:09:41.440 --> 00:09:44.200]  在這個墓碑上
[00:09:44.200 --> 00:09:45.440]  沒有人知道他的名字
[00:09:45.440 --> 00:09:47.760]  因為沒有他的姓名
[00:09:47.760 --> 00:09:49.600]  無名的傳道者
[00:09:49.600 --> 00:09:50.560]  但有人認識他
[00:09:50.560 --> 00:09:53.960]  將一句說話刻在這個墓碑上
[00:09:53.960 --> 00:09:56.160]  這句說話很簡單說
[00:09:56.160 --> 00:10:01.520]  他說這人一生無所懼怕
[00:10:01.520 --> 00:10:06.840]  因為他丹敬畏神
[00:10:06.840 --> 00:10:08.680]  因為他心中敬畏神
[00:10:08.680 --> 00:10:11.560]  他不願意得罪這位天地的上帝
[00:10:11.560 --> 00:10:16.200]  所以他有一種勇氣去拒絕罪惡
[00:10:16.200 --> 00:10:20.280]  以致他一生無所懼怕
[00:10:20.280 --> 00:10:22.680]  在我們所身處的環境裡
[00:10:22.680 --> 00:10:25.760]  有很多不同的事情會吸引你
[00:10:25.760 --> 00:10:28.720]  但當你的心裡知道敬畏神的時候
[00:10:28.720 --> 00:10:33.720]  你不需要遷就 不需要去隨流
[00:10:33.720 --> 00:10:35.720]  而是心裡可以去
[00:10:35.720 --> 00:10:39.840]  單單地敬畏 聽從這位上帝
[00:10:39.840 --> 00:10:41.120]  我們再看另一方面
[00:10:41.120 --> 00:10:42.320]  當聖經說到
[00:10:42.320 --> 00:10:44.760]  不需要害怕 不需要驚慌的時候
[00:10:44.760 --> 00:10:47.240]  在前面一開始的時候就會說到
[00:10:47.240 --> 00:10:48.120]  你們要留心
[00:10:48.120 --> 00:10:51.440]  尚保守自己在神的愛當中
[00:10:51.440 --> 00:10:54.160]  在神的恩典當中
[00:10:54.160 --> 00:10:54.800]  聖經說到
[00:10:54.800 --> 00:10:57.240]  「神揀選以色列人做他的子民」
[00:10:57.240 --> 00:10:59.440]  但為什麼要揀選他們呢?
[00:10:59.440 --> 00:11:01.000]  為了什麼原因呢?
[00:11:01.000 --> 00:11:04.760]  是不是他們比別人更加好更加強呢?
[00:11:04.760 --> 00:11:08.640]  我們或者去前面第七章第七節
[00:11:08.640 --> 00:11:09.440]  如果你有聖經
[00:11:09.440 --> 00:11:13.400]  你可以去前面的第七節
[00:11:13.400 --> 00:11:14.120]  聖經說
[00:11:14.120 --> 00:11:17.720]  「耶和華喜愛你們 揀選你們
[00:11:17.720 --> 00:11:23.960]  並不是因為你們的人數比別的民族多」
[00:11:23.960 --> 00:11:27.680]  不是因為你們特別強盛的民族
