
[00:00:00.000 --> 00:00:02.000]  我們今天會接續思想
[00:00:02.000 --> 00:00:03.400]  《若人福音》裏面的訊息
[00:00:03.400 --> 00:00:04.600]  大家知道這個季度
[00:00:04.600 --> 00:00:05.800]  我們會集中思想
[00:00:05.800 --> 00:00:06.700]  《若人福音》裏面
[00:00:06.700 --> 00:00:09.000]  主耶穌有關的訊息
[00:00:09.000 --> 00:00:10.000]  在講之前
[00:00:10.000 --> 00:00:11.800]  我想先提一個見證
[00:00:11.800 --> 00:00:14.200]  亦是我最近看一本書留意到
[00:00:14.200 --> 00:00:16.100]  我留意到有位姊妹
[00:00:16.100 --> 00:00:18.300]  這位姊妹本身是一個英國人
[00:00:18.300 --> 00:00:21.200]  但她至少患了一個特別的病
[00:00:21.200 --> 00:00:24.300]  是軟纖維的硬化症
[00:00:24.300 --> 00:00:27.200]  她全身很多的細胞纖維
[00:00:27.200 --> 00:00:29.800]  是僵硬了
[00:00:30.100 --> 00:00:33.100]  變得她很多時候行動很不方便
[00:00:33.100 --> 00:00:37.500]  因此她會坐在一張輪椅上
[00:00:37.500 --> 00:00:40.300]  19歲但已經有很多的病痛
[00:00:40.300 --> 00:00:43.500]  有一次她去到一間教會
[00:00:43.500 --> 00:00:46.700]  邀請弟兄姊妹和牧者為她祈禱
[00:00:46.700 --> 00:00:49.300]  大家就問及她的情況
[00:00:49.300 --> 00:00:51.700]  她將她自己的病況
[00:00:51.700 --> 00:00:54.500]  和她自己的情緒講出來
[00:00:54.500 --> 00:00:57.000]  她表示自己的確很沉重
[00:00:57.000 --> 00:00:59.100]  很渴望能得到康復
[00:00:59.600 --> 00:01:01.600]  亦都講出她內心很多的恐懼
[00:01:01.600 --> 00:01:02.800]  很多的憂愁
[00:01:02.800 --> 00:01:04.900]  很多的掛慮
[00:01:04.900 --> 00:01:07.900]  因此大家一起同心為她祈禱
[00:01:07.900 --> 00:01:09.700]  在祈禱之後
[00:01:09.700 --> 00:01:12.200]  牧者就提議不如大家不要走遲
[00:01:12.200 --> 00:01:13.700]  我們就在教會當中
[00:01:13.700 --> 00:01:14.900]  大家靜一靜
[00:01:14.900 --> 00:01:16.700]  一起等候神
[00:01:16.700 --> 00:01:19.700]  在一段等候之後
[00:01:19.700 --> 00:01:22.700]  這位姊妹突然間她就說
[00:01:22.700 --> 00:01:25.500]  她說一句話很簡單
[00:01:25.500 --> 00:01:26.500]  用英文這樣說
[00:01:26.500 --> 00:01:27.000]  她說
[00:01:27.000 --> 00:01:28.400]  Not my will
[00:01:29.000 --> 00:01:30.800]  But I will be done
[00:01:30.800 --> 00:01:33.300]  不要按我的意思
[00:01:33.300 --> 00:01:35.300]  是按神的旨意
[00:01:35.300 --> 00:01:37.700]  突然間大家感覺到她有一種
[00:01:37.700 --> 00:01:39.600]  好像內心的釋放
[00:01:39.600 --> 00:01:40.800]  她接著就說
[00:01:40.800 --> 00:01:45.200]  就算神要我繼續在這個病痛當中
[00:01:45.200 --> 00:01:47.200]  我願意去接受
[00:01:47.200 --> 00:01:51.000]  我相信神的美意是最好的
[00:01:51.000 --> 00:01:53.300]  大家當時的感覺就是
[00:01:53.300 --> 00:01:55.800]  雖然她的病未必會康復
[00:01:55.800 --> 00:01:57.600]  但是感覺她裏面已經得到
[00:01:57.600 --> 00:01:59.200]  一種很大的釋放
[00:01:59.200 --> 00:02:01.400]  或者說某一方面的健康
[00:02:01.400 --> 00:02:03.400]  重新進入她的心裏面
[00:02:03.400 --> 00:02:06.200]  當我看到見證的時候
[00:02:06.200 --> 00:02:08.000]  我就常常體會到一件事情
[00:02:08.000 --> 00:02:09.600]  就是我們其實都很體會
[00:02:09.600 --> 00:02:11.200]  每個人都有一種渴望
[00:02:11.200 --> 00:02:13.400]  我能夠主宰到我的人生
[00:02:13.400 --> 00:02:15.200]  我渴望自己能夠
[00:02:15.200 --> 00:02:17.700]  可以得到自己的個人的權柄
[00:02:17.700 --> 00:02:19.600]  去決定我的健康
[00:02:19.600 --> 00:02:20.800]  我的方向
[00:02:20.800 --> 00:02:22.200]  我的人生是怎樣
[00:02:22.200 --> 00:02:24.900]  但很多時候神告訴我們知道
[00:02:25.600 --> 00:02:27.800]  我們並不是我們自己的主宰
[00:02:27.800 --> 00:02:30.200]  唯有那位創造天地的神
[00:02:30.200 --> 00:02:32.400]  是我們真正的主宰
[00:02:32.400 --> 00:02:34.200]  祂常常告訴我們知道
[00:02:34.200 --> 00:02:36.200]  你放心信靠我
[00:02:36.200 --> 00:02:37.800]  信從我
[00:02:37.800 --> 00:02:40.200]  你就得到真正的生命
[00:02:40.200 --> 00:02:43.200]  這正是基督徒常常思想的問題
[00:02:43.200 --> 00:02:45.000]  怎樣能夠謙卑下來
[00:02:45.000 --> 00:02:46.200]  去信靠神
[00:02:46.200 --> 00:02:47.800]  以致領受生命
[00:02:47.800 --> 00:02:49.600]  信從耶穌
[00:02:49.600 --> 00:02:52.200]  不是單單知道耶穌基督的存在
[00:02:52.200 --> 00:02:54.800]  而是能夠信靠祂
[00:02:55.200 --> 00:02:56.600]  信從祂
[00:02:56.600 --> 00:02:58.800]  因此我們今天思想的主題就是
[00:02:58.800 --> 00:03:01.000]  思想到主耶穌在世上的時候
[00:03:01.000 --> 00:03:02.800]  祂怎樣放下自己
[00:03:02.800 --> 00:03:04.600]  去釘十字架
[00:03:04.600 --> 00:03:06.800]  帶給我們很重要的榜樣
[00:03:06.800 --> 00:03:08.800]  第二方面我們思想就是
[00:03:08.800 --> 00:03:11.000]  當時有些人不能夠放下自己
[00:03:11.000 --> 00:03:13.600]  因此他們會拒絕耶穌
[00:03:13.600 --> 00:03:15.000]  我們從這兩方面
[00:03:15.000 --> 00:03:17.200]  要思想今天我們所讀的經文
[00:03:17.200 --> 00:03:19.800]  就是《約翰福音》第十二章
[00:03:19.800 --> 00:03:21.400]  請大家一起揭開
[00:03:21.400 --> 00:03:23.800]  《聖經》《約翰福音》第十二章
[00:03:23.800 --> 00:03:36.000]  我們先看主耶穌怎樣放下自己
[00:03:36.000 --> 00:03:40.800]  我們先讀十二章的第二十四二十五節
[00:03:40.800 --> 00:03:45.800]  主耶穌當時說
[00:03:45.800 --> 00:03:48.200]  「我實實在在地告訴你們
[00:03:48.200 --> 00:03:50.800]  一粒麥子不落在地裡死了
[00:03:50.800 --> 00:03:52.400]  仍舊是一粒
[00:03:53.000 --> 00:03:55.800]  若是死了就結出許多子粒來
[00:03:55.800 --> 00:03:59.600]  愛惜自己生命的就失喪生命
[00:03:59.600 --> 00:04:02.200]  在這世上恨惡自己生命的
[00:04:02.200 --> 00:04:05.600]  就要保守生命到永生」
[00:04:05.600 --> 00:04:09.600]  這裡我們發現聖經將自然界的定律
[00:04:09.600 --> 00:04:12.000]  和屬靈的原則放在一起
[00:04:12.000 --> 00:04:15.600]  兩件事情有同一樣的定律
[00:04:15.600 --> 00:04:19.600]  一粒麥子如果不落在地裡死了
[00:04:19.600 --> 00:04:20.800]  仍舊是一粒
[00:04:21.400 --> 00:04:24.000]  一粒麥子當它種在泥土當中
[00:04:24.000 --> 00:04:25.200]  本身死了
[00:04:25.200 --> 00:04:28.800]  但是有新生命從麥子裡面來到孕育出來
[00:04:28.800 --> 00:04:31.000]  這個是我們大家都會很明白
[00:04:31.000 --> 00:04:33.200]  很體會到自然界的定律
[00:04:33.200 --> 00:04:35.600]  如果這粒麥子不願意死
[00:04:35.600 --> 00:04:37.200]  不願意落在泥土裡
[00:04:37.200 --> 00:04:39.600]  這粒麥子永遠都是一粒
[00:04:39.600 --> 00:04:42.000]  永遠都是一粒
[00:04:42.000 --> 00:04:46.200]  但是而且它始終都要死
[00:04:46.200 --> 00:04:49.400]  但如果它願意落在地裡死了
[00:04:49.400 --> 00:04:51.600]  就結出許多的子粒
[00:04:51.600 --> 00:04:55.000]  如果大家有機會有時候回國內
[00:04:55.000 --> 00:04:56.200]  看到很多農田
[00:04:56.200 --> 00:04:58.800]  如果你碰到稻米成熟的時候
[00:04:58.800 --> 00:05:00.800]  農夫讓你拔一束
[00:05:00.800 --> 00:05:03.800]  你拔一束稍微一捏
[00:05:03.800 --> 00:05:05.600]  我試過一捏
[00:05:05.600 --> 00:05:07.400]  整手都是稻米
[00:05:07.400 --> 00:05:13.000]  很多個米從一果的稻拿出來
[00:05:13.000 --> 00:05:14.400]  但想一想
[00:05:14.400 --> 00:05:17.600]  那麼多個稻米是從一粒開始
[00:05:18.600 --> 00:05:20.600]  一粒死了
[00:05:20.600 --> 00:05:23.200]  種出許多的子粒
[00:05:23.200 --> 00:05:25.600]  因此聖經接著說
[00:05:25.600 --> 00:05:28.600]  愛惜自己生命的
[00:05:28.600 --> 00:05:30.600]  反而失喪生命
[00:05:30.600 --> 00:05:32.000]  在世上
[00:05:32.000 --> 00:05:34.000]  恨惡自己生命的
[00:05:34.000 --> 00:05:37.600]  就要保守生命到永生
[00:05:37.600 --> 00:05:38.600]  表面看來
[00:05:38.600 --> 00:05:40.600]  聖經好像不太合情理
[00:05:40.600 --> 00:05:44.600]  好像叫我們不要愛護自己
[00:05:44.600 --> 00:05:46.600]  其實不是
[00:05:46.600 --> 00:05:49.600]  聖經沒有叫我們要去恨
[00:05:49.600 --> 00:05:51.600]  或者說傷害自己
[00:05:51.600 --> 00:05:52.600]  愛惜的意思是說
[00:05:52.600 --> 00:05:56.600]  一個人要堅持自己對自己的主權
[00:05:56.600 --> 00:05:59.600]  我要做我的主
[00:05:59.600 --> 00:06:02.600]  我要按我的意思來生活
[00:06:02.600 --> 00:06:03.600]  當他這樣堅持的時候
[00:06:03.600 --> 00:06:06.600]  他始終是失去自己的生命
[00:06:06.600 --> 00:06:09.600]  他要學習去恨惡自己
[00:06:09.600 --> 00:06:11.600]  什麼是恨惡呢
[00:06:11.600 --> 00:06:14.600]  是一種對自己的自我
[00:06:14.600 --> 00:06:17.600]  一種內心的不留戀
[00:06:17.600 --> 00:06:21.600]  這種不留戀到一個地步
[00:06:21.600 --> 00:06:24.600]  甚至好像恨自己一樣
[00:06:24.600 --> 00:06:25.600]  一個宣教士
[00:06:25.600 --> 00:06:27.600]  當他去到一個工場
[00:06:27.600 --> 00:06:29.600]  他明知道工場有很多危險
[00:06:29.600 --> 00:06:31.600]  最近大家知道
[00:06:31.600 --> 00:06:33.600]  林榮輝牧師宣教士
[00:06:33.600 --> 00:06:34.600]  他們回到香港
[00:06:34.600 --> 00:06:36.600]  見到他們的小女兒
[00:06:36.600 --> 00:06:39.600]  我們有時候就會很不安心
[00:06:39.600 --> 00:06:41.600]  因為小女兒一歲多
[00:06:41.600 --> 00:06:45.600]  但她的身體體型只有六、七個月大的孩子
[00:06:45.600 --> 00:06:46.600]  缺乏營養
[00:06:46.600 --> 00:06:48.600]  很多的病痛
[00:06:48.600 --> 00:06:49.600]  剛剛藥質完結
[00:06:49.600 --> 00:06:51.600]  現在回到那邊
[00:06:51.600 --> 00:06:53.600]  有時候我們會問
[00:06:53.600 --> 00:06:55.600]  為什麼會帶他們去柬埔寨
[00:06:55.600 --> 00:06:57.600]  小朋友身體很軟弱
[00:06:57.600 --> 00:06:59.600]  不應該過去的
[00:06:59.600 --> 00:07:01.600]  但在他們內心
[00:07:01.600 --> 00:07:04.600]  他們感受到神給他們的大靈
[00:07:04.600 --> 00:07:06.600]  他們寧願面對那個危險
[00:07:06.600 --> 00:07:08.600]  但在那個危險當中
[00:07:08.600 --> 00:07:11.600]  他們發現了有很多的小孩子
[00:07:11.600 --> 00:07:12.600]  去到他家中
[00:07:12.600 --> 00:07:15.600]  跟他的小孩子一起讀書
[00:07:15.600 --> 00:07:16.600]  一起上課
[00:07:16.600 --> 00:07:18.600]  當中接觸了很多當地的人
[00:07:18.600 --> 00:07:20.600]  聖經說的事情很特別
[00:07:20.600 --> 00:07:22.600]  就是當我們什麼時候
[00:07:22.600 --> 00:07:24.600]  不將我們的自我
[00:07:24.600 --> 00:07:25.600]  堅持住
[00:07:25.600 --> 00:07:27.600]  甚至好像一個恨惡自己的地步
[00:07:27.600 --> 00:07:30.600]  在那一刻反而得著生命
[00:07:30.600 --> 00:07:33.600]  英文的一句話很特別
[00:07:33.600 --> 00:07:36.600]  It's dying, we live
[00:07:36.600 --> 00:07:38.600]  在死亡當中
[00:07:38.600 --> 00:07:40.600]  反而我們得生
[00:07:40.600 --> 00:07:42.600]  有位基督徒姐妹
[00:07:42.600 --> 00:07:44.600]  她很多年之前
[00:07:44.600 --> 00:07:46.600]  她的太太
[00:07:46.600 --> 00:07:48.600]  她的先生拋棄了她
[00:07:48.600 --> 00:07:52.600]  她剩下七個小朋友給她
[00:07:52.600 --> 00:07:53.600]  當時她很大掙扎
[00:07:53.600 --> 00:07:54.600]  她曾經考慮
[00:07:54.600 --> 00:07:56.600]  應不應該放棄自己
[00:07:56.600 --> 00:07:57.600]  放棄七個小朋友
[00:07:57.600 --> 00:07:58.600]  自己結束
[00:07:58.600 --> 00:08:00.600]  自己自殺就算了
[00:08:00.600 --> 00:08:01.600]  她埋怨上天
[00:08:01.600 --> 00:08:03.600]  為什麼將這些事情
