
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹
[00:00:03.000 --> 00:00:09.000]  我們感謝主再次帶領我們聚集在一起
[00:00:09.000 --> 00:00:11.000]  一同的領受
[00:00:11.000 --> 00:00:14.000]  一同的追求
[00:00:14.000 --> 00:00:21.000]  我們相信聖靈要在我們的心中做功
[00:00:21.000 --> 00:00:24.000]  按照我們每一個人所需要的
[00:00:24.000 --> 00:00:27.000]  賜下給我們
[00:00:27.000 --> 00:00:32.000]  我們早上的聚會的題目是
[00:00:32.000 --> 00:00:36.000]  更深的生命與侍奉
[00:00:36.000 --> 00:00:41.000]  生命和侍奉是分不開的
[00:00:41.000 --> 00:00:44.000]  生命是侍奉的基礎
[00:00:44.000 --> 00:00:51.000]  更深的生命才能帶我們進到更深的侍奉裡面
[00:00:51.000 --> 00:00:57.000]  我們為什麼要追求更深的侍奉呢
[00:00:57.000 --> 00:01:00.000]  因為有三個通病
[00:01:00.000 --> 00:01:04.000]  是侍奉族的人常常有的
[00:01:04.000 --> 00:01:13.000]  這三個通病就迫使催促我們來追求更深的侍奉
[00:01:13.000 --> 00:01:18.000]  第一個通病 通常的毛病
[00:01:18.000 --> 00:01:23.000]  那就是侍奉表面化
[00:01:23.000 --> 00:01:26.000]  很膚淺
[00:01:26.000 --> 00:01:30.000]  在外圍打圈子 打轉子
[00:01:30.000 --> 00:01:35.000]  因此我們需要侍奉的內在化
[00:01:35.000 --> 00:01:38.000]  內在就是向裡面去
[00:01:38.000 --> 00:01:44.000]  主耶穌說你們把裡面所有的分給人
[00:01:44.000 --> 00:01:47.000]  我們裡面沒有
[00:01:47.000 --> 00:01:51.000]  我們就不能夠真的和別人分享
[00:01:51.000 --> 00:01:55.000]  所以更深的侍奉是裡面的侍奉
[00:01:55.000 --> 00:02:00.000]  內在的侍奉從裡面發出來
[00:02:00.000 --> 00:02:05.000]  這個通病我們很容易陷入
[00:02:05.000 --> 00:02:08.000]  主要藉著更深的侍奉
[00:02:08.000 --> 00:02:14.000]  把我們從這個通病裡面拯救出來
[00:02:14.000 --> 00:02:19.000]  第二個通病就是在侍奉中搖擺不定
[00:02:19.000 --> 00:02:23.000]  不夠堅定 不夠穩當
[00:02:23.000 --> 00:02:28.000]  為什麼 因為根扎得太淺
[00:02:28.000 --> 00:02:32.000]  當我們的根扎深的時候
[00:02:32.000 --> 00:02:34.000]  深入的時候
[00:02:34.000 --> 00:02:40.000]  我們的侍奉的工作就堅定 穩固
[00:02:40.000 --> 00:02:42.000]  就好像一棵樹
[00:02:42.000 --> 00:02:45.000]  如果它的根太淺
[00:02:45.000 --> 00:02:48.000]  在風吹的時候
[00:02:48.000 --> 00:02:52.000]  在遇見地面有什麼變動的時候
[00:02:52.000 --> 00:02:56.000]  它就隨著變動起來了
[00:02:56.000 --> 00:02:58.000]  這樣的根越深
[00:02:58.000 --> 00:03:02.000]  我們的侍奉越堅固
[00:03:02.000 --> 00:03:05.000]  神要堅定我們的工作
[00:03:05.000 --> 00:03:07.000]  我們的手所做的工
[00:03:07.000 --> 00:03:09.000]  神要堅定
[00:03:09.000 --> 00:03:13.000]  神堅定我們的工作的方法
[00:03:13.000 --> 00:03:18.000]  就是叫我們更扎根 更深
[00:03:18.000 --> 00:03:21.000]  侍奉的第三個通病
[00:03:21.000 --> 00:03:25.000]  那就是很容易受環境的影響
[00:03:25.000 --> 00:03:30.000]  外面的潮流 人的看法 人的理論
[00:03:30.000 --> 00:03:32.000]  一般的趨勢
[00:03:32.000 --> 00:03:35.000]  很容易就影響了我們
[00:03:35.000 --> 00:03:40.000]  讓我們離開了那最重要的
[00:03:40.000 --> 00:03:44.000]  讓我們離開了神的路線
[00:03:44.000 --> 00:03:49.000]  神的原則 神的重點
[00:03:49.000 --> 00:03:57.000]  我們就隨流不動 飄搖 飄蕩
[00:03:57.000 --> 00:04:00.000]  因此我們需要
[00:04:00.000 --> 00:04:03.000]  這個根越扎越深
[00:04:03.000 --> 00:04:10.000]  我們能夠吸收那個地裡面深處的養分 水分
[00:04:10.000 --> 00:04:14.000]  讓我們上面的花果
[00:04:14.000 --> 00:04:22.000]  可以不受風吹日曬的影響而枯萎
[00:04:22.000 --> 00:04:26.000]  你看這個花盆裡的花草
[00:04:26.000 --> 00:04:29.000]  如果你幾天不澆水
[00:04:29.000 --> 00:04:32.000]  它就會變枯黃了
[00:04:32.000 --> 00:04:35.000]  葉子也可能掉下來
[00:04:35.000 --> 00:04:39.000]  這個花也開不成了
[00:04:39.000 --> 00:04:44.000]  但是我們看見在帕勒斯坦
[00:04:44.000 --> 00:04:48.000]  在聖地的橄欖樹
[00:04:48.000 --> 00:04:55.000]  周圍看看都是黃的土的顏色 石頭的顏色
[00:04:55.000 --> 00:05:00.000]  但是橄欖樹是清脆的顏色
[00:05:00.000 --> 00:05:04.000]  為什麼它和它的環境有那麼大的分別
[00:05:04.000 --> 00:05:09.000]  就因為它的根扎得特別深
[00:05:09.000 --> 00:05:12.000]  好像立法論的香坡樹
[00:05:12.000 --> 00:05:15.000]  那裡的風很強勁
[00:05:15.000 --> 00:05:19.000]  但是香坡樹長得低質
[00:05:19.000 --> 00:05:22.000]  沒有被那個風勢所左右
[00:05:22.000 --> 00:05:28.000]  為什麼 它的根扎得特別深
[00:05:28.000 --> 00:05:30.000]  立法論的香坡樹的根
[00:05:30.000 --> 00:05:32.000]  橄欖樹的根
[00:05:32.000 --> 00:05:35.000]  是很特殊的現象
[00:05:35.000 --> 00:05:39.000]  比其他的樹木的根更深
[00:05:39.000 --> 00:05:43.000]  所以它們能夠超越環境
[00:05:43.000 --> 00:05:46.000]  別人能接果子的時候 它接果子
[00:05:46.000 --> 00:05:49.000]  別人不能接果子的時候 它還是接果子
[00:05:49.000 --> 00:05:54.000]  滿足主的心 榮耀神的名
[00:05:54.000 --> 00:05:57.000]  就是因為根扎得深
