
[00:00:00.000 --> 00:00:04.560]  我們昨天說到關於一個教徒,一個屬神的人,
[00:00:04.560 --> 00:00:07.480]  很清楚知道我們可以向神求,
[00:00:07.480 --> 00:00:10.160]  凡是尋求的就必得著,
[00:00:10.160 --> 00:00:12.120]  凡是尋找的就尋見,
[00:00:12.120 --> 00:00:13.920]  求門就給他開門。
[00:00:13.920 --> 00:00:15.320]  在過程當中,經驗神,
[00:00:15.320 --> 00:00:19.680]  那位豐富的神給我們的慈愛和恩典,
[00:00:19.680 --> 00:00:21.040]  在蒙愛之餘,
[00:00:21.040 --> 00:00:24.200]  我們就覺得有一種力量可以去包容,
[00:00:24.200 --> 00:00:25.360]  可以去接納,
[00:00:25.360 --> 00:00:28.040]  可以和不同的人有好的相處,
[00:00:28.040 --> 00:00:32.400]  在生命當中產生一種美善的深入質素。
[00:00:32.400 --> 00:00:34.440]  我們今天來到最後一部分,
[00:00:34.440 --> 00:00:39.920]  來到《馬特福音》第七章第十三節至二十九節這一段經文,
[00:00:39.920 --> 00:00:40.760]  我就給他一個題目,
[00:00:40.760 --> 00:00:43.880]  就是天國子民的毀身,
[00:00:43.880 --> 00:00:52.360]  而這個毀身是透過遵從主耶穌的教導而行的表達,
[00:00:52.360 --> 00:00:55.600]  來將毀身清楚地表達出來。
[00:00:55.600 --> 00:00:56.560]  當我們說到毀身的時候,
[00:00:56.560 --> 00:00:58.160]  自從我們想起很多情況,
[00:00:58.160 --> 00:01:01.280]  都會見到一些毀身的表達,
[00:01:01.280 --> 00:01:01.920]  最明顯的是,
[00:01:01.920 --> 00:01:04.280]  大家很多時候會參加一些婚禮,
[00:01:04.280 --> 00:01:05.160]  在婚禮當中,
[00:01:05.160 --> 00:01:08.440]  一些新人彼此納盟誓,
[00:01:08.440 --> 00:01:09.400]  我自己做牧師,
[00:01:09.400 --> 00:01:11.480]  有很多機會幫弟兄姊妹主婚,
[00:01:11.480 --> 00:01:13.640]  一對新人在我面前,
[00:01:13.640 --> 00:01:16.360]  他們的面容我看得很清楚,
[00:01:16.360 --> 00:01:18.880]  弟兄姊妹可能沒有機會看得那麼清楚,
[00:01:18.880 --> 00:01:21.240]  很多時候我心裡都很感動,
[00:01:21.240 --> 00:01:26.160]  當其中一方讀他向他配偶的誓詞的時候,
[00:01:26.160 --> 00:01:27.280]  一邊讀,
[00:01:27.280 --> 00:01:29.920]  對方眼睛閃亮,
[00:01:29.920 --> 00:01:31.760]  看著他的新人,
[00:01:31.760 --> 00:01:32.840]  裡面很甜,
[00:01:32.840 --> 00:01:34.400]  很開心,
[00:01:34.400 --> 00:01:36.600]  也試過幾次見到一些新人,
[00:01:36.600 --> 00:01:41.040]  當聽見自己的配偶讀出這些誓詞的時候,
[00:01:41.040 --> 00:01:43.600]  不期然就流出眼淚,
[00:01:43.600 --> 00:01:44.480]  心裡很感動,
[00:01:44.480 --> 00:01:46.160]  對方願意這樣毀身給自己,
[00:01:46.160 --> 00:01:47.440]  一生愛護自己,
[00:01:47.440 --> 00:01:49.920]  是一件很難得的事情。
[00:01:49.920 --> 00:01:51.960]  當然有些更加慎重的騎士,
[00:01:51.960 --> 00:01:55.720]  就將那些誓詞用一張心形的絨卡,
[00:01:55.720 --> 00:01:58.400]  然後將那些字很小心地寫在那裡,
[00:01:58.400 --> 00:02:00.000]  不單當時讀,
[00:02:00.000 --> 00:02:04.280]  也會以後記住自己曾經所立的誓詞。
[00:02:04.280 --> 00:02:06.600]  這是很美的一個時刻,
[00:02:06.600 --> 00:02:08.200]  但我自己清楚知道,
[00:02:08.200 --> 00:02:09.400]  在很多弟兄姊妹的家庭,
[00:02:09.400 --> 00:02:11.400]  婚姻生活當中,
[00:02:11.400 --> 00:02:13.520]  就算曾經很莊嚴,
[00:02:13.520 --> 00:02:17.720]  很感情地毀身給對方,
[00:02:17.720 --> 00:02:21.960]  但如果生活上不是真實地愛對方,
[00:02:21.960 --> 00:02:25.120]  在行動上表達對配偶的愛,
[00:02:25.120 --> 00:02:27.200]  那些很美麗的時刻,
[00:02:27.200 --> 00:02:30.720]  都是沒有意思的。
[00:02:30.720 --> 00:02:32.200]  不過真實的愛情,
[00:02:32.200 --> 00:02:37.000]  是透過生活具體的行動表達出來的。
[00:02:37.000 --> 00:02:37.960]  一對夫婦,
[00:02:37.960 --> 00:02:42.640]  這位丈夫平時不是特別說話,
[00:02:42.640 --> 00:02:43.480]  貌不驚人,
[00:02:43.480 --> 00:02:45.360]  比普通人還要好。
[00:02:45.360 --> 00:02:48.880]  但我們想不到一個很偉大的生命表現,
[00:02:48.880 --> 00:02:51.680]  就是當他的太太患了癌症,
[00:02:51.680 --> 00:02:53.920]  大家都很擔心,
[00:02:53.920 --> 00:02:55.160]  丈夫在旁邊照顧她,
[00:02:55.160 --> 00:02:56.960]  沒有其他親人幫忙照顧,
[00:02:56.960 --> 00:03:00.360]  慢慢他發覺他不能上班又照顧太太,
[00:03:00.360 --> 00:03:02.080]  因此他作為一個男士,
[00:03:02.080 --> 00:03:03.000]  一個男性,
[00:03:03.000 --> 00:03:05.280]  放下他自己事業的前途,
[00:03:05.280 --> 00:03:07.720]  毅然辭了自己的工作,
[00:03:07.720 --> 00:03:10.720]  在家裡三年之久,
[00:03:10.720 --> 00:03:13.920]  一直專心照顧自己的太太。
[00:03:13.920 --> 00:03:15.480]  在過程中我們看到他,
[00:03:15.480 --> 00:03:17.080]  如何付出很大的代價,
[00:03:17.080 --> 00:03:18.440]  帶太太去看醫生,
[00:03:18.440 --> 00:03:19.520]  在家裡照顧她,
[00:03:19.520 --> 00:03:21.000]  各方面的照顧,
[00:03:21.000 --> 00:03:24.520]  在半夜的時候起來幫助太太。
[00:03:24.520 --> 00:03:26.760]  我們在旁邊很清楚知道,
