
[00:00:00.000 --> 00:00:04.000]  各位弟兄姊妹平安!
[00:00:04.000 --> 00:00:09.000]  來到第九次的講道,
[00:00:09.000 --> 00:00:15.000]  有人說:施牧師你來到末了的話了,
[00:00:15.000 --> 00:00:21.000]  末了的話講完之後就可能要離開了,
[00:00:21.000 --> 00:00:28.000]  但我想末了的話有一個很重要的方向,
[00:00:28.000 --> 00:00:38.000]  弟兄姊妹,去得著上帝要給我們從天召來的獎賞,
[00:00:38.000 --> 00:00:44.000]  去認識耶穌基督是你的至寶,
[00:00:44.000 --> 00:00:48.000]  讓你生命裏面沒有其他的追求,
[00:00:48.000 --> 00:00:52.000]  是過於你去追求主耶穌,
[00:00:52.000 --> 00:01:00.000]  要去得著耶穌,要去生命和祂建立真實的關係,
[00:01:00.000 --> 00:01:04.000]  是認識耶穌。
[00:01:04.000 --> 00:01:12.000]  有一次我和一班朋友去一個地方,一個山頭,
[00:01:12.000 --> 00:01:18.000]  在海外的地方,我們一直上去的時候去到半山,
[00:01:18.000 --> 00:01:24.000]  周圍看風景很漂亮,也走了很久,
[00:01:24.000 --> 00:01:28.000]  大家說算了,這裡也不錯,
[00:01:28.000 --> 00:01:32.000]  就打算不如停在這裡,
[00:01:32.000 --> 00:01:36.000]  但其實我們最初是想去山頂,
[00:01:36.000 --> 00:01:42.000]  在預備停的時候,有些人在上面下來,
[00:01:42.000 --> 00:01:48.000]  就告訴我們快點上去,上面很美麗,
[00:01:48.000 --> 00:01:54.000]  我們說很美麗,不過很累,
[00:01:54.000 --> 00:01:58.000]  他們一直講上面的情況,
[00:01:58.000 --> 00:02:02.000]  最後我們說好,繼續上路,
[00:02:02.000 --> 00:02:06.000]  很辛苦,到了山頂,
[00:02:06.000 --> 00:02:12.000]  整個景色一覽無遺,
[00:02:12.000 --> 00:02:18.000]  很壯麗的風景,我們都被吸引著,
[00:02:18.000 --> 00:02:22.000]  原來這裡這麼不同,
[00:02:22.000 --> 00:02:30.000]  突然間覺得下面那些小小的,
[00:02:30.000 --> 00:02:34.000]  小意思,小意思,
[00:02:34.000 --> 00:02:37.000]  完全不能比較,
[00:02:37.000 --> 00:02:41.000]  我們就想好在我們上來了,
[00:02:41.000 --> 00:02:46.000]  各位弟兄姊妹,你明白我的意思,
[00:02:46.000 --> 00:02:50.000]  有時候我們在世上生活,
[00:02:50.000 --> 00:02:55.000]  有些事情都會感覺到滿足,
[00:02:55.000 --> 00:03:01.000]  有時候也會經歷一些光彩的生活,
[00:03:01.000 --> 00:03:08.000]  但弟兄姊妹,若然比起主賜給你的,
[00:03:08.000 --> 00:03:14.000]  極重無比永遠的榮耀,
[00:03:14.000 --> 00:03:17.000]  這些就不足比較,
[00:03:17.000 --> 00:03:22.000]  因此在你信主的階段,
[00:03:22.000 --> 00:03:24.000]  可能很久了,
[00:03:24.000 --> 00:03:28.000]  但你不要給自己停滯,
[00:03:28.000 --> 00:03:31.000]  你繼續向前行,
[00:03:31.000 --> 00:03:34.000]  繼續堅持上路,
[00:03:34.000 --> 00:03:40.000]  你要得到主賜給你的最終真正的祝福,
[00:03:40.000 --> 00:03:46.000]  是從上面照我們得的,
[00:03:46.000 --> 00:03:49.000]  永遠的獎賞。
[00:03:49.000 --> 00:03:54.000]  我們讀到聖經的菲律賓書第三章的時候,
[00:03:54.000 --> 00:03:58.000]  聖經就免我們竭力地行,
[00:03:58.000 --> 00:04:03.000]  但同時提出一個很大的危險,
[00:04:03.000 --> 00:04:07.000]  就是這個世界有很多誘惑,
[00:04:07.000 --> 00:04:09.000]  很多障礙,
[00:04:09.000 --> 00:04:13.000]  會攔阻我們向前行,
[00:04:13.000 --> 00:04:17.000]  為什麼得不到主的賞賜呢?
[00:04:17.000 --> 00:04:20.000]  保羅就特別提出,
[00:04:20.000 --> 00:04:26.000]  因為我們不知不覺地跌進陷阱,
[00:04:26.000 --> 00:04:28.000]  什麼陷阱呢?
[00:04:28.000 --> 00:04:33.000]  是靠著肉體來跟隨主,
[00:04:33.000 --> 00:04:36.000]  是憑著我的力量,
[00:04:36.000 --> 00:04:40.000]  是掌握著我的成就,
[00:04:40.000 --> 00:04:43.000]  去追求主。
[00:04:43.000 --> 00:04:49.000]  我們先看看聖經的菲律賓書第三章第二節,
[00:04:49.000 --> 00:04:51.000]  我們剛才讀過的,
[00:04:51.000 --> 00:04:58.000]  保羅就說你們要提防那些犬類,
[00:04:58.000 --> 00:05:04.000]  保羅稱當時一些猶太信徒為犬類,
[00:05:04.000 --> 00:05:07.000]  為什麼是犬類呢?
[00:05:07.000 --> 00:05:14.000]  因為他們靠著行割禮來證明自己得救,
[00:05:14.000 --> 00:05:18.000]  一種外在的宗教行為,
[00:05:18.000 --> 00:05:22.000]  去證明他比別人強,
[00:05:22.000 --> 00:05:24.000]  比別人健健,
[00:05:24.000 --> 00:05:30.000]  一些外在自己做的事情來證明,
[00:05:30.000 --> 00:05:33.000]  但是保羅告訴他們,
[00:05:33.000 --> 00:05:38.000]  真正蒙神悅納的是哪些呢?
[00:05:38.000 --> 00:05:42.000]  因此第三節繼續說,
[00:05:42.000 --> 00:05:45.000]  聖經說因為真受割禮的,
[00:05:45.000 --> 00:05:48.000]  乃是我們這一神的靈敬拜,
[00:05:48.000 --> 00:05:50.000]  在基督耶穌裡誇口,
[00:05:50.000 --> 00:05:53.000]  不靠著肉體的,
[00:05:53.000 --> 00:05:55.000]  真正受割禮的,
[00:05:55.000 --> 00:05:58.000]  是在內心裡面,
[00:05:58.000 --> 00:06:01.000]  是以神的靈敬拜,
[00:06:01.000 --> 00:06:05.000]  不是按照人所定的規條,
[00:06:05.000 --> 00:06:10.000]  我很好,我達到我自己的目標了,
[00:06:10.000 --> 00:06:12.000]  那種的敬拜,
[00:06:12.000 --> 00:06:16.000]  是聖靈在我們生命當中,
[00:06:16.000 --> 00:06:21.000]  我們以心靈誠實來回應,
[00:06:21.000 --> 00:06:26.000]  是神幫助我們誠實的敬拜,
[00:06:26.000 --> 00:06:30.000]  而且在基督耶穌裡面誇口,
[00:06:30.000 --> 00:06:32.000]  是什麼誇口?
[00:06:32.000 --> 00:06:36.000]  你記得聖經以賽亞書講到,
[00:06:36.000 --> 00:06:38.000]  以賽亞書講到,
[00:06:38.000 --> 00:06:43.000]  勇士不要因為他用力誇口,
[00:06:43.000 --> 00:06:49.000]  那些財主不要因為他的財富誇口,
[00:06:49.000 --> 00:06:54.000]  那些智慧人不要因為他的智慧誇口,
[00:06:54.000 --> 00:07:00.000]  誇口的是要知道你認識耶和華,
[00:07:00.000 --> 00:07:07.000]  知道他行慈愛公平和公義,
[00:07:07.000 --> 00:07:10.000]  你以此誇口,
[00:07:10.000 --> 00:07:12.000]  什麼是誇口?
[00:07:12.000 --> 00:07:14.000]  你所誇口的對象,
[00:07:14.000 --> 00:07:20.000]  就是你自己依賴的對象,
[00:07:20.000 --> 00:07:24.000]  你以神上帝誇口,
[00:07:24.000 --> 00:07:31.000]  意味著你真的知道這位上帝是一切能力之源,
[00:07:31.000 --> 00:07:35.000]  你全心的依靠他,
[00:07:35.000 --> 00:07:39.000]  知道他是天地的主,
[00:07:39.000 --> 00:07:43.000]  然後全心的仰望他,
[00:07:43.000 --> 00:07:45.000]  依靠他。
[00:07:45.000 --> 00:07:49.000]  因此耶穌基督為你的誇口,
[00:07:49.000 --> 00:07:51.000]  不靠肉體,
[00:07:51.000 --> 00:07:55.000]  不是依靠自己的力量,
[00:07:55.000 --> 00:08:01.000]  這些人是神所真正約納的人。
[00:08:01.000 --> 00:08:05.000]  當然後來保羅繼續講,
[00:08:05.000 --> 00:08:08.000]  從人的角度看,
[00:08:08.000 --> 00:08:12.000]  過去都有很多人的成就,
[00:08:12.000 --> 00:08:17.000]  有很多宗教所謂光榮的事,
[00:08:17.000 --> 00:08:23.000]  是受人尊敬的出身背景,
[00:08:23.000 --> 00:08:25.000]  但保羅就說,
[00:08:25.000 --> 00:08:30.000]  因為耶穌基督我不再以這些誇口,
[00:08:30.000 --> 00:08:36.000]  因為這些相對於耶穌基督,
[00:08:36.000 --> 00:08:41.000]  完全不值得我去依賴。
[00:08:41.000 --> 00:08:44.000]  我想到一件事情,
[00:08:44.000 --> 00:08:50.000]  很久之前我們教會有些礦塘的事工,
[00:08:50.000 --> 00:08:54.000]  裡面有很多委員一起商討,
[00:08:54.000 --> 00:08:58.000]  有一次談一談,
[00:08:58.000 --> 00:09:05.000]  我們談到我們需要接觸地產商的負責人,
[00:09:05.000 --> 00:09:08.000]  但怎樣聯絡他呢?
[00:09:08.000 --> 00:09:10.000]  怎樣談呢?
[00:09:10.000 --> 00:09:14.000]  大家就不期而遇,望著一個弟兄,
[00:09:14.000 --> 00:09:19.000]  這位委員他本身在地產界工作,
[00:09:19.000 --> 00:09:22.000]  他的交友很廣闊,
[00:09:22.000 --> 00:09:25.000]  在業界也很受尊重,
[00:09:25.000 --> 00:09:29.000]  我們就想你找他就可以了,
[00:09:29.000 --> 00:09:33.000]  這位弟兄停一停,
[00:09:33.000 --> 00:09:36.000]  他說我可以,
[00:09:36.000 --> 00:09:41.000]  我也熟悉這位朋友,
[00:09:41.000 --> 00:09:44.000]  但接著他講一句話,
[00:09:44.000 --> 00:09:49.000]  你們大家為我祈禱三天,
[00:09:49.000 --> 00:09:54.000]  他沒有說你們要禁食禱告,
[00:09:54.000 --> 00:09:59.000]  但他就說你們要為我祈禱三天,
[00:09:59.000 --> 00:10:03.000]  我才去聯絡他,
[00:10:03.000 --> 00:10:05.000]  當我一聽的時候,
[00:10:05.000 --> 00:10:08.000]  我心裡就很體會一件事,
[00:10:08.000 --> 00:10:12.000]  因為弟兄沒有說有很多的資歷,
[00:10:12.000 --> 00:10:14.000]  很多的關係,
[00:10:14.000 --> 00:10:20.000]  但他心裡知道不敢依靠這些,
[00:10:20.000 --> 00:10:25.000]  他依靠的是這位天地的主,
[00:10:25.000 --> 00:10:28.000]  所以他請我們祈禱,
[00:10:28.000 --> 00:10:32.000]  然後他才去做這件事。
[00:10:32.000 --> 00:10:34.000]  另一位弟兄,
