
[00:00:00.000 --> 00:00:01.520]  我們翻開聖經
[00:00:01.520 --> 00:00:05.000]  貼撒羅尼加前書第一章的經文
[00:00:05.000 --> 00:00:12.400]  在第一章的第一節就提到
[00:00:12.400 --> 00:00:14.800]  保羅、西拉和提摩泰
[00:00:14.800 --> 00:00:18.200]  他們寫了一封信給貼撒羅尼加
[00:00:18.200 --> 00:00:23.800]  在當中在乎神和主耶穌基督裡面的教會
[00:00:23.800 --> 00:00:25.800]  保羅祝福他們
[00:00:25.800 --> 00:00:29.800]  願因為平安臨到他們身上
[00:00:30.600 --> 00:00:33.000]  大家看回聖經的《使徒行傳》時
[00:00:33.000 --> 00:00:35.800]  會知道當時保羅
[00:00:35.800 --> 00:00:40.000]  他去到很多不同的地方作宣教的服事
[00:00:40.000 --> 00:00:41.400]  《使徒行傳》第十七章提到
[00:00:41.400 --> 00:00:44.400]  他去到貼撒羅尼加的地方
[00:00:44.400 --> 00:00:46.000]  當時他去到的時候
[00:00:46.000 --> 00:00:50.000]  發現這個城市是一個很重要的城鎮
[00:00:50.000 --> 00:00:51.800]  在歷史當中了解
[00:00:51.800 --> 00:00:54.000]  這個城市是一個當時的
[00:00:54.000 --> 00:00:57.400]  商業很昌盛的一個城市
[00:00:57.400 --> 00:01:00.000]  也在一些貿易的通道
[00:01:00.000 --> 00:01:03.200]  所以很多不同地區的人來這裡經商
[00:01:03.200 --> 00:01:05.400]  一個很繁榮的城市
[00:01:05.400 --> 00:01:07.400]  當保羅和西拉去到的時候
[00:01:07.400 --> 00:01:11.000]  他們馬上去到當地猶太人聚居的地方
[00:01:11.000 --> 00:01:15.400]  也去到會堂向猶太人傳講福音
[00:01:15.400 --> 00:01:18.000]  三個星期的安息日
[00:01:18.000 --> 00:01:20.400]  他們都在會堂講道
[00:01:20.400 --> 00:01:24.200]  使用他們很明顯有聖靈的工作
[00:01:24.200 --> 00:01:25.600]  當時有猶太人
[00:01:25.600 --> 00:01:28.200]  也有當地外邦的希臘人
[00:01:28.200 --> 00:01:32.200]  也包括了當時一些上層社會的女性
[00:01:32.200 --> 00:01:34.800]  他們都願意信靠耶穌
[00:01:34.800 --> 00:01:36.800]  但是三個星期之後就發現
[00:01:36.800 --> 00:01:39.400]  當時那一群很多猶太人
[00:01:39.400 --> 00:01:42.800]  他們就妒忌使徒所做的
[00:01:42.800 --> 00:01:47.000]  也都開始發現很多逼迫的事情
[00:01:47.000 --> 00:01:52.000]  他們就來壓迫當時的使徒和信耶穌的人
[00:01:52.000 --> 00:01:55.800]  因此保羅迫不得已他們就馬上逃避
[00:01:55.800 --> 00:02:00.200]  就離開這個城市去到附近的比利亞的地方
[00:02:00.200 --> 00:02:01.600]  經過一段時間之後
[00:02:01.600 --> 00:02:03.200]  保羅掛心著門徒
[00:02:03.200 --> 00:02:06.400]  不知道他們有沒有因為迫迫而放棄了信仰
[00:02:06.400 --> 00:02:09.400]  但後來發現他們仍然堅定跟隨神
[00:02:09.400 --> 00:02:12.600]  就寫了這封帖子給他們加前書
[00:02:12.600 --> 00:02:16.600]  為他們感恩也都鼓勵他們
[00:02:16.600 --> 00:02:18.000]  所以你發覺一開始的時候
[00:02:18.000 --> 00:02:20.200]  保羅就為他們感謝神
[00:02:20.200 --> 00:02:23.600]  在第一章第二節
[00:02:23.600 --> 00:02:27.400]  保羅說:我們上上為你們眾人感謝神
[00:02:27.400 --> 00:02:28.800]  禱告的時候
[00:02:28.800 --> 00:02:31.000]  是上上都提到你們
[00:02:31.000 --> 00:02:36.200]  在我們的父面前不住地紀念你們
[00:02:36.200 --> 00:02:39.600]  保羅上上去為他們感恩
[00:02:39.600 --> 00:02:41.200]  大家知道這一群弟兄姊妹
[00:02:41.200 --> 00:02:43.600]  都是初信的弟兄姊妹
[00:02:43.600 --> 00:02:45.800]  當然初信者未必很成熟
[00:02:45.800 --> 00:02:48.200]  可能還有很多信仰上的問題
[00:02:48.200 --> 00:02:52.400]  但保羅仍然看到他們值得感恩的地方
[00:02:52.400 --> 00:02:55.200]  為他們上上感恩
[00:02:55.200 --> 00:02:56.000]  各位弟兄姊妹
[00:02:56.000 --> 00:02:58.200]  當你為別人代禱的時候
[00:02:58.200 --> 00:03:00.600]  不單止為他們的需要代禱
[00:03:00.600 --> 00:03:04.000]  也都留心為他們去感恩
[00:03:04.000 --> 00:03:07.600]  而你能夠被人為你感恩
[00:03:07.600 --> 00:03:09.200]  是你的福氣
[00:03:09.200 --> 00:03:11.000]  是你的恩惠
[00:03:11.000 --> 00:03:13.400]  保羅特別為他們感恩有幾方面
[00:03:13.400 --> 00:03:15.400]  在第三節繼續說
[00:03:15.400 --> 00:03:19.400]  在我們的父神面前不住地紀念你們
[00:03:19.400 --> 00:03:21.400]  信心的工作
[00:03:21.400 --> 00:03:23.600]  第二,愛心的勞苦
[00:03:23.600 --> 00:03:29.400]  第三,因盼望我們主耶穌基督而有的忍耐
[00:03:29.400 --> 00:03:30.800]  他們初信主
[00:03:30.800 --> 00:03:33.600]  但生命有很好的見證
[00:03:33.600 --> 00:03:36.400]  綜合來說是三方面的見證
[00:03:36.400 --> 00:03:40.000]  第一,信心的工作
[00:03:40.000 --> 00:03:42.800]  他們的信心是真實的
[00:03:42.800 --> 00:03:46.200]  從他們的生活行為表現出來
[00:03:46.200 --> 00:03:49.200]  一個教徒有真實的信仰
[00:03:49.200 --> 00:03:52.400]  不單止會停留在他的頭腦上
[00:03:52.400 --> 00:03:55.400]  而是在生活行為可以看得見
[00:03:55.400 --> 00:04:00.800]  可以知道那個信心是真實地活出來的
[00:04:00.800 --> 00:04:02.400]  我認識一位弟兄
[00:04:02.400 --> 00:04:04.200]  這位弟兄在早年
[00:04:04.200 --> 00:04:08.600]  在他自己的一個小餐館做生意
[00:04:08.600 --> 00:04:09.800]  當他信主的時候
[00:04:09.800 --> 00:04:13.800]  他很感恩神很奇妙地幫助他戒酒
[00:04:13.800 --> 00:04:16.400]  但另一個叫他掛心的事情
[00:04:16.400 --> 00:04:19.400]  他的餐館是賣酒的
[00:04:19.400 --> 00:04:23.800]  而且他主要的收入是透過賣酒賺到錢
[00:04:23.800 --> 00:04:25.800]  但他見到很多的客人來吃飯
[00:04:25.800 --> 00:04:27.600]  來喝酒的時候
[00:04:27.600 --> 00:04:29.600]  很多人喝到醉醺醺
[00:04:29.600 --> 00:04:32.000]  甚至很多不斷嘔吐
[00:04:32.000 --> 00:04:34.400]  他的心好像知道這件事情
[00:04:34.400 --> 00:04:37.000]  神不是很喜歡他這樣做
[00:04:37.000 --> 00:04:39.800]  但他內心很掙扎如果放棄賣酒
[00:04:39.800 --> 00:04:42.400]  他的生意可能會蝕本
[00:04:42.400 --> 00:04:44.600]  但經過一段時間他自己祈禱
[00:04:44.600 --> 00:04:46.600]  也都感覺神給他信心
[00:04:46.600 --> 00:04:50.800]  他就決心不再賣酒
[00:04:50.800 --> 00:04:53.400]  當初生意是差了
[00:04:53.400 --> 00:04:55.000]  但感謝神給他恩典
