
[00:00:00.000 --> 00:00:07.000]  我們來到哥羅西信息的最後一個題目
[00:00:07.000 --> 00:00:14.000]  那就是豐盛的基督和豐盛的教會生活
[00:00:14.000 --> 00:00:21.000]  我們把豐盛的基督和豐盛的教會生活放在一起看
[00:00:21.000 --> 00:00:24.000]  這是很寶貴
[00:00:24.000 --> 00:00:28.000]  為什麼教會能夠有豐盛的教會生活呢?
[00:00:28.000 --> 00:00:32.000]  那是因為有一位豐盛的主
[00:00:32.000 --> 00:00:35.000]  如果沒有這位豐盛的主
[00:00:35.000 --> 00:00:39.000]  我們不可能有豐盛的教會生活
[00:00:39.000 --> 00:00:43.000]  豐盛的基督是源頭
[00:00:43.000 --> 00:00:52.000]  豐盛的教會生活是承受這個豐盛源頭的供應
[00:00:52.000 --> 00:00:56.000]  我們一想到豐盛的主
[00:00:56.000 --> 00:01:03.000]  我們很自然想到這位主創造了大自然
[00:01:03.000 --> 00:01:08.000]  我們在大自然裡面看見何等豐盛的能力
[00:01:08.000 --> 00:01:11.000]  豐盛的智慧
[00:01:11.000 --> 00:01:13.000]  我們一想到大自然
[00:01:13.000 --> 00:01:19.000]  我們就想到那個最偉大的交響樂隊
[00:01:19.000 --> 00:01:23.000]  我們中國人說萬賴
[00:01:23.000 --> 00:01:26.000]  萬賴就是自然的聲音
[00:01:26.000 --> 00:01:27.000]  自然界的聲音
[00:01:27.000 --> 00:01:32.000]  萬賴就是一萬種的自然界的聲音
[00:01:32.000 --> 00:01:39.000]  我們可以說是一萬種樂器的大合奏
[00:01:39.000 --> 00:01:42.000]  的一個宇宙的交響樂
[00:01:42.000 --> 00:01:51.000]  而那個主音是救贖人的讚美的歌聲和讚美的心
[00:01:51.000 --> 00:01:56.000]  我們在大自然看見最美麗的繪畫
[00:01:56.000 --> 00:02:00.000]  最美麗的雕刻
[00:02:00.000 --> 00:02:07.000]  這一切都是從那一位豐富的創造的主宅而來的
[00:02:07.000 --> 00:02:13.000]  而這一位豐富的主宅也是教會的主
[00:02:13.000 --> 00:02:17.000]  教會的元首
[00:02:17.000 --> 00:02:21.000]  我們從他來領受豐富
[00:02:21.000 --> 00:02:24.000]  一定有人要問
[00:02:24.000 --> 00:02:27.000]  即使同一位主宅
[00:02:27.000 --> 00:02:31.000]  他是大自然的主宅也是教會的主宅
[00:02:31.000 --> 00:02:37.000]  為什麼我們在大自然界看見那樣奇妙的豐富的現象
[00:02:37.000 --> 00:02:40.000]  而在教會裡面卻缺少
[00:02:40.000 --> 00:02:45.000]  常常缺少那個豐富的表現呢
[00:02:45.000 --> 00:02:48.000]  有一個很重要的原因
[00:02:48.000 --> 00:02:52.000]  造成這兩者之間的分別
[00:02:52.000 --> 00:02:54.000]  原因是什麼
[00:02:54.000 --> 00:02:56.000]  在大自然界
[00:02:56.000 --> 00:03:01.000]  我們看見這一位主宅創造了自然律
[00:03:01.000 --> 00:03:04.000]  所有的被造之物
[00:03:04.000 --> 00:03:06.000]  在大自然裡面的每一樣事物
[00:03:06.000 --> 00:03:10.000]  都是順服自然律
[00:03:10.000 --> 00:03:13.000]  所以一切亭亭有巧
[00:03:13.000 --> 00:03:18.000]  大自然將這位主宅完全開放
[00:03:18.000 --> 00:03:23.000]  他的恩典立於常常的自認大地
[00:03:23.000 --> 00:03:27.000]  萬物欣欣向榮
[00:03:27.000 --> 00:03:29.000]  而在教會裡面
[00:03:29.000 --> 00:03:31.000]  有多少時候
[00:03:31.000 --> 00:03:35.000]  因為我們有一個自由意志
[00:03:35.000 --> 00:03:40.000]  人不能夠像對待萬物那樣的對待
[00:03:40.000 --> 00:03:43.000]  有自由意志的人
[00:03:43.000 --> 00:03:45.000]  至於萬物
[00:03:45.000 --> 00:03:48.000]  神說什麼就是什麼
[00:03:48.000 --> 00:03:51.000]  命令什麼就是什麼
[00:03:51.000 --> 00:03:55.000]  萬物大自然絕對的順服
[00:03:55.000 --> 00:04:00.000]  但是有自由意志的人卻不同了
[00:04:00.000 --> 00:04:03.000]  所以神在我們身上的工作
[00:04:03.000 --> 00:04:07.000]  這個不同性質的工作
[00:04:07.000 --> 00:04:10.000]  只有當我們用自由意志
[00:04:10.000 --> 00:04:15.000]  把我們的心更多向這位主打開的時候
[00:04:15.000 --> 00:04:18.000]  只有當我們用自由意志
[00:04:18.000 --> 00:04:21.000]  更多完全順服他的時候
[00:04:21.000 --> 00:04:28.000]  教會才得到更多更多的豐富的領受
[00:04:28.000 --> 00:04:32.000]  原因在這裡
[00:04:32.000 --> 00:04:36.000]  所以如果我們要教我們的教會生活豐富
[00:04:36.000 --> 00:04:38.000]  只有這一個辦法
[00:04:38.000 --> 00:04:41.000]  向大自然學習
[00:04:41.000 --> 00:04:47.000]  我們把我們的心向這位豐富的主完全的敞開
[00:04:47.000 --> 00:04:51.000]  他像一個瓶子在汪洋的大海裡面
[00:04:51.000 --> 00:04:54.000]  把那個舌子去掉
[00:04:54.000 --> 00:04:57.000]  立刻得到充滿
[00:04:57.000 --> 00:04:59.000]  我們得到充滿的程度
[00:04:59.000 --> 00:05:05.000]  是以我們敞開的程度來衡量的
[00:05:05.000 --> 00:05:08.000]  我們得到豐富的那個程度
[00:05:08.000 --> 00:05:13.000]  是用我們順服的程度來衡量的
[00:05:13.000 --> 00:05:16.000]  所以求主幫助我們
[00:05:16.000 --> 00:05:19.000]  每一個人在自己的教會裡面
[00:05:19.000 --> 00:05:26.000]  學習更完全的更徹底的向主敞開
[00:05:26.000 --> 00:05:28.000]  把一切的難處出去
[00:05:28.000 --> 00:05:31.000]  我們不隱藏自己
[00:05:31.000 --> 00:05:34.000]  我們最真摯的面光
[00:05:34.000 --> 00:05:37.000]  常常的向他之路敞開
[00:05:37.000 --> 00:05:39.000]  我們整個的生命
[00:05:39.000 --> 00:05:41.000]  整個的生活
[00:05:41.000 --> 00:05:47.000]  好像向日葵向著太陽一樣
[00:05:47.000 --> 00:05:50.000]  向日葵裡面有多少的子律
[00:05:50.000 --> 00:05:53.000]  為什麼有那麼多的子律
[00:05:53.000 --> 00:05:55.000]  因為它向日
[00:05:55.000 --> 00:05:57.000]  是向著太陽
[00:05:57.000 --> 00:06:00.000]  從太陽得到它的子律
[00:06:00.000 --> 00:06:03.000]  當我們的心也是這樣向主
[00:06:03.000 --> 00:06:06.000]  完全敞開的時候
[00:06:06.000 --> 00:06:09.000]  我們那個書林的果汁
[00:06:09.000 --> 00:06:14.000]  也同樣的豐富
[00:06:14.000 --> 00:06:18.000]  我們現在要看一看
[00:06:18.000 --> 00:06:21.000]  哥羅西書裡面怎麼樣形容
[00:06:21.000 --> 00:06:25.000]  這位主基督的奉承呢
[00:06:25.000 --> 00:06:27.000]  請大家翻到第一章
[00:06:27.000 --> 00:06:31.000]  哥羅西書第一章
[00:06:31.000 --> 00:06:37.000]  十五節到二十二節
[00:06:37.000 --> 00:06:39.000]  哥羅西書第一章
[00:06:39.000 --> 00:06:42.000]  十五節到二十二節
[00:06:42.000 --> 00:06:44.000]  在這一段裡面
[00:06:44.000 --> 00:06:49.000]  我們看見主基督這十二個名稱
[00:06:49.000 --> 00:06:55.000]  這十二個名稱代表他的奉承
[00:06:55.000 --> 00:06:57.000]  第一個名稱
[00:06:57.000 --> 00:06:58.000]  十五節
[00:06:58.000 --> 00:07:00.000]  愛子
[00:07:00.000 --> 00:07:04.000]  耶穌基督是父神的愛子
[00:07:04.000 --> 00:07:07.000]  他的果是愛子的果
[00:07:07.000 --> 00:07:09.000]  這個果也是我們對神
[00:07:09.000 --> 00:07:14.000]  遷入移居進入的那個果
[00:07:14.000 --> 00:07:17.000]  在雅各書二章第五節提到
[00:07:17.000 --> 00:07:22.000]  神為那些愛他的人所預備的果
[00:07:22.000 --> 00:07:24.000]  所以這個愛子的果
[00:07:24.000 --> 00:07:26.000]  是基督的果
[00:07:26.000 --> 00:07:29.000]  也是所有愛神的人的果
[00:07:29.000 --> 00:07:32.000]  這個果就是新耶路撒冷
[00:07:32.000 --> 00:07:35.000]  好像新婦裝飾整齊
[00:07:35.000 --> 00:07:39.000]  預備好了等候丈夫
[00:07:39.000 --> 00:07:42.000]  凡是在那個城裡面的人
[00:07:42.000 --> 00:07:45.000]  都有同一個特徵
[00:07:45.000 --> 00:07:47.000]  那就是愛主
[00:07:47.000 --> 00:07:49.000]  是主說愛
[00:07:49.000 --> 00:07:51.000]  也是愛主的人
[00:07:51.000 --> 00:07:53.000]  感謝主
[00:07:53.000 --> 00:07:55.000]  那是我們將來的歸宿
[00:07:55.000 --> 00:07:58.000]  第二個名稱
[00:07:58.000 --> 00:08:00.000]  是
[00:08:00.000 --> 00:08:04.000]  那不能看見這神的像
[00:08:04.000 --> 00:08:07.000]  這個像的原文
[00:08:07.000 --> 00:08:10.000]  就是一個立體的印
[00:08:10.000 --> 00:08:13.000]  打下去的印
[00:08:13.000 --> 00:08:14.000]  打下去以後
[00:08:14.000 --> 00:08:18.000]  一個立體的形象呈現出來
[00:08:18.000 --> 00:08:24.000]  耶穌基督就是父神的那個立體的形象
[00:08:24.000 --> 00:08:26.000]  感謝神
[00:08:26.000 --> 00:08:29.000]  耶穌基督是神的形象
[00:08:29.000 --> 00:08:34.000]  而我們又表現了基督的形象
[00:08:34.000 --> 00:08:36.000]  這樣的一個關係
[00:08:36.000 --> 00:08:38.000]  在各路敘述裡面
[00:08:38.000 --> 00:08:41.000]  不斷地不斷地顯出來
[00:08:41.000 --> 00:08:46.000]  讓我們領受這個信息
[00:08:46.000 --> 00:08:48.000]  下面一個名稱
[00:08:48.000 --> 00:08:50.000]  是第十六節
[00:08:50.000 --> 00:08:54.000]  因為萬有都是靠他造的
[00:08:54.000 --> 00:08:58.000]  他是創造者
[00:08:58.000 --> 00:09:00.000]  下面一個名稱
[00:09:00.000 --> 00:09:04.000]  就是在第十六節
[00:09:04.000 --> 00:09:06.000]  不聊一句
[00:09:06.000 --> 00:09:09.000]  又是為他造的
[00:09:09.000 --> 00:09:11.000]  這是告訴我們
[00:09:11.000 --> 00:09:13.000]  他是歸宿
[00:09:13.000 --> 00:09:16.000]  一切的歸宿
