
[00:00:00.000 --> 00:00:01.240]  領事館平安
[00:00:01.240 --> 00:00:04.360]  我們今天看兩段聖經
[00:00:04.360 --> 00:00:08.200]  先上一些很基本的聖經的真理
[00:00:08.200 --> 00:00:11.640]  但是我希望跟大家增加我們的記憶
[00:00:11.640 --> 00:00:12.360]  好嗎?
[00:00:12.360 --> 00:00:15.520]  那兩段聖經就是我們剛才所讀的那兩段聖經
[00:00:15.520 --> 00:00:17.720]  一段是來自耶穌基督所說的
[00:00:17.720 --> 00:00:19.200]  在路加福音12章
[00:00:19.200 --> 00:00:22.080]  另外一段是來自保羅所說的
[00:00:22.080 --> 00:00:24.880]  在帖撒羅尼加前書的第二章
[00:00:24.880 --> 00:00:26.480]  所以如果你有聖經的話
[00:00:26.480 --> 00:00:27.760]  也可以打開
[00:00:27.760 --> 00:00:29.120]  待會我們在這裡看著
[00:00:29.120 --> 00:00:31.120]  因為剛才我們只是讀其中一部分而已
[00:00:31.120 --> 00:00:36.360]  但是我們一直會說更多關於那兩段聖經
[00:00:36.360 --> 00:00:40.440]  為什麼要選這兩段聖經呢?
[00:00:40.440 --> 00:00:42.880]  因為大家都應該很熟悉
[00:00:42.880 --> 00:00:45.840]  也知道在基督教信仰裡面
[00:00:45.840 --> 00:00:51.080]  我們兩個最核心的追尋和美德是什麼?
[00:00:51.080 --> 00:00:56.760]  要盡心盡性盡以盡力的愛神
[00:00:56.760 --> 00:00:57.920]  然後呢
[00:00:58.320 --> 00:01:00.440]  要愛人如己
[00:01:00.440 --> 00:01:02.360]  愛鄰舍如同自己
[00:01:02.360 --> 00:01:03.800]  愛神和愛人
[00:01:03.800 --> 00:01:08.880]  這兩個我相信是我們信仰裡面最核心的對我們的要求
[00:01:08.880 --> 00:01:10.560]  但是怎麼去愛神?
[00:01:10.560 --> 00:01:11.680]  怎麼去愛人呢?
[00:01:11.680 --> 00:01:14.200]  當然聖經裡面有很多很多真理
[00:01:14.200 --> 00:01:16.960]  今天我就想用這兩個的角度
[00:01:16.960 --> 00:01:18.640]  用兩段的聖經
[00:01:18.640 --> 00:01:22.480]  給我們一個具體形象的記得
[00:01:22.480 --> 00:01:25.840]  還有我們每次想起愛神的時候
[00:01:25.840 --> 00:01:28.080]  希望我們記得這兩種的形象
[00:01:28.080 --> 00:01:29.760]  每次想起愛人的時候
[00:01:29.760 --> 00:01:31.520]  都記得有兩種的形象
[00:01:31.520 --> 00:01:32.040]  好不好?
[00:01:32.040 --> 00:01:33.640]  幫助我們的記憶
[00:01:33.640 --> 00:01:35.720]  並且是具體落實一點
[00:01:35.720 --> 00:01:40.280]  好,我們試試用短短的時間思想這兩段的聖經
[00:01:40.280 --> 00:01:41.920]  我們先看耶穌基督
[00:01:41.920 --> 00:01:44.400]  看他怎麼教我們怎麼去愛神
[00:01:44.400 --> 00:01:45.000]  好不好?
[00:01:45.000 --> 00:01:48.720]  我們看路加福音第十二章
[00:01:48.720 --> 00:01:51.200]  路加福音第十二章
[00:01:51.200 --> 00:01:54.080]  我們主耶穌其實用了兩個形象
[00:01:54.160 --> 00:01:55.840]  來告訴我們
[00:01:55.840 --> 00:01:58.480]  究竟我們怎麼去愛神
[00:01:58.480 --> 00:02:00.600]  剛才很好
[00:02:00.600 --> 00:02:04.800]  我們知道很快就有一個會議
[00:02:04.800 --> 00:02:07.520]  司徒醫生也提醒我們
[00:02:07.520 --> 00:02:11.560]  在以色列和巴勒斯坦人
[00:02:11.560 --> 00:02:17.800]  他們紛紛信主的奇妙現象和情況下
[00:02:17.800 --> 00:02:19.800]  我們真的要去期待
[00:02:19.800 --> 00:02:21.040]  並且要知道
[00:02:21.040 --> 00:02:22.480]  主來的日子近了
[00:02:22.960 --> 00:02:25.040]  主耶穌基督來的日子近的時候
[00:02:25.040 --> 00:02:26.600]  我們馬上記得
