
[00:00:00.000 --> 00:00:06.000]  请大家翻到菲律宾书第三章
[00:00:06.000 --> 00:00:12.000]  菲律宾书第三章第八节
[00:00:12.000 --> 00:00:21.000]  保罗在这说:不但如此,我也将万事当作有请的
[00:00:21.000 --> 00:00:27.000]  因我已认知我主基督耶稣为至宝
[00:00:27.000 --> 00:00:36.000]  我为他已经丢弃万事,看作愤怒,为要得罪基督
[00:00:36.000 --> 00:00:44.000]  保罗在这里告诉我们,他追求认识基督
[00:00:44.000 --> 00:00:50.000]  他一天比一天的更多更深的认识基督
[00:00:50.000 --> 00:00:55.000]  当他认识基督更深更多的时候
[00:00:55.000 --> 00:01:00.000]  在他的身上有什么变化呢?
[00:01:00.000 --> 00:01:06.000]  他这种的认识在他的人生里面有什么作用呢?
[00:01:06.000 --> 00:01:09.000]  造成了什么改变呢?
[00:01:09.000 --> 00:01:15.000]  这是今天晚上我们要集中思想的一方面
[00:01:15.000 --> 00:01:20.000]  当我们详细查考第一章圣经的时候
[00:01:20.000 --> 00:01:25.000]  我们可以发现九种的对比
[00:01:25.000 --> 00:01:35.000]  我们可以说这是认识了基督以后所产生的九种的对比
[00:01:35.000 --> 00:01:45.000]  第一种的对比,请大家看第七节
[00:01:45.000 --> 00:01:55.000]  这是我先前以为与我有疑的,我现在以基督当作有询的
[00:01:55.000 --> 00:02:04.000]  过去看作有疑,现在认识了基督,就把他当作有询的
[00:02:04.000 --> 00:02:11.000]  这个看法颠倒过来,完全的改变
[00:02:11.000 --> 00:02:18.000]  但是我们要问,保罗讲这句话到底是指着什么说的呢?
[00:02:18.000 --> 00:02:22.000]  我们读上文就看清楚了
[00:02:22.000 --> 00:02:31.000]  在上文保罗说,如果要靠入己的话,我有很多可以依靠
[00:02:31.000 --> 00:02:35.000]  我有很多可以夸口的
[00:02:35.000 --> 00:02:40.000]  我是西伯来人生的西伯来人
[00:02:40.000 --> 00:02:49.000]  就律法说,我是属于最热心的,最激烈的那个教派
[00:02:49.000 --> 00:02:52.000]  就是法利赛教派
[00:02:52.000 --> 00:02:57.000]  就律法上的意义说,我是无可指着的
[00:02:57.000 --> 00:03:03.000]  我过去是依靠这些,我认为这些是对我有疑的
[00:03:03.000 --> 00:03:09.000]  我要靠这些得救,我要靠这些蒙神的喜悦
[00:03:09.000 --> 00:03:19.000]  但是现在,因为我认识了基督,我的看法,我的判断,完全不同了
[00:03:19.000 --> 00:03:23.000]  现在我把这些当作有询的
[00:03:23.000 --> 00:03:31.000]  这个改变是指着他对得救的认识的改变而言
[00:03:31.000 --> 00:03:40.000]  如果你我真认识了基督,对得救的条件,我们的结论就不同了
[00:03:40.000 --> 00:03:44.000]  我们的看见就大大地改变
[00:03:44.000 --> 00:03:51.000]  没有认识基督以前,我们都想靠自己的意义得救
[00:03:51.000 --> 00:03:57.000]  我有什么什么好处,我有什么什么优点,我有什么什么长处
[00:03:57.000 --> 00:04:00.000]  我比别人如何如何地好
[00:04:00.000 --> 00:04:03.000]  我们想靠这些得救
[00:04:03.000 --> 00:04:09.000]  但是等我们认识了基督以后呢,我们厌恶自己
[00:04:09.000 --> 00:04:12.000]  我们对自己绝望
[00:04:12.000 --> 00:04:18.000]  我们清楚地认识自己,不能靠自己的意得救
[00:04:18.000 --> 00:04:24.000]  我们认识基督以前,我们对自己的认识很肤浅
[00:04:24.000 --> 00:04:28.000]  因为认识肤浅,我们就得到一个结论说
[00:04:28.000 --> 00:04:32.000]  我可以靠我自己的好处得救
[00:04:32.000 --> 00:04:37.000]  用圣经的话来讲,我可以靠我自己的意得救
[00:04:37.000 --> 00:04:43.000]  但当我们认识基督以后,我们对自己的认识加深了
[00:04:43.000 --> 00:04:49.000]  加深的时候,我们就知道不能靠自己得救
[00:04:49.000 --> 00:04:54.000]  我们完全改变了我们的那个看法
[00:04:54.000 --> 00:04:57.000]  我们来到基督的释迦前
[00:04:57.000 --> 00:05:02.000]  我们说主啊,开恩可怜我这个罪人
[00:05:02.000 --> 00:05:06.000]  以色列人最大的难处
[00:05:06.000 --> 00:05:09.000]  就是想要建立自己的义
[00:05:09.000 --> 00:05:12.000]  所以就不服神的义
[00:05:12.000 --> 00:05:18.000]  因此他们永远不能够在神的面前称义
[00:05:18.000 --> 00:05:23.000]  一个思想肤浅的人,想靠自己得救
[00:05:23.000 --> 00:05:30.000]  一个思想深刻的人,就晓得不能靠自己得救
[00:05:30.000 --> 00:05:38.000]  这是保罗第一个因为认识基督而有的一个基本的改变
[00:05:38.000 --> 00:05:44.000]  今天晚上,我不晓得在各位中间有多少位
[00:05:44.000 --> 00:05:50.000]  你还在那儿想要靠自己的好处得救
[00:05:50.000 --> 00:05:55.000]  如果你这样想的话,你还没有认识基督
[00:05:55.000 --> 00:05:59.000]  我们真是盼望今天在座的每一位
[00:05:59.000 --> 00:06:04.000]  你真是认识了基督,是你唯一的盼望
[00:06:04.000 --> 00:06:07.000]  是唯一的救法
[00:06:07.000 --> 00:06:14.000]  天下人间没有赐下别的名可以靠做得救
[00:06:14.000 --> 00:06:18.000]  我们只有来到基督的释迦跟前
[00:06:18.000 --> 00:06:24.000]  在那个释迦的亮光之中,看见自己的无悔、坏坏、过分
[00:06:24.000 --> 00:06:30.000]  然后谦卑的接受我们的天父在基督耶稣里
[00:06:30.000 --> 00:06:36.000]  为我们预备的那个奇妙的、完全的救恩
[00:06:36.000 --> 00:06:43.000]  第二个对比,也是在保罗身上出现的
[00:06:43.000 --> 00:06:48.000]  请大家再看第八节
[00:06:48.000 --> 00:06:55.000]  在这一节里面,有四个字是相对的
[00:06:55.000 --> 00:07:04.000]  头两个是质保,后两个是奋图,都是在第八节里
[00:07:04.000 --> 00:07:09.000]  质保、奋图,完全相反
[00:07:09.000 --> 00:07:15.000]  保罗认识基督以后,把基督当作质保
[00:07:15.000 --> 00:07:22.000]  其他的在对比之下,都失去了他原来的价值
[00:07:22.000 --> 00:07:29.000]  甚至于保罗把他们称为愤图,没有人爱愤图
[00:07:29.000 --> 00:07:37.000]  他把一些看作愤图就放下,就失去为了得到基督
[00:07:37.000 --> 00:07:41.000]  这是说他价值的观念改变
[00:07:41.000 --> 00:07:45.000]  这是非常重要的一种改变
[00:07:45.000 --> 00:07:49.000]  如果你我真的认识了基督了
[00:07:49.000 --> 00:07:52.000]  不单单是头脑的认识
[00:07:52.000 --> 00:07:56.000]  在我们心灵的深处,真实认识了基督
[00:07:56.000 --> 00:08:01.000]  看见了基督,一定也有这个转变
[00:08:01.000 --> 00:08:07.000]  翻过来说,如果一个基督徒说他认识了基督
[00:08:07.000 --> 00:08:11.000]  但是在他价值的观念上没有改变
[00:08:11.000 --> 00:08:15.000]  原来他会宝贵的,现在还是最宝贵
[00:08:15.000 --> 00:08:21.000]  我们就信不下去他真的认识了基督了
[00:08:21.000 --> 00:08:29.000]  一个人接受了基督为质保,他也接受了基督的价值的观念
[00:08:29.000 --> 00:08:35.000]  保罗接受了基督,他也接受了基督的价值的教训
[00:08:35.000 --> 00:08:42.000]  所以他在《圣行传》21章35节有这样的话说
[00:08:42.000 --> 00:08:50.000]  你们当纪念祖耶稣的话说,实比受更为有福
[00:08:50.000 --> 00:08:55.000]  保罗完全把基督接受过来
[00:08:55.000 --> 00:08:59.000]  其中包括了基督的价值观念
[00:08:59.000 --> 00:09:05.000]  他现在和基督一同说,实比受更为有
[00:09:05.000 --> 00:09:10.000]  弟兄姊妹们,如果我们在这真的认识了基督
[00:09:10.000 --> 00:09:13.000]  我们能不能这样说
[00:09:13.000 --> 00:09:19.000]  从前如果我是过着一个受的人生
[00:09:19.000 --> 00:09:29.000]  从今以后我愿意真真实实的,狡诈实地的,过一个实的人生
[00:09:29.000 --> 00:09:36.000]  在今年的二月,我昨天晚上提到我在东京
[00:09:36.000 --> 00:09:43.000]  我在东京的时候住在一对基督徒的夫妇家里
[00:09:43.000 --> 00:09:48.000]  他们的见证真是感动了我的心
[00:09:48.000 --> 00:09:55.000]  这对夫妇从大陆迁到东京去居住
[00:09:55.000 --> 00:10:03.000]  丈夫从前是广州中央银行的总经理
[00:10:03.000 --> 00:10:07.000]  太太是山东七楼大学毕业
[00:10:07.000 --> 00:10:13.000]  后来又得到他的Master's Degree in Science
[00:10:13.000 --> 00:10:19.000]  他们两位在大陆辨认以后就到东京去居住
[00:10:19.000 --> 00:10:23.000]  在十几年前太太信主了
[00:10:23.000 --> 00:10:26.000]  一信主就很热心
[00:10:26.000 --> 00:10:31.000]  她听见传道人提到苏经
[00:10:31.000 --> 00:10:35.000]  说最好是跪在那儿读
[00:10:35.000 --> 00:10:38.000]  她就开始跪在那儿读圣经
[00:10:38.000 --> 00:10:42.000]  每天晚上双膝跪下读圣经
[00:10:42.000 --> 00:10:46.000]  她的丈夫真是讨厌死了
[00:10:46.000 --> 00:10:50.000]  有的时候就把她的圣经抢过去
[00:10:50.000 --> 00:10:52.000]  从窗口丢出去
[00:10:52.000 --> 00:10:54.000]  不准她读圣经
[00:10:54.000 --> 00:10:56.000]  怎么办呢?
[00:10:56.000 --> 00:11:01.000]  唯一可以读圣经的地方是他们的冲凉房
[00:11:01.000 --> 00:11:04.000]  在十几年以前
[00:11:04.000 --> 00:11:07.000]  在东京这个集中的暖气
[00:11:07.000 --> 00:11:12.000]  深处的地点还是不恒不变
[00:11:12.000 --> 00:11:15.000]  在冲凉房里面没有暖气
[00:11:15.000 --> 00:11:18.000]  冬天的时候东京很冷
[00:11:18.000 --> 00:11:19.000]  会下雪
[00:11:19.000 --> 00:11:22.000]  每天晚上半个钟头
[00:11:22.000 --> 00:11:28.000]  她跪在那个冰冷的地方读主的话语半个钟头
[00:11:28.000 --> 00:11:32.000]  同时为她的丈夫祷告
[00:11:32.000 --> 00:11:36.000]  过了一段时间她的丈夫真是信主了
[00:11:36.000 --> 00:11:39.000]  现在夫妇两个一同信主
[00:11:39.000 --> 00:11:41.000]  一同跟从主
[00:11:41.000 --> 00:11:44.000]  主也很伺服他们的生意
[00:11:44.000 --> 00:11:50.000]  现在他们的东京有很大的一座房子
[00:11:50.000 --> 00:11:53.000]  是apartment house
[00:11:53.000 --> 00:11:57.000]  有一天有一个日本的商人
[00:11:57.000 --> 00:12:04.000]  就想租他们地下的一层做商店用
[00:12:04.000 --> 00:12:11.000]  他愿意出六万美金做顶费
[00:12:11.000 --> 00:12:16.000]  另外再加上相当高的月租
[00:12:16.000 --> 00:12:22.000]  在东京现在的房租非常的高
[00:12:22.000 --> 00:12:27.000]  后来他们讲好要签合同的时候
[00:12:27.000 --> 00:12:32.000]  这个太太听说在东京有一个中国的教会
[00:12:32.000 --> 00:12:34.000]  是讲台湾话的
[00:12:34.000 --> 00:12:37.000]  没有聚会的地方
[00:12:37.000 --> 00:12:41.000]  她就去对那个牧师说
[00:12:41.000 --> 00:12:45.000]  你可以到我这一层来聚会
[00:12:45.000 --> 00:12:48.000]  完全不收你的房租
[00:12:48.000 --> 00:12:52.000]  不收钱你可以来用
[00:12:52.000 --> 00:12:58.000]  我去的时候到他那个下面一层去参观那个台语的教会
[00:12:58.000 --> 00:13:01.000]  正是礼拜六的下午青年聚会
[00:13:01.000 --> 00:13:07.000]  有三十几位讲台语的弟兄姊妹在那儿聚会
[00:13:07.000 --> 00:13:11.000]  我听见了这个见证真是受感动
[00:13:11.000 --> 00:13:14.000]  我相信大家听见一样的受感动
[00:13:14.000 --> 00:13:18.000]  六万美金不是小的数目
[00:13:18.000 --> 00:13:23.000]  谁不中看一大笔的款额
[00:13:23.000 --> 00:13:27.000]  但是他为了祖的公众他放下
[00:13:27.000 --> 00:13:29.000]  那个商人不了解了
[00:13:29.000 --> 00:13:32.000]  对他说如果你嫌六万美金太少
[00:13:32.000 --> 00:13:34.000]  我可以这样增加
[00:13:34.000 --> 00:13:36.000]  但是他说对不起
[00:13:36.000 --> 00:13:40.000]  我这个地方要用来传福音
[00:13:40.000 --> 00:13:45.000]  他真是把这个价值的观念换过来
[00:13:45.000 --> 00:13:49.000]  好像保罗一样
[00:13:49.000 --> 00:13:52.000]  我们如果真的认识了基督
[00:13:52.000 --> 00:13:57.000]  我们也接受他的价值的观念
[00:13:57.000 --> 00:14:03.000]  到底今天我们人生的真正的价值观是如何
[00:14:03.000 --> 00:14:08.000]  有很多时候我们说认识了基督
[00:14:08.000 --> 00:14:12.000]  但是我们的行动表示我们没有接受基督
[00:14:12.000 --> 00:14:14.000]  没有接受他的价值观
[00:14:14.000 --> 00:14:19.000]  我们没有真的接受实比受更为有福
[00:14:19.000 --> 00:14:22.000]  我们人生的追求的最高的目标
[00:14:22.000 --> 00:14:27.000]  还是德还是受不是实
[00:14:27.000 --> 00:14:31.000]  我们再看第三个对比
[00:14:31.000 --> 00:14:33.000]  还是的八点
[00:14:33.000 --> 00:14:37.000]  另外有四个字是相对
[00:14:37.000 --> 00:14:40.000]  头两个是丢弃
[00:14:40.000 --> 00:14:45.000]  后两个是为了要得着基督德
[00:14:45.000 --> 00:14:50.000]  为他已经丢弃万事叛作愤怒
[00:14:50.000 --> 00:14:55.000]  为了要得着基督丢弃和得宠
[00:14:55.000 --> 00:14:58.000]  保罗为了得着基督
[00:14:58.000 --> 00:15:02.000]  他丢弃放下本宗
[00:15:02.000 --> 00:15:06.000]  他不要一件事拦住他得着基督
[00:15:06.000 --> 00:15:10.000]  得着基督是他的目的
[00:15:10.000 --> 00:15:13.000]  在这一条路上无论有什么
[00:15:13.000 --> 00:15:17.000]  如果拦住他的话他把它出去
[00:15:17.000 --> 00:15:21.000]  只要是他得不着基督他就放弃
[00:15:21.000 --> 00:15:24.000]  不管这件事是好还是坏
[00:15:24.000 --> 00:15:26.000]  这就他本身的
[00:15:26.000 --> 00:15:29.000]  也许这件事本身是好事
[00:15:29.000 --> 00:15:32.000]  但是只要他拦住保罗得着基督
[00:15:32.000 --> 00:15:36.000]  他就放下丢弃这件事
[00:15:36.000 --> 00:15:38.000]  这叫做奉献
[00:15:38.000 --> 00:15:42.000]  这叫做真真实实的奉献
[00:15:42.000 --> 00:15:45.000]  有一个医生
[00:15:45.000 --> 00:15:48.000]  他是很好的外科医生
[00:15:48.000 --> 00:15:53.000]  他的手术很高明
[00:15:53.000 --> 00:15:56.000]  他很欢喜某一种运动
[00:15:56.000 --> 00:15:59.000]  这种运动相当的剧烈
[00:15:59.000 --> 00:16:01.000]  后来他发现
[00:16:01.000 --> 00:16:06.000]  有的时候他刚刚玩完这个运动以后
[00:16:06.000 --> 00:16:10.000]  就有人来叫他马上要去动手术
[00:16:10.000 --> 00:16:12.000]  他动手术的时候发现
[00:16:12.000 --> 00:16:16.000]  他的手稍微有点抖动
[00:16:16.000 --> 00:16:19.000]  是因为那个剧烈的运动
[00:16:19.000 --> 00:16:21.000]  这点稍微的抖动
[00:16:21.000 --> 00:16:29.000]  就影响他行那个最精微的手术
[00:16:29.000 --> 00:16:33.000]  后来他就决定放下这种运动
[00:16:33.000 --> 00:16:38.000]  因为他愿意做最好的外科医生
[00:16:38.000 --> 00:16:41.000]  这是献身与他的功能
[00:16:41.000 --> 00:16:43.000]  不让任何的事
[00:16:43.000 --> 00:16:47.000]  包括他是最欢喜的运动在内
[00:16:47.000 --> 00:16:52.000]  来拦住他达成他人生的目标
[00:16:52.000 --> 00:16:58.000]  我们可以说他是献身与他的功能
[00:16:58.000 --> 00:17:02.000]  我们如果真是献身给基督的话
[00:17:02.000 --> 00:17:05.000]  当我们发现有任何的事
[00:17:05.000 --> 00:17:07.000]  来拦住我们
[00:17:07.000 --> 00:17:12.000]  折祚基督、荣耀基督、跟从基督、爱基督的时候
[00:17:12.000 --> 00:17:16.000]  我们愿意放下那件事
[00:17:16.000 --> 00:17:19.000]  我们愿意放下那个人
[00:17:19.000 --> 00:17:23.000]  我们愿意放下那个东西
[00:17:23.000 --> 00:17:28.000]  我们的眼睛不是在那个东西的本身上
