
[00:00:00.000 --> 00:00:02.360]  我回想今天早上
[00:00:02.360 --> 00:00:03.560]  當我起床的時候
[00:00:03.560 --> 00:00:05.840]  我如常在一張梳化
[00:00:05.840 --> 00:00:08.240]  坐在自己的讀聖經靈修
[00:00:08.240 --> 00:00:09.080]  一坐下的時候
[00:00:09.080 --> 00:00:12.080]  一留意就發覺窗台
[00:00:12.080 --> 00:00:14.960]  自己種的一盤的植物
[00:00:14.960 --> 00:00:16.720]  一些很大的樹葉
[00:00:16.720 --> 00:00:18.880]  但留意到在樹葉的下面
[00:00:18.880 --> 00:00:21.200]  有很多很小塊的新的樹葉
[00:00:21.200 --> 00:00:23.080]  是一直長出來
[00:00:23.080 --> 00:00:24.440]  我都沒有留意到
[00:00:24.440 --> 00:00:25.960]  今天早上一看的時候
[00:00:25.960 --> 00:00:27.120]  一看到
[00:00:27.120 --> 00:00:28.800]  心就馬上想起
[00:00:28.800 --> 00:00:31.800]  今天是復活節主日
[00:00:31.800 --> 00:00:36.160]  是一個好像對我心靈的提醒
[00:00:36.160 --> 00:00:37.840]  生命的復生
[00:00:37.840 --> 00:00:40.000]  生命的出現
[00:00:40.000 --> 00:00:40.640]  各位電影節目
[00:00:40.640 --> 00:00:42.200]  今天是復活節主日
[00:00:42.200 --> 00:00:43.880]  我們一齊來到紀念主耶穌
[00:00:43.880 --> 00:00:47.280]  祂從死裡面復活過來
[00:00:47.280 --> 00:00:48.400]  聖經告訴我們
[00:00:48.400 --> 00:00:51.800]  耶穌基督的復活是初熟的果子
[00:00:51.800 --> 00:00:54.880]  亦都意味著有其他將會熟的果子
[00:00:54.880 --> 00:00:56.960]  會繼續出現
[00:00:56.960 --> 00:00:58.720]  因為基督耶穌復活
[00:00:58.720 --> 00:01:00.720]  祂應許信靠祂的人
[00:01:00.720 --> 00:01:03.680]  都領受復活的生命
[00:01:03.680 --> 00:01:06.760]  而我們在當中領受恩惠的時候
[00:01:06.760 --> 00:01:08.680]  我們亦都祈禱
[00:01:08.680 --> 00:01:10.880]  好像聖經勉勵我們
[00:01:10.880 --> 00:01:12.400]  求主藉著祂的靈
[00:01:12.400 --> 00:01:16.400]  叫我們心中的眼睛可以開啟
[00:01:16.400 --> 00:01:18.520]  能夠看見祂自己的恩兆
[00:01:18.520 --> 00:01:22.160]  有何等大的指望
[00:01:22.160 --> 00:01:25.760]  神給我們有榮耀的盼望
[00:01:25.760 --> 00:01:28.040]  有些時候我們生活太忙碌
[00:01:28.040 --> 00:01:31.360]  忘記了一個這麼重要的事實
[00:01:31.360 --> 00:01:33.840]  就是你和我屬神的人
[00:01:33.840 --> 00:01:37.040]  要領受神給我們榮耀的盼望
[00:01:37.040 --> 00:01:39.160]  是榮耀的復活
[00:01:39.160 --> 00:01:41.040]  讓我們心裡面明白
[00:01:41.040 --> 00:01:43.200]  亦都叫我們在世上
[00:01:43.200 --> 00:01:44.880]  我們生活的時候
[00:01:44.880 --> 00:01:47.640]  亦都能夠以屬靈的眼光
[00:01:47.640 --> 00:01:49.000]  復活的眼光
[00:01:49.000 --> 00:01:52.800]  來看今天的一事一物
[00:01:52.800 --> 00:01:54.080]  而我們今天讀的聖經
[00:01:54.080 --> 00:01:56.560]  正是將這種榮耀的復活
[00:01:56.560 --> 00:01:58.200]  向我們解明
[00:01:58.200 --> 00:02:02.800]  我們一起來再讀剛才的十五章
[00:02:02.800 --> 00:02:07.800]  我們先看第三十七節
[00:02:07.800 --> 00:02:09.400]  十五章的三十七節
[00:02:09.400 --> 00:02:11.640]  聖經就說:你們所種的
[00:02:11.640 --> 00:02:15.240]  不是那將來要長成的形體
[00:02:15.240 --> 00:02:16.920]  只不過是一粒種子
[00:02:16.920 --> 00:02:20.000]  也許是麥子或別的種子
[00:02:20.000 --> 00:02:22.680]  是神隨著自己的意思
[00:02:22.680 --> 00:02:24.680]  給他一個形體
[00:02:24.680 --> 00:02:27.240]  各樣的種子或下體所說
[00:02:27.240 --> 00:02:29.760]  各樣的動物、植物
[00:02:29.760 --> 00:02:33.000]  都有不同的形體
[00:02:33.000 --> 00:02:36.280]  聖經用種子來描述一件事實
[00:02:36.280 --> 00:02:40.000]  就是種子和後來長出來的樹木
[00:02:40.000 --> 00:02:42.680]  是截然不同的事情
[00:02:42.680 --> 00:02:44.160]  因此聖經說到
[00:02:44.160 --> 00:02:46.880]  我們有的地上的身體
[00:02:46.880 --> 00:02:50.000]  和將來神給我們復活的身體
[00:02:50.000 --> 00:02:52.200]  是截然不同的
[00:02:52.200 --> 00:02:53.400]  是不同的
[00:02:53.400 --> 00:02:55.720]  是兩件事情
[00:02:55.720 --> 00:02:56.680]  聖經就說到
[00:02:56.680 --> 00:02:59.760]  我們這一群被造的人
[00:02:59.760 --> 00:03:03.680]  或地上其他被造的生物、植物
[00:03:03.680 --> 00:03:06.560]  有不同在地上的形體
[00:03:06.560 --> 00:03:08.440]  但是到將來
[00:03:08.440 --> 00:03:09.920]  神給我們有的
[00:03:09.920 --> 00:03:11.280]  是榮耀的
[00:03:11.280 --> 00:03:13.720]  是不同的形體
[00:03:13.720 --> 00:03:16.600]  不是一樣的
[00:03:16.600 --> 00:03:19.200]  最近我去花展
[00:03:19.200 --> 00:03:20.800]  看到他們有一個地方
[00:03:20.800 --> 00:03:23.840]  有一個攤位將很多的蔬菜種了出來
[00:03:23.840 --> 00:03:25.840]  有生菜
[00:03:25.840 --> 00:03:28.600]  有生...
[00:03:28.600 --> 00:03:31.120]  很多種菜
[00:03:31.120 --> 00:03:31.960]  我都數不完
[00:03:31.960 --> 00:03:34.480]  他們種了很多種不同的菜出來
[00:03:34.480 --> 00:03:38.720]  但旁邊擺了很多這些菜的種子
[00:03:38.720 --> 00:03:40.160]  一邊看的時候
[00:03:40.160 --> 00:03:42.080]  原來這些是菠菜
[00:03:42.080 --> 00:03:46.520]  這些原來是菜心的種子
[00:03:46.520 --> 00:03:49.000]  但是這些種子是很難看的
[00:03:49.000 --> 00:03:50.480]  黑黑實實一粒粒
[00:03:50.480 --> 00:03:53.160]  但是沒有什麼特別吸引的地方
[00:03:53.160 --> 00:03:54.680]  但是不留意到
[00:03:54.680 --> 00:03:56.760]  哦,原來這一粒就是將來生的種菜
[00:03:56.760 --> 00:03:58.880]  這一粒是生種菜
[00:03:58.880 --> 00:04:01.240]  但是有一種很特別的對比
[00:04:01.240 --> 00:04:03.160]  種子和蔬菜
[00:04:03.160 --> 00:04:06.960]  一個很不同的表現
[00:04:06.960 --> 00:04:10.200]  我記得我曾經和弟子朋友分享過
[00:04:10.200 --> 00:04:11.960]  在這個世界
[00:04:11.960 --> 00:04:14.400]  全世界最大的樹
[00:04:14.400 --> 00:04:16.760]  叫做美洲杉
[00:04:16.760 --> 00:04:18.720]  是Sequoia
[00:04:18.720 --> 00:04:21.960]  這些美洲杉是很巨型的大樹
[00:04:21.960 --> 00:04:25.200]  是可以到達30層樓那麼高
[00:04:25.200 --> 00:04:27.160]  300多呎
[00:04:27.160 --> 00:04:30.520]  你抬頭看的時候可能看不到樹冠
[00:04:30.520 --> 00:04:32.680]  而且是很長的樹齡
[00:04:32.680 --> 00:04:35.560]  千多年、二千年的樹齡
[00:04:35.560 --> 00:04:36.640]  但是更特別的地方
[00:04:36.640 --> 00:04:38.680]  我後來留意到的就是
[00:04:38.680 --> 00:04:41.400]  這些樹木的種子
[00:04:41.400 --> 00:04:43.760]  你猜有多大呢?
[00:04:43.760 --> 00:04:45.680]  有些人就說這麼大棵樹
[00:04:45.680 --> 00:04:49.320]  種子起碼有椰子那麼大
[00:04:49.320 --> 00:04:53.960]  但是原來他們的種子是像芝麻那麼小
[00:04:53.960 --> 00:04:55.440]  而且是很輕
[00:04:55.440 --> 00:05:01.000]  有些研究發現種子差不多是一千分之一盎司
[00:05:01.000 --> 00:05:04.480]  差不多沒有重量
[00:05:04.480 --> 00:05:06.760]  當我看到這些種子的時候
[00:05:06.760 --> 00:05:08.680]  然後看一看那棵樹
[00:05:08.680 --> 00:05:11.560]  心裏面有一種很大的驚嘆
[00:05:11.560 --> 00:05:13.600]  上帝的創造很奇妙
[00:05:13.600 --> 00:05:15.440]  還有一粒小的種子
[00:05:15.440 --> 00:05:18.240]  長出極大的大樹
[00:05:18.240 --> 00:05:20.520]  亦都比我想到聖經所描述的
[00:05:20.520 --> 00:05:24.320]  它說我們所種的是種子
[00:05:24.320 --> 00:05:29.240]  但是將來長出來的是完全不同
[00:05:29.240 --> 00:05:32.240]  聖經講述到這種不同是怎樣的不同呢?
[00:05:32.240 --> 00:05:35.040]  你再看下的經文
[00:05:35.040 --> 00:05:37.600]  第42節
[00:05:37.600 --> 00:05:40.960]  死人復活也是這樣
[00:05:40.960 --> 00:05:43.520]  所種的是必扭壞的
[00:05:43.520 --> 00:05:45.600]  所種的是悲戰的
[00:05:45.600 --> 00:05:47.920]  所種的是榮耀的
[00:05:47.920 --> 00:05:49.600]  所種的是軟弱的
[00:05:49.600 --> 00:05:51.600]  所種的是有能力的
[00:05:51.600 --> 00:05:53.600]  所種的是屬血氣的
[00:05:53.600 --> 00:05:56.600]  所種的是有屬靈的身體
[00:05:56.600 --> 00:05:59.600]  聖經描述我們在地上的身體
[00:05:59.600 --> 00:06:01.400]  是會扭壞的
[00:06:01.400 --> 00:06:02.800]  是悲戰的
[00:06:02.800 --> 00:06:04.200]  是軟弱的
[00:06:04.200 --> 00:06:06.200]  是屬於血肉之軀
[00:06:06.200 --> 00:06:08.000]  血氣的身體
[00:06:08.000 --> 00:06:10.800]  但是神賜給我們榮耀的身體
[00:06:10.800 --> 00:06:14.000]  聖經所說是不扭壞的
[00:06:14.000 --> 00:06:15.200]  是榮耀的
[00:06:15.200 --> 00:06:17.200]  相對於悲戰的
[00:06:17.200 --> 00:06:19.000]  是有能力的
[00:06:19.000 --> 00:06:22.400]  而且是屬靈的身體
[00:06:22.400 --> 00:06:23.800]  當我們講到屬靈的時候
[00:06:23.800 --> 00:06:25.000]  你知道聖經所說
[00:06:25.000 --> 00:06:26.600]  神是個靈
[00:06:26.600 --> 00:06:30.600]  因此我們與神相似
[00:06:30.600 --> 00:06:31.600]  在這個過程裏面
[00:06:31.600 --> 00:06:35.000]  我們好像很難去完全的理解
[00:06:35.000 --> 00:06:36.600]  很多弟兄姊妹都體會
[00:06:36.600 --> 00:06:38.600]  當我們在這個過程裏面
[00:06:38.600 --> 00:06:40.400]  很多弟兄姊妹都體會
[00:06:40.400 --> 00:06:42.400]  當我們年紀稍為大一點
[00:06:42.400 --> 00:06:43.200]  不需要很大
[00:06:43.200 --> 00:06:44.400]  四十多歲
[00:06:44.400 --> 00:06:48.800]  就已經立刻明白什麼叫做退化
[00:06:48.800 --> 00:06:49.800]  看本書
[00:06:49.800 --> 00:06:50.800]  本來是這樣看的
[00:06:50.800 --> 00:06:53.200]  現在要看遠一點才能看到
[00:06:53.200 --> 00:06:54.400]  「哦 什麼事啊?」
[00:06:54.400 --> 00:06:57.000]  「老花了」
[00:06:57.000 --> 00:06:59.000]  我們身體會經歷很多的退化
[00:06:59.000 --> 00:07:00.600]  弟兄平時很壯健
[00:07:00.600 --> 00:07:01.400]  跑步
[00:07:01.400 --> 00:07:03.400]  突然說現在跑不了了
[00:07:03.400 --> 00:07:06.400]  膝蓋的骨頭痛
[00:07:06.400 --> 00:07:07.400]  問醫生
[00:07:07.400 --> 00:07:08.800]  「哦 每個人都是的了」
[00:07:08.800 --> 00:07:11.200]  「退化了」
[00:07:11.200 --> 00:07:13.800]  我們經歷了退化
[00:07:13.800 --> 00:07:14.800]  聖經說到
[00:07:14.800 --> 00:07:18.000]  我們的身體是會扭壞的
[00:07:18.000 --> 00:07:20.400]  也說到我們的身體是軟弱的
[00:07:20.400 --> 00:07:22.000]  是會有疲乏的
[00:07:22.000 --> 00:07:24.000]  是會要睡覺的
[00:07:24.000 --> 00:07:25.000]  但聖經說到
[00:07:25.000 --> 00:07:26.800]  神所賜榮耀的身體
[00:07:26.800 --> 00:07:28.200]  復活的身體
[00:07:28.200 --> 00:07:30.200]  是有能力的
[00:07:30.200 --> 00:07:31.600]  也就是榮耀的
[00:07:31.600 --> 00:07:33.400]  是有光彩的
[00:07:33.400 --> 00:07:36.000]  是屬靈的身體
[00:07:36.000 --> 00:07:38.000]  我們很快就會想起
[00:07:38.000 --> 00:07:41.200]  聖經在《菲律賓書》第二章二十節提及
[00:07:41.200 --> 00:07:42.000]  它說有一天
[00:07:42.000 --> 00:07:46.000]  當主耶穌從天上降臨的時候
[00:07:46.000 --> 00:07:48.800]  當祂再來到這個世上
[00:07:48.800 --> 00:07:51.800]  祂要將我們這個卑賤的身體
[00:07:51.800 --> 00:07:54.800]  改變形狀
[00:07:54.800 --> 00:07:59.600]  要好像祂榮耀的身體相似
[00:07:59.600 --> 00:08:02.600]  是何等奇妙的一個應許
[00:08:02.600 --> 00:08:04.400]  上帝是永恆的上帝
[00:08:04.400 --> 00:08:06.600]  祂創造你和我
[00:08:06.600 --> 00:08:08.600]  是有永恆的生命
[00:08:08.600 --> 00:08:12.800]  而且祂要將永恆的榮耀的身體
[00:08:12.800 --> 00:08:15.200]  賜給屬於祂的人
[00:08:15.200 --> 00:08:17.200]  這個正是聖經很清楚
[00:08:17.200 --> 00:08:19.400]  對我們一種的講述
[00:08:19.400 --> 00:08:20.400]  當聖經說到
[00:08:20.400 --> 00:08:23.800]  我們的身體與祂榮耀的身體相似的時候
[00:08:23.800 --> 00:08:27.400]  不單單是在說我們的形態不同
[00:08:27.400 --> 00:08:28.600]  同樣讓我們看到
[00:08:28.600 --> 00:08:32.400]  我們可以和神同在
[00:08:32.400 --> 00:08:34.000]  因為上帝如何
[00:08:34.000 --> 00:08:36.600]  我們與祂的身體相似
[00:08:36.600 --> 00:08:40.400]  也意味著我們可以和神永遠同在
[00:08:40.400 --> 00:08:43.600]  是可以有生命真正的契合
[00:08:43.600 --> 00:08:45.600]  甚麼是地獄
[00:08:45.600 --> 00:08:47.600]  甚麼是天堂
[00:08:47.600 --> 00:08:49.600]  聖經最簡單的解釋
[00:08:49.600 --> 00:08:51.000]  直接的解釋就是
[00:08:51.000 --> 00:08:55.400]  與神永遠同在就是天堂
[00:08:55.400 --> 00:08:57.400]  從神的面被趕逐
[00:08:57.400 --> 00:09:01.800]  永遠離開上帝就是地獄
[00:09:01.800 --> 00:09:03.400]  因此很多弟兄姊妹很深刻
[00:09:03.400 --> 00:09:04.600]  當他們明白聖經的時候
[00:09:04.600 --> 00:09:06.800]  看到神給我們預備的
[00:09:06.800 --> 00:09:10.400]  是與生命的主那種生命的聯合
[00:09:10.400 --> 00:09:14.200]  是我們榮耀的盼望
[00:09:14.200 --> 00:09:16.600]  我想說一件事情
[00:09:16.600 --> 00:09:19.400]  聽的時候都會有些會心微笑
[00:09:19.400 --> 00:09:21.200]  一位我很熟悉的弟兄
[00:09:21.200 --> 00:09:22.000]  年紀比我大
[00:09:22.000 --> 00:09:25.600]  但是他在過去一生都幫了很多人
[00:09:25.600 --> 00:09:27.600]  曾經幫助我
[00:09:27.600 --> 00:09:30.200]  他很敬虔地侍奉上帝
[00:09:30.200 --> 00:09:31.400]  他是一位醫生
[00:09:31.400 --> 00:09:34.800]  他曾經做過一些信徒宣教的工作
[00:09:34.800 --> 00:09:36.800]  在他臨離世的事情
[00:09:36.800 --> 00:09:38.800]  他患了癌症
[00:09:38.800 --> 00:09:40.600]  但是他人很樂觀
[00:09:40.600 --> 00:09:41.800]  很知道神的恩惠
[00:09:41.800 --> 00:09:43.400]  所以常常都快樂
[00:09:43.400 --> 00:09:45.600]  有些時候人去探望他
[00:09:45.600 --> 00:09:48.000]  他反而帶給人很多的安慰
[00:09:48.000 --> 00:09:51.000]  是這樣的一個弟兄
[00:09:51.000 --> 00:09:54.400]  有一次當他在他的病床上
[00:09:54.400 --> 00:09:56.600]  這件事情是在他安息禮拜的時候
[00:09:56.600 --> 00:10:00.600]  一位很熟悉的弟兄說出來
[00:10:00.600 --> 00:10:03.800]  當他有一次身體很軟弱
[00:10:03.800 --> 00:10:05.800]  他都知道自己不行
[00:10:05.800 --> 00:10:07.600]  突然間昏迷了
[00:10:07.600 --> 00:10:10.200]  因此就被人送入醫院
[00:10:10.200 --> 00:10:11.800]  去到醫院的時候
[00:10:11.800 --> 00:10:13.400]  血壓很低
[00:10:13.400 --> 00:10:17.000]  大家都知道可能救不回來了
[00:10:17.000 --> 00:10:19.000]  在那個時候很奇妙
[00:10:19.000 --> 00:10:20.000]  過了一段時間
[00:10:20.000 --> 00:10:22.000]  突然間他又恢復了
[00:10:22.000 --> 00:10:25.000]  而且開始蘇醒了
[00:10:25.000 --> 00:10:26.600]  當他蘇醒的時候
[00:10:26.600 --> 00:10:28.400]  一位很熟悉的弟兄在旁邊
[00:10:28.400 --> 00:10:30.400]  有些家人在旁邊
[00:10:30.400 --> 00:10:33.400]  大家看到他一面望焉
[00:10:33.400 --> 00:10:36.400]  很不知如何是好
[00:10:36.400 --> 00:10:38.800]  大家不知道如何跟他說話
[00:10:38.800 --> 00:10:40.800]  但一位很認識他的弟兄
