
[00:00:00.000 --> 00:00:02.000]  我們也試過考試
[00:00:02.000 --> 00:00:04.640]  考試就是反映我們學習的東西
[00:00:04.640 --> 00:00:05.760]  是否學得到
[00:00:05.760 --> 00:00:07.760]  有多少可以運用出來
[00:00:07.760 --> 00:00:10.160]  又例如小朋友
[00:00:10.160 --> 00:00:12.640]  父母也會教小朋友
[00:00:12.640 --> 00:00:16.160]  不要隨便接受陌生人給你的糖果
[00:00:16.160 --> 00:00:18.160]  或者是小朋友給你的糖果
[00:00:18.160 --> 00:00:19.760]  因為小朋友的糖果
[00:00:19.760 --> 00:00:21.760]  是會被人家吃掉的
[00:00:21.760 --> 00:00:23.760]  所以我們也試過考試
[00:00:23.760 --> 00:00:25.760]  考試就是反映我們學習的東西
[00:00:25.760 --> 00:00:26.960]  是否學得到
[00:00:26.960 --> 00:00:28.960]  有多少可以運用出來
[00:00:28.960 --> 00:00:30.960]  例如糖果或玩具
[00:00:30.960 --> 00:00:32.960]  不是被人拐走的
[00:00:32.960 --> 00:00:36.960]  父母也會問小朋友
[00:00:36.960 --> 00:00:38.960]  如果有個叔叔或姨姨
[00:00:38.960 --> 00:00:40.960]  你不認識的,不太熟悉的
[00:00:40.960 --> 00:00:42.960]  給你糖果
[00:00:42.960 --> 00:00:44.960]  你要嗎
[00:00:44.960 --> 00:00:46.960]  小朋友通常很快會
[00:00:46.960 --> 00:00:48.960]  轉身
[00:00:48.960 --> 00:00:50.960]  就說不要
[00:00:50.960 --> 00:00:54.960]  不過他是不是真的會這樣做呢
[00:00:54.960 --> 00:00:56.960]  要真的試過才知道
[00:00:56.960 --> 00:01:00.960]  可能有一次在街上遇到一個人
[00:01:00.960 --> 00:01:02.960]  那個人看到你的小女兒挺有趣的
[00:01:02.960 --> 00:01:06.960]  於是就在袋子裡拿糖果出來
[00:01:06.960 --> 00:01:08.960]  給小朋友
[00:01:08.960 --> 00:01:10.960]  這個時候小朋友真的轉身
[00:01:10.960 --> 00:01:12.960]  手也不伸出來
[00:01:12.960 --> 00:01:14.960]  不願意接受糖果
[00:01:14.960 --> 00:01:16.960]  爸爸媽媽看到就知道
[00:01:16.960 --> 00:01:20.960]  這個小朋友真的聽父母所說的
[00:01:20.960 --> 00:01:22.960]  做出來了
[00:01:22.960 --> 00:01:24.960]  《生命記》六至八章記載了
[00:01:24.960 --> 00:01:26.960]  以色列人在曠野四十年
[00:01:26.960 --> 00:01:28.960]  受的試驗之後的事情
[00:01:28.960 --> 00:01:30.960]  我們今天會看第八章
[00:01:30.960 --> 00:01:32.960]  第八章其實有二十節
[00:01:32.960 --> 00:01:34.960]  我們只會看一至十節
[00:01:34.960 --> 00:01:36.960]  是上半段
[00:01:36.960 --> 00:01:38.960]  其實整體一至二十節
[00:01:38.960 --> 00:01:40.960]  是一個大段落
[00:01:40.960 --> 00:01:42.960]  但我們今天集中看頭十節
[00:01:42.960 --> 00:01:46.960]  看看神給我們在以色列人的試驗當中
[00:01:46.960 --> 00:01:48.960]  有什麼學習
[00:01:48.960 --> 00:01:50.960]  各位姐妹,神給我們有自由意志
[00:01:50.960 --> 00:01:52.960]  剛才主席祈禱的時候也說
[00:01:52.960 --> 00:01:54.960]  神啊,祢是全知的
[00:01:54.960 --> 00:01:56.960]  祢什麼都知道
[00:01:56.960 --> 00:01:58.960]  為什麼還要試驗我們
[00:01:58.960 --> 00:02:00.960]  看看我們行不行呢
[00:02:00.960 --> 00:02:02.960]  你有沒有這樣問過
[00:02:02.960 --> 00:02:08.960]  有時候我們真的要透過一個真實的場景試驗
[00:02:08.960 --> 00:02:11.960]  才可以展現我們內心的想法
[00:02:11.960 --> 00:02:14.960]  神也容許我們有自由的選擇
[00:02:14.960 --> 00:02:16.960]  在祂裡面是很豐富的
[00:02:16.960 --> 00:02:18.960]  是我們測不透的
[00:02:18.960 --> 00:02:20.960]  全知不代表我們是一個機械的公仔
[00:02:20.960 --> 00:02:22.960]  全部設定好程式
[00:02:22.960 --> 00:02:25.960]  為什麼今天兩點半回來崇拜呢
[00:02:25.960 --> 00:02:26.960]  是已經計劃好的
[00:02:26.960 --> 00:02:28.960]  不是,我們不是這樣的
[00:02:28.960 --> 00:02:30.960]  神給我們自由意志去選擇
[00:02:30.960 --> 00:02:32.960]  在未來當中
[00:02:32.960 --> 00:02:34.960]  神有很多的可能性
[00:02:34.960 --> 00:02:36.960]  所以祂也會透過我們的選擇
[00:02:36.960 --> 00:02:38.960]  在一個真實的場景裡試驗我們
[00:02:38.960 --> 00:02:39.960]  好像小朋友一樣
[00:02:39.960 --> 00:02:41.960]  在街上遇到一個陌生人
[00:02:41.960 --> 00:02:42.960]  他接不接受祂一樣
[00:02:42.960 --> 00:02:44.960]  那個測試讓父母知道
[00:02:44.960 --> 00:02:46.960]  他是否真的聽教
[00:02:46.960 --> 00:02:48.960]  透過測試
[00:02:48.960 --> 00:02:51.960]  可以幫助我們內心展現出來
[00:02:51.960 --> 00:02:53.960]  我們得到磨練進而成長
[00:02:53.960 --> 00:02:56.960]  預備好迎接更大的挑戰
[00:02:56.960 --> 00:02:58.960]  我們一起讀這個生命記
[00:02:58.960 --> 00:03:00.960]  打開聖經
[00:03:00.960 --> 00:03:03.960]  生命記我們去看的時候
[00:03:03.960 --> 00:03:05.960]  我們可以帶著這三點去看這個段落
[00:03:05.960 --> 00:03:07.960]  有這三個背景
[00:03:07.960 --> 00:03:08.960]  我不會詳細說
[00:03:08.960 --> 00:03:10.960]  不過你記住這三個重點去解讀
[00:03:10.960 --> 00:03:12.960]  第一,生命記的主旨是
[00:03:12.960 --> 00:03:13.960]  我們很熟悉的
[00:03:13.960 --> 00:03:15.960]  以色列人你要聽
[00:03:15.960 --> 00:03:18.960]  耶和華,我們的神是獨一的耶和華
[00:03:18.960 --> 00:03:23.960]  你要全心、全性、全力愛耶和華,你的神
[00:03:23.960 --> 00:03:26.960]  這是生命記六章四至五節的記載
[00:03:26.960 --> 00:03:28.960]  這是生命記最重要的一節
[00:03:28.960 --> 00:03:32.960]  第二,生命記的對象是給誰看的呢?
[00:03:32.960 --> 00:03:35.960]  不再是那些從埃及出來的人
[00:03:35.960 --> 00:03:40.960]  而是在曠野四十年成長的新一代
[00:03:40.960 --> 00:03:43.960]  他們是充滿可能性的一代
[00:03:43.960 --> 00:03:46.960]  他們承接了傳統,領受了信仰
[00:03:46.960 --> 00:03:48.960]  預備進入迦南地
[00:03:48.960 --> 00:03:50.960]  很多事情在他們前面
[00:03:50.960 --> 00:03:52.960]  有很多可能性可以發生的
[00:03:52.960 --> 00:03:53.960]  他們有一個美好的未來
[00:03:53.960 --> 00:03:54.960]  因為要進入迦南了
[00:03:54.960 --> 00:03:57.960]  第三,摩西是勸勉這些以色列人
[00:03:57.960 --> 00:04:01.960]  好像將軍對士兵作戰之前的柬埔會
[00:04:01.960 --> 00:04:04.960]  我們即將這樣去,這樣去,這樣去
[00:04:04.960 --> 00:04:05.960]  你這樣走
[00:04:05.960 --> 00:04:09.960]  又好像教練對球隊比賽之前的錦囊
[00:04:09.960 --> 00:04:11.960]  待會遇到對手,你記得要這樣做
[00:04:11.960 --> 00:04:13.960]  如果他這樣,你記得要這樣擋住他
[00:04:13.960 --> 00:04:17.960]  又好像父母親在孩子要遠行
[00:04:17.960 --> 00:04:19.960]  長大了,去外國讀書了
[00:04:19.960 --> 00:04:21.960]  之前的慈愛的叮嚀
[00:04:21.960 --> 00:04:23.960]  記得吃飯要吃什麼
[00:04:23.960 --> 00:04:25.960]  不要只吃零食
[00:04:25.960 --> 00:04:27.960]  不要那麼晚睡,穿一件衣服
[00:04:27.960 --> 00:04:29.960]  慈愛的叮嚀
[00:04:29.960 --> 00:04:31.960]  目的是希望以色列人
[00:04:31.960 --> 00:04:34.960]  他們保持有一個超越的視野
[00:04:34.960 --> 00:04:38.960]  這個超越視野可以幫助他們專注在神的帶領
[00:04:38.960 --> 00:04:41.960]  所以今天第一點和大家分享
[00:04:41.960 --> 00:04:44.960]  神給我們的試驗是什麼呢
[00:04:44.960 --> 00:04:47.960]  第一個試驗就是依靠的試驗
[00:04:47.960 --> 00:04:49.960]  What do you live by
[00:04:49.960 --> 00:04:52.960]  你真正依靠的是什麼
[00:04:52.960 --> 00:04:55.960]  請大家幫我讀出八章第三節
[00:04:55.960 --> 00:04:56.960]  預備起
[00:04:56.960 --> 00:04:58.960]  他使你
[00:04:58.960 --> 00:05:13.960]  (教學)
[00:05:13.960 --> 00:05:15.960]  人活著
[00:05:15.960 --> 00:05:19.960]  在八章三節中,其實在原文中重覆了兩次
[00:05:19.960 --> 00:05:22.960]  新漢語譯本,你可以看著新漢語譯本
[00:05:22.960 --> 00:05:24.960]  我讀新漢語譯本,看看分別
[00:05:24.960 --> 00:05:26.960]  他磨練你
[00:05:26.960 --> 00:05:40.960]  (教學)
[00:05:40.960 --> 00:05:42.960]  重點是人活著
[00:05:42.960 --> 00:05:43.960]  人怎樣活著
[00:05:43.960 --> 00:05:45.960]  What do you live by
[00:05:45.960 --> 00:05:47.960]  考驗是要我們看清楚
[00:05:47.960 --> 00:05:49.960]  在我們人生的路上
[00:05:49.960 --> 00:05:51.960]  誰才是我們可以依靠的
[00:05:51.960 --> 00:05:53.960]  當你沒有任何依靠
[00:05:53.960 --> 00:05:55.960]  你才會遇到真正的考驗
[00:05:55.960 --> 00:05:57.960]  測試到你是否真的學會
[00:05:57.960 --> 00:05:59.960]  你是否真的去依靠神
[00:05:59.960 --> 00:06:01.960]  我們其實都很會說
[00:06:01.960 --> 00:06:03.960]  我們相信神,我們跟神
[00:06:03.960 --> 00:06:05.960]  但是有困難來到的時候
[00:06:05.960 --> 00:06:09.960]  你才會展現真實的一面
[00:06:09.960 --> 00:06:13.960]  譬如病當中的無力感
[00:06:13.960 --> 00:06:15.960]  控制不到
[00:06:15.960 --> 00:06:17.960]  工作不順利
[00:06:17.960 --> 00:06:19.960]  失業的無奈
[00:06:19.960 --> 00:06:21.960]  有譬如
[00:06:21.960 --> 00:06:25.960]  夫妻無法生育兒女的苦惱
[00:06:25.960 --> 00:06:29.960]  甚至是生死的邊緣徘徊的時候
[00:06:29.960 --> 00:06:31.960]  面對人生的唏噓
[00:06:31.960 --> 00:06:33.960]  那些場景會令你問
[00:06:33.960 --> 00:06:35.960]  What do I live by
[00:06:35.960 --> 00:06:37.960]  我活著是為了什麼
[00:06:37.960 --> 00:06:39.960]  是以什麼而活
[00:06:39.960 --> 00:06:41.960]  我依靠的是什麼
[00:06:41.960 --> 00:06:42.960]  第三節大家看
[00:06:42.960 --> 00:06:44.960]  一開始有三個動詞
[00:06:44.960 --> 00:06:46.960]  很清楚地說了
[00:06:46.960 --> 00:06:48.960]  以色列人遇到這個曠野的考驗
[00:06:48.960 --> 00:06:50.960]  試驗
[00:06:50.960 --> 00:06:52.960]  其實是神的主動
[00:06:52.960 --> 00:06:54.960]  所以我們今天講題是神對人的試驗
[00:06:54.960 --> 00:06:56.960]  神做主動的
[00:06:56.960 --> 00:06:58.960]  是神使你受苦
