
[00:00:00.000 --> 00:00:09.000]  各位弟兄姊妹,各位弟兄姊妹,今天晚上我們繼續的領受詩篇裡面的信息。
[00:00:09.000 --> 00:00:12.000]  今天晚上我們繼續的領受詩篇裡面的信息。
[00:00:12.000 --> 00:00:20.000]  請大家翻到第十篇十九篇。請大家翻到第十篇十九篇。
[00:00:20.000 --> 00:00:37.000]  這篇十九篇,我們要從這篇詩裡面看神的四種言語。
[00:00:37.000 --> 00:00:52.000]  在日程表裡面,是寫著神的三種言語。請您把那個三字改成四字。
[00:00:52.000 --> 00:01:13.000]  神的四種言語,第一種的言語就是大自然,是大自然,神藉著大自然向我們講話,向我們發聲。
[00:01:13.000 --> 00:01:30.000]  這是第一節到第六節向我們講的。第二節這樣說,這日到那日發出言語。
[00:01:30.000 --> 00:01:46.000]  這日到那日發出言語,在整個的大自然裡面都在發出言語。在整個大自然裡面都是在發出言語。這種的言語是怎樣的言語呢?
[00:01:46.000 --> 00:02:08.000]  第三節,無言無語,也無聲音可聽,意思就是說,大自然的言語是無言之言,是無聲之聲。
[00:02:08.000 --> 00:02:32.000]  大自然的言語不是用耳朵來聽的,是用眼睛來聽的。我們觀看大自然的時候,我們看見何等偉大奇妙的創造。
[00:02:32.000 --> 00:02:56.000]  天地萬物都在那裡發生,我們用眼睛看的時候就聽見了。我們也用心來聽,我們聽見整個的大自然,像第一節所說的,出天書說神的榮耀。
[00:02:56.000 --> 00:03:16.000]  我們聽見整個大自然,像第一節所說的,出天書說神的榮耀。窮倉傳揚祂的手段,述說傳揚,這都是言語的意思。
[00:03:16.000 --> 00:03:40.000]  整個的大自然在那裡見證神,我們要詳細的分析一下來看,大自然如何的見證神呢?如何的傳說神的作為呢?
[00:03:40.000 --> 00:04:06.000]  第一方面,大自然在那裡述說神的偉大,我們注意第一節頭兩個字,出天書說神的榮耀。出天就是代表整個的宇宙。
[00:04:06.000 --> 00:04:25.000]  第四節說,祂的兩代通遍天下,這裡說的「祂」就是言語,這個言語的範圍通遍天下。
[00:04:25.000 --> 00:04:46.000]  這裡說的天下不單單是這個世界的天下,乃是第一節頭兩個字所說的,出天的天下。出天就是整個的宇宙。
[00:04:46.000 --> 00:05:11.000]  宇宙是多麼偉大!科學家告訴我們,這個宇宙的範圍,如果你要從宇宙的這一端到那一端去,要有十萬光年的旅程。
[00:05:11.000 --> 00:05:31.000]  光從這一端到那一端,要用十萬萬年才能夠到。光從這一邊到那一邊,要十萬萬年進度。光的速度大家都知道,一秒鐘十八萬六千英里。
[00:05:31.000 --> 00:05:53.000]  用這樣的速度進行,要用十萬萬年才能夠從宇宙的這一端到那一端。要用十萬萬年才能從宇宙這一邊到那一邊。這個宇宙在見證神的偉大。
[00:05:53.000 --> 00:06:17.000]  第二方面,這個宇宙在見證神的榮耀。書說神的榮耀,神的榮耀的意義非常的豐富。其中的一部分,就是美麗。
[00:06:17.000 --> 00:06:45.000]  你看這個大自然多麼美麗。美季都有不同的美麗。春天有春天的美麗。夏天有夏天的美麗。秋天有秋天的美麗。冬天有冬天的美麗。而且每一天裡面的美麗都在變化。
[00:06:45.000 --> 00:07:12.000]  有黎明的美麗。有日中的美麗。有黃昏的美麗。有晚上的美麗。有美麗的陽光。有美麗的月光。有美麗的星光。這個大自然是最偉大的藝術家的老師。
[00:07:12.000 --> 00:07:35.000]  所有的藝術家,都是向大自然學習。他們都要從大自然裡面吸取靈感。這個宇宙實在是述說神的美。
[00:07:35.000 --> 00:07:52.000]  神是一位美的神。祂是一位偉大的神。也是一位美的神。第三方面,宇宙在述說見證神的能力。
[00:07:52.000 --> 00:08:12.000]  這個宇宙在述說見證神的能力。請注意,第一節,沒有了兩個字。手段。窮倉傳揚他的手段。手段就是能力的意思。
[00:08:12.000 --> 00:08:37.000]  手段兩個字,在中文裡面用的不是太好。因為手段兩個字的聯想是不好的意思。某某人會用手段。我們看見這兩個字的時候,覺得不是太妥當。
[00:08:37.000 --> 00:08:56.000]  它的真正的意義就是能力。大自然在那裡見證神的能力。在約伯記二十六章第七節,那裡有很令人稀奇的一句話。
[00:08:56.000 --> 00:09:17.000]  那裡有一個很令人稀奇的一句話。就是神將大地,就是將地球懸在虛空。神就將這個大地,就是地球懸在虛空。這個地球有多重呢?我們難以思議。我們難以思想。難以想像。
[00:09:17.000 --> 00:09:40.000]  神用祂的能力,把這個地球懸在虛空。神用祂的能力將這個地球懸在虛空。不但將它懸起來,而是懸在虛空。並且是懸在虛空。這是令人驚奇的一句話。這句話的意義就是表達神無限的能力。
[00:09:40.000 --> 00:10:00.000]  這句話的意思就是表達神無限的能力。第四方面,這個宇宙在傳說見證神的信實。這個宇宙是傳說見證神的心性。信實。我們看第二節。我們看第二節。
[00:10:00.000 --> 00:10:27.000]  第一句,這日到那日發出言語。這日到那日,這就是日復一日。日夜的運轉不停止,是恆久不變的。
[00:10:27.000 --> 00:10:53.000]  整個天體的運行,是恆長的運行。這個整個宇宙的運行,是恆久的運行。這個天體運行,是恆久的運行。整個的所有的星球,所有的星球,都是按照它的常律,恆長不變的規律在那兒運行。
[00:10:53.000 --> 00:11:11.000]  在耶律密書三十三章,二十節,在那裡神用日月的運行,來見證祂的信實可靠。
[00:11:11.000 --> 00:11:30.000]  用這個日夜的運行,來見證祂的信實可靠。在那裡神說,如果太陽不再升起來,如果月亮不再升起來,祂神的應許就會改變。
[00:11:30.000 --> 00:11:53.000]  神不改變,好像日夜繼續的恆長不變的運行一樣。今天晚上我們睡覺,我們很放心,我們知道明天太陽會出來。
[00:11:53.000 --> 00:12:07.000]  神說,你們對我的信實也可以這樣放心。神在祂的偉大的創造裡面,顯出祂的信實可靠。
[00:12:07.000 --> 00:12:32.000]  地球為了太陽運行,每一天這個地球要有多少的行程呢?一百六十萬英里,這是地球運行的速度。
[00:12:32.000 --> 00:12:53.000]  每天一百六十萬英里,那麼祂環繞太陽一圈,要用三百六十五天,五小時,四十八分,四十八秒,永遠不會錯。
[00:12:53.000 --> 00:13:17.000]  一秒也不會錯,十分之一秒也不會錯。我這個表算是不錯了,但是兩個禮拜還要再校對一次。我不曉得你的表要多久校對一次。
[00:13:17.000 --> 00:13:31.000]  校對一次,有些人每天都要校對,有些人一個月校對一次,那就是好得不得了的。
[00:13:31.000 --> 00:13:56.000]  你想,我們的表裡面的機器很小,在那運行很容易正確。但是地球為了太陽轉,每天要跑一百六十萬英里,每年三百六十五天,一點差錯也沒有。
[00:13:56.000 --> 00:14:19.000]  十分之一秒的差錯也沒有。你能夠了解嗎?這種精確的程度,我們不可思議。神的信使也是這樣。我們可以信得過神。
[00:14:19.000 --> 00:14:40.000]  這是大自然向我們見證的話語。第五方面,大自然見證神的智慧。我們仍然看第二節目不了兩個字。
[00:14:40.000 --> 00:15:01.000]  這夜到那夜傳出知識,知識也包括智慧在內,在大自然裡面充滿了智慧,讓我們常常驚奇。
[00:15:01.000 --> 00:15:28.000]  我舉一個例子,一切都是熱脹冷縮,這是物理的定理,但是只有一種例外,就是水結冰的時候它漲起來,所以它的比重就減少了。
[00:15:28.000 --> 00:15:47.000]  能夠浮在水面上,為什麼有這個例外呢?所謂的要保存河裡面、海裡面、水塘裡面的生物,是要保守河裡面、海裡面、水塘裡面的生物。
[00:15:47.000 --> 00:16:10.000]  如果結冰就沉到底,結冰沉到底,那麼這水裡面所有的生物都要凍死。神用祂的智慧,無限的智慧來保守祂的創造。
[00:16:10.000 --> 00:16:28.000]  我舉一個例子,禪土司,把祂自己傳起來,那麼在這個繭裡面的那個蛾,怎麼樣出來呢?
[00:16:28.000 --> 00:16:47.000]  那個繭非常堅固,最有力量的人、最大力氣的人,也不能夠用手把繭撕開,那個蛾那麼軟弱,怎麼能夠出來呢?
[00:16:47.000 --> 00:16:56.000]  如果我是蛾,我一點辦法也沒有,我只能想永遠在這裡把死心塌地在裡面放著,
[00:16:56.000 --> 00:17:01.000]  但是蛾有一個很好的辦法,
[00:17:01.000 --> 00:17:10.000]  它的口裡面有一滴酸液,是很強的酸,
[00:17:10.000 --> 00:17:18.000]  等到它要出來的時候,它就把這一滴酸液吐出來,
[00:17:18.000 --> 00:17:24.000]  然後就把那個繭腐蝕了,就開一個洞,
[00:17:24.000 --> 00:17:33.000]  那個洞不太大也不太小,剛剛這個蛾可以鑽出來,
[00:17:33.000 --> 00:17:40.000]  如果太大,這個蛾出來太容易,不需要掙扎,
[00:17:40.000 --> 00:17:48.000]  它出來的時候就是癱瘓的,它不會飛的,如果那個洞太小,
[00:17:48.000 --> 00:17:55.000]  它掙扎了,掙扎出也出不來,那它還要死在裡面,
[00:17:55.000 --> 00:18:02.000]  所以那個洞不太大不太小,剛好給它出來,
[00:18:02.000 --> 00:18:09.000]  這是偶然的嗎?不是的,這是神的智慧,
[00:18:09.000 --> 00:18:19.000]  在大自然裡面充滿著無限的智慧,第六方面,
[00:18:19.000 --> 00:18:30.000]  大自然傳講見證神的設計,我們看第四節,
[00:18:30.000 --> 00:18:41.000]  末了一句,神在其間為太陽安設障目,
[00:18:41.000 --> 00:18:48.000]  我們從「安設」兩個字就想到「設計」,
[00:18:48.000 --> 00:18:55.000]  在宇宙裡面,我們清清楚楚看見「降心」,
[00:18:55.000 --> 00:19:02.000]  就是創造的智慧,
[00:19:02.000 --> 00:19:12.000]  它在那裡設計,設計得妥妥當當,讓我們驚奇,
[00:19:12.000 --> 00:19:21.000]  我也舉兩個例子,我們看見黃蜂,
[00:19:21.000 --> 00:19:26.000]  牠的巢是蠟造成的,
[00:19:26.000 --> 00:19:29.000]  牠從哪裡得到蠟呢?
[00:19:29.000 --> 00:19:34.000]  這個蠟在牠自己的身體裡面,
[00:19:34.000 --> 00:19:40.000]  牠需要蠟的時候,牠就把牠的翅膀伸開,
[00:19:40.000 --> 00:19:48.000]  很快地抖動,一秒鐘五千次,
[00:19:48.000 --> 00:19:51.000]  是我們眼睛看不出來的,
[00:19:51.000 --> 00:19:56.000]  牠的翅膀這樣震動的時候,
[00:19:56.000 --> 00:19:59.000]  牠身體發熱,
[00:19:59.000 --> 00:20:04.000]  牠身上的毛孔就開了,
[00:20:04.000 --> 00:20:13.000]  牠身體裡面的蠟就融化,就從毛孔裡面流出來,
[00:20:13.000 --> 00:20:20.000]  然後牠的身體就包住了,然後又乾了,
[00:20:20.000 --> 00:20:29.000]  黃蜂就用牠的腳,從牠的身體上把蠟刮下來,
[00:20:29.000 --> 00:20:35.000]  所以每一隻黃蜂造出來一堆一堆的蠟,
[00:20:35.000 --> 00:20:41.000]  然後牠就用這個蠟來建牠的蜂巢,
[00:20:41.000 --> 00:20:47.000]  而且牠建的蜂巢是六角形的,
[00:20:47.000 --> 00:20:50.000]  不是圓的,不是方的,
[00:20:50.000 --> 00:20:55.000]  不是任何其他的形式,
[00:20:55.000 --> 00:20:58.000]  永遠是六角形,
[00:20:58.000 --> 00:21:02.000]  為什麼呢?科學家的研究,
[00:21:02.000 --> 00:21:05.000]  他們有一個驚人的發現,
[00:21:05.000 --> 00:21:12.000]  他們發現六角形是所有的形體裡面最節省材料的,
[00:21:12.000 --> 00:21:22.000]  為什麼黃蜂有這樣高的智慧?
[00:21:22.000 --> 00:21:29.000]  牠為什麼懂得這樣高深的數學的計算?
[00:21:29.000 --> 00:21:33.000]  當然不是牠自己知道,
[00:21:33.000 --> 00:21:41.000]  是造物主宰把設計放在牠的裡面,
[00:21:41.000 --> 00:21:50.000]  第七方面,大自然述說見證神的愛,
[00:21:50.000 --> 00:21:58.000]  第五節,太陽如同新郎出洞房,
[00:21:58.000 --> 00:22:03.000]  這個用新郎新娘來形容,
[00:22:03.000 --> 00:22:07.000]  這是暗示愛的意義,
[00:22:07.000 --> 00:22:10.000]  在大自然裡頭,
[00:22:10.000 --> 00:22:12.000]  在大自然裡面,
[00:22:12.000 --> 00:22:14.000]  有愛的彰顯,
[00:22:14.000 --> 00:22:17.000]  神將牠的愛的本性,
[00:22:17.000 --> 00:22:23.000]  藉著牠的創造顯明出來,
[00:22:23.000 --> 00:22:26.000]  就好像母親的愛,
[00:22:26.000 --> 00:22:29.000]  是多麼偉大,
[00:22:29.000 --> 00:22:31.000]  感動我們,
[00:22:31.000 --> 00:22:35.000]  有一次我坐船,
[00:22:35.000 --> 00:22:41.000]  從北角到九龍城,
[00:22:41.000 --> 00:22:47.000]  船的航行時間大概二十分鐘,
[00:22:47.000 --> 00:22:50.000]  我坐在那裡的時候,
[00:22:50.000 --> 00:22:58.000]  就發現在我前面的隔開一排的凳子上,
[00:22:58.000 --> 00:23:01.000]  有一個夫人,
[00:23:01.000 --> 00:23:05.000]  她抱著她的寶寶,
[00:23:05.000 --> 00:23:08.000]  她在那裡緊緊地抱著寶寶,
[00:23:08.000 --> 00:23:13.000]  一直在那裡親寶寶,
[00:23:13.000 --> 00:23:17.000]  一會兒就親她一下,
[00:23:17.000 --> 00:23:20.000]  一會兒親她的眼睛,
[00:23:20.000 --> 00:23:21.000]  一會兒親她的鼻子,
[00:23:21.000 --> 00:23:22.000]  一會兒親她的口,
[00:23:22.000 --> 00:23:23.000]  一會兒親她的耳朵,
[00:23:23.000 --> 00:23:30.000]  一會兒親她的頭髮,
[00:23:30.000 --> 00:23:33.000]  我計算在那個二十分鐘裡面,
[00:23:33.000 --> 00:23:44.000]  她至少寫了快五十篇,
[00:23:44.000 --> 00:23:47.000]  我坐在那裡,
[00:23:47.000 --> 00:23:51.000]  心裡一直在笑,
[00:23:51.000 --> 00:23:54.000]  開始笑了,
[00:23:54.000 --> 00:23:57.000]  也很欣賞,
[00:23:57.000 --> 00:23:59.000]  也很感動,
[00:23:59.000 --> 00:24:02.000]  這是母親的愛,
[00:24:02.000 --> 00:24:07.000]  但是我再看看那個寶寶是不是漂亮呢?
[00:24:07.000 --> 00:24:10.000]  真的是說不出漂亮,
[00:24:10.000 --> 00:24:13.000]  如果是第二個女子,
[00:24:13.000 --> 00:24:17.000]  也不會這樣顯快,
[00:24:17.000 --> 00:24:18.000]  但是媽媽不同,
[00:24:18.000 --> 00:24:23.000]  媽媽看她自己的寶寶是最漂亮的,
[00:24:23.000 --> 00:24:26.000]  這是愛,
[00:24:26.000 --> 00:24:29.000]  愛是從哪裡來的呢?
[00:24:29.000 --> 00:24:32.000]  我們說的是天性,
[00:24:32.000 --> 00:24:34.000]  天性從哪裡來的呢?
[00:24:34.000 --> 00:24:38.000]  從創造的主宰那裡來的,
[00:24:38.000 --> 00:24:41.000]  如果祂這樣愛給我們,
[00:24:41.000 --> 00:24:45.000]  難道祂自己不了解愛嗎?
[00:24:45.000 --> 00:24:48.000]  難道神自己沒有愛嗎?
[00:24:48.000 --> 00:24:52.000]  那是想不通的事,
[00:24:52.000 --> 00:24:55.000]  第八方面,
[00:24:55.000 --> 00:25:02.000]  大自然在見證神所賜的喜樂,
[00:25:02.000 --> 00:25:04.000]  第五節,
[00:25:04.000 --> 00:25:06.000]  第二句,
[00:25:06.000 --> 00:25:12.000]  又如永時歡然登陸,
[00:25:12.000 --> 00:25:13.000]  歡然,
[00:25:13.000 --> 00:25:16.000]  是歡歡喜喜的,
[00:25:16.000 --> 00:25:23.000]  這兩個字表達出來在大自然裡面的喜樂,
[00:25:23.000 --> 00:25:28.000]  大自然裡面滿了音樂,
[00:25:28.000 --> 00:25:31.000]  我們聽見風的聲音,
[00:25:31.000 --> 00:25:35.000]  我們聽見海浪的聲音,
[00:25:35.000 --> 00:25:39.000]  我們聽見飛鳥的歌聲,
[00:25:39.000 --> 00:25:43.000]  我們聽見動物的歌聲,
[00:25:43.000 --> 00:25:47.000]  雖然有的時候他們的歌聲不像歌聲,
[00:25:47.000 --> 00:25:51.000]  但是各種的聲音配合起來,
[00:25:51.000 --> 00:26:01.000]  成了一個奇妙的,偉大的,難以形容的合唱,
[00:26:01.000 --> 00:26:05.000]  我記得我在中學唸書的時候,
[00:26:05.000 --> 00:26:13.000]  那個時候每間中學都有歌詠團,
[00:26:13.000 --> 00:26:16.000]  當時最流行的一首合唱曲,
[00:26:16.000 --> 00:26:19.000]  就是趙元潤先生寫的《海韻》,
