
[00:00:00.000 --> 00:00:02.920]  大家或許會想起我們今次的季度
[00:00:02.920 --> 00:00:04.800]  四至六月有一個主題
[00:00:04.800 --> 00:00:07.080]  不知道大家是否記得這個主題
[00:00:07.080 --> 00:00:08.440]  這個主題是說到
[00:00:08.440 --> 00:00:10.440]  作個禱告人
[00:00:10.440 --> 00:00:14.200]  在聖靈裡行切禱告
[00:00:14.200 --> 00:00:17.200]  所以我們真的很盼望四至六月
[00:00:17.200 --> 00:00:18.720]  神感動我們的心
[00:00:18.720 --> 00:00:21.040]  更加懂得以切禱告
[00:00:21.040 --> 00:00:25.360]  而認識禱告是神給我們最大的恩惠
[00:00:25.360 --> 00:00:27.600]  亦都經歷禱告的真實
[00:00:27.600 --> 00:00:29.440]  很多時候我們都會說
[00:00:29.440 --> 00:00:32.720]  基督徒看祈禱好像看呼吸一樣
[00:00:32.720 --> 00:00:36.720]  禱告就是基督徒生命的呼吸
[00:00:36.720 --> 00:00:39.960]  有些朋友他們發覺早上起床之後
[00:00:39.960 --> 00:00:42.160]  連整天都很疲倦
[00:00:42.160 --> 00:00:44.360]  沒有精神好像沒有睡過一樣
[00:00:44.360 --> 00:00:46.360]  後來他們檢查身體就發覺
[00:00:46.360 --> 00:00:47.840]  原來有一個問題
[00:00:47.840 --> 00:00:49.200]  是什麼?
[00:00:49.200 --> 00:00:51.360]  是睡眠窒息症
[00:00:51.360 --> 00:00:54.480]  半夜的時候都不知道自己窒息了很多次
[00:00:54.480 --> 00:00:57.520]  所以睡完之後好像沒有睡過一樣
[00:00:57.840 --> 00:00:59.960]  因此他們早上起床很疲倦
[00:00:59.960 --> 00:01:01.600]  一個基督徒
[00:01:01.600 --> 00:01:03.400]  當你的屬靈生命
[00:01:03.400 --> 00:01:06.880]  沒有一個正常的禱告生活的時候
[00:01:06.880 --> 00:01:09.800]  你發覺你雖然是基督徒
[00:01:09.800 --> 00:01:11.520]  但是生命很乏力
[00:01:11.520 --> 00:01:14.880]  整個屬靈生命沒有了一種活力
[00:01:14.880 --> 00:01:16.200]  甚至呆滯
[00:01:16.200 --> 00:01:17.920]  很多時候要想
[00:01:17.920 --> 00:01:20.800]  我有沒有一個正常的禱告生活
[00:01:20.800 --> 00:01:23.040]  我有沒有在靈裡面呼吸
[00:01:23.040 --> 00:01:26.120]  真的上上依靠神仰望神來生活
[00:01:26.720 --> 00:01:29.920]  兄弟姐妹不要當作一件理論上的事情
[00:01:29.920 --> 00:01:31.920]  讓你幫自己去實踐
[00:01:31.920 --> 00:01:33.480]  去學習去經歷
[00:01:33.480 --> 00:01:37.720]  讓你的禱告帶給你有豐盛和活潑的生命
[00:01:37.720 --> 00:01:40.960]  這正是今天我們要思想的一個重要的題目
[00:01:40.960 --> 00:01:44.040]  就是當我們看到迦南女子的時候
[00:01:44.040 --> 00:01:46.560]  她的愛、她的信心
[00:01:46.560 --> 00:01:49.360]  她怎樣為她的女兒代求
[00:01:49.360 --> 00:01:51.440]  這三者的關係是怎樣
[00:01:51.440 --> 00:01:53.200]  我們大家一起來思想
[00:01:53.200 --> 00:01:56.120]  我們首先看看這段經文的處境
[00:01:56.320 --> 00:01:58.840]  大家先看前面十五章第一節
[00:01:58.840 --> 00:02:02.280]  在第一節聖經就說
[00:02:02.280 --> 00:02:05.320]  有法利塞人和經學家
[00:02:05.320 --> 00:02:08.600]  從耶路撒冷前來問耶穌
[00:02:08.600 --> 00:02:10.480]  我們正在讀新譯本的經文
[00:02:10.480 --> 00:02:12.720]  在聖經裡面提到當時
[00:02:12.720 --> 00:02:15.400]  當主耶穌在隔離撒勒的地區
[00:02:15.400 --> 00:02:16.680]  在那個地區裡面
[00:02:16.680 --> 00:02:20.600]  有一些從南方耶路撒冷上來的經學家
[00:02:20.600 --> 00:02:22.160]  和法利塞人
[00:02:22.160 --> 00:02:25.040]  他們就來挑起很多問題
[00:02:25.320 --> 00:02:27.240]  其實他們想攻擊耶穌
[00:02:27.240 --> 00:02:28.880]  他們查問
[00:02:28.880 --> 00:02:32.760]  為什麼你的門徒不會洗手呢?
[00:02:32.760 --> 00:02:36.680]  為什麼他們違背古人的傳統呢?
[00:02:36.680 --> 00:02:40.720]  其實這些問題暗中是在攻擊耶穌
[00:02:40.720 --> 00:02:42.960]  攻擊他的門徒
[00:02:42.960 --> 00:02:44.600]  而從而攻擊他
[00:02:44.600 --> 00:02:46.200]  在整個過程當中
[00:02:46.200 --> 00:02:48.400]  耶穌體會到一種處境
[00:02:48.400 --> 00:02:51.320]  或者他也會想到自己在世上的時間
[00:02:51.320 --> 00:02:53.360]  也會因此很短
[00:02:53.360 --> 00:02:56.200]  因為他面對著的攻擊會越來越大
[00:02:56.200 --> 00:02:59.200]  因此他就決心離開了這個地區
[00:02:59.200 --> 00:03:02.520]  帶著門徒去到一個安靜的環境
[00:03:02.520 --> 00:03:04.680]  我相信他的心在想
[00:03:04.680 --> 00:03:08.120]  要有空間趁著他仍在生的時候
[00:03:08.120 --> 00:03:10.240]  去培育他的門徒
[00:03:10.240 --> 00:03:12.920]  因此他就離開了這個地方
[00:03:12.920 --> 00:03:14.320]  向北邊去
[00:03:14.320 --> 00:03:17.080]  去到聖經所說的推羅西頓
[00:03:17.080 --> 00:03:19.480]  也是尼巴嫩的南部
[00:03:19.480 --> 00:03:21.800]  後來他經過了這個地方
[00:03:21.800 --> 00:03:23.560]  然後向東去
[00:03:23.560 --> 00:03:24.760]  再南下
[00:03:24.760 --> 00:03:27.480]  然後回到加利利湖的東邊
[00:03:27.480 --> 00:03:28.880]  但無論如何
[00:03:28.880 --> 00:03:31.480]  他所要去的地方是一個外族人的地方
[00:03:31.480 --> 00:03:35.120]  他想避開很多很多的群眾
[00:03:35.120 --> 00:03:37.080]  在馬考弗音
[00:03:37.080 --> 00:03:38.360]  大家可能也知道
[00:03:38.360 --> 00:03:40.760]  有另外的科幻書講述同一件事情
[00:03:40.760 --> 00:03:43.840]  聖經提到耶穌去了一個人的家
[00:03:43.840 --> 00:03:46.640]  然後在家裡
[00:03:46.640 --> 00:03:49.040]  他很想隱藏住
[00:03:49.040 --> 00:03:50.280]  不想別人知道
[00:03:50.280 --> 00:03:51.600]  但隱藏不住
[00:03:52.240 --> 00:03:55.840]  一位加南女士知道耶穌所在
[00:03:55.840 --> 00:03:56.960]  就來找他
[00:03:56.960 --> 00:03:58.600]  我們再看看聖經
[00:03:58.600 --> 00:04:02.600]  在聖經第十五章第二十一節
[00:04:02.600 --> 00:04:05.200]  「耶穌離開那裡
[00:04:05.200 --> 00:04:06.840]  去到推羅西頓境內
[00:04:06.840 --> 00:04:09.360]  有一個加南的婦人從那地區出來
[00:04:09.360 --> 00:04:10.520]  喊著說
[00:04:10.520 --> 00:04:12.800]  主下大位的子孫可憐我吧
[00:04:12.800 --> 00:04:15.480]  我的女兒被鬼附得很苦」
[00:04:15.480 --> 00:04:18.880]  當時聖經提及這個女士是加南人
[00:04:18.880 --> 00:04:19.800]  是外族人
[00:04:20.080 --> 00:04:22.760]  但她稱耶穌為大位的子孫
[00:04:22.760 --> 00:04:28.040]  表明她是認識以色列人的舊恩盼望
[00:04:28.040 --> 00:04:30.840]  而相信耶穌基督是尼塞亞
[00:04:30.840 --> 00:04:34.200]  所以才會稱祂為大位的子孫
[00:04:34.200 --> 00:04:36.440]  當她這樣說之後
[00:04:36.440 --> 00:04:37.640]  我們發覺聖經提及到
[00:04:37.640 --> 00:04:40.480]  耶穌一句話也沒有回答她
[00:04:40.480 --> 00:04:41.960]  二十三節所說
[00:04:41.960 --> 00:04:44.920]  當耶穌不回答的時候
[00:04:44.920 --> 00:04:47.920]  但這個婦人就繼續跟著他們
[00:04:48.280 --> 00:04:50.480]  後來門徒好像忍不住
[00:04:50.480 --> 00:04:51.600]  很不安
[00:04:51.600 --> 00:04:53.040]  大家可以想像
[00:04:53.040 --> 00:04:55.800]  加上主耶穌總共有多少個男人在那裡呢?
[00:04:55.800 --> 00:04:58.360]  十三個
[00:04:58.360 --> 00:04:59.320]  十二個門徒
[00:04:59.320 --> 00:05:00.560]  十三個男士
[00:05:00.560 --> 00:05:03.040]  但有一個女士在後面一直哭
[00:05:03.040 --> 00:05:04.280]  一直跟著他們
[00:05:04.280 --> 00:05:06.600]  我想門徒有點尷尬
[00:05:06.600 --> 00:05:08.200]  不太好意思
[00:05:08.200 --> 00:05:10.480]  所以他們就開口跟耶穌說
[00:05:10.480 --> 00:05:12.800]  聖經所說的
[00:05:12.800 --> 00:05:14.480]  第二十三節中間
[00:05:15.240 --> 00:05:17.240]  門徒上前求祂說
[00:05:17.240 --> 00:05:18.520]  請叫祂走吧
[00:05:18.520 --> 00:05:22.040]  祂一直跟在我們後面喊叫
[00:05:22.040 --> 00:05:25.240]  他們這樣提出
[00:05:25.240 --> 00:05:29.840]  不表示他們一定要這個婦人走開
[00:05:29.840 --> 00:05:32.520]  只是希望耶穌做點事
[00:05:32.520 --> 00:05:34.520]  讓祂不要再煩我們
[00:05:34.520 --> 00:05:36.240]  打發她走
[00:05:36.240 --> 00:05:38.520]  聖經提到
[00:05:38.520 --> 00:05:40.520]  這個婦人似乎聽見
[00:05:40.520 --> 00:05:43.040]  主耶穌的說話
[00:05:43.040 --> 00:05:44.240]  第二十四節
[00:05:44.920 --> 00:05:45.920]  耶穌回答
[00:05:45.920 --> 00:05:50.000]  我被差顯示到以色列家的迷羊那裡
[00:05:50.000 --> 00:05:53.360]  當時耶穌是向著門徒來說話
[00:05:53.360 --> 00:05:55.720]  但這位婦人聽見之後
[00:05:55.720 --> 00:05:57.360]  她不但沒有離開
[00:05:57.360 --> 00:06:00.080]  然後立刻來到耶穌面前跪下
[00:06:00.080 --> 00:06:01.280]  再懇求
[00:06:01.280 --> 00:06:03.360]  然後主耶穌
[00:06:03.360 --> 00:06:05.720]  繼續向著門徒說
[00:06:05.720 --> 00:06:07.640]  那兒女的餅
[00:06:07.640 --> 00:06:09.040]  叼給小狗吃
[00:06:09.040 --> 00:06:10.520]  是不好的
[00:06:10.520 --> 00:06:13.640]  這位女士聽見耶穌所說之後
[00:06:14.080 --> 00:06:15.360]  也似乎明白
[00:06:15.360 --> 00:06:17.640]  沒錯這是一個合理的原因
[00:06:17.640 --> 00:06:19.240]  當然家裡有糧食
[00:06:19.240 --> 00:06:21.280]  先給自己的子女
[00:06:21.280 --> 00:06:24.680]  有剩餘的先給家中的小狗吃
[00:06:24.680 --> 00:06:25.760]  大家留心
[00:06:25.760 --> 00:06:27.440]  聖經本也說小狗
[00:06:27.440 --> 00:06:31.880]  也意味著這隻狗不是野地的野狗
[00:06:31.880 --> 00:06:33.880]  是家中的寵物
[00:06:33.880 --> 00:06:35.800]  耶穌說
[00:06:35.800 --> 00:06:37.880]  有一個很自然的理由
[00:06:37.880 --> 00:06:40.080]  就是會先給家人吃
[00:06:40.080 --> 00:06:41.840]  但婦人這時候
[00:06:41.960 --> 00:06:45.040]  想起另一個合理的原因
[00:06:45.040 --> 00:06:46.600]  二十七節
[00:06:46.600 --> 00:06:48.920]  她說主也視的
[00:06:48.920 --> 00:06:51.840]  不過小狗也吃主人卓子上
[00:06:51.840 --> 00:06:53.720]  掉下來的睡渣
[00:06:53.720 --> 00:06:56.920]  然後主耶穌很驚訝她的信心
[00:06:56.920 --> 00:06:58.200]  然後就說
[00:06:58.200 --> 00:07:01.720]  你的女兒這一刻就得醫治了
[00:07:01.720 --> 00:07:04.560]  我們看一段聖經的首腦體
[00:07:04.560 --> 00:07:06.480]  看到整個的過程
[00:07:06.480 --> 00:07:08.040]  我們就想幾件事情
[00:07:08.040 --> 00:07:10.120]  首先我們思想一下
[00:07:10.120 --> 00:07:11.680]  門徒和婦人
[00:07:11.680 --> 00:07:13.960]  都是曾經向耶穌求
[00:07:13.960 --> 00:07:16.800]  但他們的尋求有什麼分別呢?
[00:07:16.800 --> 00:07:19.360]  當門徒向耶穌說
[00:07:19.360 --> 00:07:20.520]  主耶穌說
[00:07:20.520 --> 00:07:22.200]  你叫她走吧
[00:07:22.200 --> 00:07:24.760]  她一直在我們後面喊叫
[00:07:24.760 --> 00:07:27.560]  我相信他們最主要的掛心
[00:07:27.560 --> 00:07:28.800]  就是覺得自己
[00:07:28.800 --> 00:07:31.800]  這一群人被他騷擾得很厲害
[00:07:31.800 --> 00:07:33.800]  很想耶穌打發他
[00:07:33.800 --> 00:07:36.000]  或者盡快幫一幫他
[00:07:36.000 --> 00:07:38.040]  讓他得到滿足之後離開
[00:07:39.080 --> 00:07:40.080]  這位弟兄
[00:07:40.080 --> 00:07:42.120]  當他一直在祈禱
[00:07:42.120 --> 00:07:43.240]  他向主耶穌祈禱
[00:07:43.240 --> 00:07:45.280]  主耶穌說求你醫治我太太
[00:07:45.280 --> 00:07:46.880]  她病得很慘
[00:07:46.880 --> 00:07:48.880]  不過我更慘
[00:07:48.880 --> 00:07:51.280]  因為我太太病了
[00:07:51.280 --> 00:07:52.480]  每天早上一早起床
[00:07:52.480 --> 00:07:54.080]  要帶弟弟上學
[00:07:54.080 --> 00:07:56.080]  還有這一陣子沒有人煮飯
[00:07:56.080 --> 00:07:57.600]  我每餐都吃飯盒
[00:07:57.600 --> 00:08:00.920]  當他在祈禱的時候
[00:08:00.920 --> 00:08:03.600]  可能他最掛心的未必是太太
[00:08:03.600 --> 00:08:07.320]  而是自己因此很多的麻煩
[00:08:07.320 --> 00:08:08.640]  很多的不便
[00:08:09.640 --> 00:08:11.440]  有些時候我們祈禱也是這樣
[00:08:11.440 --> 00:08:13.440]  我們好像為別人祈禱
[00:08:13.440 --> 00:08:14.640]  但其實
[00:08:14.640 --> 00:08:17.640]  骨子裡是為自己祈禱
[00:08:17.640 --> 00:08:20.640]  希望自己能夠少一點麻煩
[00:08:20.640 --> 00:08:22.040]  少一點困擾
[00:08:22.040 --> 00:08:25.640]  但不是真的為對方尋求
[00:08:25.640 --> 00:08:27.640]  但相對來說
[00:08:27.640 --> 00:08:29.040]  一位婦人
[00:08:29.040 --> 00:08:30.640]  當她禱告的時候
[00:08:30.640 --> 00:08:32.240]  有幾方面很明顯的表現
[00:08:32.240 --> 00:08:32.840]  第一
[00:08:32.840 --> 00:08:34.240]  她很迫切
[00:08:34.240 --> 00:08:36.040]  很狠切地祈禱
[00:08:36.040 --> 00:08:38.440]  大家看回聖經二十二節
[00:08:39.440 --> 00:08:42.440]  聖經提到她哭著說
[00:08:42.440 --> 00:08:45.440]  她在主的面前哀哭懇求
[00:08:45.440 --> 00:08:49.440]  很迫切地懇求主憐憫她的女兒
[00:08:49.440 --> 00:08:52.440]  然後當主耶穌說了話之後
[00:08:52.440 --> 00:08:53.440]  她沒有離開
[00:08:53.440 --> 00:08:55.440]  反而在二十五節說
[00:08:55.440 --> 00:08:58.440]  她就來到耶穌面前
[00:08:58.440 --> 00:08:59.440]  怎樣呢?
[00:08:59.440 --> 00:09:01.440]  她就跪下
[00:09:01.440 --> 00:09:04.440]  當時在一個家的家裡
[00:09:04.440 --> 00:09:05.440]  我們不知道周圍有多少人
