
[00:00:00.000 --> 00:00:05.240]  我們今天思想在弟兄姊妹之間彼此相愛的關係
[00:00:05.240 --> 00:00:08.800]  同時思想如何為自己負責
[00:00:08.800 --> 00:00:10.800]  大家都一定會知道在聖經裏面
[00:00:10.800 --> 00:00:15.800]  是常常勉勵我們要彼此相愛
[00:00:15.800 --> 00:00:17.880]  不單只是口裏這樣說
[00:00:17.880 --> 00:00:21.400]  而是靠著神我們可以實行出來
[00:00:21.400 --> 00:00:23.160]  當聖經說到彼此相愛的時候
[00:00:23.160 --> 00:00:28.400]  同時提醒我們不要來到去依賴別人的愛心
[00:00:28.400 --> 00:00:32.720]  而忘記了去做自己應當做的事情
[00:00:32.720 --> 00:00:34.440]  一個很簡單的比喻
[00:00:34.440 --> 00:00:36.080]  一個人當他病了
[00:00:36.080 --> 00:00:37.520]  他需要接受手術
[00:00:37.520 --> 00:00:39.880]  一個重的手術
[00:00:39.880 --> 00:00:41.240]  之後回到家裏
[00:00:41.240 --> 00:00:44.920]  他家人很細心地來愛護他、照料他
[00:00:44.920 --> 00:00:46.800]  他得到幫助
[00:00:46.800 --> 00:00:49.920]  但同時他也要為自己負責任
[00:00:49.920 --> 00:00:52.960]  他要留心自己的生活起居
[00:00:52.960 --> 00:00:54.840]  他要按照醫生給他的指示
[00:00:54.840 --> 00:00:57.120]  做一些適當的物理治療
[00:00:57.120 --> 00:01:02.160]  讓身體受傷的部份可以一步步恢復功能
[00:01:02.160 --> 00:01:05.440]  如果他只是依賴著家人的愛心
[00:01:05.440 --> 00:01:07.760]  而自己沒有負自己的責任
[00:01:07.760 --> 00:01:11.680]  他很難能夠有好的康復
[00:01:11.680 --> 00:01:17.120]  彼此相愛和為自己負責是並行的
[00:01:17.120 --> 00:01:21.120]  在聖經裏面常常將兩件事來到並排
[00:01:21.120 --> 00:01:26.680]  叫我們明白我們需要留心兩方面的同時的實行
[00:01:26.680 --> 00:01:29.040]  所以今天我們讀這段聖經提到
[00:01:29.040 --> 00:01:32.640]  就是在《貼索律迪加前書》第九節
[00:01:32.640 --> 00:01:35.880]  提到弟兄姊妹的相愛關係
[00:01:35.880 --> 00:01:36.880]  在先
[00:01:36.880 --> 00:01:41.720]  然後在第十節提到為自己負責任
[00:01:41.720 --> 00:01:45.280]  我們先看第九節
[00:01:45.280 --> 00:01:49.480]  「論道弟兄相愛,用不著人寫什麽給你們
[00:01:49.480 --> 00:01:54.120]  因為你們自己受了神的教導,要彼此相愛
[00:01:54.120 --> 00:01:59.080]  其實你們向全馬其頓所有的弟兄已經這樣行了
[00:01:59.080 --> 00:02:05.720]  但是弟兄們,我們勸你們要更加彼此相愛」
[00:02:05.720 --> 00:02:10.400]  當時「貼索律迪加教會」是很樂意按照神的吩咐
[00:02:10.400 --> 00:02:12.480]  來彼此相愛
[00:02:12.480 --> 00:02:14.600]  事實上他們的愛心很真實
[00:02:14.600 --> 00:02:19.520]  亦都淋到在那個地區很多其他的弟兄姊妹的身上
[00:02:19.520 --> 00:02:21.280]  保羅稱讚他們
[00:02:21.280 --> 00:02:23.600]  但保羅仍然要勸告他們
[00:02:23.600 --> 00:02:26.200]  「你們不要自滿
[00:02:26.200 --> 00:02:29.880]  不要以為自己已經做得非常好」
[00:02:29.880 --> 00:02:32.920]  所以他在第十節最後一句說話
[00:02:32.920 --> 00:02:38.200]  「我們勸你們要更加彼此相愛」
[00:02:38.200 --> 00:02:41.680]  和合本提到要更加勉勵
[00:02:41.680 --> 00:02:43.080]  不要自滿
[00:02:43.080 --> 00:02:46.280]  要按照主給我們的吩咐
[00:02:46.280 --> 00:02:51.280]  在更加愛心上再追求成長
[00:02:51.280 --> 00:02:55.520]  大家一定會記得當主耶穌和門徒洗腳的時候
[00:02:55.520 --> 00:02:57.160]  在為門徒洗腳的過程當中
[00:02:57.160 --> 00:02:59.080]  祂很清楚表達出
[00:02:59.080 --> 00:03:02.840]  祂說「你們知道我是你們的夫子
[00:03:02.840 --> 00:03:04.680]  是你們的主
[00:03:04.680 --> 00:03:07.400]  尚且為你們洗腳
[00:03:07.400 --> 00:03:11.560]  你們更當彼此洗腳」
[00:03:11.560 --> 00:03:14.320]  主耶穌很清楚表達出一個榜樣
[00:03:14.320 --> 00:03:16.520]  「我都為你們去洗腳
[00:03:16.520 --> 00:03:19.520]  你都應當學習我的榜樣
[00:03:19.520 --> 00:03:21.640]  彼此來洗腳」
[00:03:21.640 --> 00:03:23.280]  當然當時的洗腳
[00:03:23.280 --> 00:03:27.680]  同時是象徵著主耶穌將會為他們釘十字架
[00:03:27.680 --> 00:03:30.960]  是為了他們捨棄自己的生命
[00:03:30.960 --> 00:03:33.600]  因此勉勵我們學習祂的樣式
[00:03:33.600 --> 00:03:37.240]  來為別人付出代價
[00:03:37.240 --> 00:03:39.000]  在聖經裡說到彼此相愛的時候
[00:03:39.000 --> 00:03:41.680]  有一個很特別的表達
[00:03:41.680 --> 00:03:45.440]  羅馬書第十三章第八節這樣說
[00:03:45.440 --> 00:03:50.240]  聖經說「凡事都不可虧欠人」
[00:03:50.240 --> 00:03:52.880]  不要有什麼事情虧欠別人
[00:03:52.880 --> 00:03:54.200]  無論是金錢
[00:03:54.200 --> 00:03:58.560]  或者是別人有些事情借了給你
[00:03:58.560 --> 00:04:00.320]  或者是幫助你
[00:04:00.320 --> 00:04:03.040]  或者你需要來償還
[00:04:03.040 --> 00:04:04.680]  不要虧欠
[00:04:04.680 --> 00:04:08.440]  但唯有一件事情你可以虧欠
[00:04:08.440 --> 00:04:12.000]  聖經說「唯有在愛心上
[00:04:12.000 --> 00:04:14.480]  唯有在彼此相愛上
[00:04:14.480 --> 00:04:18.200]  要常以為虧欠」
[00:04:18.200 --> 00:04:21.560]  很特別提到當我們去愛護別人的時候
[00:04:21.560 --> 00:04:25.160]  不會覺得我處理好了
[00:04:25.160 --> 00:04:27.040]  我回應一切需要
[00:04:27.040 --> 00:04:30.680]  不是 聖經說要常以為虧欠
[00:04:30.680 --> 00:04:33.800]  有些好像是當你去愛別人的時候
[00:04:33.800 --> 00:04:38.760]  有些像是你要還債
[00:04:38.760 --> 00:04:41.800]  好像是你是應份做的
[00:04:41.800 --> 00:04:44.680]  你必須要付出
[00:04:44.680 --> 00:04:47.200]  也就是常以為虧欠
[00:04:47.200 --> 00:04:51.160]  好像是常常長久地虧欠了
[00:04:51.160 --> 00:04:53.960]  現在是付出來
[00:04:53.960 --> 00:04:57.200]  當然我們不需要帶著很內疚的心這樣做
[00:04:57.200 --> 00:05:00.120]  但聖經說在愛心的事上
[00:05:00.120 --> 00:05:02.200]  我們常有虧欠
[00:05:02.200 --> 00:05:07.960]  而勉勵我們的心繼續在愛心上勉勵自己
[00:05:07.960 --> 00:05:09.120]  不要自滿自足
[00:05:09.120 --> 00:05:10.280]  我也不錯
[00:05:10.280 --> 00:05:14.440]  而是按著神給你的機會
[00:05:14.440 --> 00:05:16.880]  你也要去付出
[00:05:16.880 --> 00:05:18.720]  因此你發覺聖經這樣提醒
[00:05:18.720 --> 00:05:20.320]  要更加勉勵
[00:05:20.320 --> 00:05:22.640]  要更加彼此相愛
[00:05:22.640 --> 00:05:26.200]  然後接著第十一節
[00:05:26.200 --> 00:05:27.400]  保羅說
[00:05:27.400 --> 00:05:30.440]  「又要立志過安靜的生活
[00:05:30.440 --> 00:05:33.600]  辦自己的事 親手作工
[00:05:33.600 --> 00:05:36.800]  正如我們從前吩咐過你們
[00:05:36.800 --> 00:05:38.080]  使你們行事為人
[00:05:38.080 --> 00:05:41.000]  可以得到愛人的尊敬
[00:05:41.000 --> 00:05:44.920]  自己也不會有什麼缺乏」
[00:05:44.920 --> 00:05:46.600]  在彼此相愛當中
[00:05:46.600 --> 00:05:49.320]  仍要自己辦理自己的事情
[00:05:49.320 --> 00:05:51.080]  為自己負責任
[00:05:51.080 --> 00:05:54.280]  也要供應自己所需要的
[00:05:54.280 --> 00:05:56.560]  保羅說要親手作工
[00:05:56.560 --> 00:05:59.280]  自己做一些實事
[00:05:59.280 --> 00:06:01.760]  我們香港人常常說要實幹
[00:06:01.760 --> 00:06:03.440]  要做一些實事
[00:06:03.440 --> 00:06:07.480]  不要只是口空談
[00:06:07.480 --> 00:06:09.480]  要實在地去做
[00:06:09.480 --> 00:06:10.480]  在這樣做的時候
[00:06:10.480 --> 00:06:13.600]  就產生到教徒生活的見證
[00:06:13.600 --> 00:06:14.960]  所以聖經說
[00:06:14.960 --> 00:06:17.920]  可以得到愛人的尊敬
[00:06:17.920 --> 00:06:22.760]  我們的生命與我們的生活是配合的
[00:06:22.760 --> 00:06:24.520]  能夠讓我們的生活證明
[00:06:24.520 --> 00:06:28.240]  我們真的是從生蒙恩得救的人
[00:06:28.240 --> 00:06:31.960]  然後在過程中自己也沒有缺乏
[00:06:31.960 --> 00:06:33.040]  大家會有些印象
[00:06:33.040 --> 00:06:34.800]  就是耶福所說的四章
[00:06:34.800 --> 00:06:36.880]  同樣說到類似的經文
[00:06:36.880 --> 00:06:39.880]  聖經說當你能夠為自己負責的時候
[00:06:39.880 --> 00:06:45.040]  就可以有如分給那缺乏的人
[00:06:45.040 --> 00:06:46.600]  自己可以有足夠
[00:06:46.600 --> 00:06:51.560]  同時有如可以支持那些有需要的人
