
[00:00:00.000 --> 00:00:05.000]  靜姐姐妹平安,我們今天繼續跟大家分享傳道書
[00:00:05.000 --> 00:00:10.000]  上一次說三章的時間,有一個題目叫做定時
[00:00:10.000 --> 00:00:15.000]  傳說書給我們一個訊息提醒
[00:00:15.000 --> 00:00:22.000]  定時不是宿命卵整定的意思
[00:00:22.000 --> 00:00:31.000]  調轉今天的題目,同時說的是無常,我們人生活的處境
[00:00:31.000 --> 00:00:38.000]  有暴露年齡的時代,80年代那些有首羅文的歌
[00:00:38.000 --> 00:00:40.000]  是怎樣的呢?
[00:00:40.000 --> 00:00:45.000]  知否世事常變,變還原是永恆
[00:00:45.000 --> 00:00:49.000]  驚得起浪起跌,我不太記得了
[00:00:49.000 --> 00:00:51.000]  當然有恆有不恆
[00:00:51.000 --> 00:00:54.000]  黃詹先生寫的歌詞
[00:00:54.000 --> 00:00:57.000]  很簡單,但又真的
[00:00:57.000 --> 00:01:01.000]  一邊看傳道書,想起這首歌的歌詞
[00:01:01.000 --> 00:01:03.000]  小時候不知道是怎樣解釋的
[00:01:03.000 --> 00:01:07.000]  好像在說人生的現象
[00:01:07.000 --> 00:01:14.000]  的確有學者說,讀完傳道書,40歲之後就會明白
[00:01:14.000 --> 00:01:18.000]  所以中間有些未夠,不用讀了
[00:01:18.000 --> 00:01:20.000]  反正我也不明白
[00:01:20.000 --> 00:01:26.000]  但我明白他的意思,40歲開始明白傳道書是說甚麼
[00:01:26.000 --> 00:01:29.000]  可能人生要有些時間,歷練,經驗
[00:01:29.000 --> 00:01:32.000]  原來真的是這樣的
[00:01:32.000 --> 00:01:37.000]  但我懷疑現在20至30歲都可以了
[00:01:37.000 --> 00:01:40.000]  因為世界變得很快
[00:01:40.000 --> 00:01:45.000]  有時我們不是很大年紀,可能已經感覺活了一世紀
[00:01:45.000 --> 00:01:47.000]  很累了
[00:01:47.000 --> 00:01:52.000]  香港人的工作時間好像比別人多三分一
[00:01:52.000 --> 00:01:56.000]  明明40歲已經做了60歲的工作時間
[00:01:56.000 --> 00:02:01.000]  或者近10至20年經歷的事是很多的
[00:02:01.000 --> 00:02:06.000]  不像以前看一套電影,回味了多少?
[00:02:06.000 --> 00:02:08.000]  幾年,甚至10年
[00:02:08.000 --> 00:02:14.000]  現在不是,看不及媒體的資訊
[00:02:14.000 --> 00:02:20.000]  上次提到生有事,死有事
[00:02:20.000 --> 00:02:24.000]  有很多既定的,但又是無常的
[00:02:24.000 --> 00:02:28.000]  好像重覆,但又是令我們意想不到
[00:02:28.000 --> 00:02:33.000]  我也是因為早幾天台灣地震
[00:02:33.000 --> 00:02:41.000]  我搜尋的時間發現原來1月有新聞已經說預計有地震
[00:02:41.000 --> 00:02:46.000]  台灣,我忘了是否說花蓮還是甚麼
[00:02:46.000 --> 00:02:48.000]  1月已經說了
[00:02:48.000 --> 00:02:51.000]  但剛剛4月地震,有沒有用呢?
[00:02:51.000 --> 00:02:57.000]  我預知我會死,但你會否不怕死呢?
[00:02:57.000 --> 00:03:04.000]  原來生命的場景、事情的無常不是我們意想不到
[00:03:04.000 --> 00:03:08.000]  一方面可能有時真的意想不到
[00:03:08.000 --> 00:03:14.000]  另一方面,就算你能猜到那種無常,也是令我們掌握不到
[00:03:14.000 --> 00:03:19.000]  這正是傳道書說,我們人生就是這樣
[00:03:19.000 --> 00:03:23.000]  定時很重要,講上帝的主權
[00:03:23.000 --> 00:03:29.000]  祂說了算,人不知道不肯定,甚至不明白
[00:03:29.000 --> 00:03:34.000]  所以不能預測,所以傳道書說虛空,有這意義
[00:03:34.000 --> 00:03:42.000]  不是你作主,生命有很多,也不是你掌控得到
[00:03:42.000 --> 00:03:49.000]  所以它想回到中心點,就是敬畏神
[00:03:49.000 --> 00:03:55.000]  我們知道約伯記傳道書,講智慧文學
[00:03:55.000 --> 00:04:02.000]  比較強調物質秩序,是神賜禮物給我們的
[00:04:02.000 --> 00:04:10.000]  在創造有秩序的區分,將地與海分開,空氣、水等等
[00:04:10.000 --> 00:04:17.000]  有一個主題,在物質秩序下,我們有定時,每人有自己的份
[00:04:17.000 --> 00:04:22.000]  所以基於這個理解,創造神學下
[00:04:22.000 --> 00:04:26.000]  其他功能秩序,因次事明比較容易了解
[00:04:26.000 --> 00:04:29.000]  善惡,道德秩序比較容易了解
[00:04:29.000 --> 00:04:36.000]  針研講了很多善惡、惡人、惡人、暴
[00:04:36.000 --> 00:04:42.000]  我們就像一個,救贖神學重要,不是沒有東西寫
[00:04:42.000 --> 00:04:47.000]  理論上的主理都掌握了,極度重要
[00:04:47.000 --> 00:04:54.000]  日光之上,日光之下,我們學習有智慧怎樣做人
[00:04:54.000 --> 00:05:02.000]  所以用一個說法,創造神學教我們做人
[00:05:02.000 --> 00:05:06.000]  所以普及,你看針研,不是因為是教徒才對
[00:05:06.000 --> 00:05:14.000]  有些講針研很有智慧的哲理,微信主題都覺得很有道理
[00:05:14.000 --> 00:05:21.000]  救贖神學教我們做教徒,我們做教徒都要努力
[00:05:21.000 --> 00:05:29.000]  創造神學,詩歌自慰書,要有智慧,即是學做人
[00:05:29.000 --> 00:05:33.000]  第一個比喻,近年很多人移民
[00:05:33.000 --> 00:05:37.000]  我有個神會老師,他都考過移民試
[00:05:37.000 --> 00:05:40.000]  我未考過,不知難不難考,有些考過
[00:05:40.000 --> 00:05:47.000]  他拿滿分,證明什麼事?證明他讀書很厲害
[00:05:47.000 --> 00:05:57.000]  但考移民試滿分代表你很適應,不會犯錯在移民地方生活?
[00:05:57.000 --> 00:06:03.000]  不一定,其實我們很多香港法例都不知道
[00:06:03.000 --> 00:06:07.000]  我們犯了法都不知道,以前說不要剪爛那張錢
[00:06:07.000 --> 00:06:11.000]  應該好像說不行,那張錢,你問我多少錢?
[00:06:11.000 --> 00:06:14.000]  好像是犯法,檢查一下好嗎?
[00:06:14.000 --> 00:06:20.000]  其實很多法例我們都不知道,以為沒問題
[00:06:20.000 --> 00:06:27.000]  究竟我們活在地上,日光之下,我們在跟什麼法則?
[00:06:27.000 --> 00:06:31.000]  聖經如果是我們人生,有人說說明書
[00:06:31.000 --> 00:06:35.000]  有人說是先至真正做人的道理
[00:06:35.000 --> 00:06:44.000]  所以如果我用加拿大考移民試的條例去日本生活,行不行?
[00:06:44.000 --> 00:06:48.000]  有些可能可以,有些就有問題
[00:06:48.000 --> 00:06:55.000]  兩個地方的法律,兩個地方的文化,或者做法都很不同
[00:06:55.000 --> 00:07:00.000]  所以今天我看師哥智慧書,我們嘗試理解我們作為一個人
[00:07:00.000 --> 00:07:05.000]  聖經上帝想跟我們說什麼?
[00:07:05.000 --> 00:07:10.000]  這個就是整個結構,人生的短暫微不足道
[00:07:10.000 --> 00:07:13.000]  第一章我們說到智慧不能找到人生意義
[00:07:13.000 --> 00:07:19.000]  做很多四個大範疇都滿足不了,第一至二章的時間
[00:07:19.000 --> 00:07:25.000]  上次說有關時間,定時,生有時,死有時
[00:07:25.000 --> 00:07:30.000]  很多事情都有它的時間,都是我們不能掌控到
[00:07:30.000 --> 00:07:35.000]  但我們就不要掌控,可以好好享受神給我們的那份
[00:07:35.000 --> 00:07:42.000]  還有有的那個祝福,神給我們要祝福,禮物來給我們
[00:07:42.000 --> 00:07:47.000]  所以到第三章十六節到六章十二節,其實是整本書的中心點
[00:07:47.000 --> 00:07:54.000]  它都是圍繞敬畏神,在日光之下我們的生命如何敬畏神
[00:07:54.000 --> 00:08:03.000]  今天不會說這麼多章,只能有限時間說三章十六節到四章十六節的經文
[00:08:03.000 --> 00:08:11.000]  第一章就說人生短暫,所以一開始定調就是虛空
[00:08:11.000 --> 00:08:15.000]  虛空我們知道不是空虛,空虛信耶穌就可以
[00:08:15.000 --> 00:08:20.000]  虛空就是說你信不信耶穌,人生的短暫不能掌控
[00:08:20.000 --> 00:08:27.000]  包括風、地、轉變、循環不息,我們都看不清不明白
[00:08:27.000 --> 00:08:30.000]  但我們如何找到人生意義呢?
[00:08:30.000 --> 00:08:34.000]  所以第二章所羅門,我們相信作者是
[00:08:34.000 --> 00:08:38.000]  他無論哲理、享樂、所有追求都不滿足
[00:08:38.000 --> 00:08:43.000]  但神不是叫我們不滿足,是叫我們不是要靠那些滿足
[00:08:43.000 --> 00:08:47.000]  那些不能滿足我們,在乎賜福的神給我們真正滿足
[00:08:47.000 --> 00:08:51.000]  這是在上帝創造主的主權之下去理解
[00:08:51.000 --> 00:08:55.000]  有些麻煩的,上帝喜歡的有時不是我們喜歡的
[00:08:55.000 --> 00:08:59.000]  是真的,承認也可以
[00:08:59.000 --> 00:09:09.000]  我們不明白,在上帝設計上,上次定時是說人生有神的定時
[00:09:09.000 --> 00:09:15.000]  有短暫但永恆,所以十一節說我們有困難也可能在這裡
[00:09:15.000 --> 00:09:21.000]  我們有永遠的觀念,神將永遠的觀念放在我們裡面
[00:09:21.000 --> 00:09:23.000]  所以我們不是今朝有酒今朝醉
[00:09:23.000 --> 00:09:29.000]  我們想歷史的君王追求永恆,長生不老
[00:09:29.000 --> 00:09:32.000]  有永遠的觀念我們就捨不得
[00:09:32.000 --> 00:09:35.000]  今世很多東西想捉住
[00:09:35.000 --> 00:09:41.000]  但又發覺無常或定時,生死都有定時
[00:09:41.000 --> 00:09:44.000]  只是我們捉不住,不能掌控
[00:09:44.000 --> 00:09:47.000]  但如何去到中心敬畏神呢?
[00:09:47.000 --> 00:09:53.000]  包括今天比較圍繞著如何理解世界道德的困惑
[00:09:53.000 --> 00:09:56.000]  意思是我們有標準有價值
[00:09:56.000 --> 00:10:00.000]  但我們發覺這個世界好像不是這樣
[00:10:00.000 --> 00:10:07.000]  很多令我們不同意受傷或困惑的地方
[00:10:07.000 --> 00:10:08.000]  困惑在什麼呢?
[00:10:08.000 --> 00:10:18.000]  我們看第三章,其實我們如果上整個傳道書
[00:10:18.000 --> 00:10:23.000]  三章十六至六章的經文是中心點敬畏神
[00:10:23.000 --> 00:10:28.000]  而這個段落也有一個中心點,一個結構在第五章
[00:10:28.000 --> 00:10:31.000]  今天就未分享到第五章
[00:10:31.000 --> 00:10:35.000]  我們上半章的兩章的經文是說
[00:10:35.000 --> 00:10:42.000]  這個世界不公平,這個世界有苦難和貧窮、窮困
[00:10:42.000 --> 00:10:45.000]  或者你很努力追求私的問題
[00:10:45.000 --> 00:10:48.000]  即使積蓄財富也好,有權勢也好
[00:10:48.000 --> 00:10:51.000]  原來也不能滿足到
[00:10:51.000 --> 00:10:52.000]  是怎樣呢?
[00:10:52.000 --> 00:10:59.000]  《泡泡》沒有經文,你看周刊或手機的聖經
[00:10:59.000 --> 00:11:03.000]  一開始或今天經文說的十六至二十二節
[00:11:03.000 --> 00:11:08.000]  神的審判,他說在日光之下在審判之處有奸惡
[00:11:08.000 --> 00:11:11.000]  在公義之處也有奸惡
[00:11:11.000 --> 00:11:16.000]  但第十七節說神是終極的審判者
[00:11:16.000 --> 00:11:21.000]  其實承接著十五節或之前經文
[00:11:21.000 --> 00:11:25.000]  其實定時暗示到世界就是這麼難掌控
[00:11:25.000 --> 00:11:27.000]  這麼有不公義的情況
[00:11:27.000 --> 00:11:31.000]  接著他直接在十六節說一個事實
[00:11:31.000 --> 00:11:35.000]  審判之處有奸惡,公義之處也有奸惡
[00:11:35.000 --> 00:11:39.000]  怎樣也有不好的東西,是真實存在
[00:11:39.000 --> 00:11:44.000]  而在這個事實,不公平不公義的世界裡
[00:11:44.000 --> 00:11:48.000]  他有十七節第一個評語
[00:11:48.000 --> 00:11:50.000]  和十八至二十一節第二個評語
[00:11:50.000 --> 00:11:53.000]  第一個評語是說將來
[00:11:53.000 --> 00:11:56.000]  神將來會有他終極的審判
[00:11:56.000 --> 00:11:59.000]  上師從這個角度去回應
[00:11:59.000 --> 00:12:04.000]  現在我真的在遇到不公平不公義的處境
[00:12:04.000 --> 00:12:09.000]  怎樣呢?所有人都要承受面對審判
[00:12:09.000 --> 00:12:12.000]  包括思想動機
[00:12:12.000 --> 00:12:16.000]  可能有少少這個觀念令我們會好一點
[00:12:16.000 --> 00:12:20.000]  即使剋下受苦困難的時刻
[00:12:20.000 --> 00:12:25.000]  上師去理解創造的神學
[00:12:25.000 --> 00:12:30.000]  讓我們看到神對人的選擇是有意義的
[00:12:30.000 --> 00:12:32.000]  從救贖神學去回應
[00:12:32.000 --> 00:12:35.000]  我們更加明白有永生的盼望
[00:12:35.000 --> 00:12:39.000]  人在神創造的計劃有獨特的意義
[00:12:39.000 --> 00:12:43.000]  雖然人是不能夠靠自己去明白
[00:12:43.000 --> 00:12:45.000]  除非你和神建立這種關係
[00:12:45.000 --> 00:12:50.000]  你才能尋求祂賦予我們的生命意義
[00:12:50.000 --> 00:12:58.000]  神現在藉著這個現象要顯明甚麼呢?
[00:12:58.000 --> 00:13:02.000]  就是在傳道者或作者上的第二個回應
[00:13:02.000 --> 00:13:04.000]  他說神將來會審判
[00:13:04.000 --> 00:13:07.000]  但神現在藉著這個現象要說
[00:13:07.000 --> 00:13:10.000]  這是甚麼?經文第十八節說
[00:13:10.000 --> 00:13:19.000]  心裡說:這是乃為世人的緣故
[00:13:19.000 --> 00:13:22.000]  第二個心裡說,他第二個評語
[00:13:22.000 --> 00:13:24.000]  是神要試驗他們
[00:13:24.000 --> 00:13:26.000]  原來有一個試驗測試的目的
[00:13:26.000 --> 00:13:31.000]  測試試驗就像篩選、挑選、練證的過程
[00:13:31.000 --> 00:13:34.000]  神容許世上不公平不公義的事
[00:13:34.000 --> 00:13:38.000]  是讓人清楚了解人沒有了神是怎樣
[00:13:38.000 --> 00:13:40.000]  在十八節後他說
[00:13:40.000 --> 00:13:44.000]  使他們覺得自己不過像獸一樣
[00:13:44.000 --> 00:13:47.000]  因為世人遭遇,獸也遭遇
[00:13:47.000 --> 00:13:48.000]  所遭遇都是一樣
