
[00:00:00.000 --> 00:00:04.000]  今天晚上我們來到第六座山和第七座山。
[00:00:04.000 --> 00:00:08.000]  今天晚上我們來到第六座山與第七座山。
[00:00:08.000 --> 00:00:11.000]  在這兩座山上所發生的事情,
[00:00:11.000 --> 00:00:14.000]  在這兩座山上所發生的事情,
[00:00:14.000 --> 00:00:18.000]  幫助我們體會靈層高處的經歷,
[00:00:18.000 --> 00:00:21.000]  幫助我們體會靈層高處的經歷。
[00:00:21.000 --> 00:00:24.000]  第六座山,第六座山,
[00:00:24.000 --> 00:00:27.000]  是摩利亞山,是摩利亞山,
[00:00:27.000 --> 00:00:31.000]  就是亞伯拉罕遷移殺的地方。
[00:00:31.000 --> 00:00:33.000]  在亞伯拉罕遷移殺的地方,
[00:00:33.000 --> 00:00:36.000]  這個山上的經歷,我們給它取一個名字。
[00:00:36.000 --> 00:00:39.000]  這個山上的經歷,我們為它取一個名字。
[00:00:39.000 --> 00:00:42.000]  完全的奉獻,完全的奉獻。
[00:00:42.000 --> 00:00:45.000]  亞伯拉罕完全的奉獻。
[00:00:45.000 --> 00:00:47.000]  亞伯拉罕完全的奉獻。
[00:00:47.000 --> 00:00:50.000]  他把最好的奉獻給耶和華,
[00:00:50.000 --> 00:00:53.000]  他把最好的奉獻給耶和華。
[00:00:53.000 --> 00:00:57.000]  亞伯拉罕完全奉獻的愛,有什麼表現呢?
[00:00:57.000 --> 00:01:00.000]  亞伯拉罕完全奉獻的愛,有什麼表現呢?
[00:01:00.000 --> 00:01:03.000]  最終的愛,在這一章裡面,
[00:01:03.000 --> 00:01:05.000]  有些很寶貴的要點。
[00:01:05.000 --> 00:01:09.000]  這一種愛,在這一章裡面,有很寶貴的意思。
[00:01:09.000 --> 00:01:12.000]  我們按照時間和許可的來領受。
[00:01:12.000 --> 00:01:15.000]  我們按照時間和許可的來領受。
[00:01:15.000 --> 00:01:19.000]  亞伯拉罕完全奉獻的愛的第一點,
[00:01:19.000 --> 00:01:22.000]  亞伯拉罕完全奉獻愛的第一點,
[00:01:22.000 --> 00:01:26.000]  第一點就是他的愛受得起考驗。
[00:01:26.000 --> 00:01:30.000]  就是這個愛受得起考驗,第一點。
[00:01:30.000 --> 00:01:34.000]  第一點,解釋以後,
[00:01:34.000 --> 00:01:41.000]  正要試驗亞伯拉罕,
[00:01:41.000 --> 00:01:45.000]  亞伯拉罕經過了最厲害的試驗。
[00:01:45.000 --> 00:01:48.000]  亞伯拉罕經過最厲害的試驗,
[00:01:48.000 --> 00:01:51.000]  經過試驗以後,
[00:01:51.000 --> 00:01:56.000]  證明他受得起試驗,
[00:01:56.000 --> 00:02:02.000]  證明了他對神的真實的愛,
[00:02:02.000 --> 00:02:06.000]  愛是要經過試驗,
[00:02:06.000 --> 00:02:12.000]  然後才能夠證明是真實的,
[00:02:12.000 --> 00:02:17.000]  每個人都感覺自己愛神,
[00:02:17.000 --> 00:02:22.000]  有的人的愛不過是感覺而已,
[00:02:22.000 --> 00:02:27.000]  他的愛一受試驗就垮了,
[00:02:27.000 --> 00:02:31.000]  一受試驗就消失了,
[00:02:31.000 --> 00:02:36.000]  我們的愛要受很多的試驗,
[00:02:36.000 --> 00:02:40.000]  好像受時間的考驗,
[00:02:40.000 --> 00:02:44.000]  好像受環境的考驗,
[00:02:44.000 --> 00:02:47.000]  有的時候我們周圍看看,
[00:02:47.000 --> 00:02:49.000]  我們發現,
[00:02:49.000 --> 00:02:53.000]  五年前熱心愛著的弟兄姊妹,
[00:02:53.000 --> 00:02:55.000]  現在不見了,
[00:02:55.000 --> 00:02:59.000]  五年前熱心愛著的弟兄姊妹現在不見了,
[00:02:59.000 --> 00:03:06.000]  五年的試驗有很多人受不住,
[00:03:06.000 --> 00:03:09.000]  環境改變的時候,
[00:03:09.000 --> 00:03:14.000]  有很多人被環境打倒,
[00:03:14.000 --> 00:03:19.000]  在順利的環境裡面愛著,
[00:03:19.000 --> 00:03:23.000]  當著稍微瘦削一點,
[00:03:23.000 --> 00:03:27.000]  好像那一首詩所說的,
[00:03:27.000 --> 00:03:31.000]  他的愛就消失了,
[00:03:31.000 --> 00:03:36.000]  他的愛就變成抱怨,
[00:03:36.000 --> 00:03:41.000]  在前兩個禮拜,
[00:03:41.000 --> 00:03:46.000]  我遇見一位巴黎的弟兄,
[00:03:46.000 --> 00:03:55.000]  他不久以前回過大陸的浙江溫州,
[00:03:55.000 --> 00:03:57.000]  他說在那裡,
[00:03:57.000 --> 00:04:00.000]  他參加一個聚會,
[00:04:00.000 --> 00:04:03.000]  有四百人參加,
[00:04:03.000 --> 00:04:06.000]  在那個聚會裡面,
[00:04:06.000 --> 00:04:10.000]  弟兄姊妹熱切禱告,
[00:04:10.000 --> 00:04:14.000]  有的人問這位弟兄說,
[00:04:14.000 --> 00:04:19.000]  他們禱告的時候是不是很小聲音呢?
[00:04:19.000 --> 00:04:22.000]  他說真相反,
[00:04:22.000 --> 00:04:25.000]  他們很大聲的禱告,
[00:04:25.000 --> 00:04:28.000]  他們真的禱告,
[00:04:28.000 --> 00:04:30.000]  他們強的禱告,
[00:04:30.000 --> 00:04:35.000]  稍微慢一點就沒有機會禱告,
[00:04:35.000 --> 00:04:39.000]  這些弟兄姊妹,
[00:04:39.000 --> 00:04:42.000]  受了環境的考驗,
[00:04:42.000 --> 00:04:45.000]  仍然站得住,
[00:04:45.000 --> 00:04:49.000]  仍然沒有愛著的心,
[00:04:49.000 --> 00:04:52.000]  他們的信心站得住,
[00:04:52.000 --> 00:04:54.000]  他們愛著的心,
[00:04:54.000 --> 00:04:57.000]  仍然堅強,
[00:04:57.000 --> 00:05:04.000]  亞伯拉罕的愛是受得起試驗的,
[00:05:04.000 --> 00:05:06.000]  第二點,
[00:05:06.000 --> 00:05:19.000]  亞伯拉罕的愛是計算代價,而又不計代價的愛,
[00:05:19.000 --> 00:05:22.000]  我們看第二點,
[00:05:22.000 --> 00:05:25.000]  在這裡我們看一句重複的話,
[00:05:25.000 --> 00:05:28.000]  在這裡我們看一句重複的話,
[00:05:28.000 --> 00:05:30.000]  神對亞伯拉罕說,
[00:05:30.000 --> 00:05:31.000]  神對亞伯拉罕說,
[00:05:31.000 --> 00:05:33.000]  你的兒子,
[00:05:33.000 --> 00:05:37.000]  就是你獨生的兒子,
[00:05:37.000 --> 00:05:40.000]  就是你所愛的,
[00:05:40.000 --> 00:05:43.000]  就是與神,
[00:05:43.000 --> 00:05:47.000]  為什麼神這樣重複重複的講,
[00:05:47.000 --> 00:05:51.000]  為什麼神重複重複的講,
[00:05:51.000 --> 00:05:58.000]  難道神覺得亞伯拉罕的心還不夠痛嗎?
[00:05:58.000 --> 00:06:00.000]  每加一句,
[00:06:00.000 --> 00:06:06.000]  好像亞伯拉罕的心中加一刀,
[00:06:06.000 --> 00:06:15.000]  為什麼神這樣一句一句,一刀一刀的加上去,
[00:06:15.000 --> 00:06:19.000]  這是亞伯拉罕的代價,
[00:06:19.000 --> 00:06:27.000]  神要亞伯拉罕清楚自己的代價,
