
[00:00:00.000 --> 00:00:02.000]  我們回到剛才的聖經
[00:00:02.000 --> 00:00:06.280]  我們今天再次思想彼得前書第四章的經文
[00:00:06.280 --> 00:00:11.600]  亦是大家熟悉的一段經文
[00:00:11.600 --> 00:00:13.480]  彼得前書第四章
[00:00:13.480 --> 00:00:16.280]  其中第七到第十一節
[00:00:16.280 --> 00:00:18.080]  有多少節經文?
[00:00:18.080 --> 00:00:21.280]  只是短短的五節的聖經
[00:00:21.280 --> 00:00:22.480]  這五節的聖經
[00:00:22.480 --> 00:00:24.880]  當我們小心讀的時候就會發覺
[00:00:24.880 --> 00:00:28.200]  在裏面有很重要的訊息
[00:00:28.200 --> 00:00:30.760]  亦在整本聖經當中
[00:00:30.760 --> 00:00:33.280]  佔一個很重要的位置
[00:00:33.280 --> 00:00:36.400]  這段經文很精要地將教徒
[00:00:36.400 --> 00:00:38.480]  如何在教會裏面生活
[00:00:38.480 --> 00:00:41.240]  去清楚地講述出來
[00:00:41.240 --> 00:00:42.480]  亦引導我們知道
[00:00:42.480 --> 00:00:47.240]  如何在教會當中生活、侍奉
[00:00:47.240 --> 00:00:49.200]  所以我們今天一齊讀的時候
[00:00:49.200 --> 00:00:52.360]  求神都讓經文成為了我們的勉勵
[00:00:52.360 --> 00:00:55.200]  讓我們可以聽、明白
[00:00:55.200 --> 00:01:00.200]  又可以很真實地聽從神給我們的引導
[00:01:00.200 --> 00:01:01.600]  在經文一開始的時候
[00:01:01.600 --> 00:01:03.000]  大家會留意到
[00:01:03.000 --> 00:01:05.400]  講述一件很重要的事實
[00:01:05.400 --> 00:01:07.800]  第四章第七節
[00:01:07.800 --> 00:01:10.400]  萬物的結局近了
[00:01:10.400 --> 00:01:15.280]  所以你們要謹慎、警醒地禱告
[00:01:15.280 --> 00:01:16.640]  當彼得講述到
[00:01:16.640 --> 00:01:19.320]  在末世很多不同的事情
[00:01:19.320 --> 00:01:22.000]  然後他講述到信徒之間的關係
[00:01:22.000 --> 00:01:24.000]  弟兄姊妹之間的關係
[00:01:24.000 --> 00:01:26.800]  但他仍然很清楚強調
[00:01:26.800 --> 00:01:30.080]  萬物的結局近了
[00:01:30.080 --> 00:01:36.800]  這個世界的結局是會不同現在的
[00:01:36.800 --> 00:01:39.680]  我們不要以為這個世界的情況
[00:01:39.680 --> 00:01:41.600]  會永遠不變
[00:01:41.600 --> 00:01:43.440]  因為聖經很清楚地講
[00:01:43.440 --> 00:01:45.800]  主耶穌會再回來
[00:01:45.800 --> 00:01:49.080]  這個世界天地都要改變
[00:01:49.080 --> 00:01:52.080]  整個世界都要經歷那種改變
[00:01:52.080 --> 00:01:53.400]  聖經提及到
[00:01:53.400 --> 00:01:56.080]  當主再回來之前有很多的預兆
[00:01:56.080 --> 00:01:58.600]  大家讀聖經會留意到
[00:01:58.600 --> 00:02:00.080]  提及到饑荒
[00:02:00.080 --> 00:02:03.680]  提及到有地震等等
[00:02:03.680 --> 00:02:06.880]  最近我們都經歷一些比較特殊的天氣
[00:02:06.880 --> 00:02:08.480]  我們不算很嚴重
[00:02:08.480 --> 00:02:11.200]  但留意到整個世界不同地方
[00:02:11.200 --> 00:02:15.280]  你見到很多的很極端的天氣出現了
[00:02:15.280 --> 00:02:17.800]  很多人去問這個世界
[00:02:17.800 --> 00:02:20.080]  很多的變化
[00:02:20.080 --> 00:02:23.080]  究竟有甚麼訊息
[00:02:23.080 --> 00:02:25.880]  聖經提及到一種情況的時候
[00:02:25.880 --> 00:02:29.400]  是要人知道去準備自己
[00:02:29.400 --> 00:02:32.080]  來回應上帝
[00:02:32.080 --> 00:02:33.680]  去準備自己
[00:02:33.680 --> 00:02:37.480]  去安然地見這位上帝
[00:02:37.480 --> 00:02:38.280]  但聖經就說
[00:02:38.280 --> 00:02:40.880]  沒錯這個世界的結局會將近
[00:02:40.880 --> 00:02:44.080]  但聖經就提及一個事實
[00:02:44.080 --> 00:02:47.480]  就是很多人會不留意這個情況
[00:02:47.480 --> 00:02:50.480]  馬太科網提及到主耶穌再回來的時候
[00:02:50.480 --> 00:02:54.280]  就提及到歷史當中的羅亞的事情
[00:02:54.280 --> 00:02:55.680]  大家會記得聖經提及到
[00:02:55.680 --> 00:02:57.880]  當羅亞來到的時候
[00:02:57.880 --> 00:03:02.480]  聖經就說洪水掩蓋地面
[00:03:02.480 --> 00:03:03.880]  但當時的人
[00:03:03.880 --> 00:03:05.280]  聖經就提及到
[00:03:05.280 --> 00:03:09.280]  他說人照常的吃喝嫁娶
[00:03:09.280 --> 00:03:12.080]  照常的有他們平時的生活
[00:03:12.080 --> 00:03:13.680]  但不知不覺之間
[00:03:13.680 --> 00:03:17.480]  洪水突然間掩蓋大地
[00:03:17.480 --> 00:03:21.280]  他說這個時代都是這樣
[00:03:21.280 --> 00:03:23.080]  我們很多時候都會察覺到
[00:03:23.080 --> 00:03:25.880]  很多人有他自己人生的計劃
[00:03:25.880 --> 00:03:29.080]  很多自己的不同的活動
[00:03:29.080 --> 00:03:31.080]  好像以為這些一切
[00:03:31.080 --> 00:03:33.680]  都是他自己的掌握裏面
[00:03:33.680 --> 00:03:36.480]  但聖經就提醒要留意
[00:03:36.480 --> 00:03:39.880]  這個世界有一天要改變
[00:03:39.880 --> 00:03:42.280]  因此聖經就直接就說
[00:03:42.280 --> 00:03:45.080]  萬物的結局近了
[00:03:45.080 --> 00:03:52.080]  所以你們要謹慎警醒地祈禱
[00:03:52.080 --> 00:03:53.480]  如果真的相信
[00:03:53.480 --> 00:03:55.480]  真的知道這個世界的結局
[00:03:55.480 --> 00:03:57.280]  會接近的時候
[00:03:57.280 --> 00:04:00.680]  聖經就說你們要謹慎
[00:04:00.680 --> 00:04:02.080]  這裡所說的謹慎
[00:04:02.080 --> 00:04:05.280]  也都包含了節制的含義
[00:04:05.280 --> 00:04:07.080]  當我們讀到聖經的時候
[00:04:07.080 --> 00:04:09.880]  讀到聖靈的九個果子
[00:04:09.880 --> 00:04:12.280]  你會記得一開始是仁愛
[00:04:12.280 --> 00:04:16.680]  但到最後是節制
[00:04:16.680 --> 00:04:17.680]  有些人說
[00:04:17.680 --> 00:04:19.280]  基督徒的生活裏面
[00:04:19.280 --> 00:04:20.680]  很多時候體會
[00:04:20.680 --> 00:04:24.080]  可能今天最大的需要是節制
[00:04:24.080 --> 00:04:25.480]  是知道謹慎
[00:04:25.480 --> 00:04:29.680]  不容許自己隨便放縱自己的情慾
[00:04:29.680 --> 00:04:31.480]  也都不隨著這個環境
[00:04:31.480 --> 00:04:34.480]  很多不同的一些的習慣
[00:04:34.480 --> 00:04:37.680]  潮流拖著我們走
[00:04:37.680 --> 00:04:39.880]  說起節制我就想起一件事情
[00:04:39.880 --> 00:04:43.280]  有一次我有機會去一位弟兄的家
[00:04:43.280 --> 00:04:44.880]  去到他家的時候
[00:04:44.880 --> 00:04:48.680]  就發覺他家的電視機很特別
[00:04:48.680 --> 00:04:50.680]  不是特別大電視機
[00:04:50.680 --> 00:04:53.480]  但你看到電視機貼了一張紙
[00:04:53.480 --> 00:04:55.880]  我看一看這張紙很大張寫著
[00:04:55.880 --> 00:04:59.480]  No TV
[00:04:59.480 --> 00:05:01.280]  我笑一笑跟弟兄說
[00:05:01.280 --> 00:05:04.080]  怎麼了?不想看電視嗎?
[00:05:04.080 --> 00:05:07.080]  他看到自己沒有拔走紙
[00:05:07.080 --> 00:05:08.280]  很不好意思
[00:05:08.280 --> 00:05:09.080]  他說沒什麼
[00:05:09.080 --> 00:05:10.880]  最近真的看得太多
[00:05:10.880 --> 00:05:13.880]  要提醒自己不可以再看了
[00:05:13.880 --> 00:05:15.280]  接著他說一句話
[00:05:15.280 --> 00:05:19.880]  我要嘗試去禁食電視
[00:05:19.880 --> 00:05:23.880]  他說英文TV fasting
[00:05:23.880 --> 00:05:24.880]  當我聽他這樣說的時候
[00:05:24.880 --> 00:05:26.280]  我就會體會有些時候
[00:05:26.280 --> 00:05:28.480]  事實上你和我都會經歷
[00:05:28.480 --> 00:05:30.680]  有些事情我們知道
[00:05:30.680 --> 00:05:33.880]  不應該被它控制住自己
[00:05:33.880 --> 00:05:36.280]  或者說是佔據自己生活上
[00:05:36.280 --> 00:05:40.080]  很多的心思、我們的時間
[00:05:40.080 --> 00:05:41.680]  有些人就說
[00:05:41.680 --> 00:05:43.280]  他說什麼時候當我們體會到
[00:05:43.280 --> 00:05:47.280]  有一些事情是好像控制了我們
[00:05:47.280 --> 00:05:48.680]  佔據了我們
[00:05:48.680 --> 00:05:52.680]  可能我們是需要一些禁制的時間
[00:05:52.680 --> 00:05:55.480]  有些人就說我們未必需要TV fasting
[00:05:55.480 --> 00:05:58.080]  可能我要WhatsApp fasting
[00:05:58.080 --> 00:05:59.880]  有某一些事情
[00:05:59.880 --> 00:06:03.680]  給自己暫時放下它一段日子
[00:06:03.680 --> 00:06:08.680]  調教自己適當的運用的方向
[00:06:08.680 --> 00:06:13.080]  免得那件事情來控制自己
[00:06:13.080 --> 00:06:15.880]  保羅上上提醒我們一件事情
[00:06:15.880 --> 00:06:16.880]  聖經就說
[00:06:16.880 --> 00:06:18.680]  他說凡事都可行
[00:06:18.680 --> 00:06:20.680]  但不都有益處
[00:06:20.680 --> 00:06:21.680]  凡事都可行
[00:06:21.680 --> 00:06:24.280]  沒錯很多事情有它的價值
[00:06:24.280 --> 00:06:28.280]  但是絕對不容許它克制自己
[00:06:28.280 --> 00:06:30.080]  在面對末世的時候
[00:06:30.080 --> 00:06:33.280]  聖經就提醒我們要謹慎
[00:06:33.280 --> 00:06:35.680]  留心不會被一些事情
[00:06:35.680 --> 00:06:37.880]  是在克制自己
[00:06:37.880 --> 00:06:42.080]  以至我們失去了那種生命的自由
[00:06:42.080 --> 00:06:43.280]  在謹慎當中
[00:06:43.280 --> 00:06:45.280]  聖經就說警醒
[00:06:45.280 --> 00:06:49.080]  這個警醒是說一種心靈的清醒
[00:06:49.080 --> 00:06:51.480]  裡面是知道自己要走的路
[00:06:51.480 --> 00:06:52.880]  要做的事情
[00:06:52.880 --> 00:06:55.080]  不會模模糊糊地做了一些
[00:06:55.080 --> 00:06:59.880]  好像都不知道自己為什麼會做的事情
[00:06:59.880 --> 00:07:02.080]  當主在回流的時候
[00:07:02.080 --> 00:07:03.480]  聖經就說到
[00:07:03.480 --> 00:07:06.480]  他說一個的僕人
[00:07:06.480 --> 00:07:09.680]  如果他知道主人將會回來
[00:07:09.680 --> 00:07:13.680]  聖經在其中的《勞教課堂》十二章有提及到的
[00:07:13.680 --> 00:07:15.880]  就是當僕人知道主人
[00:07:15.880 --> 00:07:20.480]  會在晚上的婚宴半夜回來家裡
[00:07:20.480 --> 00:07:23.280]  在那個時候他就不會睡覺
[00:07:23.280 --> 00:07:25.880]  聖經說他束上腰
[00:07:25.880 --> 00:07:28.080]  而且點上燈
[00:07:28.080 --> 00:07:30.480]  是預備定主人回來的時候
[00:07:30.480 --> 00:07:35.080]  就會馬上開門服侍主人休息
[00:07:35.080 --> 00:07:36.280]  他說
[00:07:36.280 --> 00:07:39.680]  當我們什麼時候真的有一個謹慎的生活的時候
[00:07:39.680 --> 00:07:43.480]  就會可以有一種警覺
[00:07:43.480 --> 00:07:45.480]  而當主人回來的時候
[00:07:45.480 --> 00:07:47.280]  僕人可以立刻開門
[00:07:47.280 --> 00:07:50.680]  主人看見僕人警醒
[00:07:50.680 --> 00:07:54.480]  然後就會稱讚那個僕人
[00:07:54.480 --> 00:07:57.880]  這個僕人就有福了
[00:07:57.880 --> 00:08:00.080]  在生活上那份清醒
[00:08:00.080 --> 00:08:02.480]  也都表示自己內心裡面
[00:08:02.480 --> 00:08:05.680]  真的會留意到在自己生活上面
[00:08:05.680 --> 00:08:08.280]  有很多不同的試探
[00:08:08.280 --> 00:08:10.280]  或者是陷阱
[00:08:10.280 --> 00:08:13.880]  而警覺著不讓自己踩了下去
[00:08:13.880 --> 00:08:15.880]  警覺著不讓自己
[00:08:15.880 --> 00:08:19.680]  走在一些偏差的路上
[00:08:19.680 --> 00:08:25.880]  因此聖經提醒我們要去謹慎和警醒
[00:08:25.880 --> 00:08:27.680]  在謹慎警醒裡面
[00:08:27.680 --> 00:08:31.880]  聖經就說謹慎警醒地祈禱
[00:08:31.880 --> 00:08:35.080]  或者一個翻譯讓我們更加明白
[00:08:35.080 --> 00:08:39.080]  謹慎警醒以至我們能夠禱告
[00:08:39.080 --> 00:08:41.280]  我們都知道要禱告
[00:08:41.280 --> 00:08:43.280]  禱告的時候
[00:08:43.280 --> 00:08:45.680]  是幫助我們更加知道去依靠神
[00:08:45.680 --> 00:08:49.080]  面對著很多不同的試探和危險
[00:08:49.080 --> 00:08:51.280]  但是唯有一個人心裡面清醒
[00:08:51.280 --> 00:08:52.480]  看到自己的需要
[00:08:52.480 --> 00:08:54.680]  看到環境的危險
[00:08:54.680 --> 00:08:57.680]  才會知道去祈禱
[00:08:57.680 --> 00:09:00.280]  我曾經提及有一條領帶
[00:09:00.280 --> 00:09:02.680]  這條領帶有位朋友送給我
[00:09:02.680 --> 00:09:07.080]  這條領帶很特別就是有兩個英文字
[00:09:07.080 --> 00:09:09.880]  就是Watch and Pray
[00:09:09.880 --> 00:09:11.880]  Pray and Watch
[00:09:11.880 --> 00:09:14.680]  一個人當他心裡面警覺著的時候
[00:09:14.680 --> 00:09:17.480]  他會知道祈禱
[00:09:17.480 --> 00:09:18.680]  當他祈禱的時候
[00:09:18.680 --> 00:09:21.480]  他的心就更加知道警醒著
[00:09:21.480 --> 00:09:24.280]  來走他人生的路
[00:09:24.280 --> 00:09:25.880]  因此聖經說
[00:09:25.880 --> 00:09:27.480]  末日近了
[00:09:27.480 --> 00:09:29.480]  萬物的結局近了
[00:09:29.480 --> 00:09:34.480]  你們要謹慎警醒地去祈禱
[00:09:34.480 --> 00:09:37.480]  這個正是神對我們今天的提醒
[00:09:37.480 --> 00:09:41.080]  在今天很多混亂的生活裡面
[00:09:41.080 --> 00:09:45.280]  我們要警醒謹慎地祈禱
[00:09:45.280 --> 00:09:46.080]  然後第二方面
[00:09:46.080 --> 00:09:47.680]  聖經就繼續說
[00:09:47.680 --> 00:09:50.080]  在第八節
[00:09:50.080 --> 00:09:51.680]  他說最重要的
[00:09:51.680 --> 00:09:55.080]  最重要的是要彼此切實相愛
[00:09:55.080 --> 00:09:58.280]  因為愛能遮蓋許多的罪
[00:09:58.280 --> 00:10:00.480]  要去切實的相愛
[00:10:00.480 --> 00:10:02.280]  聖經第二方面就提
[00:10:02.280 --> 00:10:04.280]  我們的關係裡面
[00:10:04.280 --> 00:10:08.480]  要學習要實踐真實的相愛
[00:10:08.480 --> 00:10:11.680]  聖經不單單說一種彼此的愛護的關係
[00:10:11.680 --> 00:10:15.080]  而是說一種切實的相愛
