
[00:00:00.000 --> 00:00:03.440]  不禁不過我們講《爾忽所書》也講到第五章
[00:00:03.440 --> 00:00:08.120]  整個《爾忽所書》其實都是保羅在坐牢的時候
[00:00:08.120 --> 00:00:10.560]  所寫出的一封書信
[00:00:10.560 --> 00:00:13.640]  《爾忽所書》其實是講出一個可以說
[00:00:13.640 --> 00:00:17.920]  保羅怎樣讓我們明白什麼叫教會
[00:00:17.920 --> 00:00:20.080]  或者什麼叫信徒的生活
[00:00:20.080 --> 00:00:22.680]  這個信徒的群體組成的
[00:00:22.680 --> 00:00:25.760]  就是教會的特質
[00:00:25.760 --> 00:00:31.280]  在今天我們講《爾忽所書》第五章一至十四節
[00:00:31.280 --> 00:00:35.640]  保羅在第四章討論了信徒在教會裡面
[00:00:35.640 --> 00:00:37.840]  應該怎樣去生活的時候
[00:00:37.840 --> 00:00:39.680]  在第五章就開始討論
[00:00:39.680 --> 00:00:42.480]  究竟作為一個信徒的生命
[00:00:42.480 --> 00:00:44.520]  和一個未信耶穌的人的生命
[00:00:44.520 --> 00:00:46.600]  究竟有什麼不同的地方
[00:00:46.600 --> 00:00:52.480]  保羅在第一至十四節基本上用了兩個向度
[00:00:52.480 --> 00:00:58.560]  第一就是一個真正跟從上帝的人的整個生命
[00:00:58.560 --> 00:01:01.440]  活在主的愛當中
[00:01:01.440 --> 00:01:05.160]  第二方面一個信徒的整個生活
[00:01:05.160 --> 00:01:07.440]  活在光明的當中
[00:01:07.440 --> 00:01:09.680]  而不是在黑暗的裡面
[00:01:09.680 --> 00:01:12.840]  在第一方面
[00:01:12.840 --> 00:01:15.720]  活在上帝的愛中
[00:01:15.720 --> 00:01:18.040]  是指愛上帝一個人的生活
[00:01:18.040 --> 00:01:20.880]  或者體會上帝的愛的時候
[00:01:20.880 --> 00:01:22.720]  一個人的生活應該是怎樣
[00:01:22.720 --> 00:01:25.560]  是從人和上帝之間的關係角度
[00:01:25.560 --> 00:01:29.840]  去講出一個人應該有的生活方式
[00:01:29.840 --> 00:01:31.600]  光明的生活
[00:01:31.600 --> 00:01:36.800]  就是講一個已經愛上帝的人的生活
[00:01:36.800 --> 00:01:39.560]  和一個未信耶穌的人的生活
[00:01:39.560 --> 00:01:41.560]  一個比較究竟是怎樣
[00:01:41.560 --> 00:01:43.480]  或者另一個角度去講
[00:01:43.480 --> 00:01:45.680]  一個相信耶穌的人
[00:01:45.680 --> 00:01:49.200]  怎樣在未信耶穌的群體
[00:01:49.200 --> 00:01:50.360]  在社會當中
[00:01:50.360 --> 00:01:53.920]  去見證上帝的真實
[00:01:53.920 --> 00:01:56.440]  在五章第一第二節說
[00:01:56.440 --> 00:01:58.640]  所以你們要效法神
[00:01:58.640 --> 00:02:01.320]  好像蒙慈愛的兒女一樣
[00:02:01.320 --> 00:02:04.360]  也要憑愛心行事
[00:02:04.360 --> 00:02:05.960]  正如基督愛我們
[00:02:05.960 --> 00:02:07.600]  為我們捨了自己
[00:02:07.600 --> 00:02:11.360]  當著輕香的貢物和祭物獻給神
[00:02:11.360 --> 00:02:15.120]  可以說第五章的內容
[00:02:15.120 --> 00:02:17.680]  是承接著前面一至四章
[00:02:17.680 --> 00:02:19.560]  一個大的內容的脈絡
[00:02:19.560 --> 00:02:21.800]  去講出一個訊息
[00:02:21.800 --> 00:02:24.320]  在二不所思前面說到
[00:02:24.320 --> 00:02:27.040]  我們應該向一個豐盛的上帝
[00:02:27.040 --> 00:02:28.400]  發出我們的讚美
[00:02:28.400 --> 00:02:32.360]  因為祂預備了一個拯救的計劃
[00:02:32.360 --> 00:02:36.080]  讓我們能夠去領受這個陰典
[00:02:36.080 --> 00:02:37.920]  當上帝藉著耶穌
[00:02:37.920 --> 00:02:42.240]  成就這個拯救世人的工作的時候
[00:02:42.240 --> 00:02:44.520]  這個拯救計劃之後
[00:02:44.520 --> 00:02:47.480]  祂也讓聖靈來感動我們
[00:02:47.480 --> 00:02:50.000]  讓我們能夠去明白自己的罪
[00:02:50.000 --> 00:02:52.280]  領受上帝這一份陰典
[00:02:52.280 --> 00:02:57.280]  讓我們在世上每一個人
[00:02:57.280 --> 00:02:59.440]  能夠有一個新的生命
[00:02:59.440 --> 00:03:05.040]  活在我們的人當中
[00:03:05.040 --> 00:03:06.640]  信了耶穌的人
[00:03:06.640 --> 00:03:08.640]  我們有一個救人
[00:03:08.640 --> 00:03:09.760]  一個敵對
[00:03:09.760 --> 00:03:14.000]  不願意遵守上帝的吩咐的罪性
[00:03:14.000 --> 00:03:15.000]  或者叫救人
[00:03:15.000 --> 00:03:16.640]  但是信了耶穌的人
[00:03:16.640 --> 00:03:19.400]  我們有一個新人在我們的生命當中
[00:03:19.400 --> 00:03:21.320]  我們如何讓這個新人
[00:03:21.320 --> 00:03:24.160]  新的生命慢慢一路一路成長
[00:03:24.160 --> 00:03:26.120]  以至這個救人的生命
[00:03:26.120 --> 00:03:28.520]  一路一路的影響淡化下去
[00:03:28.520 --> 00:03:29.800]  在這個過程當中
[00:03:29.800 --> 00:03:34.360]  其實我們不斷領受上帝對我們的福分
[00:03:34.360 --> 00:03:38.960]  在整個大墨落裡面
[00:03:38.960 --> 00:03:41.640]  再去看第五章這一段經文
[00:03:41.640 --> 00:03:42.760]  保羅說
[00:03:42.760 --> 00:03:44.080]  正因為這樣
[00:03:44.080 --> 00:03:46.840]  所以我們是一群蒙愛的兒女
[00:03:46.840 --> 00:03:49.440]  我們應該去效法上帝
[00:03:49.440 --> 00:03:52.320]  為什麼我們可以效法上帝
[00:03:52.320 --> 00:03:54.120]  或者效法耶穌基督呢?
[00:03:54.120 --> 00:03:59.280]  是因為我們有上帝給我們一個新的生命
[00:03:59.280 --> 00:04:01.960]  正因為耶穌基督的救恩
[00:04:01.960 --> 00:04:03.640]  所以我們現在可以稱為
[00:04:03.640 --> 00:04:05.400]  我們是上帝的兒女
[00:04:05.400 --> 00:04:08.880]  我們是蒙上帝所愛的一群兒女
[00:04:08.880 --> 00:04:13.000]  我們也有上帝某一方面的本性
[00:04:13.000 --> 00:04:19.520]  以致我們的性情應該學校上帝的性情一樣
[00:04:19.520 --> 00:04:21.160]  在這裡去說
[00:04:21.160 --> 00:04:25.120]  我們能夠去實踐或者是進行上帝的吩咐
[00:04:25.120 --> 00:04:27.240]  是基於耶穌基督的死
[00:04:27.240 --> 00:04:31.240]  耶穌基督的死成就了這個救恩的計劃
[00:04:31.240 --> 00:04:34.640]  以致我們成為上帝蒙愛的兒女
[00:04:34.640 --> 00:04:36.160]  我們有新的生命
[00:04:36.160 --> 00:04:39.360]  我們有從上帝而來的這個性情
[00:04:39.680 --> 00:04:42.720]  也因為耶穌這個捨己的愛
[00:04:42.720 --> 00:04:47.640]  所以我們去學校耶穌這一份
[00:04:47.640 --> 00:04:53.880]  捨棄自己救人的生命
[00:04:53.880 --> 00:04:55.880]  以致愛上帝
[00:04:55.880 --> 00:04:59.600]  甘於捨棄而得著上帝賜給我們
[00:04:59.600 --> 00:05:01.800]  這個永恆的福分
[00:05:01.800 --> 00:05:04.120]  接著在第三至第五節
[00:05:04.120 --> 00:05:05.960]  保羅繼續說
[00:05:05.960 --> 00:05:09.360]  至於淫亂並一切的污穢或是貪婪
[00:05:09.360 --> 00:05:11.760]  在你們中間連提都不可
[00:05:11.760 --> 00:05:13.480]  方合聖徒的體統
[00:05:13.480 --> 00:05:16.160]  任持妄語和戲數的話
[00:05:16.160 --> 00:05:17.360]  都不相宜
[00:05:17.360 --> 00:05:19.280]  總要說感謝的話
