
[00:00:00.000 --> 00:00:05.480]  宣讀《路加福音》第十四章二十五到三十三節
[00:00:05.480 --> 00:00:08.480]  有一大群人和耶穌同行
[00:00:08.480 --> 00:00:12.280]  他轉過來對他們說
[00:00:12.280 --> 00:00:16.880]  無論什麼人到我這裡來
[00:00:16.880 --> 00:00:18.680]  若不愛我
[00:00:18.680 --> 00:00:25.600]  勝過愛自己的父母妻子兒女弟兄姐妹
[00:00:25.600 --> 00:00:27.800]  甚至自己的性命
[00:00:28.480 --> 00:00:31.000]  就不能做我的門徒
[00:00:31.000 --> 00:00:36.000]  凡不背著自己的十字架來跟從我的
[00:00:36.000 --> 00:00:38.880]  也不能做我的門徒
[00:00:38.880 --> 00:00:43.000]  你們哪一個要蓋一座樓
[00:00:43.000 --> 00:00:45.680]  不先坐下來計算費用
[00:00:45.680 --> 00:00:48.000]  看能不能蓋成
[00:00:48.000 --> 00:00:51.800]  免得按了地基不能蓋成
[00:00:51.800 --> 00:00:54.400]  看見的人都笑話他說
[00:00:54.400 --> 00:00:56.400]  這個人開了工
[00:00:56.400 --> 00:00:58.400]  卻不能完工
[00:00:59.400 --> 00:01:03.600]  或是一個王出去和別的王打仗
[00:01:03.600 --> 00:01:06.200]  豈不先坐下來著了
[00:01:06.200 --> 00:01:12.920]  他能不能用一萬兵去抵擋那領二萬兵來攻打他的呢
[00:01:12.920 --> 00:01:15.520]  若是不能
[00:01:15.520 --> 00:01:17.920]  他就趁敵人還遠的時候
[00:01:17.920 --> 00:01:21.320]  派使者去談和平的條件
[00:01:21.320 --> 00:01:23.520]  這樣
[00:01:23.520 --> 00:01:26.120]  你們無論什麼人
[00:01:26.400 --> 00:01:29.720]  若不撇下一切所有的
[00:01:29.720 --> 00:01:32.920]  就不能做我的門徒
[00:01:32.920 --> 00:01:35.200]  這是上主的話
[00:01:35.200 --> 00:01:40.120]  親愛的天父感謝你在寒冷天氣中
[00:01:40.120 --> 00:01:44.000]  還賜下我們能夠來敬拜你的機會
[00:01:44.000 --> 00:01:47.400]  我們真的是感恩的
[00:01:47.400 --> 00:01:51.120]  因為這個世界並不是那麼的平靜的
[00:01:51.120 --> 00:01:55.400]  我們看到加州的山火
[00:01:55.880 --> 00:01:57.880]  也看到西藏的地震
[00:01:57.880 --> 00:02:00.880]  我們都知道世界並不那麼平靜
[00:02:00.880 --> 00:02:03.600]  求主憐憫開恩
[00:02:03.600 --> 00:02:06.000]  拯救那些有需要的人
[00:02:06.000 --> 00:02:08.880]  把這個平安賜給他們
[00:02:08.880 --> 00:02:11.680]  同樣主也借著你的話語
[00:02:11.680 --> 00:02:13.800]  把平安賜給我們
[00:02:13.800 --> 00:02:16.280]  在這裡的每一位弟兄姊妹
[00:02:16.280 --> 00:02:19.400]  或者還沒有來到的弟兄姊妹
[00:02:19.400 --> 00:02:22.480]  我們知道我們唯有仰望你
[00:02:22.480 --> 00:02:26.080]  倚靠你才有真正的喜樂源泉
[00:02:26.080 --> 00:02:29.600]  我們願每一個人都能夠從你的話裡面
[00:02:29.600 --> 00:02:31.480]  得到感動和造就
[00:02:31.480 --> 00:02:33.200]  我們這樣仰望交托
[00:02:33.200 --> 00:02:35.600]  奉主耶穌得勝的民囚
[00:02:35.600 --> 00:02:36.680]  Amen
[00:02:36.680 --> 00:02:40.800]  呃
[00:02:40.800 --> 00:02:44.960]  是不是大家已經很久沒有怎麼看過
[00:02:44.960 --> 00:02:46.080]  奧運會了是吧
[00:02:46.080 --> 00:02:49.280]  啊很久都沒看過了啊
[00:02:49.640 --> 00:02:53.480]  我覺得好像以前的奧運會好看一點啊
[00:02:53.480 --> 00:02:54.280]  啊
[00:02:54.280 --> 00:02:57.400]  呃我記得有一個牧師分享過呢
[00:02:57.400 --> 00:03:01.040]  1980年的冬季奧運會
[00:03:01.040 --> 00:03:03.200]  他非常喜歡看
[00:03:03.200 --> 00:03:04.880]  為什麼呢
[00:03:04.880 --> 00:03:08.680]  他說那次奧運會啊非常的精彩
[00:03:08.680 --> 00:03:10.720]  怎麼精彩啊
[00:03:10.720 --> 00:03:13.920]  就是那個冰上曲棍球賽
[00:03:13.920 --> 00:03:18.480]  當時啊最弱的一個隊呢
[00:03:18.680 --> 00:03:19.960]  就是美國隊
[00:03:19.960 --> 00:03:25.400]  隊員呢全部是來自美國中部西部的
[00:03:25.400 --> 00:03:28.040]  啊岌岌無名的大學生
[00:03:28.040 --> 00:03:31.040]  好像是這個臨時呢
[00:03:31.040 --> 00:03:32.600]  拼湊起來呢
[00:03:32.600 --> 00:03:34.120]  參加比賽的一樣
[00:03:34.120 --> 00:03:37.960]  所以當時啊沒有人看好他們
[00:03:37.960 --> 00:03:41.720]  沒有人認為呢他們可以打得進決賽
[00:03:41.720 --> 00:03:45.960]  為什麼他們不像NBA那樣的話
[00:03:45.960 --> 00:03:47.720]  他們不是球星
[00:03:48.360 --> 00:03:51.360]  全部都不是職業球員
[00:03:51.360 --> 00:03:55.560]  都是些呢年輕的大學生
[00:03:55.560 --> 00:03:59.840]  所以呢沒有人看好他們
[00:03:59.840 --> 00:04:02.760]  但是你看看其他的隊伍
[00:04:02.760 --> 00:04:05.360]  呃當時蘇聯隊嘛
[00:04:05.360 --> 00:04:08.760]  啊自1964年以來的話呢
[00:04:08.760 --> 00:04:11.040]  蘇聯隊呢在冰上曲棍球啊
[00:04:11.040 --> 00:04:12.680]  沒有輸過一場球
[00:04:12.680 --> 00:04:16.480]  還有你看看哈瑞典隊
[00:04:17.080 --> 00:04:18.520]  啊芬蘭隊
[00:04:18.520 --> 00:04:21.400]  這些呢全部都是呢
[00:04:21.400 --> 00:04:23.800]  冰上曲棍球的勁旅
[00:04:23.800 --> 00:04:26.240]  厲害啊
[00:04:26.240 --> 00:04:28.680]  所以當時沒有人看得上呢這只
[00:04:28.680 --> 00:04:31.040]  岌岌無名的美國隊
[00:04:31.040 --> 00:04:34.200]  但不知道怎麼搞的哈
[00:04:34.200 --> 00:04:37.560]  他們一開始呢就跟瑞典打和
[00:04:37.560 --> 00:04:41.080]  然後連勝幾場呢
[00:04:41.080 --> 00:04:43.360]  立刻進履了捷克隊
[00:04:43.360 --> 00:04:46.560]  在半決賽的時候呢
[00:04:46.720 --> 00:04:49.760]  他們竟然打敗了從沒有失敗過的
[00:04:49.760 --> 00:04:50.560]  蘇聯隊
[00:04:50.560 --> 00:04:54.360]  在決賽的時候呢啊
[00:04:54.360 --> 00:04:56.800]  在0比2落後的情況底下呢
[00:04:56.800 --> 00:05:00.640]  他們最終呢以4比2反敗為勝
[00:05:00.640 --> 00:05:03.160]  戰勝了強大的芬蘭隊
[00:05:03.160 --> 00:05:05.440]  奪得了金牌
[00:05:05.440 --> 00:05:07.920]  你想全部都不是職業運動員
[00:05:07.920 --> 00:05:09.200]  只是一群大學生
[00:05:09.200 --> 00:05:12.840]  然後呢奪得了金牌奧運金牌
[00:05:12.840 --> 00:05:16.400]  哇整個體壇整個世界都沸騰了
[00:05:17.400 --> 00:05:19.800]  那麼這樣子的話肯定
[00:05:19.800 --> 00:05:22.240]  媒體就不放過了都要去採訪了
[00:05:22.240 --> 00:05:23.640]  然後呢
[00:05:23.640 --> 00:05:27.080]  呃當時呢就是記者去採訪那個
[00:05:27.080 --> 00:05:30.400]  教練說哇你有什麼秘訣呀
[00:05:30.400 --> 00:05:32.800]  你有什麼秘方分享給我們
[00:05:32.800 --> 00:05:34.240]  你怎麼敢把這一幫
[00:05:34.240 --> 00:05:34.840]  這個
[00:05:34.840 --> 00:05:38.520]  小同學們打造成一幫這個世界冠軍呢
[00:05:38.520 --> 00:05:43.320]  這個教練呢後來講了一句話
[00:05:43.320 --> 00:05:44.720]  講的呢
[00:05:45.000 --> 00:05:46.960]  讓這個世界呢都難忘
[00:05:46.960 --> 00:05:50.400]  他說啊
[00:05:50.400 --> 00:05:53.200]  我們沒有任何突出的戰術
[00:05:53.200 --> 00:05:55.400]  沒有任何秘方
[00:05:55.400 --> 00:06:00.400]  但是呢我們能夠奪得世界冠軍的話呢
[00:06:00.400 --> 00:06:02.160]  絕對不是冷門
[00:06:02.160 --> 00:06:04.720]  絕對不是偶然
[00:06:04.720 --> 00:06:09.200]  因為呢我們成功有一個很重要的因素
[00:06:09.200 --> 00:06:10.640]  那是什麼
[00:06:10.640 --> 00:06:13.120]  就是我們每一個球員
[00:06:13.120 --> 00:06:14.600]  每一個管理
[00:06:14.920 --> 00:06:16.520]  上至領隊
[00:06:16.520 --> 00:06:18.280]  下至總務
[00:06:18.280 --> 00:06:21.120]  後勤哪怕是撿球的
[00:06:21.120 --> 00:06:26.200]  每一個球員無論是正選的還是後備的
[00:06:26.200 --> 00:06:29.160]  他們都是百分之百呢
[00:06:29.160 --> 00:06:30.800]  投入在這個球隊中
[00:06:30.800 --> 00:06:32.360]  投身在這個球隊中
[00:06:32.360 --> 00:06:34.680]  沒有半條心的
[00:06:34.680 --> 00:06:36.760]  這叫什麼
[00:06:36.760 --> 00:06:39.840]  用英文來講就是total commitment
[00:06:39.840 --> 00:06:42.640]  沒有半條心的
[00:06:43.640 --> 00:06:47.440]  其實我們想一下
[00:06:47.440 --> 00:06:51.560]  如果我們N橋堂要組織一個籃球隊
[00:06:51.560 --> 00:06:53.560]  看一下這條啊
[00:06:53.560 --> 00:06:55.000]  啊
[00:06:55.000 --> 00:06:58.440]  然後呢潘牧師做領隊兼教練
[00:06:58.440 --> 00:07:02.360]  但是呢我們可以請姚明做中鋒
[00:07:02.360 --> 00:07:05.240]  Coopy Byron做後衛
[00:07:05.240 --> 00:07:08.080]  然後喬丹做前鋒
[00:07:08.080 --> 00:07:10.640]  全明星隊伍
[00:07:11.600 --> 00:07:12.640]  強不強啊
[00:07:12.640 --> 00:07:14.080]  啊
[00:07:14.080 --> 00:07:16.320]  但是如果這些球員呢
[00:07:16.320 --> 00:07:17.880]  懶懶散散
[00:07:17.880 --> 00:07:20.800]  喜歡就來練
[00:07:20.800 --> 00:07:24.000]  不喜歡呢就不來練
[00:07:24.000 --> 00:07:26.520]  天氣好呢
[00:07:26.520 --> 00:07:28.000]  就練多一點
[00:07:28.000 --> 00:07:32.040]  天氣不好啊今天這麼冷啊我就不來了
[00:07:32.040 --> 00:07:34.560]  遲到
[00:07:34.560 --> 00:07:36.160]  早退
[00:07:36.160 --> 00:07:38.560]  不用心
[00:07:38.560 --> 00:07:40.240]  各打各的
[00:07:41.120 --> 00:07:44.160]  完全不投入在整個球隊裡面
[00:07:44.160 --> 00:07:49.400]  我相信啊就算明星再多
[00:07:49.400 --> 00:07:52.160]  恐怕我們母堂西堂組個隊
[00:07:52.160 --> 00:07:53.440]  他們都打不過
[00:07:53.440 --> 00:07:56.680]  為什麼
[00:07:56.680 --> 00:08:00.320]  因為完全不投入啊
[00:08:00.320 --> 00:08:03.240]  完全不能好好的配合訓練呢
[00:08:03.240 --> 00:08:07.320]  一幫不投入的人
[00:08:07.320 --> 00:08:10.440]  一個不投入的球隊
[00:08:10.640 --> 00:08:15.760]  是永遠不能成為一個好球隊的
[00:08:15.760 --> 00:08:20.080]  縱然你有多麼出色的球員
[00:08:20.080 --> 00:08:22.600]  縱然你有多麼出色的教練
[00:08:22.600 --> 00:08:25.320]  但隊員不投入的話
[00:08:25.320 --> 00:08:29.040]  這支隊伍最後都是打不好
[00:08:29.040 --> 00:08:31.720]  你想中國也有球員呢
[00:08:31.720 --> 00:08:35.880]  每次都花重金請那個什麼足球隊的
[00:08:35.880 --> 00:08:37.800]  明星教練國外的
[00:08:37.800 --> 00:08:40.360]  最後呢總是衝不出亞洲
[00:08:40.360 --> 00:08:46.640]  所以在這個社會當中
[00:08:46.640 --> 00:08:49.000]  在我們今天這個膚淺的社會中
[00:08:49.000 --> 00:08:51.720]  我們這個社會是不願意講投入
[00:08:51.720 --> 00:08:54.040]  不願意講責任的社會
[00:08:54.040 --> 00:08:58.520]  在投入或者尾聲這個字
[00:08:58.520 --> 00:09:01.640]  似乎呢已經從很多人的字典裡面呢
[00:09:01.640 --> 00:09:02.880]  挪走了
[00:09:02.880 --> 00:09:07.560]  今天這段經文
[00:09:07.560 --> 00:09:10.000]  就是講尾聲的經文
[00:09:10.960 --> 00:09:14.800]  但是呢也是令很多牧師都頭疼的經文
[00:09:14.800 --> 00:09:16.280]  為什麼
[00:09:16.280 --> 00:09:18.600]  因為怕把人嚇走了
[00:09:18.600 --> 00:09:21.920]  啊怕趕客人走啊
[00:09:21.920 --> 00:09:26.200]  是不是
[00:09:26.200 --> 00:09:29.560]  我們很少有人像耶穌基督呢這麼坦白
[00:09:29.560 --> 00:09:32.320]  這麼坦白的講出來
[00:09:32.320 --> 00:09:33.800]  跟從他
[00:09:33.800 --> 00:09:36.160]  是要付代價的
[00:09:36.160 --> 00:09:39.840]  我們不講代價
[00:09:39.840 --> 00:09:41.560]  我們怕講代價
[00:09:41.560 --> 00:09:43.040]  怕講尾聲
[00:09:43.040 --> 00:09:45.840]  就好像我有個朋友
[00:09:45.840 --> 00:09:48.160]  他媽媽聽說他信主了
[00:09:48.160 --> 00:09:49.760]  就對他說
[00:09:49.760 --> 00:09:52.400]  哎呀女兒我不反對你信啊
[00:09:52.400 --> 00:09:54.400]  不過不要太認真啊
[00:09:54.400 --> 00:09:57.400]  啊去教堂做做禮拜就好了
[00:09:57.400 --> 00:09:59.880]  但是要你捐錢啊千萬不要啊
[00:09:59.880 --> 00:10:06.440]  但是呢
[00:10:06.440 --> 00:10:07.680]  耶穌講啊
[00:10:08.000 --> 00:10:10.040]  世上有一種人最可憐
[00:10:10.040 --> 00:10:11.840]  那種人呢
[00:10:11.840 --> 00:10:14.760]  一輩子以為自己信了耶穌
[00:10:14.760 --> 00:10:17.280]  到耶穌基督再來的時候說
[00:10:17.280 --> 00:10:19.800]  耶穌耶穌你記不記得我啊
[00:10:19.800 --> 00:10:22.440]  我不是經常來恩橋堂聚會嗎
[00:10:22.440 --> 00:10:24.720]  我不是做過好多侍奉嗎
[00:10:24.720 --> 00:10:26.520]  你認不認得我啊
[00:10:26.520 --> 00:10:28.400]  耶穌說
[00:10:28.400 --> 00:10:30.360]  我從不認得你
[00:10:30.360 --> 00:10:33.920]  信耶穌
[00:10:33.920 --> 00:10:36.080]  不簡單啊
[00:10:37.360 --> 00:10:40.800]  信耶穌呢是一件絕對不簡單的事
[00:10:40.800 --> 00:10:45.880]  那究竟什麼是信耶穌呢
[00:10:45.880 --> 00:10:48.840]  我邀請大家回看我們之前的經文
[00:10:48.840 --> 00:10:51.560]  好請回到之前的經文
[00:10:51.560 --> 00:10:54.960]  首先我們看到25節
[00:10:54.960 --> 00:10:57.360]  25節講呢
[00:10:57.360 --> 00:11:00.880]  有極多的人和耶穌同行
[00:11:00.880 --> 00:11:04.160]  什麼叫同行啊
[00:11:05.080 --> 00:11:09.200]  同行這個字呢英文是解作going along with
[00:11:09.200 --> 00:11:12.960]  用香港話講就是買對
[00:11:12.960 --> 00:11:16.560]  用普通話講呢就是
[00:11:16.560 --> 00:11:18.080]  大家一起走
[00:11:18.080 --> 00:11:21.960]  其實呢深入一點呢
[00:11:21.960 --> 00:11:23.960]  希臘文原文的意思呢
[00:11:23.960 --> 00:11:27.360]  是一起去看戲的意思
[00:11:27.360 --> 00:11:32.840]  同行就好像一起去看戲一樣
[00:11:33.480 --> 00:11:35.840]  是完全不需要偽身的
[00:11:35.840 --> 00:11:37.280]  不需要投入的
[00:11:37.280 --> 00:11:42.280]  哎聽說耶穌最近行了很多神跡哦
[00:11:42.280 --> 00:11:44.000]  名氣很大哦
[00:11:44.000 --> 00:11:45.960]  哎我們一起去看看吧
[00:11:45.960 --> 00:11:48.320]  啊去看一下
[00:11:48.320 --> 00:11:51.160]  就像在那個電影院看戲一樣
[00:11:51.160 --> 00:11:53.040]  有沒有說過
[00:11:53.040 --> 00:11:55.640]  如果表演的好
[00:11:55.640 --> 00:11:58.160]  給多點掌聲給多點錢哦
[00:11:58.160 --> 00:12:01.320]  表演的不好去過另一場哦
[00:12:01.800 --> 00:12:03.720]  反正電影院有這麼多場
[00:12:03.720 --> 00:12:05.320]  從早放到晚
[00:12:05.320 --> 00:12:08.240]  哎再不行拉隊走人
[00:12:08.240 --> 00:12:11.080]  不需要責任
[00:12:11.080 --> 00:12:13.280]  也不需要付什麼代價
[00:12:13.280 --> 00:12:15.480]  天氣好我就來
[00:12:15.480 --> 00:12:16.880]  天氣不好呢
[00:12:16.880 --> 00:12:19.160]  哎呀什麼王不王的我不來了
[00:12:19.160 --> 00:12:22.520]  講道講的好我就來
[00:12:22.520 --> 00:12:24.800]  講的不好聽哎走人
[00:12:24.800 --> 00:12:26.160]  廣東話說散
[00:12:26.160 --> 00:12:30.440]  行呢啊
[00:12:30.840 --> 00:12:31.240]  嗯
[00:12:31.240 --> 00:12:32.800]  啊
[00:12:32.800 --> 00:12:37.800]  這就叫呢有極多的人與主同行
[00:12:37.800 --> 00:12:39.360]  也就是呢
[00:12:39.360 --> 00:12:42.880]  想來看看主怎麼表演的
[00:12:42.880 --> 00:12:49.000]  我講如果今天有人也是這樣
[00:12:49.000 --> 00:12:51.080]  這樣來教會的話呢
[00:12:51.080 --> 00:12:53.160]  就跟聖誕節呢
[00:12:53.160 --> 00:12:55.520]  去尖東看倒數一樣的
[00:12:55.520 --> 00:12:57.840]  娛樂放鬆嘛
[00:12:57.840 --> 00:13:00.200]  完全不需要偽身嘛
[00:13:01.200 --> 00:13:02.760]  那跟看戲
[00:13:02.760 --> 00:13:04.680]  真的分別也不大
[00:13:04.680 --> 00:13:08.840]  但是對不起
[00:13:08.840 --> 00:13:11.520]  耶穌不買這些群眾的賬
[00:13:11.520 --> 00:13:14.640]  耶穌轉過頭來呢
[00:13:14.640 --> 00:13:19.320]  講出的讓這堆群眾極度不樂意聽的話
[00:13:19.320 --> 00:13:23.040]  讓他們覺得呢非常之難聽的話
[00:13:23.040 --> 00:13:26.640]  可能我們會聽了會批評說
[00:13:26.640 --> 00:13:29.640]  耶穌你有沒有搞錯啊
[00:13:29.880 --> 00:13:31.640]  你這樣講會嚇走人的
[00:13:31.640 --> 00:13:34.680]  你有沒有學過教會增長術啊
[00:13:34.680 --> 00:13:39.080]  但是對不起
[00:13:39.080 --> 00:13:40.440]  耶穌呢
[00:13:40.440 --> 00:13:42.880]  很誠實的邀請你
[00:13:42.880 --> 00:13:44.880]  要你好好想想
[00:13:44.880 --> 00:13:47.320]  要你想清想楚呢
[00:13:47.320 --> 00:13:49.640]  再來做一個基督徒
[00:13:49.640 --> 00:13:55.040]  也就是說你只要你要想清楚
[00:13:55.040 --> 00:13:57.320]  你究竟要付上什麼樣的代價
[00:13:57.320 --> 00:13:59.320]  做一名基督徒
[00:14:00.320 --> 00:14:03.560]  信耶穌不是跟風
[00:14:03.560 --> 00:14:05.480]  不是買堆
[00:14:05.480 --> 00:14:09.840]  信耶穌呢有你不得不付的代價
[00:14:09.840 --> 00:14:12.400]  那就是偽身
[00:14:12.400 --> 00:14:15.680]  什麼是偽身呢
[00:14:15.680 --> 00:14:18.160]  耶穌在後面的經文裡頭呢提到了
[00:14:18.160 --> 00:14:20.960]  偽身的三重含義
[00:14:20.960 --> 00:14:24.880]  好第一重的話呢就是二十六節
[00:14:24.880 --> 00:14:27.440]  耶穌說呢
[00:14:27.440 --> 00:14:29.120]  人到我這裡來
[00:14:29.240 --> 00:14:30.360]  若不愛我
[00:14:30.360 --> 00:14:32.240]  甚過愛自己的父母
[00:14:32.240 --> 00:14:36.600]  妻子兒女弟兄姊妹和自己的性命
[00:14:36.600 --> 00:14:38.920]  就不能做我的門徒
[00:14:38.920 --> 00:14:41.920]  其實呢
[00:14:41.920 --> 00:14:44.760]  這句話翻譯的已經夠柔和的了哈
[00:14:44.760 --> 00:14:46.840]  因為原文的意思呢
[00:14:46.840 --> 00:14:49.600]  人若不愛我
[00:14:49.600 --> 00:14:53.880]  恨自己的父母妻子兒女等等
[00:14:53.880 --> 00:14:56.160]  就不能做我的門徒
[00:14:56.160 --> 00:14:58.800]  啊
[00:14:59.560 --> 00:15:00.120]  你說
[00:15:00.120 --> 00:15:01.120]  耶穌
[00:15:01.120 --> 00:15:03.080]  你說什麼意思啊
[00:15:03.080 --> 00:15:05.840]  難道我信你就要六親不認
[00:15:05.840 --> 00:15:09.040]  甚至是大義滅親啊
