
[00:00:00.000 --> 00:00:02.540]  在第十六章的結尾那裡
[00:00:02.540 --> 00:00:04.220]  耶穌說了一句話
[00:00:04.220 --> 00:00:06.840]  當耶穌和一群門徒說了
[00:00:06.840 --> 00:00:09.720]  他自己將要去耶路撒冷
[00:00:09.720 --> 00:00:12.060]  去受死
[00:00:12.060 --> 00:00:16.200]  為人的罪被釘在十字架上的時候
[00:00:16.200 --> 00:00:18.320]  到最後耶穌就說
[00:00:18.320 --> 00:00:19.440]  在你們中間
[00:00:19.440 --> 00:00:21.880]  有人未嘗死未已
[00:00:21.880 --> 00:00:23.080]  就是有人未死之前
[00:00:23.080 --> 00:00:26.840]  就要看見人子降臨在他的國裡面
[00:00:26.840 --> 00:00:29.720]  在耶穌說完這句話之後
[00:00:29.720 --> 00:00:31.040]  接著在第十七章
[00:00:31.040 --> 00:00:32.080]  就是過了六天
[00:00:32.080 --> 00:00:34.040]  就有一件事情發生了
[00:00:34.040 --> 00:00:36.520]  其實這句話
[00:00:36.520 --> 00:00:40.280]  可以說是應驗了在耶穌登山變相的
[00:00:40.280 --> 00:00:41.960]  這個事件裡面
[00:00:41.960 --> 00:00:44.800]  在那六天
[00:00:44.800 --> 00:00:46.720]  耶穌帶了三個門徒
[00:00:46.720 --> 00:00:48.760]  彼得、約翰和雅各
[00:00:48.760 --> 00:00:50.320]  去了一個山上
[00:00:50.320 --> 00:00:52.760]  這個山傳統都認為
[00:00:52.760 --> 00:00:55.160]  這個叫他撲山
[00:00:55.160 --> 00:00:56.480]  在這個山上
[00:00:56.480 --> 00:00:59.960]  耶穌向他最親密的三個門徒
[00:00:59.960 --> 00:01:02.080]  將他自己的本質
[00:01:02.080 --> 00:01:03.360]  將他自己的榮耀
[00:01:03.360 --> 00:01:04.360]  去彰顯出來
[00:01:04.360 --> 00:01:06.160]  在聖經來說
[00:01:06.160 --> 00:01:07.720]  耶穌是第一次
[00:01:07.720 --> 00:01:09.080]  也是唯一一次
[00:01:09.080 --> 00:01:12.040]  去將他自己的本性
[00:01:12.040 --> 00:01:14.080]  就是他有屬於上帝的本性
[00:01:14.080 --> 00:01:15.160]  他的榮耀
[00:01:15.160 --> 00:01:18.520]  去彰顯給一群門徒
[00:01:18.520 --> 00:01:19.600]  去看見
[00:01:19.600 --> 00:01:21.200]  這個變相
[00:01:21.200 --> 00:01:23.120]  可以說耶穌將他的榮耀
[00:01:23.120 --> 00:01:25.120]  彰顯出來是相當的重要
[00:01:25.120 --> 00:01:26.680]  因為這個
[00:01:26.680 --> 00:01:28.400]  和其他的神蹟
[00:01:28.400 --> 00:01:29.800]  是有不同的地方
[00:01:29.800 --> 00:01:31.360]  有很多的先知
[00:01:31.360 --> 00:01:32.560]  有很多上帝的僕人
[00:01:32.560 --> 00:01:34.880]  都會走不同的神蹟
[00:01:34.880 --> 00:01:37.640]  但是他們不是上帝
[00:01:37.640 --> 00:01:38.400]  但是這裡
[00:01:38.400 --> 00:01:41.320]  耶穌是將他自己的榮耀
[00:01:41.320 --> 00:01:43.200]  就是和上帝本有的榮耀
[00:01:43.200 --> 00:01:44.360]  去彰顯出來
[00:01:44.360 --> 00:01:45.640]  這是一個啟示性
[00:01:45.640 --> 00:01:46.320]  可以說
[00:01:46.320 --> 00:01:48.520]  這個事件
[00:01:48.520 --> 00:01:49.920]  可以說更加印證
[00:01:49.920 --> 00:01:52.480]  耶穌就是上帝所差派來的
[00:01:52.480 --> 00:01:54.200]  那個彌賽
[00:01:54.200 --> 00:01:56.240]  那個救贖主
[00:01:56.240 --> 00:02:04.760]  在一個登山變象的過程裡
[00:02:04.760 --> 00:02:05.880]  當時有兩個人
[00:02:05.880 --> 00:02:07.000]  一個叫摩西
[00:02:07.000 --> 00:02:08.240]  一個叫以利亞
[00:02:08.240 --> 00:02:09.360]  在一起
[00:02:09.360 --> 00:02:11.320]  他們見到
[00:02:11.320 --> 00:02:15.000]  一起去為耶穌作見證
[00:02:15.000 --> 00:02:17.640]  這兩個人是相當重要
[00:02:17.640 --> 00:02:18.920]  在舊的聖經裡
[00:02:18.920 --> 00:02:20.280]  摩西是上帝
[00:02:20.280 --> 00:02:23.000]  是藉著他將上帝的聖約
[00:02:23.000 --> 00:02:25.800]  去臨到一班以色列人
[00:02:25.800 --> 00:02:27.040]  讓一班以色列人
[00:02:27.040 --> 00:02:29.560]  知道怎樣去跟從上帝
[00:02:29.560 --> 00:02:31.600]  而以利亞的身份
[00:02:31.600 --> 00:02:34.080]  就是復興以色列的民眾
[00:02:34.080 --> 00:02:35.560]  讓一班以色列人
[00:02:35.560 --> 00:02:39.280]  能夠堅守上帝給他們的約
[00:02:39.280 --> 00:02:41.880]  所以這兩個
[00:02:41.880 --> 00:02:43.720]  在舊約裡特別的人物
[00:02:43.720 --> 00:02:44.920]  一個代表律法
[00:02:44.920 --> 00:02:46.080]  一個代表先知
[00:02:46.080 --> 00:02:47.600]  在這個時候
[00:02:47.600 --> 00:02:50.200]  去為耶穌作一個見證
[00:02:50.200 --> 00:02:53.240]  去見證耶穌的身份
[00:02:53.240 --> 00:02:54.640]  而這兩個人
[00:02:54.640 --> 00:02:56.120]  也都有特別的地方
[00:02:56.120 --> 00:02:59.400]  一個摩西在西乃山裡
[00:02:59.400 --> 00:03:02.320]  親身見過上帝的榮耀
[00:03:02.320 --> 00:03:04.480]  而以利亞在荷列山裡
[00:03:04.480 --> 00:03:08.800]  也同樣見過上帝的榮耀的彰顯
[00:03:08.800 --> 00:03:09.880]  所以這兩個人
[00:03:09.880 --> 00:03:13.520]  正好是一個最好的角色
[00:03:13.520 --> 00:03:17.720]  去見證耶穌的身份
[00:03:17.720 --> 00:03:20.080]  和耶穌的使命
[00:03:20.080 --> 00:03:26.920]  在這裡
[00:03:26.920 --> 00:03:30.360]  當有一個這樣的顯現的時候
[00:03:30.360 --> 00:03:32.760]  彼得、雅各、約翰
[00:03:32.760 --> 00:03:33.960]  有什麼反應呢?
[00:03:33.960 --> 00:03:35.040]  如果你是門徒
[00:03:35.040 --> 00:03:36.240]  你會有什麼反應呢?
[00:03:36.240 --> 00:03:39.120]  當時見到耶穌的榮耀
[00:03:39.120 --> 00:03:40.520]  去將的時候
[00:03:40.520 --> 00:03:41.600]  彼得在這裡
[00:03:41.600 --> 00:03:44.080]  是一個很快的反應
[00:03:44.080 --> 00:03:46.640]  這個也符合他的性格
[00:03:46.640 --> 00:03:48.440]  他是一個比較衝動的人
[00:03:48.440 --> 00:03:50.960]  他馬上說了什麼話呢?
[00:03:50.960 --> 00:03:52.120]  他就說和耶穌說
[00:03:52.120 --> 00:03:53.080]  主啊
[00:03:53.080 --> 00:03:55.480]  我們在這裡為你搭三座棚
[00:03:55.480 --> 00:03:56.840]  一座為摩西
[00:03:56.840 --> 00:03:58.320]  一座為以利亞
[00:03:58.320 --> 00:04:01.120]  一座為你
[00:04:01.120 --> 00:04:03.080]  一個搭三座棚
[00:04:03.080 --> 00:04:06.760]  可能和猶太人的背景有關
[00:04:06.760 --> 00:04:10.080]  可能和當時的鑄棚節有一個關係
[00:04:10.080 --> 00:04:15.040]  猶太人會有一段時間
[00:04:15.040 --> 00:04:17.720]  在家裡自己搭一座棚
[00:04:17.720 --> 00:04:19.040]  去紀念著上帝
[00:04:19.040 --> 00:04:21.720]  怎麼將他們從埃及地
[00:04:21.720 --> 00:04:24.560]  拯救出來的事件
[00:04:24.560 --> 00:04:26.640]  紀念上帝的拯救
[00:04:26.640 --> 00:04:28.160]  所以這個節期
[00:04:28.160 --> 00:04:29.480]  也在猶太人的傳統裡
[00:04:29.480 --> 00:04:31.600]  有一個末日的色彩
[00:04:31.600 --> 00:04:35.440]  就是說上帝最終極都會拯救我們
[00:04:35.440 --> 00:04:39.760]  所以當彼得這樣說的時候
[00:04:39.760 --> 00:04:41.040]  也意識到
[00:04:41.040 --> 00:04:42.680]  耶穌的變象
[00:04:42.680 --> 00:04:44.280]  將自己的榮耀彰顯出來
[00:04:44.280 --> 00:04:47.760]  他就是上帝所差派來的那個彌賽
[00:04:47.760 --> 00:04:51.440]  也代表著上帝在人間裡的末日
[00:04:51.440 --> 00:04:53.120]  最後一段的日子
[00:04:53.120 --> 00:04:54.560]  現在到了
[00:04:54.560 --> 00:04:55.520]  來了
[00:04:55.520 --> 00:04:58.920]  所以彼得說的話的時候
[00:04:58.920 --> 00:05:02.080]  某程度上有一個感謝的意思
[00:05:02.080 --> 00:05:04.760]  向上帝獻出他的感謝
[00:05:04.760 --> 00:05:05.960]  但是在這裡
[00:05:05.960 --> 00:05:07.480]  耶穌有沒有去跟他說
[00:05:07.480 --> 00:05:08.840]  你就搭三座棚
[00:05:08.840 --> 00:05:09.680]  一座為我
[00:05:09.680 --> 00:05:10.640]  一座為摩西
[00:05:10.640 --> 00:05:12.040]  一座為以利亞
[00:05:12.040 --> 00:05:13.640]  沒有 耶穌沒有這麼說
[00:05:13.640 --> 00:05:17.800]  原因就是彼得說出這些話的時候
[00:05:17.800 --> 00:05:19.440]  正正就是顯出
[00:05:19.440 --> 00:05:23.160]  他不認識耶穌的身份
[00:05:23.160 --> 00:05:23.760]  在這裡
[00:05:23.760 --> 00:05:24.920]  就是在較早之前
[00:05:24.920 --> 00:05:26.520]  可以說耶穌也都去說
[00:05:26.520 --> 00:05:28.320]  當他說他要上耶路撒冷
[00:05:28.320 --> 00:05:30.880]  就是去受死的時候
[00:05:30.880 --> 00:05:31.680]  彼得怎麼說呢
[00:05:31.680 --> 00:05:32.720]  彼得說
[00:05:32.720 --> 00:05:34.040]  耶穌你不要去
[00:05:34.040 --> 00:05:37.240]  就是我們所跟從的那一個彌賽
[00:05:37.240 --> 00:05:40.040]  或者我們期望的那一個救贖主
[00:05:40.040 --> 00:05:41.720]  不是會受死的
[00:05:41.720 --> 00:05:43.040]  就是是怎麼樣的呢
[00:05:43.040 --> 00:05:45.080]  是要一個軍事的強人
[00:05:45.080 --> 00:05:46.680]  帶領我們這一幫的人
[00:05:46.680 --> 00:05:48.320]  帶領我們這一幫以色列人
[00:05:48.320 --> 00:05:49.280]  一起起來
[00:05:49.280 --> 00:05:51.720]  去重建我們自己的民族
[00:05:51.720 --> 00:05:53.640]  重建我們自己的國家
[00:05:53.640 --> 00:05:54.600]  所以他叫耶穌
[00:05:54.600 --> 00:05:58.520]  你不可以去耶路撒冷裡面受死的
[00:05:58.520 --> 00:06:02.440]  彼得說一幫的門徒去跟從耶穌
[00:06:02.440 --> 00:06:05.880]  其實他們跟隨的對象是很清楚的
[00:06:05.880 --> 00:06:07.560]  認識耶穌的身份
[00:06:07.560 --> 00:06:09.000]  某程度上都很清楚
[00:06:09.000 --> 00:06:11.000]  耶穌就是上帝所差異的
[00:06:11.000 --> 00:06:13.000]  那一個救贖主
[00:06:13.000 --> 00:06:14.760]  那一個彌賽
[00:06:14.760 --> 00:06:17.000]  但是他們對耶穌的使命
[00:06:17.000 --> 00:06:20.480]  卻是有很多錯誤的理解
[00:06:20.480 --> 00:06:23.720]  在這裡彼得在稱呼耶穌為主
[00:06:23.720 --> 00:06:24.680]  主啊
[00:06:24.680 --> 00:06:26.400]  我們在這裡為你搭三座棚
[00:06:26.400 --> 00:06:27.720]  其實這個話本身
[00:06:27.720 --> 00:06:29.720]  都有一些矛盾的地方
[00:06:29.720 --> 00:06:31.480]  稱耶穌為主
[00:06:31.480 --> 00:06:33.440]  但是將耶穌
[00:06:33.440 --> 00:06:34.240]  摩西
[00:06:34.240 --> 00:06:35.080]  以利亞
[00:06:35.080 --> 00:06:36.680]  並排在一起
[00:06:36.680 --> 00:06:38.120]  一起有這樣的地位
[00:06:38.120 --> 00:06:38.640]  一樣
[00:06:38.640 --> 00:06:40.960]  你們三個地位都是一樣的
[00:06:40.960 --> 00:06:42.960]  但是他稱呼耶穌為主
[00:06:42.960 --> 00:06:44.520]  從這事件裡面
[00:06:44.520 --> 00:06:45.400]  可以說可以看到
[00:06:45.400 --> 00:06:47.520]  彼得其實對耶穌的認識
[00:06:47.520 --> 00:06:49.080]  其實是很模糊
[00:06:49.080 --> 00:06:52.280]  或者很多時候都有很多的誤解在裡面
[00:06:52.280 --> 00:06:53.640]  就在這個時候
[00:06:53.640 --> 00:06:55.760]  又有另一件事件發生
[00:06:55.760 --> 00:06:59.040]  在天上面有一個雲彩降臨
[00:06:59.040 --> 00:07:01.240]  在雲彩上面有聲音說
[00:07:01.240 --> 00:07:02.720]  「這是我的愛子」
[00:07:02.720 --> 00:07:05.480]  「我所喜悅的你們要聽他」
[00:07:05.480 --> 00:07:08.240]  這句話其實在
[00:07:08.240 --> 00:07:10.640]  《馬太福音》第三章裡面
[00:07:10.640 --> 00:07:12.480]  耶穌出來受訓之前
[00:07:12.480 --> 00:07:14.920]  都曾經有過一個這樣的事件
[00:07:14.920 --> 00:07:17.200]  去證明耶穌的身份
[00:07:17.200 --> 00:07:19.200]  在這件事件裡面
[00:07:19.200 --> 00:07:21.200]  可以說他
[00:07:21.200 --> 00:07:22.840]  在聖經來說
[00:07:22.840 --> 00:07:25.280]  這個都是一個很重要的啟示
[00:07:25.280 --> 00:07:26.560]  一個高峰
[00:07:26.560 --> 00:07:28.560]  上帝親者見證
[00:07:28.560 --> 00:07:30.280]  讓一班的門徒
[00:07:30.280 --> 00:07:31.120]  或者讓
[00:07:31.120 --> 00:07:32.320]  在另一個場合
[00:07:32.320 --> 00:07:33.440]  讓很多人知道
[00:07:33.440 --> 00:07:35.120]  耶穌不是跟
[00:07:35.120 --> 00:07:38.640]  其他去差遣來的僕人的地位是相等
[00:07:38.640 --> 00:07:41.120]  耶穌是上帝其中一個僕人
[00:07:41.120 --> 00:07:41.840]  這個都是真的
[00:07:41.840 --> 00:07:42.520]  不過
[00:07:42.520 --> 00:07:45.360]  耶穌的自己的身份
[00:07:45.360 --> 00:07:47.200]  其實他是超越了
[00:07:47.200 --> 00:07:49.640]  過去所有上帝差遣來的僕人
[00:07:49.640 --> 00:07:51.560]  因為他擁有
[00:07:51.560 --> 00:07:52.360]  耶穌擁有
[00:07:52.360 --> 00:07:54.760]  和上帝本身有的那種榮耀
[00:07:54.760 --> 00:07:57.000]  從我們的信仰角度去說
[00:07:57.000 --> 00:07:58.840]  就是耶穌是一個完全的人
[00:07:58.840 --> 00:08:02.000]  但他同樣是一個完全的神
[00:08:02.000 --> 00:08:06.520]  他不是可以跟舊約先知
[00:08:06.520 --> 00:08:08.040]  所有的舊約先知
[00:08:08.040 --> 00:08:10.040]  去相提並論
[00:08:10.040 --> 00:08:12.360]  他是超越
[00:08:12.360 --> 00:08:14.720]  所有上帝差遣來的
