
[00:00:00.000 --> 00:00:04.080]  我昨晚很晚才回到家看日報
[00:00:04.080 --> 00:00:08.000]  看報紙的時候才知道原來有一件很大的新聞發生
[00:00:08.000 --> 00:00:12.560]  大家知道就是兩架澳門的船撞船的消息
[00:00:12.560 --> 00:00:13.760]  我看這件事都挺驚訝
[00:00:13.760 --> 00:00:16.440]  因為前一陣子我剛剛去了澳門
[00:00:16.440 --> 00:00:20.960]  有一些船隻在海洋當中有很多的危險
[00:00:20.960 --> 00:00:23.040]  特別是在一些很朦朧的晚上
[00:00:23.040 --> 00:00:25.400]  更加容易發生意外
[00:00:25.400 --> 00:00:27.160]  我就想回到那些時候
[00:00:27.160 --> 00:00:30.640]  在一些海岸邊看到一些很大的遊船
[00:00:30.640 --> 00:00:33.360]  可以停泊在岸邊
[00:00:33.360 --> 00:00:36.240]  小時候就不明白為甚麼這麼大的船
[00:00:36.240 --> 00:00:38.440]  海浪不會沖走它
[00:00:38.440 --> 00:00:43.480]  可以這麼穩定地停泊在一個中心點
[00:00:43.480 --> 00:00:46.600]  後來明白因為有一個很大的船撈
[00:00:46.600 --> 00:00:49.280]  一直墜落海床底
[00:00:49.280 --> 00:00:51.920]  然後深深地駐在土地上面
[00:00:51.920 --> 00:00:55.080]  以致能夠兼顧著那隻船
[00:00:55.080 --> 00:00:56.640]  當我這次預備經文的時候
[00:00:56.640 --> 00:00:59.800]  我就想回聖經希伯來書第六章提及
[00:00:59.800 --> 00:01:02.800]  聖經提到神給我們福音的指望
[00:01:02.800 --> 00:01:04.840]  是怎樣的指望
[00:01:04.840 --> 00:01:06.720]  聖經所給我們的指望
[00:01:06.720 --> 00:01:10.360]  它說「好像靈魂的錨
[00:01:10.360 --> 00:01:13.880]  既堅固又牢固
[00:01:13.880 --> 00:01:16.200]  且深入萬箭之內
[00:01:16.200 --> 00:01:18.840]  去到至聖所的裏面」
[00:01:18.840 --> 00:01:21.680]  聖經提到神給我們的救恩是很堅定
[00:01:21.680 --> 00:01:23.560]  是確實的
[00:01:23.560 --> 00:01:25.080]  「好像靈魂的錨
[00:01:25.080 --> 00:01:26.880]  又堅固又牢固
[00:01:26.880 --> 00:01:29.720]  且進入到神給我們永遠的同在
[00:01:29.720 --> 00:01:33.280]  就是至聖所 就是萬箭之內」
[00:01:33.280 --> 00:01:34.200]  因此各位弟兄姊妹
[00:01:34.200 --> 00:01:36.040]  我們所承受的救恩
[00:01:36.040 --> 00:01:38.960]  不是指是而非的救恩
[00:01:38.960 --> 00:01:41.920]  不是七時就這樣
[00:01:41.920 --> 00:01:43.080]  八時就這樣
[00:01:43.080 --> 00:01:44.840]  隨時變化 不是
[00:01:44.840 --> 00:01:48.000]  是堅固牢固的救恩
[00:01:48.000 --> 00:01:50.680]  是因為神藉著他的兒子耶穌基督
[00:01:50.680 --> 00:01:52.120]  藉著天地的主
[00:01:52.120 --> 00:01:54.240]  所帶給我們的救恩
[00:01:54.240 --> 00:01:55.160]  而聖經希伯來書
[00:01:55.160 --> 00:01:56.640]  不斷地告訴我們
[00:01:56.640 --> 00:01:58.240]  所承受的救恩
[00:01:58.240 --> 00:02:00.080]  就是確定的救恩
[00:02:00.080 --> 00:02:02.000]  因為藉著天地的主
[00:02:02.000 --> 00:02:04.400]  耶穌基督而領受的
[00:02:04.400 --> 00:02:05.640]  因此我們今天一起思想
[00:02:05.640 --> 00:02:06.880]  聖經如何告訴我們
[00:02:06.880 --> 00:02:10.520]  這份確定的救恩是怎樣的救恩
[00:02:10.520 --> 00:02:12.080]  大家請看第一章
[00:02:12.080 --> 00:02:13.520]  我們首先思想的是
[00:02:13.520 --> 00:02:15.480]  神藉著他的兒子
[00:02:15.480 --> 00:02:18.200]  他主動地跟我們說話
[00:02:18.200 --> 00:02:19.640]  跟我們溝通
[00:02:19.640 --> 00:02:23.960]  在第一章第一節
[00:02:23.960 --> 00:02:26.240]  「神既在古時藉著眾先知
[00:02:26.240 --> 00:02:29.160]  多次多方地曉遇列祖
[00:02:29.160 --> 00:02:32.400]  就在這末世藉著他兒子曉遇我們
[00:02:32.400 --> 00:02:33.880]  又早已立定他
[00:02:33.880 --> 00:02:36.760]  立他為承受萬有的
[00:02:36.760 --> 00:02:40.720]  也曾藉著他創造諸世界」
[00:02:40.720 --> 00:02:42.560]  請提督神透過先知
[00:02:42.560 --> 00:02:44.200]  很多的先知多次多方
[00:02:44.200 --> 00:02:46.080]  來向我們說話
[00:02:46.080 --> 00:02:48.040]  跟我們溝通
[00:02:48.040 --> 00:02:51.760]  向我們表明福音的真理
[00:02:51.760 --> 00:02:53.880]  大家都很明白在這個時代
[00:02:53.880 --> 00:02:56.920]  很重要的科技發展是甚麼呢
[00:02:56.920 --> 00:02:59.400]  就是通訊器材
[00:02:59.400 --> 00:03:01.280]  很多高科技的方式
[00:03:01.280 --> 00:03:04.080]  來幫助我們更快地溝通
[00:03:04.080 --> 00:03:08.320]  更短時間能夠接觸到想接觸的人
[00:03:08.320 --> 00:03:10.480]  或者你會發現現在很多時候
[00:03:10.480 --> 00:03:12.840]  打電郵已經是太普通了
[00:03:12.840 --> 00:03:17.040]  已經很多人很習慣ICQ、MSN等等
[00:03:17.040 --> 00:03:18.560]  如果你不太明白是甚麼
[00:03:18.560 --> 00:03:21.800]  你放心 我也不太明白
[00:03:21.800 --> 00:03:23.160]  很多很多不同的方式
[00:03:23.160 --> 00:03:24.320]  最近我兒子告訴我
[00:03:24.320 --> 00:03:26.440]  買了一個ViewCam
[00:03:26.440 --> 00:03:28.960]  在電腦上一調上去
[00:03:28.960 --> 00:03:30.360]  很清楚
[00:03:30.360 --> 00:03:31.560]  我問他多少錢
[00:03:31.560 --> 00:03:33.360]  九十多元
[00:03:33.360 --> 00:03:34.240]  很便宜的價錢
[00:03:34.240 --> 00:03:36.440]  買了一些很好的工具
[00:03:36.440 --> 00:03:40.480]  就能夠加速很多的溝通、聯絡
[00:03:40.480 --> 00:03:43.840]  很多時候發覺人類真的很厲害
[00:03:43.840 --> 00:03:46.640]  發展很多很重要的通訊器材
[00:03:46.640 --> 00:03:48.240]  但當我看這段經文的時候
[00:03:48.240 --> 00:03:51.520]  體會到最高的科技
[00:03:51.520 --> 00:03:55.160]  不能夠叫我們跟神溝通
[00:03:55.160 --> 00:03:56.880]  是神祂自己在歷史當中
[00:03:56.880 --> 00:04:00.400]  主動地要跟我們溝通
[00:04:00.400 --> 00:04:01.840]  在《教育聖經》當中說
[00:04:01.840 --> 00:04:04.480]  神藉著很多的先知
[00:04:04.480 --> 00:04:07.560]  多次、多種的方法
[00:04:07.560 --> 00:04:09.960]  來跟我們說話
[00:04:09.960 --> 00:04:12.680]  當然這樣說意味著一次不足夠
[00:04:12.680 --> 00:04:14.080]  一個不足夠
[00:04:14.080 --> 00:04:15.600]  是透過很多的先知
[00:04:15.600 --> 00:04:18.000]  多次多方跟我們說話
[00:04:18.000 --> 00:04:19.840]  但也不足夠
[00:04:19.840 --> 00:04:22.520]  直到來到末世的時候
[00:04:22.520 --> 00:04:25.840]  亦都是我們現在所身處的一個階段
[00:04:25.840 --> 00:04:27.120]  在末世的時候
[00:04:27.120 --> 00:04:30.640]  神用主耶穌來跟我們說話
[00:04:30.640 --> 00:04:32.080]  就在這末世
[00:04:32.080 --> 00:04:34.200]  藉著祂兒子
[00:04:34.200 --> 00:04:36.600]  不再是藉著先知
[00:04:36.600 --> 00:04:38.560]  藉著祂的兒子一次過
[00:04:38.560 --> 00:04:43.080]  完全地向我們啟示神自己
[00:04:43.080 --> 00:04:45.320]  這帶給我們很大的盼望
[00:04:45.320 --> 00:04:51.600]  就是神最終的啟示是清晰和完全的
[00:04:51.600 --> 00:04:53.960]  請看到這位的兒子是怎樣的呢?
[00:04:53.960 --> 00:04:57.720]  大家看回第二節
[00:04:57.720 --> 00:05:01.040]  「又早以納他為承受萬有的
[00:05:01.040 --> 00:05:04.720]  也曾藉著他創造諸世界」
[00:05:04.720 --> 00:05:07.640]  請看到這位神的兒子
[00:05:07.640 --> 00:05:10.400]  他是承受萬有的
[00:05:10.400 --> 00:05:14.120]  意味著一切都會歸屬於他
[00:05:14.120 --> 00:05:17.520]  天地萬物完全會歸屬於他
[00:05:17.520 --> 00:05:20.880]  因為是他創造諸世界
[00:05:20.880 --> 00:05:22.120]  神藉著他做
[00:05:22.120 --> 00:05:25.840]  亦都可以說是他創造諸世界
[00:05:25.840 --> 00:05:29.040]  大家看看下第十節
[00:05:29.040 --> 00:05:29.720]  第十節說
[00:05:29.720 --> 00:05:32.760]  「又說主啊,你起初納了地的根基
[00:05:32.760 --> 00:05:36.960]  天也是你所做的」
[00:05:36.960 --> 00:05:39.400]  是神所創造的
[00:05:39.400 --> 00:05:42.080]  亦都是主耶穌基督所創造的
[00:05:42.080 --> 00:05:45.680]  大家再看第三節經文
[00:05:45.680 --> 00:05:48.520]  請繼續描寫這位神的兒子
[00:05:48.520 --> 00:05:50.120]  他是怎樣的?
[00:05:50.120 --> 00:05:53.600]  「他是神榮耀所發的光輝
[00:05:53.600 --> 00:05:56.840]  第二是神本體的真像
[00:05:56.840 --> 00:06:02.160]  第三常用他權能的命令托住萬有」
[00:06:02.160 --> 00:06:04.440]  請講述耶穌基督在地上
[00:06:04.440 --> 00:06:07.480]  是照耀出神的榮光
[00:06:07.480 --> 00:06:10.880]  很清晰的 完全的將神的榮耀
[00:06:10.880 --> 00:06:13.080]  來照耀出來
[00:06:13.080 --> 00:06:14.320]  聖經又說
[00:06:14.320 --> 00:06:17.560]  他是神本體的真像
[00:06:17.560 --> 00:06:20.160]  真像這個意思很豐富
[00:06:20.160 --> 00:06:23.000]  是描寫一些好像印章
[00:06:23.000 --> 00:06:25.800]  又或者好像是一個印記
[00:06:25.800 --> 00:06:28.360]  如果你將印章一印下去的時候
[00:06:28.360 --> 00:06:30.560]  將印記和印章比較一下
