
[00:00:00.000 --> 00:00:02.000]  感謝神的恩典
[00:00:02.000 --> 00:00:05.000]  讓我和眾弟兄姊妹分享聖經的訊息
[00:00:05.000 --> 00:00:08.000]  我在祈禱和思考之後
[00:00:08.000 --> 00:00:10.000]  決定了這個題目
[00:00:10.000 --> 00:00:12.000]  就是保羅在羅馬傳道
[00:00:12.000 --> 00:00:17.000]  經文就是《使徒行傳》第28章第30到31節
[00:00:17.000 --> 00:00:19.000]  講到的內容有三個部分
[00:00:19.000 --> 00:00:24.000]  第一個部分是保羅的傳道是遇到誹謗的
[00:00:24.000 --> 00:00:29.000]  第二部分就是保羅向羅馬官員和猶太人傳道
[00:00:29.000 --> 00:00:33.000]  第三部分就是保羅在危機中放膽傳道
[00:00:33.000 --> 00:00:35.000]  首先看看第一個部分
[00:00:35.000 --> 00:00:38.000]  保羅的傳道遇到誹謗
[00:00:38.000 --> 00:00:44.000]  《使徒行傳》第28章記載保羅被送去羅馬
[00:00:44.000 --> 00:00:50.000]  大家可能會問為甚麼保羅會被送去羅馬呢?
[00:00:50.000 --> 00:00:52.000]  如果要回答這個問題
[00:00:52.000 --> 00:00:56.000]  事情就要回到《使徒行傳》第21章
[00:00:56.000 --> 00:01:00.000]  你可能會覺得我現在是開始講21章
[00:01:00.000 --> 00:01:02.000]  何時才講到第28章呢?
[00:01:02.000 --> 00:01:04.000]  我都很少這樣做的
[00:01:04.000 --> 00:01:06.000]  但今次真的有這個需要
[00:01:06.000 --> 00:01:08.000]  在《使徒行傳》第21章
[00:01:08.000 --> 00:01:10.000]  重點是在哪裏呢?
[00:01:10.000 --> 00:01:13.000]  是保羅在耶路撒冷
[00:01:13.000 --> 00:01:15.000]  大家記住是耶路撒冷聖殿
[00:01:15.000 --> 00:01:18.000]  他被猶太人拉了出去
[00:01:18.000 --> 00:01:20.000]  準備要殺他
[00:01:20.000 --> 00:01:24.000]  有人通知羅馬軍隊的千夫長
[00:01:24.000 --> 00:01:28.000]  千夫長帶人去到現場
[00:01:28.000 --> 00:01:31.000]  猶太人停手打保羅
[00:01:31.000 --> 00:01:34.000]  然後千夫長拘捕了保羅
[00:01:34.000 --> 00:01:36.000]  帶他去刑留受審
[00:01:36.000 --> 00:01:39.000]  在這裏補充少少背景讓大家明白
[00:01:39.000 --> 00:01:43.000]  這裏提到耶路撒冷
[00:01:43.000 --> 00:01:45.000]  猶太人聖殿
[00:01:45.000 --> 00:01:50.000]  但其實猶太人在耶路撒冷
[00:01:50.000 --> 00:01:52.000]  他們有一個公會
[00:01:52.000 --> 00:01:56.000]  公會的最高領導人是大祭司
[00:01:56.000 --> 00:01:58.000]  然後有一班公會的成員
[00:01:58.000 --> 00:02:00.000]  其實保羅很熟悉這些事
[00:02:00.000 --> 00:02:03.000]  因為他在未信主之前
[00:02:03.000 --> 00:02:07.000]  他是拿著大祭司的手語去捉基督徒
[00:02:07.000 --> 00:02:08.000]  大家應該記得這件事
[00:02:08.000 --> 00:02:10.000]  他完全熟悉了運作
[00:02:10.000 --> 00:02:12.000]  你可能會問猶太公會
[00:02:12.000 --> 00:02:15.000]  他有權發出一些批文
[00:02:15.000 --> 00:02:17.000]  要被人去捉人
[00:02:17.000 --> 00:02:18.000]  沒錯
[00:02:18.000 --> 00:02:22.000]  羅馬帝國的政府是賦予
[00:02:22.000 --> 00:02:25.000]  在巴勒斯坦區猶太公會
[00:02:25.000 --> 00:02:28.000]  有一個這麼高的行政權力
[00:02:28.000 --> 00:02:30.000]  他可以去審訊
[00:02:30.000 --> 00:02:31.000]  可以去拘捕
[00:02:31.000 --> 00:02:32.000]  可以去打人
[00:02:32.000 --> 00:02:34.000]  不過有一樣事他不能做
[00:02:34.000 --> 00:02:37.000]  就是他不可以判死刑
[00:02:37.000 --> 00:02:39.000]  你可能說這件事有什麼特別
[00:02:39.000 --> 00:02:41.000]  這件事就在福音書裏面很特別
[00:02:41.000 --> 00:02:43.000]  大家你記不記得
[00:02:43.000 --> 00:02:46.000]  耶穌基督被拘捕
[00:02:46.000 --> 00:02:51.000]  送到猶太公會大祭司去審訊的時候
[00:02:51.000 --> 00:02:54.000]  這班公會的成員
[00:02:54.000 --> 00:02:56.000]  是一起叫一件事
[00:02:56.000 --> 00:02:59.000]  就是要釘死他
[00:02:59.000 --> 00:03:01.000]  你有沒有留心
[00:03:01.000 --> 00:03:05.000]  其實最後去拍板的不是大祭司
[00:03:05.000 --> 00:03:07.000]  猶太公會的人
[00:03:07.000 --> 00:03:10.000]  是要基於所謂群眾
[00:03:10.000 --> 00:03:13.000]  即是公會成員的要求
[00:03:13.000 --> 00:03:16.000]  將耶穌送去給誰
[00:03:16.000 --> 00:03:18.000]  比拉多巡撫
[00:03:18.000 --> 00:03:20.000]  大家記住是巡撫比拉多
[00:03:20.000 --> 00:03:23.000]  巡撫比拉多才有權去判
[00:03:23.000 --> 00:03:26.000]  耶穌死刑被釘十字架
[00:03:26.000 --> 00:03:28.000]  你明白這樣的結構的時候
[00:03:28.000 --> 00:03:32.000]  你就知道保羅在《史壇傳》有一章
[00:03:32.000 --> 00:03:35.000]  被猶太人拉出聖殿
[00:03:35.000 --> 00:03:39.000]  他不是帶他去公會審訊
[00:03:39.000 --> 00:03:41.000]  你看看那個記載
[00:03:41.000 --> 00:03:44.000]  是準備撕了他
[00:03:44.000 --> 00:03:46.000]  要將保羅殺了
[00:03:46.000 --> 00:03:50.000]  周圍有人通知羅馬的軍隊
[00:03:50.000 --> 00:03:53.000]  千夫長來到就制止了
[00:03:53.000 --> 00:03:55.000]  然後帶他去刑牢受審
[00:03:55.000 --> 00:03:58.000]  然後《史壇傳》第二章就記載
[00:03:58.000 --> 00:04:02.000]  當然千夫長帶保羅去公會
[00:04:02.000 --> 00:04:07.000]  去向猶太人分享他信主的經歷
[00:04:07.000 --> 00:04:10.000]  《史壇傳》第二十二章是講這個
[00:04:10.000 --> 00:04:13.000]  有千夫長在後面保住他
[00:04:13.000 --> 00:04:15.000]  你回去和那班人解釋一下
[00:04:15.000 --> 00:04:18.000]  你被人打的原因
[00:04:18.000 --> 00:04:20.000]  你是傳耶穌的福音
[00:04:20.000 --> 00:04:22.000]  你信耶穌所以這樣
[00:04:22.000 --> 00:04:25.000]  當猶太人聽完保羅的分享之後
[00:04:25.000 --> 00:04:28.000]  他們就說我要除掉他
[00:04:28.000 --> 00:04:31.000]  千夫長就要將保羅帶回刑牢
[00:04:31.000 --> 00:04:33.000]  用辯論去敲問
[00:04:33.000 --> 00:04:37.000]  為什麼那些人要這樣除掉你
[00:04:37.000 --> 00:04:38.000]  當然是你有問題
[00:04:38.000 --> 00:04:40.000]  在這個時候
[00:04:40.000 --> 00:04:42.000]  《史壇傳》二十二章第二十五節
[00:04:42.000 --> 00:04:44.000]  保羅就說
[00:04:44.000 --> 00:04:47.000]  人是羅馬人又沒有定罪
[00:04:47.000 --> 00:04:50.000]  你們就鞭打他有者個泥媽
[00:04:50.000 --> 00:04:52.000]  你可以翻譯成聖經
[00:04:52.000 --> 00:04:53.000]  你可以用手機去看
[00:04:53.000 --> 00:04:56.000]  在這個時候保羅就告訴千夫長
[00:04:56.000 --> 00:04:58.000]  你知道我是什麼嗎?
[00:04:58.000 --> 00:04:59.000]  羅馬公民
[00:04:59.000 --> 00:05:01.000]  你又未定我罪
[00:05:01.000 --> 00:05:02.000]  你就要鞭打我
[00:05:02.000 --> 00:05:03.000]  你有沒有先例?
[00:05:03.000 --> 00:05:05.000]  多厲害啊保羅
[00:05:05.000 --> 00:05:07.000]  然後《史壇傳》二十三章
[00:05:07.000 --> 00:05:12.000]  記載千夫長將保羅帶回猶太公會
[00:05:12.000 --> 00:05:13.000]  解開了他
[00:05:13.000 --> 00:05:15.000]  不用下手銬了
[00:05:15.000 --> 00:05:17.000]  讓他去辯白
[00:05:17.000 --> 00:05:21.000]  其實千夫長是保護保羅
[00:05:21.000 --> 00:05:22.000]  去回猶太公會
[00:05:22.000 --> 00:05:25.000]  給你機會向那些人解說一下
[00:05:25.000 --> 00:05:31.000]  因為猶太公會有獨立的高度行政權力
[00:05:31.000 --> 00:05:34.000]  然後《史壇傳》二十三章第二十二節
[00:05:34.000 --> 00:05:36.000]  到二十二節
[00:05:36.000 --> 00:05:37.000]  有個記載是什麼呢?
[00:05:37.000 --> 00:05:39.000]  有四十多個猶太人
[00:05:39.000 --> 00:05:41.000]  他是堅決一定要殺死保羅
[00:05:41.000 --> 00:05:43.000]  就是不殺了他不睡覺那種
[00:05:43.000 --> 00:05:46.000]  還要設計去陷害保羅
[00:05:46.000 --> 00:05:49.000]  不過這件事就被保羅的外甥聽到
[00:05:49.000 --> 00:05:51.000]  就告訴保羅
[00:05:51.000 --> 00:05:54.000]  然後保羅就通知千夫長
[00:05:54.000 --> 00:05:56.000]  是不是好像看電影的橋段
[00:05:56.000 --> 00:05:57.000]  都挺有趣的
[00:05:57.000 --> 00:05:59.000]  所以你可以看《史壇傳》
[00:05:59.000 --> 00:06:00.000]  從二十一章看到尾
[00:06:00.000 --> 00:06:03.000]  然後千夫長就派大批軍隊
[00:06:03.000 --> 00:06:08.000]  將保羅送去隸屬安提柏底的
