
[00:00:00.000 --> 00:00:15.500]  剛才我在台上望下去,立刻注意到一位頭髮完全白的姊妹,
[00:00:15.500 --> 00:00:26.500]  我相信她參加港九培靈演藝大會四十多年了,
[00:00:26.500 --> 00:00:36.500]  我在大會中見過三代的青年人,
[00:00:36.500 --> 00:00:41.500]  你們就知道我參加多久了,
[00:00:41.500 --> 00:00:47.500]  一九五一年第一次參加,
[00:00:47.500 --> 00:00:58.500]  你們中間不少的青年人還沒有出世,我要見證一件事,
[00:00:58.500 --> 00:01:04.500]  就是聖經的道沒有改變,
[00:01:04.500 --> 00:01:10.500]  我們大會的訊息也沒有改變,
[00:01:10.500 --> 00:01:17.500]  因為人的需要沒有改變,
[00:01:17.500 --> 00:01:23.500]  在這四十九年當中,
[00:01:23.500 --> 00:01:35.500]  我親眼看見很多很多的青年人奉獻自己的主,
[00:01:35.500 --> 00:01:40.500]  加在一起有好幾千人,
[00:01:40.500 --> 00:01:52.500]  昨天晚上見到中國神學研究院的院長周永健牧師,
[00:01:52.500 --> 00:02:01.500]  他說他就是在大會中現身的,感謝神,
[00:02:01.500 --> 00:02:08.500]  我們所傳的訊息不需要改變,
[00:02:08.500 --> 00:02:15.500]  因為神的道是萬古長新的,
[00:02:15.500 --> 00:02:23.500]  五十年來,社會的情況改變很多,
[00:02:23.500 --> 00:02:28.500]  思潮改變很多,
[00:02:28.500 --> 00:02:32.500]  環境改變很多,
[00:02:32.500 --> 00:02:36.500]  但是我們仍然講同樣的訊息,
[00:02:36.500 --> 00:02:39.500]  但仍然講同樣的神秘,
[00:02:39.500 --> 00:02:46.500]  因為可以滿足人的心靈的基本的最重要的需要,
[00:02:46.500 --> 00:02:51.500]  能夠滿足人心靈最基本的需要,
[00:02:51.500 --> 00:02:57.500]  五十年在歷史中算得什麼?
[00:02:57.500 --> 00:03:02.500]  事實上兩千年來數得到,沒有改變,
[00:03:02.500 --> 00:03:05.500]  實際上兩千年來數得到沒有改變,
[00:03:05.500 --> 00:03:10.500]  我們唱的是歌古老的孤音,The Old Old Story,
[00:03:10.500 --> 00:03:16.500]  我們所傳的所唱的詩歌,古老的福音,The Long Long Story,
[00:03:16.500 --> 00:03:20.500]  是一個古老的孤音,萬古長新,
[00:03:20.500 --> 00:03:23.500]  是一個古老的福音,萬古長新,
[00:03:23.500 --> 00:03:28.500]  兩千年來,人類改變了多少?
[00:03:28.500 --> 00:03:33.500]  人改變了多少?社會改變了多少?
[00:03:33.500 --> 00:03:40.500]  文化改變了多少?理論改變了多少?
[00:03:40.500 --> 00:03:45.500]  多少的理論興起來消退?
[00:03:45.500 --> 00:03:50.500]  起來過去,起來過去,
[00:03:50.500 --> 00:03:56.500]  但是聖經,古老的聖經仍然是生命之道,
[00:03:56.500 --> 00:04:00.500]  但是聖經,古老的聖經仍然是生命之道,
[00:04:00.500 --> 00:04:05.500]  我們今天仍然講兩千年前主耶穌講的道,
[00:04:05.500 --> 00:04:10.500]  我們今天仍然講兩千年前主耶穌講的道,
[00:04:10.500 --> 00:04:13.500]  仍然講兩千年前保羅講的道,
[00:04:13.500 --> 00:04:16.500]  仍然講兩千年前菩羅所講的道,
[00:04:16.500 --> 00:04:21.500]  我們發現這道仍然是今天的人所需要的,
[00:04:21.500 --> 00:04:25.500]  我們發現這道仍然是今天的人所需要的,
[00:04:25.500 --> 00:04:28.500]  所以我要作見證,
[00:04:28.500 --> 00:04:33.500]  所以我要作見證,我可以說是大會的見證人之一,
[00:04:33.500 --> 00:04:36.500]  所以說我是大會的見證人之一,
[00:04:36.500 --> 00:04:39.500]  見證大會的信息沒有改變,
[00:04:39.500 --> 00:04:42.500]  見證大會的信息並沒有改變,
[00:04:42.500 --> 00:04:44.500]  我這樣看下去,
[00:04:44.500 --> 00:04:49.500]  我們中間還是青年人比例相當多,
[00:04:49.500 --> 00:04:52.500]  我們中間還是青年人比例相當多,
[00:04:52.500 --> 00:04:56.500]  但願主得到這一代的基督徒,
[00:04:56.500 --> 00:04:59.500]  但願主得到這一代的基督徒,
[00:04:59.500 --> 00:05:01.500]  興起來,
[00:05:01.500 --> 00:05:04.500]  信主,愛主,見證主,
[00:05:04.500 --> 00:05:07.500]  信主,愛主,見證主,
[00:05:07.500 --> 00:05:09.500]  做主的賜福的罄名,
[00:05:09.500 --> 00:05:10.500]  做主的賜福的罄名,
[00:05:10.500 --> 00:05:12.500]  做主時代的器皿,
[00:05:12.500 --> 00:05:15.500]  感謝大美主,
[00:05:15.500 --> 00:05:21.500]  今天晚上我們要從約翰福音裡面領受信息,
[00:05:21.500 --> 00:05:25.500]  今天晚上我們要從約翰福音裡面領受信息,
[00:05:25.500 --> 00:05:30.500]  在約翰福音裡面有一個字用了三十次,
[00:05:30.500 --> 00:05:33.500]  在約翰福音裡面有一個字用了三十次,
[00:05:33.500 --> 00:05:37.500]  就是真假的真這個字,
[00:05:37.500 --> 00:05:40.500]  就是真假的真這個真字,
[00:05:40.500 --> 00:05:47.500]  用了這麼多次表示約翰福音很注重真這個信息,
[00:05:47.500 --> 00:05:52.500]  用了這麼多次就證明約翰福音很看重真這個信息,
[00:05:52.500 --> 00:05:56.500]  還有實實在在告訴你們,
[00:05:56.500 --> 00:06:00.500]  還有實實在在告訴你們,
[00:06:00.500 --> 00:06:01.500]  三十次,
[00:06:01.500 --> 00:06:02.500]  三十次,
[00:06:02.500 --> 00:06:07.500]  還有見證兩個字四十二次,
[00:06:07.500 --> 00:06:11.500]  還有見證兩個字四十二次,
[00:06:11.500 --> 00:06:15.500]  這三個字眼基本的意義都是一樣,
[00:06:15.500 --> 00:06:18.500]  這三個字眼基本的意義都是一樣,
[00:06:18.500 --> 00:06:19.500]  是真的,
[00:06:19.500 --> 00:06:20.500]  是真的,
[00:06:20.500 --> 00:06:23.500]  見證是見真的,
[00:06:23.500 --> 00:06:24.500]  見證是真的,
[00:06:24.500 --> 00:06:28.500]  是神實實在在告訴我們的,
[00:06:28.500 --> 00:06:29.500]  是真的,
[00:06:29.500 --> 00:06:33.500]  是神實實在在告訴我們真的真道,
[00:06:33.500 --> 00:06:36.500]  加在一起一百次,
[00:06:36.500 --> 00:06:38.500]  加在一起一百次,
[00:06:38.500 --> 00:06:42.500]  這是約翰福音的中心的信息,
[00:06:42.500 --> 00:06:45.500]  這是約翰福音的中心的信息,
