
[00:00:00.000 --> 00:00:02.000]  亞國書第五章
[00:00:02.000 --> 00:00:04.000]  大家讀的時候會留意到
[00:00:04.000 --> 00:00:07.000]  聖經提到主耶穌的在來
[00:00:07.000 --> 00:00:12.000]  也提到主耶穌在來的時候會有審判
[00:00:12.000 --> 00:00:16.000]  但當人在面對主的在來
[00:00:16.000 --> 00:00:18.000]  面對審判之前
[00:00:18.000 --> 00:00:20.000]  聖經特別在這段經文提出
[00:00:20.000 --> 00:00:23.000]  有兩個很重要的操練
[00:00:23.000 --> 00:00:25.000]  兩個很重要的追求
[00:00:25.000 --> 00:00:28.000]  第一是忍耐
[00:00:28.000 --> 00:00:31.000]  第二是祈禱
[00:00:31.000 --> 00:00:32.000]  因此當你讀聖經的時候
[00:00:32.000 --> 00:00:35.000]  你會發覺以忍耐和禱告
[00:00:35.000 --> 00:00:37.000]  去等候主的在來
[00:00:37.000 --> 00:00:39.000]  就是一個最合宜
[00:00:39.000 --> 00:00:42.000]  最重要的選擇
[00:00:42.000 --> 00:00:43.000]  在聖經開始的時候
[00:00:43.000 --> 00:00:45.000]  你會發覺聖經提到忍耐的真理
[00:00:45.000 --> 00:00:48.000]  後面就提到關於祈禱的真理
[00:00:48.000 --> 00:00:50.000]  當大家看聖經的時候
[00:00:50.000 --> 00:00:52.000]  你會發覺聖經裡面不斷勸喻我們
[00:00:52.000 --> 00:00:53.000]  你們去禱告我
[00:00:53.000 --> 00:00:55.000]  你們去尋求我
[00:00:55.000 --> 00:00:56.000]  大家或許會記得我們早前
[00:00:56.000 --> 00:00:59.000]  曾經在金句上列出來
[00:00:59.000 --> 00:01:01.000]  大家一起背誦的
[00:01:01.000 --> 00:01:03.000]  耶利米書二十九章
[00:01:03.000 --> 00:01:05.000]  神就透過先知呼籲我們
[00:01:05.000 --> 00:01:09.000]  你要呼求我 禱告我
[00:01:09.000 --> 00:01:12.000]  我就應運你們
[00:01:12.000 --> 00:01:13.000]  你們尋求我
[00:01:13.000 --> 00:01:15.000]  若專心尋求
[00:01:15.000 --> 00:01:18.000]  就必尋見
[00:01:18.000 --> 00:01:20.000]  是上帝不斷地勉勵我們
[00:01:20.000 --> 00:01:23.000]  要去尋求祂 呼求祂
[00:01:23.000 --> 00:01:25.000]  或者我們可以說
[00:01:25.000 --> 00:01:28.000]  神賜給人最大的恩惠
[00:01:28.000 --> 00:01:31.000]  就是人可以向神祈禱
[00:01:31.000 --> 00:01:33.000]  人可以向神祈禱
[00:01:33.000 --> 00:01:35.000]  人知道向神禱告的時候
[00:01:35.000 --> 00:01:37.000]  就領受神要賜的恩惠
[00:01:37.000 --> 00:01:40.000]  神每年都勉強我們
[00:01:40.000 --> 00:01:42.000]  逼我們要祂的恩惠
[00:01:42.000 --> 00:01:45.000]  但當人的心願意謙卑尋求的時候
[00:01:45.000 --> 00:01:48.000]  神就樂意賜下各樣的恩惠
[00:01:48.000 --> 00:01:49.000]  相對來說
[00:01:49.000 --> 00:01:52.000]  當教徒如果不去祈禱
[00:01:52.000 --> 00:01:55.000]  是人生裡最大的損失
[00:01:55.000 --> 00:01:59.000]  是失去了神要賜給人的各樣恩惠
[00:01:59.000 --> 00:02:01.000]  所以當我們讀聖經的時候
[00:02:01.000 --> 00:02:03.000]  聖經就說你們要去禱告我
[00:02:03.000 --> 00:02:05.000]  你們要尋求我
[00:02:05.000 --> 00:02:08.000]  所以我們先看聖經前面的時候
[00:02:08.000 --> 00:02:10.000]  你發覺聖經說到禱告之前
[00:02:10.000 --> 00:02:11.000]  它就先告訴我們
[00:02:11.000 --> 00:02:13.000]  你們要忍耐
[00:02:13.000 --> 00:02:17.000]  我們看第五章第六節
[00:02:17.000 --> 00:02:19.000]  聖經提到當時教徒
[00:02:19.000 --> 00:02:22.000]  面對著一些迫害
[00:02:22.000 --> 00:02:24.000]  面對著一些排斥
[00:02:24.000 --> 00:02:26.000]  但接著聖經第七節就說
[00:02:26.000 --> 00:02:29.000]  所以你們要應當忍耐
[00:02:29.000 --> 00:02:31.000]  直到主來
[00:02:31.000 --> 00:02:35.000]  要等候主自己的臨在
[00:02:35.000 --> 00:02:36.000]  然後第八節就說
[00:02:36.000 --> 00:02:41.000]  你們應當忍耐堅定自己的心
[00:02:41.000 --> 00:02:45.000]  要堅定自己不要離開神
[00:02:45.000 --> 00:02:46.000]  不要因為灰心
[00:02:46.000 --> 00:02:49.000]  或者想避免一些傷害
[00:02:49.000 --> 00:02:52.000]  或者想避開一些困難
[00:02:52.000 --> 00:02:54.000]  所以就遠離神
[00:02:54.000 --> 00:02:57.000]  聖經說不要這樣
[00:02:57.000 --> 00:02:59.000]  要堅定自己的心
[00:02:59.000 --> 00:03:01.000]  然後第九節
[00:03:01.000 --> 00:03:04.000]  聖經就說弟兄們不要彼此抱怨
[00:03:04.000 --> 00:03:06.000]  免得你們受審判
[00:03:06.000 --> 00:03:10.000]  看那審判的主已經站在門前
[00:03:10.000 --> 00:03:12.000]  在教徒之間有些時候
[00:03:12.000 --> 00:03:15.000]  會出現一些互相抱怨的情況
[00:03:15.000 --> 00:03:17.000]  聖經就說要小心
[00:03:17.000 --> 00:03:20.000]  不要抱怨免得你們受審判
[00:03:20.000 --> 00:03:22.000]  正如主耶穌所說
[00:03:22.000 --> 00:03:25.000]  你用什麼良器量給別人
[00:03:25.000 --> 00:03:28.000]  神會用你的良器量給你
[00:03:28.000 --> 00:03:31.000]  你用什麼標準來批評別人
[00:03:31.000 --> 00:03:36.000]  上帝會用同樣的標準來評價你
[00:03:36.000 --> 00:03:37.000]  因此聖經說
[00:03:37.000 --> 00:03:39.000]  小心不要抱怨
[00:03:39.000 --> 00:03:42.000]  以致你受到審判
[00:03:42.000 --> 00:03:45.000]  一直說要忍耐著苦難
[00:03:45.000 --> 00:03:47.000]  忍耐著這些可能在
[00:03:47.000 --> 00:03:50.000]  甚至在信徒之間受到的一些傷害
[00:03:50.000 --> 00:03:53.000]  但是要堅定自己
[00:03:53.000 --> 00:03:56.000]  然後聖經就開始說到祈禱
[00:03:56.000 --> 00:04:00.000]  大家看第十三節
[00:04:00.000 --> 00:04:02.000]  你們中間有人受苦嗎?
[00:04:02.000 --> 00:04:04.000]  他就應該禱告
[00:04:04.000 --> 00:04:06.000]  有人心情愉快嗎?
[00:04:06.000 --> 00:04:08.000]  他就應該歌頌
[00:04:08.000 --> 00:04:11.000]  如果面對一些苦難
[00:04:11.000 --> 00:04:12.000]  聖經所提及的
[00:04:12.000 --> 00:04:15.000]  可能是一些關於身體的病患
[00:04:15.000 --> 00:04:20.000]  又或者可能是因為某一些緣故
[00:04:20.000 --> 00:04:22.000]  受到一些惡人的傷害
[00:04:22.000 --> 00:04:25.000]  受到一些可能不公義的對待
[00:04:25.000 --> 00:04:27.000]  很多不同的苦難當中
[00:04:27.000 --> 00:04:28.000]  很簡單
[00:04:28.000 --> 00:04:32.000]  但直接說應該祈禱
[00:04:32.000 --> 00:04:35.000]  在苦難的時候應該祈禱
[00:04:35.000 --> 00:04:39.000]  因為苦難容易叫我們埋怨神
[00:04:39.000 --> 00:04:43.000]  容易叫我們心裏有一種對神的不滿
