
[00:00:00.000 --> 00:00:13.200]  各位,歡迎大家來到神學茶館
[00:00:13.200 --> 00:00:14.320]  我是陳曉琪
[00:00:14.320 --> 00:00:15.920]  中國神學研究院
[00:00:15.920 --> 00:00:17.920]  神學科的助理教授
[00:00:17.920 --> 00:00:20.480]  我們身邊有黃錦雲神父
[00:00:20.480 --> 00:00:23.040]  黃神父是聖神神學院
[00:00:23.040 --> 00:00:24.880]  教義神學的教授
[00:00:24.880 --> 00:00:27.840]  我們很開心今天黃神父在我們當中
[00:00:27.840 --> 00:00:31.280]  他將會和我們討論一個我們新教徒
[00:00:31.280 --> 00:00:33.680]  很有興趣參與的討論
[00:00:33.680 --> 00:00:36.160]  就是贖罪券
[00:00:36.160 --> 00:00:39.440]  黃神父,聽到贖罪券這個名字
[00:00:39.440 --> 00:00:42.400]  可能你都有點感受
[00:00:42.400 --> 00:00:47.520]  因為這個翻譯其實都是一個新教的翻譯
[00:00:47.520 --> 00:00:52.160]  甚至我們都有很多的誤解
[00:00:52.160 --> 00:00:56.400]  或者扭曲的其實對於這個文件
[00:00:56.400 --> 00:00:59.600]  或者我們今天在茶館裏
[00:00:59.600 --> 00:01:04.720]  都會將時鐘撥回到宗教改革的時間
[00:01:04.720 --> 00:01:08.080]  我們講歷史之前
[00:01:08.080 --> 00:01:10.720]  其實都要釐清一些概念
[00:01:10.720 --> 00:01:11.600]  基本概念
[00:01:11.600 --> 00:01:14.640]  所以不知道黃神父
[00:01:14.640 --> 00:01:19.200]  我們新教對於贖罪券這個翻譯
[00:01:19.200 --> 00:01:22.480]  是不是本身有些誤導性
[00:01:22.480 --> 00:01:27.200]  天主教會其實是怎樣稱呼這個文件的呢?
[00:01:27.200 --> 00:01:32.800]  我想陳博士你提了一個很重要的問題
[00:01:32.800 --> 00:01:34.640]  就是中文翻譯的問題
[00:01:34.640 --> 00:01:36.960]  因為贖罪券即刻給人一個感覺
[00:01:36.960 --> 00:01:38.000]  就是你給了錢
[00:01:38.000 --> 00:01:39.360]  就可以赦罪
[00:01:39.360 --> 00:01:42.960]  但是這個和我們天主教原來的信號
[00:01:42.960 --> 00:01:44.560]  完全背道而馳
[00:01:44.560 --> 00:01:46.400]  完全是一個扭曲
[00:01:46.400 --> 00:01:49.680]  實際上我們官方的翻譯叫大赦
[00:01:49.680 --> 00:01:55.600]  所以大赦是指一個大赦的制度
[00:01:55.600 --> 00:01:58.640]  它赦免的就是我們的暫罰
[00:01:58.640 --> 00:02:00.240]  即是暫時的處罰
[00:02:00.240 --> 00:02:04.560]  如果你一個證明書
[00:02:04.560 --> 00:02:08.880]  證明你已經得到這個暫罰的赦免
[00:02:08.880 --> 00:02:11.440]  這個證明書就叫大赦證明書
[00:02:11.440 --> 00:02:13.840]  這個就是基督新教所講的贖罪券
[00:02:13.840 --> 00:02:16.560]  所以其實當它翻譯為贖罪券
[00:02:16.560 --> 00:02:19.920]  是完全是一個神學上不正確的
[00:02:19.920 --> 00:02:21.200]  是一個錯誤的翻譯
[00:02:21.200 --> 00:02:22.960]  因為它根本不可以赦罪
[00:02:22.960 --> 00:02:25.520]  它的原意就是當一個人
[00:02:25.520 --> 00:02:28.240]  他已經藉著一個告解聖事
[00:02:28.240 --> 00:02:31.600]  他的罪惡已經赦了
[00:02:31.600 --> 00:02:33.840]  但是他還有一些暫時的處罰
[00:02:33.840 --> 00:02:37.040]  這些暫時的處罰他要做一些補贖
[00:02:37.040 --> 00:02:38.240]  當他做完補贖
[00:02:38.240 --> 00:02:40.560]  這個暫時的處罰就會得到赦免
[00:02:40.560 --> 00:02:42.240]  其中一種方式就是
[00:02:42.240 --> 00:02:45.600]  譬如他可以在16世紀的時候
[00:02:45.600 --> 00:02:46.960]  他捐錢給教會
[00:02:46.960 --> 00:02:50.480]  因為講完教會要建那個聖伯多祿大殿
[00:02:50.480 --> 00:02:52.800]  就是聖伯多祿大教堂
[00:02:52.800 --> 00:02:54.800]  所以其中一種方式就是
[00:02:54.800 --> 00:02:56.560]  如果你捐錢給教會
[00:02:56.560 --> 00:02:58.800]  建這個聖伯多祿大教堂
[00:02:58.800 --> 00:03:01.440]  作為一種補贖的其中一種方式
[00:03:01.440 --> 00:03:03.040]  不是唯一的方式
[00:03:03.040 --> 00:03:05.680]  教會就會出示一張證明書
[00:03:05.680 --> 00:03:08.240]  就是說你做了這個補贖
[00:03:08.240 --> 00:03:12.960]  就是說你犯罪引起的暫時的處罰就赦免了
[00:03:12.960 --> 00:03:15.040]  赦是那個暫罰
[00:03:15.040 --> 00:03:16.320]  不是赦罪的
[00:03:16.320 --> 00:03:19.520]  所以這個所謂俗稱的贖罪券
[00:03:19.520 --> 00:03:22.720]  根本就是一個錯誤的翻譯
[00:03:22.720 --> 00:03:27.440]  我們新教徒一般對於贖罪券的理解
[00:03:27.440 --> 00:03:31.200]  其實都頗有故事性的
[00:03:31.200 --> 00:03:35.680]  我們一向從小到大的想法的版本就是
[00:03:35.680 --> 00:03:41.360]  贖罪券是一個天堂的VIP通行證
[00:03:41.360 --> 00:03:45.680]  只要我們花錢買了這張紙
[00:03:45.680 --> 00:03:47.520]  無論犯了什麼罪
[00:03:47.520 --> 00:03:50.480]  甚至一些未來我們未犯的罪
[00:03:50.480 --> 00:03:53.600]  我們都可以一筆勾銷
[00:03:53.600 --> 00:03:59.520]  所以就好像一個天堂的快速通行證
[00:03:59.520 --> 00:04:04.720]  這是我們從小到大新教徒聽回來的版本
[00:04:04.720 --> 00:04:08.960]  剛才黃神父就說到其實不是這樣的
[00:04:08.960 --> 00:04:12.800]  這個大社的證明書
[00:04:12.800 --> 00:04:16.160]  其實它本身處理的是一些暫罰
[00:04:16.160 --> 00:04:22.800]  我想這個觀念可能對於新教的弟兄姊妹都不是很熟悉
[00:04:22.800 --> 00:04:24.880]  在我們的理解裏面就是
[00:04:24.880 --> 00:04:26.240]  Jesus paid all
[00:04:26.240 --> 00:04:29.120]  耶穌已經付清了一切的罪
[00:04:29.120 --> 00:04:33.760]  那為什麼還會有一些要暫罰的呢?
[00:04:33.760 --> 00:04:36.000]  為什麼還要有補贖的呢?
[00:04:36.000 --> 00:04:40.800]  會不會令人覺得救恩是未完全的呢?
[00:04:40.800 --> 00:04:43.680]  或者神父可以幫我們解釋一下
[00:04:43.680 --> 00:04:46.000]  首先我們知道
[00:04:46.000 --> 00:04:48.480]  我們根據聖經的說法
[00:04:48.480 --> 00:04:50.000]  人人都犯了罪
[00:04:50.000 --> 00:04:51.680]  虧負了天主的光榮
[00:04:51.680 --> 00:04:53.920]  這是保羅所說的
[00:04:53.920 --> 00:04:56.800]  所以我們相信絕大部分人都會犯了罪
[00:04:56.800 --> 00:04:58.000]  我們的罪
[00:04:58.000 --> 00:04:59.840]  主耶穌已經代我們
[00:04:59.840 --> 00:05:00.880]  代了我們
[00:05:00.880 --> 00:05:01.840]  代贖的觀念
[00:05:01.840 --> 00:05:02.800]  代了我們
[00:05:02.800 --> 00:05:04.080]  祂的死亡
[00:05:04.080 --> 00:05:05.120]  代我們
[00:05:05.120 --> 00:05:07.440]  承擔了最後的後果
[00:05:07.440 --> 00:05:08.640]  最後的後果就是死亡
[00:05:08.640 --> 00:05:09.600]  靈魂的死亡
[00:05:09.600 --> 00:05:10.720]  祂代我們承擔了
[00:05:10.720 --> 00:05:13.440]  所以我們在主耶穌那裏是得到赦免的
[00:05:13.440 --> 00:05:14.480]  這是事實
[00:05:14.480 --> 00:05:15.680]  所以我們所有的罪
[00:05:15.680 --> 00:05:18.160]  都因為我們的信心
[00:05:18.160 --> 00:05:20.480]  在主耶穌那裏得到赦免
[00:05:20.480 --> 00:05:23.200]  我想任何新教徒
[00:05:23.200 --> 00:05:24.800]  天主教徒都絕對同意
[00:05:24.800 --> 00:05:25.760]  東正教徒
[00:05:25.760 --> 00:05:27.840]  沒有任何人會反對一件事
[00:05:27.840 --> 00:05:30.080]  但是我們犯了罪
[00:05:30.080 --> 00:05:32.960]  不單止是和天主權力
[00:05:32.960 --> 00:05:35.520]  我們也是對人的傷害
[00:05:35.520 --> 00:05:36.800]  譬如我們殺人
[00:05:36.800 --> 00:05:38.080]  我們肯定傷害了別人
[00:05:38.080 --> 00:05:39.600]  傷害了他的家屬
[00:05:39.600 --> 00:05:40.640]  愛他的人
[00:05:40.640 --> 00:05:42.880]  或者我們對天主
[00:05:42.880 --> 00:05:45.040]  祂的自然律
[00:05:45.040 --> 00:05:48.640]  自然律是指神律
[00:05:48.640 --> 00:05:50.000]  都是一種鄙視
[00:05:50.000 --> 00:05:51.520]  一種否定
[00:05:51.520 --> 00:05:55.840]  所以祂會傷害了天主所定的
[00:05:55.840 --> 00:05:58.400]  倫理的規律
[00:05:58.400 --> 00:05:59.440]  大自然的規律
[00:05:59.440 --> 00:06:00.320]  傷害了人
[00:06:00.320 --> 00:06:03.520]  祂應該做一些相應的補償
[00:06:03.520 --> 00:06:08.000]  就是說罪是主耶穌已經赦免了
[00:06:08.000 --> 00:06:11.680]  但是天主會有一些暫時的處罰
[00:06:11.680 --> 00:06:14.480]  那個處罰不是落地獄
[00:06:14.480 --> 00:06:16.160]  地獄那個是永遠的處罰
[00:06:16.160 --> 00:06:17.200]  那個不是這個
[00:06:17.200 --> 00:06:18.400]  那個是暫時的處罰
[00:06:18.400 --> 00:06:19.280]  譬如舉個例子
[00:06:19.280 --> 00:06:20.480]  可能有疾病
[00:06:20.480 --> 00:06:22.080]  或者生活上的艱苦
[00:06:22.080 --> 00:06:23.360]  這些暫時性的罪
[00:06:23.360 --> 00:06:24.720]  暫時性的不是罪
[00:06:24.720 --> 00:06:25.920]  暫時性的處罰
[00:06:25.920 --> 00:06:28.960]  這些處罰需要主耶穌赦免才行
[00:06:28.960 --> 00:06:35.360]  所以所謂新教所翻譯的贖罪券
[00:06:35.360 --> 00:06:38.560]  那個赦免就不是罪過
[00:06:38.560 --> 00:06:40.000]  是暫時的處罰
[00:06:40.000 --> 00:06:44.320]  所以贊罰的觀念是離異於我剛才解釋的
[00:06:44.320 --> 00:06:49.680]  所以其實這裡有兩個概念
[00:06:49.680 --> 00:06:50.560]  兩個概念
[00:06:50.560 --> 00:06:56.800]  罪就是那種破壞了我們和上帝之間的關係
[00:06:56.800 --> 00:07:00.800]  需要神的赦免
[00:07:00.800 --> 00:07:04.720]  而另一個就是贊罰的觀念
[00:07:04.720 --> 00:07:11.520]  就是我們的罪讓這個宇宙世界都失罪了
[00:07:11.520 --> 00:07:17.040]  所以我們就需要賠保的觀念
[00:07:17.040 --> 00:07:22.000]  所以我們一向認為的贖罪券或者大赦
[00:07:22.000 --> 00:07:25.520]  其實處理的就是後面的概念
