
[00:00:00.000 --> 00:00:04.800]  今天我繼續和大家來看提摩太后書
[00:00:04.800 --> 00:00:07.120]  今天來到第五講
[00:00:07.120 --> 00:00:10.600]  也進入了書信的尾聲
[00:00:10.600 --> 00:00:14.760]  兩個月前和大家看的是第三章
[00:00:14.760 --> 00:00:16.360]  所以提一提
[00:00:16.360 --> 00:00:19.880]  保羅在那裡向提摩太太強調
[00:00:19.880 --> 00:00:23.400]  第三章說這是一個末世的境況
[00:00:23.400 --> 00:00:25.800]  當時面對著假教師
[00:00:25.800 --> 00:00:28.120]  教會很多挑戰很困難
[00:00:28.120 --> 00:00:30.120]  面對著那些惡人惡事
[00:00:30.120 --> 00:00:33.040]  保羅說不要詫異
[00:00:33.040 --> 00:00:35.040]  不要自亂陣腳
[00:00:35.040 --> 00:00:37.320]  首先不要被他們影響
[00:00:37.320 --> 00:00:39.720]  所以說這些人你就避開吧
[00:00:39.720 --> 00:00:43.640]  他說這些惡人他們的敗壞
[00:00:43.640 --> 00:00:45.640]  是不會經得起考驗的
[00:00:45.640 --> 00:00:49.320]  遲早就會顯出他們的愚昧
[00:00:49.320 --> 00:00:51.640]  不過保羅說你一定要記得
[00:00:51.640 --> 00:00:54.680]  所有納至在基督耶穌裡面
[00:00:54.680 --> 00:00:56.680]  過敬虔生活的人
[00:00:56.680 --> 00:00:59.320]  都會遭受迫害
[00:00:59.320 --> 00:01:01.720]  那是末世的狀況
[00:01:01.720 --> 00:01:03.320]  出路是什麼?
[00:01:03.320 --> 00:01:06.600]  繼續持守聖經的真道
[00:01:06.600 --> 00:01:10.120]  繼續持守那份對主的信心
[00:01:10.120 --> 00:01:14.440]  繼續去踐行各樣美善的事
[00:01:14.440 --> 00:01:17.720]  這是第三章保羅提到
[00:01:17.720 --> 00:01:19.720]  活後的狀況
[00:01:19.720 --> 00:01:22.920]  指教提摩太太如何面對挑戰
[00:01:22.920 --> 00:01:26.680]  今天和大家看的是最後一章的上半部分
[00:01:26.680 --> 00:01:29.720]  十一月我會再和大家看最後一部分
[00:01:29.720 --> 00:01:33.000]  我們一起先讀提摩太后書的
[00:01:33.000 --> 00:01:36.040]  第四章第一節到第八節
[00:01:36.040 --> 00:01:38.040]  預備起
[00:01:38.040 --> 00:01:44.200]  我在神和那將要審判活人死人的基督耶穌面前
[00:01:44.200 --> 00:01:47.800]  行著他的顯然和他的國度
[00:01:47.800 --> 00:01:49.800]  鄭重地勸誡地
[00:01:49.800 --> 00:01:53.960]  總要傳道無論合時不合時
[00:01:53.960 --> 00:01:55.960]  都要作好準備
[00:01:55.960 --> 00:01:59.160]  總要心存百般的忍耐
[00:01:59.160 --> 00:02:02.200]  用各樣的教導指正人
[00:02:02.200 --> 00:02:04.520]  責備人勸勉人
[00:02:04.520 --> 00:02:06.760]  因為時候將到
[00:02:06.760 --> 00:02:11.240]  那時人必不能容忍健全的教義
[00:02:11.240 --> 00:02:13.480]  反而以躲發揚
[00:02:13.480 --> 00:02:15.640]  隨從自己的私慾
[00:02:15.640 --> 00:02:18.840]  為自己聚集好些教師
[00:02:18.840 --> 00:02:22.680]  他們的耳朵轉移背棄真理
[00:02:22.680 --> 00:02:26.280]  反倒轉向無稽的傳說
[00:02:26.280 --> 00:02:27.560]  至於你
[00:02:27.560 --> 00:02:31.000]  凡事都要保持頭腦清醒
[00:02:31.000 --> 00:02:33.000]  忍受苦難
[00:02:33.000 --> 00:02:36.120]  做傳福音者要做的工作
[00:02:36.120 --> 00:02:38.680]  完成自己的職事
[00:02:38.680 --> 00:02:39.960]  至於我
[00:02:39.960 --> 00:02:42.120]  我現在被囂電
[00:02:42.120 --> 00:02:44.760]  我離世的時候到了
[00:02:44.760 --> 00:02:48.280]  最美好的仗我已經打過了
[00:02:48.280 --> 00:02:51.800]  這段路程我已經跑完了
[00:02:51.800 --> 00:02:55.080]  這個信仰我已經守住了
[00:02:55.080 --> 00:02:59.800]  從今以後有公義的官面為我保存
[00:02:59.800 --> 00:03:04.280]  這官面是主那公義的審判者
[00:03:04.280 --> 00:03:07.240]  將要在那日賞給我的
[00:03:07.240 --> 00:03:09.080]  不但賞給我
[00:03:09.080 --> 00:03:13.480]  也賞給所有愛慕他顯現的人
[00:03:13.480 --> 00:03:17.720]  來到第四章其實本來延續著
[00:03:17.720 --> 00:03:21.800]  他去看第三章的末世眼界
[00:03:21.800 --> 00:03:24.760]  對提摩太作出提醒
[00:03:24.760 --> 00:03:28.280]  四章的一節一開始
[00:03:28.280 --> 00:03:29.720]  保羅就強調
[00:03:29.720 --> 00:03:32.440]  向我鄭重地勸誡你
[00:03:32.440 --> 00:03:35.320]  這個字其實是放在最前的
[00:03:35.320 --> 00:03:40.040]  就好像父母對子女一邊說話一邊吩咐
[00:03:40.040 --> 00:03:41.560]  忽然間很嚴肅地說
[00:03:41.560 --> 00:03:44.600]  兒子女兒看著我
[00:03:44.600 --> 00:03:47.400]  聽清楚我的說話
[00:03:47.400 --> 00:03:50.440]  很鄭重地要告訴你
[00:03:50.440 --> 00:03:52.120]  而且保羅加上一個描述
[00:03:52.120 --> 00:03:53.480]  我怎樣勸誡你
[00:03:53.480 --> 00:03:58.440]  當著上帝和基督耶穌的面前說
[00:03:58.440 --> 00:04:00.680]  你可以想像
[00:04:00.680 --> 00:04:01.880]  不只是我和你說
[00:04:01.880 --> 00:04:03.400]  我要找一個大一點的
[00:04:03.400 --> 00:04:07.240]  在你面前很清楚地要告訴你
[00:04:07.240 --> 00:04:12.760]  你可以理解保羅對這個祝福非常著緊
[00:04:12.760 --> 00:04:16.840]  他要強調一件重要的事
[00:04:16.840 --> 00:04:23.880]  耶穌是那位將要審判活人死人的
[00:04:23.880 --> 00:04:27.160]  意思就是我們要留心
[00:04:27.160 --> 00:04:29.160]  所有人都要交帳
[00:04:29.160 --> 00:04:33.240]  一切的活人和死人都要
[00:04:33.240 --> 00:04:35.320]  而且這裡說
[00:04:35.320 --> 00:04:39.560]  他憑著耶穌基督的顯現和他的國度
[00:04:39.560 --> 00:04:44.040]  他的顯現很明顯就是指耶穌再回來
[00:04:44.040 --> 00:04:47.880]  主的國度就是耶穌的掌權
[00:04:47.880 --> 00:04:50.200]  雖然短短一句
[00:04:50.200 --> 00:04:53.640]  保羅說我要很鄭重地勸誡你
[00:04:53.640 --> 00:04:55.720]  怎樣勸誡
[00:04:55.720 --> 00:05:01.000]  他強調一個主再來的光榮時刻
[00:05:01.000 --> 00:05:04.840]  強調我們在主的審判下
[00:05:04.840 --> 00:05:07.320]  活出我們的生命
[00:05:07.320 --> 00:05:08.840]  所以對保羅
[00:05:08.840 --> 00:05:10.680]  對提摩太太來說
[00:05:10.680 --> 00:05:13.480]  這個時刻不是一個恐懼的時刻
[00:05:13.480 --> 00:05:15.800]  是一個光榮的時刻
[00:05:15.800 --> 00:05:19.640]  是那些一切納至在基督耶穌裡面
[00:05:19.640 --> 00:05:25.000]  敬虔生活的人的一份盼望
[00:05:25.000 --> 00:05:27.560]  我們在地上一切生活
[00:05:27.560 --> 00:05:29.560]  行事為人
[00:05:29.560 --> 00:05:35.000]  不只是只有今生的結果和回報
[00:05:35.000 --> 00:05:40.120]  我們是活在上主的永恆國度的底下
[00:05:40.120 --> 00:05:42.600]  相信耶穌的人就是相信
[00:05:42.600 --> 00:05:45.400]  和知道這個是真相
[00:05:45.400 --> 00:05:48.440]  不相信的人就是不相信這個是真理
[00:05:48.440 --> 00:05:50.280]  不覺得重要
[00:05:50.280 --> 00:05:53.640]  甚至不認為那個是事實
[00:05:53.640 --> 00:05:57.320]  反而現世的美好才是真實
[00:05:57.320 --> 00:06:01.480]  現在可以牢牢抓住的才是最有價值
[00:06:01.480 --> 00:06:03.160]  最有意義
[00:06:03.160 --> 00:06:04.840]  所以就要擁有物質
[00:06:04.840 --> 00:06:05.960]  擁有名利
[00:06:05.960 --> 00:06:09.000]  擁有權力
[00:06:09.000 --> 00:06:14.760]  保羅和我們應該不是這麼相信的
[00:06:14.760 --> 00:06:16.440]  保羅在《哥倫多前書》
[00:06:16.440 --> 00:06:19.720]  當他講到耶穌基督的復活
[00:06:19.720 --> 00:06:22.600]  他說假如我們在基督裡面
[00:06:22.600 --> 00:06:25.480]  旨在今生有盼望
[00:06:25.480 --> 00:06:30.920]  我們就比所有的人都更可憐
[00:06:30.920 --> 00:06:33.480]  末日的盼望
[00:06:33.480 --> 00:06:36.760]  是我們所有屬耶穌的人
[00:06:36.760 --> 00:06:41.160]  能夠在地上踐行信仰的基礎
[00:06:41.160 --> 00:06:43.000]  上帝吩咐我們要做好人
[00:06:43.000 --> 00:06:44.200]  要做好事
[00:06:44.200 --> 00:06:47.160]  甚至不要以惡報惡
[00:06:47.160 --> 00:06:50.440]  要以善勝惡
[00:06:50.440 --> 00:06:54.520]  如果我們沒有了這個終末的指向
[00:06:54.520 --> 00:06:57.000]  我們真的沒有能力做到
[00:06:57.000 --> 00:06:58.920]  我們會被那些冤屈
[00:06:58.920 --> 00:07:00.040]  苦毒
[00:07:00.040 --> 00:07:01.320]  恐懼
[00:07:01.320 --> 00:07:03.440]  那些不忿等等
[00:07:03.440 --> 00:07:06.520]  去消磨我們的生命
[00:07:06.520 --> 00:07:08.760]  變成跟隨耶穌的路
[00:07:08.760 --> 00:07:13.080]  就成為了一條悲觀捱打的路
[00:07:13.080 --> 00:07:15.480]  保羅說不是這樣
[00:07:15.480 --> 00:07:21.160]  我們的主是那位審判活人死人的主
[00:07:21.160 --> 00:07:24.840]  所有人的心思意念行為
[00:07:24.840 --> 00:07:28.280]  他全看在眼裡
[00:07:28.280 --> 00:07:31.400]  所以保羅對提摩太的勸勉不是強人所難
[00:07:31.400 --> 00:07:32.840]  對著那些假教師
[00:07:32.840 --> 00:07:35.240]  對著那些破壞教會的人
[00:07:35.240 --> 00:07:38.280]  他還叫提摩太忍耐
[00:07:38.280 --> 00:07:41.320]  活出愛心
[00:07:41.320 --> 00:07:46.600]  是因為他建基在這一份對耶穌的確信裡
[00:07:46.600 --> 00:07:49.080]  耶穌不只安慰我們
[00:07:49.080 --> 00:07:51.880]  不只賜力量給我們
[00:07:51.880 --> 00:07:56.680]  他是那位擁有審判權柄的主
[00:07:56.680 --> 00:08:01.160]  耶穌才是真正的終審法官
[00:08:01.160 --> 00:08:03.640]  人間的制度
[00:08:03.640 --> 00:08:06.840]  怎樣完善也好不會完美
[00:08:06.840 --> 00:08:11.800]  不過指望的是那位永恆的大君王
[00:08:11.800 --> 00:08:14.760]  我們所靠的是他
[00:08:14.760 --> 00:08:17.720]  就是我們可以在今天
[00:08:17.720 --> 00:08:21.640]  仍然繼續積極跟隨耶穌
[00:08:21.640 --> 00:08:25.240]  積極侍奉他的保證
[00:08:25.240 --> 00:08:27.720]  保羅一開始
[00:08:27.720 --> 00:08:29.720]  他再提提摩太
[00:08:29.720 --> 00:08:30.600]  沒有了這一點
[00:08:30.600 --> 00:08:33.560]  我所說的全部你都覺得很難
[00:08:33.560 --> 00:08:38.200]  有了就不是很難做了
[00:08:38.200 --> 00:08:40.200]  這是保羅勸誡的場景
[00:08:40.200 --> 00:08:43.320]  然後到第二到第五節
[00:08:43.320 --> 00:08:45.720]  就是保羅對提摩太的勸誡
[00:08:45.720 --> 00:08:48.520]  這個段落出現了九個命令
