
[00:00:00.000 --> 00:00:04.000]  天上的主我們感謝祢
[00:00:04.000 --> 00:00:07.000]  雖然我們眼睛看不到祢
[00:00:07.000 --> 00:00:11.000]  但當我們兩三個人奉祢的名聚集的時候
[00:00:11.000 --> 00:00:13.000]  我們知道祢在我們中間
[00:00:13.000 --> 00:00:16.000]  也在我們的心中
[00:00:16.000 --> 00:00:17.000]  主我們尊崇祢
[00:00:17.000 --> 00:00:21.000]  因為祢賜給我們永恆的救恩
[00:00:21.000 --> 00:00:25.000]  主祢所賜的救恩是我們快樂的源頭
[00:00:25.000 --> 00:00:27.000]  每當我們想起
[00:00:27.000 --> 00:00:30.000]  祢自己怎樣將永遠的生命賜給我們
[00:00:30.000 --> 00:00:33.000]  我們就感恩不盡
[00:00:33.000 --> 00:00:35.000]  我們今天到祢的面前來
[00:00:35.000 --> 00:00:38.000]  我們靠主耶穌的補血再一次來遮蓋我們
[00:00:38.000 --> 00:00:40.000]  潔淨我們
[00:00:40.000 --> 00:00:42.000]  讓我們在祢的裡面
[00:00:42.000 --> 00:00:46.000]  我們心靈能夠領受祢所賜的天良
[00:00:46.000 --> 00:00:49.000]  領受祢給我們的真理
[00:00:49.000 --> 00:00:51.000]  我們就知道如何在世上
[00:00:51.000 --> 00:00:54.000]  活出祢所賜給我們豐盛的生命
[00:00:54.000 --> 00:00:57.000]  如今我們仰望聖靈在我們中間工作
[00:00:57.000 --> 00:01:01.000]  也仰望主自己在我們面前說話
[00:01:01.000 --> 00:01:02.000]  求主施恩
[00:01:02.000 --> 00:01:04.000]  聽我們祈禱
[00:01:04.000 --> 00:01:06.000]  奉耶穌基督聖名祈求
[00:01:06.000 --> 00:01:08.000]  阿們
[00:01:08.000 --> 00:01:12.000]  我記得我很多年之前聽了一個故事
[00:01:12.000 --> 00:01:16.000]  這個故事說到很多年前在中國的地方
[00:01:16.000 --> 00:01:20.000]  當時是中日戰爭之後的日子
[00:01:20.000 --> 00:01:25.000]  有一個家庭已經是因為戰爭的緣故很破落
[00:01:25.000 --> 00:01:28.000]  這個家庭的男士主人
[00:01:28.000 --> 00:01:31.000]  他有一次有一個朋友來探望他
[00:01:31.000 --> 00:01:33.000]  當朋友來探望他的時候
[00:01:33.000 --> 00:01:36.000]  他就很開心有人來關心他
[00:01:36.000 --> 00:01:38.000]  他就講述到在戰爭的期間
[00:01:38.000 --> 00:01:42.000]  他們家庭所受到很多很多的傷害
[00:01:42.000 --> 00:01:45.000]  他講述到他當時怎樣面對很多的日本人
[00:01:45.000 --> 00:01:48.000]  來到他的家庭裡面搶奪他們的財物
[00:01:48.000 --> 00:01:50.000]  而且打傷了他
[00:01:50.000 --> 00:01:54.000]  而且更加對他傷害的就是
[00:01:54.000 --> 00:01:57.000]  日本的兵在他的後院裡面
[00:01:57.000 --> 00:02:01.000]  將他一棵最深愛的榕樹割斷了
[00:02:01.000 --> 00:02:02.000]  斬斷了
[00:02:02.000 --> 00:02:04.000]  他就告訴他朋友
[00:02:04.000 --> 00:02:05.000]  你知不知道
[00:02:05.000 --> 00:02:07.000]  這棵樹是我們很多年
[00:02:07.000 --> 00:02:10.000]  我們家族很珍惜的一棵樹
[00:02:10.000 --> 00:02:13.000]  他說我爸爸當我很小的時候
[00:02:13.000 --> 00:02:17.000]  就在樹頭那裡帶著我們一班兄弟姐妹
[00:02:17.000 --> 00:02:19.000]  講故事給我們聽
[00:02:19.000 --> 00:02:21.000]  在當中乘涼聊天
[00:02:21.000 --> 00:02:23.000]  很多很開心的回憶
[00:02:23.000 --> 00:02:25.000]  但是戰爭的時候
[00:02:25.000 --> 00:02:29.000]  日本人將那棵樹就斬斷了
[00:02:29.000 --> 00:02:30.000]  當他講的時候
[00:02:30.000 --> 00:02:31.000]  他的情緒都很激動
[00:02:31.000 --> 00:02:34.000]  他說我每一次看到這棵樹頭
[00:02:34.000 --> 00:02:36.000]  我的心就會再次激動
[00:02:36.000 --> 00:02:40.000]  我就會很仇恨這些日本人
[00:02:40.000 --> 00:02:41.000]  接著他就說
[00:02:41.000 --> 00:02:44.000]  不如你和我出去看看那棵樹頭
[00:02:44.000 --> 00:02:47.000]  這個朋友被他帶出去之後
[00:02:47.000 --> 00:02:49.000]  看到剩下的樹頭
[00:02:49.000 --> 00:02:52.000]  然後這個朋友就不斷再講
[00:02:52.000 --> 00:02:55.000]  這棵樹的情況
[00:02:55.000 --> 00:02:58.000]  當他講了一段時間之後
[00:02:58.000 --> 00:03:02.000]  這個朋友突然間就停了
[00:03:02.000 --> 00:03:04.000]  就跟他說
[00:03:04.000 --> 00:03:07.000]  不如你聽我一個勸告
[00:03:07.000 --> 00:03:10.000]  一個家主一個家人就說
[00:03:10.000 --> 00:03:11.000]  你想說什麼
[00:03:11.000 --> 00:03:14.000]  他說我想建議你將這棵樹頭
[00:03:14.000 --> 00:03:16.000]  將它的連根拔起
[00:03:16.000 --> 00:03:18.000]  將它清理了
[00:03:18.000 --> 00:03:20.000]  然後鋪一些草
[00:03:20.000 --> 00:03:22.000]  忘記這件事
[00:03:22.000 --> 00:03:24.000]  因為我發覺這棵樹頭
[00:03:24.000 --> 00:03:27.000]  今天還在不斷傷害你的心靈
[00:03:27.000 --> 00:03:30.000]  這棵樹頭令你想起你過去曾經受過傷害
[00:03:30.000 --> 00:03:34.000]  而今天令你的傷口繼續流血
[00:03:34.000 --> 00:03:40.000]  我贊成你將這棵樹頭清理了
[00:03:40.000 --> 00:03:43.000]  這位男士聽了這個建議之後
[00:03:43.000 --> 00:03:45.000]  他心裡突然間有很大的提醒
[00:03:45.000 --> 00:03:47.000]  他知道雖然過去了很多年的時間
[00:03:47.000 --> 00:03:51.000]  但這件事情不斷地繼續刺痛他的心
[00:03:51.000 --> 00:03:55.000]  因為他每次看到樹頭就想起這些事情
[00:03:55.000 --> 00:03:56.000]  各位弟兄姊妹
[00:03:56.000 --> 00:04:01.000]  你會知道當你什麼時候還不能夠搖樹的時候
[00:04:01.000 --> 00:04:06.000]  不單單因為你的不搖樹對方受影響
[00:04:06.000 --> 00:04:10.000]  但最大受傷害的是你自己
[00:04:10.000 --> 00:04:14.000]  將那些苦澀除去
[00:04:14.000 --> 00:04:18.000]  你的心裡才會得到平安
[00:04:18.000 --> 00:04:20.000]  將樹頭清除
[00:04:20.000 --> 00:04:23.000]  你才會釋放出來
[00:04:23.000 --> 00:04:26.000]  一個內心裡不再有仇恨的人
[00:04:26.000 --> 00:04:30.000]  是一個蒙福的人
[00:04:30.000 --> 00:04:31.000]  而你和我
[00:04:31.000 --> 00:04:34.000]  實在樂意我們能夠蒙受這些福氣
[00:04:34.000 --> 00:04:36.000]  因此他上上勸告我們
[00:04:36.000 --> 00:04:39.000]  要搖樹你的弟兄、你的姊妹
[00:04:39.000 --> 00:04:41.000]  去領受神給你的福氣
[00:04:41.000 --> 00:04:42.000]  因此各位弟兄姊妹
[00:04:42.000 --> 00:04:45.000]  當我們思想到主耶穌對我們的吩咐
[00:04:45.000 --> 00:04:46.000]  要搖樹的時候
[00:04:46.000 --> 00:04:49.000]  我們知道祂因為愛我們
[00:04:49.000 --> 00:04:51.000]  而勸告我們這樣做
[00:04:51.000 --> 00:04:52.000]  因此我們帶著這樣的心情
[00:04:52.000 --> 00:04:57.000]  一起打開聖經的《馬太福音》第十八章
[00:04:57.000 --> 00:04:59.000]  《馬太福音》第十八章
[00:04:59.000 --> 00:05:04.000]  我們思想搖樹的信息
[00:05:04.000 --> 00:05:08.000]  十八章是主耶穌說的一連串的教導
[00:05:08.000 --> 00:05:11.000]  其中提到天國裡面的子民
[00:05:11.000 --> 00:05:14.000]  亦都是今天屬神的教徒
[00:05:14.000 --> 00:05:16.000]  我們生活的幾種特徵
[00:05:16.000 --> 00:05:18.000]  很多不同的片段說到
[00:05:18.000 --> 00:05:20.000]  教徒的特徵是怎樣的呢?
[00:05:20.000 --> 00:05:22.000]  在第一節到第四節
[00:05:22.000 --> 00:05:25.000]  就說到天國裡面的神的子民
[00:05:25.000 --> 00:05:28.000]  他們是謙卑像小孩子的
[00:05:28.000 --> 00:05:31.000]  第十八章第四節
[00:05:31.000 --> 00:05:34.000]  所以凡自己謙卑像小孩子的
[00:05:34.000 --> 00:05:39.000]  他在天國裡就是最大的
[00:05:39.000 --> 00:05:41.000]  與這個世界不同的觀念就是
[00:05:41.000 --> 00:05:42.000]  這個世界強調
[00:05:42.000 --> 00:05:46.000]  誰人可以有很偉大的成就
[00:05:46.000 --> 00:05:48.000]  能夠自己誇耀自己
[00:05:48.000 --> 00:05:50.000]  自誇自慮
[00:05:50.000 --> 00:05:54.000]  能夠在人面前有很強的口才
[00:05:54.000 --> 00:05:57.000]  能夠以聲威震懾人
[00:05:57.000 --> 00:05:59.000]  這些就是強人
[00:05:59.000 --> 00:06:02.000]  但是聖經的觀念卻是相反的
