
[00:00:00.000 --> 00:00:03.320]  今天晚上我們很高興能夠在這裏坐在一起
[00:00:03.320 --> 00:00:07.000]  來談談信仰和生活上各方面的事情
[00:00:07.000 --> 00:00:11.000]  剛才我聽到兩位主席說他們的家人都來了
[00:00:11.000 --> 00:00:14.600]  姐姐、姐夫、嫂子、哥哥
[00:00:14.600 --> 00:00:16.120]  一大群人都來了
[00:00:16.120 --> 00:00:18.320]  我知道很多人都是一家人一起來的
[00:00:18.320 --> 00:00:21.320]  有哪些朋友、弟兄姊妹是和家人一起來的?
[00:00:21.320 --> 00:00:23.520]  你舉手讓我知道
[00:00:23.520 --> 00:00:26.920]  我們很多家人在這裏
[00:00:26.920 --> 00:00:29.920]  很開心在一起相聚的時間
[00:00:30.440 --> 00:00:32.840]  我不知道他們怎麼邀請你來的
[00:00:32.840 --> 00:00:35.440]  昨晚我就問過弟兄姊妹
[00:00:35.440 --> 00:00:38.440]  問及為什麼你肯來呢?
[00:00:38.440 --> 00:00:40.440]  有些就說威逼你有
[00:00:40.440 --> 00:00:43.240]  又說請我吃飯
[00:00:43.240 --> 00:00:45.640]  又說如果不來我就不開心了
[00:00:45.640 --> 00:00:48.120]  很多方式邀請你來
[00:00:48.120 --> 00:00:50.440]  我不知道什麼方式你來到這個地方
[00:00:50.440 --> 00:00:51.640]  但無論如何
[00:00:51.640 --> 00:00:55.040]  我相信他們都是帶著一份很熱情的心
[00:00:55.040 --> 00:00:58.240]  很想能夠將他們的信仰和你分享
[00:00:59.240 --> 00:01:03.840]  而他們都很盼望你能得到心裏的平安
[00:01:03.840 --> 00:01:05.440]  所以無論他們用什麼方法
[00:01:05.440 --> 00:01:07.440]  或者一些不合適的方法
[00:01:07.440 --> 00:01:09.440]  我相信他們都帶著一個很開心
[00:01:09.440 --> 00:01:13.240]  很愛護你們的動機邀請你們回來
[00:01:13.240 --> 00:01:15.840]  所以今天我們大家一起在這個地方
[00:01:15.840 --> 00:01:18.440]  思想一下信仰、思想一下家庭的事情
[00:01:18.440 --> 00:01:21.040]  我想說的是
[00:01:21.040 --> 00:01:23.440]  其實大家都會體會到香港這個社會
[00:01:23.440 --> 00:01:26.040]  其實有很多關係上的問題
[00:01:26.840 --> 00:01:30.040]  很多時候你會發覺和一些人的關係破裂了
[00:01:30.040 --> 00:01:32.440]  其實不是開心的事情
[00:01:32.440 --> 00:01:35.040]  其實內心裏面常常都很困擾
[00:01:35.040 --> 00:01:36.440]  很不舒服
[00:01:36.440 --> 00:01:39.040]  甚至會覺得很受傷害
[00:01:39.040 --> 00:01:42.840]  有些時候很想能夠和他和好
[00:01:42.840 --> 00:01:45.640]  如果能夠和兒子聊天就好了
[00:01:45.640 --> 00:01:47.640]  如果能夠和同事大家和氣
[00:01:47.640 --> 00:01:49.240]  一起工作就好了
[00:01:49.240 --> 00:01:51.240]  但很多時候都發覺
[00:01:51.240 --> 00:01:54.840]  很想能夠和自己的朋友、家人和好
[00:01:54.840 --> 00:01:56.440]  但未必做得到
[00:01:57.040 --> 00:01:59.240]  有位朋友很坦白地跟我說
[00:01:59.240 --> 00:02:01.640]  他說其實已經想好了
[00:02:01.640 --> 00:02:04.240]  很想能夠和這位同事
[00:02:04.240 --> 00:02:07.240]  說一些友善的話
[00:02:07.240 --> 00:02:08.840]  已經想好怎麼說了
[00:02:08.840 --> 00:02:10.640]  第二天早上回到公司
[00:02:10.640 --> 00:02:12.640]  預備走到他的位置
[00:02:12.640 --> 00:02:14.440]  一走到他的位置
[00:02:14.440 --> 00:02:15.240]  見到他
[00:02:15.240 --> 00:02:16.640]  預備開口說了
[00:02:16.640 --> 00:02:18.640]  誰知道那個同事一看
[00:02:18.640 --> 00:02:19.440]  抬高頭
[00:02:19.440 --> 00:02:20.640]  用眼睛舔了他
[00:02:20.640 --> 00:02:24.040]  這位朋友說
[00:02:24.040 --> 00:02:25.640]  我一看見他這樣
[00:02:25.840 --> 00:02:27.240]  甚麼都不想說
[00:02:27.240 --> 00:02:30.440]  我閉上嘴就走回頭
[00:02:30.440 --> 00:02:31.840]  不用說了
[00:02:31.840 --> 00:02:34.440]  有些時候你會發覺
[00:02:34.440 --> 00:02:36.840]  對方對你的態度
[00:02:36.840 --> 00:02:39.040]  是令你好像沒有一種力量
[00:02:39.040 --> 00:02:42.440]  再能夠接納他、原諒他、寬恕他
[00:02:42.440 --> 00:02:45.840]  又或者其實不單是大家人際的關係
[00:02:45.840 --> 00:02:47.840]  有些時候你很想做個和事佬
[00:02:47.840 --> 00:02:49.240]  見他們經常吵架
[00:02:49.240 --> 00:02:51.240]  很想能夠調和一下他們的關係
[00:02:51.240 --> 00:02:52.640]  特別在家庭裡面
[00:02:52.640 --> 00:02:54.640]  都不想大家那麼多爭吵
[00:02:55.040 --> 00:02:57.440]  但有些時候覺得好像很無能為力
[00:02:57.440 --> 00:02:58.840]  我不知道大家有沒有留意到
[00:02:58.840 --> 00:03:00.840]  最近報紙說了一件事
[00:03:00.840 --> 00:03:04.040]  婆媳之間有一些爭吵
[00:03:04.040 --> 00:03:06.040]  也就是長期的爭吵
[00:03:06.040 --> 00:03:07.640]  吵吵鬧鬧的時候
[00:03:07.640 --> 00:03:09.840]  丈夫在中間夾著
[00:03:09.840 --> 00:03:15.840]  突然間他忍不住那種很不開心的情緒
[00:03:15.840 --> 00:03:17.440]  就推門走出去
[00:03:17.440 --> 00:03:18.640]  走出平台
[00:03:18.640 --> 00:03:20.640]  在欄杆上一跳跳下去
[00:03:20.640 --> 00:03:22.840]  就跌死了
[00:03:22.840 --> 00:03:24.840]  大家有沒有留意那份報紙的消息?
[00:03:25.640 --> 00:03:29.840]  後來婆媳分別衝到樓下
[00:03:29.840 --> 00:03:34.640]  大家看到兒子和丈夫死在地上
[00:03:34.640 --> 00:03:38.640]  兩個人分別在哭大哭一場
[00:03:38.640 --> 00:03:42.840]  我看到報道的時候覺得很無奈
[00:03:42.840 --> 00:03:46.640]  這個男士當然是面對著很長期的壓力
[00:03:46.640 --> 00:03:49.040]  真的壓力大到一個地步
[00:03:49.040 --> 00:03:51.440]  他完全不能夠控制自己
[00:03:51.440 --> 00:03:54.040]  就衝出去不如死掉他
[00:03:55.040 --> 00:03:57.240]  有些人想去做和事佬
[00:03:57.240 --> 00:03:58.640]  不僅做不到
[00:03:58.640 --> 00:04:00.640]  反而自己內心有很大的壓力
[00:04:00.640 --> 00:04:02.040]  甚至要尋死
[00:04:02.040 --> 00:04:05.840]  我不知道這位太太和媽媽
[00:04:05.840 --> 00:04:07.440]  看到自己兒子死在地上的時候
[00:04:07.440 --> 00:04:08.640]  他們的感受是怎樣的
[00:04:08.640 --> 00:04:10.640]  我猜是很無奈
[00:04:10.640 --> 00:04:13.440]  很想能夠和好
[00:04:13.440 --> 00:04:17.040]  很想能夠大家和和恰恰地相處
[00:04:17.040 --> 00:04:18.440]  但是做不到
[00:04:18.440 --> 00:04:20.440]  其實你和我都體會過
[00:04:20.440 --> 00:04:22.040]  人是有很大限制的
[00:04:22.040 --> 00:04:23.840]  很多時候想做和好
[00:04:23.840 --> 00:04:24.840]  但是做不到
[00:04:24.840 --> 00:04:26.440]  內心有很大的掙扎
[00:04:26.440 --> 00:04:29.240]  我們今天剛才讀了一段聖經
[00:04:29.240 --> 00:04:31.040]  聖經怎樣說這個問題呢?
[00:04:31.040 --> 00:04:33.640]  聖經說到一個很基本很核心的問題
[00:04:33.640 --> 00:04:37.640]  就是當人和神的關係破裂的時候
[00:04:37.640 --> 00:04:41.640]  人和人之間的關係就隨著破裂
[00:04:41.640 --> 00:04:47.040]  當一個被造者和創造主的關係破裂之後
[00:04:47.040 --> 00:04:49.840]  之間就產生很多裡面的不安
[00:04:49.840 --> 00:04:51.640]  而這些不安就會湧出
[00:04:51.640 --> 00:04:53.640]  在他自己和人的相處裡面
[00:04:53.640 --> 00:04:57.240]  帶來了和人之間很多很多破損的關係
[00:04:57.240 --> 00:04:59.840]  很多時候人就會覺得
[00:04:59.840 --> 00:05:01.040]  我不需要神
[00:05:01.040 --> 00:05:03.240]  我自己走自己的路
[00:05:03.240 --> 00:05:04.640]  因此就離開神
[00:05:04.640 --> 00:05:06.240]  當他離開神的時候
[00:05:06.240 --> 00:05:08.640]  就發覺自己裡面很多的不安
[00:05:08.640 --> 00:05:11.640]  因為被造者離開創造主
[00:05:11.640 --> 00:05:13.440]  那種失落的情況
[00:05:13.440 --> 00:05:15.640]  是很明顯在人身上出現
[00:05:15.640 --> 00:05:18.040]  而因此產生很多很多的不安
[00:05:18.040 --> 00:05:20.040]  也都在人的相處當中
[00:05:20.040 --> 00:05:21.840]  出現了很多其他的問題
[00:05:22.640 --> 00:05:24.840]  不知道大家有沒有聽過一句話
[00:05:24.840 --> 00:05:28.440]  如果心中無神
[00:05:28.440 --> 00:05:30.440]  目中就會怎樣?
[00:05:30.440 --> 00:05:32.040]  無人
[00:05:32.040 --> 00:05:35.440]  如果心裡沒有一位神
[00:05:35.440 --> 00:05:37.040]  其實你都會覺得
[00:05:37.040 --> 00:05:41.040]  很難像有一種動力去愛你身邊的人
[00:05:41.040 --> 00:05:44.040]  甚至好像目中無人的情況
[00:05:44.040 --> 00:05:48.240]  但當你發覺內心有一個神的時候
[00:05:48.240 --> 00:05:50.040]  有一位真神在你裡面
[00:05:50.040 --> 00:05:53.640]  你會發覺你有更大的力量去原諒別人
[00:05:53.640 --> 00:05:54.840]  去愛別人
[00:05:54.840 --> 00:05:57.840]  我很深刻一位醫生跟我分享
[00:05:57.840 --> 00:06:00.840]  他說他們醫院當中有一位男病人
[00:06:00.840 --> 00:06:03.040]  是一個末期癌症的病人
[00:06:03.040 --> 00:06:05.640]  可能你知道臨終之前
[00:06:05.640 --> 00:06:07.040]  都會有很多情緒
[00:06:07.040 --> 00:06:09.440]  所以終日都大吵大鬧
[00:06:09.440 --> 00:06:12.040]  平時他對家人都很不好
[00:06:12.040 --> 00:06:13.840]  過一陣子就更加是
[00:06:13.840 --> 00:06:16.840]  看著他經常罵子女、罵太太
[00:06:16.840 --> 00:06:18.040]  很不開心
[00:06:18.240 --> 00:06:20.440]  子女覺得爸爸快要離開了
[00:06:20.440 --> 00:06:22.040]  也不可以放棄他
[00:06:22.040 --> 00:06:25.040]  就忍著面對他的毒的罵
[00:06:25.040 --> 00:06:27.240]  但後來很奇妙
[00:06:27.240 --> 00:06:30.240]  有一位院中的一位女目者
[00:06:30.240 --> 00:06:34.040]  帶領她的丈夫這位男士信耶穌
[00:06:34.040 --> 00:06:35.840]  信耶穌之後
[00:06:35.840 --> 00:06:38.840]  很清楚地看到他整個人平和了
[00:06:38.840 --> 00:06:41.040]  開始不再罵
[00:06:41.040 --> 00:06:42.240]  大家明白嗎?
[00:06:42.240 --> 00:06:44.840]  有時候當人不斷罵的時候
[00:06:44.840 --> 00:06:46.640]  其實內心有很多恐懼
[00:06:47.040 --> 00:06:48.440]  不知道自己將來會怎樣
[00:06:48.440 --> 00:06:49.640]  不知道死後會怎樣
[00:06:49.640 --> 00:06:51.640]  因為情緒沒有地方發洩
[00:06:51.640 --> 00:06:53.440]  就罵在自己的親人身上
[00:06:53.440 --> 00:06:55.040]  醫生不敢罵
[00:06:55.040 --> 00:06:58.440]  罵自己最親密的人
[00:06:58.440 --> 00:06:59.840]  通常都是這樣的
[00:06:59.840 --> 00:07:03.840]  脾氣就會發在自己的親人身上
[00:07:03.840 --> 00:07:06.840]  但那段時間當他信了耶穌之後
[00:07:06.840 --> 00:07:08.240]  整個人平和了
[00:07:08.240 --> 00:07:11.840]  不再開始有什麼脾氣、情緒
[00:07:11.840 --> 00:07:14.240]  有一次他跟太太說
[00:07:14.240 --> 00:07:15.440]  他太太
[00:07:15.840 --> 00:07:16.840]  他跟醫生說
[00:07:16.840 --> 00:07:20.840]  「醫生,請你請我太太進來」
[00:07:20.840 --> 00:07:23.440]  太太進來的時候
[00:07:23.440 --> 00:07:26.040]  不知道會發生什麼事
[00:07:26.040 --> 00:07:28.640]  就想著今天又有罵了
[00:07:28.640 --> 00:07:31.240]  還要單獨罵他
[00:07:31.240 --> 00:07:32.640]  叫他單獨進來
[00:07:32.640 --> 00:07:34.840]  怎料進來之後
[00:07:34.840 --> 00:07:36.840]  丈夫竟然
[00:07:36.840 --> 00:07:40.040]  一生人第一次跟他說
[00:07:40.040 --> 00:07:44.040]  他說「太太,對不起」
[00:07:44.840 --> 00:07:47.440]  「這麼多年來,我常常罵你」
[00:07:47.440 --> 00:07:49.640]  「常常對你這麼差」
[00:07:49.640 --> 00:07:51.040]  「請你原諒我」
[00:07:51.040 --> 00:07:55.440]  這位太太忍不住一路流眼淚
[00:07:55.440 --> 00:07:57.040]  然後跟丈夫聊天
[00:07:57.040 --> 00:07:58.240]  聊完之後
[00:07:58.240 --> 00:07:58.840]  丈夫就說
[00:07:58.840 --> 00:08:01.040]  「麻煩你叫子女一個一個進來」
[00:08:01.040 --> 00:08:03.640]  太太說「不要,不要罵他們」
[00:08:03.640 --> 00:08:04.640]  「行了」
[00:08:04.640 --> 00:08:05.840]  才說「不是」
[00:08:05.840 --> 00:08:07.840]  子女一個一個進來
[00:08:07.840 --> 00:08:11.440]  然後爸爸同樣逐個向他們道歉
[00:08:12.240 --> 00:08:15.040]  這些孩子從未聽過爸爸說過這句話
[00:08:15.040 --> 00:08:16.240]  但竟然在那個時候
[00:08:16.240 --> 00:08:20.040]  爸爸就向他們逐個逐個尋求寬恕
[00:08:20.040 --> 00:08:23.440]  當我聽到這位醫生告訴我這件事的時候
[00:08:23.440 --> 00:08:25.040]  我就深刻體會到
[00:08:25.040 --> 00:08:29.040]  當人的內心領受這位神的愛
[00:08:29.040 --> 00:08:30.440]  他裡面得到滿足
[00:08:30.440 --> 00:08:31.840]  裡面有平安
[00:08:31.840 --> 00:08:34.240]  他開始體會到自己的錯失
[00:08:34.240 --> 00:08:36.440]  開始跟人重新和好
[00:08:36.440 --> 00:08:38.440]  尋求別人的原諒
[00:08:38.440 --> 00:08:39.840]  重建關係
[00:08:39.840 --> 00:08:41.640]  很多時候就是這樣
[00:08:41.640 --> 00:08:43.640]  人的內心有神的愛的時候
[00:08:43.640 --> 00:08:45.640]  人也懂得尊重人
[00:08:45.640 --> 00:08:47.240]  而產生和好的關係
[00:08:47.240 --> 00:08:50.240]  剛才大家讀過一段聖經
[00:08:50.240 --> 00:08:53.240]  提及一個爸爸和兒子的關係
[00:08:53.240 --> 00:08:53.840]  爸爸
[00:08:53.840 --> 00:08:58.240]  不如大家再拿出那份資料再看一看
[00:08:58.240 --> 00:09:05.440]  大家讀的時候也會體會到這裡所說的比喻
[00:09:05.440 --> 00:09:07.440]  其中提及的浪子
[00:09:07.440 --> 00:09:10.640]  當然所說的不單是說一個人
[00:09:10.840 --> 00:09:12.840]  而是在比喻很多很多的人
[00:09:12.840 --> 00:09:14.640]  而一位父親
[00:09:14.640 --> 00:09:16.440]  就像這位上帝
[00:09:16.440 --> 00:09:20.840]  是很願意重新接納這些流浪出去的人
[00:09:20.840 --> 00:09:22.640]  這個故事提及的是
[00:09:22.640 --> 00:09:23.840]  英國的小兒子
[00:09:23.840 --> 00:09:25.240]  他跟爸爸說
[00:09:25.240 --> 00:09:28.440]  他很想跟爸爸提出分家產
[00:09:28.440 --> 00:09:30.440]  他想自己創一番事業
[00:09:30.440 --> 00:09:32.240]  想出去自己幹一番
[00:09:32.240 --> 00:09:34.640]  不喜歡再在爸爸的家裡面
[00:09:34.640 --> 00:09:37.040]  當然爸爸接受他的意見
[00:09:37.040 --> 00:09:38.640]  就讓他出去
[00:09:38.640 --> 00:09:40.240]  拿到那筆錢之後
[00:09:40.240 --> 00:09:41.840]  在第三行就提到
[00:09:41.840 --> 00:09:43.240]  他任意放蕩
[00:09:43.240 --> 00:09:44.640]  浪費他的資財
[00:09:44.640 --> 00:09:46.840]  很快就花光他的錢
[00:09:46.840 --> 00:09:49.840]  甚至落寞到一個田地
[00:09:49.840 --> 00:09:51.440]  做放豬的工作
[00:09:51.440 --> 00:09:53.040]  一個很卑賤的工作
[00:09:53.040 --> 00:09:54.840]  在一個很艱難的時候
[00:09:54.840 --> 00:09:56.240]  他很餓沒得吃
[00:09:56.240 --> 00:09:57.840]  大家看到下面所說
[00:09:57.840 --> 00:10:00.640]  他於是去投靠
[00:10:00.640 --> 00:10:01.640]  一二三四五
[00:10:01.640 --> 00:10:02.440]  第五行
