
[00:00:00.000 --> 00:00:02.000]  在今早的崇拜裡面
[00:00:02.000 --> 00:00:07.200]  我就很想用剛才馬太福音的第十三章
[00:00:07.200 --> 00:00:08.800]  不過不只是那幾節
[00:00:08.800 --> 00:00:14.400]  就是全章耶穌說了有七個天國的比喻
[00:00:14.400 --> 00:00:17.680]  我就想和大家在天國的比喻裡面
[00:00:17.680 --> 00:00:23.200]  來了解天國的屬靈奧秘
[00:00:23.200 --> 00:00:26.160]  屬靈奧秘這個字耶穌自己說的
[00:00:26.160 --> 00:00:28.160]  在十一節那裡
[00:00:28.160 --> 00:00:37.200]  祂自己說祂用比喻想和我們說天國的奧秘
[00:00:37.200 --> 00:00:40.640]  天國有奧秘的嗎?
[00:00:40.640 --> 00:00:42.640]  當然有了
[00:00:42.640 --> 00:00:44.640]  怎麼會沒有呢
[00:00:44.640 --> 00:00:49.440]  你想想神在我們人間所做的手法所做的事
[00:00:49.440 --> 00:00:54.880]  又想想神自己那種我們測不透的偉大
[00:00:54.880 --> 00:00:59.200]  祂那種我們沒辦法完全明白的慈愛
[00:00:59.200 --> 00:01:01.600]  充滿了奧秘
[00:01:01.600 --> 00:01:05.760]  是我們的智慧沒可能完全了解明白的
[00:01:05.760 --> 00:01:08.880]  所以天國肯定有奧秘
[00:01:08.880 --> 00:01:10.880]  不過我們的好消息就是
[00:01:10.880 --> 00:01:15.360]  耶穌說我現在將這些奧秘告訴你們
[00:01:15.360 --> 00:01:19.360]  不過祂接著說又令我們很困惑
[00:01:19.360 --> 00:01:21.360]  因為第十三節那裡說
[00:01:21.360 --> 00:01:24.880]  耶穌說我用比喻和他們說的時候
[00:01:24.880 --> 00:01:26.880]  是因為他們看又看不見
[00:01:26.880 --> 00:01:28.880]  聽又聽不見也不明白
[00:01:28.880 --> 00:01:30.880]  這件事就真的很奇怪
[00:01:30.880 --> 00:01:38.320]  是不是耶穌用比喻來說天國的奧秘的時候
[00:01:38.320 --> 00:01:41.280]  是故意令人聽又聽不明白
[00:01:41.280 --> 00:01:44.160]  看又看到不過都不知道是什麼呢
[00:01:44.160 --> 00:01:48.160]  究竟是不是這樣的意思呢
[00:01:48.160 --> 00:01:50.160]  當然不是了
[00:01:50.160 --> 00:01:54.400]  因為我們知道耶穌來到這個世間
[00:01:54.400 --> 00:01:56.400]  神自己渡成肉身
[00:01:56.400 --> 00:01:58.400]  來到我們人間想做什麼
[00:01:58.400 --> 00:02:01.280]  除了要拯救我們的罪之外
[00:02:01.280 --> 00:02:07.600]  還有祂很想讓我們更加明白祂是怎樣的神
[00:02:07.600 --> 00:02:11.680]  所以整個耶穌來到我們人間就是想我們明白
[00:02:11.680 --> 00:02:13.680]  就是想我們明白祂
[00:02:13.680 --> 00:02:15.680]  想我們本來不明白的能夠明白
[00:02:15.680 --> 00:02:17.680]  所以神從來
[00:02:17.680 --> 00:02:21.680]  耶穌也是絕對不會特意令我們不明白的
[00:02:21.680 --> 00:02:23.680]  我們千萬不要搞錯
[00:02:23.680 --> 00:02:25.680]  那這裡想說什麼呢
[00:02:25.680 --> 00:02:27.680]  這裡想說一件事
[00:02:27.680 --> 00:02:29.680]  耶穌接著說又很清楚的
[00:02:29.680 --> 00:02:35.680]  就是我用這些比喻來說天國的奧秘的時候
[00:02:35.680 --> 00:02:37.680]  有人聽得明白
[00:02:37.680 --> 00:02:39.680]  有人又聽不明白
[00:02:39.680 --> 00:02:41.680]  即是有分別的
[00:02:43.680 --> 00:02:45.680]  為什麼有人聽得明白
[00:02:45.680 --> 00:02:47.680]  有人聽不明白
[00:02:47.680 --> 00:02:49.680]  不是因為有些人聰明一點
[00:02:49.680 --> 00:02:51.680]  聰明一點他就聽得明白
[00:02:51.680 --> 00:02:53.680]  有些人沒那麼聰明
[00:02:53.680 --> 00:02:55.680]  讀書少又聽不明白
[00:02:55.680 --> 00:02:57.680]  絕對不是
[00:02:57.680 --> 00:03:01.680]  反而是看你有沒有一個願意的心
[00:03:01.680 --> 00:03:06.680]  在乎那個人肯不肯有一個謙卑願意的心來聽
[00:03:06.680 --> 00:03:08.680]  有些人很聰明很聰明
[00:03:08.680 --> 00:03:10.680]  但是他沒有這個心
[00:03:10.680 --> 00:03:12.680]  沒有這個態度去聽呢
[00:03:12.680 --> 00:03:14.680]  他是聽不明白的
[00:03:14.680 --> 00:03:17.680]  這個解釋不是我幫耶穌繞圈子
[00:03:17.680 --> 00:03:20.680]  是耶穌自己接著說
[00:03:20.680 --> 00:03:22.680]  他很清楚說我講這段說話
[00:03:22.680 --> 00:03:27.680]  意思就是引自舊約以賽亞書第六章
[00:03:27.680 --> 00:03:29.680]  是耶穌自己說的
[00:03:29.680 --> 00:03:31.680]  以賽亞書第六章我們看回第六章
[00:03:31.680 --> 00:03:33.680]  或者他引用的時候
[00:03:33.680 --> 00:03:35.680]  那個意思就明白很多了
[00:03:35.680 --> 00:03:38.680]  以賽亞書第六章那個意思絕對不是說
[00:03:38.680 --> 00:03:40.680]  特意神令有些人不明白
[00:03:40.680 --> 00:03:43.680]  而是神說我講了這個真理出來的時候
[00:03:43.680 --> 00:03:45.680]  有些人是聽不明白的
[00:03:45.680 --> 00:03:47.680]  為什麼呢?因為他不想聽
[00:03:47.680 --> 00:03:49.680]  所以聽都聽不明白
[00:03:49.680 --> 00:03:52.680]  就正如我引用的
[00:03:52.680 --> 00:03:54.680]  就是耶穌所說的
[00:03:54.680 --> 00:03:58.680]  以賽亞的預言正是要應驗他們的身上
[00:03:58.680 --> 00:04:01.680]  以賽亞說他們聽是聽見了
[00:04:01.680 --> 00:04:02.680]  但是聽不明白
[00:04:02.680 --> 00:04:03.680]  看又看見了
[00:04:03.680 --> 00:04:05.680]  但是看不到
[00:04:05.680 --> 00:04:06.680]  不能夠領悟
[00:04:06.680 --> 00:04:08.680]  因為很清楚
[00:04:08.680 --> 00:04:09.680]  有個原因的
[00:04:09.680 --> 00:04:11.680]  不是神讓他聽到
[00:04:11.680 --> 00:04:14.680]  因為這些人的心是遲鈍的
[00:04:14.680 --> 00:04:16.680]  用不靈的耳朵去聽
[00:04:16.680 --> 00:04:17.680]  又閉上眼睛
[00:04:17.680 --> 00:04:20.680]  免得中文也不是很好
[00:04:20.680 --> 00:04:23.680]  原文是mipoten這個字
[00:04:23.680 --> 00:04:24.680]  是如果
[00:04:24.680 --> 00:04:26.680]  就是說在什麼情況之下
[00:04:26.680 --> 00:04:30.680]  他們願意用他們的眼睛去看見
[00:04:30.680 --> 00:04:31.680]  耳朵聽的時候
[00:04:31.680 --> 00:04:32.680]  心裡明白
[00:04:32.680 --> 00:04:35.680]  神說他們的心馬上就迴轉
[00:04:35.680 --> 00:04:37.680]  那時候神就說我就醫治他們
[00:04:37.680 --> 00:04:39.680]  所以神是想醫治他們的
[00:04:39.680 --> 00:04:41.680]  不過如果你真的抗拒的話
[00:04:41.680 --> 00:04:43.680]  神沒你辦法
[00:04:43.680 --> 00:04:45.680]  所以這個就是
[00:04:45.680 --> 00:04:47.680]  耶穌為什麼用比喻
[00:04:47.680 --> 00:04:50.680]  不是直接的去解釋
[00:04:50.680 --> 00:04:54.680]  因為比喻是讓有些人能夠把握到
[00:04:54.680 --> 00:04:57.680]  他就能夠明白
[00:04:57.680 --> 00:04:59.680]  是用心去把握的
[00:04:59.680 --> 00:05:02.680]  這是第一個很重要的
[00:05:02.680 --> 00:05:04.680]  有些人以為他明
[00:05:04.680 --> 00:05:05.680]  他以為明
[00:05:05.680 --> 00:05:07.680]  不過他只是表面
[00:05:07.680 --> 00:05:09.680]  並且是搞錯了
[00:05:09.680 --> 00:05:12.680]  所以耶穌再加多一個層次
[00:05:12.680 --> 00:05:15.680]  他說如果有些人越來越明
[00:05:15.680 --> 00:05:17.680]  有的還要加給他
[00:05:17.680 --> 00:05:20.680]  沒有的連他本來有的都拿走
[00:05:20.680 --> 00:05:23.680]  就是說有一個深度
[00:05:23.680 --> 00:05:29.680]  比喻他沒有直接去解釋一些天國的道理
[00:05:29.680 --> 00:05:32.680]  是要讓我們進入比喻裡
[00:05:32.680 --> 00:05:35.680]  如果你的心願意打開
[00:05:35.680 --> 00:05:37.680]  耶穌很想你明白
[00:05:37.680 --> 00:05:40.680]  並且這個明白不單止停留在表面上
[00:05:40.680 --> 00:05:42.680]  並且你明白了之後
[00:05:42.680 --> 00:05:44.680]  你去經歷你體會
[00:05:44.680 --> 00:05:46.680]  哇越來越精彩
[00:05:46.680 --> 00:05:47.680]  越來越豐富
[00:05:47.680 --> 00:05:48.680]  越來越多
[00:05:48.680 --> 00:05:50.680]  一生就用
[00:05:50.680 --> 00:05:52.680]  永恆都有個祝福
[00:05:52.680 --> 00:05:54.680]  但如果你說我不願意
[00:05:54.680 --> 00:05:55.680]  這很膚淺的
[00:05:55.680 --> 00:05:56.680]  我都是不願意接受
[00:05:56.680 --> 00:05:58.680]  你摸一個接受心的時候
[00:05:58.680 --> 00:06:00.680]  你不單止看到最表面
[00:06:00.680 --> 00:06:01.680]  你明錯了
[00:06:01.680 --> 00:06:02.680]  甚至你不明白
[00:06:02.680 --> 00:06:03.680]  不明白之後
[00:06:03.680 --> 00:06:06.680]  你越走就越離開
[00:06:06.680 --> 00:06:09.680]  本來你聰明可以明的東西
[00:06:09.680 --> 00:06:10.680]  你都會搞錯
[00:06:10.680 --> 00:06:12.680]  這個世界有很多聰明的人
[00:06:12.680 --> 00:06:13.680]  是白白的
[00:06:13.680 --> 00:06:14.680]  我們都發覺
[00:06:14.680 --> 00:06:16.680]  說的那些東西
[00:06:16.680 --> 00:06:17.680]  想的那些東西
[00:06:17.680 --> 00:06:18.680]  簡直是離譜的
[00:06:18.680 --> 00:06:20.680]  common sense都不會
[00:06:20.680 --> 00:06:21.680]  他又會說
[00:06:21.680 --> 00:06:23.680]  他還有很聰明的方法
[00:06:23.680 --> 00:06:24.680]  自我解釋到
[00:06:24.680 --> 00:06:26.680]  其實是在騙自己
[00:06:26.680 --> 00:06:27.680]  騙其他人
[00:06:27.680 --> 00:06:30.680]  這就是耶穌所說的精彩之處
[00:06:30.680 --> 00:06:32.680]  今早我們當然不是停留在
[00:06:32.680 --> 00:06:34.680]  耶穌所說的方法
[00:06:34.680 --> 00:06:36.680]  或者那些條件
[00:06:36.680 --> 00:06:38.680]  我們都願意用一個
[00:06:38.680 --> 00:06:41.680]  很謙卑的
[00:06:41.680 --> 00:06:42.680]  開放的心
[00:06:42.680 --> 00:06:43.680]  願意的心
[00:06:43.680 --> 00:06:47.680]  去聆聽這些天國比喻裡的奧秘
[00:06:47.680 --> 00:06:51.680]  但是我們要抓住那個入手點
[00:06:51.680 --> 00:06:52.680]  不是聰明的人
[00:06:52.680 --> 00:06:54.680]  或者讀失書多的人
[00:06:54.680 --> 00:06:56.680]  而是我們找到對的重點
[00:06:56.680 --> 00:06:58.680]  所以解那個比喻的時候
[00:06:58.680 --> 00:06:59.680]  了解比喻的時候
[00:06:59.680 --> 00:07:00.680]  很重要的
[00:07:00.680 --> 00:07:03.680]  你找到他的焦點
[00:07:03.680 --> 00:07:05.680]  看到我的手在動
[00:07:05.680 --> 00:07:06.680]  焦點
[00:07:06.680 --> 00:07:08.680]  如果你懂得中學數學的
[00:07:08.680 --> 00:07:11.680]  其實你知道我想做什麼
[00:07:11.680 --> 00:07:14.680]  因為其實比喻中文
[00:07:14.680 --> 00:07:16.680]  在英文的翻譯就是
[00:07:16.680 --> 00:07:18.680]  terrible
[00:07:18.680 --> 00:07:20.680]  英文聖經
[00:07:20.680 --> 00:07:22.680]  其實是來自希臘文一個字
[00:07:22.680 --> 00:07:24.680]  叫做parabola
[00:07:24.680 --> 00:07:26.680]  terrible
[00:07:26.680 --> 00:07:28.680]  這個字
[00:07:28.680 --> 00:07:30.680]  這個字我剛才說了兩次
[00:07:30.680 --> 00:07:32.680]  其實英文有兩個翻譯
[00:07:32.680 --> 00:07:33.680]  一個就是比喻
[00:07:33.680 --> 00:07:36.680]  還有一個我們讀數學的時候讀過的
[00:07:36.680 --> 00:07:37.680]  中學的時候讀過的
[00:07:37.680 --> 00:07:39.680]  就叫做palmacine
[00:07:39.680 --> 00:07:41.680]  parabola
[00:07:41.680 --> 00:07:42.680]  palmacine
[00:07:42.680 --> 00:07:44.680]  palmacine是什麼呢
[00:07:44.680 --> 00:07:46.680]  就是說你扔一塊石頭在天空
[00:07:46.680 --> 00:07:48.680]  它就這樣掉下來
[00:07:48.680 --> 00:07:49.680]  有個弧形的
[00:07:49.680 --> 00:07:50.680]  這個弧形
[00:07:50.680 --> 00:07:52.680]  向斜一點又有個弧形
[00:07:52.680 --> 00:07:53.680]  高一點又有個弧形
[00:07:53.680 --> 00:07:55.680]  不過如果你懂得數學
[00:07:55.680 --> 00:07:57.680]  或者簡單物理
[00:07:57.680 --> 00:07:59.680]  你知道其實每一次的弧形
[00:07:59.680 --> 00:08:00.680]  都不是隨便出來的
[00:08:00.680 --> 00:08:03.680]  它是沿著一個無形的
[00:08:03.680 --> 00:08:05.680]  但存在著的焦點
[00:08:05.680 --> 00:08:07.680]  一個focus在這裡
[00:08:07.680 --> 00:08:09.680]  只要你知道那個焦點在哪裡
[00:08:09.680 --> 00:08:12.680]  你就可以畫出整個弧形
[00:08:12.680 --> 00:08:16.680]  所以這個就是我們了解terrible
[00:08:16.680 --> 00:08:18.680]  了解比喻一個很重要的東西
[00:08:18.680 --> 00:08:20.680]  要抓住這個焦點
[00:08:20.680 --> 00:08:23.680]  抓住這個焦點之後
[00:08:23.680 --> 00:08:24.680]  我們就可以了解
[00:08:24.680 --> 00:08:26.680]  展開整個的比喻
[00:08:26.680 --> 00:08:29.680]  不會走到離譜
[00:08:29.680 --> 00:08:30.680]  全都掉了
[00:08:30.680 --> 00:08:36.680]  這個就是我們對於比喻的了解
[00:08:36.680 --> 00:08:38.680]  現在我們試一下
[00:08:38.680 --> 00:08:40.680]  在這段聖經裡面
[00:08:40.680 --> 00:08:41.680]  這七個比喻當中
[00:08:41.680 --> 00:08:46.680]  慢慢來看有四組的比喻
[00:08:46.680 --> 00:08:48.680]  四組的比喻
[00:08:48.680 --> 00:08:50.680]  要表現給我們
[00:08:50.680 --> 00:08:54.680]  要讓我們明白四樣天國的奧秘
[00:08:54.680 --> 00:08:55.680]  很寶貴
[00:08:55.680 --> 00:08:56.680]  好像耶穌所說
[00:08:56.680 --> 00:08:58.680]  你得到之後
[00:08:58.680 --> 00:09:00.680]  你就能夠打開你的生命
[00:09:00.680 --> 00:09:02.680]  你的生命就會不單止被醫治
[00:09:02.680 --> 00:09:04.680]  並且是愈發的豐富
[00:09:04.680 --> 00:09:07.680]  所以今天我們一起來開這個寶藏
[00:09:07.680 --> 00:09:11.680]  我們來看看每一個組的比喻
[00:09:11.680 --> 00:09:13.680]  它的焦點在哪裡
[00:09:13.680 --> 00:09:15.680]  抓住那個焦點
[00:09:15.680 --> 00:09:17.680]  我們就能夠將比喻裡面
[00:09:17.680 --> 00:09:18.680]  很深刻
[00:09:18.680 --> 00:09:20.680]  但不是深奧的
[00:09:20.680 --> 00:09:22.680]  這些奧秘彰顯出來
[00:09:22.680 --> 00:09:24.680]  成為你和我們
[00:09:24.680 --> 00:09:26.680]  在屬靈生命裡面
[00:09:26.680 --> 00:09:28.680]  一個很寶貴的禮物
[00:09:28.680 --> 00:09:30.680]  好 我們一起來看
[00:09:30.680 --> 00:09:33.680]  這七個比喻雖然是很多
[00:09:33.680 --> 00:09:37.680]  但是我相信對於基督徒的弟兄姊妹來說
[00:09:37.680 --> 00:09:38.680]  是很熟悉的
[00:09:38.680 --> 00:09:40.680]  所以我們都不需要慢慢來讀
[00:09:40.680 --> 00:09:42.680]  有機會有時間
[00:09:42.680 --> 00:09:45.680]  去看回《碼頭福音》十三章
[00:09:45.680 --> 00:09:46.680]  相關的經文
[00:09:46.680 --> 00:09:48.680]  你就自然會知道
[00:09:48.680 --> 00:09:51.680]  我就和大家很總結的來引用
[00:09:51.680 --> 00:09:53.680]  一說就說我記得了
[00:09:53.680 --> 00:09:55.680]  第一組的比喻
[00:09:55.680 --> 00:09:58.680]  我們稱它為殺種的比喻
[00:09:58.680 --> 00:10:00.680]  殺種的比喻記得了
[00:10:00.680 --> 00:10:04.680]  殺種的比喻說了有四種的情況
[00:10:04.680 --> 00:10:08.680]  就好像一個殺種的人去殺種
[00:10:08.680 --> 00:10:09.680]  耶穌很明顯
[00:10:09.680 --> 00:10:11.680]  在解釋的時候
[00:10:11.680 --> 00:10:13.680]  當然不是普通的殺種
[00:10:13.680 --> 00:10:17.680]  這個殺種就好像神將他的真理
[00:10:17.680 --> 00:10:19.680]  放在人的心裡面
[00:10:19.680 --> 00:10:21.680]  我們的土壤就是我們的心田
[00:10:21.680 --> 00:10:24.680]  我們人的心就好像土壤一樣
[00:10:24.680 --> 00:10:28.680]  神自己天國的道和真理
[00:10:28.680 --> 00:10:30.680]  就好像這個殺種的人
[00:10:30.680 --> 00:10:33.680]  放在我們心裡面的種子
[00:10:33.680 --> 00:10:35.680]  那就成長了
[00:10:35.680 --> 00:10:38.680]  一個好的土壤
[00:10:38.680 --> 00:10:41.680]  然後有神自己的真理
[00:10:41.680 --> 00:10:43.680]  我們在屬靈上就成長了
[00:10:43.680 --> 00:10:47.680]  所以說的是屬靈的增長和成長
[00:10:47.680 --> 00:10:49.680]  所以耶穌在比喻裡面說
[00:10:49.680 --> 00:10:50.680]  如果是這樣的時候
[00:10:50.680 --> 00:10:51.680]  很正常的
[00:10:51.680 --> 00:10:53.680]  一個正常的屬靈增長
[00:10:53.680 --> 00:10:55.680]  就是三十倍、六十倍、一百倍
[00:10:55.680 --> 00:10:56.680]  就是這麼簡單
[00:10:56.680 --> 00:10:59.680]  不過耶穌也說了
[00:10:59.680 --> 00:11:01.680]  在這些情況下
[00:11:01.680 --> 00:11:03.680]  有些不正常的情況
[00:11:03.680 --> 00:11:05.680]  有三種不正常的情況
[00:11:05.680 --> 00:11:07.680]  不健康的情況
[00:11:07.680 --> 00:11:09.680]  為什麼不正常呢?
[00:11:09.680 --> 00:11:12.680]  因為第一種殺種的時候
[00:11:12.680 --> 00:11:14.680]  有些種子落在路的旁邊
[00:11:14.680 --> 00:11:16.680]  沒有落在泥土裡
[00:11:16.680 --> 00:11:18.680]  沒有落在應該的土壤裡
[00:11:18.680 --> 00:11:20.680]  於是它長不起
[00:11:20.680 --> 00:11:22.680]  不得已鳥來擔了它
[00:11:22.680 --> 00:11:23.680]  沒有了
[00:11:23.680 --> 00:11:25.680]  生長不出來
[00:11:25.680 --> 00:11:26.680]  第二種
[00:11:26.680 --> 00:11:27.680]  放進了土壤裡
[00:11:27.680 --> 00:11:28.680]  那就生了
[00:11:28.680 --> 00:11:30.680]  生得很快
[00:11:30.680 --> 00:11:31.680]  正常
[00:11:31.680 --> 00:11:34.680]  不過原來那些土壤很淺的
[00:11:34.680 --> 00:11:36.680]  下面是石頭
[00:11:36.680 --> 00:11:37.680]  是木根的
[00:11:37.680 --> 00:11:38.680]  所以生得很快
[00:11:38.680 --> 00:11:40.680]  它又夭折了
[00:11:40.680 --> 00:11:43.680]  這是第二種不健康和不正常的情況
[00:11:43.680 --> 00:11:45.680]  第三種土壤夠深了
[00:11:45.680 --> 00:11:47.680]  生得很好
[00:11:47.680 --> 00:11:49.680]  誰知道旁邊有些荊棘
[00:11:49.680 --> 00:11:50.680]  擠著它
[00:11:50.680 --> 00:11:52.680]  所以只能夠有一個限度
[00:11:52.680 --> 00:11:53.680]  差不多
[00:11:53.680 --> 00:11:54.680]  都沒有長大
[00:11:54.680 --> 00:11:56.680]  於是也是不健康
[00:11:56.680 --> 00:11:58.680]  有病的情況
[00:11:58.680 --> 00:12:02.680]  也不能夠好好的成長
[00:12:02.680 --> 00:12:04.680]  這裡很清楚的
[00:12:04.680 --> 00:12:08.680]  原來我們的屬靈成長
[00:12:08.680 --> 00:12:10.680]  是有正常的
[00:12:10.680 --> 00:12:14.680]  也有些困難令我們不成長得健康
[00:12:14.680 --> 00:12:18.680]  如果你留心看一下
[00:12:18.680 --> 00:12:21.680]  耶穌說的這四種情況的比喻裡
[00:12:21.680 --> 00:12:24.680]  是有四種力量存在的
[00:12:24.680 --> 00:12:26.680]  今天我們要解開的時候
[00:12:26.680 --> 00:12:28.680]  我一定要了解這四種力量
[00:12:28.680 --> 00:12:33.680]  兩種是可以讓我們成長得正常
[00:12:33.680 --> 00:12:35.680]  而且越來越好
[00:12:35.680 --> 00:12:38.680]  有兩種是破壞
[00:12:38.680 --> 00:12:41.680]  拉我們離開成長
[00:12:41.680 --> 00:12:44.680]  這四種我列在這裡很清楚
[00:12:44.680 --> 00:12:48.680]  兩種正常的拉力
[00:12:48.680 --> 00:12:50.680]  或者我叫正面的力量是什麼呢?
