
[00:00:00.000 --> 00:00:03.840]  各位同工 各位弟兄姊妹 主內平安
[00:00:03.840 --> 00:00:06.220]  新年快樂
[00:00:06.220 --> 00:00:10.680]  非常感恩有機會在新的一年第一個禮拜的主日
[00:00:10.680 --> 00:00:13.880]  跟大家一同來思考上帝的話語
[00:00:13.880 --> 00:00:16.780]  那麼在這一段經文我們讀完以後
[00:00:16.780 --> 00:00:18.600]  我們先做一個禱告
[00:00:18.600 --> 00:00:22.700]  親愛的主 我們把這一段內容仰望在禰的手中
[00:00:22.700 --> 00:00:25.680]  懇求禰幫助我們能夠更好地明白
[00:00:25.680 --> 00:00:28.840]  祂對我們生命的意義在哪裏
[00:00:28.840 --> 00:00:32.320]  我們如同詩人所講的
[00:00:32.320 --> 00:00:37.480]  希望有福 希望有慈愛 希望能夠成爲一個藝人
[00:00:37.480 --> 00:00:41.040]  所以我們嘗試着看一看這段經文
[00:00:41.040 --> 00:00:45.240]  對我們生命有什麼樣的啓發和作用
[00:00:45.240 --> 00:00:47.480]  接下來的時間仰望在主手中
[00:00:47.480 --> 00:00:51.520]  這樣禱告 奉耶穌基督的名 阿們
[00:00:51.520 --> 00:00:59.280]  這段經文我給它取的主題是不再是懼怕而是同行
[00:00:59.280 --> 00:01:05.160]  我想這段內容基本上要講的
[00:01:05.160 --> 00:01:08.960]  可以用一個生活的例子我稍微介紹一下
[00:01:08.960 --> 00:01:14.240]  比如說你有機會遇到某一些人身上有疾病
[00:01:14.240 --> 00:01:17.920]  或者是說你自己身上有一些問題
[00:01:17.920 --> 00:01:20.880]  但是拖着不想看醫生
[00:01:20.880 --> 00:01:24.960]  不是因爲不痛 而是因爲怕確診
[00:01:24.960 --> 00:01:28.440]  怕醫生給你最後的診斷
[00:01:28.440 --> 00:01:32.480]  所以有時候人往往就有一種
[00:01:32.480 --> 00:01:35.520]  尤其到了成年人
[00:01:35.520 --> 00:01:41.240]  勇氣其實是沒有青少年兒童時期那麼強大的
[00:01:41.240 --> 00:01:45.080]  因爲他不需要面子 不需要考慮到周圍人怎麼看
[00:01:45.080 --> 00:01:49.680]  所以小孩學東西他不需要太顧慮所謂的羞恥
[00:01:49.680 --> 00:01:51.920]  勇氣等等的問題
[00:01:51.920 --> 00:01:54.840]  但到了成年人以後你需要承擔很多
[00:01:54.840 --> 00:02:00.240]  你擔心被確診 被某一個角度看你的問題
[00:02:00.240 --> 00:02:04.000]  尤其是身體的不舒服 所以就撐一下
[00:02:04.000 --> 00:02:06.640]  繼續一段時間應該會好的
[00:02:06.640 --> 00:02:11.280]  所以熬一熬 看看應該不會太大的問題
[00:02:11.280 --> 00:02:16.440]  但你會發現有時候越拖越累 越拖越久的時候
[00:02:16.440 --> 00:02:21.680]  你就心中越慌 尤其是今天媒體通過手機
[00:02:21.680 --> 00:02:25.600]  會告訴你身體上有時候併發症等等的問題
[00:02:25.600 --> 00:02:33.320]  似乎有一種信息告訴你 似乎你應該去醫院了
[00:02:33.320 --> 00:02:39.800]  結果有趣的是 你坐在那個後診室
[00:02:39.800 --> 00:02:46.560]  坐在那裏的時候還沒有看醫生 結果還沒有出來
[00:02:46.560 --> 00:02:53.720]  但就這麼一個動作 你心中彷彿輕鬆了一點
[00:02:53.720 --> 00:02:56.840]  相比之下原來可能你在家裏面一直拖
[00:02:56.840 --> 00:03:00.280]  整夜失明 甚至是擔心這擔心那
[00:03:00.280 --> 00:03:05.120]  因爲你有很多的顧慮 不想被診斷
[00:03:05.120 --> 00:03:10.320]  但很有意思的是 坐在那後診區的時候
[00:03:10.320 --> 00:03:12.920]  症狀都還沒有改變 結果都還沒有出來
[00:03:12.920 --> 00:03:16.520]  但是心中好像似乎鬆了一點
[00:03:16.520 --> 00:03:20.200]  尤其是你的家人陪伴着你
[00:03:20.200 --> 00:03:24.800]  因爲你知道你不再是孤軍作戰
[00:03:24.800 --> 00:03:28.880]  《詩評三十二評》它要講的就是這個心態
[00:03:28.880 --> 00:03:31.560]  你會發現我們剛纔讀的很多內容
[00:03:31.560 --> 00:03:34.480]  它似乎就圍繞着一個非常重要的內容
[00:03:34.480 --> 00:03:41.240]  就是黑夜過去了 我回顧我自己的人生
[00:03:41.240 --> 00:03:43.080]  我說出了一些內容
[00:03:43.080 --> 00:03:46.080]  而不是在黑夜當中發出感嘆
[00:03:46.080 --> 00:03:48.840]  這是兩個概念 如果你有機會讀《詩評》
[00:03:48.840 --> 00:03:51.520]  五十一評或者是七十多評
[00:03:51.520 --> 00:03:54.320]  它都會在一種苦難當中訴苦
[00:03:54.320 --> 00:03:57.000]  但是《詩評三十二評》不一樣
[00:03:57.000 --> 00:04:00.400]  它是回顧了那一段日期之後
[00:04:00.400 --> 00:04:06.080]  它就表達出原來我的生命歷程是這樣的
[00:04:06.080 --> 00:04:08.120]  那在新的一年我希望呢
[00:04:08.120 --> 00:04:10.480]  將《詩評三十二評》作爲一個非常重要
[00:04:10.480 --> 00:04:13.280]  我們值得去互相勉勵的
[00:04:13.280 --> 00:04:18.200]  去看一看我們的過去同時我們如何展望未來
[00:04:18.200 --> 00:04:22.480]  所以《詩評三十二評》很多人以爲它是一段懺悔詩
[00:04:22.480 --> 00:04:26.080]  實際上是一部智慧詩歌
[00:04:26.080 --> 00:04:28.880]  因爲它向後看
[00:04:28.880 --> 00:04:31.520]  那向後看
[00:04:31.520 --> 00:04:33.920]  所以呈現出上帝怎麼說
[00:04:33.920 --> 00:04:35.120]  人怎麼面對
[00:04:35.120 --> 00:04:36.720]  最後會衆怎麼回應的
[00:04:36.720 --> 00:04:39.200]  所以你看到有細拉細拉細拉
[00:04:39.200 --> 00:04:40.200]  剛纔好幾段
[00:04:40.200 --> 00:04:44.120]  這是希伯來文體當中的一個段落
[00:04:44.120 --> 00:04:46.440]  所以這些反映出
[00:04:46.440 --> 00:04:49.000]  就是我們在讀的過程當中特別要留意
[00:04:49.000 --> 00:04:52.920]  爲什麼一開始詩人說我閉口
[00:04:52.920 --> 00:04:54.120]  不講的時候
[00:04:54.120 --> 00:04:57.320]  我的信仰是很沉重的
[00:04:57.320 --> 00:04:59.360]  所以你會發現詩評
[00:04:59.360 --> 00:05:01.360]  詩人先把結論放在前面
[00:05:01.360 --> 00:05:03.600]  放在第一節
[00:05:03.600 --> 00:05:07.280]  得赦免其過的遮蓋其罪的這個人是有福的
[00:05:07.280 --> 00:05:08.840]  各位
[00:05:08.840 --> 00:05:11.480]  什麼是有福
[00:05:11.480 --> 00:05:15.680]  詩人在這裏就馬上給出一個定義
[00:05:15.680 --> 00:05:20.040]  這個定義顛覆我們對有福的一種想象
[00:05:20.040 --> 00:05:22.360]  詩人不是說不犯罪的人有福
[00:05:22.360 --> 00:05:25.200]  也不是說表現好的人
[00:05:25.200 --> 00:05:28.560]  道德完美的人才是有福的人
[00:05:28.560 --> 00:05:31.000]  他反而說
[00:05:31.000 --> 00:05:34.560]  被赦免其罪的人有福
[00:05:34.560 --> 00:05:36.040]  纔是真正的有福
[00:05:36.040 --> 00:05:38.400]  換句話說
[00:05:38.400 --> 00:05:42.480]  這首詩歌不是爲一個完美的人寫的
[00:05:42.480 --> 00:05:44.200]  這首詩歌也不是說
[00:05:44.200 --> 00:05:46.040]  我們走到某一個階段
[00:05:46.040 --> 00:05:50.280]  生命好像非常完美了
[00:05:50.280 --> 00:05:51.760]  才叫有福
[00:05:51.760 --> 00:05:54.320]  什麼叫有福呢
[00:05:54.320 --> 00:05:56.480]  叫真實的人才是有福
[00:05:56.480 --> 00:06:00.240]  因爲他承認自己的問題
[00:06:00.240 --> 00:06:02.120]  各位你要承認自己的錯誤
[00:06:02.120 --> 00:06:04.600]  一定是有對象才說是承認嗎
[00:06:04.600 --> 00:06:05.960]  夫妻關係認錯
[00:06:05.960 --> 00:06:07.560]  肯定說我錯了
[00:06:07.560 --> 00:06:09.760]  一定述之於對象的
[00:06:09.760 --> 00:06:11.920]  不可能自說自話
[00:06:11.920 --> 00:06:13.960]  躲在一個房間裏我錯了我錯了
[00:06:13.960 --> 00:06:15.440]  那個抑鬱症就麻煩了
[00:06:15.440 --> 00:06:18.800]  會席捲而來
[00:06:18.800 --> 00:06:21.600]  詩評的對象就是說
[00:06:21.600 --> 00:06:25.880]  我面對一個真實的神
[00:06:25.880 --> 00:06:29.400]  我一個真實的心靈狀態
[00:06:29.400 --> 00:06:30.960]  我知道我有幸
[00:06:30.960 --> 00:06:34.000]  我是一個破碎的人
[00:06:34.000 --> 00:06:37.840]  於是乎我就更需要恩典了
[00:06:37.840 --> 00:06:39.880]  所以什麼是有福呢
[00:06:39.880 --> 00:06:41.840]  詩評在這裏一開始就講
[00:06:41.840 --> 00:06:45.000]  你是一個真實的人
[00:06:45.000 --> 00:06:49.600]  你面對問題會承認自己的不足
[00:06:49.600 --> 00:06:51.440]  而不是硬撐
[00:06:51.440 --> 00:06:54.280]  所以詩評接下來就繼續說
[00:06:54.280 --> 00:06:57.280]  當人拒絕承認自己罪的時候會怎麼樣呢
[00:06:57.280 --> 00:06:58.240]  他反過來說
[00:06:58.240 --> 00:07:00.760]  我閉口不承認罪的時候
[00:07:00.760 --> 00:07:06.840]  我的骨頭枯乾終日哀恨
[00:07:06.840 --> 00:07:08.760]  他這句話其實引下質疑說
[00:07:08.760 --> 00:07:12.680]  一個沒有福氣的人是這樣的
[00:07:12.680 --> 00:07:15.560]  各位你嘗試着可以對號入座
[00:07:15.560 --> 00:07:18.240]  這裏講的不是一種外在的懲罰
[00:07:18.240 --> 00:07:20.640]  他從來沒有說上帝怎麼懲罰我
[00:07:20.640 --> 00:07:21.760]  逼迫我
[00:07:21.760 --> 00:07:24.880]  而是一種內在的消耗
[00:07:24.880 --> 00:07:29.880]  用我們今天信代的話來講就是內耗
[00:07:29.880 --> 00:07:33.960]  所以從裏面開始浩劫
[00:07:33.960 --> 00:07:36.440]  有些東西你不敢講
[00:07:36.440 --> 00:07:38.720]  也不願意講
[00:07:38.720 --> 00:07:41.160]  也不願意面對
[00:07:41.160 --> 00:07:43.480]  詩人講的就是自己的過去
[00:07:43.480 --> 00:07:45.400]  他說我是這樣的
[00:07:45.400 --> 00:07:47.520]  所以他回顧自己的經營的時候說
[00:07:47.520 --> 00:07:49.000]  我不講出來
[00:07:49.000 --> 00:07:53.040]  所以我的骨頭就枯乾了
[00:07:53.040 --> 00:07:55.400]  這是一個非常有趣的用了一個詞叫做
[00:07:55.400 --> 00:07:56.280]  閉口
[00:07:56.280 --> 00:07:58.360]  就不講話
[00:07:58.360 --> 00:08:00.040]  這裏並不是說沉默
[00:08:00.040 --> 00:08:02.280]  好像我們通常講的
[00:08:02.280 --> 00:08:03.600]  你說是不講話了
[00:08:03.600 --> 00:08:05.480]  我就沉默了
[00:08:05.480 --> 00:08:07.800]  這裏是要講的是
[00:08:07.800 --> 00:08:13.960]  詩人內在的一種自我防衛的姿態
[00:08:13.960 --> 00:08:17.720]  拒絕面對真實的我
[00:08:17.720 --> 00:08:23.440]  拒絕面對一個真實的狀態
[00:08:23.440 --> 00:08:27.040]  當人嘗試着掩蓋自己的時候
[00:08:27.040 --> 00:08:29.000]  反而是一種內耗
[00:08:29.000 --> 00:08:30.840]  他要講的是這個東西
[00:08:30.840 --> 00:08:33.160]  所以這裏帶出了一種非常重要的
[00:08:33.160 --> 00:08:35.040]  對人性的洞察
[00:08:35.040 --> 00:08:36.680]  詩人要表達的
[00:08:36.680 --> 00:08:41.320]  最原來不是一種道德規範的問題而已
[00:08:41.320 --> 00:08:45.320]  而是一種生命靜靜流失一種活力
[00:08:45.320 --> 00:08:48.640]  所以他用哭、幹
[00:08:48.640 --> 00:08:51.880]  許多人很熟悉這種狀態的坦白說
[00:08:51.880 --> 00:08:55.760]  比如說你的生活看過來一切都正常的運作
[00:08:55.760 --> 00:08:57.760]  信仰都存在
[00:08:57.760 --> 00:09:01.440]  但內在的喜樂慢慢流失
[00:09:01.440 --> 00:09:02.800]  說不上來哪裏不對
[00:09:02.800 --> 00:09:08.320]  好像總覺得怪怪的
[00:09:08.320 --> 00:09:10.280]  覺得越來越喫力
[00:09:10.280 --> 00:09:16.280]  那詩人爲什麼在這裏用了非常具體的身體化來表達呢?
[00:09:16.280 --> 00:09:18.280]  他說哭幹嘛
[00:09:18.280 --> 00:09:21.520]  好像沙漠當中沒有水喝就哭死了
[00:09:21.520 --> 00:09:25.160]  哭幹,骨頭哭幹,精力耗盡
[00:09:25.160 --> 00:09:28.240]  如同夏天干旱當中沒有水
[00:09:28.240 --> 00:09:30.240]  實際上他要表達的就是
[00:09:30.240 --> 00:09:35.120]  當時讀者的那種閱讀習慣
[00:09:35.120 --> 00:09:38.960]  就是當時他寫給那種古晉東的人
[00:09:38.960 --> 00:09:43.440]  他要寫給他們的一種對生命的理解
[00:09:43.440 --> 00:09:46.320]  那當時的人怎麼對生命理解呢?
[00:09:46.320 --> 00:09:49.840]  對於他們來講,生命不是一個抽象的概念
[00:09:49.840 --> 00:09:52.960]  而是一種力量
[00:09:52.960 --> 00:09:55.360]  使人能夠活下去
[00:09:55.360 --> 00:09:58.680]  能有喜樂,能有行動的力量
[00:09:58.680 --> 00:10:00.280]  換句話說
[00:10:00.280 --> 00:10:04.040]  當人生活在一種信仰跟生活
[00:10:04.040 --> 00:10:07.240]  沒有分割的狀態當中
[00:10:07.240 --> 00:10:09.240]  那這種生命就有力量了
[00:10:09.240 --> 00:10:10.600]  反過來講
[00:10:10.600 --> 00:10:14.160]  如果你的信仰跟你的生活是割裂的
[00:10:14.160 --> 00:10:19.600]  斯人說我的生命就沒有生命力了
[00:10:19.600 --> 00:10:22.680]  沒有力量了,哭幹了
[00:10:22.680 --> 00:10:26.240]  失去了喜樂,失去了活力
[00:10:26.240 --> 00:10:30.640]  這就是爲什麼我們現代人
[00:10:30.640 --> 00:10:34.320]  讀到這一段經文很容易跟他共鳴的
[00:10:34.320 --> 00:10:35.960]  因爲我們太熟悉
[00:10:35.960 --> 00:10:37.840]  就好像是我們外在正常
[00:10:37.840 --> 00:10:40.400]  其實內在已經枯竭
[00:10:40.400 --> 00:10:43.960]  他認爲什麼原因造成的呢?
[00:10:43.960 --> 00:10:49.160]  斯人說可能是上帝的手重壓在他身上
[00:10:49.160 --> 00:10:52.880]  那問題就等同於
[00:10:52.880 --> 00:10:55.600]  如果我生命當中沒有喜樂
[00:10:55.600 --> 00:10:58.320]  是上帝的手壓在我的身上
[00:10:58.320 --> 00:11:00.720]  那於是我必須要做一個動作
[00:11:00.720 --> 00:11:03.680]  我要向你承明我的罪
[00:11:03.680 --> 00:11:06.360]  不再隱瞞我的問題
[00:11:06.360 --> 00:11:11.440]  你明知道那個問題的出路在哪裏
[00:11:11.440 --> 00:11:13.120]  你必須要抓住那個出路的
[00:11:13.120 --> 00:11:16.280]  斯人說我立即向你承認我的問題
[00:11:16.280 --> 00:11:18.400]  承認我的罪
[00:11:18.400 --> 00:11:21.040]  這不是一種宗教的儀式
[00:11:21.040 --> 00:11:23.440]  好像高難度的操作方法
[00:11:23.440 --> 00:11:26.040]  而是決定我不再躲了
[00:11:26.040 --> 00:11:27.600]  我不再隱藏了
[00:11:27.600 --> 00:11:30.080]  我不再一開始我講的那個故事一樣
[00:11:30.080 --> 00:11:36.640]  不再把這個問題隱藏,不去糾正,不去找診斷
[00:11:36.640 --> 00:11:42.240]  不假裝沒事,而是向那位神敞開
[00:11:42.240 --> 00:11:43.880]  各位,這就是有福的人
[00:11:43.880 --> 00:11:49.040]  我向神敞開,就是有福的人
[00:11:49.040 --> 00:11:51.040]  誒,你會發現讀到這段經文裏面
[00:11:51.040 --> 00:11:53.920]  斯人從來沒有說我懺悔有多深
[00:11:53.920 --> 00:11:57.360]  我有多完整,我的懺悔詞有多麼豐富
[00:11:57.360 --> 00:12:00.920]  主啊,我是一個罪魁,我是一個妄惡
[00:12:00.920 --> 00:12:05.320]  都做的一個壞人,他沒有講這些
[00:12:05.320 --> 00:12:07.120]  他沒講
[00:12:07.120 --> 00:12:09.720]  他沒有把宗教複雜化
[00:12:09.720 --> 00:12:13.960]  他沒有把宗教信仰給儀式化
[00:12:13.960 --> 00:12:18.600]  他沒有把宗教信仰跟從當時古晉東的一種文化
[00:12:18.600 --> 00:12:22.080]  他直接說,我向你敞開
[00:12:22.080 --> 00:12:25.960]  你就等同於會赦免我的罪
[00:12:25.960 --> 00:12:30.120]  所以赦免不是努力換來的報酬
[00:12:30.120 --> 00:12:32.040]  是怎麼樣帶來的呢?
[00:12:32.040 --> 00:12:36.880]  斯人說,是神主動的回應
[00:12:36.880 --> 00:12:39.000]  是恩典的行動
[00:12:39.000 --> 00:12:41.640]  某個程度來講,面對上帝
[00:12:41.640 --> 00:12:45.680]  他沒有表達出非常複雜的宗教交換條件
[00:12:45.680 --> 00:12:48.080]  我得罪你,我要做很多的事情
[00:12:48.080 --> 00:12:51.120]  才滿足你對我的要求
[00:12:51.120 --> 00:12:55.960]  他也沒有藏拼非常多的內容去自我庇護
